ngram,Canon,Cann,Canon,Cann
1821,3.1530438978474455e-06,4.4458052883555865e-07,3.1530438978474455e-06,4.4458052883555865e-07
1822,3.2760814779716644e-06,4.567167185395452e-07,3.2760814779716644e-06,4.567167185395452e-07
1823,3.4075910662068054e-06,4.853112360235303e-07,3.4075910662068054e-06,4.853112360235303e-07
1824,3.470150237002859e-06,2.5647079736147914e-07,3.470150237002859e-06,2.5647079736147914e-07
1825,3.5877204546912774e-06,2.679239748155331e-07,3.5877204546912774e-06,2.679239748155331e-07
1826,3.6033474251390933e-06,2.725331396748386e-07,3.6033474251390933e-06,2.725331396748386e-07
1827,3.701599423168643e-06,2.8365523162067673e-07,3.701599423168643e-06,2.8365523162067673e-07
1828,3.671022016403315e-06,2.9024774456891986e-07,3.671022016403315e-06,2.9024774456891986e-07
1829,3.5306711327263784e-06,2.9964542948489127e-07,3.5306711327263784e-06,2.9964542948489127e-07
1830,3.350715035464548e-06,2.549359773443679e-07,3.350715035464548e-06,2.549359773443679e-07
1831,3.3374704539060725e-06,1.922783019787338e-07,3.3374704539060725e-06,1.922783019787338e-07
1832,3.1856732545877875e-06,1.8080292107924834e-07,3.1856732545877875e-06,1.8080292107924834e-07
1833,3.1441337731458977e-06,1.9647936763281644e-07,3.1441337731458977e-06,1.9647936763281644e-07
1834,3.0855111877567002e-06,1.931292865314e-07,3.0855111877567002e-06,1.931292865314e-07
1835,3.5433689455593206e-06,2.515211627545406e-07,3.5433689455593206e-06,2.515211627545406e-07
1836,3.6545573038893053e-06,2.310779976255617e-07,3.6545573038893053e-06,2.310779976255617e-07
1837,3.879561063513393e-06,2.4845647215800325e-07,3.879561063513393e-06,2.4845647215800325e-07
1838,4.032315635933108e-06,2.722277352112152e-07,4.032315635933108e-06,2.722277352112152e-07
1839,4.407475963879344e-06,2.6835555136780644e-07,4.407475963879344e-06,2.6835555136780644e-07
1840,4.58356644880301e-06,2.548854151232912e-07,4.58356644880301e-06,2.548854151232912e-07
1841,4.850655808955448e-06,2.544196604503668e-07,4.850655808955448e-06,2.544196604503668e-07
1842,4.95103258150006e-06,1.901366541038182e-07,4.95103258150006e-06,1.901366541038182e-07
1843,4.975114734406816e-06,1.9291192846334786e-07,4.975114734406816e-06,1.9291192846334786e-07
1844,5.329497525963234e-06,1.948086918446279e-07,5.329497525963234e-06,1.948086918446279e-07
1845,5.3917176176452945e-06,1.7672348917585623e-07,5.3917176176452945e-06,1.7672348917585623e-07
1846,5.348752373330561e-06,2.3190957725611433e-07,5.348752373330561e-06,2.3190957725611433e-07
1847,5.693077907510867e-06,2.4142890302820366e-07,5.693077907510867e-06,2.4142890302820366e-07
1848,5.928284281253582e-06,2.4190020805495547e-07,5.928284281253582e-06,2.4190020805495547e-07
1849,5.638596316462749e-06,3.0724141148701687e-07,5.638596316462749e-06,3.0724141148701687e-07
1850,5.7346603950593685e-06,3.1417539909333367e-07,5.7346603950593685e-06,3.1417539909333367e-07
1851,5.922589480178431e-06,3.2215289382163193e-07,5.922589480178431e-06,3.2215289382163193e-07
1852,5.903279413489924e-06,3.3841836000192416e-07,5.903279413489924e-06,3.3841836000192416e-07
1853,5.8853490502640075e-06,2.8497096390570474e-07,5.8853490502640075e-06,2.8497096390570474e-07
1854,5.684076118736162e-06,2.897164575545373e-07,5.684076118736162e-06,2.897164575545373e-07
1855,5.453257862037779e-06,2.884483823858578e-07,5.453257862037779e-06,2.884483823858578e-07
1856,5.6225074201522925e-06,2.22638385188085e-07,5.6225074201522925e-06,2.22638385188085e-07
1857,5.8619009775741556e-06,2.211106391314388e-07,5.8619009775741556e-06,2.211106391314388e-07
1858,5.575750102642425e-06,2.0957075516240105e-07,5.575750102642425e-06,2.0957075516240105e-07
1859,5.67422798017755e-06,2.0268336900893962e-07,5.67422798017755e-06,2.0268336900893962e-07
1860,6.140792590615872e-06,2.307012323399249e-07,6.140792590615872e-06,2.307012323399249e-07
1861,6.1478548819390455e-06,2.221193702618101e-07,6.1478548819390455e-06,2.221193702618101e-07
1862,6.6545241159993954e-06,2.201036599964417e-07,6.6545241159993954e-06,2.201036599964417e-07
1863,6.559530772522391e-06,2.161719022199447e-07,6.559530772522391e-06,2.161719022199447e-07
1864,6.421548667796222e-06,2.093007103504923e-07,6.421548667796222e-06,2.093007103504923e-07
1865,6.5448768639596115e-06,1.9808477093517597e-07,6.5448768639596115e-06,1.9808477093517597e-07
1866,6.957273853913648e-06,2.0570376031108545e-07,6.957273853913648e-06,2.0570376031108545e-07
1867,7.035541589825048e-06,1.8036467151562518e-07,7.035541589825048e-06,1.8036467151562518e-07
1868,7.787487512749586e-06,1.6971464284714394e-07,7.787487512749586e-06,1.6971464284714394e-07
1869,8.0812762592229e-06,1.7920028889355827e-07,8.0812762592229e-06,1.7920028889355827e-07
1870,8.552582585252821e-06,1.8955300008981014e-07,8.552582585252821e-06,1.8955300008981014e-07
1871,9.70955755162452e-06,1.8959316808572373e-07,9.70955755162452e-06,1.8959316808572373e-07
1872,1.0447360961864303e-05,1.8371982183193074e-07,1.0447360961864303e-05,1.8371982183193074e-07
1873,1.0613655311837128e-05,1.892018417493091e-07,1.0613655311837128e-05,1.892018417493091e-07
1874,1.091618235347726e-05,2.007120392428468e-07,1.091618235347726e-05,2.007120392428468e-07
1875,1.1177538778740978e-05,2.5392501510980635e-07,1.1177538778740978e-05,2.5392501510980635e-07
1876,1.127449312272282e-05,2.6270962751238714e-07,1.127449312272282e-05,2.6270962751238714e-07
1877,1.1507874920165964e-05,2.749667637707327e-07,1.1507874920165964e-05,2.749667637707327e-07
1878,1.1302707337433406e-05,2.786146739351482e-07,1.1302707337433406e-05,2.786146739351482e-07
1879,1.0964527064061258e-05,2.918836778625129e-07,1.0964527064061258e-05,2.918836778625129e-07
1880,1.101696125260787e-05,2.868815666293553e-07,1.101696125260787e-05,2.868815666293553e-07
1881,1.1115880754784615e-05,3.4895214793907924e-07,1.1115880754784615e-05,3.4895214793907924e-07
1882,1.0817531152237539e-05,3.1069898146337695e-07,1.0817531152237539e-05,3.1069898146337695e-07
1883,1.0559334441495594e-05,3.108013077378148e-07,1.0559334441495594e-05,3.108013077378148e-07
1884,1.0495004062249791e-05,3.1204341358456335e-07,1.0495004062249791e-05,3.1204341358456335e-07
1885,1.0247359568893444e-05,3.2640525254074806e-07,1.0247359568893444e-05,3.2640525254074806e-07
1886,1.03187377525111e-05,3.4164268924996577e-07,1.03187377525111e-05,3.4164268924996577e-07
1887,1.0510850578222225e-05,3.377803535288747e-07,1.0510850578222225e-05,3.377803535288747e-07
1888,1.050145432860258e-05,2.739753536421371e-07,1.050145432860258e-05,2.739753536421371e-07
1889,1.0437553750567271e-05,2.74674545965224e-07,1.0437553750567271e-05,2.74674545965224e-07
1890,1.0779516742331907e-05,2.9091181983988334e-07,1.0779516742331907e-05,2.9091181983988334e-07
1891,1.0771271913004707e-05,2.8147391008457946e-07,1.0771271913004707e-05,2.8147391008457946e-07
1892,1.0783362215858818e-05,2.9513835743598194e-07,1.0783362215858818e-05,2.9513835743598194e-07
1893,1.0703907329505974e-05,2.9593070191172697e-07,1.0703907329505974e-05,2.9593070191172697e-07
1894,1.0291762399512144e-05,2.9040520692953056e-07,1.0291762399512144e-05,2.9040520692953056e-07
1895,9.923765381764887e-06,2.994048153530977e-07,9.923765381764887e-06,2.994048153530977e-07
1896,9.789873599532126e-06,3.1239703243305226e-07,9.789873599532126e-06,3.1239703243305226e-07
1897,9.247797087092685e-06,3.038733658351183e-07,9.247797087092685e-06,3.038733658351183e-07
1898,8.949767626680633e-06,3.2265664628994273e-07,8.949767626680633e-06,3.2265664628994273e-07
1899,8.63496565476193e-06,3.103644477927706e-07,8.63496565476193e-06,3.103644477927706e-07
1900,8.226241334341466e-06,2.9775740171901687e-07,8.226241334341466e-06,2.9775740171901687e-07
1901,8.027249935236927e-06,3.103761270852244e-07,8.027249935236927e-06,3.103761270852244e-07
1902,7.911245834943007e-06,3.1125208010962524e-07,7.911245834943007e-06,3.1125208010962524e-07
1903,7.642719083378324e-06,3.106642582549414e-07,7.642719083378324e-06,3.106642582549414e-07
1904,7.57655867086474e-06,3.2264515376872236e-07,7.57655867086474e-06,3.2264515376872236e-07
1905,7.502852180810546e-06,3.1623394696517995e-07,7.502852180810546e-06,3.1623394696517995e-07
1906,7.3082247321768335e-06,3.0795683057606637e-07,7.3082247321768335e-06,3.0795683057606637e-07
1907,7.272833110099393e-06,3.1991692545878845e-07,7.272833110099393e-06,3.1991692545878845e-07
1908,7.117062848140319e-06,3.2771116512516786e-07,7.117062848140319e-06,3.2771116512516786e-07
1909,6.897666220798523e-06,3.230016959930383e-07,6.897666220798523e-06,3.230016959930383e-07
1910,6.745831212486207e-06,3.395204625381406e-07,6.745831212486207e-06,3.395204625381406e-07
1911,6.573959970929926e-06,3.268667520777464e-07,6.573959970929926e-06,3.268667520777464e-07
1912,6.179436305891224e-06,3.3909310559465666e-07,6.179436305891224e-06,3.3909310559465666e-07
1913,5.861201381256771e-06,3.6824910612917196e-07,5.861201381256771e-06,3.6824910612917196e-07
1914,5.628617600450525e-06,3.575687068340423e-07,5.628617600450525e-06,3.575687068340423e-07
1915,5.423856561849659e-06,3.467102780112847e-07,5.423856561849659e-06,3.467102780112847e-07
1916,5.215405248496349e-06,3.757937260421126e-07,5.215405248496349e-06,3.757937260421126e-07
1917,5.002153557143174e-06,3.589712288690602e-07,5.002153557143174e-06,3.589712288690602e-07
1918,4.74217098859039e-06,4.1544263597513365e-07,4.74217098859039e-06,4.1544263597513365e-07
1919,4.737225351293871e-06,3.9941424948405514e-07,4.737225351293871e-06,3.9941424948405514e-07
1920,4.806836321742074e-06,4.0480076027701474e-07,4.806836321742074e-06,4.0480076027701474e-07
1921,4.771602496995391e-06,4.172458919323877e-07,4.771602496995391e-06,4.172458919323877e-07
1922,4.812773763010877e-06,4.833140800591147e-07,4.812773763010877e-06,4.833140800591147e-07
1923,5.10194734358395e-06,4.909039919961547e-07,5.10194734358395e-06,4.909039919961547e-07
1924,5.130546989156366e-06,4.858252883163264e-07,5.130546989156366e-06,4.858252883163264e-07
1925,5.1828424797609585e-06,4.2619309478400934e-07,5.1828424797609585e-06,4.2619309478400934e-07
1926,5.161477539721611e-06,4.2524689547462913e-07,5.161477539721611e-06,4.2524689547462913e-07
1927,5.09866146915426e-06,3.890993513420783e-07,5.09866146915426e-06,3.890993513420783e-07
1928,4.941927597558658e-06,3.7172287444978534e-07,4.941927597558658e-06,3.7172287444978534e-07
1929,4.847436295157033e-06,2.942708294183051e-07,4.847436295157033e-06,2.942708294183051e-07
1930,4.450249239848095e-06,2.519615987596678e-07,4.450249239848095e-06,2.519615987596678e-07
1931,4.413962545056295e-06,2.384065019051767e-07,4.413962545056295e-06,2.384065019051767e-07
1932,4.3492284800907195e-06,2.3824628466887328e-07,4.3492284800907195e-06,2.3824628466887328e-07
1933,4.3274577754865665e-06,2.314708374180035e-07,4.3274577754865665e-06,2.314708374180035e-07
1934,4.262334316860818e-06,2.2265288229001661e-07,4.262334316860818e-06,2.2265288229001661e-07
1935,4.2481848530379855e-06,2.1477103270431792e-07,4.2481848530379855e-06,2.1477103270431792e-07
1936,4.068991074746009e-06,2.0945054554236515e-07,4.068991074746009e-06,2.0945054554236515e-07
1937,4.009108384447505e-06,1.948440261198162e-07,4.009108384447505e-06,1.948440261198162e-07
1938,3.7978879195829255e-06,2.0958394689582098e-07,3.7978879195829255e-06,2.0958394689582098e-07
1939,3.5721610467070216e-06,2.1559935297383553e-07,3.5721610467070216e-06,2.1559935297383553e-07
1940,3.4240461640625393e-06,2.119219045328334e-07,3.4240461640625393e-06,2.119219045328334e-07
1941,3.2952754866398337e-06,2.1504925687817637e-07,3.2952754866398337e-06,2.1504925687817637e-07
1942,3.1449413719591187e-06,2.1957712143765612e-07,3.1449413719591187e-06,2.1957712143765612e-07
1943,3.1038843774565194e-06,2.286747725780255e-07,3.1038843774565194e-06,2.286747725780255e-07
1944,3.1005298686587982e-06,2.3632141221696656e-07,3.1005298686587982e-06,2.3632141221696656e-07
1945,3.2224170354311354e-06,2.2211729750714377e-07,3.2224170354311354e-06,2.2211729750714377e-07
1946,3.3301582464316326e-06,1.9827163352407036e-07,3.3301582464316326e-06,1.9827163352407036e-07
1947,3.3857599451688917e-06,1.9823870697369523e-07,3.3857599451688917e-06,1.9823870697369523e-07
1948,3.3960494485134925e-06,2.0547792140795146e-07,3.3960494485134925e-06,2.0547792140795146e-07
1949,3.57396450973673e-06,2.0314185584473827e-07,3.57396450973673e-06,2.0314185584473827e-07
1950,3.650667070230286e-06,2.090964922477464e-07,3.650667070230286e-06,2.090964922477464e-07
1951,3.7343057946210526e-06,2.0818408432075687e-07,3.7343057946210526e-06,2.0818408432075687e-07
1952,3.6582718751430676e-06,2.1493214725459048e-07,3.6582718751430676e-06,2.1493214725459048e-07
1953,3.7376694958116526e-06,2.2785829198060776e-07,3.7376694958116526e-06,2.2785829198060776e-07
1954,3.904727853815919e-06,2.3062545803246133e-07,3.904727853815919e-06,2.3062545803246133e-07
1955,3.978362006559369e-06,2.2878249085676673e-07,3.978362006559369e-06,2.2878249085676673e-07
1956,3.851289810492224e-06,2.3402219336990777e-07,3.851289810492224e-06,2.3402219336990777e-07
1957,3.815789178978386e-06,2.4314515201240283e-07,3.815789178978386e-06,2.4314515201240283e-07
1958,3.6986406095301e-06,2.5889908426636664e-07,3.6986406095301e-06,2.5889908426636664e-07
1959,3.6734374394395023e-06,3.0079147604413136e-07,3.6734374394395023e-06,3.0079147604413136e-07
1960,3.6083201848668978e-06,3.404404347000829e-07,3.6083201848668978e-06,3.404404347000829e-07
1961,3.400358309590956e-06,3.6446436573507004e-07,3.400358309590956e-06,3.6446436573507004e-07
1962,3.317637037980603e-06,3.6389066337960685e-07,3.317637037980603e-06,3.6389066337960685e-07
1963,3.3416917111545833e-06,3.667701702982283e-07,3.3416917111545833e-06,3.667701702982283e-07
1964,3.3578737657080637e-06,3.6599845592328553e-07,3.3578737657080637e-06,3.6599845592328553e-07
1965,3.3800248664712333e-06,3.621353528160398e-07,3.3800248664712333e-06,3.621353528160398e-07
1966,3.340327046836527e-06,3.352985718915339e-07,3.340327046836527e-06,3.352985718915339e-07
1967,3.2736284083512146e-06,2.9276703474222033e-07,3.2736284083512146e-06,2.9276703474222033e-07
1968,3.1951193640062618e-06,2.7323146209060465e-07,3.1951193640062618e-06,2.7323146209060465e-07
1969,3.0881640538739574e-06,2.768341370743396e-07,3.0881640538739574e-06,2.768341370743396e-07
1970,2.9765943249263467e-06,2.736169234042661e-07,2.9765943249263467e-06,2.736169234042661e-07
1971,2.879684578666846e-06,2.675724947006789e-07,2.879684578666846e-06,2.675724947006789e-07
1972,2.7638495144596424e-06,2.7029891214169766e-07,2.7638495144596424e-06,2.7029891214169766e-07
1973,2.6888770727444874e-06,2.5922094185456703e-07,2.6888770727444874e-06,2.5922094185456703e-07
1974,2.595122233677622e-06,2.6141006311978086e-07,2.595122233677622e-06,2.6141006311978086e-07
1975,2.580522472531551e-06,2.609008232314279e-07,2.580522472531551e-06,2.609008232314279e-07
1976,2.6079425684396744e-06,2.760916463070576e-07,2.6079425684396744e-06,2.760916463070576e-07
1977,2.6761735430877058e-06,2.889482045377788e-07,2.6761735430877058e-06,2.889482045377788e-07
1978,2.7035357561544515e-06,2.926301436088709e-07,2.7035357561544515e-06,2.926301436088709e-07
1979,2.7475738469157866e-06,2.93832560568522e-07,2.7475738469157866e-06,2.93832560568522e-07
1980,2.7766096601616094e-06,3.0451918827826117e-07,2.7766096601616094e-06,3.0451918827826117e-07
1981,2.8940608639719097e-06,3.0490376648880814e-07,2.8940608639719097e-06,3.0490376648880814e-07
1982,3.009526900703869e-06,3.144954234812758e-07,3.009526900703869e-06,3.144954234812758e-07
1983,3.1271138465984094e-06,3.0435699776327443e-07,3.1271138465984094e-06,3.0435699776327443e-07
1984,3.1781933427867315e-06,2.9848570193280466e-07,3.1781933427867315e-06,2.9848570193280466e-07
1985,3.2539555507225615e-06,2.901448112879734e-07,3.2539555507225615e-06,2.901448112879734e-07
1986,3.309938197812049e-06,2.845261803940957e-07,3.309938197812049e-06,2.845261803940957e-07
1987,3.4027721734933688e-06,2.832159436495983e-07,3.4027721734933688e-06,2.832159436495983e-07
1988,3.4246064452807853e-06,3.0235068899336124e-07,3.4246064452807853e-06,3.0235068899336124e-07
1989,3.4813047672547067e-06,3.0853506213393954e-07,3.4813047672547067e-06,3.0853506213393954e-07
1990,3.498572823446011e-06,3.06507745660513e-07,3.498572823446011e-06,3.06507745660513e-07
1991,3.5123407867234036e-06,3.0102509234503874e-07,3.5123407867234036e-06,3.0102509234503874e-07
1992,3.5383462285868257e-06,2.991646904807307e-07,3.5383462285868257e-06,2.991646904807307e-07
1993,3.565346625172034e-06,2.926852695444333e-07,3.565346625172034e-06,2.926852695444333e-07
1994,3.588526007141419e-06,2.771080817508066e-07,3.588526007141419e-06,2.771080817508066e-07
1995,3.6461092999421193e-06,2.536639637388102e-07,3.6461092999421193e-06,2.536639637388102e-07
1996,3.638814567758735e-06,2.438699522956865e-07,3.638814567758735e-06,2.438699522956865e-07
1997,3.70432521127181e-06,2.3260818084379154e-07,3.70432521127181e-06,2.3260818084379154e-07
1998,3.7394854319115567e-06,2.2504369415595908e-07,3.7394854319115567e-06,2.2504369415595908e-07
1999,3.758364333147516e-06,2.1647096153693773e-07,3.758364333147516e-06,2.1647096153693773e-07
2000,3.7945017083984567e-06,2.0759548898955211e-07,3.7945017083984567e-06,2.0759548898955211e-07
2001,3.827433504609092e-06,1.9781951315118412e-07,3.827433504609092e-06,1.9781951315118412e-07
2002,3.781615013005129e-06,1.8984650702285372e-07,3.781615013005129e-06,1.8984650702285372e-07
2003,3.7685514858562134e-06,1.721344387663391e-07,3.7685514858562134e-06,1.721344387663391e-07
2004,3.7538011708550456e-06,1.7578031271828616e-07,3.7538011708550456e-06,1.7578031271828616e-07
2005,3.737184020532628e-06,1.73290118254954e-07,3.737184020532628e-06,1.73290118254954e-07
2006,3.7000642610759575e-06,1.6989620884747376e-07,3.7000642610759575e-06,1.6989620884747376e-07
2007,3.613231326328657e-06,1.6957946716697085e-07,3.613231326328657e-06,1.6957946716697085e-07
2008,3.499164124929978e-06,1.7178625455471774e-07,3.499164124929978e-06,1.7178625455471774e-07
2009,3.363154129536789e-06,1.7650799780507702e-07,3.363154129536789e-06,1.7650799780507702e-07
2010,3.2504576665814966e-06,1.8117308237768676e-07,3.2504576665814966e-06,1.8117308237768676e-07
2011,3.0863002068924416e-06,1.7416243127042564e-07,3.0863002068924416e-06,1.7416243127042564e-07
2012,2.950496244531158e-06,1.7050238503608333e-07,2.950496244531158e-06,1.7050238503608333e-07
2013,2.874207991356213e-06,1.7382605830919472e-07,2.874207991356213e-06,1.7382605830919472e-07
2014,2.79530841648271e-06,1.7361631218396463e-07,2.79530841648271e-06,1.7361631218396463e-07
2015,2.698437356229988e-06,1.7389258338036078e-07,2.698437356229988e-06,1.7389258338036078e-07
2016,2.7200300597282227e-06,1.6464176561774885e-07,2.7200300597282227e-06,1.6464176561774885e-07
2017,2.68093136431465e-06,1.5764557067162363e-07,2.68093136431465e-06,1.5764557067162363e-07
2018,2.6651988264347893e-06,1.553975323531631e-07,2.6651988264347893e-06,1.553975323531631e-07
2019,2.669740695182554e-06,1.585593132347185e-07,2.669740695182554e-06,1.585593132347185e-07
