ngram,Canon,Cann,Canon,Cann
1638,2.8003767186289353e-05,2.1504429728988077e-07,2.8003767186289353e-05,2.1504429728988077e-07
1639,2.706441949028106e-05,2.0128839293777544e-07,2.706441949028106e-05,2.0128839293777544e-07
1640,2.5830445792962564e-05,2.0128839293777544e-07,2.5830445792962564e-05,2.0128839293777544e-07
1641,2.3095488683923448e-05,7.787022988330656e-08,2.3095488683923448e-05,7.787022988330656e-08
1642,1.8251880581893992e-05,7.787022988330656e-08,1.8251880581893992e-05,7.787022988330656e-08
1643,1.837350535944487e-05,3.488375779982432e-07,1.837350535944487e-05,3.488375779982432e-07
1644,2.023199775586753e-05,3.488375779982432e-07,2.023199775586753e-05,3.488375779982432e-07
1645,1.5157390862441389e-05,3.488375779982432e-07,1.5157390862441389e-05,3.488375779982432e-07
1646,1.6306320958392462e-05,2.709673481149366e-07,1.6306320958392462e-05,2.709673481149366e-07
1647,1.6113079774575973e-05,3.7501290047917533e-07,1.6113079774575973e-05,3.7501290047917533e-07
1648,1.6552976116405e-05,3.7501290047917533e-07,1.6552976116405e-05,3.7501290047917533e-07
1649,1.8372657515491092e-05,3.7501290047917533e-07,1.8372657515491092e-05,3.7501290047917533e-07
1650,1.935799894324321e-05,1.040455523642387e-07,1.935799894324321e-05,1.040455523642387e-07
1651,1.617694442757056e-05,1.040455523642387e-07,1.617694442757056e-05,1.040455523642387e-07
1652,1.7732678380915396e-05,1.040455523642387e-07,1.7732678380915396e-05,1.040455523642387e-07
1653,1.654633154300557e-05,5.563002381287723e-07,1.654633154300557e-05,5.563002381287723e-07
1654,1.7828934427857996e-05,4.522546857645336e-07,1.7828934427857996e-05,4.522546857645336e-07
1655,1.8542821245708702e-05,4.522546857645336e-07,1.8542821245708702e-05,4.522546857645336e-07
1656,1.723057760370596e-05,4.975620169846349e-07,1.723057760370596e-05,4.975620169846349e-07
1657,2.0040960797424695e-05,4.975620169846349e-07,2.0040960797424695e-05,4.975620169846349e-07
1658,2.2599592739425134e-05,4.975620169846349e-07,2.2599592739425134e-05,4.975620169846349e-07
1659,2.4417205947559394e-05,6.262307579163462e-07,2.4417205947559394e-05,6.262307579163462e-07
1660,2.6012512535089627e-05,1.739760721518126e-07,2.6012512535089627e-05,1.739760721518126e-07
1661,2.7183095361189252e-05,1.739760721518126e-07,2.7183095361189252e-05,1.739760721518126e-07
1662,2.922408696446967e-05,1.739760721518126e-07,2.922408696446967e-05,1.739760721518126e-07
1663,2.8598822349782233e-05,1.2866874093171126e-07,2.8598822349782233e-05,1.2866874093171126e-07
1664,2.739783849392552e-05,1.2866874093171126e-07,2.739783849392552e-05,1.2866874093171126e-07
1665,3.1319152705171814e-05,1.727603578923923e-07,3.1319152705171814e-05,1.727603578923923e-07
1666,2.939835758297704e-05,8.404001456645866e-08,2.939835758297704e-05,8.404001456645866e-08
1667,3.566170614379059e-05,8.404001456645866e-08,3.566170614379059e-05,8.404001456645866e-08
1668,3.461824495129154e-05,8.404001456645866e-08,3.461824495129154e-05,8.404001456645866e-08
1669,3.814081667639714e-05,8.404001456645866e-08,3.814081667639714e-05,8.404001456645866e-08
1670,3.9679363388651314e-05,8.404001456645866e-08,3.9679363388651314e-05,8.404001456645866e-08
1671,4.388610614114441e-05,1.2315020723820324e-07,4.388610614114441e-05,1.2315020723820324e-07
1672,4.269112728902006e-05,7.905859027752221e-08,4.269112728902006e-05,7.905859027752221e-08
1673,4.3654127823953915e-05,3.911019267174457e-08,4.3654127823953915e-05,3.911019267174457e-08
1674,3.76576442379571e-05,7.164071697778646e-08,3.76576442379571e-05,7.164071697778646e-08
1675,3.9154091739744346e-05,7.164071697778646e-08,3.9154091739744346e-05,7.164071697778646e-08
1676,3.6730742067447864e-05,1.1458722732576071e-07,3.6730742067447864e-05,1.1458722732576071e-07
1677,3.7764347195791614e-05,1.1458722732576071e-07,3.7764347195791614e-05,1.1458722732576071e-07
1678,3.5158793512632004e-05,9.539560608118336e-08,3.5158793512632004e-05,9.539560608118336e-08
1679,3.613351145759225e-05,2.1075445236614802e-07,3.613351145759225e-05,2.1075445236614802e-07
1680,4.10861565407166e-05,2.4695831005569093e-07,4.10861565407166e-05,2.4695831005569093e-07
1681,4.3239793220501656e-05,2.3680363321026171e-07,4.3239793220501656e-05,2.3680363321026171e-07
1682,4.884949573481988e-05,6.601853377625438e-07,4.884949573481988e-05,6.601853377625438e-07
1683,4.8506389638142923e-05,6.172388274145695e-07,4.8506389638142923e-05,6.172388274145695e-07
1684,5.292012428981252e-05,6.172388274145695e-07,5.292012428981252e-05,6.172388274145695e-07
1685,5.471115842478217e-05,5.973202559874023e-07,5.471115842478217e-05,5.973202559874023e-07
1686,5.1333289385573675e-05,4.819614097024376e-07,5.1333289385573675e-05,4.819614097024376e-07
1687,4.779379742103629e-05,4.869576417019874e-07,4.779379742103629e-05,4.869576417019874e-07
1688,4.451101566311471e-05,4.645817942413747e-07,4.451101566311471e-05,4.645817942413747e-07
1689,5.036141672982402e-05,4.1200089689092627e-08,5.036141672982402e-05,4.1200089689092627e-08
1690,4.649589586084143e-05,8.274067145716149e-08,4.649589586084143e-05,8.274067145716149e-08
1691,3.8931011918716e-05,1.0720672451368176e-07,3.8931011918716e-05,1.0720672451368176e-07
1692,3.499932894815824e-05,1.0720672451368176e-07,3.499932894815824e-05,1.0720672451368176e-07
1693,3.351292668542426e-05,1.0720672451368176e-07,3.351292668542426e-05,1.0720672451368176e-07
1694,2.9230760446807835e-05,9.039218541926988e-08,2.9230760446807835e-05,9.039218541926988e-08
1695,3.3709380139563496e-05,9.039218541926988e-08,3.3709380139563496e-05,9.039218541926988e-08
1696,2.537257855042948e-05,9.039218541926988e-08,2.537257855042948e-05,9.039218541926988e-08
1697,2.5373343825257117e-05,5.619867847274561e-08,2.5373343825257117e-05,5.619867847274561e-08
1698,2.6325337265526677e-05,9.39602488512849e-08,2.6325337265526677e-05,9.39602488512849e-08
1699,2.558865357319259e-05,9.39602488512849e-08,2.558865357319259e-05,9.39602488512849e-08
1700,2.7650388152064158e-05,1.0695810155019509e-07,2.7650388152064158e-05,1.0695810155019509e-07
1701,3.0477984442508648e-05,1.2123958827357585e-07,3.0477984442508648e-05,1.2123958827357585e-07
1702,2.9648875040168476e-05,1.2123958827357585e-07,2.9648875040168476e-05,1.2123958827357585e-07
1703,2.8596404653009294e-05,1.2123958827357585e-07,2.8596404653009294e-05,1.2123958827357585e-07
1704,2.8712164618939694e-05,1.3987781244395592e-07,2.8712164618939694e-05,1.3987781244395592e-07
1705,3.016842388855626e-05,8.680799368221415e-08,3.016842388855626e-05,8.680799368221415e-08
1706,3.50237717481962e-05,1.2003414135668728e-07,3.50237717481962e-05,1.2003414135668728e-07
1707,3.6038761079128433e-05,1.0703628865777709e-07,3.6038761079128433e-05,1.0703628865777709e-07
1708,3.5672274472225194e-05,7.80151186826775e-08,3.5672274472225194e-05,7.80151186826775e-08
1709,3.522163284027816e-05,1.0206515099753233e-07,3.522163284027816e-05,1.0206515099753233e-07
1710,3.44203259114043e-05,1.0206515099753233e-07,3.44203259114043e-05,1.0206515099753233e-07
1711,3.7168452243869456e-05,7.607985200560766e-08,3.7168452243869456e-05,7.607985200560766e-08
1712,3.602679862524383e-05,1.1037572684407288e-07,3.602679862524383e-05,1.1037572684407288e-07
1713,3.2735934447763225e-05,8.796759435166937e-08,3.2735934447763225e-05,8.796759435166937e-08
1714,3.024314875282081e-05,9.753920490343912e-08,3.024314875282081e-05,9.753920490343912e-08
1715,2.9331529211568913e-05,1.3318275092290476e-07,2.9331529211568913e-05,1.3318275092290476e-07
1716,2.7545332029278923e-05,4.0134635018570665e-07,2.7545332029278923e-05,4.0134635018570665e-07
1717,3.163641122228e-05,5.388916538403723e-07,3.163641122228e-05,5.388916538403723e-07
1718,2.8800305569477912e-05,5.93083948428687e-07,2.8800305569477912e-05,5.93083948428687e-07
1719,3.08838838723854e-05,5.693848815927335e-07,3.08838838723854e-05,5.693848815927335e-07
1720,3.1836548389817055e-05,5.676279946393541e-07,3.1836548389817055e-05,5.676279946393541e-07
1721,3.065052935978331e-05,5.755765002390945e-07,3.065052935978331e-05,5.755765002390945e-07
1722,3.15176655151715e-05,5.457422602717088e-07,3.15176655151715e-05,5.457422602717088e-07
1723,3.194643665795281e-05,2.5352862869405204e-07,3.194643665795281e-05,2.5352862869405204e-07
1724,2.5633374337173465e-05,1.5707976481443048e-07,2.5633374337173465e-05,1.5707976481443048e-07
1725,2.7262036123179962e-05,1.2494633036145126e-07,2.7262036123179962e-05,1.2494633036145126e-07
1726,2.4514761077755664e-05,1.2435421073827717e-07,2.4514761077755664e-05,1.2435421073827717e-07
1727,2.4408309660170096e-05,1.3582123057988481e-07,2.4408309660170096e-05,1.3582123057988481e-07
1728,2.4821377727286225e-05,1.5717847239622123e-07,2.4821377727286225e-05,1.5717847239622123e-07
1729,2.2649550243971006e-05,1.417232990011793e-07,2.2649550243971006e-05,1.417232990011793e-07
1730,2.0646557978969732e-05,1.662730133895301e-07,2.0646557978969732e-05,1.662730133895301e-07
1731,2.0021080282666454e-05,1.3911005274686821e-07,2.0021080282666454e-05,1.3911005274686821e-07
1732,1.86837839594643e-05,1.5460233677393781e-07,1.86837839594643e-05,1.5460233677393781e-07
1733,1.9793194951489568e-05,1.424646133127031e-07,1.9793194951489568e-05,1.424646133127031e-07
1734,1.820609811277661e-05,1.2709819685596813e-07,1.820609811277661e-05,1.2709819685596813e-07
1735,1.8291012955679825e-05,1.0115469097269982e-07,1.8291012955679825e-05,1.0115469097269982e-07
1736,1.970006412323398e-05,1.4525329155341232e-07,1.970006412323398e-05,1.4525329155341232e-07
1737,1.9596846738880102e-05,1.2762520538802035e-07,1.9596846738880102e-05,1.2762520538802035e-07
1738,1.835397766366701e-05,1.411508086286111e-07,1.835397766366701e-05,1.411508086286111e-07
1739,1.6692299011213307e-05,1.7144891119512196e-07,1.6692299011213307e-05,1.7144891119512196e-07
1740,1.5350299950763917e-05,1.7191142021033556e-07,1.5350299950763917e-05,1.7191142021033556e-07
1741,1.4152638349124963e-05,2.2022184609227224e-07,1.4152638349124963e-05,2.2022184609227224e-07
1742,1.2676624334874629e-05,2.0728799400769405e-07,1.2676624334874629e-05,2.0728799400769405e-07
1743,1.0877299765914878e-05,1.6318939342698157e-07,1.0877299765914878e-05,1.6318939342698157e-07
1744,1.0206928241781757e-05,1.6519588592294504e-07,1.0206928241781757e-05,1.6519588592294504e-07
1745,1.0185631773700671e-05,1.5667153111361847e-07,1.0185631773700671e-05,1.5667153111361847e-07
1746,1.0526640575595333e-05,1.0375621580952351e-07,1.0526640575595333e-05,1.0375621580952351e-07
1747,1.0703588616576911e-05,1.2122384772185667e-07,1.0703588616576911e-05,1.2122384772185667e-07
1748,9.725724404623698e-06,1.0050927759916054e-07,9.725724404623698e-06,1.0050927759916054e-07
1749,1.0493027145587672e-05,1.3519624023469339e-07,1.0493027145587672e-05,1.3519624023469339e-07
1750,1.0378236571081548e-05,1.6818355419445652e-07,1.0378236571081548e-05,1.6818355419445652e-07
1751,1.0242060787797008e-05,1.7353198801726778e-07,1.0242060787797008e-05,1.7353198801726778e-07
1752,1.0416272549004394e-05,1.7019162105011025e-07,1.0416272549004394e-05,1.7019162105011025e-07
1753,9.798397773660586e-06,1.5525768962528934e-07,9.798397773660586e-06,1.5525768962528934e-07
1754,8.10946013578879e-06,1.3030277910632192e-07,8.10946013578879e-06,1.3030277910632192e-07
1755,8.017932421872892e-06,1.0525180726972394e-07,8.017932421872892e-06,1.0525180726972394e-07
1756,6.565759706843112e-06,9.181313791779238e-08,6.565759706843112e-06,9.181313791779238e-08
1757,5.667256735770414e-06,7.100631701665147e-08,5.667256735770414e-06,7.100631701665147e-08
1758,6.646231245862769e-06,5.98373472675868e-08,6.646231245862769e-06,5.98373472675868e-08
1759,5.896270490016572e-06,4.7721781574036215e-08,5.896270490016572e-06,4.7721781574036215e-08
1760,6.5910553855376615e-06,1.4353099052146134e-07,6.5910553855376615e-06,1.4353099052146134e-07
1761,6.537904645093866e-06,1.490821254382776e-07,6.537904645093866e-06,1.490821254382776e-07
1762,6.561628489570077e-06,1.4405809193159973e-07,6.561628489570077e-06,1.4405809193159973e-07
1763,7.071338359310175e-06,1.3416449690899818e-07,7.071338359310175e-06,1.3416449690899818e-07
1764,7.087232948573988e-06,1.4728012105129957e-07,7.087232948573988e-06,1.4728012105129957e-07
1765,5.9171809425606625e-06,1.7954143720950405e-07,5.9171809425606625e-06,1.7954143720950405e-07
1766,6.038005039954442e-06,3.597194572689334e-07,6.038005039954442e-06,3.597194572689334e-07
1767,5.21994911650836e-06,2.727437551998589e-07,5.21994911650836e-06,2.727437551998589e-07
1768,5.33149292485697e-06,2.7523925792495773e-07,5.33149292485697e-06,2.7523925792495773e-07
1769,5.348844719524745e-06,2.9083423466350465e-07,5.348844719524745e-06,2.9083423466350465e-07
1770,4.706303343482432e-06,2.910112227384941e-07,4.706303343482432e-06,2.910112227384941e-07
1771,4.997931942593173e-06,2.709803931720346e-07,4.997931942593173e-06,2.709803931720346e-07
1772,5.026684188383765e-06,2.4088365587918557e-07,5.026684188383765e-06,2.4088365587918557e-07
1773,4.950620417990389e-06,8.836913118719686e-08,4.950620417990389e-06,8.836913118719686e-08
1774,4.797267982732072e-06,8.488055058819555e-08,4.797267982732072e-06,8.488055058819555e-08
1775,4.394951994462255e-06,9.705473707250739e-08,4.394951994462255e-06,9.705473707250739e-08
1776,4.188503713261785e-06,8.691428681523966e-08,4.188503713261785e-06,8.691428681523966e-08
1777,3.945771498235574e-06,1.1039920216100135e-07,3.945771498235574e-06,1.1039920216100135e-07
1778,3.888418307594423e-06,1.3850763989710556e-07,3.888418307594423e-06,1.3850763989710556e-07
1779,3.8194039656705825e-06,1.8446918862277277e-07,3.8194039656705825e-06,1.8446918862277277e-07
1780,3.9506089056625826e-06,1.627234595957816e-07,3.9506089056625826e-06,1.627234595957816e-07
1781,3.916245532309404e-06,1.6502860081654296e-07,3.916245532309404e-06,1.6502860081654296e-07
1782,4.397066179860433e-06,1.4480777669031601e-07,4.397066179860433e-06,1.4480777669031601e-07
1783,4.445148761078599e-06,2.3452762880944128e-07,4.445148761078599e-06,2.3452762880944128e-07
1784,4.69571088095628e-06,2.7774121390068884e-07,4.69571088095628e-06,2.7774121390068884e-07
1785,4.701982106780633e-06,2.6378495679832016e-07,4.701982106780633e-06,2.6378495679832016e-07
1786,4.475997489602637e-06,2.1389134273265752e-07,4.475997489602637e-06,2.1389134273265752e-07
1787,4.494463805063528e-06,2.2254276389942008e-07,4.494463805063528e-06,2.2254276389942008e-07
1788,4.3892113613505245e-06,2.514761544400049e-07,4.3892113613505245e-06,2.514761544400049e-07
1789,4.009334816146293e-06,2.863776969214931e-07,4.009334816146293e-06,2.863776969214931e-07
1790,3.7349536471862976e-06,2.4044861238589223e-07,3.7349536471862976e-06,2.4044861238589223e-07
1791,3.3576766002495006e-06,1.8610968207813778e-07,3.3576766002495006e-06,1.8610968207813778e-07
1792,2.9520057133985186e-06,1.753983102251563e-07,2.9520057133985186e-06,1.753983102251563e-07
1793,3.56454838116146e-06,1.8786252147557597e-07,3.56454838116146e-06,1.8786252147557597e-07
1794,3.3393347556349388e-06,1.9177022230516221e-07,3.3393347556349388e-06,1.9177022230516221e-07
1795,3.5014408825060983e-06,1.9537073723898045e-07,3.5014408825060983e-06,1.9537073723898045e-07
1796,4.018841731781972e-06,1.8512139579992697e-07,4.018841731781972e-06,1.8512139579992697e-07
1797,3.957558971835949e-06,1.5700431228132012e-07,3.957558971835949e-06,1.5700431228132012e-07
1798,4.47351629061034e-06,1.4526484599335682e-07,4.47351629061034e-06,1.4526484599335682e-07
1799,4.58059103688616e-06,1.708026177636514e-07,4.58059103688616e-06,1.708026177636514e-07
1800,3.940125062789386e-06,2.1504291782191232e-07,3.940125062789386e-06,2.1504291782191232e-07
1801,3.8651444356219145e-06,2.0794612964891712e-07,3.8651444356219145e-06,2.0794612964891712e-07
1802,3.522150369203051e-06,2.1464785098552446e-07,3.522150369203051e-06,2.1464785098552446e-07
1803,3.129530698840556e-06,2.078966474527988e-07,3.129530698840556e-06,2.078966474527988e-07
1804,3.2641734638413515e-06,2.078819047060928e-07,3.2641734638413515e-06,2.078819047060928e-07
1805,2.9112581744681975e-06,2.3494141540173326e-07,2.9112581744681975e-06,2.3494141540173326e-07
1806,2.896765213985678e-06,2.3844586089743256e-07,2.896765213985678e-06,2.3844586089743256e-07
1807,3.0440924417364712e-06,1.9044387045141775e-07,3.0440924417364712e-06,1.9044387045141775e-07
1808,3.0870973789985456e-06,2.0123956342591294e-07,3.0870973789985456e-06,2.0123956342591294e-07
1809,3.2477904109587793e-06,1.6774230512542738e-07,3.2477904109587793e-06,1.6774230512542738e-07
1810,3.069687896381116e-06,1.8819833310804564e-07,3.069687896381116e-06,1.8819833310804564e-07
1811,3.162073880957905e-06,1.8502807007182908e-07,3.162073880957905e-06,1.8502807007182908e-07
1812,3.117821214410859e-06,1.6204893122611403e-07,3.117821214410859e-06,1.6204893122611403e-07
1813,3.1711073721193576e-06,1.3826713488437496e-07,3.1711073721193576e-06,1.3826713488437496e-07
1814,3.300507874623041e-06,1.5998615156474572e-07,3.300507874623041e-06,1.5998615156474572e-07
1815,3.268669096152215e-06,1.553839013013203e-07,3.268669096152215e-06,1.553839013013203e-07
1816,3.27432121594029e-06,1.7983983622928334e-07,3.27432121594029e-06,1.7983983622928334e-07
1817,3.4254102437054305e-06,4.4905170122027424e-07,3.4254102437054305e-06,4.4905170122027424e-07
1818,3.2498357021332983e-06,4.533117601925239e-07,3.2498357021332983e-06,4.533117601925239e-07
1819,3.3305886323172932e-06,4.522596392624629e-07,3.3305886323172932e-06,4.522596392624629e-07
1820,3.2573655386970912e-06,4.5435938744731175e-07,3.2573655386970912e-06,4.5435938744731175e-07
