ngram,Linde,Lide,Lnde,Lide
1898,3.57912089806892e-07,4.1750098997031926e-08,3.7819379968987276e-10,4.1750098997031926e-08
1899,3.905508419523228e-07,5.411689433084835e-08,2.883074711507965e-10,5.411689433084835e-08
1900,3.94161231400046e-07,6.315630710470746e-08,2.371930528972348e-10,6.315630710470746e-08
1901,3.732976949777367e-07,6.97915363596329e-08,2.4937465386327366e-10,6.97915363596329e-08
1902,3.48713468513649e-07,8.17473134264089e-08,2.0307932121646895e-10,8.17473134264089e-08
1903,3.511171615043297e-07,8.153941674241391e-08,1.3805548172905547e-10,8.153941674241391e-08
1904,3.3957556411223777e-07,8.074222941039417e-08,2.30454907141591e-10,8.074222941039417e-08
1905,3.524758410224292e-07,7.950784005775599e-08,3.343916373957764e-10,7.950784005775599e-08
1906,3.425710945391204e-07,8.141555797789937e-08,3.654216096382612e-10,8.141555797789937e-08
1907,3.4446884861998636e-07,8.393984123651016e-08,3.620011790328448e-10,8.393984123651016e-08
1908,3.796544620269872e-07,8.454745272144595e-08,3.826256216627704e-10,8.454745272144595e-08
1909,4.131078209671354e-07,9.293357550177461e-08,3.929693495211392e-10,9.293357550177461e-08
1910,4.3699606879142395e-07,1.0063645256812898e-07,3.7486494959747066e-10,1.0063645256812898e-07
1911,4.5545921320159065e-07,1.1557778277295125e-07,3.058225666755351e-10,1.1557778277295125e-07
1912,4.56010009689375e-07,1.1693574870313179e-07,1.9826177604415866e-10,1.1693574870313179e-07
1913,4.60589201825964e-07,1.2180133016467414e-07,1.9582764180078475e-10,1.2180133016467414e-07
1914,4.709624761289888e-07,1.1353802266609949e-07,1.957939574359635e-10,1.1353802266609949e-07
1915,4.479743600833379e-07,1.1240691476034823e-07,1.8871230867650064e-10,1.1240691476034823e-07
1916,4.3149207889265586e-07,9.891422284421683e-08,1.7620215306665291e-10,9.891422284421683e-08
1917,4.316955052477819e-07,9.640204824888445e-08,2.0432546725996607e-10,9.640204824888445e-08
1918,4.4711211444337096e-07,7.863411204717912e-08,1.6239166955589468e-10,7.863411204717912e-08
1919,4.6306792406929684e-07,7.474394741231144e-08,1.9059480085451393e-10,7.474394741231144e-08
1920,4.999247664727591e-07,5.712898598631e-08,2.08402272621517e-10,5.712898598631e-08
1921,5.360852323324902e-07,5.8688194367765134e-08,2.2189739133450714e-10,5.8688194367765134e-08
1922,5.963430526532778e-07,5.531850634708592e-08,1.740812236425019e-10,5.531850634708592e-08
1923,6.127927788059293e-07,4.987821812717032e-08,1.8358280570332904e-10,4.987821812717032e-08
1924,6.095953446154973e-07,4.4926544770110665e-08,1.6610713201739965e-10,4.4926544770110665e-08
1925,6.068841084275586e-07,4.6363542338667685e-08,1.891123071632147e-10,4.6363542338667685e-08
1926,6.125320624050801e-07,5.263379167428996e-08,2.1526395547041436e-10,5.263379167428996e-08
1927,6.037005196698633e-07,5.5872596707981104e-08,2.143374029848845e-10,5.5872596707981104e-08
1928,5.840785531420676e-07,6.140061969972521e-08,2.0903528114806543e-10,6.140061969972521e-08
1929,5.651656839030952e-07,7.117159230217243e-08,2.343210784136066e-10,7.117159230217243e-08
1930,5.515222726769155e-07,1.0015851868518309e-07,2.9144981071395545e-10,1.0015851868518309e-07
1931,5.724241905876884e-07,1.2844005072208476e-07,2.932612902517562e-10,1.2844005072208476e-07
1932,5.96856710087325e-07,1.3864532734584956e-07,2.702561151059411e-10,1.3864532734584956e-07
1933,6.140540368245897e-07,1.476131288313809e-07,2.246543863636065e-10,1.476131288313809e-07
1934,6.286986393076534e-07,1.621033659051006e-07,1.7917762908302238e-10,1.621033659051006e-07
1935,6.304249170950373e-07,1.6595050819237907e-07,1.7859047574120268e-10,1.6595050819237907e-07
1936,6.211319357264853e-07,1.5963043458506426e-07,1.7424211081909898e-10,1.5963043458506426e-07
1937,6.540814833247818e-07,1.3926692840219142e-07,1.3744476786862033e-10,1.3926692840219142e-07
1938,6.577664797597598e-07,1.225447152007421e-07,1.5471625964507448e-10,1.225447152007421e-07
1939,6.490246684214591e-07,1.246440624364758e-07,1.7961028497825993e-10,1.246440624364758e-07
1940,6.520623157614734e-07,1.1177499611595262e-07,1.5644312631061093e-10,1.1177499611595262e-07
1941,6.794119826736278e-07,9.670251596308585e-08,2.667574078296653e-10,9.670251596308585e-08
1942,6.954545353567352e-07,8.475118308735676e-08,2.94351166456914e-10,8.475118308735676e-08
1943,7.024448466706547e-07,8.078480056334619e-08,2.734137341134765e-10,8.078480056334619e-08
1944,7.27028748315206e-07,7.343643509167513e-08,2.2852890016863573e-10,7.343643509167513e-08
1945,7.356941296166042e-07,6.50085273231785e-08,2.225632396633616e-10,6.50085273231785e-08
1946,7.665310265890315e-07,5.492359938281359e-08,2.4731352680059816e-10,5.492359938281359e-08
1947,8.229280215995718e-07,5.4160622145868076e-08,2.9698445290295336e-10,5.4160622145868076e-08
1948,8.133712461650637e-07,5.539580832143136e-08,2.2087017135876052e-10,5.539580832143136e-08
1949,8.104433228644276e-07,6.172982379228285e-08,2.050664043335664e-10,6.172982379228285e-08
1950,8.133483951106817e-07,6.147676145928926e-08,2.389063550164597e-10,6.147676145928926e-08
1951,7.965302951821027e-07,6.353517077530211e-08,2.7200455181881315e-10,6.353517077530211e-08
1952,8.153303951985436e-07,6.304172016159879e-08,2.501496599146716e-10,6.304172016159879e-08
1953,8.293099702833777e-07,6.53684989312556e-08,2.1619458406047746e-10,6.53684989312556e-08
1954,8.097658711189329e-07,6.743826779549116e-08,2.2458748154858503e-10,6.743826779549116e-08
1955,8.34699473476316e-07,6.351746709551012e-08,2.3387023865125856e-10,6.351746709551012e-08
1956,8.86384360195994e-07,5.629294313231574e-08,2.2679392490993726e-10,5.629294313231574e-08
1957,9.358721838127946e-07,5.52184203123878e-08,2.056976999445911e-10,5.52184203123878e-08
1958,9.82209501541677e-07,5.580981213678829e-08,1.964031189667053e-10,5.580981213678829e-08
1959,9.937439732051904e-07,5.55003316955143e-08,1.9201310878593147e-10,5.55003316955143e-08
1960,9.874331599998446e-07,5.1723678292806396e-08,1.8691173311483463e-10,5.1723678292806396e-08
1961,9.721597312558776e-07,5.074256900375726e-08,1.4010347842192365e-10,5.074256900375726e-08
1962,9.416786010011233e-07,5.739379968109201e-08,1.5783125798371093e-10,5.739379968109201e-08
1963,9.131637901711136e-07,5.8840196714982085e-08,1.6060681752781492e-10,5.8840196714982085e-08
1964,8.642820148452302e-07,6.327438839548449e-08,1.7484302200498902e-10,6.327438839548449e-08
1965,8.031750878347208e-07,6.14569363019005e-08,1.862997325852156e-10,6.14569363019005e-08
1966,7.58629312258563e-07,6.016493918943005e-08,2.013850078760474e-10,6.016493918943005e-08
1967,7.188712304793756e-07,5.885270937255882e-08,2.2617586276085788e-10,5.885270937255882e-08
1968,6.814292906450906e-07,5.8149467463408655e-08,2.503464598323037e-10,5.8149467463408655e-08
1969,6.527136520162458e-07,5.180920226166563e-08,1.8913592319298138e-10,5.180920226166563e-08
1970,6.127392485463393e-07,5.0963325496208456e-08,2.1204140625880845e-10,5.0963325496208456e-08
1971,5.873012095694971e-07,4.752598264141332e-08,2.1191417866526863e-10,4.752598264141332e-08
1972,5.701197502665829e-07,4.8514332868470385e-08,2.114356328908329e-10,4.8514332868470385e-08
1973,5.484127996169263e-07,4.723533716547276e-08,1.9331051541250843e-10,4.723533716547276e-08
1974,5.310274267295816e-07,4.51742313397777e-08,1.6607930259212748e-10,4.51742313397777e-08
1975,5.274497993923433e-07,4.583389464788265e-08,1.7120063848717416e-10,4.583389464788265e-08
1976,5.223646845869163e-07,4.3742440526882224e-08,1.9530993241352006e-10,4.3742440526882224e-08
1977,5.259874537192186e-07,4.3083436500929954e-08,1.5874570061247262e-10,4.3083436500929954e-08
1978,5.452992825537097e-07,4.118574890656289e-08,1.4005292659729259e-10,4.118574890656289e-08
1979,5.512466876617899e-07,4.102083396771507e-08,1.4590965043335758e-10,4.102083396771507e-08
1980,5.621378379925903e-07,4.337077338537451e-08,1.611660368653186e-10,4.337077338537451e-08
1981,5.709197483026531e-07,4.98665840049333e-08,1.987973273101914e-10,4.98665840049333e-08
1982,5.680595336343686e-07,4.999591293345215e-08,1.5824982544614715e-10,4.999591293345215e-08
1983,5.631388262372639e-07,5.174872695436404e-08,1.5634804909070432e-10,5.174872695436404e-08
1984,5.502318539843795e-07,5.209916307892724e-08,1.6969760071356658e-10,5.209916307892724e-08
1985,5.431781297764766e-07,5.276032258702149e-08,1.7600582201999464e-10,5.276032258702149e-08
1986,5.394175478353905e-07,4.9723413703921844e-08,1.5609298278532587e-10,4.9723413703921844e-08
1987,5.314365531765881e-07,4.9388984077073217e-08,1.593323697186249e-10,4.9388984077073217e-08
1988,5.291613953366843e-07,4.406831826437545e-08,1.3434780569778126e-10,4.406831826437545e-08
1989,5.178011000290488e-07,4.404969646186276e-08,1.543038405382724e-10,4.404969646186276e-08
1990,5.17817495295146e-07,4.554828742746915e-08,1.520687098069803e-10,4.554828742746915e-08
1991,5.200803749565759e-07,4.7315448828807605e-08,1.3580487329927545e-10,4.7315448828807605e-08
1992,5.06565478579952e-07,4.8677176575243463e-08,1.65873145576066e-10,4.8677176575243463e-08
1993,5.011519143798588e-07,5.281884237920817e-08,1.7091291774708394e-10,5.281884237920817e-08
1994,4.983002343448919e-07,5.222943702928465e-08,1.766786964745621e-10,5.222943702928465e-08
1995,4.885759413550009e-07,5.432477477386653e-08,2.005943853482834e-10,5.432477477386653e-08
1996,4.843375498759477e-07,5.8981091249117005e-08,1.9954446924184766e-10,5.8981091249117005e-08
1997,4.829591050890616e-07,5.950031578549897e-08,1.9107713129993898e-10,5.950031578549897e-08
1998,4.810378381340083e-07,6.068341359569526e-08,1.779385944145062e-10,6.068341359569526e-08
1999,4.801644268224794e-07,5.983763021585478e-08,1.550951490252623e-10,5.983763021585478e-08
2000,4.754950850838213e-07,5.736481461277825e-08,1.5529185873727362e-10,5.736481461277825e-08
2001,4.873707228268489e-07,5.7919626174550235e-08,1.4305913001840968e-10,5.7919626174550235e-08
2002,4.82661407983999e-07,5.6939913101976865e-08,1.1445487315845223e-10,5.6939913101976865e-08
2003,4.827821880683456e-07,5.4727045498533955e-08,1.0070689173453345e-10,5.4727045498533955e-08
2004,4.865408941766094e-07,5.222029335933647e-08,1.0434148039631782e-10,5.222029335933647e-08
2005,4.852538657879839e-07,5.113584476492049e-08,1.142786673822917e-10,5.113584476492049e-08
2006,4.7181304856686826e-07,4.932378772082302e-08,1.0287883491539545e-10,4.932378772082302e-08
2007,4.581634698297421e-07,4.90400101479541e-08,1.198539764459193e-10,4.90400101479541e-08
2008,4.2742665381670773e-07,4.661146084978489e-08,1.0486213583968e-10,4.661146084978489e-08
2009,4.2905054442599067e-07,4.582290661200464e-08,9.705383272844742e-11,4.582290661200464e-08
2010,4.240918331431333e-07,4.0479067970571643e-08,1.0008348762841862e-10,4.0479067970571643e-08
2011,4.0202819004012523e-07,3.8632074808983164e-08,8.494385006893194e-11,3.8632074808983164e-08
2012,4.0123038047568116e-07,3.715910601442829e-08,7.500666308295806e-11,3.715910601442829e-08
2013,4.1298905070366996e-07,3.5604839203935105e-08,6.471351876987822e-11,3.5604839203935105e-08
2014,4.314915997838398e-07,3.3180732066690714e-08,2.6971980204848478e-11,3.3180732066690714e-08
2015,4.3050460314069436e-07,3.335609147622368e-08,2.7111571916054497e-11,3.335609147622368e-08
2016,4.194623142796315e-07,3.4224149863299706e-08,2.5072699373034676e-11,3.4224149863299706e-08
2017,4.1841251648596273e-07,3.448806899323623e-08,1.969905835674801e-11,3.448806899323623e-08
2018,4.319734671298647e-07,3.586772976404973e-08,2.3638870028097615e-11,3.586772976404973e-08
2019,4.232322083908002e-07,3.5387119012852963e-08,2.954858753512202e-11,3.5387119012852963e-08
