ngram,IBM,IM,IB,IM
1841,5.1565018160155366e-08,3.342890287123217e-07,2.691631968738355e-07,3.342890287123217e-07
1842,5.711181216838668e-08,3.435582982547203e-07,2.773445767648549e-07,3.435582982547203e-07
1843,5.8959384168539534e-08,3.4232004963996587e-07,2.845519588845491e-07,3.4232004963996587e-07
1844,6.066576574426108e-08,3.5261079947953735e-07,2.856629797471604e-07,3.5261079947953735e-07
1845,5.920928407882846e-08,3.325502737944979e-07,2.8527609937814956e-07,3.325502737944979e-07
1846,5.949613424149902e-08,3.2724667724843517e-07,2.838088164480723e-07,3.2724667724843517e-07
1847,6.91780839596439e-08,3.187568324847234e-07,2.9955631930533855e-07,3.187568324847234e-07
1848,7.542290804605858e-08,3.104784208777086e-07,3.1256969837808614e-07,3.104784208777086e-07
1849,8.636227276172446e-08,2.912239023901618e-07,3.1273925011581536e-07,2.912239023901618e-07
1850,9.664537716145918e-08,2.834912769295832e-07,3.30952571760333e-07,2.834912769295832e-07
1851,1.1735929409236892e-07,2.772695779640344e-07,3.4887856210324184e-07,2.772695779640344e-07
1852,1.3457483813031752e-07,2.6604476082476527e-07,3.7859390593959166e-07,2.6604476082476527e-07
1853,1.4775693659073242e-07,2.5997132573658224e-07,4.0664648232840203e-07,2.5997132573658224e-07
1854,1.5005894279543748e-07,2.5919166952397585e-07,4.285009335295139e-07,2.5919166952397585e-07
1855,1.5001355332547712e-07,2.5752802100344395e-07,4.576081989528445e-07,2.5752802100344395e-07
1856,1.4743277887419026e-07,2.630828532801388e-07,4.742769143766574e-07,2.630828532801388e-07
1857,1.497363898904171e-07,2.7293803636244516e-07,5.157232984791855e-07,2.7293803636244516e-07
1858,1.3763505941304694e-07,2.5992812270812594e-07,5.228328672858749e-07,2.5992812270812594e-07
1859,1.2791583766816723e-07,2.5986738551507317e-07,5.220497192632527e-07,2.5986738551507317e-07
1860,1.2497692125634785e-07,2.601620658586918e-07,5.226685492029251e-07,2.601620658586918e-07
1861,1.2460488514014806e-07,2.633971506936307e-07,5.208639574253279e-07,2.633971506936307e-07
1862,1.2616354792628825e-07,2.6307166933747794e-07,5.079168943211698e-07,2.6307166933747794e-07
1863,1.2698198150116825e-07,2.5971965758994233e-07,5.089239566911732e-07,2.5971965758994233e-07
1864,1.253941580411525e-07,2.5336748673713115e-07,4.793532549943588e-07,2.5336748673713115e-07
1865,1.336247217003412e-07,2.6051537409849903e-07,4.99213391386937e-07,2.6051537409849903e-07
1866,1.48860213552585e-07,2.550383056489279e-07,5.16489028054171e-07,2.550383056489279e-07
1867,1.4782351241495106e-07,2.537199666871207e-07,5.307709979466121e-07,2.537199666871207e-07
1868,1.3984998150005724e-07,2.566683333173257e-07,5.389107075513624e-07,2.566683333173257e-07
1869,1.3128893324879494e-07,2.612426734620905e-07,5.54698017042808e-07,2.612426734620905e-07
1870,1.2066325589492927e-07,2.6158852506341645e-07,5.59800063066567e-07,2.6158852506341645e-07
1871,1.145587812548651e-07,2.643362993889501e-07,5.924365008728014e-07,2.643362993889501e-07
1872,1.014762501329512e-07,2.631383893003658e-07,5.962474704444633e-07,2.631383893003658e-07
1873,8.086347642282427e-08,2.6628628648138276e-07,5.861260206074803e-07,2.6628628648138276e-07
1874,7.911245855244228e-08,2.823810762363012e-07,5.852612373148856e-07,2.823810762363012e-07
1875,7.90210106872889e-08,2.8552407879292983e-07,5.86247974102402e-07,2.8552407879292983e-07
1876,8.058400981423932e-08,2.8804677348099564e-07,5.768773121417325e-07,2.8804677348099564e-07
1877,8.256680875514835e-08,2.9061719227943937e-07,5.883822171069499e-07,2.9061719227943937e-07
1878,9.131189163521672e-08,2.871380096231795e-07,5.666942115567508e-07,2.871380096231795e-07
1879,9.048808838737646e-08,2.9023310535844106e-07,5.619825823747046e-07,2.9023310535844106e-07
1880,9.185528934299977e-08,3.0092326954088223e-07,5.756392543584557e-07,3.0092326954088223e-07
1881,9.305664962409668e-08,2.932248475774811e-07,5.774862432060348e-07,2.932248475774811e-07
1882,1.0150452770371235e-07,2.978887851311031e-07,5.816477823827881e-07,2.978887851311031e-07
1883,1.0426141524736262e-07,3.041156812092335e-07,5.94730132823835e-07,3.041156812092335e-07
1884,1.0422166850178525e-07,3.0714904905185645e-07,5.898445627800746e-07,3.0714904905185645e-07
1885,9.82321546010618e-08,3.1825870142451353e-07,5.94198500688695e-07,3.1825870142451353e-07
1886,1.0206013964112312e-07,3.20435317137578e-07,6.02718094861692e-07,3.20435317137578e-07
1887,1.0276173156853474e-07,3.184941225039698e-07,6.215807307593682e-07,3.184941225039698e-07
1888,1.1091788820749571e-07,3.274761175881784e-07,6.336097807694127e-07,3.274761175881784e-07
1889,1.0656666558718695e-07,3.2835820970181627e-07,6.46732855459829e-07,3.2835820970181627e-07
1890,1.042626130194029e-07,3.2965385798888747e-07,6.481599663337485e-07,3.2965385798888747e-07
1891,1.1183959510877425e-07,3.403751236419339e-07,6.454082657520692e-07,3.403751236419339e-07
1892,1.2102139278015655e-07,3.396311163734416e-07,6.550391568842835e-07,3.396311163734416e-07
1893,1.2143068366705328e-07,3.4278216227383904e-07,6.389628798128147e-07,3.4278216227383904e-07
1894,1.2453638171499343e-07,3.4822957672986377e-07,6.357038923202449e-07,3.4822957672986377e-07
1895,1.141123746606354e-07,3.4203976692229586e-07,6.345801385318087e-07,3.4203976692229586e-07
1896,1.1113925272151651e-07,3.5273629756764943e-07,6.207906803215987e-07,3.5273629756764943e-07
1897,1.2134833379410077e-07,3.565708368569176e-07,6.218929797796591e-07,3.565708368569176e-07
1898,1.1240887382817683e-07,3.5012297822894265e-07,6.446742629252964e-07,3.5012297822894265e-07
1899,9.949628524249679e-08,3.512106242656695e-07,6.413002405939292e-07,3.512106242656695e-07
1900,9.39901667607046e-08,3.577978507759586e-07,6.648082587292135e-07,3.577978507759586e-07
1901,8.805640610327308e-08,3.584125230255657e-07,6.559868260020656e-07,3.584125230255657e-07
1902,8.482936765728612e-08,3.6874808578042053e-07,6.721433984629195e-07,3.6874808578042053e-07
1903,8.387599186627475e-08,3.6235289664026435e-07,6.827186536741335e-07,3.6235289664026435e-07
1904,6.884277732004713e-08,3.6047452616522993e-07,7.034540366086211e-07,3.6047452616522993e-07
1905,6.693605162208119e-08,3.65385444313558e-07,6.958643276837912e-07,3.65385444313558e-07
1906,6.400671586399248e-08,3.6628627445419883e-07,7.037506861706788e-07,3.6628627445419883e-07
1907,6.2341873124134e-08,3.6598477290031693e-07,7.088176516845124e-07,3.6598477290031693e-07
1908,6.097749505329375e-08,3.73538004591215e-07,7.302635692342716e-07,3.73538004591215e-07
1909,5.9197398221450774e-08,3.6746177199477514e-07,7.2919112881209e-07,3.6746177199477514e-07
1910,5.787852026222546e-08,3.672103616736422e-07,7.694221478361994e-07,3.672103616736422e-07
1911,5.992318108383188e-08,3.7018330090177187e-07,7.616627125831396e-07,3.7018330090177187e-07
1912,6.189064295978954e-08,3.6929662883267156e-07,7.774257255732664e-07,3.6929662883267156e-07
1913,6.831486538365944e-08,3.758042217733808e-07,7.872539526943001e-07,3.758042217733808e-07
1914,7.03287388960559e-08,3.7712958698778364e-07,7.904493648831184e-07,3.7712958698778364e-07
1915,7.282838662295685e-08,3.741841843358478e-07,7.875739161785791e-07,3.741841843358478e-07
1916,7.374991639608197e-08,3.777319972998937e-07,7.90336855516216e-07,3.777319972998937e-07
1917,7.29144333482574e-08,3.9892049942734177e-07,7.489520450170468e-07,3.9892049942734177e-07
1918,7.025142017320312e-08,4.2637140852873146e-07,7.452005823844437e-07,4.2637140852873146e-07
1919,7.243635126639805e-08,4.401053388392029e-07,7.39174920129569e-07,4.401053388392029e-07
1920,6.778382096886812e-08,4.4066543734645946e-07,7.625533109083855e-07,4.4066543734645946e-07
1921,6.473867994064417e-08,4.400605908878268e-07,7.863223540230788e-07,4.400605908878268e-07
1922,7.043534365282409e-08,4.3970903870363796e-07,8.083020637578946e-07,4.3970903870363796e-07
1923,7.031872531878694e-08,4.4382133117843683e-07,8.256551901857685e-07,4.4382133117843683e-07
1924,7.199049889550224e-08,4.3126731595423606e-07,8.667938605607819e-07,4.3126731595423606e-07
1925,8.242801793504181e-08,4.011220734615303e-07,9.044364089407151e-07,4.011220734615303e-07
1926,7.877554710132375e-08,3.9263039752768236e-07,9.333476782558137e-07,3.9263039752768236e-07
1927,9.212142566233134e-08,3.985897072717697e-07,9.442173336537962e-07,3.985897072717697e-07
1928,9.461778408389624e-08,4.116477003078346e-07,9.650159670724991e-07,4.116477003078346e-07
1929,8.556749213945685e-08,4.2405659834392803e-07,9.982809063201005e-07,4.2405659834392803e-07
1930,9.341864424884858e-08,4.3984833756180055e-07,1.0373335693917137e-06,4.3984833756180055e-07
1931,1.1866479202434935e-07,4.340251272034428e-07,1.0475690390064431e-06,4.340251272034428e-07
1932,1.2656920438709157e-07,4.3927631411731583e-07,1.0626612265696167e-06,4.3927631411731583e-07
1933,1.4192744757224318e-07,4.615737095394122e-07,1.0582389791125024e-06,4.615737095394122e-07
1934,1.3480667553673292e-07,4.701418033294301e-07,1.0850143407229292e-06,4.701418033294301e-07
1935,1.4254728242235615e-07,4.632027160563926e-07,1.1030373424806124e-06,4.632027160563926e-07
1936,1.5254496535784971e-07,4.5285591454558016e-07,1.122218634463934e-06,4.5285591454558016e-07
1937,1.6166335318043172e-07,4.71098072044437e-07,1.1341413629192435e-06,4.71098072044437e-07
1938,2.0383972046797032e-07,4.892471119027115e-07,1.2180849954087795e-06,4.892471119027115e-07
1939,2.221223728123992e-07,5.035620063154056e-07,1.263743984379419e-06,5.035620063154056e-07
1940,2.3282842067016774e-07,5.121730696698381e-07,1.3524786969095918e-06,5.121730696698381e-07
1941,2.6278220742272295e-07,5.064447715800011e-07,1.4384722005291093e-06,5.064447715800011e-07
1942,2.865512231307678e-07,5.381512632344052e-07,1.5159247368501383e-06,5.381512632344052e-07
1943,3.87101266596801e-07,5.4958351418983e-07,1.5591113294379153e-06,5.4958351418983e-07
1944,4.994985707591175e-07,5.430181236728718e-07,1.5815182418269354e-06,5.430181236728718e-07
1945,5.437209641253762e-07,5.416851048981439e-07,1.5526893873486967e-06,5.416851048981439e-07
1946,6.405647923202196e-07,5.467595575022902e-07,1.5866255905296254e-06,5.467595575022902e-07
1947,7.598307791210703e-07,5.41066226235541e-07,1.6346398297173437e-06,5.41066226235541e-07
1948,9.264185223401e-07,5.586570474796255e-07,1.6463047976295847e-06,5.586570474796255e-07
1949,1.127844606279333e-06,5.580926410532681e-07,1.6208995248234714e-06,5.580926410532681e-07
1950,1.2715416590123953e-06,5.835699263505896e-07,1.6214724902446115e-06,5.835699263505896e-07
1951,1.462116512941845e-06,6.148657121229917e-07,1.642337403089706e-06,6.148657121229917e-07
1952,1.74222576073849e-06,6.544346190042103e-07,1.651451238363474e-06,6.544346190042103e-07
1953,2.139428326180288e-06,6.935793521734013e-07,1.6208416419820942e-06,6.935793521734013e-07
1954,2.6084564816691066e-06,7.317309820921634e-07,1.5654209326904883e-06,7.317309820921634e-07
1955,3.154565888507932e-06,7.959823489857496e-07,1.5177801547646856e-06,7.959823489857496e-07
1956,3.775471896005911e-06,8.396836587313114e-07,1.5225729807103302e-06,8.396836587313114e-07
1957,4.399743180069241e-06,8.763855703364243e-07,1.5339093774205788e-06,8.763855703364243e-07
1958,5.175557069898267e-06,8.932294690566778e-07,1.5548247997035754e-06,8.932294690566778e-07
1959,6.070535684037688e-06,9.30889703860365e-07,1.6201885923042677e-06,9.30889703860365e-07
1960,6.6831239564635325e-06,9.58628033588736e-07,1.7034481223683024e-06,9.58628033588736e-07
1961,7.2861943668353235e-06,9.923649031406967e-07,1.8208513340921075e-06,9.923649031406967e-07
1962,7.785466355666618e-06,1.0066022793710414e-06,1.976646964456969e-06,1.0066022793710414e-06
1963,8.294905845624661e-06,1.0320988670693104e-06,2.148017642866762e-06,1.0320988670693104e-06
1964,8.608329153503291e-06,1.0901942135075972e-06,2.2628117091829026e-06,1.0901942135075972e-06
1965,8.798669763824104e-06,1.1748148511157654e-06,2.342100158005321e-06,1.1748148511157654e-06
1966,8.881479906059602e-06,1.2616450411379837e-06,2.3717584554105997e-06,1.2616450411379837e-06
1967,9.03957620071846e-06,1.3384757591796057e-06,2.4063550491908766e-06,1.3384757591796057e-06
1968,9.28970803215634e-06,1.4076668678951267e-06,2.3905089554838403e-06,1.4076668678951267e-06
1969,9.282627875758667e-06,1.5277882507039716e-06,2.3429066199501643e-06,1.5277882507039716e-06
1970,9.248025500190643e-06,1.6509212465669926e-06,2.4503150858176274e-06,1.6509212465669926e-06
1971,9.415028736319592e-06,1.7461533486441892e-06,2.4366222208170385e-06,1.7461533486441892e-06
1972,9.511729721063083e-06,1.8191439526812507e-06,2.467750229178429e-06,1.8191439526812507e-06
1973,9.378171463530244e-06,1.8892090046002913e-06,2.547594606637306e-06,1.8892090046002913e-06
1974,9.449315257370472e-06,2.0250406740680253e-06,2.649602233110012e-06,2.0250406740680253e-06
1975,9.258187024637923e-06,2.1361235472535815e-06,2.726356245018126e-06,2.1361235472535815e-06
1976,9.240197479292484e-06,2.3266485251432253e-06,2.766774449420544e-06,2.3266485251432253e-06
1977,9.252353915404196e-06,2.3708330445515458e-06,2.6378924563427323e-06,2.3708330445515458e-06
1978,9.3667671795369e-06,2.4168231707985148e-06,2.673200924618868e-06,2.4168231707985148e-06
1979,1.004884052235866e-05,2.5144660672335055e-06,2.6718182977804517e-06,2.5144660672335055e-06
1980,1.204805656535817e-05,2.584571932727288e-06,2.7071862729956464e-06,2.584571932727288e-06
1981,1.5215539471163148e-05,2.635684365616596e-06,3.191700703350112e-06,2.635684365616596e-06
1982,1.9360610687207164e-05,2.7489210034608343e-06,3.2417673472601952e-06,2.7489210034608343e-06
1983,2.380557050076147e-05,2.7361111603698063e-06,3.2966632781088786e-06,2.7361111603698063e-06
1984,2.7040798028922707e-05,2.8197944500009598e-06,3.3809843184176965e-06,2.8197944500009598e-06
1985,2.9243328754091635e-05,2.938653356717883e-06,3.4151474405267175e-06,2.938653356717883e-06
1986,3.123541422870143e-05,2.9662527530100694e-06,3.582613317121286e-06,2.9662527530100694e-06
1987,3.10131656858305e-05,3.00730162702426e-06,3.6027888654643903e-06,3.00730162702426e-06
1988,2.9305488039556493e-05,3.1121631829072224e-06,3.1338416712450064e-06,3.1121631829072224e-06
1989,2.6344494472141378e-05,3.268194567291565e-06,3.1275365992249656e-06,3.268194567291565e-06
1990,2.3337716421727756e-05,3.410268618608825e-06,3.0952703257623526e-06,3.410268618608825e-06
1991,2.1154379802672857e-05,3.564161910877114e-06,3.0169903116724787e-06,3.564161910877114e-06
1992,1.9641387812693472e-05,3.5948853889879373e-06,2.9997546724709016e-06,3.5948853889879373e-06
1993,1.7624215355941226e-05,3.6727875729931318e-06,2.897704754494563e-06,3.6727875729931318e-06
1994,1.629051153681108e-05,3.8080918329796987e-06,2.911168426830305e-06,3.8080918329796987e-06
1995,1.527957868217657e-05,3.773524245584018e-06,2.9053793631257056e-06,3.773524245584018e-06
1996,1.4401682424899523e-05,3.613106368253024e-06,2.8927897151983676e-06,3.613106368253024e-06
1997,1.3324942561406975e-05,3.4822403124832946e-06,2.9325098824171747e-06,3.4822403124832946e-06
1998,1.2355465124918347e-05,3.4475299344194354e-06,2.9575243323571546e-06,3.4475299344194354e-06
1999,1.1445614810717026e-05,3.4444615916332362e-06,2.982879095725366e-06,3.4444615916332362e-06
2000,1.0655387606155792e-05,3.4706732939022392e-06,3.0049411634536227e-06,3.4706732939022392e-06
2001,1.0096960977534764e-05,3.372666372212864e-06,2.9983047755065073e-06,3.372666372212864e-06
2002,9.388887260034348e-06,3.3836658336180595e-06,3.0053459210778655e-06,3.3836658336180595e-06
2003,8.73216101483974e-06,3.4330709500604177e-06,2.955928299083358e-06,3.4330709500604177e-06
2004,8.02784104182917e-06,3.427662282514835e-06,2.8967152892229412e-06,3.427662282514835e-06
2005,7.378099650980273e-06,3.3718883644594044e-06,2.805457987571052e-06,3.3718883644594044e-06
2006,6.961667882673542e-06,3.340955150373962e-06,2.7040675506993594e-06,3.340955150373962e-06
2007,6.635752145354802e-06,3.2952643128477836e-06,2.511388434608567e-06,3.2952643128477836e-06
2008,6.457266343724248e-06,3.3503678683441e-06,2.282438832220838e-06,3.3503678683441e-06
2009,6.359959830401099e-06,3.365475419871343e-06,2.085140814805137e-06,3.365475419871343e-06
2010,6.408953595382627e-06,3.3227040928198093e-06,1.9221432694394025e-06,3.3227040928198093e-06
2011,6.51258817794899e-06,3.2969196581689175e-06,1.7145966109767739e-06,3.2969196581689175e-06
2012,6.715192349864603e-06,3.294671029964645e-06,1.5687194426001433e-06,3.294671029964645e-06
2013,6.900465905346209e-06,3.2723849342021694e-06,1.4105676038005704e-06,3.2723849342021694e-06
2014,6.818816148422359e-06,3.182730941781691e-06,1.3328504857262097e-06,3.182730941781691e-06
2015,6.6387767999133625e-06,3.096375264379146e-06,1.2735199236755892e-06,3.096375264379146e-06
2016,6.510162360687641e-06,3.0026669394698857e-06,1.2007163994504871e-06,3.0026669394698857e-06
2017,6.447852532195005e-06,2.977646886392904e-06,1.1569337440657061e-06,2.977646886392904e-06
2018,6.34719126537675e-06,2.959364110211027e-06,1.1572293942663237e-06,2.959364110211027e-06
2019,6.209667617440573e-06,2.872755374028202e-06,1.147999995509963e-06,2.872755374028202e-06
