ngram,IBM,IM,IB,IM
1656,0.0,4.2603785946734464e-07,2.947303658272306e-07,4.2603785946734464e-07
1657,2.7804432534139778e-08,4.538422920014844e-07,3.2253479836137036e-07,4.538422920014844e-07
1658,2.7804432534139778e-08,3.784576827164139e-07,3.3315035149631254e-07,3.784576827164139e-07
1659,2.7804432534139778e-08,3.54953471060071e-07,2.7747895460704187e-07,3.54953471060071e-07
1660,2.7804432534139778e-08,2.0420191455221876e-07,1.267273980991896e-07,2.0420191455221876e-07
1661,2.7804432534139778e-08,3.385727325166954e-07,1.267273980991896e-07,3.385727325166954e-07
1662,2.7804432534139778e-08,3.385727325166954e-07,1.267273980991896e-07,3.385727325166954e-07
1663,2.7804432534139778e-08,3.1365304867644485e-07,8.142006687908829e-08,3.1365304867644485e-07
1664,0.0,3.251515973293603e-07,5.361563434494851e-08,3.251515973293603e-07
1665,0.0,2.7153596298441176e-07,0.0,2.7153596298441176e-07
1666,0.0,3.5921396650857265e-07,0.0,3.5921396650857265e-07
1667,0.0,3.916662823907505e-07,0.0,3.916662823907505e-07
1668,0.0,2.5729546442627385e-07,0.0,2.5729546442627385e-07
1669,0.0,2.5729546442627385e-07,0.0,2.5729546442627385e-07
1670,0.0,2.3024965400963993e-07,3.864916818331819e-08,2.3024965400963993e-07
1671,0.0,2.691670581660739e-07,1.9508993887029646e-07,2.691670581660739e-07
1672,2.4600601428963794e-08,3.921700612506486e-07,2.6889174721743204e-07,3.921700612506486e-07
1673,2.4600601428963794e-08,3.4655348559096767e-07,2.9363461757319395e-07,3.4655348559096767e-07
1674,5.713112573500569e-08,3.4663169401483174e-07,2.9363461757319395e-07,3.4663169401483174e-07
1675,5.713112573500569e-08,3.809501935490646e-07,2.9363461757319395e-07,3.809501935490646e-07
1676,5.713112573500569e-08,5.097897245929874e-07,3.7952763826914246e-07,5.097897245929874e-07
1677,5.713112573500569e-08,5.383129523092325e-07,3.7446466803560595e-07,5.383129523092325e-07
1678,5.713112573500569e-08,4.800111383929107e-07,2.1802389734862766e-07,4.800111383929107e-07
1679,3.2530524306041893e-08,4.0315167382232175e-07,1.6729385825848502e-07,4.0315167382232175e-07
1680,3.2530524306041893e-08,3.28923060724914e-07,1.606529167474946e-07,3.28923060724914e-07
1681,0.0,3.187683838794848e-07,1.606529167474946e-07,3.187683838794848e-07
1682,0.0,3.247719502853995e-07,2.0097498268764218e-07,3.247719502853995e-07
1683,0.0,2.8420133243603883e-07,1.5921641858897472e-07,2.8420133243603883e-07
1684,1.548743706994823e-06,3.046936772729428e-07,1.5485180020797478e-07,3.046936772729428e-07
1685,1.5689495386693255e-06,3.251867691947804e-07,1.750576318824772e-07,3.251867691947804e-07
1686,1.5689495386693255e-06,2.7904323068079453e-07,1.5198586262548425e-07,2.7904323068079453e-07
1687,1.5689495386693255e-06,3.202433203698872e-07,1.338839337807128e-07,3.202433203698872e-07
1688,1.5689495386693255e-06,2.978674729092745e-07,2.270670904636063e-07,2.978674729092745e-07
1689,1.5689495386693255e-06,3.206877465800062e-07,1.8674502452345871e-07,3.206877465800062e-07
1690,1.5689495386693255e-06,2.7395941515351296e-07,1.4261056792617766e-07,2.7395941515351296e-07
1691,2.0205831674502406e-08,3.820230988692076e-07,1.1338898835739591e-07,3.820230988692076e-07
1692,0.0,3.6527948006031305e-07,1.4051924576311388e-07,3.6527948006031305e-07
1693,0.0,3.9663067395524975e-07,1.4051924576311388e-07,3.9663067395524975e-07
1694,0.0,4.042016854555186e-07,1.8929034695247537e-07,4.042016854555186e-07
1695,0.0,4.6622889929689594e-07,9.610719026958187e-08,4.6622889929689594e-07
1696,0.0,4.3457845119324444e-07,1.4334502956054556e-07,4.3457845119324444e-07
1697,0.0,4.665086217008658e-07,1.7273332884672398e-07,4.665086217008658e-07
1698,0.0,3.7449289891355875e-07,2.868173071744552e-07,3.7449289891355875e-07
1699,0.0,4.031030158557769e-07,3.178984603177274e-07,4.031030158557769e-07
1700,0.0,3.977475273586606e-07,4.0888343327034296e-07,3.977475273586606e-07
1701,0.0,3.97310222816876e-07,4.0844612872855836e-07,3.97310222816876e-07
1702,0.0,4.191791284873554e-07,4.6837192663978e-07,4.191791284873554e-07
1703,0.0,4.428932852208943e-07,4.321752971999818e-07,4.428932852208943e-07
1704,0.0,4.38716666297166e-07,4.2877229690572805e-07,4.38716666297166e-07
1705,0.0,3.8995079470233965e-07,4.337397783160668e-07,3.8995079470233965e-07
1706,0.0,3.9304954871762933e-07,3.663979189890857e-07,3.9304954871762933e-07
1707,0.0,4.156636553683971e-07,3.3617521109720526e-07,4.156636553683971e-07
1708,0.0,4.348509321516758e-07,3.650083531933238e-07,4.348509321516758e-07
1709,0.0,4.11079891396834e-07,4.012826845415215e-07,4.11079891396834e-07
1710,0.0,3.558738431560674e-07,5.107466399018839e-07,3.558738431560674e-07
1711,0.0,3.3504135542118873e-07,5.332229865270424e-07,3.3504135542118873e-07
1712,1.086341987794575e-08,3.5613846551184126e-07,4.684886251636401e-07,3.5613846551184126e-07
1713,2.1681435060015375e-08,3.548516279546935e-07,5.655933981480692e-07,3.548516279546935e-07
1714,3.184013530293279e-07,4.1152953502075563e-07,5.718324059346611e-07,4.1152953502075563e-07
1715,3.184013530293279e-07,3.6665316827111383e-07,5.399548805533933e-07,3.6665316827111383e-07
1716,3.184013530293279e-07,3.6851279665890093e-07,4.880295421116898e-07,3.6851279665890093e-07
1717,3.3368416398259016e-07,4.3728544848623384e-07,4.28655620713211e-07,4.3728544848623384e-07
1718,3.3368416398259016e-07,4.5849960729680917e-07,4.5761153647358045e-07,4.5849960729680917e-07
1719,3.2282074410464444e-07,4.548892462707954e-07,4.4938853501922236e-07,4.548892462707954e-07
1720,3.1200272892257477e-07,5.09532703014364e-07,4.3181966345530653e-07,5.09532703014364e-07
1721,4.156298518052738e-08,4.83085506581509e-07,4.699390875170398e-07,4.83085506581509e-07
1722,4.156298518052738e-08,5.299890801779839e-07,5.328358879199056e-07,5.299890801779839e-07
1723,4.156298518052738e-08,6.594348341033245e-07,5.935390926684445e-07,6.594348341033245e-07
1724,3.215109397761548e-08,6.7285506182608e-07,5.793752068581983e-07,6.7285506182608e-07
1725,3.215109397761548e-08,8.899444310372928e-07,5.828401299368124e-07,8.899444310372928e-07
1726,3.215109397761548e-08,9.516483113917015e-07,6.389460013776573e-07,9.516483113917015e-07
1727,3.215109397761548e-08,1.0276681012198554e-06,6.851890321156264e-07,1.0276681012198554e-06
1728,1.8830039749673233e-08,9.682662575219832e-07,6.254252541891349e-07,9.682662575219832e-07
1729,1.8830039749673233e-08,9.242058841404546e-07,5.554709007680816e-07,9.242058841404546e-07
1730,1.8830039749673233e-08,7.900580872696342e-07,4.5867614316210036e-07,7.900580872696342e-07
1731,1.9925859565514007e-08,7.844993449777706e-07,5.371100932904938e-07,7.844993449777706e-07
1732,1.9925859565514007e-08,6.47938747988519e-07,5.563639905606774e-07,6.47938747988519e-07
1733,1.9925859565514007e-08,5.910737529900092e-07,4.963126377179248e-07,5.910737529900092e-07
1734,1.9925859565514007e-08,4.3729081815919404e-07,4.6269295493418993e-07,4.3729081815919404e-07
1735,6.966739566191141e-09,5.148560262568935e-07,5.790091946218061e-07,5.148560262568935e-07
1736,6.966739566191141e-09,6.051269484227564e-07,6.124375586986324e-07,6.051269484227564e-07
1737,6.966739566191141e-09,7.554931309121977e-07,6.250192054072354e-07,7.554931309121977e-07
1738,0.0,6.953344424687202e-07,5.27076979649012e-07,6.953344424687202e-07
1739,0.0,7.777558569240942e-07,5.561772614523111e-07,7.777558569240942e-07
1740,0.0,8.053052959715907e-07,6.637742200967165e-07,8.053052959715907e-07
1741,1.1882701552882021e-08,8.040416606799486e-07,6.67483902816457e-07,8.040416606799486e-07
1742,1.8260073833939065e-08,8.600947042834508e-07,6.652450516802284e-07,8.600947042834508e-07
1743,1.8260073833939065e-08,7.732300549686702e-07,6.128476144340311e-07,7.732300549686702e-07
1744,1.8260073833939065e-08,7.486076784500386e-07,7.036842423043968e-07,7.486076784500386e-07
1745,1.8260073833939065e-08,8.331174460149018e-07,7.456524936547535e-07,8.331174460149018e-07
1746,1.8260073833939065e-08,7.24940879389838e-07,6.661956015412735e-07,7.24940879389838e-07
1747,1.8260073833939065e-08,6.575513416302263e-07,5.538823931569173e-07,6.575513416302263e-07
1748,1.001710409858398e-08,7.042789523633733e-07,5.342916417865646e-07,7.042789523633733e-07
1749,3.639731817526938e-09,6.156406665728095e-07,4.0458901651163615e-07,6.156406665728095e-07
1750,5.31207017421106e-08,6.494223855822514e-07,4.4800212809345143e-07,6.494223855822514e-07
1751,5.668984037754399e-08,5.127947174189882e-07,4.07783387247816e-07,5.127947174189882e-07
1752,5.668984037754399e-08,5.482601628565525e-07,3.929363166272586e-07,5.482601628565525e-07
1753,5.668984037754399e-08,4.4392814808296474e-07,4.085381257417404e-07,4.4392814808296474e-07
1754,8.597832059008073e-08,4.441523994306148e-07,4.33866789860206e-07,4.441523994306148e-07
1755,8.233858877255378e-08,4.871705730887957e-07,3.966062292550175e-07,4.871705730887957e-07
1756,9.144499988979402e-08,5.320288697216061e-07,4.427613069830321e-07,5.320288697216061e-07
1757,4.196402996521036e-08,5.180749431994107e-07,4.379427512698645e-07,5.180749431994107e-07
1758,4.46100609151147e-08,5.586885143722091e-07,4.1628133625895967e-07,5.586885143722091e-07
1759,4.46100609151147e-08,4.5702580158441766e-07,4.1040420179732404e-07,4.5702580158441766e-07
1760,4.727142791490938e-08,5.51347170585359e-07,4.142181637689646e-07,5.51347170585359e-07
1761,2.9085217536005204e-08,5.80304170430931e-07,4.0696848405527166e-07,5.80304170430931e-07
1762,3.7132963624588097e-08,5.118206891958315e-07,4.024793765568445e-07,5.118206891958315e-07
1763,3.0865227072597786e-08,4.6499458708889764e-07,3.5214068816458166e-07,4.6499458708889764e-07
1764,3.36759067615893e-08,4.72486208634239e-07,3.392542201449292e-07,4.72486208634239e-07
1765,2.7460737176251574e-08,4.6505385853379266e-07,3.2195435600052793e-07,4.6505385853379266e-07
1766,2.7460737176251574e-08,5.288964197396646e-07,3.6507963484057525e-07,5.288964197396646e-07
1767,3.95218816403745e-08,4.910146986146304e-07,3.547741381940536e-07,4.910146986146304e-07
1768,3.1101824354046973e-08,4.91456396340644e-07,4.789710317254503e-07,4.91456396340644e-07
1769,2.610033789096633e-08,5.04458792452819e-07,4.790610310984838e-07,5.04458792452819e-07
1770,2.9027506493710982e-08,4.910176179302133e-07,4.967567852937853e-07,4.910176179302133e-07
1771,2.621682680471947e-08,4.95354831692956e-07,5.254999361373589e-07,4.95354831692956e-07
1772,2.621682680471947e-08,4.447717084791033e-07,5.458000811943618e-07,4.447717084791033e-07
1773,2.621682680471947e-08,4.032353980879374e-07,4.928995370586822e-07,4.032353980879374e-07
1774,1.1494315340801871e-08,3.534029713949037e-07,4.821138272096245e-07,3.534029713949037e-07
1775,8.812102793496836e-09,3.44121439915008e-07,3.457359209083474e-07,3.44121439915008e-07
1776,5.765843167994587e-09,3.4253448534725196e-07,3.407275690798477e-07,3.4253448534725196e-07
1777,0.0,3.3729557661185285e-07,3.208281457643482e-07,3.3729557661185285e-07
1778,0.0,3.4905450263522653e-07,3.583598657184796e-07,3.4905450263522653e-07
1779,2.5616857206906776e-09,3.764146896401144e-07,3.7480374105923276e-07,3.764146896401144e-07
1780,2.5616857206906776e-09,3.6160501386867896e-07,3.593672813297287e-07,3.6160501386867896e-07
1781,4.474202595718322e-09,4.668440445649529e-07,3.6098838255124323e-07,4.668440445649529e-07
1782,6.632336077164577e-09,4.392841300874092e-07,3.694532486926099e-07,4.392841300874092e-07
1783,6.632336077164577e-09,4.334392055430466e-07,3.5268829533054357e-07,4.334392055430466e-07
1784,8.296808192856782e-09,4.3128025189227106e-07,3.593043901771255e-07,4.3128025189227106e-07
1785,8.296808192856782e-09,3.92951087795674e-07,2.82039213824906e-07,3.92951087795674e-07
1786,7.075220790194894e-09,4.2370039311988096e-07,2.463761583320385e-07,4.2370039311988096e-07
1787,8.364362409046017e-09,4.420055250063472e-07,2.5382415255340416e-07,4.420055250063472e-07
1788,6.451845534018373e-09,3.544646338988449e-07,2.3806906922020842e-07,3.544646338988449e-07
1789,4.293712052572118e-09,3.5449877040199293e-07,2.0372463690624239e-07,3.5449877040199293e-07
1790,5.398560455814407e-09,3.686694936634792e-07,2.2620768090421605e-07,3.686694936634792e-07
1791,5.906020815262179e-09,3.8244196787218243e-07,2.635770885360346e-07,3.8244196787218243e-07
1792,5.906020815262179e-09,4.0722754996685193e-07,2.8074483639427073e-07,4.0722754996685193e-07
1793,5.5519446183284666e-09,3.8322657352247394e-07,2.817531513496111e-07,3.8322657352247394e-07
1794,4.262802999477344e-09,4.1744554429052574e-07,2.817513059686202e-07,4.1744554429052574e-07
1795,6.08934724866117e-09,4.643499847491382e-07,2.9253128681310567e-07,4.643499847491382e-07
1796,6.08934724866117e-09,5.071104242558379e-07,3.357628587861784e-07,5.071104242558379e-07
1797,1.6322972370578067e-08,4.806201729934401e-07,3.3244542407828703e-07,4.806201729934401e-07
1798,4.3662531051020485e-08,5.16084997213641e-07,3.1314402195091263e-07,5.16084997213641e-07
1799,4.4263300643824066e-08,5.270081219675506e-07,2.9023187510444715e-07,5.270081219675506e-07
1800,4.780558158858282e-08,5.56115423933079e-07,2.898892067345774e-07,5.56115423933079e-07
1801,5.198464579438321e-08,5.425663809026966e-07,2.9702757282328615e-07,5.425663809026966e-07
1802,5.5801750141272673e-08,5.441423078471936e-07,2.935192822763254e-07,5.441423078471936e-07
1803,6.001374952546712e-08,5.441418530998427e-07,2.907519335134826e-07,5.441418530998427e-07
1804,5.1726051632426465e-08,5.703947181245894e-07,2.9952891874732555e-07,5.703947181245894e-07
1805,2.7408110701644872e-08,5.457633806469988e-07,2.946068795901218e-07,5.457633806469988e-07
1806,3.094414274024919e-08,5.471753792919896e-07,3.2919838385428844e-07,5.471753792919896e-07
1807,2.9554157978038476e-08,5.384419320567499e-07,3.425235003565571e-07,5.384419320567499e-07
1808,3.2671352607443234e-08,5.510922643939661e-07,3.5999329384139855e-07,5.510922643939661e-07
1809,3.408377199523979e-08,5.370723467227176e-07,3.585547087173576e-07,5.370723467227176e-07
1810,3.7281652812534305e-08,5.545084807831049e-07,3.564317531916978e-07,5.545084807831049e-07
1811,4.8762682019238516e-08,5.454441601874091e-07,3.685553865904824e-07,5.454441601874091e-07
1812,5.598196116198194e-08,5.398582954642604e-07,3.7175832647205554e-07,5.398582954642604e-07
1813,6.445382056646004e-08,5.312183881350003e-07,3.5878335730948105e-07,5.312183881350003e-07
1814,6.69573719643982e-08,5.08963852650725e-07,3.6645508316723863e-07,5.08963852650725e-07
1815,6.46827713930114e-08,4.720304462223014e-07,3.5340032614580454e-07,4.720304462223014e-07
1816,6.42827485210416e-08,4.6674406511166513e-07,3.740717927160274e-07,4.6674406511166513e-07
1817,6.406946643064007e-08,4.175947075119828e-07,3.7088345753285725e-07,4.175947075119828e-07
1818,5.508774236773206e-08,3.9575282276668335e-07,3.606071012589902e-07,3.9575282276668335e-07
1819,4.748443111728713e-08,3.9133216692529717e-07,3.7862500334995275e-07,3.9133216692529717e-07
1820,4.121383818349906e-08,3.863556027486733e-07,3.7667630132481076e-07,3.863556027486733e-07
1821,4.238534399649195e-08,3.6575401298120725e-07,3.8308884394869634e-07,3.6575401298120725e-07
1822,4.247921075213006e-08,3.767765528144602e-07,3.8938253104398815e-07,3.767765528144602e-07
1823,5.717350707154115e-08,3.4475669151236487e-07,3.950655695916794e-07,3.4475669151236487e-07
1824,5.6280549744412515e-08,3.46514448373065e-07,4.0536415164232107e-07,3.46514448373065e-07
1825,5.668145876467991e-08,3.4366661338935955e-07,3.9976807540499847e-07,3.4366661338935955e-07
1826,5.55453861953278e-08,3.362766481781624e-07,3.7525617813116696e-07,3.362766481781624e-07
1827,5.5376984014238976e-08,3.2344349522515715e-07,3.7524551186964216e-07,3.2344349522515715e-07
1828,5.5183367209110656e-08,3.267314160179272e-07,3.613302835349584e-07,3.267314160179272e-07
1829,1.0291410086032166e-07,3.161464527628206e-07,3.890040594407245e-07,3.161464527628206e-07
1830,8.775855470893085e-08,3.206968740089776e-07,3.8155369403674353e-07,3.206968740089776e-07
1831,8.95367493163641e-08,3.344958819135562e-07,3.659347912941614e-07,3.344958819135562e-07
1832,8.988681951141838e-08,3.3907449749546815e-07,3.662704476222903e-07,3.3907449749546815e-07
1833,9.017233055479729e-08,3.462559610462839e-07,3.6645699554225886e-07,3.462559610462839e-07
1834,8.998299832236561e-08,3.4753659861053166e-07,3.605090544819437e-07,3.4753659861053166e-07
1835,8.864159362076407e-08,3.494550518163513e-07,3.5909523278730505e-07,3.494550518163513e-07
1836,4.0374066756498905e-08,3.345255947806436e-07,3.158889175633054e-07,3.345255947806436e-07
1837,4.0219701347155024e-08,3.295970267507593e-07,2.9520505100728247e-07,3.295970267507593e-07
1838,4.2670819512734074e-08,3.426598798991368e-07,2.834131395599927e-07,3.426598798991368e-07
1839,4.273540023445678e-08,3.469070374454272e-07,2.7497569630798223e-07,3.469070374454272e-07
1840,4.557918081055894e-08,3.355756023535962e-07,2.7080148916931126e-07,3.355756023535962e-07
