ngram,Hess,Hes,Hess,Hes
1545,0.0,2.679201023576232e-07,0.0,2.679201023576232e-07
1546,0.0,2.679201023576232e-07,0.0,2.679201023576232e-07
1547,0.0,2.679201023576232e-07,0.0,2.679201023576232e-07
1548,0.0,2.679201023576232e-07,0.0,2.679201023576232e-07
1549,0.0,2.679201023576232e-07,0.0,2.679201023576232e-07
1550,0.0,2.679201023576232e-07,0.0,2.679201023576232e-07
1551,0.0,2.679201023576232e-07,0.0,2.679201023576232e-07
1552,0.0,0.0,0.0,0.0
1553,0.0,0.0,0.0,0.0
1554,0.0,0.0,0.0,0.0
1555,0.0,0.0,0.0,0.0
1556,0.0,0.0,0.0,0.0
1557,0.0,0.0,0.0,0.0
1558,0.0,0.0,0.0,0.0
1559,0.0,0.0,0.0,0.0
1560,0.0,0.0,0.0,0.0
1561,0.0,0.0,0.0,0.0
1562,0.0,0.0,0.0,0.0
1563,0.0,0.0,0.0,0.0
1564,0.0,0.0,0.0,0.0
1565,0.0,0.0,0.0,0.0
1566,0.0,0.0,0.0,0.0
1567,0.0,1.3647946356546266e-06,0.0,1.3647946356546266e-06
1568,0.0,1.3647946356546266e-06,0.0,1.3647946356546266e-06
1569,0.0,1.3647946356546266e-06,0.0,1.3647946356546266e-06
1570,0.0,1.3647946356546266e-06,0.0,1.3647946356546266e-06
1571,0.0,1.3647946356546266e-06,0.0,1.3647946356546266e-06
1572,0.0,1.3647946356546266e-06,0.0,1.3647946356546266e-06
1573,0.0,1.3647946356546266e-06,0.0,1.3647946356546266e-06
1574,0.0,0.0,0.0,0.0
1575,0.0,0.0,0.0,0.0
1576,0.0,9.013608957632511e-07,0.0,9.013608957632511e-07
1577,0.0,9.013608957632511e-07,0.0,9.013608957632511e-07
1578,0.0,9.013608957632511e-07,0.0,9.013608957632511e-07
1579,0.0,9.013608957632511e-07,0.0,9.013608957632511e-07
1580,0.0,1.8918217392638326e-06,0.0,1.8918217392638326e-06
1581,0.0,3.0784364883272375e-06,0.0,3.0784364883272375e-06
1582,0.0,3.0784364883272375e-06,0.0,3.0784364883272375e-06
1583,4.806226050797185e-07,2.1770755925639866e-06,4.806226050797185e-07,2.1770755925639866e-06
1584,4.806226050797185e-07,2.1770755925639866e-06,4.806226050797185e-07,2.1770755925639866e-06
1585,4.806226050797185e-07,2.1770755925639866e-06,4.806226050797185e-07,2.1770755925639866e-06
1586,4.806226050797185e-07,2.1770755925639866e-06,4.806226050797185e-07,2.1770755925639866e-06
1587,4.806226050797185e-07,1.186614749063405e-06,4.806226050797185e-07,1.186614749063405e-06
1588,4.806226050797185e-07,0.0,4.806226050797185e-07,0.0
1589,4.806226050797185e-07,0.0,4.806226050797185e-07,0.0
1590,0.0,0.0,0.0,0.0
1591,0.0,5.863736337882333e-06,0.0,5.863736337882333e-06
1592,0.0,5.863736337882333e-06,0.0,5.863736337882333e-06
1593,0.0,5.863736337882333e-06,0.0,5.863736337882333e-06
1594,0.0,5.863736337882333e-06,0.0,5.863736337882333e-06
1595,0.0,5.863736337882333e-06,0.0,5.863736337882333e-06
1596,0.0,5.863736337882333e-06,0.0,5.863736337882333e-06
1597,0.0,5.863736337882333e-06,0.0,5.863736337882333e-06
1598,0.0,0.0,0.0,0.0
1599,0.0,1.886578372380297e-06,0.0,1.886578372380297e-06
1600,0.0,1.886578372380297e-06,0.0,1.886578372380297e-06
1601,0.0,2.2772260958195796e-06,0.0,2.2772260958195796e-06
1602,0.0,2.2772260958195796e-06,0.0,2.2772260958195796e-06
1603,0.0,2.2772260958195796e-06,0.0,2.2772260958195796e-06
1604,0.0,2.2772260958195796e-06,0.0,2.2772260958195796e-06
1605,0.0,2.2772260958195796e-06,0.0,2.2772260958195796e-06
1606,0.0,5.508079376730686e-07,0.0,5.508079376730686e-07
1607,0.0,5.508079376730686e-07,0.0,5.508079376730686e-07
1608,0.0,1.6016021423378595e-07,0.0,1.6016021423378595e-07
1609,0.0,1.6016021423378595e-07,0.0,1.6016021423378595e-07
1610,0.0,1.6016021423378595e-07,0.0,1.6016021423378595e-07
1611,5.12061400773486e-07,2.6257249276438544e-07,5.12061400773486e-07,2.6257249276438544e-07
1612,5.12061400773486e-07,2.6257249276438544e-07,5.12061400773486e-07,2.6257249276438544e-07
1613,5.12061400773486e-07,1.0241227853059951e-07,5.12061400773486e-07,1.0241227853059951e-07
1614,5.12061400773486e-07,4.32022026026451e-07,5.12061400773486e-07,4.32022026026451e-07
1615,5.12061400773486e-07,4.32022026026451e-07,5.12061400773486e-07,4.32022026026451e-07
1616,5.12061400773486e-07,4.32022026026451e-07,5.12061400773486e-07,4.32022026026451e-07
1617,6.356027353961378e-07,4.32022026026451e-07,6.356027353961378e-07,4.32022026026451e-07
1618,1.2354133462265183e-07,3.296097474958515e-07,1.2354133462265183e-07,3.296097474958515e-07
1619,1.2354133462265183e-07,4.421442473098328e-07,1.2354133462265183e-07,4.421442473098328e-07
1620,1.2354133462265183e-07,4.421442473098328e-07,1.2354133462265183e-07,4.421442473098328e-07
1621,1.2354133462265183e-07,1.1253449981398132e-07,1.2354133462265183e-07,1.1253449981398132e-07
1622,1.2354133462265183e-07,1.8288290805555464e-07,1.2354133462265183e-07,1.8288290805555464e-07
1623,1.2354133462265183e-07,1.8288290805555464e-07,1.2354133462265183e-07,1.8288290805555464e-07
1624,2.986643851597494e-07,1.8288290805555464e-07,2.986643851597494e-07,1.8288290805555464e-07
1625,2.986643851597494e-07,1.8288290805555464e-07,2.986643851597494e-07,1.8288290805555464e-07
1626,2.986643851597494e-07,7.034840824157332e-08,2.986643851597494e-07,7.034840824157332e-08
1627,2.986643851597494e-07,7.034840824157332e-08,2.986643851597494e-07,7.034840824157332e-08
1628,3.641760112519218e-07,1.3586003433374572e-07,3.641760112519218e-07,1.3586003433374572e-07
1629,3.641760112519218e-07,1.4804096995898623e-07,3.641760112519218e-07,1.4804096995898623e-07
1630,5.36674008344562e-07,1.4804096995898623e-07,5.36674008344562e-07,1.4804096995898623e-07
1631,2.3800962318481262e-07,1.4804096995898623e-07,2.3800962318481262e-07,1.4804096995898623e-07
1632,2.3800962318481262e-07,2.396671041943981e-07,2.3800962318481262e-07,2.396671041943981e-07
1633,2.3800962318481262e-07,3.7675990175297815e-07,2.3800962318481262e-07,3.7675990175297815e-07
1634,2.3800962318481262e-07,5.00178064807447e-07,2.3800962318481262e-07,5.00178064807447e-07
1635,1.7249799709264023e-07,4.3466643871527465e-07,1.7249799709264023e-07,4.3466643871527465e-07
1636,1.7249799709264023e-07,3.521370948484608e-07,1.7249799709264023e-07,3.521370948484608e-07
1637,0.0,4.2529722220154197e-07,0.0,4.2529722220154197e-07
1638,0.0,4.2529722220154197e-07,0.0,4.2529722220154197e-07
1639,0.0,5.672817857365382e-07,0.0,5.672817857365382e-07
1640,0.0,4.301889881779581e-07,0.0,4.301889881779581e-07
1641,0.0,3.664929124624905e-07,0.0,3.664929124624905e-07
1642,0.0,3.664929124624905e-07,0.0,3.664929124624905e-07
1643,0.0,3.664929124624905e-07,0.0,3.664929124624905e-07
1644,0.0,2.933327851094093e-07,0.0,2.933327851094093e-07
1645,4.9116830983361326e-08,2.933327851094093e-07,4.9116830983361326e-08,2.933327851094093e-07
1646,4.9116830983361326e-08,5.972208733900125e-08,4.9116830983361326e-08,5.972208733900125e-08
1647,4.9116830983361326e-08,1.6376763970323997e-07,4.9116830983361326e-08,1.6376763970323997e-07
1648,4.9116830983361326e-08,1.9574402391039518e-07,4.9116830983361326e-08,1.9574402391039518e-07
1649,4.9116830983361326e-08,1.9574402391039518e-07,4.9116830983361326e-08,1.9574402391039518e-07
1650,4.9116830983361326e-08,1.9574402391039518e-07,4.9116830983361326e-08,1.9574402391039518e-07
1651,9.211691219336768e-08,1.9574402391039518e-07,9.211691219336768e-08,1.9574402391039518e-07
1652,4.300008121000636e-08,2.514154207996658e-07,4.300008121000636e-08,2.514154207996658e-07
1653,4.300008121000636e-08,4.0216697730751806e-07,4.300008121000636e-08,4.0216697730751806e-07
1654,4.300008121000636e-08,2.981214249432794e-07,4.300008121000636e-08,2.981214249432794e-07
1655,4.300008121000636e-08,2.6452599805842123e-07,4.300008121000636e-08,2.6452599805842123e-07
1656,4.300008121000636e-08,2.6452599805842123e-07,4.300008121000636e-08,2.6452599805842123e-07
1657,4.300008121000636e-08,3.201348631267008e-07,4.300008121000636e-08,3.201348631267008e-07
1658,0.0,4.2736613181659777e-07,0.0,4.2736613181659777e-07
1659,3.2167185232927816e-08,3.716947349273271e-07,3.2167185232927816e-08,3.716947349273271e-07
1660,3.2167185232927816e-08,2.2094317841947486e-07,3.2167185232927816e-08,2.2094317841947486e-07
1661,3.2167185232927816e-08,2.2094317841947486e-07,3.2167185232927816e-08,2.2094317841947486e-07
1662,7.276704496104815e-08,2.034399934862969e-07,7.276704496104815e-08,2.034399934862969e-07
1663,1.384620235610003e-07,2.6913497208624904e-07,1.384620235610003e-07,2.6913497208624904e-07
1664,1.777650047480555e-07,2.1352610701796948e-07,1.777650047480555e-07,2.1352610701796948e-07
1665,1.777650047480555e-07,1.0629483832807246e-07,1.777650047480555e-07,1.0629483832807246e-07
1666,1.4559781951512768e-07,1.0629483832807246e-07,1.4559781951512768e-07,1.0629483832807246e-07
1667,1.4559781951512768e-07,1.7119947009242814e-07,1.4559781951512768e-07,1.7119947009242814e-07
1668,1.4559781951512768e-07,1.7119947009242814e-07,1.4559781951512768e-07,1.7119947009242814e-07
1669,1.3495205207293891e-07,1.9050779493617093e-07,1.3495205207293891e-07,1.9050779493617093e-07
1670,6.925707347298677e-08,1.248128163362188e-07,6.925707347298677e-08,1.248128163362188e-07
1671,2.995409228593157e-08,1.6392300900796336e-07,2.995409228593157e-08,1.6392300900796336e-07
1672,5.4554693714895363e-08,1.6392300900796336e-07,5.4554693714895363e-08,1.6392300900796336e-07
1673,7.929756407065724e-08,1.6392300900796336e-07,7.929756407065724e-08,1.6392300900796336e-07
1674,1.4435861268274103e-07,9.90183772436077e-08,1.4435861268274103e-07,9.90183772436077e-08
1675,1.4435861268274103e-07,9.90183772436077e-08,1.4435861268274103e-07,9.90183772436077e-08
1676,1.5735103074478373e-07,8.205670301971882e-08,1.5735103074478373e-07,8.205670301971882e-08
1677,1.5735103074478373e-07,1.1564290096950052e-07,1.5735103074478373e-07,1.1564290096950052e-07
1678,1.7726960217195093e-07,9.645127972492316e-08,1.7726960217195093e-07,9.645127972492316e-08
1679,1.5266900074298713e-07,9.645127972492316e-08,1.5266900074298713e-07,9.645127972492316e-08
1680,2.0033384576631112e-07,1.1455320856969462e-07,2.0033384576631112e-07,1.1455320856969462e-07
1681,1.352727971542273e-07,1.369290560303073e-07,1.352727971542273e-07,1.369290560303073e-07
1682,1.554338301243011e-07,1.369290560303073e-07,1.554338301243011e-07,1.369290560303073e-07
1683,1.566217763736079e-07,9.398254568233305e-08,1.566217763736079e-07,9.398254568233305e-08
1684,2.1506493551117144e-07,6.039634773255134e-08,2.1506493551117144e-07,6.039634773255134e-08
1685,2.557638611376335e-07,6.068360797988654e-08,2.557638611376335e-07,6.068360797988654e-08
1686,2.833930677427686e-07,6.068360797988654e-08,2.833930677427686e-07,6.068360797988654e-08
1687,2.5218544205277536e-07,4.258167913511508e-08,2.5218544205277536e-07,4.258167913511508e-08
1688,4.851433337600091e-07,2.0205831674502406e-08,4.851433337600091e-07,2.0205831674502406e-08
1689,4.965534705953749e-07,5.1777001479942035e-08,4.965534705953749e-07,5.1777001479942035e-08
1690,4.731893048821283e-07,7.254729236397647e-08,4.731893048821283e-07,7.254729236397647e-08
1691,4.147461457445648e-07,1.21479398477017e-07,4.147461457445648e-07,1.21479398477017e-07
1692,4.251327863715103e-07,1.0127356680251459e-07,4.251327863715103e-07,1.0127356680251459e-07
1693,4.2885477366131196e-07,1.0127356680251459e-07,4.2885477366131196e-07,1.0127356680251459e-07
1694,4.1204023456690007e-07,1.2565911739719532e-07,4.1204023456690007e-07,1.2565911739719532e-07
1695,2.56616360161388e-07,1.56672724317884e-07,2.56616360161388e-07,1.56672724317884e-07
1696,2.565370818631761e-07,1.2510155451244437e-07,2.565370818631761e-07,1.2510155451244437e-07
1697,2.725021671169868e-07,1.4106663976625506e-07,2.725021671169868e-07,1.4106663976625506e-07
1698,3.347297905520463e-07,1.232483453707443e-07,3.347297905520463e-07,1.232483453707443e-07
1699,6.558118721094226e-07,1.363178857413264e-07,6.558118721094226e-07,1.363178857413264e-07
1700,6.634542363112164e-07,1.75311443838057e-07,6.634542363112164e-07,1.75311443838057e-07
1701,6.874024823641125e-07,1.70259411902407e-07,6.874024823641125e-07,1.70259411902407e-07
1702,6.218536248476474e-07,1.7520128535254897e-07,6.218536248476474e-07,1.7520128535254897e-07
1703,6.455677815811864e-07,1.9728370505488003e-07,6.455677815811864e-07,1.9728370505488003e-07
1704,6.348177044352659e-07,1.865336279089596e-07,6.348177044352659e-07,1.865336279089596e-07
1705,6.275369110702351e-07,1.8289323122644419e-07,6.275369110702351e-07,1.8289323122644419e-07
1706,3.1297837515304696e-07,2.0304983853033525e-07,3.1297837515304696e-07,2.0304983853033525e-07
1707,2.9828972308061044e-07,2.491234474583897e-07,2.9828972308061044e-07,2.491234474583897e-07
1708,2.596017937759955e-07,2.6837339817120665e-07,2.596017937759955e-07,2.6837339817120665e-07
1709,2.836916844931433e-07,2.4444293395780345e-07,2.836916844931433e-07,2.4444293395780345e-07
1710,2.2848563625237667e-07,2.3957553756710173e-07,2.2848563625237667e-07,2.3957553756710173e-07
1711,2.2188499469523647e-07,2.3297489600996153e-07,2.2188499469523647e-07,2.3297489600996153e-07
1712,6.232018055892954e-07,2.3809174162384546e-07,6.232018055892954e-07,2.3809174162384546e-07
1713,6.105822133609504e-07,2.1568360913144196e-07,6.105822133609504e-07,2.1568360913144196e-07
1714,6.245637495437352e-07,1.497596632101964e-07,6.245637495437352e-07,1.497596632101964e-07
1715,6.715296478887467e-07,1.3382090051956246e-07,6.715296478887467e-07,1.3382090051956246e-07
1716,6.443095555498855e-07,1.6607067517985081e-07,6.443095555498855e-07,1.6607067517985081e-07
1717,6.595923665031478e-07,1.9470408371294719e-07,6.595923665031478e-07,1.9470408371294719e-07
1718,6.479494655106269e-07,1.9080293916268992e-07,6.479494655106269e-07,1.9080293916268992e-07
1719,2.0485556666877918e-07,1.911370343269222e-07,2.0485556666877918e-07,1.911370343269222e-07
1720,1.6713085924737114e-07,3.0717481231639407e-07,1.6713085924737114e-07,3.0717481231639407e-07
1721,2.076849397220875e-07,3.0555170736436465e-07,2.076849397220875e-07,3.0555170736436465e-07
1722,1.819835208241979e-07,3.215449341707556e-07,1.819835208241979e-07,3.215449341707556e-07
1723,2.0400444406781e-07,2.8962049571288973e-07,2.0400444406781e-07,2.8962049571288973e-07
1724,2.1220531211594918e-07,3.2596494341825224e-07,2.1220531211594918e-07,3.2596494341825224e-07
1725,2.1181650871377705e-07,3.2518733661390797e-07,2.1181650871377705e-07,3.2518733661390797e-07
1726,2.6252174884738064e-07,2.922629808007774e-07,2.6252174884738064e-07,2.922629808007774e-07
1727,2.353383651763709e-07,1.790926193377475e-07,2.353383651763709e-07,1.790926193377475e-07
1728,1.888956435079438e-07,1.8101118217016066e-07,1.888956435079438e-07,1.8101118217016066e-07
1729,1.6435727344189998e-07,1.551172021306359e-07,1.6435727344189998e-07,1.551172021306359e-07
1730,1.4166462999501812e-07,1.509500877310594e-07,1.4166462999501812e-07,1.509500877310594e-07
1731,1.1818095099361667e-07,9.662416644573568e-08,1.1818095099361667e-07,9.662416644573568e-08
1732,1.4837914211593022e-07,1.0069383244675529e-07,1.4837914211593022e-07,1.0069383244675529e-07
1733,9.855369904292794e-08,1.1474337162959663e-07,9.855369904292794e-08,1.1474337162959663e-07
1734,1.1920062549717971e-07,1.2686659798889976e-07,1.1920062549717971e-07,1.2686659798889976e-07
1735,1.0620360311820929e-07,1.3329562317413286e-07,1.0620360311820929e-07,1.3329562317413286e-07
1736,1.2188092668452555e-07,1.3708864443628954e-07,1.2188092668452555e-07,1.3708864443628954e-07
1737,2.106004838456751e-07,1.5659191936785127e-07,2.106004838456751e-07,1.5659191936785127e-07
1738,2.545350140183343e-07,1.452004099178339e-07,2.545350140183343e-07,1.452004099178339e-07
1739,2.492930357383167e-07,1.2965575432336403e-07,2.492930357383167e-07,1.2965575432336403e-07
1740,2.5021805376874387e-07,1.3806805045289495e-07,2.5021805376874387e-07,1.3806805045289495e-07
1741,3.1275003716960524e-07,1.4196614677481583e-07,3.1275003716960524e-07,1.4196614677481583e-07
1742,3.0610400309732153e-07,1.224758148867165e-07,3.0610400309732153e-07,1.224758148867165e-07
1743,2.9368609639439977e-07,1.0593884017647984e-07,2.9368609639439977e-07,1.0593884017647984e-07
1744,2.012473616324379e-07,9.610856872248924e-08,2.012473616324379e-07,9.610856872248924e-08
1745,1.6362440748350438e-07,9.225627195519337e-08,1.6362440748350438e-07,9.225627195519337e-08
1746,1.4624917302593792e-07,1.1391524117649559e-07,1.4624917302593792e-07,1.1391524117649559e-07
1747,1.3959291931899186e-07,1.2888577164257446e-07,1.3959291931899186e-07,1.2888577164257446e-07
1748,6.369347309893264e-08,1.1373794452294663e-07,6.369347309893264e-08,1.1373794452294663e-07
1749,6.580456966633261e-08,1.2222641337140366e-07,6.580456966633261e-08,1.2222641337140366e-07
1750,7.596556526680485e-08,1.3542133915832112e-07,7.596556526680485e-08,1.3542133915832112e-07
1751,9.291633722747455e-08,1.3541079064387824e-07,9.291633722747455e-08,1.3541079064387824e-07
1752,1.021991218002378e-07,1.3448340955132414e-07,1.021991218002378e-07,1.3448340955132414e-07
1753,1.0235324765517362e-07,1.0959352384328927e-07,1.0235324765517362e-07,1.0959352384328927e-07
1754,9.821901285939865e-08,8.889743290702817e-08,9.821901285939865e-08,8.889743290702817e-08
1755,1.0249947252865305e-07,9.360504447743421e-08,1.0249947252865305e-07,9.360504447743421e-08
1756,1.0584645363361947e-07,1.1820031886600191e-07,1.0584645363361947e-07,1.1820031886600191e-07
1757,1.073699283133627e-07,1.232761326670178e-07,1.073699283133627e-07,1.232761326670178e-07
1758,1.0460060424171453e-07,1.3029111808496703e-07,1.0460060424171453e-07,1.3029111808496703e-07
1759,9.596383345110229e-08,1.3251052674182313e-07,9.596383345110229e-08,1.3251052674182313e-07
1760,8.619851017093489e-08,1.617855634857993e-07,8.619851017093489e-08,1.617855634857993e-07
1761,1.0977011655199931e-07,1.5615155847724183e-07,1.0977011655199931e-07,1.5615155847724183e-07
1762,1.1162310339532919e-07,1.4493276572531094e-07,1.1162310339532919e-07,1.4493276572531094e-07
1763,9.908763029134856e-08,1.1114899933772904e-07,9.908763029134856e-08,1.1114899933772904e-07
1764,9.182516486865617e-08,1.0131029881677023e-07,9.182516486865617e-08,1.0131029881677023e-07
1765,8.202188185789185e-08,1.0002888777600155e-07,8.202188185789185e-08,1.0002888777600155e-07
1766,7.50642920520152e-08,1.0311896910967075e-07,7.50642920520152e-08,1.0311896910967075e-07
1767,7.268606034520936e-08,1.710125110727339e-07,7.268606034520936e-08,1.710125110727339e-07
1768,5.0294810348207516e-08,1.9477900536912784e-07,5.0294810348207516e-08,1.9477900536912784e-07
1769,4.297441945157386e-08,1.9891629778255394e-07,4.297441945157386e-08,1.9891629778255394e-07
1770,4.8828756657063166e-08,2.1630232132403243e-07,4.8828756657063166e-08,2.1630232132403243e-07
1771,5.057122060796766e-08,2.1840085752598627e-07,5.057122060796766e-08,2.1840085752598627e-07
1772,9.181455189783655e-08,2.000937538834283e-07,9.181455189783655e-08,2.000937538834283e-07
1773,1.3333760559167525e-07,2.0644521013325955e-07,1.3333760559167525e-07,2.0644521013325955e-07
1774,1.3841049297168085e-07,1.1996648398491872e-07,1.3841049297168085e-07,1.1996648398491872e-07
1775,1.4460082452062905e-07,9.376378733756091e-08,1.4460082452062905e-07,9.376378733756091e-08
1776,1.4664541378043135e-07,1.0056533586829833e-07,1.4664541378043135e-07,1.0056533586829833e-07
1777,1.3511372744444217e-07,8.333806381496548e-08,1.3511372744444217e-07,8.333806381496548e-08
1778,1.2766129639122221e-07,9.783778155890235e-08,1.2766129639122221e-07,9.783778155890235e-08
1779,1.0063091084232059e-07,1.1049741845324337e-07,1.0063091084232059e-07,1.1049741845324337e-07
1780,5.9107857148481864e-08,1.0123554261554091e-07,5.9107857148481864e-08,1.0123554261554091e-07
1781,6.065305210459623e-08,1.0584582505706358e-07,6.065305210459623e-08,1.0584582505706358e-07
1782,5.988896286826925e-08,1.1444482542596493e-07,5.988896286826925e-08,1.1444482542596493e-07
1783,5.61010524385048e-08,1.4112482002052014e-07,5.61010524385048e-08,1.4112482002052014e-07
1784,6.109446865869878e-08,2.035320777947293e-07,6.109446865869878e-08,2.035320777947293e-07
1785,5.922352690796677e-08,1.8659239689863431e-07,5.922352690796677e-08,1.8659239689863431e-07
1786,6.029012463873837e-08,1.8072148070099763e-07,6.029012463873837e-08,1.8072148070099763e-07
1787,7.318154108101485e-08,1.8338548000786302e-07,7.318154108101485e-08,1.8338548000786302e-07
1788,7.015171681652127e-08,1.8115086573646166e-07,7.015171681652127e-08,1.8115086573646166e-07
1789,7.215828239688043e-08,1.8017318532364307e-07,7.215828239688043e-08,1.8017318532364307e-07
1790,8.217211393863571e-08,1.577084205450774e-07,8.217211393863571e-08,1.577084205450774e-07
1791,8.803835984037636e-08,1.0901245417471728e-07,8.803835984037636e-08,1.0901245417471728e-07
1792,1.0550763615161226e-07,1.107162006519502e-07,1.0550763615161226e-07,1.107162006519502e-07
1793,1.0110630910276086e-07,1.1837575795782738e-07,1.0110630910276086e-07,1.1837575795782738e-07
1794,9.719676289218374e-08,1.1359274359230248e-07,9.719676289218374e-08,1.1359274359230248e-07
1795,1.0710290102419354e-07,1.2792538736253585e-07,1.0710290102419354e-07,1.2792538736253585e-07
1796,1.3697293914966785e-07,1.211196161778259e-07,1.3697293914966785e-07,1.211196161778259e-07
1797,1.3961761879954793e-07,1.1095704317248029e-07,1.3961761879954793e-07,1.1095704317248029e-07
1798,1.4496034391900787e-07,1.5795516970586375e-07,1.4496034391900787e-07,1.5795516970586375e-07
1799,1.4264628284926012e-07,1.9802468642637905e-07,1.4264628284926012e-07,1.9802468642637905e-07
1800,1.360990862865817e-07,1.914774898637006e-07,1.360990862865817e-07,1.914774898637006e-07
1801,1.5729934586618454e-07,2.092194536982918e-07,1.5729934586618454e-07,2.092194536982918e-07
1802,1.6343504175405803e-07,1.9918636086556164e-07,1.6343504175405803e-07,1.9918636086556164e-07
1803,1.4007276811461062e-07,2.5744773474960833e-07,1.4007276811461062e-07,2.5744773474960833e-07
1804,1.4747126389888114e-07,2.642385307386316e-07,1.4747126389888114e-07,2.642385307386316e-07
1805,3.8471411098076456e-07,2.1509140424313955e-07,3.8471411098076456e-07,2.1509140424313955e-07
1806,3.837704148119363e-07,1.7686228354867645e-07,3.837704148119363e-07,1.7686228354867645e-07
1807,3.9151929343006486e-07,1.8691259384695513e-07,3.9151929343006486e-07,1.8691259384695513e-07
1808,3.949940991430724e-07,1.8826274482210336e-07,3.949940991430724e-07,1.8826274482210336e-07
1809,4.055287458218767e-07,2.653404231572105e-07,4.055287458218767e-07,2.653404231572105e-07
1810,4.287215895309211e-07,2.161221327615489e-07,4.287215895309211e-07,2.161221327615489e-07
1811,4.4814518064738097e-07,2.3613736439236683e-07,4.4814518064738097e-07,2.3613736439236683e-07
1812,2.340868080961757e-07,2.292421358772247e-07,2.340868080961757e-07,2.292421358772247e-07
1813,2.415298122774142e-07,2.3196185696048944e-07,2.415298122774142e-07,2.3196185696048944e-07
1814,2.5236932442242376e-07,2.540822155846659e-07,2.5236932442242376e-07,2.540822155846659e-07
1815,2.372538960214245e-07,2.3576156138460647e-07,2.372538960214245e-07,2.3576156138460647e-07
1816,2.2145037194474882e-07,1.6699212933092766e-07,2.2145037194474882e-07,1.6699212933092766e-07
1817,1.9882884925794186e-07,1.606331068160216e-07,1.9882884925794186e-07,1.606331068160216e-07
1818,1.936705850929294e-07,1.4083974113938374e-07,1.936705850929294e-07,1.4083974113938374e-07
1819,1.8193845262106022e-07,1.4341245499086393e-07,1.8193845262106022e-07,1.4341245499086393e-07
1820,1.7901631516841527e-07,1.4099713143065985e-07,1.7901631516841527e-07,1.4099713143065985e-07
1821,1.674376964696681e-07,1.2676334648631382e-07,1.674376964696681e-07,1.2676334648631382e-07
1822,1.6873444508291868e-07,1.4134044943960233e-07,1.6873444508291868e-07,1.4134044943960233e-07
1823,1.7881896699886317e-07,1.2507813705399583e-07,1.7881896699886317e-07,1.2507813705399583e-07
1824,1.7503705050460538e-07,1.2551974139439282e-07,1.7503705050460538e-07,1.2551974139439282e-07
1825,1.6472768241523488e-07,1.235740378595957e-07,1.6472768241523488e-07,1.235740378595957e-07
1826,1.7842883843448882e-07,1.2009651787333757e-07,1.7842883843448882e-07,1.2009651787333757e-07
1827,1.79994038213798e-07,1.2279725020951965e-07,1.79994038213798e-07,1.2279725020951965e-07
