ngram,Hess,Hes,Hess,Hes
1828,1.998605593403876e-07,1.1320133605100377e-07,1.998605593403876e-07,1.1320133605100377e-07
1829,3.080620396238893e-07,9.459095703537709e-08,3.080620396238893e-07,9.459095703537709e-08
1830,3.078335960740982e-07,1.0176294194609779e-07,3.078335960740982e-07,1.0176294194609779e-07
1831,3.4970546128728787e-07,1.0383301685124025e-07,3.4970546128728787e-07,1.0383301685124025e-07
1832,3.459514914538886e-07,9.49229560985389e-08,3.459514914538886e-07,9.49229560985389e-08
1833,3.431954342301781e-07,1.0182025127798105e-07,3.431954342301781e-07,1.0182025127798105e-07
1834,3.4715763165747505e-07,9.664922881061752e-08,3.4715763165747505e-07,9.664922881061752e-08
1835,3.347566165855044e-07,9.432141366362754e-08,3.347566165855044e-07,9.432141366362754e-08
1836,2.492015097134624e-07,1.0527343111529522e-07,2.492015097134624e-07,1.0527343111529522e-07
1837,2.7067292153658074e-07,1.0100362451177197e-07,2.7067292153658074e-07,1.0100362451177197e-07
1838,2.691113800372997e-07,9.953062272773292e-08,2.691113800372997e-07,9.953062272773292e-08
1839,3.3688075770247193e-07,1.0427826526081065e-07,3.3688075770247193e-07,1.0427826526081065e-07
1840,3.561797805267426e-07,9.836464747487688e-08,3.561797805267426e-07,9.836464747487688e-08
1841,3.9017679804536396e-07,1.0310124005335248e-07,3.9017679804536396e-07,1.0310124005335248e-07
1842,3.889221764958555e-07,9.388857234528456e-08,3.889221764958555e-07,9.388857234528456e-08
1843,3.8355273090928677e-07,8.740302450048278e-08,3.8355273090928677e-07,8.740302450048278e-08
1844,3.610984029884483e-07,8.51072690417303e-08,3.610984029884483e-07,8.51072690417303e-08
1845,3.409995648390967e-07,8.264785528971125e-08,3.409995648390967e-07,8.264785528971125e-08
1846,3.1658175560421243e-07,8.370478659409336e-08,3.1658175560421243e-07,8.370478659409336e-08
1847,3.268640520153505e-07,1.2269802088634867e-07,3.268640520153505e-07,1.2269802088634867e-07
1848,3.218537025467023e-07,1.219457347799237e-07,3.218537025467023e-07,1.219457347799237e-07
1849,3.5269240632780044e-07,1.2331104467680882e-07,3.5269240632780044e-07,1.2331104467680882e-07
1850,3.699777388581944e-07,1.2157081183009462e-07,3.699777388581944e-07,1.2157081183009462e-07
1851,3.97748887540469e-07,1.2617839116403828e-07,3.97748887540469e-07,1.2617839116403828e-07
1852,4.142292807175961e-07,1.2868058161887218e-07,4.142292807175961e-07,1.2868058161887218e-07
1853,3.8540784430551867e-07,1.234765128239295e-07,3.8540784430551867e-07,1.234765128239295e-07
1854,3.85808224986509e-07,8.511265698578946e-08,3.85808224986509e-07,8.511265698578946e-08
1855,3.889863811374588e-07,1.5046461397462606e-07,3.889863811374588e-07,1.5046461397462606e-07
1856,4.196709580485601e-07,1.5189816439585358e-07,4.196709580485601e-07,1.5189816439585358e-07
1857,4.3246582289871836e-07,1.548500502427227e-07,4.3246582289871836e-07,1.548500502427227e-07
1858,4.274787792318031e-07,1.5548997315103667e-07,4.274787792318031e-07,1.5548997315103667e-07
1859,4.7114372137002647e-07,1.5235712018985786e-07,4.7114372137002647e-07,1.5235712018985786e-07
1860,5.128240445628762e-07,1.6220093052814783e-07,5.128240445628762e-07,1.6220093052814783e-07
1861,5.06264890581016e-07,1.6138306640251748e-07,5.06264890581016e-07,1.6138306640251748e-07
1862,5.130713540373628e-07,1.040851945585278e-07,5.130713540373628e-07,1.040851945585278e-07
1863,5.000549094802409e-07,1.064455109453125e-07,5.000549094802409e-07,1.064455109453125e-07
1864,5.154643685857861e-07,1.0312073125565543e-07,5.154643685857861e-07,1.0312073125565543e-07
1865,5.396963242024608e-07,1.0130067197776174e-07,5.396963242024608e-07,1.0130067197776174e-07
1866,6.133906741264841e-07,1.0565274927947549e-07,6.133906741264841e-07,1.0565274927947549e-07
1867,5.895692579217991e-07,9.850069306237077e-08,5.895692579217991e-07,9.850069306237077e-08
1868,6.739018942880648e-07,1.0553889495668045e-07,6.739018942880648e-07,1.0553889495668045e-07
1869,6.956813202967689e-07,1.0220156302206565e-07,6.956813202967689e-07,1.0220156302206565e-07
1870,6.886968110718174e-07,1.0185141568237149e-07,6.886968110718174e-07,1.0185141568237149e-07
1871,6.768566273811822e-07,1.0677103087378523e-07,6.768566273811822e-07,1.0677103087378523e-07
1872,8.087478542100663e-07,1.053659620505901e-07,8.087478542100663e-07,1.053659620505901e-07
1873,7.365532610492664e-07,1.225747143150459e-07,7.365532610492664e-07,1.225747143150459e-07
1874,7.742184128086851e-07,1.2061760352415668e-07,7.742184128086851e-07,1.2061760352415668e-07
1875,7.22936026217472e-07,1.1674473248441635e-07,7.22936026217472e-07,1.1674473248441635e-07
1876,8.087384709857101e-07,1.1808579054266894e-07,8.087384709857101e-07,1.1808579054266894e-07
1877,8.612307575666429e-07,1.2116333282717407e-07,8.612307575666429e-07,1.2116333282717407e-07
1878,9.062526861011325e-07,1.1783995392176751e-07,9.062526861011325e-07,1.1783995392176751e-07
1879,8.057683089646162e-07,1.197307629549219e-07,8.057683089646162e-07,1.197307629549219e-07
1880,8.322934296042408e-07,1.0249290889013147e-07,8.322934296042408e-07,1.0249290889013147e-07
1881,8.748151166011147e-07,1.0386184864533529e-07,8.748151166011147e-07,1.0386184864533529e-07
1882,9.634723921538222e-07,1.015815018133383e-07,9.634723921538222e-07,1.015815018133383e-07
1883,9.566296301142887e-07,9.353830015308112e-08,9.566296301142887e-07,9.353830015308112e-08
1884,9.911249857655742e-07,8.937739335936255e-08,9.911249857655742e-07,8.937739335936255e-08
1885,1.0008640742853459e-06,8.945502218336645e-08,1.0008640742853459e-06,8.945502218336645e-08
1886,1.1025975449488864e-06,8.89324778898169e-08,1.1025975449488864e-06,8.89324778898169e-08
1887,1.19004634565759e-06,9.149011503950533e-08,1.19004634565759e-06,9.149011503950533e-08
1888,1.3195963463528772e-06,9.492749951180355e-08,1.3195963463528772e-06,9.492749951180355e-08
1889,1.299120486107443e-06,9.406498285053593e-08,1.299120486107443e-06,9.406498285053593e-08
1890,1.283259775521271e-06,9.668690381658962e-08,1.283259775521271e-06,9.668690381658962e-08
1891,1.3035200692814084e-06,9.435615006785675e-08,1.3035200692814084e-06,9.435615006785675e-08
1892,1.3584636755175389e-06,9.4019244199574e-08,1.3584636755175389e-06,9.4019244199574e-08
1893,1.3442782866539865e-06,9.467879737355491e-08,1.3442782866539865e-06,9.467879737355491e-08
1894,1.3310909707797691e-06,8.83984156985207e-08,1.3310909707797691e-06,8.83984156985207e-08
1895,1.3287005913298344e-06,8.406982995471221e-08,1.3287005913298344e-06,8.406982995471221e-08
1896,1.3903951574840384e-06,8.367349327694943e-08,1.3903951574840384e-06,8.367349327694943e-08
1897,1.4196487622289818e-06,8.165868540085544e-08,1.4196487622289818e-06,8.165868540085544e-08
1898,1.4797203513288487e-06,8.093256147796118e-08,1.4797203513288487e-06,8.093256147796118e-08
1899,1.4824283230804473e-06,8.286259247012953e-08,1.4824283230804473e-06,8.286259247012953e-08
1900,1.5063486671351711e-06,7.801098027877223e-08,1.5063486671351711e-06,7.801098027877223e-08
1901,1.522162408816387e-06,7.774984973301408e-08,1.522162408816387e-06,7.774984973301408e-08
1902,1.4884749361954164e-06,9.895624231148759e-08,1.4884749361954164e-06,9.895624231148759e-08
1903,1.5512597591233707e-06,1.0694779563534342e-07,1.5512597591233707e-06,1.0694779563534342e-07
1904,1.6746062588676329e-06,1.0741321229293785e-07,1.6746062588676329e-06,1.0741321229293785e-07
1905,1.7332080395655275e-06,1.0860225785336297e-07,1.7332080395655275e-06,1.0860225785336297e-07
1906,1.8375389864948893e-06,1.0458538010230508e-07,1.8375389864948893e-06,1.0458538010230508e-07
1907,1.9154831047022266e-06,1.080124718555453e-07,1.9154831047022266e-06,1.080124718555453e-07
1908,1.9788794328893085e-06,1.0870334981356272e-07,1.9788794328893085e-06,1.0870334981356272e-07
1909,2.100011020697171e-06,8.734736362774648e-08,2.100011020697171e-06,8.734736362774648e-08
1910,2.1687183107133023e-06,8.064449425709036e-08,2.1687183107133023e-06,8.064449425709036e-08
1911,2.2522054743084093e-06,8.001338410882194e-08,2.2522054743084093e-06,8.001338410882194e-08
1912,2.3585179990602356e-06,7.87761881123775e-08,2.3585179990602356e-06,7.87761881123775e-08
1913,2.4977454943707144e-06,8.168429742129644e-08,2.4977454943707144e-06,8.168429742129644e-08
1914,2.653422078375505e-06,8.079285456525603e-08,2.653422078375505e-06,8.079285456525603e-08
1915,2.742543204346605e-06,8.169827176678674e-08,2.742543204346605e-06,8.169827176678674e-08
1916,2.785776489742732e-06,8.355766060016581e-08,2.785776489742732e-06,8.355766060016581e-08
1917,2.7632006224718808e-06,8.18716878419374e-08,2.7632006224718808e-06,8.18716878419374e-08
1918,2.7967772179441193e-06,8.1639243936544e-08,2.7967772179441193e-06,8.1639243936544e-08
1919,2.838582141911112e-06,8.267938207089693e-08,2.838582141911112e-06,8.267938207089693e-08
1920,2.736762423540183e-06,8.311958156679924e-08,2.736762423540183e-06,8.311958156679924e-08
1921,2.698878461160348e-06,8.323102308947585e-08,2.698878461160348e-06,8.323102308947585e-08
1922,2.702580364452193e-06,8.301548401082723e-08,2.702580364452193e-06,8.301548401082723e-08
1923,2.608805484019935e-06,8.038812637778392e-08,2.608805484019935e-06,8.038812637778392e-08
1924,2.6707648105782156e-06,9.132866348896382e-08,2.6707648105782156e-06,9.132866348896382e-08
1925,2.581980457502401e-06,9.07864148302906e-08,2.581980457502401e-06,9.07864148302906e-08
1926,2.538266114372943e-06,9.153030841194518e-08,2.538266114372943e-06,9.153030841194518e-08
1927,2.6841255151209353e-06,9.098457809386673e-08,2.6841255151209353e-06,9.098457809386673e-08
1928,2.673583042321427e-06,8.963665314760355e-08,2.673583042321427e-06,8.963665314760355e-08
1929,2.702681968003162e-06,8.804326613796678e-08,2.702681968003162e-06,8.804326613796678e-08
1930,2.847447668890319e-06,8.628338221683407e-08,2.847447668890319e-06,8.628338221683407e-08
1931,2.845354726689818e-06,7.5033172310311e-08,2.845354726689818e-06,7.5033172310311e-08
1932,2.9052792537446033e-06,7.307224691999181e-08,2.9052792537446033e-06,7.307224691999181e-08
1933,2.8540363083655914e-06,6.938153061599093e-08,2.8540363083655914e-06,6.938153061599093e-08
1934,2.763642052221777e-06,6.848400957437661e-08,2.763642052221777e-06,6.848400957437661e-08
1935,2.7117793186854603e-06,6.856888897946842e-08,2.7117793186854603e-06,6.856888897946842e-08
1936,2.7571232814287735e-06,6.898529442927221e-08,2.7571232814287735e-06,6.898529442927221e-08
1937,2.740479690796097e-06,7.349077536998396e-08,2.740479690796097e-06,7.349077536998396e-08
1938,2.9347988207259083e-06,7.31399844815834e-08,2.9347988207259083e-06,7.31399844815834e-08
1939,3.045483481400879e-06,7.210675079249995e-08,3.045483481400879e-06,7.210675079249995e-08
1940,3.1124418455874547e-06,7.144077126700462e-08,3.1124418455874547e-06,7.144077126700462e-08
1941,3.162093370130086e-06,6.73539258652259e-08,3.162093370130086e-06,6.73539258652259e-08
1942,3.1981685424398165e-06,6.960642449728636e-08,3.1981685424398165e-06,6.960642449728636e-08
1943,3.272490143249992e-06,6.70800811722724e-08,3.272490143249992e-06,6.70800811722724e-08
1944,3.387617750507031e-06,6.211611694847566e-08,3.387617750507031e-06,6.211611694847566e-08
1945,3.2156666683087157e-06,7.293715904259962e-08,3.2156666683087157e-06,7.293715904259962e-08
1946,3.1638249181144473e-06,7.978939566198409e-08,3.1638249181144473e-06,7.978939566198409e-08
1947,3.1606474359640354e-06,8.206612989170026e-08,3.1606474359640354e-06,8.206612989170026e-08
1948,3.161722880966928e-06,9.301405207955732e-08,3.161722880966928e-06,9.301405207955732e-08
1949,3.131130564984882e-06,9.097741937580395e-08,3.131130564984882e-06,9.097741937580395e-08
1950,3.0312784734373314e-06,9.897134540486669e-08,3.0312784734373314e-06,9.897134540486669e-08
1951,2.9399133966632818e-06,1.0240128135917206e-07,2.9399133966632818e-06,1.0240128135917206e-07
1952,2.942434386048782e-06,9.527525942790557e-08,2.942434386048782e-06,9.527525942790557e-08
1953,2.9104498935339507e-06,9.065326216679231e-08,2.9104498935339507e-06,9.065326216679231e-08
1954,2.9385467184641e-06,1.0138844329178807e-07,2.9385467184641e-06,1.0138844329178807e-07
1955,2.9070886284898734e-06,9.595842799723999e-08,2.9070886284898734e-06,9.595842799723999e-08
1956,2.974641477391872e-06,9.79909862459343e-08,2.974641477391872e-06,9.79909862459343e-08
1957,2.9560544265093214e-06,9.424040773150669e-08,2.9560544265093214e-06,9.424040773150669e-08
1958,2.8563477566681935e-06,9.642212108116968e-08,2.8563477566681935e-06,9.642212108116968e-08
1959,2.835963057025635e-06,9.584968856708137e-08,2.835963057025635e-06,9.584968856708137e-08
1960,2.789979459651347e-06,1.0243026845760791e-07,2.789979459651347e-06,1.0243026845760791e-07
1961,2.709267521692839e-06,9.575875432281983e-08,2.709267521692839e-06,9.575875432281983e-08
1962,2.6944889798739624e-06,9.648964497241e-08,2.6944889798739624e-06,9.648964497241e-08
1963,2.6426241350106594e-06,9.650627674773204e-08,2.6426241350106594e-06,9.650627674773204e-08
1964,2.5863046175800264e-06,9.508597084309908e-08,2.5863046175800264e-06,9.508597084309908e-08
1965,2.591425072751008e-06,9.411863897769632e-08,2.591425072751008e-06,9.411863897769632e-08
1966,2.6163824518984517e-06,9.520614493599819e-08,2.6163824518984517e-06,9.520614493599819e-08
1967,2.6323566219486694e-06,9.196423178536861e-08,2.6323566219486694e-06,9.196423178536861e-08
1968,2.668424388372971e-06,9.093122039465535e-08,2.668424388372971e-06,9.093122039465535e-08
1969,2.6583289322193844e-06,9.057761677208223e-08,2.6583289322193844e-06,9.057761677208223e-08
1970,2.6942142799920736e-06,9.018274888766037e-08,2.6942142799920736e-06,9.018274888766037e-08
1971,2.7091834259148788e-06,9.560009419016882e-08,2.7091834259148788e-06,9.560009419016882e-08
1972,2.7213778009484358e-06,9.496065648103727e-08,2.7213778009484358e-06,9.496065648103727e-08
1973,2.6769323215246132e-06,9.218054332547711e-08,2.6769323215246132e-06,9.218054332547711e-08
1974,2.6305018049502645e-06,8.920155230336085e-08,2.6305018049502645e-06,8.920155230336085e-08
1975,2.590055633585767e-06,8.718521067001867e-08,2.590055633585767e-06,8.718521067001867e-08
1976,2.5766056036705516e-06,8.467858033814732e-08,2.5766056036705516e-06,8.467858033814732e-08
1977,2.4908910550688494e-06,8.270688413501506e-08,2.4908910550688494e-06,8.270688413501506e-08
1978,2.481034958431597e-06,7.62418405234452e-08,2.481034958431597e-06,7.62418405234452e-08
1979,2.4454985967687596e-06,7.490549031834754e-08,2.4454985967687596e-06,7.490549031834754e-08
1980,2.388985779232046e-06,7.720924344312152e-08,2.388985779232046e-06,7.720924344312152e-08
1981,2.3661812065256527e-06,7.661135522799409e-08,2.3661812065256527e-06,7.661135522799409e-08
1982,2.335329814481416e-06,8.187070526283996e-08,2.335329814481416e-06,8.187070526283996e-08
1983,2.327221799142925e-06,8.217566715984503e-08,2.327221799142925e-06,8.217566715984503e-08
1984,2.38368878464306e-06,8.555504190813476e-08,2.38368878464306e-06,8.555504190813476e-08
1985,2.3923271978024526e-06,8.766468693823168e-08,2.3923271978024526e-06,8.766468693823168e-08
1986,2.4192778969986e-06,8.920612109315179e-08,2.4192778969986e-06,8.920612109315179e-08
1987,2.4507300102933575e-06,8.738428241323553e-08,2.4507300102933575e-06,8.738428241323553e-08
1988,2.5291419335969423e-06,8.893826678299125e-08,2.5291419335969423e-06,8.893826678299125e-08
1989,2.567831578354734e-06,8.303599027418126e-08,2.567831578354734e-06,8.303599027418126e-08
1990,2.543425677816101e-06,9.160525036934684e-08,2.543425677816101e-06,9.160525036934684e-08
1991,2.4862372031618307e-06,8.83695453321057e-08,2.4862372031618307e-06,8.83695453321057e-08
1992,2.4415001332402298e-06,8.883030793478091e-08,2.4415001332402298e-06,8.883030793478091e-08
1993,2.405414826560965e-06,9.351410414280639e-08,2.405414826560965e-06,9.351410414280639e-08
1994,2.3689182333847773e-06,9.577010067524888e-08,2.3689182333847773e-06,9.577010067524888e-08
1995,2.2523852619217777e-06,9.703045833475699e-08,2.2523852619217777e-06,9.703045833475699e-08
1996,2.206147493260297e-06,9.778622914577032e-08,2.206147493260297e-06,9.778622914577032e-08
1997,2.169557936732807e-06,8.90826470367756e-08,2.169557936732807e-06,8.90826470367756e-08
1998,2.1748196884021e-06,9.112845386230869e-08,2.1748196884021e-06,9.112845386230869e-08
1999,2.1425168402596943e-06,9.237812394400993e-08,2.1425168402596943e-06,9.237812394400993e-08
2000,2.1124536228204046e-06,9.05862315952228e-08,2.1124536228204046e-06,9.05862315952228e-08
2001,2.0609747772531203e-06,9.4245599768783e-08,2.0609747772531203e-06,9.4245599768783e-08
2002,2.037421024527118e-06,9.89506889124771e-08,2.037421024527118e-06,9.89506889124771e-08
2003,1.9843473962412517e-06,1.057539498512077e-07,1.9843473962412517e-06,1.057539498512077e-07
2004,1.9776988275615234e-06,1.1092967103617671e-07,1.9776988275615234e-06,1.1092967103617671e-07
2005,1.9350436559761874e-06,1.2030220476942433e-07,1.9350436559761874e-06,1.2030220476942433e-07
2006,1.910101933130396e-06,1.2391992194287533e-07,1.910101933130396e-06,1.2391992194287533e-07
2007,1.8764761437393775e-06,1.3020964826994585e-07,1.8764761437393775e-06,1.3020964826994585e-07
2008,1.8853930084463042e-06,1.295952917043256e-07,1.8853930084463042e-06,1.295952917043256e-07
2009,1.941097528807794e-06,1.2640993166509622e-07,1.941097528807794e-06,1.2640993166509622e-07
2010,1.958275902325113e-06,1.2464672392655173e-07,1.958275902325113e-06,1.2464672392655173e-07
2011,1.9710549200421416e-06,1.2668460515539793e-07,1.9710549200421416e-06,1.2668460515539793e-07
2012,1.9661203590918116e-06,1.2008293737153508e-07,1.9661203590918116e-06,1.2008293737153508e-07
2013,2.0172578355673717e-06,1.2127493168431362e-07,2.0172578355673717e-06,1.2127493168431362e-07
2014,1.994049560900229e-06,1.174575672280298e-07,1.994049560900229e-06,1.174575672280298e-07
2015,1.9465863455739703e-06,1.260248743457331e-07,1.9465863455739703e-06,1.260248743457331e-07
2016,1.8716036720434204e-06,1.319673533625324e-07,1.8716036720434204e-06,1.319673533625324e-07
2017,1.8574656147999728e-06,1.347519867541299e-07,1.8574656147999728e-06,1.347519867541299e-07
2018,1.8112646102963481e-06,1.3523050625963152e-07,1.8112646102963481e-06,1.3523050625963152e-07
2019,1.778116370587668e-06,1.4198507969354068e-07,1.778116370587668e-06,1.4198507969354068e-07
