ngram,Ferguson,Fergson
1990,5.0416711668991155e-06,4.1506929639366167e-10
1991,4.996959367937441e-06,4.366584197398485e-10
1992,5.042606712127703e-06,3.888953286385848e-10
1993,4.9976884578687276e-06,3.708734549626566e-10
1994,5.034439514669689e-06,3.955956118240067e-10
1995,5.0279904826311395e-06,3.9762851741390447e-10
1996,5.00698888572515e-06,3.759226184309382e-10
1997,4.936698847554258e-06,3.3901555769005094e-10
1998,4.924306787350881e-06,2.9643402217021427e-10
1999,4.890524126364783e-06,3.2427797550368554e-10
2000,4.874171476590813e-06,2.9746031629925996e-10
2001,4.851150931374702e-06,2.6649172749479023e-10
2002,4.836295050024221e-06,2.197446510468889e-10
2003,4.8807152909700695e-06,2.294995542812777e-10
2004,4.859034886197021e-06,2.317221870733783e-10
2005,4.880723996133643e-06,2.3345400414407994e-10
2006,4.87378182307501e-06,2.2526403956454492e-10
2007,4.839217776212276e-06,2.0484378677425903e-10
2008,4.822902870468429e-06,1.9602442486681733e-10
2009,4.748245113920088e-06,2.516661839242167e-10
2010,4.695169601680911e-06,2.390583584263187e-10
2011,4.683465119472073e-06,2.3703761374362284e-10
2012,4.707727709631269e-06,2.6559322201842e-10
2013,4.811610649215124e-06,2.7298875065235555e-10
2014,4.961496220598097e-06,3.1421193028410444e-10
2015,4.939029167871922e-06,2.987574651954919e-10
2016,4.972075268077398e-06,2.574125416789284e-10
2017,5.0076931377892224e-06,2.66881146811689e-10
2018,5.09116525790887e-06,2.8776059590729374e-10
2019,5.060933858658245e-06,2.6625323820694824e-10
