ngram,Oil,Oil,Ol,Ol
1550,1.6721853009065463e-05,1.6721853009065463e-05,3.277141201708998e-06,3.277141201708998e-06
1551,5.593458776534785e-06,5.593458776534785e-06,3.277141201708998e-06,3.277141201708998e-06
1552,7.0356807749963735e-06,7.0356807749963735e-06,3.277141201708998e-06,3.277141201708998e-06
1553,7.0356807749963735e-06,7.0356807749963735e-06,3.277141201708998e-06,3.277141201708998e-06
1554,7.0356807749963735e-06,7.0356807749963735e-06,0.0,0.0
1555,2.583552713986137e-06,2.583552713986137e-06,0.0,0.0
1556,2.583552713986137e-06,2.583552713986137e-06,1.0408762786287947e-06,1.0408762786287947e-06
1557,2.043207002446122e-06,2.043207002446122e-06,1.0408762786287947e-06,1.0408762786287947e-06
1558,2.043207002446122e-06,2.043207002446122e-06,1.0408762786287947e-06,1.0408762786287947e-06
1559,6.009850039845333e-07,6.009850039845333e-07,1.0408762786287947e-06,1.0408762786287947e-06
1560,6.009850039845333e-07,6.009850039845333e-07,1.0408762786287947e-06,1.0408762786287947e-06
1561,6.009850039845333e-07,6.009850039845333e-07,1.0408762786287947e-06,1.0408762786287947e-06
1562,0.0,0.0,1.0408762786287947e-06,1.0408762786287947e-06
1563,0.0,0.0,0.0,0.0
1564,0.0,0.0,0.0,0.0
1565,0.0,0.0,0.0,0.0
1566,0.0,0.0,0.0,0.0
1567,0.0,0.0,0.0,0.0
1568,0.0,0.0,0.0,0.0
1569,0.0,0.0,0.0,0.0
1570,0.0,0.0,0.0,0.0
1571,0.0,0.0,0.0,0.0
1572,0.0,0.0,0.0,0.0
1573,0.0,0.0,0.0,0.0
1574,0.0,0.0,5.447115459641541e-07,5.447115459641541e-07
1575,0.0,0.0,5.447115459641541e-07,5.447115459641541e-07
1576,0.0,0.0,9.953919938457797e-07,9.953919938457797e-07
1577,0.0,0.0,9.953919938457797e-07,9.953919938457797e-07
1578,3.6136965978325212e-06,3.6136965978325212e-06,1.2363051057816068e-06,1.2363051057816068e-06
1579,3.6136965978325212e-06,3.6136965978325212e-06,1.2363051057816068e-06,1.2363051057816068e-06
1580,3.6136965978325212e-06,3.6136965978325212e-06,1.2363051057816068e-06,1.2363051057816068e-06
1581,3.6136965978325212e-06,3.6136965978325212e-06,6.915935598174526e-07,6.915935598174526e-07
1582,3.6136965978325212e-06,3.6136965978325212e-06,6.915935598174526e-07,6.915935598174526e-07
1583,3.6136965978325212e-06,3.6136965978325212e-06,4.812244144756863e-07,4.812244144756863e-07
1584,3.6136965978325212e-06,3.6136965978325212e-06,4.812244144756863e-07,4.812244144756863e-07
1585,0.0,0.0,2.403113025398592e-07,2.403113025398592e-07
1586,7.188938460395937e-07,7.188938460395937e-07,9.59205148579453e-07,9.59205148579453e-07
1587,7.188938460395937e-07,7.188938460395937e-07,9.59205148579453e-07,9.59205148579453e-07
1588,7.188938460395937e-07,7.188938460395937e-07,1.6287109636843006e-06,1.6287109636843006e-06
1589,7.188938460395937e-07,7.188938460395937e-07,1.6287109636843006e-06,1.6287109636843006e-06
1590,7.188938460395937e-07,7.188938460395937e-07,1.3883996611444412e-06,1.3883996611444412e-06
1591,9.854273100375264e-07,9.854273100375264e-07,1.3883996611444412e-06,1.3883996611444412e-06
1592,9.854273100375264e-07,9.854273100375264e-07,1.3883996611444412e-06,1.3883996611444412e-06
1593,2.6653346399793267e-07,2.6653346399793267e-07,6.695058151048475e-07,6.695058151048475e-07
1594,2.6653346399793267e-07,2.6653346399793267e-07,6.695058151048475e-07,6.695058151048475e-07
1595,1.1681276451521886e-06,1.1681276451521886e-06,0.0,0.0
1596,1.5889640962996054e-06,1.5889640962996054e-06,4.2083645114741687e-07,4.2083645114741687e-07
1597,1.9521503743037883e-06,1.9521503743037883e-06,4.2083645114741687e-07,4.2083645114741687e-07
1598,1.9510204083417193e-06,1.9510204083417193e-06,5.093042838260382e-07,5.093042838260382e-07
1599,3.719687599966294e-06,3.719687599966294e-06,6.272154320998067e-07,6.272154320998067e-07
1600,3.719687599966294e-06,3.719687599966294e-06,7.337215168133428e-07,7.337215168133428e-07
1601,3.9150114616859355e-06,3.9150114616859355e-06,9.290453785329841e-07,9.290453785329841e-07
1602,3.117817998697449e-06,3.117817998697449e-06,1.0334460966987535e-06,1.0334460966987535e-06
1603,2.696981547550032e-06,2.696981547550032e-06,6.126096455513366e-07,6.126096455513366e-07
1604,2.6743359090427736e-06,2.6743359090427736e-06,6.126096455513366e-07,6.126096455513366e-07
1605,2.746243077516348e-06,2.746243077516348e-06,5.241418128727153e-07,5.241418128727153e-07
1606,1.057655993008666e-06,1.057655993008666e-06,4.863107717158397e-07,4.863107717158397e-07
1607,1.057655993008666e-06,1.057655993008666e-06,3.798046870023037e-07,3.798046870023037e-07
1608,1.062009727905076e-06,1.062009727905076e-06,3.841584218987139e-07,3.841584218987139e-07
1609,9.576090097393068e-07,9.576090097393068e-07,4.6843168125373526e-07,4.6843168125373526e-07
1610,9.576090097393068e-07,9.576090097393068e-07,4.6843168125373526e-07,4.6843168125373526e-07
1611,1.7436034584404427e-06,1.7436034584404427e-06,5.708439597843348e-07,5.708439597843348e-07
1612,1.4062927919310044e-06,1.4062927919310044e-06,5.708439597843348e-07,5.708439597843348e-07
1613,1.3262126848141115e-06,1.3262126848141115e-06,4.907638526674418e-07,4.907638526674418e-07
1614,1.655822432309963e-06,1.655822432309963e-06,4.907638526674418e-07,4.907638526674418e-07
1615,1.4561448356939114e-06,1.4561448356939114e-06,2.9108625605139035e-07,2.9108625605139035e-07
1616,1.4561448356939114e-06,1.4561448356939114e-06,1.0241227853059951e-07,1.0241227853059951e-07
1617,1.4561448356939114e-06,1.4561448356939114e-06,2.2595361315325135e-07,2.2595361315325135e-07
1618,3.296097474958515e-07,3.296097474958515e-07,1.2354133462265183e-07,1.2354133462265183e-07
1619,4.421442473098328e-07,4.421442473098328e-07,1.2354133462265183e-07,1.2354133462265183e-07
1620,4.421442473098328e-07,4.421442473098328e-07,1.1309304730795183e-06,1.1309304730795183e-06
1621,1.1253449981398132e-07,1.1253449981398132e-07,1.3093484686318594e-06,1.3093484686318594e-06
1622,1.1253449981398132e-07,1.1253449981398132e-07,1.3796968768734326e-06,1.3796968768734326e-06
1623,1.1253449981398132e-07,1.1253449981398132e-07,1.3796968768734326e-06,1.3796968768734326e-06
1624,1.1253449981398132e-07,1.1253449981398132e-07,1.2561555422507809e-06,1.2561555422507809e-06
1625,1.1253449981398132e-07,1.1253449981398132e-07,1.6714789938175402e-06,1.6714789938175402e-06
1626,0.0,0.0,1.6714789938175402e-06,1.6714789938175402e-06
1627,6.390853611394829e-07,6.390853611394829e-07,6.640898553606738e-07,6.640898553606738e-07
1628,7.701086133238277e-07,7.701086133238277e-07,5.511834859005051e-07,5.511834859005051e-07
1629,9.351673010574554e-07,9.351673010574554e-07,4.808350776589318e-07,4.808350776589318e-07
1630,1.0214162996037755e-06,1.0214162996037755e-06,4.808350776589318e-07,4.808350776589318e-07
1631,1.0214162996037755e-06,1.0214162996037755e-06,4.808350776589318e-07,4.808350776589318e-07
1632,1.2962947023100111e-06,1.2962947023100111e-06,6.55116260921724e-08,6.55116260921724e-08
1633,1.2962947023100111e-06,1.2962947023100111e-06,2.0260442365075244e-07,2.0260442365075244e-07
1634,7.806275042249971e-07,7.806275042249971e-07,2.0260442365075244e-07,2.0260442365075244e-07
1635,7.319239654991958e-07,7.319239654991958e-07,1.3709279755858006e-07,1.3709279755858006e-07
1636,7.405540957604119e-07,7.405540957604119e-07,1.3709279755858006e-07,1.3709279755858006e-07
1637,7.274652245671729e-07,7.274652245671729e-07,1.3709279755858006e-07,1.3709279755858006e-07
1638,7.948002616688297e-07,7.948002616688297e-07,2.0442783466023684e-07,2.0442783466023684e-07
1639,5.977920888459007e-07,5.977920888459007e-07,2.822980645435434e-07,2.822980645435434e-07
1640,8.034081986352248e-07,8.034081986352248e-07,2.4801332187962544e-07,2.4801332187962544e-07
1641,1.1577667342927661e-06,1.1577667342927661e-06,2.4801332187962544e-07,2.4801332187962544e-07
1642,2.3708450019707276e-06,2.3708450019707276e-06,2.4801332187962544e-07,2.4801332187962544e-07
1643,2.197156183975884e-06,2.197156183975884e-06,4.286582152092576e-07,4.286582152092576e-07
1644,3.04061073766856e-06,3.04061073766856e-06,5.203196816897357e-07,5.203196816897357e-07
1645,3.071509362533626e-06,3.071509362533626e-06,5.021014755714402e-07,5.021014755714402e-07
1646,2.99363913265032e-06,2.99363913265032e-06,4.2423124568813364e-07,4.2423124568813364e-07
1647,4.868934037663816e-06,4.868934037663816e-06,3.2142319079347157e-07,3.2142319079347157e-07
1648,4.620403517817197e-06,4.620403517817197e-06,3.2142319079347157e-07,3.2142319079347157e-07
1649,3.403233311668633e-06,3.403233311668633e-06,4.778787407693536e-07,4.778787407693536e-07
1650,4.1059554973799095e-06,4.1059554973799095e-06,2.972338474397215e-07,2.972338474397215e-07
1651,3.318341059964171e-06,3.318341059964171e-06,2.055723809592434e-07,2.055723809592434e-07
1652,3.387121580544772e-06,3.387121580544772e-06,1.5645554997588208e-07,1.5645554997588208e-07
1653,3.6132489234270385e-06,3.6132489234270385e-06,3.8258289285814886e-07,3.8258289285814886e-07
1654,3.0257326264810606e-06,3.0257326264810606e-06,5.070324472658935e-07,5.070324472658935e-07
1655,2.912692536938266e-06,2.912692536938266e-06,6.232385365884901e-07,6.232385365884901e-07
1656,3.0610014099303432e-06,3.0610014099303432e-06,5.573976490528107e-07,5.573976490528107e-07
1657,2.4973013848596437e-06,2.4973013848596437e-06,6.130065141210903e-07,6.130065141210903e-07
1658,2.7972262159892125e-06,2.7972262159892125e-06,7.738534130956915e-07,7.738534130956915e-07
1659,2.6945464039077445e-06,2.6945464039077445e-06,7.738534130956915e-07,7.738534130956915e-07
1660,3.3503418462389945e-06,3.3503418462389945e-06,5.477260702134248e-07,5.477260702134248e-07
1661,3.4693969114739176e-06,3.4693969114739176e-06,4.2327651580568014e-07,4.2327651580568014e-07
1662,3.474990401335682e-06,3.474990401335682e-06,3.0707042648308356e-07,3.0707042648308356e-07
1663,3.3141487319556162e-06,3.3141487319556162e-06,3.4784572124278513e-07,3.4784572124278513e-07
1664,3.646762329318725e-06,3.646762329318725e-06,3.315398373615608e-07,3.315398373615608e-07
1665,3.394203722401861e-06,3.394203722401861e-06,3.0296778520875834e-07,3.0296778520875834e-07
1666,4.008992099053492e-06,4.008992099053492e-06,4.2281297396584705e-07,4.2281297396584705e-07
1667,4.847042029203814e-06,4.847042029203814e-06,4.5526528984802486e-07,4.5526528984802486e-07
1668,3.847137252575651e-06,3.847137252575651e-06,4.5526528984802486e-07,4.5526528984802486e-07
1669,4.354373637787441e-06,4.354373637787441e-06,5.451275646756975e-07,5.451275646756975e-07
1670,4.713819521384721e-06,4.713819521384721e-06,4.910359438424296e-07,4.910359438424296e-07
1671,4.907057067222402e-06,4.907057067222402e-06,5.299533479988636e-07,5.299533479988636e-07
1672,5.271903838937371e-06,5.271903838937371e-06,5.206815042616395e-07,5.206815042616395e-07
1673,6.497982147785868e-06,6.497982147785868e-06,4.5032205621607447e-07,4.5032205621607447e-07
1674,5.949108331801004e-06,5.949108331801004e-06,4.5040026463993854e-07,4.5040026463993854e-07
1675,5.9542962844716385e-06,5.9542962844716385e-06,6.906297613795687e-07,6.906297613795687e-07
1676,6.785441720629544e-06,6.785441720629544e-06,6.866605072478446e-07,6.866605072478446e-07
1677,6.964852445889846e-06,6.964852445889846e-06,6.765345667807716e-07,6.765345667807716e-07
1678,9.745891897442302e-06,9.745891897442302e-06,6.779884671459513e-07,6.779884671459513e-07
1679,9.619970504510483e-06,9.619970504510483e-06,7.626313873743129e-07,7.626313873743129e-07
1680,8.131113807913997e-06,8.131113807913997e-06,8.941649432309922e-07,8.941649432309922e-07
1681,8.638203488382195e-06,8.638203488382195e-06,8.840102663855629e-07,8.840102663855629e-07
1682,1.0560760691597742e-05,1.0560760691597742e-05,7.445859304360576e-07,7.445859304360576e-07
1683,1.669170592322189e-05,1.669170592322189e-05,7.028273663373901e-07,7.028273663373901e-07
1684,1.6496256453787544e-05,1.6496256453787544e-05,7.817628743721019e-07,7.817628743721019e-07
1685,1.4080841083341511e-05,1.4080841083341511e-05,7.829119153614426e-07,7.829119153614426e-07
1686,1.4743088286195416e-05,1.4743088286195416e-05,6.857828184690464e-07,6.857828184690464e-07
1687,1.548034648684344e-05,1.548034648684344e-05,5.871637012790285e-07,5.871637012790285e-07
1688,1.6690835731684013e-05,1.6690835731684013e-05,5.647878538184159e-07,5.647878538184159e-07
1689,1.6171100436882364e-05,1.6171100436882364e-05,4.955538628337308e-07,4.955538628337308e-07
1690,9.743110077969114e-06,9.743110077969114e-06,5.968114403945687e-07,5.968114403945687e-07
1691,1.0826437184212928e-05,1.0826437184212928e-05,4.7516958951681385e-07,4.7516958951681385e-07
1692,1.0908337831746654e-05,1.0908337831746654e-05,4.89018440979245e-07,4.89018440979245e-07
1693,1.0771334603175222e-05,1.0771334603175222e-05,6.920135656888046e-07,6.920135656888046e-07
1694,1.0568768500109269e-05,1.0568768500109269e-05,7.31541139284023e-07,7.31541139284023e-07
1695,1.2270104629611264e-05,1.2270104629611264e-05,7.935683531254004e-07,7.935683531254004e-07
1696,1.1839890248666052e-05,1.1839890248666052e-05,8.40726910057908e-07,8.40726910057908e-07
1697,1.3894772824382276e-05,1.3894772824382276e-05,7.688056281754793e-07,7.688056281754793e-07
1698,1.646788158333428e-05,1.646788158333428e-05,8.273097396990384e-07,8.273097396990384e-07
1699,1.6714715716911348e-05,1.6714715716911348e-05,8.241243481929164e-07,8.241243481929164e-07
1700,1.7541887830572834e-05,1.7541887830572834e-05,5.626038078584575e-07,5.626038078584575e-07
1701,2.1279229518508407e-05,2.1279229518508407e-05,5.566771668392383e-07,5.566771668392383e-07
1702,1.970947570433574e-05,1.970947570433574e-05,5.665609137395222e-07,5.665609137395222e-07
1703,2.0073429368494544e-05,2.0073429368494544e-05,5.209548175701327e-07,5.209548175701327e-07
1704,1.8466499178820023e-05,1.8466499178820023e-05,5.341017340145169e-07,5.341017340145169e-07
1705,1.6406520444434136e-05,1.6406520444434136e-05,5.884986446095095e-07,5.884986446095095e-07
1706,1.6420635802205652e-05,1.6420635802205652e-05,6.299164486530831e-07,6.299164486530831e-07
1707,1.755736411723774e-05,1.755736411723774e-05,6.629922048822274e-07,6.629922048822274e-07
1708,1.782696173384985e-05,1.782696173384985e-05,6.62741501043586e-07,6.62741501043586e-07
1709,1.6634504001038814e-05,1.6634504001038814e-05,7.110806978159547e-07,7.110806978159547e-07
1710,1.604019663708251e-05,1.604019663708251e-05,8.673223257054425e-07,8.673223257054425e-07
1711,1.7249575518820037e-05,1.7249575518820037e-05,8.679356174720201e-07,8.679356174720201e-07
1712,1.6927846315541372e-05,1.6927846315541372e-05,7.414319621748941e-07,7.414319621748941e-07
1713,1.763155770666864e-05,1.763155770666864e-05,8.897957540300792e-07,8.897957540300792e-07
1714,1.6430868137311855e-05,1.6430868137311855e-05,8.334434176455423e-07,8.334434176455423e-07
1715,1.599051159116373e-05,1.599051159116373e-05,8.30916540905946e-07,8.30916540905946e-07
1716,1.6934311133809388e-05,1.6934311133809388e-05,7.63796132373175e-07,7.63796132373175e-07
1717,2.1198398956455223e-05,2.1198398956455223e-05,8.34238657075405e-07,8.34238657075405e-07
1718,2.255073806216907e-05,2.255073806216907e-05,9.250680983135291e-07,9.250680983135291e-07
1719,2.5423638622409533e-05,2.5423638622409533e-05,9.602987753558928e-07,9.602987753558928e-07
1720,2.541251693141281e-05,2.541251693141281e-05,8.874363451078742e-07,8.874363451078742e-07
1721,2.6757270461530425e-05,2.6757270461530425e-05,1.086483024437257e-06,1.086483024437257e-06
1722,2.4465196215065328e-05,2.4465196215065328e-05,1.011897426548915e-06,1.011897426548915e-06
1723,2.547280200815294e-05,2.547280200815294e-05,1.0760960265088215e-06,1.0760960265088215e-06
1724,2.211490235432783e-05,2.211490235432783e-05,9.571903132967106e-07,9.571903132967106e-07
1725,1.903033275344309e-05,1.903033275344309e-05,8.453064879176964e-07,8.453064879176964e-07
1726,1.8114476006303448e-05,1.8114476006303448e-05,1.112199791058239e-06,1.112199791058239e-06
1727,2.155692514601729e-05,2.155692514601729e-05,9.51692848210379e-07,9.51692848210379e-07
1728,2.50981376146748e-05,2.50981376146748e-05,8.146451762058859e-07,8.146451762058859e-07
1729,2.6147788568258485e-05,2.6147788568258485e-05,1.0627462034205694e-06,1.0627462034205694e-06
1730,2.6280168640369084e-05,2.6280168640369084e-05,1.1909149983629114e-06,1.1909149983629114e-06
1731,2.9538617906967245e-05,2.9538617906967245e-05,1.7118531973535158e-06,1.7118531973535158e-06
1732,3.1817466671262605e-05,3.1817466671262605e-05,1.7958811976573737e-06,1.7958811976573737e-06
1733,3.0122453998566406e-05,3.0122453998566406e-05,1.7568598147071107e-06,1.7568598147071107e-06
1734,2.9502227464815534e-05,2.9502227464815534e-05,1.8380040955889854e-06,1.8380040955889854e-06
1735,2.5641557580716574e-05,2.5641557580716574e-05,1.8248933721614385e-06,1.8248933721614385e-06
1736,2.7851125066393123e-05,2.7851125066393123e-05,1.6484009149410537e-06,1.6484009149410537e-06
1737,2.5898358087163486e-05,2.5898358087163486e-05,1.472120053287134e-06,1.472120053287134e-06
1738,2.3487593742694507e-05,2.3487593742694507e-05,1.1507723830358633e-06,1.1507723830358633e-06
1739,2.153888025142286e-05,2.153888025142286e-05,1.1685754657264624e-06,1.1685754657264624e-06
1740,2.1681969753574647e-05,2.1681969753574647e-05,1.3663079942359348e-06,1.3663079942359348e-06
1741,2.34362400338536e-05,2.34362400338536e-05,1.5224495330455414e-06,1.5224495330455414e-06
1742,2.660626666641162e-05,2.660626666641162e-05,1.5149975151221691e-06,1.5149975151221691e-06
1743,2.8219840195171336e-05,2.8219840195171336e-05,1.4818021603397419e-06,1.4818021603397419e-06
1744,3.2412494355022705e-05,3.2412494355022705e-05,1.5152592628250465e-06,1.5152592628250465e-06
1745,3.217671305070066e-05,3.217671305070066e-05,1.2378824253898659e-06,1.2378824253898659e-06
1746,4.513473907406608e-05,4.513473907406608e-05,1.224192061499707e-06,1.224192061499707e-06
1747,4.691379945143126e-05,4.691379945143126e-05,8.523131579555152e-07,8.523131579555152e-07
1748,4.970555372502921e-05,4.970555372502921e-05,6.1808457222209e-07,6.1808457222209e-07
1749,4.6308900761817184e-05,4.6308900761817184e-05,6.321732460686949e-07,6.321732460686949e-07
1750,4.0691694266570266e-05,4.0691694266570266e-05,6.37590383283688e-07,6.37590383283688e-07
1751,3.8751802873905816e-05,3.8751802873905816e-05,5.813158005756642e-07,5.813158005756642e-07
1752,3.738637730878379e-05,3.738637730878379e-05,6.27360565528891e-07,6.27360565528891e-07
1753,2.4664635930093937e-05,2.4664635930093937e-05,5.535129089041999e-07,5.535129089041999e-07
1754,2.2466068263124077e-05,2.2466068263124077e-05,5.206383661970904e-07,5.206383661970904e-07
1755,1.7825398572313134e-05,1.7825398572313134e-05,5.583081994180767e-07,5.583081994180767e-07
1756,1.593311169147325e-05,1.593311169147325e-05,6.13700080975832e-07,6.13700080975832e-07
1757,1.6032400188643286e-05,1.6032400188643286e-05,5.921342603544742e-07,5.921342603544742e-07
1758,1.2799705798118208e-05,1.2799705798118208e-05,5.954568150303073e-07,5.954568150303073e-07
1759,1.1881926703998552e-05,1.1881926703998552e-05,5.558721868835294e-07,5.558721868835294e-07
1760,1.1262541517810729e-05,1.1262541517810729e-05,5.472594588289732e-07,5.472594588289732e-07
1761,1.0878185808646127e-05,1.0878185808646127e-05,5.386012763405493e-07,5.386012763405493e-07
1762,7.474248572439787e-06,7.474248572439787e-06,5.358178246491921e-07,5.358178246491921e-07
1763,8.076232981173754e-06,8.076232981173754e-06,4.501209908929533e-07,4.501209908929533e-07
1764,7.3615033865540425e-06,7.3615033865540425e-06,4.454321193796724e-07,4.454321193796724e-07
1765,7.007464773778338e-06,7.007464773778338e-06,4.664485645987172e-07,4.664485645987172e-07
1766,7.5655475484381896e-06,7.5655475484381896e-06,5.533210704860332e-07,5.533210704860332e-07
1767,8.034916390897706e-06,8.034916390897706e-06,5.845217409777044e-07,5.845217409777044e-07
1768,7.575950153945346e-06,7.575950153945346e-06,6.093834120487632e-07,6.093834120487632e-07
1769,7.563282062099981e-06,7.563282062099981e-06,5.966510221761772e-07,5.966510221761772e-07
1770,9.793376323484284e-06,9.793376323484284e-06,5.974917160399076e-07,5.974917160399076e-07
1771,9.791194120875194e-06,9.791194120875194e-06,6.018289298026502e-07,6.018289298026502e-07
1772,1.0162782473344123e-05,1.0162782473344123e-05,6.101735842938589e-07,6.101735842938589e-07
1773,1.002195020711432e-05,1.002195020711432e-05,5.108193801918657e-07,5.108193801918657e-07
1774,9.441981806698355e-06,9.441981806698355e-06,4.5586613493599414e-07,4.5586613493599414e-07
1775,9.121380961525055e-06,9.121380961525055e-06,4.536008434895068e-07,4.536008434895068e-07
1776,8.861967866583395e-06,8.861967866583395e-06,5.161090825822612e-07,5.161090825822612e-07
1777,5.810778345351407e-06,5.810778345351407e-06,5.634653348352003e-07,5.634653348352003e-07
1778,6.0513852986332495e-06,6.0513852986332495e-06,5.835676972765214e-07,5.835676972765214e-07
1779,5.613393828493177e-06,5.613393828493177e-06,9.066699046148383e-07,9.066699046148383e-07
1780,5.345946906995128e-06,5.345946906995128e-06,8.942093724531983e-07,8.942093724531983e-07
1781,5.440646158863924e-06,5.440646158863924e-06,9.245182265463622e-07,9.245182265463622e-07
1782,5.440128786306429e-06,5.440128786306429e-06,9.68806671965337e-07,9.68806671965337e-07
1783,4.968488415865327e-06,4.968488415865327e-06,1.009330718813674e-06,1.009330718813674e-06
1784,5.284870310008825e-06,5.284870310008825e-06,9.538041751966375e-07,9.538041751966375e-07
1785,5.022179850909327e-06,5.022179850909327e-06,9.281671680128056e-07,9.281671680128056e-07
1786,6.291626505117165e-06,6.291626505117165e-06,6.171091878773691e-07,6.171091878773691e-07
1787,6.16315868943015e-06,6.16315868943015e-06,6.614262945601825e-07,6.614262945601825e-07
1788,5.628518043262634e-06,5.628518043262634e-06,7.358796908972311e-07,7.358796908972311e-07
1789,5.677285993702494e-06,5.677285993702494e-06,6.97961809237313e-07,6.97961809237313e-07
1790,5.681080925309548e-06,5.681080925309548e-06,6.201507939554826e-07,6.201507939554826e-07
1791,5.683902242838355e-06,5.683902242838355e-06,6.777983360604724e-07,6.777983360604724e-07
1792,6.102686029407778e-06,6.102686029407778e-06,7.381379500007565e-07,7.381379500007565e-07
1793,4.88711160479787e-06,4.88711160479787e-06,7.43641432368999e-07,7.43641432368999e-07
1794,4.9006307887923735e-06,4.9006307887923735e-06,7.644690721722977e-07,7.644690721722977e-07
1795,4.923679268488611e-06,4.923679268488611e-06,7.011031552143063e-07,7.011031552143063e-07
1796,4.8951896068112025e-06,4.8951896068112025e-06,6.849614188857751e-07,6.849614188857751e-07
1797,5.074948051385166e-06,5.074948051385166e-06,6.92644635234631e-07,6.92644635234631e-07
1798,5.005877710573259e-06,5.005877710573259e-06,6.66510524232373e-07,6.66510524232373e-07
1799,4.219677488695847e-06,4.219677488695847e-06,6.424717266132315e-07,6.424717266132315e-07
1800,4.5253682726200036e-06,4.5253682726200036e-06,6.693407336959873e-07,6.693407336959873e-07
1801,4.342334932516678e-06,4.342334932516678e-06,6.556807972758958e-07,6.556807972758958e-07
1802,4.402393447630207e-06,4.402393447630207e-06,6.590832656781589e-07,6.590832656781589e-07
1803,4.277602881432228e-06,4.277602881432228e-06,6.873041310687508e-07,6.873041310687508e-07
1804,4.113262645790071e-06,4.113262645790071e-06,6.883716261134915e-07,6.883716261134915e-07
1805,3.91823700088675e-06,3.91823700088675e-06,7.242513951106438e-07,7.242513951106438e-07
1806,3.955641886932426e-06,3.955641886932426e-06,8.038360387477692e-07,8.038360387477692e-07
1807,3.5322303639467075e-06,3.5322303639467075e-06,8.246995142664153e-07,8.246995142664153e-07
