ngram,Oil,Oil,Ol,Ol
1808,3.444934431432297e-06,3.444934431432297e-06,1.0253740064009825e-06,1.0253740064009825e-06
1809,3.2009520184926388e-06,3.2009520184926388e-06,1.0084592889013168e-06,1.0084592889013168e-06
1810,3.4233268836812514e-06,3.4233268836812514e-06,1.0337866375006603e-06,1.0337866375006603e-06
1811,3.3667185692008516e-06,3.3667185692008516e-06,1.1922614281242464e-06,1.1922614281242464e-06
1812,3.5030407486504245e-06,3.5030407486504245e-06,1.1916494275153257e-06,1.1916494275153257e-06
1813,3.570269200281473e-06,3.570269200281473e-06,1.2465398364318908e-06,1.2465398364318908e-06
1814,3.6045432807441102e-06,3.6045432807441102e-06,1.2285968620874752e-06,1.2285968620874752e-06
1815,3.882508021238859e-06,3.882508021238859e-06,1.0461431949287153e-06,1.0461431949287153e-06
1816,4.245366328957191e-06,4.245366328957191e-06,1.066572346124823e-06,1.066572346124823e-06
1817,4.115124771228043e-06,4.115124771228043e-06,1.0298133150042434e-06,1.0298133150042434e-06
1818,4.193620855273496e-06,4.193620855273496e-06,8.802708992204446e-07,8.802708992204446e-07
1819,4.109408726955215e-06,4.109408726955215e-06,8.7539923145284e-07,8.7539923145284e-07
1820,4.1651645850444245e-06,4.1651645850444245e-06,7.446782238470664e-07,7.446782238470664e-07
1821,4.285747601378327e-06,4.285747601378327e-06,7.18402312876216e-07,7.18402312876216e-07
1822,4.1942472372673886e-06,4.1942472372673886e-06,7.076211951633533e-07,7.076211951633533e-07
1823,4.022610482934397e-06,4.022610482934397e-06,6.936552706195341e-07,6.936552706195341e-07
1824,3.961182073908276e-06,3.961182073908276e-06,6.965532130769654e-07,6.965532130769654e-07
1825,3.763472607585884e-06,3.763472607585884e-06,6.706897823148341e-07,6.706897823148341e-07
1826,3.7424290115138447e-06,3.7424290115138447e-06,6.464272814810101e-07,6.464272814810101e-07
1827,3.5104203236967024e-06,3.5104203236967024e-06,6.791415379276649e-07,6.791415379276649e-07
1828,3.3253403281768053e-06,3.3253403281768053e-06,6.774115165951246e-07,6.774115165951246e-07
1829,6.417294571292587e-06,6.417294571292587e-06,7.437062582279655e-07,7.437062582279655e-07
1830,6.424009987832895e-06,6.424009987832895e-06,7.419775605350358e-07,7.419775605350358e-07
1831,6.373868018272333e-06,6.373868018272333e-06,8.352026270586066e-07,8.352026270586066e-07
1832,6.303726325183691e-06,6.303726325183691e-06,8.618765231663669e-07,8.618765231663669e-07
1833,6.167169138799571e-06,6.167169138799571e-06,9.03980971348314e-07,9.03980971348314e-07
1834,6.1925414424227454e-06,6.1925414424227454e-06,9.130788823443124e-07,9.130788823443124e-07
1835,6.0870096863904366e-06,6.0870096863904366e-06,9.188916903570186e-07,9.188916903570186e-07
1836,2.802354304419298e-06,2.802354304419298e-06,8.180199902848731e-07,8.180199902848731e-07
1837,2.7108263956116777e-06,2.7108263956116777e-06,8.527621844223177e-07,8.527621844223177e-07
1838,2.8157385583784034e-06,2.8157385583784034e-06,7.761281933328843e-07,7.761281933328843e-07
1839,3.0132664830619305e-06,3.0132664830619305e-06,7.403892742071808e-07,7.403892742071808e-07
1840,3.1742197279527318e-06,3.1742197279527318e-06,7.542445489759433e-07,7.542445489759433e-07
1841,3.2211178547316066e-06,3.2211178547316066e-06,7.063728812032163e-07,7.063728812032163e-07
1842,3.3392490357592967e-06,3.3392490357592967e-06,6.927005204358596e-07,6.927005204358596e-07
1843,3.492124863311931e-06,3.492124863311931e-06,6.947365136511507e-07,6.947365136511507e-07
1844,3.772496808908597e-06,3.772496808908597e-06,6.966088465430533e-07,6.966088465430533e-07
1845,3.793678648175306e-06,3.793678648175306e-06,6.765128302634236e-07,6.765128302634236e-07
1846,3.820119218289619e-06,3.820119218289619e-06,7.133453518041019e-07,7.133453518041019e-07
1847,3.98058487657441e-06,3.98058487657441e-06,6.605870664446099e-07,6.605870664446099e-07
1848,4.233874408652939e-06,4.233874408652939e-06,7.238807110557641e-07,7.238807110557641e-07
1849,4.431276368320271e-06,4.431276368320271e-06,7.116787677270102e-07,7.116787677270102e-07
1850,4.503990827028506e-06,4.503990827028506e-06,7.267719622307465e-07,7.267719622307465e-07
1851,4.508401226693033e-06,4.508401226693033e-06,6.990416717859002e-07,6.990416717859002e-07
1852,4.730553428089479e-06,4.730553428089479e-06,6.853650071596868e-07,6.853650071596868e-07
1853,4.831879648138836e-06,4.831879648138836e-06,6.346716077132442e-07,6.346716077132442e-07
1854,4.925585861721109e-06,4.925585861721109e-06,6.291319404486526e-07,6.291319404486526e-07
1855,5.099408229268322e-06,5.099408229268322e-06,5.672872833071909e-07,5.672872833071909e-07
1856,5.461896957318199e-06,5.461896957318199e-06,5.769516227311604e-07,5.769516227311604e-07
1857,5.8568029999150895e-06,5.8568029999150895e-06,5.680003758763113e-07,5.680003758763113e-07
1858,6.125969840858099e-06,6.125969840858099e-06,5.525865114058044e-07,5.525865114058044e-07
1859,6.346619816862845e-06,6.346619816862845e-06,5.535464424610836e-07,5.535464424610836e-07
1860,6.6071765364280765e-06,6.6071765364280765e-06,5.41582839527369e-07,5.41582839527369e-07
1861,6.895346554561651e-06,6.895346554561651e-06,5.368296253241819e-07,5.368296253241819e-07
1862,8.16881785275265e-06,8.16881785275265e-06,5.317852266476361e-07,5.317852266476361e-07
1863,8.510096514718108e-06,8.510096514718108e-06,5.206266280310956e-07,5.206266280310956e-07
1864,8.709200106490503e-06,8.709200106490503e-06,5.173597068213504e-07,5.173597068213504e-07
1865,8.784964198379644e-06,8.784964198379644e-06,5.241894273564997e-07,5.241894273564997e-07
1866,8.96874293435498e-06,8.96874293435498e-06,5.270311841546313e-07,5.270311841546313e-07
1867,9.157357193804014e-06,9.157357193804014e-06,5.554720538774356e-07,5.554720538774356e-07
1868,9.31339452238587e-06,9.31339452238587e-06,5.634982877771628e-07,5.634982877771628e-07
1869,8.216987355678742e-06,8.216987355678742e-06,5.641814807079624e-07,5.641814807079624e-07
1870,8.084057818840457e-06,8.084057818840457e-06,6.17073900294989e-07,6.17073900294989e-07
1871,8.125777250305483e-06,8.125777250305483e-06,6.459608162653499e-07,6.459608162653499e-07
1872,8.210727433574253e-06,8.210727433574253e-06,6.435650610520887e-07,6.435650610520887e-07
1873,8.217224473940274e-06,8.217224473940274e-06,6.703771191496344e-07,6.703771191496344e-07
1874,8.307755056843494e-06,8.307755056843494e-06,6.763296482859005e-07,6.763296482859005e-07
1875,8.626702895396323e-06,8.626702895396323e-06,6.775905002801405e-07,6.775905002801405e-07
1876,9.057420616695058e-06,9.057420616695058e-06,6.719883620982208e-07,6.719883620982208e-07
1877,9.294855252457118e-06,9.294855252457118e-06,6.698115596139229e-07,6.698115596139229e-07
1878,9.411755464887911e-06,9.411755464887911e-06,6.685951185707901e-07,6.685951185707901e-07
1879,9.702413730597722e-06,9.702413730597722e-06,6.819308201296995e-07,6.819308201296995e-07
1880,1.010687537927879e-05,1.010687537927879e-05,6.647833694322409e-07,6.647833694322409e-07
1881,1.033539683703566e-05,1.033539683703566e-05,6.683415157177868e-07,6.683415157177868e-07
1882,1.0323656429786102e-05,1.0323656429786102e-05,6.792195839417608e-07,6.792195839417608e-07
1883,1.0358271408352135e-05,1.0358271408352135e-05,6.851322820823822e-07,6.851322820823822e-07
1884,1.0697549831612768e-05,1.0697549831612768e-05,6.47443812340498e-07,6.47443812340498e-07
1885,1.1382182362597502e-05,1.1382182362597502e-05,6.311514815544277e-07,6.311514815544277e-07
1886,1.1886020729434676e-05,1.1886020729434676e-05,6.368521943451404e-07,6.368521943451404e-07
1887,1.2209776416836706e-05,1.2209776416836706e-05,6.466805838759424e-07,6.466805838759424e-07
1888,1.2548575926172947e-05,1.2548575926172947e-05,6.669873349502658e-07,6.669873349502658e-07
1889,1.3369903951700377e-05,1.3369903951700377e-05,7.037872121275411e-07,7.037872121275411e-07
1890,1.408757660621112e-05,1.408757660621112e-05,7.166376332991473e-07,7.166376332991473e-07
1891,1.4402287368804017e-05,1.4402287368804017e-05,7.242053275799012e-07,7.242053275799012e-07
1892,1.4440781732056556e-05,1.4440781732056556e-05,7.453154060905425e-07,7.453154060905425e-07
1893,1.4778190104282527e-05,1.4778190104282527e-05,7.4368051627971e-07,7.4368051627971e-07
1894,1.5223837960677753e-05,1.5223837960677753e-05,7.483903427133296e-07,7.483903427133296e-07
1895,1.5654396000692422e-05,1.5654396000692422e-05,7.558426692152612e-07,7.558426692152612e-07
1896,1.5513923504581078e-05,1.5513923504581078e-05,7.221074400019591e-07,7.221074400019591e-07
1897,1.610917037656431e-05,1.610917037656431e-05,7.230687515402678e-07,7.230687515402678e-07
1898,1.6721006821691325e-05,1.6721006821691325e-05,7.285777883225819e-07,7.285777883225819e-07
1899,1.7633961761021055e-05,1.7633961761021055e-05,7.43301581808607e-07,7.43301581808607e-07
1900,1.835155437999804e-05,1.835155437999804e-05,7.51178747902616e-07,7.51178747902616e-07
1901,1.9272664108679498e-05,1.9272664108679498e-05,7.544845256493968e-07,7.544845256493968e-07
1902,2.0262657666795087e-05,2.0262657666795087e-05,7.53403201412896e-07,7.53403201412896e-07
1903,2.1627494269133812e-05,2.1627494269133812e-05,7.547043391501315e-07,7.547043391501315e-07
1904,2.242291936584349e-05,2.242291936584349e-05,7.584515710082737e-07,7.584515710082737e-07
1905,2.3703792976448312e-05,2.3703792976448312e-05,7.579181280042186e-07,7.579181280042186e-07
1906,2.527396567789505e-05,2.527396567789505e-05,7.350082163221876e-07,7.350082163221876e-07
1907,2.6472273280627894e-05,2.6472273280627894e-05,7.380924590246909e-07,7.380924590246909e-07
1908,2.7242870211401688e-05,2.7242870211401688e-05,7.349313558993995e-07,7.349313558993995e-07
1909,2.832335173609733e-05,2.832335173609733e-05,7.11700400708131e-07,7.11700400708131e-07
1910,2.9279725432778442e-05,2.9279725432778442e-05,7.197176858296319e-07,7.197176858296319e-07
1911,3.0385916813559432e-05,3.0385916813559432e-05,7.271669509074335e-07,7.271669509074335e-07
1912,3.1397671201765274e-05,3.1397671201765274e-05,7.115547029051023e-07,7.115547029051023e-07
1913,3.278873763130312e-05,3.278873763130312e-05,7.20051421662252e-07,7.20051421662252e-07
1914,3.495979035506025e-05,3.495979035506025e-05,7.215155538428267e-07,7.215155538428267e-07
1915,3.788853220092798e-05,3.788853220092798e-05,7.308416180811556e-07,7.308416180811556e-07
1916,4.149027829823483e-05,4.149027829823483e-05,7.487413427043066e-07,7.487413427043066e-07
1917,4.5374457840807736e-05,4.5374457840807736e-05,7.373231483143172e-07,7.373231483143172e-07
1918,5.051350100464853e-05,5.051350100464853e-05,7.401848165500269e-07,7.401848165500269e-07
1919,5.49718232442891e-05,5.49718232442891e-05,7.505785707248183e-07,7.505785707248183e-07
1920,5.941186983753661e-05,5.941186983753661e-05,7.380630222542095e-07,7.380630222542095e-07
1921,6.170735910667904e-05,6.170735910667904e-05,7.382881465543636e-07,7.382881465543636e-07
1922,6.38796211985339e-05,6.38796211985339e-05,7.242593125868422e-07,7.242593125868422e-07
1923,6.466411234993887e-05,6.466411234993887e-05,7.154758269020281e-07,7.154758269020281e-07
1924,6.496097142059755e-05,6.496097142059755e-05,7.132837091765915e-07,7.132837091765915e-07
1925,6.471217108940306e-05,6.471217108940306e-05,7.261765517796448e-07,7.261765517796448e-07
1926,6.376592188774209e-05,6.376592188774209e-05,7.305841173937162e-07,7.305841173937162e-07
1927,6.229551841637917e-05,6.229551841637917e-05,7.425968208605939e-07,7.425968208605939e-07
1928,6.280873640207574e-05,6.280873640207574e-05,7.512721497602927e-07,7.512721497602927e-07
1929,6.288702570600435e-05,6.288702570600435e-05,7.475632547279279e-07,7.475632547279279e-07
1930,6.456441665899806e-05,6.456441665899806e-05,7.537732845516334e-07,7.537732845516334e-07
1931,6.430873171276679e-05,6.430873171276679e-05,7.745950857237663e-07,7.745950857237663e-07
1932,6.262339853232593e-05,6.262339853232593e-05,7.629197398273391e-07,7.629197398273391e-07
1933,6.264698198979854e-05,6.264698198979854e-05,7.87632765358077e-07,7.87632765358077e-07
1934,6.123524612381257e-05,6.123524612381257e-05,7.979180054462631e-07,7.979180054462631e-07
1935,6.015639311434435e-05,6.015639311434435e-05,8.075193867236001e-07,8.075193867236001e-07
1936,5.9166862359104145e-05,5.9166862359104145e-05,8.347010163691136e-07,8.347010163691136e-07
1937,5.776719886593388e-05,5.776719886593388e-05,8.590524365510126e-07,8.590524365510126e-07
1938,5.74196341663732e-05,5.74196341663732e-05,8.590285135921607e-07,8.590285135921607e-07
1939,5.808551057790672e-05,5.808551057790672e-05,8.827386425634489e-07,8.827386425634489e-07
1940,5.861436511622742e-05,5.861436511622742e-05,8.993285892496974e-07,8.993285892496974e-07
1941,6.083618323568122e-05,6.083618323568122e-05,9.261533721525796e-07,9.261533721525796e-07
1942,6.138174960921918e-05,6.138174960921918e-05,9.284699444833677e-07,9.284699444833677e-07
1943,6.128007849578612e-05,6.128007849578612e-05,9.626974458244928e-07,9.626974458244928e-07
1944,6.040112202754244e-05,6.040112202754244e-05,9.750000669685375e-07,9.750000669685375e-07
1945,6.126108045074423e-05,6.126108045074423e-05,9.875561610377709e-07,9.875561610377709e-07
1946,6.116546553260247e-05,6.116546553260247e-05,1.0119598852855103e-06,1.0119598852855103e-06
1947,6.067677999713591e-05,6.067677999713591e-05,1.0179363048986749e-06,1.0179363048986749e-06
1948,6.0604816618641575e-05,6.0604816618641575e-05,1.0346256626040225e-06,1.0346256626040225e-06
1949,6.0579061287821136e-05,6.0579061287821136e-05,1.0673196015886788e-06,1.0673196015886788e-06
1950,6.057031454734637e-05,6.057031454734637e-05,1.0637014530142811e-06,1.0637014530142811e-06
1951,6.123397542978637e-05,6.123397542978637e-05,1.0586080228287237e-06,1.0586080228287237e-06
1952,6.198142416126627e-05,6.198142416126627e-05,1.0861516557270079e-06,1.0861516557270079e-06
1953,6.265013455829051e-05,6.265013455829051e-05,1.0853948262073182e-06,1.0853948262073182e-06
1954,6.324270829541742e-05,6.324270829541742e-05,1.0825719982676674e-06,1.0825719982676674e-06
1955,6.181861369571249e-05,6.181861369571249e-05,1.0777598618005868e-06,1.0777598618005868e-06
1956,6.102882096976308e-05,6.102882096976308e-05,1.0815035044028524e-06,1.0815035044028524e-06
1957,6.0631547967204824e-05,6.0631547967204824e-05,1.1078264736040313e-06,1.1078264736040313e-06
1958,5.840569584896522e-05,5.840569584896522e-05,1.177786121583527e-06,1.177786121583527e-06
1959,5.5125210825021244e-05,5.5125210825021244e-05,1.2126399399546374e-06,1.2126399399546374e-06
1960,5.216242321434298e-05,5.216242321434298e-05,1.248710386140114e-06,1.248710386140114e-06
1961,4.930709422166858e-05,4.930709422166858e-05,1.26877978345874e-06,1.26877978345874e-06
1962,4.654685835703276e-05,4.654685835703276e-05,1.3269842448997743e-06,1.3269842448997743e-06
1963,4.408209757197515e-05,4.408209757197515e-05,1.3367801524769414e-06,1.3367801524769414e-06
1964,4.162457532532114e-05,4.162457532532114e-05,1.3192210742220465e-06,1.3192210742220465e-06
1965,4.012090981372499e-05,4.012090981372499e-05,1.2813991198917002e-06,1.2813991198917002e-06
1966,3.887614937931565e-05,3.887614937931565e-05,1.282398622086995e-06,1.282398622086995e-06
1967,3.812273332316961e-05,3.812273332316961e-05,1.2951624382497227e-06,1.2951624382497227e-06
1968,3.7441572723244985e-05,3.7441572723244985e-05,1.3091787423036294e-06,1.3091787423036294e-06
1969,3.745665734251296e-05,3.745665734251296e-05,1.2652554914893699e-06,1.2652554914893699e-06
1970,3.866574479616247e-05,3.866574479616247e-05,1.265788357938748e-06,1.265788357938748e-06
1971,4.0668307130025437e-05,4.0668307130025437e-05,1.3543463605206592e-06,1.3543463605206592e-06
1972,4.2397633348757934e-05,4.2397633348757934e-05,1.4391860239421867e-06,1.4391860239421867e-06
1973,4.4002496516830956e-05,4.4002496516830956e-05,1.4594736675072845e-06,1.4594736675072845e-06
1974,4.5116685214452446e-05,4.5116685214452446e-05,1.4338985303246382e-06,1.4338985303246382e-06
1975,4.589357922668569e-05,4.589357922668569e-05,1.4640424329367567e-06,1.4640424329367567e-06
1976,4.759404483983027e-05,4.759404483983027e-05,1.5157885237775709e-06,1.5157885237775709e-06
1977,4.811932012671605e-05,4.811932012671605e-05,1.5241080453571548e-06,1.5241080453571548e-06
1978,4.7947180844078374e-05,4.7947180844078374e-05,1.5259784536933045e-06,1.5259784536933045e-06
1979,4.769286637643485e-05,4.769286637643485e-05,1.4455722034004533e-06,1.4455722034004533e-06
1980,4.7522929630109244e-05,4.7522929630109244e-05,1.4176661612249778e-06,1.4176661612249778e-06
1981,4.690239023018096e-05,4.690239023018096e-05,1.3989428972698598e-06,1.3989428972698598e-06
1982,4.649211041396484e-05,4.649211041396484e-05,1.3645140078161994e-06,1.3645140078161994e-06
1983,4.4948397511948966e-05,4.4948397511948966e-05,1.2964986970993259e-06,1.2964986970993259e-06
1984,4.2992113906491015e-05,4.2992113906491015e-05,1.280784723738699e-06,1.280784723738699e-06
1985,4.0797112887958065e-05,4.0797112887958065e-05,1.1812984439529828e-06,1.1812984439529828e-06
1986,3.920520560183961e-05,3.920520560183961e-05,1.1430545490449212e-06,1.1430545490449212e-06
1987,3.737162582443229e-05,3.737162582443229e-05,1.0998718055686498e-06,1.0998718055686498e-06
1988,3.623334487201646e-05,3.623334487201646e-05,1.064545813278528e-06,1.064545813278528e-06
1989,3.4746813201179195e-05,3.4746813201179195e-05,1.0255494901554942e-06,1.0255494901554942e-06
1990,3.3412696731310075e-05,3.3412696731310075e-05,9.98773925532857e-07,9.98773925532857e-07
1991,3.255666264781861e-05,3.255666264781861e-05,9.59392756223159e-07,9.59392756223159e-07
1992,3.1737129445121225e-05,3.1737129445121225e-05,9.39503122156436e-07,9.39503122156436e-07
1993,3.072328633736886e-05,3.072328633736886e-05,9.229263550228747e-07,9.229263550228747e-07
1994,2.9593694437478136e-05,2.9593694437478136e-05,9.113826584845291e-07,9.113826584845291e-07
1995,2.829912825421031e-05,2.829912825421031e-05,9.07271912962772e-07,9.07271912962772e-07
1996,2.716892829214755e-05,2.716892829214755e-05,8.905103316335174e-07,8.905103316335174e-07
1997,2.615799426816271e-05,2.615799426816271e-05,8.99662430648667e-07,8.99662430648667e-07
1998,2.5010183890117332e-05,2.5010183890117332e-05,9.138325042710806e-07,9.138325042710806e-07
1999,2.3934996404152897e-05,2.3934996404152897e-05,9.119757221144807e-07,9.119757221144807e-07
2000,2.29803091705045e-05,2.29803091705045e-05,9.153052522898568e-07,9.153052522898568e-07
2001,2.188794730630304e-05,2.188794730630304e-05,8.987955279085977e-07,8.987955279085977e-07
2002,2.119499887547655e-05,2.119499887547655e-05,8.886657708119725e-07,8.886657708119725e-07
2003,2.0415942604553754e-05,2.0415942604553754e-05,8.822290900362921e-07,8.822290900362921e-07
2004,1.984836853807792e-05,1.984836853807792e-05,8.467128671847084e-07,8.467128671847084e-07
2005,1.9187662993707428e-05,1.9187662993707428e-05,7.993520268558183e-07,7.993520268558183e-07
2006,1.836294619092119e-05,1.836294619092119e-05,7.602134977397717e-07,7.602134977397717e-07
2007,1.7262822569006986e-05,1.7262822569006986e-05,7.270255001198425e-07,7.270255001198425e-07
2008,1.644105071006509e-05,1.644105071006509e-05,6.980898124960991e-07,6.980898124960991e-07
2009,1.5208734112093225e-05,1.5208734112093225e-05,6.64397223967431e-07,6.64397223967431e-07
2010,1.415205718201053e-05,1.415205718201053e-05,6.443444411680892e-07,6.443444411680892e-07
2011,1.2925171696614207e-05,1.2925171696614207e-05,6.430311714211712e-07,6.430311714211712e-07
2012,1.2016431355732493e-05,1.2016431355732493e-05,6.224052932728747e-07,6.224052932728747e-07
2013,1.1459685213464712e-05,1.1459685213464712e-05,5.966717456625961e-07,5.966717456625961e-07
2014,1.0948937025594724e-05,1.0948937025594724e-05,5.58838170913337e-07,5.58838170913337e-07
2015,1.057745157595491e-05,1.057745157595491e-05,5.506173457498724e-07,5.506173457498724e-07
2016,1.0418523613355188e-05,1.0418523613355188e-05,5.687123924807176e-07,5.687123924807176e-07
2017,1.0303254536362752e-05,1.0303254536362752e-05,5.54265819611525e-07,5.54265819611525e-07
2018,1.0285658390785102e-05,1.0285658390785102e-05,5.268906818400865e-07,5.268906818400865e-07
2019,1.0120621709575062e-05,1.0120621709575062e-05,5.265813669552699e-07,5.265813669552699e-07
