ngram,SAP,SAP,SP,SP
1585,0.0,0.0,8.379627485867656e-07,8.379627485867656e-07
1586,0.0,0.0,8.379627485867656e-07,8.379627485867656e-07
1587,0.0,0.0,8.379627485867656e-07,8.379627485867656e-07
1588,0.0,0.0,2.1769743787964605e-06,2.1769743787964605e-06
1589,0.0,0.0,1.339011630209695e-06,1.339011630209695e-06
1590,0.0,0.0,1.339011630209695e-06,1.339011630209695e-06
1591,0.0,0.0,1.339011630209695e-06,1.339011630209695e-06
1592,0.0,0.0,1.339011630209695e-06,1.339011630209695e-06
1593,0.0,0.0,1.339011630209695e-06,1.339011630209695e-06
1594,0.0,0.0,1.339011630209695e-06,1.339011630209695e-06
1595,0.0,0.0,0.0,0.0
1596,0.0,0.0,0.0,0.0
1597,0.0,0.0,0.0,0.0
1598,0.0,0.0,6.635087369691714e-07,6.635087369691714e-07
1599,0.0,0.0,8.993310335167084e-07,8.993310335167084e-07
1600,0.0,0.0,8.993310335167084e-07,8.993310335167084e-07
1601,0.0,0.0,1.2899787569559912e-06,1.2899787569559912e-06
1602,2.0880143633153887e-07,2.0880143633153887e-07,1.7075816296190688e-06,1.7075816296190688e-06
1603,2.0880143633153887e-07,2.0880143633153887e-07,2.943911957637673e-06,2.943911957637673e-06
1604,2.0880143633153887e-07,2.0880143633153887e-07,3.114182277386135e-06,3.114182277386135e-06
1605,2.0880143633153887e-07,2.0880143633153887e-07,2.4506735404169637e-06,2.4506735404169637e-06
1606,2.0880143633153887e-07,2.0880143633153887e-07,2.615251771333403e-06,2.615251771333403e-06
1607,2.0880143633153887e-07,2.0880143633153887e-07,2.615251771333403e-06,2.615251771333403e-06
1608,2.0880143633153887e-07,2.0880143633153887e-07,2.22460404789412e-06,2.22460404789412e-06
1609,0.0,0.0,1.8070011752310426e-06,1.8070011752310426e-06
1610,0.0,0.0,5.706708472124384e-07,5.706708472124384e-07
1611,0.0,0.0,5.02812805994576e-07,5.02812805994576e-07
1612,0.0,0.0,7.718135342266968e-07,7.718135342266968e-07
1613,0.0,0.0,3.7141300676272036e-07,3.7141300676272036e-07
1614,0.0,0.0,3.7141300676272036e-07,3.7141300676272036e-07
1615,0.0,0.0,3.7141300676272036e-07,3.7141300676272036e-07
1616,0.0,0.0,3.7141300676272036e-07,3.7141300676272036e-07
1617,0.0,0.0,4.949543413853721e-07,4.949543413853721e-07
1618,0.0,0.0,3.9254206285477267e-07,3.9254206285477267e-07
1619,0.0,0.0,1.2354133462265183e-07,1.2354133462265183e-07
1620,0.0,0.0,1.2354133462265183e-07,1.2354133462265183e-07
1621,0.0,0.0,1.2354133462265183e-07,1.2354133462265183e-07
1622,0.0,0.0,1.2354133462265183e-07,1.2354133462265183e-07
1623,0.0,0.0,1.2354133462265183e-07,1.2354133462265183e-07
1624,0.0,0.0,2.986643851597494e-07,2.986643851597494e-07
1625,0.0,0.0,2.986643851597494e-07,2.986643851597494e-07
1626,0.0,0.0,2.986643851597494e-07,2.986643851597494e-07
1627,0.0,0.0,2.986643851597494e-07,2.986643851597494e-07
1628,0.0,0.0,3.641760112519218e-07,3.641760112519218e-07
1629,0.0,0.0,1.2719988019073623e-06,1.2719988019073623e-06
1630,0.0,0.0,2.565733836945583e-06,2.565733836945583e-06
1631,0.0,0.0,2.323749437696928e-06,2.323749437696928e-06
1632,0.0,0.0,2.323749437696928e-06,2.323749437696928e-06
1633,0.0,0.0,2.323749437696928e-06,2.323749437696928e-06
1634,0.0,0.0,2.323749437696928e-06,2.323749437696928e-06
1635,0.0,0.0,2.258237811604756e-06,2.258237811604756e-06
1636,0.0,0.0,1.3504150209493154e-06,1.3504150209493154e-06
1637,0.0,0.0,5.6679985911094784e-08,5.6679985911094784e-08
1638,0.0,0.0,0.0,0.0
1639,0.0,0.0,0.0,0.0
1640,0.0,0.0,0.0,0.0
1641,0.0,0.0,0.0,0.0
1642,0.0,0.0,0.0,0.0
1643,0.0,0.0,0.0,0.0
1644,0.0,0.0,1.8332293296095615e-07,1.8332293296095615e-07
1645,0.0,0.0,2.3243976394431748e-07,2.3243976394431748e-07
1646,0.0,0.0,2.3243976394431748e-07,2.3243976394431748e-07
1647,0.0,0.0,2.3243976394431748e-07,2.3243976394431748e-07
1648,0.0,0.0,2.3243976394431748e-07,2.3243976394431748e-07
1649,0.0,0.0,2.3243976394431748e-07,2.3243976394431748e-07
1650,0.0,0.0,2.3243976394431748e-07,2.3243976394431748e-07
1651,0.0,0.0,4.9116830983361326e-08,4.9116830983361326e-08
1652,0.0,0.0,0.0,0.0
1653,0.0,0.0,7.537577825392613e-08,7.537577825392613e-08
1654,0.0,0.0,1.5834215056591866e-07,1.5834215056591866e-07
1655,0.0,0.0,2.1644519522721695e-07,2.1644519522721695e-07
1656,4.530733122010133e-08,4.530733122010133e-08,3.070598576674196e-07,3.070598576674196e-07
1657,4.530733122010133e-08,4.530733122010133e-08,3.070598576674196e-07,3.070598576674196e-07
1658,4.530733122010133e-08,4.530733122010133e-08,3.6067549201236814e-07,3.6067549201236814e-07
1659,4.530733122010133e-08,4.530733122010133e-08,4.250098624782238e-07,4.250098624782238e-07
1660,4.530733122010133e-08,4.530733122010133e-08,3.4963408422429764e-07,3.4963408422429764e-07
1661,4.530733122010133e-08,4.530733122010133e-08,2.666677119123051e-07,2.666677119123051e-07
1662,4.530733122010133e-08,4.530733122010133e-08,2.4916452697912715e-07,2.4916452697912715e-07
1663,0.0,0.0,1.5854986453892446e-07,1.5854986453892446e-07
1664,3.9302981187055204e-08,3.9302981187055204e-08,5.122766830416887e-07,5.122766830416887e-07
1665,3.9302981187055204e-08,3.9302981187055204e-08,5.027526656574212e-07,5.027526656574212e-07
1666,3.9302981187055204e-08,3.9302981187055204e-08,4.384182951915656e-07,4.384182951915656e-07
1667,3.9302981187055204e-08,3.9302981187055204e-08,5.033229269559212e-07,5.033229269559212e-07
1668,3.9302981187055204e-08,3.9302981187055204e-08,5.470761428633913e-07,5.470761428633913e-07
1669,3.9302981187055204e-08,3.9302981187055204e-08,6.562467384745625e-07,6.562467384745625e-07
1670,3.9302981187055204e-08,3.9302981187055204e-08,6.562467384745625e-07,6.562467384745625e-07
1671,0.0,0.0,3.0251991997179826e-07,3.0251991997179826e-07
1672,2.4600601428963794e-08,2.4600601428963794e-08,2.584283030111172e-07,2.584283030111172e-07
1673,2.4600601428963794e-08,2.4600601428963794e-08,2.831711733668791e-07,2.831711733668791e-07
1674,2.4600601428963794e-08,2.4600601428963794e-08,2.1826654160252345e-07,2.1826654160252345e-07
1675,2.4600601428963794e-08,2.4600601428963794e-08,2.088318252292863e-07,2.088318252292863e-07
1676,2.4600601428963794e-08,2.4600601428963794e-08,1.4495439058594327e-07,1.4495439058594327e-07
1677,2.4600601428963794e-08,2.4600601428963794e-08,1.7854058853572496e-07,1.7854058853572496e-07
1678,4.4519172856131006e-08,4.4519172856131006e-08,1.7854058853572496e-07,1.7854058853572496e-07
1679,1.991857142716721e-08,1.991857142716721e-08,1.7854058853572496e-07,1.7854058853572496e-07
1680,1.991857142716721e-08,1.991857142716721e-08,1.90001575869506e-07,1.90001575869506e-07
1681,1.991857142716721e-08,1.991857142716721e-08,2.1237742333011867e-07,2.1237742333011867e-07
1682,1.991857142716721e-08,1.991857142716721e-08,2.587030556761809e-07,2.587030556761809e-07
1683,1.991857142716721e-08,1.991857142716721e-08,1.7281003498023244e-07,1.7281003498023244e-07
1684,1.991857142716721e-08,1.991857142716721e-08,1.9766699616801426e-07,1.9766699616801426e-07
1685,2.0205831674502406e-08,2.0205831674502406e-08,1.9766699616801426e-07,1.9766699616801426e-07
1686,4.7835038279637436e-08,4.7835038279637436e-08,1.9766699616801426e-07,1.9766699616801426e-07
1687,4.7835038279637436e-08,4.7835038279637436e-08,2.0266322816756395e-07,2.0266322816756395e-07
1688,4.7835038279637436e-08,4.7835038279637436e-08,1.8028738070695128e-07,1.8028738070695128e-07
1689,4.7835038279637436e-08,4.7835038279637436e-08,9.964324882665615e-08,9.964324882665615e-08
1690,4.7835038279637436e-08,4.7835038279637436e-08,1.4118383059472501e-07,1.4118383059472501e-07
1691,4.7835038279637436e-08,4.7835038279637436e-08,8.274067145716149e-08,8.274067145716149e-08
1692,2.762920660513503e-08,2.762920660513503e-08,1.0640871599727169e-07,1.0640871599727169e-07
1693,0.0,0.0,1.377599098922084e-07,1.377599098922084e-07
1694,0.0,0.0,1.209453707977965e-07,1.209453707977965e-07
1695,0.0,0.0,1.519589777184852e-07,1.519589777184852e-07
1696,0.0,0.0,1.519589777184852e-07,1.519589777184852e-07
1697,0.0,0.0,1.3245962041505015e-07,1.3245962041505015e-07
1698,0.0,0.0,2.3617232207990518e-07,2.3617232207990518e-07
1699,0.0,0.0,2.3864335828095916e-07,2.3864335828095916e-07
1700,0.0,0.0,2.4628572248275304e-07,2.4628572248275304e-07
1701,0.0,0.0,3.572348025012876e-07,3.572348025012876e-07
1702,0.0,0.0,4.940134346043124e-07,4.940134346043124e-07
1703,3.312363056855767e-08,3.312363056855767e-08,5.381782740089745e-07,5.381782740089745e-07
1704,3.312363056855767e-08,3.312363056855767e-08,5.334605828823311e-07,5.334605828823311e-07
1705,3.312363056855767e-08,3.312363056855767e-08,5.030103186040183e-07,5.030103186040183e-07
1706,4.419901346506906e-08,4.419901346506906e-08,8.091327146075855e-07,8.091327146075855e-07
1707,4.419901346506906e-08,4.419901346506906e-08,8.06596515547296e-07,8.06596515547296e-07
1708,4.419901346506906e-08,4.419901346506906e-08,7.001994869629666e-07,7.001994869629666e-07
1709,4.419901346506906e-08,4.419901346506906e-08,5.684822984416574e-07,5.684822984416574e-07
1710,1.1075382896511395e-08,1.1075382896511395e-08,6.103925735650202e-07,6.103925735650202e-07
1711,1.1075382896511395e-08,1.1075382896511395e-08,6.221460263792064e-07,6.221460263792064e-07
1712,1.1075382896511395e-08,1.1075382896511395e-08,1.1572351102781146e-06,1.1572351102781146e-06
1713,0.0,0.0,9.764258420221137e-07,9.764258420221137e-07
1714,0.0,0.0,1.0261129789666614e-06,1.0261129789666614e-06
1715,3.3967061036881726e-08,3.3967061036881726e-08,1.0084977302783824e-06,1.0084977302783824e-06
1716,3.3967061036881726e-08,3.3967061036881726e-08,1.0344073869207802e-06,1.0344073869207802e-06
1717,3.3967061036881726e-08,3.3967061036881726e-08,9.865393002834416e-07,9.865393002834416e-07
1718,3.3967061036881726e-08,3.3967061036881726e-08,1.0581051463580998e-06,1.0581051463580998e-06
1719,3.3967061036881726e-08,3.3967061036881726e-08,4.760931093171296e-07,4.760931093171296e-07
1720,5.2089317494262236e-08,5.2089317494262236e-08,4.514966939999405e-07,4.514966939999405e-07
1721,5.2089317494262236e-08,5.2089317494262236e-08,4.441927207007471e-07,4.441927207007471e-07
1722,2.5849843154901464e-08,2.5849843154901464e-08,4.560531274527031e-07,4.560531274527031e-07
1723,2.5849843154901464e-08,2.5849843154901464e-08,4.681705324368782e-07,4.681705324368782e-07
1724,2.5849843154901464e-08,2.5849843154901464e-08,5.062854577480331e-07,5.062854577480331e-07
1725,2.5849843154901464e-08,2.5849843154901464e-08,5.085839701126003e-07,5.085839701126003e-07
1726,3.223734117747361e-08,3.223734117747361e-08,1.2934567215389897e-06,1.2934567215389897e-06
1727,1.4115084720093104e-08,1.4115084720093104e-08,1.611377456356422e-06,1.611377456356422e-06
1728,2.0594644719754536e-08,2.0594644719754536e-08,1.6491690156986545e-06,1.6491690156986545e-06
1729,2.5611011470313575e-08,2.5611011470313575e-08,1.6451021857782116e-06,1.6451021857782116e-06
1730,2.5611011470313575e-08,2.5611011470313575e-08,1.6528324522369076e-06,1.6528324522369076e-06
1731,2.5611011470313575e-08,2.5611011470313575e-08,1.7228120278949582e-06,1.7228120278949582e-06
1732,4.4386583551516064e-08,4.4386583551516064e-08,1.6449047787351186e-06,1.6449047787351186e-06
1733,4.502385512036458e-08,4.502385512036458e-08,9.179897741010532e-07,9.179897741010532e-07
1734,6.567078157461634e-08,6.567078157461634e-08,5.145070990205827e-07,5.145070990205827e-07
1735,6.565814761724401e-08,6.565814761724401e-08,4.3667657426535046e-07,4.3667657426535046e-07
1736,5.2914194169164016e-08,5.2914194169164016e-08,5.719057440956021e-07,5.719057440956021e-07
1737,5.2914194169164016e-08,5.2914194169164016e-08,6.354275581900635e-07,6.354275581900635e-07
1738,5.2914194169164016e-08,5.2914194169164016e-08,5.715032764490908e-07,5.715032764490908e-07
1739,4.06004550614268e-08,4.06004550614268e-08,1.9680724148786666e-06,1.9680724148786666e-06
1740,3.3575685470006126e-08,3.3575685470006126e-08,2.041008026968224e-06,2.041008026968224e-06
1741,1.2928759015754362e-08,1.2928759015754362e-08,2.0413036289872773e-06,2.0413036289872773e-06
1742,2.5593949309105872e-08,2.5593949309105872e-08,2.372389669095095e-06,2.372389669095095e-06
1743,2.5593949309105872e-08,2.5593949309105872e-08,2.2373073562675927e-06,2.2373073562675927e-06
1744,2.5593949309105872e-08,2.5593949309105872e-08,2.2883718133113817e-06,2.2883718133113817e-06
1745,2.5593949309105872e-08,2.5593949309105872e-08,2.306979782572073e-06,2.306979782572073e-06
1746,1.9132116335640603e-08,1.9132116335640603e-08,1.029737881757293e-06,1.029737881757293e-06
1747,2.3291268088801838e-08,2.3291268088801838e-08,9.099374044093825e-07,9.099374044093825e-07
1748,2.693099990632878e-08,2.693099990632878e-08,9.411425898926089e-07,9.411425898926089e-07
1749,7.798883570688174e-09,7.798883570688174e-09,5.960313943985187e-07,5.960313943985187e-07
