ngram,Lennar,Lenar,Lenr
1796,0.0,2.102833970444148e-09,4.177118143441508e-09
1797,0.0,3.2656801707275918e-09,3.639193391080653e-09
1798,5.786566781296187e-10,3.2656801707275918e-09,4.217850069210272e-09
1799,5.786566781296187e-10,3.2656801707275918e-09,3.730357610111566e-09
1800,5.786566781296187e-10,3.2656801707275918e-09,2.7443354890164885e-09
1801,5.786566781296187e-10,2.267694603525732e-09,1.7463499218146288e-09
1802,5.786566781296187e-10,2.7018214015279388e-09,2.180476719816836e-09
1803,5.786566781296187e-10,2.7018214015279388e-09,2.8824766383296817e-09
1804,5.786566781296187e-10,4.341267980022069e-10,2.925708088495428e-09
1805,0.0,4.341267980022069e-10,2.3470514103658094e-09
1806,0.0,4.341267980022069e-10,2.2633820214882203e-09
1807,0.0,4.341267980022069e-10,2.2633820214882203e-09
1808,0.0,6.69489987257878e-10,2.734108399999562e-09
1809,0.0,4.162880040681216e-10,2.6618312316222567e-09
1810,2.17937652052009e-10,2.1597892204841938e-09,1.9598313131094105e-09
1811,2.17937652052009e-10,4.269244687929838e-09,1.3496762120622309e-09
1812,2.17937652052009e-10,8.32728519473136e-09,1.5883844715704397e-09
1813,2.17937652052009e-10,8.715244002667686e-09,1.0712842676444519e-09
1814,2.17937652052009e-10,9.760034669348272e-09,1.0712842676444519e-09
1815,2.17937652052009e-10,9.5246714800926e-09,6.0055788913311e-10
1816,2.17937652052009e-10,9.34374666528015e-09,4.2888097835052415e-10
1817,0.0,7.600245448864079e-09,9.429236915080098e-10
1818,1.790348662973023e-10,5.490789981418434e-09,1.1219585578053121e-09
1819,3.29332307456655e-10,1.583046915776265e-09,1.0335477394564562e-09
1820,3.29332307456655e-10,2.3742635952522004e-09,1.0335477394564562e-09
1821,4.57886561999743e-10,1.3294729285716146e-09,1.0335477394564562e-09
1822,4.57886561999743e-10,1.3294729285716146e-09,1.1583166410160978e-09
1823,4.57886561999743e-10,1.3294729285716146e-09,9.681439221737825e-10
1824,4.57886561999743e-10,3.073033145411281e-09,5.88221225696271e-10
1825,4.054685000452553e-10,3.832733955607839e-09,4.091863593989688e-10
1826,2.5517105888590256e-10,3.682436514448487e-09,2.5888891823961606e-10
1827,2.5517105888590256e-10,2.5032610270362252e-09,2.5888891823961606e-10
1828,1.266168043428146e-10,2.9445782637590614e-09,3.6921822742032514e-10
1829,1.266168043428146e-10,3.0148525422189566e-09,3.1472360432057856e-10
1830,1.266168043428146e-10,3.0148525422189566e-09,5.053326883925585e-10
1831,2.1951146456089532e-10,1.2712923253792902e-09,3.712126717125841e-10
1832,9.289466021808072e-11,5.967409740951065e-10,3.712126717125841e-10
1833,3.4032944716346133e-10,5.967409740951065e-10,5.361691963428378e-10
1834,3.4032944716346133e-10,6.798011677387552e-10,7.022895836301351e-10
1835,3.4032944716346133e-10,5.736175344241343e-10,6.757436753014798e-10
1836,3.4032944716346133e-10,9.537103329293473e-10,6.805305763357694e-10
1837,4.177708575906333e-10,1.2634759746380349e-09,8.771285523298137e-10
1838,3.2487619737255255e-10,1.2634759746380349e-09,1.0297800469492658e-09
1839,3.2487619737255255e-10,1.7087965645653673e-09,1.0297800469492658e-09
1840,7.744141042717193e-11,1.935554462738155e-09,9.404094883766083e-10
1841,7.744141042717193e-11,2.062427102116666e-09,8.442667120966973e-10
1842,1.3825685041268798e-10,1.7272934987084503e-09,8.821141912156755e-10
1843,1.3825685041268798e-10,1.998246251006768e-09,8.726275416545296e-10
1844,1.943811540299529e-10,3.4248349077360884e-09,6.189861956329423e-10
1845,2.6111991933776476e-10,4.225700059709173e-09,4.663347010134902e-10
1846,3.263404189736617e-10,3.82567101014126e-09,4.663347010134902e-10
1847,3.869458840645633e-10,4.083756832695684e-09,4.513542000467956e-10
1848,4.963212341113632e-10,4.748826800047925e-09,4.360642640628092e-10
1849,4.355057941258471e-10,4.8563058733083355e-09,3.6817292072198274e-10
1850,5.779155289241191e-10,4.277395778843182e-09,4.4500812558721595e-10
1851,4.443498148796822e-10,2.6803272696567556e-09,3.114424115427791e-10
1852,3.776110495718703e-10,1.879462117683671e-09,5.642502655587935e-10
1853,3.6064989090383344e-10,2.1833551791924523e-09,7.572876294302335e-10
1854,3.5054628644282104e-10,1.9510207576496033e-09,8.986896068588887e-10
1855,2.9367268537607213e-10,1.7060389450358165e-09,1.0015071787756418e-09
1856,3.930702945671121e-10,1.697957480966445e-09,9.974664467409561e-10
1857,3.950632400582878e-10,1.7962188799839192e-09,1.047593618995281e-09
1858,3.950632400582878e-10,1.6569330907323376e-09,1.047593618995281e-09
1859,3.950632400582878e-10,2.022509421844327e-09,9.775739305352614e-10
1860,4.0779910797412404e-10,1.7711609877148403e-09,9.065269844312138e-10
1861,3.5729724734423485e-10,1.5751383689429792e-09,7.045195419116571e-10
1862,3.6051376963084994e-10,1.056553923715699e-09,6.027325662381702e-10
1863,2.6111616043981e-10,1.0526320767415394e-09,6.485095238595306e-10
1864,1.6380860160377812e-10,8.119609429257935e-10,5.501628597137653e-10
1865,2.0803515259666076e-10,9.888671468973241e-10,5.501628597137653e-10
1866,2.5227477250057614e-10,8.002492954009962e-10,5.000935538695168e-10
1867,2.7770447846060213e-10,1.006175777616493e-09,4.645280509458465e-10
1868,3.673278744667893e-10,9.94500795207084e-10,6.885865369962321e-10
1869,3.511954893564706e-10,9.622360249864466e-10,7.120400380422609e-10
1870,3.511954893564706e-10,1.4580706919620212e-09,7.432736569081198e-10
1871,3.0410036790305487e-10,1.498646754313374e-09,8.113876634066994e-10
1872,3.008255271869891e-10,1.3217405503418433e-09,1.0980496274142532e-09
1873,2.565859072830737e-10,1.1447820707261818e-09,1.043348272857157e-09
1874,1.701609924393515e-10,9.148328206087797e-10,1.3940712314689359e-09
1875,1.206526267782948e-10,8.700211226056861e-10,1.3304728667990722e-09
1876,8.106674062194737e-11,1.1358371981058063e-09,1.3662970437573157e-09
1877,8.106674062194737e-11,7.19285135421442e-10,1.51920104274339e-09
1878,1.173521002595379e-10,9.327065944983052e-10,1.6834650261112115e-09
1879,1.11314203886183e-10,9.327065944983052e-10,1.606285937594265e-09
1880,1.11314203886183e-10,9.655932779541386e-10,1.7584752225780725e-09
1881,1.4287979926181597e-10,8.066304192049551e-10,1.5107209293065337e-09
1882,1.3517434790547408e-10,8.714495771825323e-10,1.479899123881166e-09
1883,2.3154222983379213e-10,1.2010369187282726e-09,1.4933936864913733e-09
1884,2.620531371265246e-10,1.331387633077671e-09,1.4578675647644194e-09
1885,2.2576777748893407e-10,1.4256694535237052e-09,1.3054390029283119e-09
1886,1.908539635854721e-10,1.4808466853548958e-09,1.3994308965616297e-09
1887,3.0138983769007714e-10,1.4479600018990624e-09,1.2244920434754748e-09
1888,3.5083276759907886e-10,1.5019656867438463e-09,1.1431098329810802e-09
1889,3.9693587702441645e-10,1.908222627530368e-09,1.091984205440052e-09
1890,3.511593753875124e-10,1.2336474381718127e-09,1.0646764541417347e-09
1891,3.974636255042542e-10,1.1077737140295442e-09,9.230094030357857e-10
1892,5.547647024301788e-10,7.594943721552941e-10,8.612276407899649e-10
1893,6.47011396840266e-10,9.118722086944229e-10,6.730612376961074e-10
1894,5.585672955911645e-10,1.0665146186829487e-09,7.061603920658196e-10
1895,4.775587703065298e-10,1.139536179703019e-09,7.251762682411059e-10
1896,4.5718735939916297e-10,6.878405067745064e-10,7.04804857333739e-10
1897,4.809029999616346e-10,7.064172619879778e-10,7.336593792801288e-10
1898,4.221260107335161e-10,6.173727441969947e-10,8.476971981506511e-10
1899,3.012527469544882e-10,6.173727441969947e-10,8.081949157531401e-10
1900,2.451472616174907e-10,4.4595888489976486e-10,9.097338041616102e-10
1901,2.23055488761987e-10,3.255898487327816e-10,9.070501492759928e-10
1902,2.5749206933323165e-10,4.2240037658101773e-10,9.177692256961173e-10
1903,1.4426040382106313e-09,6.261679746139797e-10,9.712019601236322e-10
1904,1.4475657200696546e-09,7.819823558527109e-10,1.0314095609333306e-09
1905,1.4752681378103561e-09,7.527789661462439e-10,1.0284076130367176e-09
1906,1.4698702969059445e-09,7.993239245099712e-10,1.126216834076591e-09
1907,1.5362803093158357e-09,1.1587374155424308e-09,1.1144720226040151e-09
1908,1.591178125767304e-09,1.9342068542054544e-09,1.0699619484062189e-09
1909,1.5843035633400504e-09,2.2340474192805715e-09,1.0149016825357548e-09
1910,3.6859809648959185e-10,2.024673285178873e-09,9.446493389107603e-10
1911,3.172852575910363e-10,1.9341497441348133e-09,8.522499809046228e-10
1912,2.715446716689789e-10,2.175858543935443e-09,7.396926602977669e-10
1913,2.834084554338899e-10,2.2436969375681593e-09,6.691132449697181e-10
1914,2.831726599237884e-10,1.906608195727839e-09,6.540251713221019e-10
1915,2.601522886003238e-10,1.1606202734992799e-09,6.925454257685918e-10
1916,3.0784958510959067e-10,6.519937972452158e-10,9.108966279671091e-10
1917,3.0823327422181887e-10,7.080485820669985e-10,9.813008342415434e-10
1918,2.802774104074654e-10,6.817019429109347e-10,9.26596026097824e-10
1919,3.086889038035017e-10,6.347091364394026e-10,1.0956064428706875e-09
1920,2.8899680267916294e-10,6.13132403975187e-10,1.018722665748127e-09
1921,2.710162015441751e-10,6.108896622685528e-10,8.849315129883755e-10
1922,2.391387564161716e-10,8.127990245140485e-10,1.046750864557617e-09
1923,1.884328863578842e-10,8.223006065748756e-10,8.930342695493262e-10
1924,2.5818753880889137e-10,8.013149925347105e-10,8.301514555140801e-10
1925,2.5818753880889137e-10,8.588199139942481e-10,7.870107383250208e-10
1926,2.29776045412855e-10,6.718853588573635e-10,5.858704513591765e-10
1927,2.5205114781038217e-10,6.472938712809295e-10,6.081455537567036e-10
1928,2.5895426874240306e-10,6.823086004922477e-10,6.431602829680218e-10
1929,2.5895426874240306e-10,4.4193014525628627e-10,4.2693311187923047e-10
1930,2.3440082414743253e-10,4.446040936206026e-10,3.8852202011163683e-10
1931,1.8918072267456613e-10,6.580911272273988e-10,4.97077022400459e-10
1932,1.8918072267456613e-10,5.430652495157823e-10,6.389364989470689e-10
1933,3.050165160128111e-10,5.669649967763948e-10,7.323377301407927e-10
1934,3.269433810983356e-10,6.110892407175581e-10,7.767324719917415e-10
1935,3.4681710281425637e-10,5.642959611489623e-10,8.188285208606974e-10
1936,4.096293978620277e-10,5.808850285702962e-10,9.819796087384702e-10
1937,5.442839076267144e-10,5.761000525834297e-10,1.0301669596733477e-09
1938,9.92119656270266e-10,3.3552220922241e-10,9.38025649218791e-10
1939,1.0419077069366368e-09,4.3509831055515187e-10,1.0700004612499266e-09
1940,1.2871775986348207e-09,6.261555758018439e-10,9.336236050134466e-10
1941,1.219773976268712e-09,5.689733406644137e-10,1.1195378176097138e-09
1942,1.2082944922386929e-09,6.241608579189111e-10,1.1605601460010613e-09
1943,1.2527488213454063e-09,7.968192415410056e-10,1.0793898850122323e-09
1944,1.1750082771845781e-09,9.261474047989842e-10,1.0171495768667477e-09
1945,7.497841910833866e-10,9.231645745463471e-10,1.0082010841262955e-09
1946,6.999961404170157e-10,9.228770981544493e-10,8.336554204893939e-10
1947,3.554474314088856e-10,7.550500284527115e-10,9.237609883377169e-10
1948,3.7254743139631634e-10,7.511928876554766e-10,6.650752765973473e-10
1949,2.8992141029185857e-10,7.025791912537319e-10,5.757497613588316e-10
1950,2.3341471414425486e-10,1.0633251323095244e-09,5.361630385701335e-10
1951,3.2544263910733966e-10,1.126692824355529e-09,4.909537181558526e-10
1952,2.8173285529905657e-10,1.2177110510412449e-09,4.503294076926448e-10
1953,2.974220919152845e-10,1.4165179109047544e-09,5.07933154861703e-10
1954,3.824768032052133e-10,1.9393211243239658e-09,5.081619718270782e-10
1955,4.523423173728526e-10,2.1634119138992857e-09,5.345447289171825e-10
1956,5.43080198867063e-10,2.5703056112063346e-09,5.303219559921984e-10
1957,5.560389004391883e-10,2.288132120284051e-09,5.26360684205418e-10
1958,4.3090062569671264e-10,2.168208311305518e-09,5.957314710980377e-10
1959,4.898842393249606e-10,2.3972388439398783e-09,6.365172159191904e-10
1960,6.647765056687151e-10,2.6708878521551428e-09,5.32564147543673e-10
1961,6.419538016246205e-10,2.234786046693772e-09,5.064810515431617e-10
1962,6.570058485350877e-10,2.408272509984195e-09,5.446123433180564e-10
1963,8.364736463008424e-10,2.1385335962393573e-09,5.331313049758027e-10
1964,8.267148771112787e-10,2.142207133903895e-09,5.773323961756813e-10
1965,9.175073240846083e-10,2.3026300390225985e-09,5.640952942848848e-10
1966,8.623280978170555e-10,2.1660524960966298e-09,6.131424574411832e-10
1967,8.221061292041603e-10,1.9127164455464853e-09,6.486499432816523e-10
1968,1.124148417210234e-09,1.9226731952569155e-09,7.091665905305839e-10
1969,1.7761892591648477e-09,1.6353798791359152e-09,6.903907406081394e-10
1970,3.2604181894007364e-09,1.578749242447941e-09,6.736807976549995e-10
1971,4.7012586760050314e-09,1.5594479200028592e-09,6.463191846796588e-10
1972,5.543161556748848e-09,1.6342374755039047e-09,6.361881061638692e-10
1973,6.168317000034205e-09,1.8281935013472354e-09,6.379745105216423e-10
1974,7.517097959970037e-09,1.7786526537325438e-09,6.147077450232733e-10
1975,7.955326175590471e-09,1.9066946751625633e-09,5.290225479903654e-10
1976,7.876327970787348e-09,1.954057947197084e-09,5.06366504282596e-10
1977,6.835290619225784e-09,2.0552812309203107e-09,5.420399684652466e-10
1978,5.846405835642697e-09,1.9002022495178447e-09,5.267612893497134e-10
1979,5.450718225980771e-09,1.6998185398924598e-09,4.4736679043794984e-10
1980,5.385989368785918e-09,1.40550063651038e-09,3.8708449540918773e-10
1981,4.443824165788004e-09,1.3197482154733313e-09,3.600534632346759e-10
1982,4.61790504248581e-09,1.1051446186754227e-09,3.5446942206870547e-10
1983,5.045818175984453e-09,1.0072349938233011e-09,3.883123227727785e-10
1984,5.46210727441527e-09,9.802856938888128e-10,3.5147595944806653e-10
1985,8.153652800554515e-09,1.0604408621058985e-09,3.296009814286143e-10
1986,1.0176641053659199e-08,1.0547516352385093e-09,4.031567936633808e-10
1987,1.2677339749395905e-08,1.7152441847808779e-09,4.4976037180280825e-10
1988,1.5225636180409604e-08,1.7816597562360569e-09,4.5319983876801473e-10
1989,1.892881635561545e-08,1.7554445199051217e-09,4.803840301738558e-10
1990,2.0628634673463305e-08,1.691009173957322e-09,4.5296121218920046e-10
1991,2.7253386595102062e-08,1.7151169532222558e-09,4.869075460283462e-10
1992,2.9622978609771574e-08,1.728882624364912e-09,5.071265590001722e-10
1993,3.041445140183896e-08,1.8299762181785339e-09,5.139357392039809e-10
1994,3.1701263582460474e-08,1.3212269691008162e-09,4.918456237528496e-10
1995,3.2843434131076977e-08,1.3463428784530963e-09,5.58838396193449e-10
1996,3.4108842734375296e-08,1.4608320347037867e-09,5.227785585379e-10
1997,3.639703497323613e-08,1.6328257317661204e-09,5.16443990746954e-10
1998,3.457093405196636e-08,1.5069015083365604e-09,4.772658022757424e-10
1999,3.464947795350781e-08,1.4261628386183896e-09,4.841445141615505e-10
2000,3.791013014620148e-08,1.418797286006119e-09,4.082938372316848e-10
2001,3.850647749865337e-08,1.5049141298208367e-09,3.671837893261452e-10
2002,4.081940779039022e-08,1.4611152922481908e-09,2.8544532808855953e-10
2003,4.17231592767361e-08,1.3654831154674696e-09,2.762941125888929e-10
2004,4.202693304478089e-08,1.424447218908601e-09,2.6125917302571063e-10
2005,4.214327375962057e-08,1.9812699972706784e-09,2.597542141697622e-10
2006,3.990470760178206e-08,2.931615672441268e-09,2.0983832726972906e-10
2007,3.6199252865084675e-08,3.5615450826626774e-09,2.0517009321644305e-10
2008,3.4346823797802376e-08,4.549867141775568e-09,1.8532787110503435e-10
2009,2.9300719184277568e-08,4.4891151668962385e-09,1.8752585496344716e-10
2010,2.3589717227220523e-08,6.519773356115723e-09,2.035753024487441e-10
2011,1.9063087806715984e-08,7.017493602085827e-09,1.8762736602490852e-10
2012,1.472617754722754e-08,6.607643955801125e-09,1.429100250836614e-10
2013,1.3427449691809962e-08,6.645431887315161e-09,1.2767475915783803e-10
2014,1.1182818861397794e-08,6.129948453598948e-09,1.1676902599606313e-10
2015,9.598101488198348e-09,7.7018659069442e-09,1.1704820941847516e-10
2016,9.435666470380966e-09,8.101292271943196e-09,1.0052442707607158e-10
2017,9.66138576548777e-09,6.9439964149135376e-09,5.0411527961295256e-11
2018,1.0378283388234878e-08,7.247403299714961e-09,4.7495121724416836e-11
2019,9.95449978002938e-09,8.62005083979156e-09,5.936890215552104e-11
