ngram,NEC,NE,NC,NC
1779,5.736405280945941e-08,1.021768915571946e-06,1.409656416484495e-06,1.409656416484495e-06
1780,4.698328938599973e-08,1.0164024420841348e-06,1.4136165457249002e-06,1.4136165457249002e-06
1781,5.3113463849285836e-08,1.044140040968549e-06,1.4327417149827073e-06,1.4327417149827073e-06
1782,4.803310765006634e-08,1.0464251301657766e-06,6.781929532248146e-08,6.781929532248146e-08
1783,3.882045872062788e-08,1.0749771165917212e-06,6.239455631527693e-08,6.239455631527693e-08
1784,4.630013502752003e-08,1.1363745134726092e-06,6.155187191682541e-08,6.155187191682541e-08
1785,4.397409243089052e-08,1.2055494786571735e-06,6.013603126575617e-08,6.013603126575617e-08
1786,4.287101594359553e-08,3.18288725306307e-06,3.4605100397909284e-07,3.4605100397909284e-07
1787,5.0605865402937004e-08,3.2091546781235332e-06,3.459075768676355e-07,3.459075768676355e-07
1788,5.350283746200343e-08,3.1934741530546617e-06,3.3592827212000233e-07,3.3592827212000233e-07
1789,4.8191821834718344e-08,3.1916553423018612e-06,3.3626554442532453e-07,3.3626554442532453e-07
1790,4.936686564300479e-08,3.273766570341e-06,3.4731402820398216e-07,3.4731402820398216e-07
1791,4.5824784728714415e-08,3.20614228550247e-06,3.5861010567422067e-07,3.5861010567422067e-07
1792,4.367680198466165e-08,3.1379330087994665e-06,3.5869573013412393e-07,3.5869573013412393e-07
1793,5.050275004541456e-08,1.1558327303516438e-06,7.239423536832743e-08,7.239423536832743e-08
1794,5.075178512368796e-08,1.2117509657270733e-06,6.877584520939958e-08,6.877584520939958e-08
1795,4.36858893187215e-08,3.1704220435001062e-06,7.789542369859451e-08,7.789542369859451e-08
1796,5.8641251727513984e-08,3.1799390447823887e-06,7.987901590971497e-08,7.987901590971497e-08
1797,6.332163580781622e-08,3.1647177089715635e-06,8.300362352997581e-08,8.300362352997581e-08
1798,7.090763975980963e-08,3.858075777835828e-06,8.291651708093792e-08,8.291651708093792e-08
1799,7.402476498441501e-08,4.550253444384518e-06,8.333524194524346e-08,8.333524194524346e-08
1800,7.223512810128341e-08,4.559571185122227e-06,9.241156157762426e-08,9.241156157762426e-08
1801,7.493107442460964e-08,4.8057755585822245e-06,8.999976281692007e-08,8.999976281692007e-08
1802,7.457092619590964e-08,3.015174408054528e-06,7.998272875754862e-08,7.998272875754862e-08
1803,7.319417757603982e-08,3.210812565157539e-06,8.738559590223563e-08,8.738559590223563e-08
1804,8.159928301308485e-08,3.941900152832594e-06,8.266990850610714e-08,8.266990850610714e-08
1805,7.228958561914364e-08,3.3122772720162175e-06,7.321913640469444e-08,7.321913640469444e-08
1806,7.842620267492098e-08,2.637135529377182e-06,7.386515678474228e-08,7.386515678474228e-08
1807,7.857533036924127e-08,3.316162048707026e-06,6.769111087529772e-08,6.769111087529772e-08
1808,7.754539055326859e-08,3.104093528755974e-06,7.035673681749749e-08,7.035673681749749e-08
1809,9.357681359948142e-08,3.300095841041184e-06,6.608867383509473e-08,6.608867383509473e-08
1810,9.692363940010701e-08,3.2074757590245488e-06,6.926574894602514e-08,6.926574894602514e-08
1811,9.026748922938818e-08,2.3934923742022614e-06,6.918370257632692e-08,6.918370257632692e-08
1812,8.675294336870008e-08,2.960665385996565e-06,6.792237756363712e-08,6.792237756363712e-08
1813,8.475205350220807e-08,3.3781689775683584e-06,6.385255270556303e-08,6.385255270556303e-08
1814,8.244193797476587e-08,2.8032365467619717e-06,5.6522969923581256e-08,5.6522969923581256e-08
1815,7.897254964258796e-08,3.073887504407529e-06,5.272749475133358e-08,5.272749475133358e-08
1816,7.044822427003186e-08,3.110992094791852e-06,5.80656122549174e-08,5.80656122549174e-08
1817,5.8185217406097374e-08,3.3834356502536267e-06,5.2842868366756845e-08,5.2842868366756845e-08
1818,5.2676891166519065e-08,3.4460488222975982e-06,5.224021951529981e-08,5.224021951529981e-08
1819,5.3552142276203085e-08,3.146318671757139e-06,6.08778891424728e-08,6.08778891424728e-08
1820,4.9338141952911685e-08,3.167356258667756e-06,6.337461704626029e-08,6.337461704626029e-08
1821,4.7070476786156435e-08,3.151807829583829e-06,6.449797242323387e-08,6.449797242323387e-08
1822,4.687888147511135e-08,2.7625910661299713e-06,6.654371885263442e-08,6.654371885263442e-08
1823,3.9870281806234486e-08,2.5283040291209806e-06,6.804088822523876e-08,6.804088822523876e-08
1824,3.914102489740604e-08,2.477418969907116e-06,6.302079924580539e-08,6.302079924580539e-08
1825,3.814029244811731e-08,2.5212478444050897e-06,9.856397095323441e-08,9.856397095323441e-08
1826,3.711401954019168e-08,2.2320227799355052e-06,9.059792002322606e-08,9.059792002322606e-08
1827,3.926114189312102e-08,1.7997019605380565e-06,8.946842048171025e-08,8.946842048171025e-08
1828,3.849471446366286e-08,1.6677016024654482e-06,8.710466709820658e-08,8.710466709820658e-08
1829,3.939268619238387e-08,1.7617660757553364e-06,1.092885898604631e-07,1.092885898604631e-07
1830,3.709460472123283e-08,1.8191162780567538e-06,1.0419122935851582e-07,1.0419122935851582e-07
1831,3.478488379877425e-08,1.4773934091343627e-06,1.0306935191043262e-07,1.0306935191043262e-07
1832,3.7344410484609266e-08,1.4586259859632783e-06,6.403273796909811e-08,6.403273796909811e-08
1833,3.7083888721716514e-08,1.5204991703805199e-06,6.422165554909043e-08,6.422165554909043e-08
1834,3.59593842956331e-08,1.5263388084869284e-06,6.70290936406153e-08,6.70290936406153e-08
1835,3.53654111709797e-08,1.531567119984954e-06,7.096356975060708e-08,7.096356975060708e-08
1836,3.148097909339802e-08,1.4231609790320881e-06,4.649509019064421e-08,4.649509019064421e-08
1837,2.974195594569145e-08,1.2600561132915442e-06,4.619771638252652e-08,4.619771638252652e-08
1838,3.077140371081961e-08,1.2750896059644999e-06,4.95807681894738e-08,4.95807681894738e-08
1839,2.7086896535268223e-08,1.2442076808838465e-06,5.4835121078765173e-08,5.4835121078765173e-08
1840,2.6364351971405346e-08,1.2513852344194935e-06,5.4984687786990046e-08,5.4984687786990046e-08
1841,2.450356768284629e-08,1.2138621303035637e-06,4.961895123350197e-08,4.961895123350197e-08
1842,2.3911894432769387e-08,1.2808969570089955e-06,4.757350526217254e-08,4.757350526217254e-08
1843,2.3401279644222735e-08,1.3335663230204124e-06,4.986195735666245e-08,4.986195735666245e-08
