ngram,NEC,NE,NC,NC
1844,2.1997343248512735e-08,1.3490169489419453e-06,5.045151598080468e-08,5.045151598080468e-08
1845,2.1517994116696367e-08,1.3691749570300869e-06,4.488673280686076e-08,4.488673280686076e-08
1846,2.026381564133674e-08,1.3491944790595362e-06,3.9896855597021386e-08,3.9896855597021386e-08
1847,1.9044243896157046e-08,1.5297882457941472e-06,3.691157957064206e-08,3.691157957064206e-08
1848,1.739592635021024e-08,1.5268108362371485e-06,3.6125886282434294e-08,3.6125886282434294e-08
1849,1.654719129971584e-08,1.4847506853194709e-06,3.471968211345354e-08,3.471968211345354e-08
1850,2.2742352001614563e-08,1.4023763372149136e-06,3.819648495907911e-08,3.819648495907911e-08
1851,2.384958199184796e-08,1.3590075208672455e-06,3.905745974261013e-08,3.905745974261013e-08
1852,2.1928367566204088e-08,1.2749567304126685e-06,3.988680750767669e-08,3.988680750767669e-08
1853,2.166204574446543e-08,1.671669500475608e-06,3.868640595174254e-08,3.868640595174254e-08
1854,2.1601327076276837e-08,1.4230078022592352e-06,4.269606585743142e-08,4.269606585743142e-08
1855,2.258578429043772e-08,1.4422431442134048e-06,4.491878462837511e-08,4.491878462837511e-08
1856,2.3094483785663604e-08,1.5199584270573853e-06,4.640609674311236e-08,4.640609674311236e-08
1857,1.753621552731082e-08,1.5383578621757415e-06,4.206911999712507e-08,4.206911999712507e-08
1858,1.684484729480573e-08,1.502509519468731e-06,3.9575555023572765e-08,3.9575555023572765e-08
1859,1.9511392374787258e-08,1.561288684115425e-06,4.226524298798852e-08,4.226524298798852e-08
1860,1.9152158969859556e-08,1.138731810052767e-06,4.2679528482787125e-08,4.2679528482787125e-08
1861,1.9234061454653784e-08,1.1780129024633164e-06,3.9391252418649203e-08,3.9391252418649203e-08
1862,1.794621251605122e-08,1.1689263845125554e-06,3.8819337585696955e-08,3.8819337585696955e-08
1863,1.7472146142592593e-08,1.1003741471020995e-06,4.36841364351689e-08,4.36841364351689e-08
1864,1.6792367877168805e-08,1.1338526145924073e-06,7.8507142120543e-08,7.8507142120543e-08
1865,1.7203519624737444e-08,1.2159475935342407e-06,8.22227340181923e-08,8.22227340181923e-08
1866,1.904935993073715e-08,1.217273588086495e-06,8.870310860434724e-08,8.870310860434724e-08
1867,1.9807273535629325e-08,1.2230628304418393e-06,9.16805120709796e-08,9.16805120709796e-08
1868,2.0517053199244273e-08,1.1966681898099653e-06,9.398651913881753e-08,9.398651913881753e-08
1869,2.2584200795198025e-08,1.1951241439029609e-06,9.492576020469252e-08,9.492576020469252e-08
1870,3.081693757321448e-08,1.3648984317374665e-06,9.327480400754342e-08,9.327480400754342e-08
1871,3.0437370338428793e-08,1.4047459931784293e-06,6.491176003058691e-08,6.491176003058691e-08
1872,2.9367794672298586e-08,1.8980118089270296e-06,6.82028767430763e-08,6.82028767430763e-08
1873,2.613128925941867e-08,2.4250029712545384e-06,6.604041605636926e-08,6.604041605636926e-08
1874,2.599360231820518e-08,2.783684976748191e-06,6.883667629559958e-08,6.883667629559958e-08
1875,3.0863157743762515e-08,2.95878536300214e-06,7.248338564279169e-08,7.248338564279169e-08
1876,3.125363802679106e-08,3.0718577071248935e-06,7.401217771985102e-08,7.401217771985102e-08
1877,2.3361079293238163e-08,2.936923676445856e-06,7.323379439380265e-08,7.323379439380265e-08
1878,2.4194528793129522e-08,3.0094018451823753e-06,7.068517809167523e-08,7.068517809167523e-08
1879,2.6448693901670595e-08,2.5218769386421106e-06,6.914629783035967e-08,6.914629783035967e-08
1880,2.8328338785854612e-08,2.0992830838752397e-06,6.704430737564898e-08,6.704430737564898e-08
1881,3.139202903972611e-08,1.8507687887644612e-06,6.765567255635168e-08,6.765567255635168e-08
1882,2.74664532387955e-08,1.8404844500504884e-06,6.9782095530562e-08,6.9782095530562e-08
1883,2.820087756966976e-08,1.7704460170924513e-06,7.720116051197173e-08,7.720116051197173e-08
1884,3.1216287205942147e-08,1.7732603834831804e-06,8.70011263032211e-08,8.70011263032211e-08
1885,3.237671743404137e-08,1.7701884027181741e-06,9.208580869264032e-08,9.208580869264032e-08
1886,3.9866081991135616e-08,1.8607814646592097e-06,9.283414215133234e-08,9.283414215133234e-08
1887,4.0434751166377025e-08,1.9012400441299957e-06,1.0103138846164126e-07,1.0103138846164126e-07
1888,4.122375355361133e-08,2.0045924234831806e-06,1.1149100690285455e-07,1.1149100690285455e-07
1889,4.1475844219413764e-08,2.1208242547540327e-06,1.3225537795083904e-07,1.3225537795083904e-07
1890,4.0412063029293677e-08,2.343207078021286e-06,1.5751636896408983e-07,1.5751636896408983e-07
1891,3.81648840784367e-08,2.3989048583773964e-06,1.7184154797535355e-07,1.7184154797535355e-07
1892,3.794426563428845e-08,2.4874218849747976e-06,1.9590987981083735e-07,1.9590987981083735e-07
1893,3.0613975354754075e-08,2.515206623294424e-06,2.1681809617543228e-07,2.1681809617543228e-07
1894,2.938430121446345e-08,2.5262519817001054e-06,2.279566554567022e-07,2.279566554567022e-07
1895,2.676932884883497e-08,2.4551149765881874e-06,2.4054588111864307e-07,2.4054588111864307e-07
1896,3.7641567069662026e-08,2.3364856848015085e-06,2.2785407744712366e-07,2.2785407744712366e-07
1897,3.9414702359051394e-08,2.2164491448555575e-06,2.1828757163737983e-07,2.1828757163737983e-07
1898,4.097209657264297e-08,2.2388094618820886e-06,2.0064422402908478e-07,2.0064422402908478e-07
1899,4.038974538949398e-08,2.2441757079962244e-06,1.804717025980348e-07,1.804717025980348e-07
1900,3.9432149989693244e-08,2.3515897282777587e-06,1.6882905181806303e-07,1.6882905181806303e-07
1901,3.9857487722981336e-08,2.4062241469177285e-06,1.567959243077764e-07,1.567959243077764e-07
1902,3.821134900558068e-08,2.3935594981594477e-06,1.363446204192899e-07,1.363446204192899e-07
1903,2.664125707342789e-08,2.5658115581401423e-06,1.2880336340361153e-07,1.2880336340361153e-07
1904,2.56197069908077e-08,2.629762320793816e-06,1.105353604202719e-07,1.105353604202719e-07
1905,2.3775574525026448e-08,2.7290793371191413e-06,1.099552185175006e-07,1.099552185175006e-07
1906,2.357173757770527e-08,2.8300917814963862e-06,1.0561237319604646e-07,1.0561237319604646e-07
1907,2.351960759483518e-08,2.881521433144891e-06,1.0746433584277579e-07,1.0746433584277579e-07
1908,2.151718320979918e-08,3.2845677131782784e-06,1.0765086955188963e-07,1.0765086955188963e-07
1909,2.120833819674317e-08,3.3922865116307676e-06,1.1201892086936433e-07,1.1201892086936433e-07
1910,2.0166470398359186e-08,3.358142651320252e-06,1.2446083173602217e-07,1.2446083173602217e-07
1911,1.8171866804956542e-08,3.7472919172744568e-06,1.309519339948955e-07,1.309519339948955e-07
1912,1.750639404869097e-08,4.244583903658038e-06,1.3585355722917874e-07,1.3585355722917874e-07
1913,1.6923481790545987e-08,5.022173289554692e-06,1.4832418112778862e-07,1.4832418112778862e-07
1914,1.6784657473424758e-08,5.738902992951418e-06,1.622183916083486e-07,1.622183916083486e-07
1915,1.7591428758123584e-08,5.87363241980451e-06,1.895057286966611e-07,1.895057286966611e-07
1916,1.8243977757086734e-08,6.490862428368668e-06,4.188199937971149e-07,4.188199937971149e-07
1917,1.9003193177776926e-08,7.314644530457112e-06,4.94573216412521e-07,4.94573216412521e-07
1918,1.9455426476205114e-08,7.780346874954245e-06,5.381822347771958e-07,5.381822347771958e-07
1919,2.074739034542615e-08,7.81344793462527e-06,5.542810056015566e-07,5.542810056015566e-07
1920,2.3215802867428337e-08,7.214193893949934e-06,5.620377367319764e-07,5.620377367319764e-07
1921,2.3282466494427874e-08,6.530864279089396e-06,5.581418633937574e-07,5.581418633937574e-07
1922,2.4030896637685017e-08,6.345271361039652e-06,5.511044167048697e-07,5.511044167048697e-07
1923,2.4374844492009677e-08,5.854414504418466e-06,3.380321759647943e-07,3.380321759647943e-07
1924,2.4909749437743552e-08,5.085162196597334e-06,2.9010692108905847e-07,2.9010692108905847e-07
1925,3.254134384178542e-08,4.4375980711005724e-06,2.8507713929164833e-07,2.8507713929164833e-07
1926,3.189046867849551e-08,3.9586027144520945e-06,3.136237377735337e-07,3.136237377735337e-07
1927,3.058665676292094e-08,3.895489693864615e-06,3.298313150220825e-07,3.298313150220825e-07
1928,3.3014275757636824e-08,4.282735777191452e-06,3.991674434798499e-07,3.991674434798499e-07
1929,3.696451449692566e-08,5.9361084043173055e-06,4.402822924021166e-07,4.402822924021166e-07
1930,4.745676131433031e-08,6.296765377555857e-06,4.7250299774402394e-07,4.7250299774402394e-07
1931,5.318494977757382e-08,6.418492148441146e-06,5.316896809810194e-07,5.316896809810194e-07
1932,5.7040935276729347e-08,6.4459251072029085e-06,5.379086555227072e-07,5.379086555227072e-07
1933,6.420474716963196e-08,7.372468904317689e-06,7.696138522663074e-07,7.696138522663074e-07
1934,7.03401319412933e-08,7.4375670270196025e-06,8.313151259439369e-07,8.313151259439369e-07
1935,7.546473363666856e-08,7.354260300676937e-06,8.513363768867878e-07,8.513363768867878e-07
1936,8.58626399186895e-08,5.648261841478026e-06,9.577868606161895e-07,9.577868606161895e-07
1937,8.255661855725651e-08,6.077111330731506e-06,1.2102797159384084e-06,1.2102797159384084e-06
1938,9.983346111701913e-08,6.880200219581768e-06,1.3780581826137807e-06,1.3780581826137807e-06
1939,1.0317165585352736e-07,7.581009932826939e-06,1.6283245989663037e-06,1.6283245989663037e-06
1940,3.9778667014291257e-07,7.481235635558343e-06,1.6205802190987534e-06,1.6205802190987534e-06
1941,4.0604952898450263e-07,8.186033742926416e-06,1.759228309440784e-06,1.759228309440784e-06
1942,4.2076142290982587e-07,8.780727122419713e-06,2.029018105531577e-06,2.029018105531577e-06
1943,4.2269104584745166e-07,9.247645591260931e-06,2.104022038500781e-06,2.104022038500781e-06
1944,4.3546233590469843e-07,8.917868594185815e-06,2.0317561393312644e-06,2.0317561393312644e-06
1945,4.749562825574165e-07,8.367353335155972e-06,1.940081606984937e-06,1.940081606984937e-06
1946,5.136531443992811e-07,8.315283334273513e-06,2.0319978050663068e-06,2.0319978050663068e-06
1947,2.624624905982793e-07,8.054284210499776e-06,1.954975768317776e-06,1.954975768317776e-06
1948,2.7954950456075623e-07,7.576789552591176e-06,1.8850655741126893e-06,1.8850655741126893e-06
1949,3.205851706005498e-07,7.36207396455159e-06,1.6774499077395636e-06,1.6774499077395636e-06
1950,3.4914857240307485e-07,7.335731749792883e-06,1.6106913400497952e-06,1.6106913400497952e-06
1951,4.1624296695122863e-07,7.761817349611582e-06,1.56635508119507e-06,1.56635508119507e-06
1952,4.493601620327224e-07,7.966469508703864e-06,1.5839249434585717e-06,1.5839249434585717e-06
1953,4.7137364487883004e-07,7.60374710547954e-06,1.381671674088076e-06,1.381671674088076e-06
1954,6.271561768958886e-07,7.701391885867842e-06,1.4572601522948908e-06,1.4572601522948908e-06
1955,7.764431424155711e-07,7.829601145203924e-06,1.4947786764553581e-06,1.4947786764553581e-06
1956,9.155459070240925e-07,7.368968324174473e-06,1.6003855794874004e-06,1.6003855794874004e-06
1957,1.0617826303262388e-06,7.091408016484431e-06,1.6494080585159412e-06,1.6494080585159412e-06
1958,1.2486916765348205e-06,6.454129561461741e-06,1.6966106061642807e-06,1.6966106061642807e-06
1959,1.392728888406834e-06,6.226152436283883e-06,1.73262852903073e-06,1.73262852903073e-06
1960,1.6647538976550486e-06,6.363034182348721e-06,1.7777076664060587e-06,1.7777076664060587e-06
1961,1.7099761830000456e-06,6.0540618765766596e-06,1.7592863222099758e-06,1.7592863222099758e-06
1962,1.695751507213572e-06,5.85299676458817e-06,1.793461511364772e-06,1.793461511364772e-06
1963,1.6366852020967469e-06,6.11700144353173e-06,1.884990622004677e-06,1.884990622004677e-06
1964,1.6120792289647007e-06,6.325931475917709e-06,2.019454720019504e-06,2.019454720019504e-06
1965,1.5210769431307978e-06,6.605400358239422e-06,2.1950388437679587e-06,2.1950388437679587e-06
1966,1.597036755031565e-06,6.70697539005362e-06,2.3641812439174307e-06,2.3641812439174307e-06
1967,1.4791683042858494e-06,6.665185602677022e-06,2.6773002933363647e-06,2.6773002933363647e-06
1968,1.5007975337409465e-06,6.7157716330257244e-06,2.9857084687786743e-06,2.9857084687786743e-06
1969,1.6717334899242684e-06,6.9681477076041376e-06,3.4111995838819505e-06,3.4111995838819505e-06
1970,1.8269848526740264e-06,7.207819765296465e-06,3.818841443197536e-06,3.818841443197536e-06
1971,2.073127867723607e-06,7.635892091327281e-06,4.262785328787036e-06,4.262785328787036e-06
1972,2.2315086718143514e-06,7.891478357383416e-06,4.613831574066093e-06,4.613831574066093e-06
1973,2.2594408132395723e-06,8.189552447999762e-06,5.226276243774919e-06,5.226276243774919e-06
1974,2.3928637022306376e-06,8.49906655275845e-06,5.706313199230603e-06,5.706313199230603e-06
1975,2.530948060146849e-06,9.008540538551252e-06,6.414394517508169e-06,6.414394517508169e-06
1976,2.4838794355933454e-06,9.606669794136127e-06,7.193119667395617e-06,7.193119667395617e-06
1977,2.662162874652755e-06,9.877905150850503e-06,7.800612300863058e-06,7.800612300863058e-06
1978,2.6035866734933473e-06,9.910715821856034e-06,8.53171448917627e-06,8.53171448917627e-06
1979,2.6546294325921086e-06,1.0050360288005322e-05,9.44334020199936e-06,9.44334020199936e-06
1980,2.7579208758002745e-06,1.0327713555722897e-05,1.0232815709189578e-05,1.0232815709189578e-05
1981,2.9203491586875837e-06,1.0950965588563122e-05,1.1256535539619758e-05,1.1256535539619758e-05
1982,3.016524130673913e-06,1.125011762529279e-05,1.217981467302057e-05,1.217981467302057e-05
1983,3.367244192174569e-06,1.164583357292161e-05,1.2981665219870462e-05,1.2981665219870462e-05
1984,3.5601101119807155e-06,1.2380766617882597e-05,1.3770918615461727e-05,1.3770918615461727e-05
1985,3.78915582846925e-06,1.2746213802269527e-05,1.4440342316187785e-05,1.4440342316187785e-05
1986,4.1225839595426805e-06,1.3341638545430864e-05,1.5226189134409651e-05,1.5226189134409651e-05
1987,4.2428258503995105e-06,1.3643199833625528e-05,1.5990454552853146e-05,1.5990454552853146e-05
1988,4.424910425119119e-06,1.3573343624427383e-05,1.633896161885267e-05,1.633896161885267e-05
1989,4.483150990251618e-06,1.4107632783374616e-05,1.654783591220621e-05,1.654783591220621e-05
1990,4.412351050372568e-06,1.3900266822020058e-05,1.6883114117912817e-05,1.6883114117912817e-05
1991,4.258067000202053e-06,1.3504546586773358e-05,1.736680548804413e-05,1.736680548804413e-05
1992,4.391928899037469e-06,1.3358978321775794e-05,1.7788684999686666e-05,1.7788684999686666e-05
1993,4.247854349159752e-06,1.3014153410040308e-05,1.749317951699985e-05,1.749317951699985e-05
1994,4.196627969577094e-06,1.2790400562932649e-05,1.7128773833974265e-05,1.7128773833974265e-05
1995,4.104062652134287e-06,1.2590008606951284e-05,1.672107906155621e-05,1.672107906155621e-05
1996,4.176252234953738e-06,1.1875828022311907e-05,1.6387145218946637e-05,1.6387145218946637e-05
1997,4.002476479009991e-06,1.1628669458981936e-05,1.5816352580649046e-05,1.5816352580649046e-05
1998,3.9983277214819935e-06,1.1057503797928803e-05,1.4993898990464263e-05,1.4993898990464263e-05
1999,3.7271179280651268e-06,1.0657732803208222e-05,1.4170063877827488e-05,1.4170063877827488e-05
2000,3.5945682676746012e-06,1.0123532384958317e-05,1.3670166741316539e-05,1.3670166741316539e-05
2001,3.4342886010563234e-06,9.644810753733119e-06,1.2954838634219154e-05,1.2954838634219154e-05
2002,3.3168194672076164e-06,9.113997423680433e-06,1.2464916315885993e-05,1.2464916315885993e-05
2003,3.0111046791197234e-06,8.636472687482768e-06,1.1801517237992292e-05,1.1801517237992292e-05
2004,2.8445018155512765e-06,8.017460394122672e-06,1.1193000318598934e-05,1.1193000318598934e-05
2005,2.5649707952522604e-06,7.745267729270771e-06,1.0635497606667091e-05,1.0635497606667091e-05
2006,2.306757193894425e-06,7.125276884575474e-06,9.887095399920196e-06,9.887095399920196e-06
2007,1.9828665196135783e-06,6.611905064346502e-06,9.179306809008786e-06,9.179306809008786e-06
2008,1.8177815377384832e-06,6.059734200139896e-06,8.50487179247596e-06,8.50487179247596e-06
2009,1.5468144819611292e-06,5.626757748749307e-06,7.949093417534772e-06,7.949093417534772e-06
2010,1.406893464458595e-06,5.195483351729178e-06,7.44470656042852e-06,7.44470656042852e-06
2011,1.3634004533612045e-06,4.660360868261445e-06,6.83357257003081e-06,6.83357257003081e-06
2012,1.3204762175129353e-06,4.106801757838444e-06,6.473673433252511e-06,6.473673433252511e-06
2013,1.28134431471543e-06,3.859912989615363e-06,6.32700565412441e-06,6.32700565412441e-06
2014,1.3504650106759591e-06,3.6233050195733085e-06,6.213058246170736e-06,6.213058246170736e-06
2015,1.2948831421713943e-06,3.4622095362075404e-06,6.23364004630795e-06,6.23364004630795e-06
2016,1.208900828584904e-06,3.2410611571062224e-06,6.21786719940636e-06,6.21786719940636e-06
2017,1.1829601855121534e-06,3.0700361245787158e-06,6.186589947295336e-06,6.186589947295336e-06
2018,1.1534101076904335e-06,3.078667350564501e-06,6.298797961790114e-06,6.298797961790114e-06
2019,1.1058655786655436e-06,3.0562824804292177e-06,6.248445288292714e-06,6.248445288292714e-06
