ngram,VINCI,VICI,VICI
1782,2.001995420235809e-08,1.994685813347782e-08,1.994685813347782e-08
1783,2.001995420235809e-08,1.940908767039673e-08,1.940908767039673e-08
1784,2.001995420235809e-08,9.401358548797946e-09,9.401358548797946e-09
1785,2.1638076600335613e-08,3.839071156213387e-09,3.839071156213387e-09
1786,2.0416489197673726e-08,3.839071156213387e-09,3.839071156213387e-09
1787,2.0416489197673726e-08,5.128212775064509e-09,5.128212775064509e-09
1788,5.116354197452568e-09,5.128212775064509e-09,5.128212775064509e-09
1789,2.9582207160063133e-09,8.618367226225537e-09,8.618367226225537e-09
1790,4.0630691192486015e-09,6.443768185704357e-09,6.443768185704357e-09
1791,4.0630691192486015e-09,4.779296070012151e-09,4.779296070012151e-09
1792,1.6592353015352857e-08,4.779296070012151e-09,4.779296070012151e-09
1793,2.018236511247551e-08,4.779296070012151e-09,4.779296070012151e-09
1794,2.4174307381282948e-08,3.4901544511610284e-09,3.4901544511610284e-09
1795,2.965393987506916e-08,6.229970698054135e-09,6.229970698054135e-09
1796,3.249842464977551e-08,2.7398162468931073e-09,2.7398162468931073e-09
1797,3.422819462782302e-08,2.7398162468931073e-09,2.7398162468931073e-09
1798,3.422819462782302e-08,4.475786344723279e-09,4.475786344723279e-09
1799,2.0681557926544817e-08,7.479634181858534e-09,7.479634181858534e-09
1800,1.9868086477613034e-08,7.479634181858534e-09,7.479634181858534e-09
1801,1.726916565303327e-08,7.479634181858534e-09,7.479634181858534e-09
1802,1.482842065010053e-08,6.042198360692705e-09,6.042198360692705e-09
1803,1.2334935834650601e-08,6.744198279205551e-09,6.744198279205551e-09
1804,1.0720627655455165e-08,7.04927582972914e-09,7.04927582972914e-09
1805,1.227869269751888e-08,6.6116932880991695e-09,6.6116932880991695e-09
1806,1.659037501029153e-08,3.866395552926909e-09,3.866395552926909e-09
1807,1.4356727077010793e-08,4.284838008215632e-09,4.284838008215632e-09
1808,1.4611247925852159e-08,4.990927544261987e-09,4.990927544261987e-09
1809,1.283883409110485e-08,3.869471933347159e-09,3.869471933347159e-09
1810,1.3359584740056465e-08,4.039222623042349e-09,4.039222623042349e-09
1811,1.4483113946235043e-08,3.968529013346053e-09,3.968529013346053e-09
1812,1.4834714980236998e-08,2.9088497166540606e-09,2.9088497166540606e-09
1813,1.3025933538151385e-08,2.84427901865923e-09,2.84427901865923e-09
1814,1.2814607597277927e-08,2.6347946998786907e-09,2.6347946998786907e-09
1815,1.5029879626585592e-08,2.121845873607039e-09,2.121845873607039e-09
1816,1.585530583016391e-08,1.9409210587945883e-09,1.9409210587945883e-09
1817,1.8067811627783418e-08,2.4399510190065143e-09,2.4399510190065143e-09
1818,1.840949513466837e-08,2.7426716612107984e-09,2.7426716612107984e-09
1819,1.8904588117152343e-08,2.6542608428619427e-09,2.6542608428619427e-09
1820,2.0075428557626244e-08,2.460281438893779e-09,2.460281438893779e-09
1821,2.4702921739917982e-08,2.765540320557948e-09,2.765540320557948e-09
1822,2.445840545967875e-08,3.1962441423719466e-09,3.1962441423719466e-09
1823,2.5175760904565843e-08,3.4771696791732356e-09,3.4771696791732356e-09
1824,2.584686496577758e-08,2.3746291441132226e-09,2.3746291441132226e-09
1825,2.5946911666859966e-08,2.2173749661799238e-09,2.2173749661799238e-09
1826,2.6978601701849973e-08,2.541070496876939e-09,2.541070496876939e-09
1827,2.521378534530478e-08,2.854782315304354e-09,2.854782315304354e-09
1828,2.498273917897872e-08,2.5612239154934204e-09,2.5612239154934204e-09
1829,2.3051023819878732e-08,3.6942363929830843e-09,3.6942363929830843e-09
1830,2.2719686576522236e-08,3.413310856181795e-09,3.413310856181795e-09
1831,2.295879638783812e-08,3.237965483039927e-09,3.237965483039927e-09
1832,2.5282194496664293e-08,3.1135634546787726e-09,3.1135634546787726e-09
1833,2.4320093240857788e-08,2.8870052697677853e-09,2.8870052697677853e-09
1834,2.3886903502809024e-08,2.822474032271316e-09,2.822474032271316e-09
1835,2.234309512009044e-08,2.6855988147619516e-09,2.6855988147619516e-09
1836,2.2683164299256272e-08,1.0788641646719555e-09,1.0788641646719555e-09
1837,2.3225461173329417e-08,3.0923407881974387e-09,3.0923407881974387e-09
1838,2.113913463322855e-08,3.1520976225988105e-09,3.1520976225988105e-09
1839,1.8909861613077998e-08,3.048212119224506e-09,3.048212119224506e-09
1840,1.840074886112169e-08,3.6322229747730107e-09,3.6322229747730107e-09
1841,1.779377381946493e-08,3.5929752268642242e-09,3.5929752268642242e-09
1842,1.539801048571527e-08,3.691638138038554e-09,3.691638138038554e-09
1843,1.560089251435264e-08,4.000537488581455e-09,4.000537488581455e-09
1844,1.4851294797121487e-08,2.4545408562813365e-09,2.4545408562813365e-09
1845,1.387749375731622e-08,2.5021056496551554e-09,2.5021056496551554e-09
1846,1.328051655948213e-08,2.4809837755641287e-09,2.4809837755641287e-09
1847,1.4830398559999886e-08,1.9525654505945867e-09,1.9525654505945867e-09
1848,1.8118696447950404e-08,2.727010783853956e-09,2.727010783853956e-09
1849,2.088045374699326e-08,3.243178463880574e-09,3.243178463880574e-09
1850,2.4584658689771492e-08,3.82849476724242e-09,3.82849476724242e-09
1851,2.686404400518784e-08,3.732443536781054e-09,3.732443536781054e-09
1852,2.891283403170876e-08,3.7850351028037974e-09,3.7850351028037974e-09
1853,2.9091342921917984e-08,4.330224892942372e-09,4.330224892942372e-09
1854,2.865683944110385e-08,4.431212460457143e-09,4.431212460457143e-09
1855,2.5579067752801166e-08,4.23436052887638e-09,4.23436052887638e-09
1856,2.5360457606942484e-08,4.032734574848413e-09,4.032734574848413e-09
1857,2.1977832886932447e-08,4.095483809228386e-09,4.095483809228386e-09
1858,2.4225045081038843e-08,4.530504241603442e-09,4.530504241603442e-09
1859,2.2765147100756167e-08,4.765131495736747e-09,4.765131495736747e-09
1860,2.158482015346408e-08,4.516467168512252e-09,4.516467168512252e-09
1861,2.1836920716111763e-08,4.903265793387845e-09,4.903265793387845e-09
1862,2.394570725832474e-08,5.174386696893407e-09,5.174386696893407e-09
1863,2.0324253074172864e-08,5.297991125173342e-09,5.297991125173342e-09
1864,2.1022702372570327e-08,4.614759970980994e-09,4.614759970980994e-09
1865,1.7807838315064828e-08,4.560162120930451e-09,4.560162120930451e-09
1866,2.4690131272819826e-08,4.647842079462196e-09,4.647842079462196e-09
1867,2.742799048200644e-08,4.653000175634605e-09,4.653000175634605e-09
1868,2.6201426108128445e-08,4.175868539846306e-09,4.175868539846306e-09
1869,2.3877261374443444e-08,3.4734943810121877e-09,3.4734943810121877e-09
1870,2.6543836462167292e-08,4.457887392561588e-09,4.457887392561588e-09
1871,2.9827019203716125e-08,4.358639798291668e-09,4.358639798291668e-09
1872,2.9643660605570077e-08,4.466774378946476e-09,4.466774378946476e-09
1873,2.6543323095040705e-08,4.086703071186954e-09,4.086703071186954e-09
1874,2.6816561796546727e-08,4.210948510520649e-09,4.210948510520649e-09
1875,2.8240534736109372e-08,4.338531978120841e-09,4.338531978120841e-09
1876,3.106903940468848e-08,4.442242795832385e-09,4.442242795832385e-09
1877,3.304935347614446e-08,2.9421123315387376e-09,2.9421123315387376e-09
1878,3.4209103359574197e-08,2.8715013541561316e-09,2.8715013541561316e-09
1879,3.639632163908248e-08,2.2908259416405078e-09,2.2908259416405078e-09
1880,3.49059866725351e-08,2.9179492790275064e-09,2.9179492790275064e-09
1881,3.395994241373046e-08,2.6456696516114722e-09,2.6456696516114722e-09
1882,3.3994873455916215e-08,3.04705337152354e-09,3.04705337152354e-09
1883,3.423098173170404e-08,3.101031621964369e-09,3.101031621964369e-09
1884,3.2286700804970026e-08,3.7284383517085675e-09,3.7284383517085675e-09
1885,2.848332388997018e-08,3.79369688044814e-09,3.79369688044814e-09
1886,2.6731931208295075e-08,3.8178611383443695e-09,3.8178611383443695e-09
1887,2.6343688119823128e-08,3.741811178364125e-09,3.741811178364125e-09
1888,2.6481101755848613e-08,3.916769131251385e-09,3.916769131251385e-09
1889,2.7051049400483862e-08,3.51902529338588e-09,3.51902529338588e-09
1890,2.4747779444770198e-08,3.7639339264420155e-09,3.7639339264420155e-09
1891,2.4195569230706885e-08,4.13268936532469e-09,4.13268936532469e-09
1892,2.3632244351899445e-08,4.532523943469511e-09,4.532523943469511e-09
1893,2.258788914640978e-08,5.289886179887e-09,5.289886179887e-09
1894,2.20111157237365e-08,6.885496871080119e-09,6.885496871080119e-09
1895,2.3248928369769472e-08,1.210033225998838e-08,1.210033225998838e-08
1896,2.2660544932559138e-08,1.2450024503404426e-08,1.2450024503404426e-08
1897,2.5097289833654812e-08,1.4570550861086368e-08,1.4570550861086368e-08
1898,2.8588818931244272e-08,1.462397644250554e-08,1.462397644250554e-08
1899,3.149218079962728e-08,1.614519635444773e-08,1.614519635444773e-08
1900,3.4809582771799796e-08,1.607824261031153e-08,1.607824261031153e-08
1901,3.759771389460249e-08,1.4730442643440256e-08,1.4730442643440256e-08
1902,3.8059239823188106e-08,9.659199091365572e-09,9.659199091365572e-09
1903,4.028259224599294e-08,9.45435000129383e-09,9.45435000129383e-09
1904,4.315035287813121e-08,7.415201151518756e-09,7.415201151518756e-09
1905,4.203854382061374e-08,7.3432855986409e-09,7.3432855986409e-09
1906,4.0044978888431615e-08,5.692544530993311e-09,5.692544530993311e-09
1907,3.75703574917452e-08,5.416519804108637e-09,5.416519804108637e-09
1908,3.662615074720829e-08,5.959730867540916e-09,5.959730867540916e-09
1909,3.648729496319447e-08,6.7076295628965e-09,6.7076295628965e-09
1910,3.509742160393411e-08,6.834123425899666e-09,6.834123425899666e-09
1911,3.1201157720975714e-08,7.20995529945867e-09,7.20995529945867e-09
1912,2.8258588104433458e-08,6.8625476095413825e-09,6.8625476095413825e-09
1913,2.6668112036125942e-08,7.45970542480125e-09,7.45970542480125e-09
1914,2.5125027011288888e-08,8.101180361462314e-09,8.101180361462314e-09
1915,2.1801994114818106e-08,8.15791364619908e-09,8.15791364619908e-09
1916,2.000934681437424e-08,8.16204240702437e-09,8.16204240702437e-09
1917,1.7891698789185284e-08,9.135654011060979e-09,9.135654011060979e-09
1918,1.6989681788410442e-08,1.0536777418833156e-08,1.0536777418833156e-08
1919,1.6440144737625166e-08,1.2046165969487837e-08,1.2046165969487837e-08
1920,1.822654560612591e-08,1.143948002990669e-08,1.143948002990669e-08
1921,2.0493686874496168e-08,1.1935512705158707e-08,1.1935512705158707e-08
1922,2.2600743372030204e-08,1.0872969001342523e-08,1.0872969001342523e-08
1923,2.3965588624719203e-08,1.057409950076606e-08,1.057409950076606e-08
1924,2.563500599096967e-08,9.274990140996562e-09,9.274990140996562e-09
1925,2.658358866369781e-08,7.140895335362123e-09,7.140895335362123e-09
1926,2.77962506345375e-08,5.217308743762519e-09,5.217308743762519e-09
1927,2.916302120427515e-08,4.887389556554719e-09,4.887389556554719e-09
1928,2.83640016870582e-08,3.511022631360764e-09,3.511022631360764e-09
1929,2.9361800863674555e-08,3.283123693544253e-09,3.283123693544253e-09
1930,2.961945685545483e-08,2.5268268905825106e-09,2.5268268905825106e-09
1931,2.9176580897326077e-08,2.6082765947066378e-09,2.6082765947066378e-09
1932,3.892511608276956e-08,2.668962590617647e-09,2.668962590617647e-09
1933,3.896028008146654e-08,2.6028798640252505e-09,2.6028798640252505e-09
1934,3.61502208485425e-08,3.184069040175684e-09,3.184069040175684e-09
1935,3.7036407718460396e-08,3.193961159045752e-09,3.193961159045752e-09
1936,3.972142386438853e-08,3.2045930670981146e-09,3.2045930670981146e-09
1937,3.830385253422719e-08,3.129515916252704e-09,3.129515916252704e-09
1938,3.8599753742525015e-08,3.3098892515681655e-09,3.3098892515681655e-09
1939,2.810788554289242e-08,3.1146109501025064e-09,3.1146109501025064e-09
1940,2.797017931551896e-08,3.3756374521029133e-09,3.3756374521029133e-09
1941,2.8622323305122725e-08,2.7373761035676125e-09,2.7373761035676125e-09
1942,2.7764615241819357e-08,3.0953583188672187e-09,3.0953583188672187e-09
1943,2.4723051796269957e-08,3.446349935590628e-09,3.446349935590628e-09
1944,2.3979818765594374e-08,3.6013522323027505e-09,3.6013522323027505e-09
1945,2.4493124480987457e-08,3.342942525971385e-09,3.342942525971385e-09
1946,2.57753960397622e-08,3.37503257087844e-09,3.37503257087844e-09
1947,2.6832174323690846e-08,3.239977778132389e-09,3.239977778132389e-09
1948,2.7825902851727084e-08,3.5428277771793707e-09,3.5428277771793707e-09
1949,3.230006535253389e-08,3.223145242766837e-09,3.223145242766837e-09
1950,3.538893622589967e-08,2.913411638922574e-09,2.913411638922574e-09
1951,4.045411345592649e-08,3.0966545201087977e-09,3.0966545201087977e-09
1952,4.046900237142381e-08,3.157331221867058e-09,3.157331221867058e-09
1953,4.2336659384594507e-08,3.341537332549446e-09,3.341537332549446e-09
1954,4.3437904447988073e-08,3.2365300281104024e-09,3.2365300281104024e-09
1955,4.4137689566728766e-08,3.2334345994351158e-09,3.2334345994351158e-09
1956,4.116767472948725e-08,3.231495801106884e-09,3.231495801106884e-09
1957,4.079040242085544e-08,3.2457443716842657e-09,3.2457443716842657e-09
1958,3.7630227568895084e-08,3.242460014770846e-09,3.242460014770846e-09
1959,3.877211390041728e-08,3.2280891293368086e-09,3.2280891293368086e-09
1960,3.7671572528097386e-08,3.446778323074844e-09,3.446778323074844e-09
1961,3.889969235615354e-08,3.6999868883011035e-09,3.6999868883011035e-09
1962,3.87585014241917e-08,3.747875406848575e-09,3.747875406848575e-09
1963,3.822336935854764e-08,3.955508555618183e-09,3.955508555618183e-09
1964,3.585341395202184e-08,4.314398616145354e-09,4.314398616145354e-09
1965,3.76881520277753e-08,4.345624114522804e-09,4.345624114522804e-09
1966,3.622523386021774e-08,4.670157689139793e-09,4.670157689139793e-09
1967,3.685472295598759e-08,4.894949366475641e-09,4.894949366475641e-09
1968,3.454792464806035e-08,5.056747909293335e-09,5.056747909293335e-09
1969,3.579165763767378e-08,5.135459930321369e-09,5.135459930321369e-09
1970,3.629589022986173e-08,4.981362116447079e-09,4.981362116447079e-09
1971,3.5907868170933655e-08,4.763105338716806e-09,4.763105338716806e-09
1972,3.289862477678136e-08,4.824653248342819e-09,4.824653248342819e-09
1973,3.1820266548671887e-08,5.124434527508421e-09,5.124434527508421e-09
1974,2.9014783718496673e-08,6.120426895453843e-09,6.120426895453843e-09
1975,2.771326101935756e-08,6.240566666601158e-09,6.240566666601158e-09
1976,2.4338714155192065e-08,6.545351118246247e-09,6.545351118246247e-09
1977,2.2858486659060873e-08,2.2541101620175497e-08,2.2541101620175497e-08
1978,2.1609162205647536e-08,2.3026411571131737e-08,2.3026411571131737e-08
1979,2.0547182495127865e-08,2.4097325785581754e-08,2.4097325785581754e-08
1980,2.0086413294555834e-08,2.5697068599989896e-08,2.5697068599989896e-08
1981,1.9785728611054765e-08,2.5104295531264142e-08,2.5104295531264142e-08
1982,1.983343191268107e-08,2.6753961839582578e-08,2.6753961839582578e-08
1983,2.2641738642700408e-08,2.7117808252898257e-08,2.7117808252898257e-08
1984,2.1913989607063352e-08,1.2336814934700766e-08,1.2336814934700766e-08
1985,2.1926411670441278e-08,1.3294503910442148e-08,1.3294503910442148e-08
1986,2.339306044112683e-08,1.2842605455278187e-08,1.2842605455278187e-08
1987,2.491917656349025e-08,1.1582452330571869e-08,1.1582452330571869e-08
1988,2.5916265958666632e-08,1.1474044698494318e-08,1.1474044698494318e-08
1989,2.6996667250906673e-08,9.904797934215788e-09,9.904797934215788e-09
1990,2.5666869772424305e-08,9.355740309453203e-09,9.355740309453203e-09
1991,2.903593657574025e-08,1.0971645814095154e-08,1.0971645814095154e-08
1992,3.158272424538414e-08,3.731179847627735e-08,3.731179847627735e-08
1993,3.504560172221513e-08,4.554807083881737e-08,4.554807083881737e-08
1994,3.630157812446149e-08,4.529475664380048e-08,4.529475664380048e-08
1995,3.7559084985007626e-08,4.532656205924468e-08,4.532656205924468e-08
1996,3.742507840140011e-08,4.558846563743454e-08,4.558846563743454e-08
1997,3.740617339685416e-08,4.618982555168064e-08,4.618982555168064e-08
1998,3.4651748898844355e-08,4.47621563941831e-08,4.47621563941831e-08
1999,3.355898999960313e-08,1.791138640580162e-08,1.791138640580162e-08
2000,3.3423984849686606e-08,9.437233343995949e-09,9.437233343995949e-09
2001,3.6084091904951624e-08,9.178627826043697e-09,9.178627826043697e-09
2002,3.738038881603448e-08,8.659737561954119e-09,8.659737561954119e-09
2003,4.1755970110151404e-08,8.930110238582399e-09,8.930110238582399e-09
2004,4.48850495818728e-08,9.108782299855583e-09,9.108782299855583e-09
2005,4.650124805851062e-08,8.299589333254126e-09,8.299589333254126e-09
2006,4.5289112143060654e-08,7.639285331301998e-09,7.639285331301998e-09
2007,4.152668913499318e-08,7.566713731778561e-09,7.566713731778561e-09
2008,3.635646856586001e-08,7.187499992003918e-09,7.187499992003918e-09
2009,3.318285227546117e-08,7.20536430520724e-09,7.20536430520724e-09
