ngram,CRH,CR,CR,CR
1572,0.0,0.0,0.0,0.0
1573,0.0,0.0,0.0,0.0
1574,0.0,0.0,0.0,0.0
1575,0.0,0.0,0.0,0.0
1576,0.0,0.0,0.0,0.0
1577,0.0,0.0,0.0,0.0
1578,0.0,0.0,0.0,0.0
1579,0.0,0.0,0.0,0.0
1580,0.0,0.0,0.0,0.0
1581,0.0,0.0,0.0,0.0
1582,0.0,0.0,0.0,0.0
1583,0.0,0.0,0.0,0.0
1584,0.0,0.0,0.0,0.0
1585,0.0,0.0,0.0,0.0
1586,0.0,0.0,0.0,0.0
1587,0.0,0.0,0.0,0.0
1588,0.0,0.0,0.0,0.0
1589,0.0,0.0,0.0,0.0
1590,0.0,0.0,0.0,0.0
1591,0.0,0.0,0.0,0.0
1592,0.0,0.0,0.0,0.0
1593,0.0,0.0,0.0,0.0
1594,0.0,0.0,0.0,0.0
1595,0.0,0.0,0.0,0.0
1596,0.0,2.1041822557370843e-07,2.1041822557370843e-07,2.1041822557370843e-07
1597,0.0,2.1041822557370843e-07,2.1041822557370843e-07,2.1041822557370843e-07
1598,0.0,6.969912971856372e-07,6.969912971856372e-07,6.969912971856372e-07
1599,0.0,6.969912971856372e-07,6.969912971856372e-07,6.969912971856372e-07
1600,0.0,6.969912971856372e-07,6.969912971856372e-07,6.969912971856372e-07
1601,0.0,8.923151589052785e-07,8.923151589052785e-07,8.923151589052785e-07
1602,0.0,8.923151589052785e-07,8.923151589052785e-07,8.923151589052785e-07
1603,0.0,6.818969333315701e-07,6.818969333315701e-07,6.818969333315701e-07
1604,0.0,6.818969333315701e-07,6.818969333315701e-07,6.818969333315701e-07
1605,0.0,1.953238617196413e-07,1.953238617196413e-07,1.953238617196413e-07
1606,0.0,1.953238617196413e-07,1.953238617196413e-07,1.953238617196413e-07
1607,0.0,1.953238617196413e-07,1.953238617196413e-07,1.953238617196413e-07
1608,0.0,0.0,0.0,0.0
1609,0.0,0.0,0.0,0.0
1610,0.0,0.0,0.0,0.0
1611,0.0,3.072368274713101e-07,3.072368274713101e-07,3.072368274713101e-07
1612,0.0,3.072368274713101e-07,3.072368274713101e-07,3.072368274713101e-07
1613,0.0,3.072368274713101e-07,3.072368274713101e-07,3.072368274713101e-07
1614,0.0,3.072368274713101e-07,3.072368274713101e-07,3.072368274713101e-07
1615,0.0,3.072368274713101e-07,3.072368274713101e-07,3.072368274713101e-07
1616,0.0,3.072368274713101e-07,3.072368274713101e-07,3.072368274713101e-07
1617,0.0,3.072368274713101e-07,3.072368274713101e-07,3.072368274713101e-07
1618,0.0,9.847713857068032e-08,9.847713857068032e-08,9.847713857068032e-08
1619,0.0,9.847713857068032e-08,9.847713857068032e-08,9.847713857068032e-08
1620,0.0,1.9921605241636696e-07,1.9921605241636696e-07,1.9921605241636696e-07
1621,0.0,1.9921605241636696e-07,1.9921605241636696e-07,1.9921605241636696e-07
1622,0.0,2.6956446065794027e-07,2.6956446065794027e-07,2.6956446065794027e-07
1623,0.0,5.389786516778778e-07,5.389786516778778e-07,5.389786516778778e-07
1624,0.0,5.389786516778778e-07,5.389786516778778e-07,5.389786516778778e-07
1625,0.0,4.405015131071975e-07,4.405015131071975e-07,4.405015131071975e-07
1626,0.0,4.405015131071975e-07,4.405015131071975e-07,4.405015131071975e-07
1627,0.0,1.6179333215404768e-06,1.6179333215404768e-06,1.6179333215404768e-06
1628,0.0,1.8144682079374824e-06,1.8144682079374824e-06,1.8144682079374824e-06
1629,0.0,1.744119799695909e-06,1.744119799695909e-06,1.744119799695909e-06
1630,0.0,1.6472036057686118e-06,1.6472036057686118e-06,1.6472036057686118e-06
1631,0.0,1.7038835916797064e-06,1.7038835916797064e-06,1.7038835916797064e-06
1632,0.0,1.7955097259151183e-06,1.7955097259151183e-06,1.7955097259151183e-06
1633,0.0,1.9326025234736984e-06,1.9326025234736984e-06,1.9326025234736984e-06
1634,0.0,9.012681273036703e-07,9.012681273036703e-07,9.012681273036703e-07
1635,0.0,7.047332409066647e-07,7.047332409066647e-07,7.047332409066647e-07
1636,0.0,7.047332409066647e-07,7.047332409066647e-07,7.047332409066647e-07
1637,0.0,5.322352438140245e-07,5.322352438140245e-07,5.322352438140245e-07
1638,0.0,6.102253321062432e-07,6.102253321062432e-07,6.102253321062432e-07
1639,0.0,5.185991978708313e-07,5.185991978708313e-07,5.185991978708313e-07
1640,0.0,3.8150640031225133e-07,3.8150640031225133e-07,3.8150640031225133e-07
1641,0.0,1.3467007420331356e-07,1.3467007420331356e-07,1.3467007420331356e-07
1642,0.0,2.426199086715185e-07,2.426199086715185e-07,2.426199086715185e-07
1643,0.0,2.426199086715185e-07,2.426199086715185e-07,2.426199086715185e-07
1644,0.0,2.426199086715185e-07,2.426199086715185e-07,2.426199086715185e-07
1645,0.0,1.0794983446820489e-07,1.0794983446820489e-07,1.0794983446820489e-07
1646,0.0,1.0794983446820489e-07,1.0794983446820489e-07,1.0794983446820489e-07
1647,0.0,1.0794983446820489e-07,1.0794983446820489e-07,1.0794983446820489e-07
1648,0.0,1.5379907024128313e-07,1.5379907024128313e-07,1.5379907024128313e-07
1649,0.0,4.584923577307823e-08,4.584923577307823e-08,4.584923577307823e-08
1650,0.0,4.584923577307823e-08,4.584923577307823e-08,4.584923577307823e-08
1651,0.0,4.584923577307823e-08,4.584923577307823e-08,4.584923577307823e-08
1652,0.0,1.0152063266234888e-07,1.0152063266234888e-07,1.0152063266234888e-07
1653,0.0,1.0152063266234888e-07,1.0152063266234888e-07,1.0152063266234888e-07
1654,0.0,1.0152063266234888e-07,1.0152063266234888e-07,1.0152063266234888e-07
1655,0.0,5.567139688927065e-08,5.567139688927065e-08,5.567139688927065e-08
1656,0.0,5.567139688927065e-08,5.567139688927065e-08,5.567139688927065e-08
1657,0.0,2.781068571623889e-07,2.781068571623889e-07,2.781068571623889e-07
1658,0.0,2.781068571623889e-07,2.781068571623889e-07,2.781068571623889e-07
1659,0.0,2.5460264550604605e-07,2.5460264550604605e-07,2.5460264550604605e-07
1660,0.0,2.5460264550604605e-07,2.5460264550604605e-07,2.5460264550604605e-07
1661,0.0,2.5460264550604605e-07,2.5460264550604605e-07,2.5460264550604605e-07
1662,0.0,2.5460264550604605e-07,2.5460264550604605e-07,2.5460264550604605e-07
1663,0.0,2.5460264550604605e-07,2.5460264550604605e-07,2.5460264550604605e-07
1664,0.0,3.2167185232927816e-08,3.2167185232927816e-08,3.2167185232927816e-08
1665,4.4091616960681024e-08,2.0853365307565192e-07,2.0853365307565192e-07,2.0853365307565192e-07
1666,4.4091616960681024e-08,2.1631486544850175e-07,2.1631486544850175e-07,2.1631486544850175e-07
1667,4.4091616960681024e-08,2.1631486544850175e-07,2.1631486544850175e-07,2.1631486544850175e-07
1668,4.4091616960681024e-08,2.600680813559718e-07,2.600680813559718e-07,2.600680813559718e-07
1669,4.4091616960681024e-08,2.900221736419033e-07,2.900221736419033e-07,2.900221736419033e-07
1670,4.4091616960681024e-08,2.900221736419033e-07,2.900221736419033e-07,2.900221736419033e-07
1671,4.4091616960681024e-08,2.900221736419033e-07,2.900221736419033e-07,2.900221736419033e-07
1672,0.0,1.874575141463148e-07,1.874575141463148e-07,1.874575141463148e-07
1673,0.0,1.7225198689629906e-07,1.7225198689629906e-07,1.7225198689629906e-07
1674,0.0,1.7225198689629906e-07,1.7225198689629906e-07,1.7225198689629906e-07
1675,0.0,1.2849877098882905e-07,1.2849877098882905e-07,1.2849877098882905e-07
1676,0.0,9.854467870289746e-08,9.854467870289746e-08,9.854467870289746e-08
1677,0.0,1.3213087665267915e-07,1.3213087665267915e-07,1.3213087665267915e-07
1678,0.0,1.918865909341808e-07,1.918865909341808e-07,1.918865909341808e-07
1679,0.0,1.4115655184403814e-07,1.4115655184403814e-07,1.4115655184403814e-07
1680,0.0,1.3451561033304772e-07,1.3451561033304772e-07,1.3451561033304772e-07
1681,0.0,1.3451561033304772e-07,1.3451561033304772e-07,1.3451561033304772e-07
1682,0.0,1.3451561033304772e-07,1.3451561033304772e-07,1.3451561033304772e-07
1683,0.0,1.3451561033304772e-07,1.3451561033304772e-07,1.3451561033304772e-07
1684,0.0,2.7625889385620083e-07,2.7625889385620083e-07,2.7625889385620083e-07
1685,0.0,2.3670901124920159e-07,2.3670901124920159e-07,2.3670901124920159e-07
1686,0.0,2.412664485973437e-07,2.412664485973437e-07,2.412664485973437e-07
1687,0.0,2.2316451975257223e-07,2.2316451975257223e-07,2.2316451975257223e-07
1688,0.0,3.629392547769125e-07,3.629392547769125e-07,3.629392547769125e-07
1689,0.0,3.945104245823521e-07,3.945104245823521e-07,3.945104245823521e-07
1690,0.0,3.945104245823521e-07,3.945104245823521e-07,3.945104245823521e-07
1691,0.0,2.1918094310941732e-07,2.1918094310941732e-07,2.1918094310941732e-07
1692,0.0,2.226431559750251e-07,2.226431559750251e-07,2.226431559750251e-07
1693,0.0,1.9501394936989008e-07,1.9501394936989008e-07,1.9501394936989008e-07
1694,0.0,2.9255615174861305e-07,2.9255615174861305e-07,2.9255615174861305e-07
1695,0.0,1.6828822018461714e-07,1.6828822018461714e-07,1.6828822018461714e-07
1696,0.0,1.3671705037917752e-07,1.3671705037917752e-07,1.3671705037917752e-07
1697,0.0,1.440641252007221e-07,1.440641252007221e-07,1.440641252007221e-07
1698,0.0,1.5443539577323202e-07,1.5443539577323202e-07,1.5443539577323202e-07
1699,0.0,1.3076735123312184e-07,1.3076735123312184e-07,1.3076735123312184e-07
1700,0.0,1.4376520393203203e-07,1.4376520393203203e-07,1.4376520393203203e-07
1701,0.0,1.7189087283700895e-07,1.7189087283700895e-07,1.7189087283700895e-07
1702,0.0,1.563840693766646e-07,1.563840693766646e-07,1.563840693766646e-07
1703,0.0,1.784664890789957e-07,1.784664890789957e-07,1.784664890789957e-07
1704,0.0,1.9710471324937577e-07,1.9710471324937577e-07,1.9710471324937577e-07
1705,0.0,2.0504905202350138e-07,2.0504905202350138e-07,2.0504905202350138e-07
1706,0.0,2.0504905202350138e-07,2.0504905202350138e-07,2.0504905202350138e-07
1707,0.0,2.1635610534888527e-07,2.1635610534888527e-07,2.1635610534888527e-07
1708,0.0,1.4856343812295692e-07,1.4856343812295692e-07,1.4856343812295692e-07
1709,0.0,1.9666350275266658e-07,1.9666350275266658e-07,1.9666350275266658e-07
1710,0.0,1.745810830503355e-07,1.745810830503355e-07,1.745810830503355e-07
1711,0.0,1.5828811277580307e-07,1.5828811277580307e-07,1.5828811277580307e-07
1712,0.0,2.594701190413876e-07,2.594701190413876e-07,2.594701190413876e-07
1713,0.0,2.702881342234572e-07,2.702881342234572e-07,2.702881342234572e-07
1714,0.0,2.842696704062421e-07,2.842696704062421e-07,2.842696704062421e-07
1715,0.0,2.8300623203644394e-07,2.8300623203644394e-07,2.8300623203644394e-07
1716,0.0,2.968908745515364e-07,2.968908745515364e-07,2.968908745515364e-07
1717,0.0,3.0453228002816755e-07,3.0453228002816755e-07,3.0453228002816755e-07
1718,0.0,3.2580697707982965e-07,3.2580697707982965e-07,3.2580697707982965e-07
1719,0.0,2.0630936146760958e-07,2.0630936146760958e-07,2.0630936146760958e-07
1720,9.061128228690255e-09,3.8577503198260796e-07,3.8577503198260796e-07,3.8577503198260796e-07
1721,9.061128228690255e-09,3.9128888015430417e-07,3.9128888015430417e-07,3.9128888015430417e-07
1722,9.061128228690255e-09,3.5013228786137264e-07,3.5013228786137264e-07,3.5013228786137264e-07
1723,9.061128228690255e-09,3.9312557628282517e-07,3.9312557628282517e-07,3.9312557628282517e-07
1724,9.061128228690255e-09,4.265806105812382e-07,4.265806105812382e-07,4.265806105812382e-07
1725,9.061128228690255e-09,4.3973130508285454e-07,4.3973130508285454e-07,4.3973130508285454e-07
1726,9.061128228690255e-09,5.610937664966644e-07,5.610937664966644e-07,5.610937664966644e-07
1727,0.0,4.871362477842922e-07,4.871362477842922e-07,4.871362477842922e-07
1728,0.0,4.822133153733635e-07,4.822133153733635e-07,4.822133153733635e-07
1729,0.0,6.515454750959699e-07,6.515454750959699e-07,6.515454750959699e-07
1730,0.0,6.038501437290376e-07,6.038501437290376e-07,6.038501437290376e-07
1731,0.0,6.393878412122181e-07,6.393878412122181e-07,6.393878412122181e-07
1732,0.0,6.891479772873157e-07,6.891479772873157e-07,6.891479772873157e-07
1733,0.0,6.169589019983894e-07,6.169589019983894e-07,6.169589019983894e-07
1734,0.0,5.212796614679454e-07,5.212796614679454e-07,5.212796614679454e-07
1735,1.9400778634397805e-08,5.470715629079288e-07,5.470715629079288e-07,5.470715629079288e-07
1736,1.9400778634397805e-08,3.8984585566075633e-07,3.8984585566075633e-07,3.8984585566075633e-07
1737,1.9400778634397805e-08,3.810145890221455e-07,3.810145890221455e-07,3.810145890221455e-07
1738,1.9400778634397805e-08,3.922495121092392e-07,3.922495121092392e-07,3.922495121092392e-07
1739,1.9400778634397805e-08,5.923850474281218e-07,5.923850474281218e-07,5.923850474281218e-07
1740,1.9400778634397805e-08,6.105971672403549e-07,6.105971672403549e-07,6.105971672403549e-07
1741,1.9400778634397805e-08,6.374810469976313e-07,6.374810469976313e-07,6.374810469976313e-07
1742,0.0,7.513782094292765e-07,7.513782094292765e-07,7.513782094292765e-07
1743,0.0,7.623421579085386e-07,7.623421579085386e-07,7.623421579085386e-07
1744,0.0,7.942438458030665e-07,7.942438458030665e-07,7.942438458030665e-07
1745,0.0,9.146567866277369e-07,9.146567866277369e-07,9.146567866277369e-07
1746,0.0,6.45533280671121e-07,6.45533280671121e-07,6.45533280671121e-07
1747,0.0,6.571716580440677e-07,6.571716580440677e-07,6.571716580440677e-07
1748,0.0,6.496779008102749e-07,6.496779008102749e-07,6.496779008102749e-07
1749,0.0,5.057984416063326e-07,5.057984416063326e-07,5.057984416063326e-07
1750,0.0,5.794297399981068e-07,5.794297399981068e-07,5.794297399981068e-07
1751,0.0,5.633211515032599e-07,5.633211515032599e-07,5.633211515032599e-07
1752,0.0,3.784306922430655e-07,3.784306922430655e-07,3.784306922430655e-07
1753,0.0,3.837169210945441e-07,3.837169210945441e-07,3.837169210945441e-07
1754,0.0,3.8000627203668304e-07,3.8000627203668304e-07,3.8000627203668304e-07
1755,0.0,4.17035378421003e-07,4.17035378421003e-07,4.17035378421003e-07
1756,0.0,4.187740602544311e-07,4.187740602544311e-07,4.187740602544311e-07
1757,0.0,3.7665501955481364e-07,3.7665501955481364e-07,3.7665501955481364e-07
1758,0.0,4.056380658669566e-07,4.056380658669566e-07,4.056380658669566e-07
1759,0.0,3.892041137630388e-07,3.892041137630388e-07,3.892041137630388e-07
1760,0.0,4.2556217343709637e-07,4.2556217343709637e-07,4.2556217343709637e-07
1761,0.0,3.946580185194242e-07,3.946580185194242e-07,3.946580185194242e-07
1762,0.0,3.927041559238985e-07,3.927041559238985e-07,3.927041559238985e-07
1763,0.0,5.294376624728361e-07,5.294376624728361e-07,5.294376624728361e-07
1764,0.0,4.931279866988396e-07,4.931279866988396e-07,4.931279866988396e-07
1765,0.0,4.647434285029054e-07,4.647434285029054e-07,4.647434285029054e-07
1766,0.0,4.951974119649094e-07,4.951974119649094e-07,4.951974119649094e-07
1767,0.0,4.5516375735132897e-07,4.5516375735132897e-07,4.5516375735132897e-07
1768,0.0,4.4562344214682525e-07,4.4562344214682525e-07,4.4562344214682525e-07
1769,0.0,4.5885267598220837e-07,4.5885267598220837e-07,4.5885267598220837e-07
1770,0.0,4.6731758678626125e-07,4.6731758678626125e-07,4.6731758678626125e-07
1771,0.0,4.572832251272173e-07,4.572832251272173e-07,4.572832251272173e-07
1772,0.0,4.240732209837006e-07,4.240732209837006e-07,4.240732209837006e-07
1773,0.0,4.281847014096586e-07,4.281847014096586e-07,4.281847014096586e-07
1774,0.0,4.711682208835555e-07,4.711682208835555e-07,4.711682208835555e-07
1775,0.0,4.882958616495411e-07,4.882958616495411e-07,4.882958616495411e-07
1776,0.0,4.2707802906859017e-07,4.2707802906859017e-07,4.2707802906859017e-07
1777,0.0,2.6588031890436727e-07,2.6588031890436727e-07,2.6588031890436727e-07
1778,0.0,2.644356738658514e-07,2.644356738658514e-07,2.644356738658514e-07
1779,0.0,3.4039349624695857e-07,3.4039349624695857e-07,3.4039349624695857e-07
1780,0.0,3.176635650398956e-07,3.176635650398956e-07,3.176635650398956e-07
1781,0.0,2.940799289165495e-07,2.940799289165495e-07,2.940799289165495e-07
1782,0.0,2.8524619364946246e-07,2.8524619364946246e-07,2.8524619364946246e-07
1783,0.0,2.929160842768397e-07,2.929160842768397e-07,2.929160842768397e-07
1784,0.0,3.107725896305575e-07,3.107725896305575e-07,3.107725896305575e-07
1785,0.0,3.0632278732615046e-07,3.0632278732615046e-07,3.0632278732615046e-07
1786,0.0,2.3625473894688704e-07,2.3625473894688704e-07,2.3625473894688704e-07
1787,0.0,3.747368972588967e-07,3.747368972588967e-07,3.747368972588967e-07
1788,0.0,3.4974132745446695e-07,3.4974132745446695e-07,3.4974132745446695e-07
1789,0.0,3.2751958453250805e-07,3.2751958453250805e-07,3.2751958453250805e-07
1790,0.0,3.777993303596564e-07,3.777993303596564e-07,3.777993303596564e-07
1791,0.0,3.9272881987731776e-07,3.9272881987731776e-07,3.9272881987731776e-07
1792,0.0,4.151951701812452e-07,4.151951701812452e-07,4.151951701812452e-07
1793,0.0,4.0528103438321394e-07,4.0528103438321394e-07,4.0528103438321394e-07
1794,0.0,2.85929205899395e-07,2.85929205899395e-07,2.85929205899395e-07
1795,0.0,3.6731084865745546e-07,3.6731084865745546e-07,3.6731084865745546e-07
1796,0.0,4.2696365807972013e-07,4.2696365807972013e-07,4.2696365807972013e-07
1797,0.0,3.7760651748288054e-07,3.7760651748288054e-07,3.7760651748288054e-07
1798,0.0,4.187152110749334e-07,4.187152110749334e-07,4.187152110749334e-07
1799,0.0,4.5354571146357815e-07,4.5354571146357815e-07,4.5354571146357815e-07
1800,0.0,4.699851306863171e-07,4.699851306863171e-07,4.699851306863171e-07
1801,0.0,4.6828023414491327e-07,4.6828023414491327e-07,4.6828023414491327e-07
1802,0.0,4.2416674870894765e-07,4.2416674870894765e-07,4.2416674870894765e-07
1803,0.0,4.2289900242004866e-07,4.2289900242004866e-07,4.2289900242004866e-07
1804,6.101551010471797e-10,4.695537500408266e-07,4.695537500408266e-07,4.695537500408266e-07
1805,6.101551010471797e-10,4.497601488700249e-07,4.497601488700249e-07,4.497601488700249e-07
1806,6.101551010471797e-10,4.599854841152202e-07,4.599854841152202e-07,4.599854841152202e-07
1807,6.101551010471797e-10,4.833066822941743e-07,4.833066822941743e-07,4.833066822941743e-07
1808,2.02233417313989e-09,4.993387554869904e-07,4.993387554869904e-07,4.993387554869904e-07
1809,2.02233417313989e-09,4.824166239814076e-07,4.824166239814076e-07,4.824166239814076e-07
1810,2.458209477243908e-09,5.841968199352518e-07,5.841968199352518e-07,5.841968199352518e-07
1811,1.8480543761967283e-09,5.770631251575001e-07,5.770631251575001e-07,5.770631251575001e-07
1812,1.8480543761967283e-09,5.423999636734931e-07,5.423999636734931e-07,5.423999636734931e-07
1813,2.0420337801648915e-09,4.970381886388558e-07,4.970381886388558e-07,4.970381886388558e-07
1814,2.0420337801648915e-09,4.78356197066075e-07,4.78356197066075e-07,4.78356197066075e-07
1815,6.298547080721814e-10,4.5256584460925555e-07,4.5256584460925555e-07,4.5256584460925555e-07
1816,8.200274269144967e-10,4.784459548545783e-07,4.784459548545783e-07,4.784459548545783e-07
1817,3.8415212281047873e-10,3.499434728025465e-07,3.499434728025465e-07,3.499434728025465e-07
1818,3.8415212281047873e-10,3.2161336654163666e-07,3.2161336654163666e-07,3.2161336654163666e-07
1819,3.8415212281047873e-10,3.366076534965552e-07,3.366076534965552e-07,3.366076534965552e-07
1820,1.901727188423154e-10,3.407195805493757e-07,3.407195805493757e-07,3.407195805493757e-07
1821,1.901727188423154e-10,3.177431864287428e-07,3.177431864287428e-07,3.177431864287428e-07
1822,3.1494162040195713e-10,3.252200510165234e-07,3.252200510165234e-07,3.252200510165234e-07
1823,1.2476890155964171e-10,2.9657588080616346e-07,2.9657588080616346e-07,2.9657588080616346e-07
1824,1.2476890155964171e-10,2.800504595208102e-07,2.800504595208102e-07,2.800504595208102e-07
1825,1.2476890155964171e-10,2.883482506734124e-07,2.883482506734124e-07,2.883482506734124e-07
1826,1.2476890155964171e-10,2.8017799585151284e-07,2.8017799585151284e-07,2.8017799585151284e-07
1827,4.384807199870571e-10,2.841042195151593e-07,2.841042195151593e-07,2.841042195151593e-07
1828,4.384807199870571e-10,3.012011404734949e-07,3.012011404734949e-07,3.012011404734949e-07
1829,5.94808932266996e-10,3.766810518105298e-07,3.766810518105298e-07,3.766810518105298e-07
1830,5.94808932266996e-10,3.9156479455674085e-07,3.9156479455674085e-07,3.9156479455674085e-07
1831,5.94808932266996e-10,4.636158986873592e-07,4.636158986873592e-07,4.636158986873592e-07
1832,5.94808932266996e-10,4.470688241196642e-07,4.470688241196642e-07,4.470688241196642e-07
1833,5.94808932266996e-10,4.4813542997092425e-07,4.4813542997092425e-07,4.4813542997092425e-07
1834,2.810971138395806e-10,4.6641955415387723e-07,4.6641955415387723e-07,4.6641955415387723e-07
1835,2.810971138395806e-10,4.816736804968968e-07,4.816736804968968e-07,4.816736804968968e-07
1836,0.0,4.304290419960515e-07,4.304290419960515e-07,4.304290419960515e-07
1837,0.0,5.214092928846574e-07,5.214092928846574e-07,5.214092928846574e-07
1838,3.816287286184661e-10,4.7189808226123985e-07,4.7189808226123985e-07,4.7189808226123985e-07
1839,9.87880222069748e-10,5.297099992925983e-07,5.297099992925983e-07,5.297099992925983e-07
1840,2.1972556789912848e-09,5.313883052947079e-07,5.313883052947079e-07,5.313883052947079e-07
1841,2.1972556789912848e-09,4.999551208584307e-07,4.999551208584307e-07,4.999551208584307e-07
1842,2.1972556789912848e-09,4.917010666563979e-07,4.917010666563979e-07,4.917010666563979e-07
1843,2.1972556789912848e-09,4.835620188714529e-07,4.835620188714529e-07,4.835620188714529e-07
1844,2.2640385360135032e-09,3.9096793865870237e-07,3.9096793865870237e-07,3.9096793865870237e-07
1845,1.882409807395037e-09,3.90345750897073e-07,3.90345750897073e-07,3.90345750897073e-07
1846,1.2761583139437554e-09,3.529657541483695e-07,3.529657541483695e-07,3.529657541483695e-07
1847,6.678285702221842e-11,3.455321210107546e-07,3.455321210107546e-07,3.455321210107546e-07
1848,6.678285702221842e-11,3.5399591118740706e-07,3.5399591118740706e-07,3.5399591118740706e-07
1849,6.678285702221842e-11,3.8291648658222197e-07,3.8291648658222197e-07,3.8291648658222197e-07
1850,1.1425276597825424e-10,3.7551110056353666e-07,3.7551110056353666e-07,3.7551110056353666e-07
1851,4.746990895603582e-11,3.847615630547807e-07,3.847615630547807e-07,3.847615630547807e-07
1852,4.746990895603582e-11,3.811192641478556e-07,3.811192641478556e-07,3.811192641478556e-07
1853,9.572924992389581e-11,3.759351727694593e-07,3.759351727694593e-07,3.759351727694593e-07
1854,9.572924992389581e-11,3.887806039009385e-07,3.887806039009385e-07,3.887806039009385e-07
1855,9.572924992389581e-11,4.1828789270376934e-07,4.1828789270376934e-07,4.1828789270376934e-07
1856,1.454280545194158e-10,4.2141340372836567e-07,4.2141340372836567e-07,4.2141340372836567e-07
1857,9.795814556337997e-11,4.601804001984939e-07,4.601804001984939e-07,4.601804001984939e-07
1858,9.795814556337997e-11,4.5896567257841525e-07,4.5896567257841525e-07,4.5896567257841525e-07
1859,1.5888753408204488e-10,4.57864270434324e-07,4.57864270434324e-07,4.57864270434324e-07
1860,1.7162340199788114e-10,4.7495700934112914e-07,4.7495700934112914e-07,4.7495700934112914e-07
