ngram,CRH,CR,CR,CR
1861,1.7162340199788114e-10,4.685775617677531e-07,4.685775617677531e-07,4.685775617677531e-07
1862,2.2734167326454724e-10,4.4868999030508607e-07,4.4868999030508607e-07,4.4868999030508607e-07
1863,4.163322702461463e-10,4.3070934501494254e-07,4.3070934501494254e-07,4.3070934501494254e-07
1864,4.6342739169956207e-10,4.0319118608879633e-07,4.0319118608879633e-07,4.0319118608879633e-07
1865,5.076539426924447e-10,4.1438235598434403e-07,4.1438235598434403e-07,4.1438235598434403e-07
1866,4.467245541737798e-10,4.497862643607472e-07,4.497862643607472e-07,4.497862643607472e-07
1867,3.8572934529008355e-10,4.426558543205569e-07,4.426558543205569e-07,4.426558543205569e-07
1868,5.649761373024579e-10,4.5925686923250654e-07,4.5925686923250654e-07,4.5925686923250654e-07
1869,6.676014106611814e-10,4.697015185683995e-07,4.697015185683995e-07,4.697015185683995e-07
1870,5.133849298058887e-10,4.718015864974794e-07,4.718015864974794e-07,4.718015864974794e-07
1871,5.068658707038257e-10,4.815886102603275e-07,4.815886102603275e-07,4.815886102603275e-07
1872,4.6263931971094307e-10,4.854647223900039e-07,4.854647223900039e-07,4.854647223900039e-07
1873,5.40656824865593e-10,4.642156495395154e-07,4.642156495395154e-07,4.642156495395154e-07
1874,5.803975395528888e-10,4.921089466084336e-07,4.921089466084336e-07,4.921089466084336e-07
1875,4.011507475405145e-10,5.33427416777548e-07,5.33427416777548e-07,5.33427416777548e-07
1876,8.944509577446524e-10,5.532691521433922e-07,5.532691521433922e-07,5.532691521433922e-07
1877,8.798813820400295e-10,5.81245895351198e-07,5.81245895351198e-07,5.81245895351198e-07
1878,2.109292863388441e-09,5.889190747763808e-07,5.889190747763808e-07,5.889190747763808e-07
1879,2.109292863388441e-09,5.976779310198513e-07,5.976779310198513e-07,5.976779310198513e-07
1880,2.3272555192489973e-09,6.047262591632066e-07,6.047262591632066e-07,6.047262591632066e-07
1881,2.2875148045617013e-09,6.024534156624992e-07,6.024534156624992e-07,6.024534156624992e-07
1882,2.417153120516856e-09,5.828288018554823e-07,5.828288018554823e-07,5.828288018554823e-07
1883,1.893999877568474e-09,5.970058672184158e-07,5.970058672184158e-07,5.970058672184158e-07
1884,1.885118347136735e-09,5.925747765494245e-07,5.925747765494245e-07,5.925747765494245e-07
1885,6.731773590943188e-10,5.937379065861543e-07,5.937379065861543e-07,5.937379065861543e-07
1886,7.283545909255094e-10,5.826773791081255e-07,5.826773791081255e-07,5.826773791081255e-07
1887,4.600083984364543e-10,5.967058963765989e-07,5.967058963765989e-07,5.967058963765989e-07
1888,5.680197681260221e-10,5.944096090258557e-07,5.944096090258557e-07,5.944096090258557e-07
1889,4.6455234698721577e-10,5.777348194767131e-07,5.777348194767131e-07,5.777348194767131e-07
1890,4.1194890950827355e-10,5.577944161164591e-07,5.577944161164591e-07,5.577944161164591e-07
1891,4.5334730215871946e-10,5.790940755494895e-07,5.790940755494895e-07,5.790940755494895e-07
1892,5.301302432750684e-10,5.876264513712417e-07,5.876264513712417e-07,5.876264513712417e-07
1893,4.980146850463996e-10,6.411696225378754e-07,6.411696225378754e-07,6.411696225378754e-07
1894,4.92472489375752e-10,6.268477363846614e-07,6.268477363846614e-07,6.268477363846614e-07
1895,4.479747426186112e-10,6.198732681436272e-07,6.198732681436272e-07,6.198732681436272e-07
1896,4.411842736378497e-10,6.101964028662874e-07,6.101964028662874e-07,6.101964028662874e-07
1897,4.2102746487606066e-10,6.11227794219563e-07,6.11227794219563e-07,6.11227794219563e-07
1898,3.186072576401498e-10,5.67186426841155e-07,5.67186426841155e-07,5.67186426841155e-07
1899,2.2020557401334984e-10,5.667868663294939e-07,5.667868663294939e-07,5.667868663294939e-07
1900,2.874969270586344e-10,5.224189781724167e-07,5.224189781724167e-07,5.224189781724167e-07
1901,2.82541841113902e-10,5.146101459883669e-07,5.146101459883669e-07,5.146101459883669e-07
1902,2.3624650846709727e-10,4.922286750895312e-07,4.922286750895312e-07,4.922286750895312e-07
1903,2.806226620125482e-10,4.979992159600702e-07,4.979992159600702e-07,4.979992159600702e-07
1904,3.0416109908504296e-10,4.7496880435054276e-07,4.7496880435054276e-07,4.7496880435054276e-07
1905,5.176171772948632e-10,4.6797445309363995e-07,4.6797445309363995e-07,4.6797445309363995e-07
1906,5.277343225116939e-10,4.3635332807363217e-07,4.3635332807363217e-07,4.3635332807363217e-07
1907,4.959819915884012e-10,4.220547355414185e-07,4.220547355414185e-07,4.220547355414185e-07
1908,6.984365704835024e-10,4.048487564237543e-07,4.048487564237543e-07,4.048487564237543e-07
1909,7.914663527738444e-10,4.059538939925135e-07,4.059538939925135e-07,4.059538939925135e-07
1910,7.690314417020869e-10,3.8962227222327783e-07,3.8962227222327783e-07,3.8962227222327783e-07
1911,8.714758597300992e-10,4.1820121867073924e-07,4.1820121867073924e-07,4.1820121867073924e-07
1912,7.156762127369376e-10,4.1536841065083407e-07,4.1536841065083407e-07,4.1536841065083407e-07
1913,9.97983406232044e-10,4.2341956226924336e-07,4.2341956226924336e-07,4.2341956226924336e-07
1914,9.832321782151813e-10,4.0426307837801036e-07,4.0426307837801036e-07,4.0426307837801036e-07
1915,8.273958026653158e-10,4.157945251595915e-07,4.157945251595915e-07,4.157945251595915e-07
1916,1.1536517376318857e-09,4.182045399504984e-07,4.182045399504984e-07,4.182045399504984e-07
1917,1.950274132665543e-09,4.3414940721829355e-07,4.3414940721829355e-07,4.3414940721829355e-07
1918,3.3791477235415155e-09,4.084978481192333e-07,4.084978481192333e-07,4.084978481192333e-07
1919,3.463548753357415e-09,3.989949034023864e-07,3.989949034023864e-07,3.989949034023864e-07
1920,3.3667131503291513e-09,4.582418041211765e-07,4.582418041211765e-07,4.582418041211765e-07
1921,3.379086899180095e-09,4.594399700051456e-07,4.594399700051456e-07,4.594399700051456e-07
1922,3.436088493101254e-09,4.6863094991879605e-07,4.6863094991879605e-07,4.6863094991879605e-07
1923,3.858955028539819e-09,4.639489117965111e-07,4.639489117965111e-07,4.639489117965111e-07
1924,3.0454324954711153e-09,4.628489713403334e-07,4.628489713403334e-07,4.628489713403334e-07
1925,1.9639648181555914e-09,4.6278332125179335e-07,4.6278332125179335e-07,4.6278332125179335e-07
1926,1.8448303202538747e-09,4.6902170782102205e-07,4.6902170782102205e-07,4.6902170782102205e-07
1927,1.7037672859844731e-09,4.50555059420107e-07,4.50555059420107e-07,4.50555059420107e-07
1928,1.7159725307358542e-09,5.191177235376796e-07,5.191177235376796e-07,5.191177235376796e-07
1929,1.746930830151935e-09,5.469776332185055e-07,5.469776332185055e-07,5.469776332185055e-07
1930,1.4048807593449096e-09,5.7163650727229e-07,5.7163650727229e-07,5.7163650727229e-07
1931,1.5640902918072947e-09,6.222904167836012e-07,6.222904167836012e-07,6.222904167836012e-07
1932,3.399295866616089e-09,6.826613961103638e-07,6.826613961103638e-07,6.826613961103638e-07
1933,3.4227072208205455e-09,7.335523670397899e-07,7.335523670397899e-07,7.335523670397899e-07
1934,3.399157328625486e-09,7.463184731802488e-07,7.463184731802488e-07,7.463184731802488e-07
1935,3.464062861954379e-09,8.085913967598961e-07,8.085913967598961e-07,8.085913967598961e-07
1936,3.542659832156403e-09,8.50095716486976e-07,8.50095716486976e-07,8.50095716486976e-07
1937,3.294648379511703e-09,9.01985678020927e-07,9.01985678020927e-07,9.01985678020927e-07
1938,3.176274069157817e-09,9.104746985550654e-07,9.104746985550654e-07,9.104746985550654e-07
1939,1.035995686063781e-09,9.270597323458267e-07,9.270597323458267e-07,9.270597323458267e-07
1940,1.273387268645771e-09,9.592390597390477e-07,9.592390597390477e-07,9.592390597390477e-07
1941,1.3438765021435627e-09,1.0002015317565695e-06,1.0002015317565695e-06,1.0002015317565695e-06
1942,1.4098068744163227e-09,1.4121281018170912e-06,1.4121281018170912e-06,1.4121281018170912e-06
1943,1.3296683912652644e-09,1.442933223318375e-06,1.442933223318375e-06,1.442933223318375e-06
1944,1.0983020167934905e-09,1.5116268221910495e-06,1.5116268221910495e-06,1.5116268221910495e-06
1945,3.8672276769791125e-09,1.5520799934165552e-06,1.5520799934165552e-06,1.5520799934165552e-06
1946,4.222365072660748e-09,1.6223995089603704e-06,1.6223995089603704e-06,1.6223995089603704e-06
1947,6.339400667108665e-09,1.632007297303062e-06,1.632007297303062e-06,1.632007297303062e-06
1948,8.356107865172189e-09,1.7333615817603589e-06,1.7333615817603589e-06,1.7333615817603589e-06
1949,1.0588724734329955e-08,1.321354294045055e-06,1.321354294045055e-06,1.321354294045055e-06
1950,1.319650735909228e-08,1.3979238896614073e-06,1.3979238896614073e-06,1.3979238896614073e-06
1951,1.4317001615994838e-08,1.4314064823598268e-06,1.4314064823598268e-06,1.4314064823598268e-06
1952,1.2408172204000526e-08,1.4559524938054632e-06,1.4559524938054632e-06,1.4559524938054632e-06
1953,1.2236908724411982e-08,1.5575697846413407e-06,1.5575697846413407e-06,1.5575697846413407e-06
1954,1.0503881225127593e-08,1.656453199367596e-06,1.656453199367596e-06,1.656453199367596e-06
1955,9.045005284440727e-09,1.6215786250281132e-06,1.6215786250281132e-06,1.6215786250281132e-06
1956,7.138376271039906e-09,1.763475081263875e-06,1.763475081263875e-06,1.763475081263875e-06
1957,5.017606679353597e-09,1.799981061724663e-06,1.799981061724663e-06,1.799981061724663e-06
1958,4.156714972225473e-09,1.8642147097125417e-06,1.8642147097125417e-06,1.8642147097125417e-06
1959,8.392692128568667e-09,3.959850053953622e-06,3.959850053953622e-06,3.959850053953622e-06
1960,9.509424010139306e-09,4.1851555709269765e-06,4.1851555709269765e-06,4.1851555709269765e-06
1961,9.832180054252554e-09,5.250371860451456e-06,5.250371860451456e-06,5.250371860451456e-06
1962,1.101357903289722e-08,7.2477847165178644e-06,7.2477847165178644e-06,7.2477847165178644e-06
1963,1.3756599573763343e-08,9.63797674558009e-06,9.63797674558009e-06,9.63797674558009e-06
1964,1.7301302390748674e-08,1.1382574712115456e-05,1.1382574712115456e-05,1.1382574712115456e-05
1965,1.913700696322605e-08,1.2898130632623048e-05,1.2898130632623048e-05,1.2898130632623048e-05
1966,1.6367392330352004e-08,1.2046500322477577e-05,1.2046500322477577e-05,1.2046500322477577e-05
1967,1.8079892820972125e-08,1.3311505686682981e-05,1.3311505686682981e-05,1.3311505686682981e-05
1968,1.8320462099755526e-08,1.3523676638474821e-05,1.3523676638474821e-05,1.3523676638474821e-05
1969,1.9683994751622843e-08,1.3028057894968828e-05,1.3028057894968828e-05,1.3028057894968828e-05
1970,1.937104660803308e-08,1.2178978067822754e-05,1.2178978067822754e-05,1.2178978067822754e-05
1971,3.107700573070003e-08,1.1525694130146544e-05,1.1525694130146544e-05,1.1525694130146544e-05
1972,3.355234173036641e-08,1.107855587179074e-05,1.107855587179074e-05,1.107855587179074e-05
1973,3.892773126068505e-08,1.122948742704466e-05,1.122948742704466e-05,1.122948742704466e-05
1974,4.240412097646283e-08,1.0871344264679855e-05,1.0871344264679855e-05,1.0871344264679855e-05
1975,4.568194356124877e-08,1.1306051289596195e-05,1.1306051289596195e-05,1.1306051289596195e-05
1976,4.686132497917177e-08,1.125350796168537e-05,1.125350796168537e-05,1.125350796168537e-05
1977,5.0447525268282334e-08,1.0990975169988815e-05,1.0990975169988815e-05,1.0990975169988815e-05
1978,3.843564298579492e-08,1.1006353685973278e-05,1.1006353685973278e-05,1.1006353685973278e-05
1979,3.9548958393912214e-08,1.1270561636982685e-05,1.1270561636982685e-05,1.1270561636982685e-05
1980,3.7808373828543806e-08,1.1245613677601796e-05,1.1245613677601796e-05,1.1245613677601796e-05
1981,4.7071629641745205e-08,1.1175074307954804e-05,1.1175074307954804e-05,1.1175074307954804e-05
1982,6.106183952121163e-08,1.083152671656405e-05,1.083152671656405e-05,1.083152671656405e-05
1983,7.488897832022953e-08,1.0802280485222582e-05,1.0802280485222582e-05,1.0802280485222582e-05
1984,1.1653794373955861e-07,1.1052709981283573e-05,1.1052709981283573e-05,1.1052709981283573e-05
1985,1.5569748867960698e-07,1.1286113476671744e-05,1.1286113476671744e-05,1.1286113476671744e-05
1986,1.9561350380773286e-07,1.126521809575414e-05,1.126521809575414e-05,1.126521809575414e-05
1987,2.2438187536571214e-07,1.1376155011281039e-05,1.1376155011281039e-05,1.1376155011281039e-05
1988,2.528007578510889e-07,1.1832030135597701e-05,1.1832030135597701e-05,1.1832030135597701e-05
1989,2.872117680193956e-07,1.1908792008138594e-05,1.1908792008138594e-05,1.1908792008138594e-05
1990,3.2507368327320106e-07,1.142187777856764e-05,1.142187777856764e-05,1.142187777856764e-05
1991,3.2533811885774154e-07,1.1569125750351564e-05,1.1569125750351564e-05,1.1569125750351564e-05
1992,3.256174595987561e-07,1.1820656774424216e-05,1.1820656774424216e-05,1.1820656774424216e-05
1993,3.401933708703707e-07,1.1211509640166436e-05,1.1211509640166436e-05,1.1211509640166436e-05
1994,3.641217420278865e-07,1.0477770826712782e-05,1.0477770826712782e-05,1.0477770826712782e-05
1995,3.7026104645779666e-07,9.60179451275118e-06,9.60179451275118e-06,9.60179451275118e-06
1996,3.795961853419223e-07,8.756083973691733e-06,8.756083973691733e-06,8.756083973691733e-06
1997,3.805233745879377e-07,8.522090086314296e-06,8.522090086314296e-06,8.522090086314296e-06
1998,4.116285846781206e-07,7.41056114098423e-06,7.41056114098423e-06,7.41056114098423e-06
1999,4.3204769895055506e-07,6.414721220997828e-06,6.414721220997828e-06,6.414721220997828e-06
2000,4.520828684105384e-07,6.20388826584011e-06,6.20388826584011e-06,6.20388826584011e-06
2001,4.688881298469434e-07,6.098224210810648e-06,6.098224210810648e-06,6.098224210810648e-06
2002,4.835381243343104e-07,5.933364783621593e-06,5.933364783621593e-06,5.933364783621593e-06
2003,4.856715958924594e-07,6.012837275193306e-06,6.012837275193306e-06,6.012837275193306e-06
2004,4.78843402009131e-07,5.988912822171447e-06,5.988912822171447e-06,5.988912822171447e-06
2005,4.4633584447443096e-07,5.783638828558781e-06,5.783638828558781e-06,5.783638828558781e-06
2006,4.321942494048666e-07,5.671854199005923e-06,5.671854199005923e-06,5.671854199005923e-06
2007,4.034592637123881e-07,5.596557262573956e-06,5.596557262573956e-06,5.596557262573956e-06
2008,3.896988037662855e-07,5.560375029745046e-06,5.560375029745046e-06,5.560375029745046e-06
2009,4.005383727547139e-07,5.60481748834718e-06,5.60481748834718e-06,5.60481748834718e-06
2010,3.942192969524123e-07,5.499406012989182e-06,5.499406012989182e-06,5.499406012989182e-06
2011,3.8215778528995414e-07,5.231485504607138e-06,5.231485504607138e-06,5.231485504607138e-06
2012,3.908319610802989e-07,5.124205472384347e-06,5.124205472384347e-06,5.124205472384347e-06
2013,3.945946381073944e-07,4.929128733367959e-06,4.929128733367959e-06,4.929128733367959e-06
2014,3.808693155146362e-07,4.78868462648409e-06,4.78868462648409e-06,4.78868462648409e-06
2015,3.6078165115733487e-07,4.554949295457586e-06,4.554949295457586e-06,4.554949295457586e-06
2016,3.281597003024217e-07,4.364036158222007e-06,4.364036158222007e-06,4.364036158222007e-06
2017,3.151167409972307e-07,4.135985060808404e-06,4.135985060808404e-06,4.135985060808404e-06
2018,3.24734884316058e-07,4.087757861270802e-06,4.087757861270802e-06,4.087757861270802e-06
2019,3.0839678544225535e-07,4.104669415028184e-06,4.104669415028184e-06,4.104669415028184e-06
