ngram,Target,Trget,Taret,Trget
1965,1.70225851953936e-06,4.7591318782672485e-11,8.736995056007097e-10,4.7591318782672485e-11
1966,1.7143220247817226e-06,4.7591318782672485e-11,9.955921087545505e-10,4.7591318782672485e-11
1967,1.7991530317626063e-06,3.7003457837541425e-11,7.698894458460107e-10,3.7003457837541425e-11
1968,1.870125596984248e-06,4.585999932979082e-11,7.571547436643503e-10,4.585999932979082e-11
1969,1.9827683510292057e-06,3.56582432232371e-11,7.628598070701693e-10,3.56582432232371e-11
1970,2.063667206389904e-06,3.56582432232371e-11,7.175726441615333e-10,3.56582432232371e-11
1971,2.198730807581991e-06,1.7671623093422947e-11,6.903382548146502e-10,1.7671623093422947e-11
1972,2.3304284013647703e-06,8.856541492249396e-12,6.27316682726737e-10,8.856541492249396e-12
1973,2.5959741703575545e-06,8.856541492249396e-12,5.5104338552476e-10,8.856541492249396e-12
1974,2.8161164859089434e-06,8.856541492249396e-12,6.350885055945404e-10,8.856541492249396e-12
1975,3.106279304379963e-06,0.0,6.519465919499875e-10,0.0
1976,3.3825497536911697e-06,1.607286228714041e-11,6.567340005148026e-10,1.607286228714041e-11
1977,3.6148421064094042e-06,6.423132759796652e-11,6.690713300854562e-10,6.423132759796652e-11
1978,3.7850520909289898e-06,7.239125618396791e-11,6.643254954078312e-10,7.239125618396791e-11
1979,3.940137665787395e-06,7.239125618396791e-11,6.499526036421851e-10,7.239125618396791e-11
1980,4.007510044955e-06,7.239125618396791e-11,6.68873127519985e-10,7.239125618396791e-11
1981,4.0353820947659965e-06,7.239125618396791e-11,5.97998361146728e-10,7.239125618396791e-11
1982,4.0176245355334165e-06,7.980275121277636e-11,6.185702704021776e-10,7.980275121277636e-11
1983,4.086537858581453e-06,6.372988892563595e-11,6.170978212554396e-10,6.372988892563595e-11
1984,4.167162225192962e-06,3.7623204650933624e-11,6.050165091142645e-10,3.7623204650933624e-11
1985,4.348471455679308e-06,1.235062478875472e-10,7.441428822347567e-10,1.235062478875472e-10
1986,4.621897395346812e-06,1.235062478875472e-10,7.457685342287285e-10,1.235062478875472e-10
1987,4.866924362951457e-06,1.3019371543156388e-10,7.764897693083941e-10,1.3019371543156388e-10
1988,5.220329577631284e-06,1.5098794486515362e-10,8.797100429066721e-10,1.5098794486515362e-10
1989,5.5633120479927e-06,1.6353248467683634e-10,8.335387697527047e-10,1.6353248467683634e-10
1990,5.773716111434624e-06,1.7018994695670664e-10,9.421974470466159e-10,1.7018994695670664e-10
1991,6.087320148903278e-06,1.5470743436329926e-10,1.1477260887714026e-09,1.5470743436329926e-10
1992,6.358930087506971e-06,6.702680870646865e-11,1.290482133851713e-09,6.702680870646865e-11
1993,6.535973235648791e-06,7.34681680571368e-11,1.703564154821789e-09,7.34681680571368e-11
1994,6.714427399856504e-06,9.929634941666495e-11,1.6281586317263524e-09,9.929634941666495e-11
1995,6.924205860871423e-06,1.0405064557977056e-10,1.6070759881589174e-09,1.0405064557977056e-10
1996,7.088194576811345e-06,2.1643743791258504e-10,1.7037089516946935e-09,2.1643743791258504e-10
1997,7.243483131398014e-06,2.558001712235239e-10,1.8176591025970928e-09,2.558001712235239e-10
1998,7.3295769392903565e-06,3.070087765360314e-10,1.648915924436421e-09,3.070087765360314e-10
1999,7.459990424000093e-06,4.253810498289212e-10,1.4861945007993427e-09,4.253810498289212e-10
2000,8.063596591715136e-06,5.487504240691316e-10,1.3588723162578325e-09,5.487504240691316e-10
2001,8.078508926701033e-06,5.314469657997328e-10,4.163874118517137e-09,5.314469657997328e-10
2002,7.920097881911456e-06,5.381097630977446e-10,4.684983591550309e-09,5.381097630977446e-10
2003,7.923921397637709e-06,4.1092507323457564e-10,5.127502977764209e-09,4.1092507323457564e-10
2004,7.889484680033223e-06,3.6490487764376644e-10,4.990671859899416e-09,3.6490487764376644e-10
2005,7.795825890103256e-06,3.0712700388854254e-10,5.0290290820598216e-09,3.0712700388854254e-10
2006,7.465946704802004e-06,2.0812524471693272e-10,4.958693384476171e-09,2.0812524471693272e-10
2007,6.653611632957888e-06,8.904883328735608e-11,5.4809795987534724e-09,8.904883328735608e-11
2008,6.4049082928769555e-06,7.383664265321016e-11,2.8278807628900893e-09,7.383664265321016e-11
2009,6.234339642625335e-06,4.577399892656344e-11,2.19878738232688e-09,4.577399892656344e-11
2010,5.848398099520377e-06,5.699144603664243e-11,1.972824927230578e-09,5.699144603664243e-11
2011,5.521479319473396e-06,5.699144603664243e-11,1.8920695565860512e-09,5.699144603664243e-11
2012,5.308779561476383e-06,8.36907336586907e-11,1.906319744916983e-09,8.36907336586907e-11
2013,5.254611356316932e-06,5.795787337162636e-11,1.8673961266202355e-09,5.795787337162636e-11
2014,5.099917806156944e-06,6.800655153103654e-11,1.0128176670359019e-09,6.800655153103654e-11
2015,4.9408125570542845e-06,7.886789411033174e-11,8.719127998966871e-10,7.886789411033174e-11
2016,4.823422126979235e-06,8.097770073537244e-11,9.515179794877022e-10,8.097770073537244e-11
2017,4.792544208006196e-06,7.536913570101629e-11,6.515879363844235e-10,7.536913570101629e-11
2018,4.8081199565785935e-06,9.044296284121955e-11,6.194216306543154e-10,9.044296284121955e-11
2019,4.701127977568831e-06,6.632995021293997e-11,5.406582750944189e-10,6.632995021293997e-11
