ngram,Target,Trget,Taret,Trget
1626,2.374665833875562e-06,0.0,0.0,0.0
1627,1.971710178492815e-06,0.0,0.0,0.0
1628,1.924315435124819e-06,0.0,0.0,0.0
1629,1.8539670268832457e-06,0.0,0.0,0.0
1630,1.9402160254295656e-06,0.0,0.0,0.0
1631,5.035740530599599e-07,0.0,0.0,0.0
1632,6.868263215307837e-07,0.0,0.0,0.0
1633,5.942973026711635e-07,0.0,0.0,0.0
1634,1.3348062647569999e-06,0.0,0.0,0.0
1635,1.203783012572655e-06,0.0,0.0,0.0
1636,1.8116938836750966e-06,0.0,0.0,0.0
1637,1.7986050124818576e-06,0.0,0.0,0.0
1638,1.8765951007740763e-06,0.0,0.0,0.0
1639,1.6933428323032525e-06,0.0,0.0,0.0
1640,1.7618661445339967e-06,0.0,0.0,0.0
1641,1.0213571824481602e-06,0.0,0.0,0.0
1642,1.0213571824481602e-06,0.0,0.0,0.0
1643,4.134463113457189e-07,0.0,0.0,0.0
1644,3.4028618399263776e-07,0.0,0.0,0.0
1645,2.547329407726855e-07,0.0,0.0,0.0
1646,5.569481556579246e-07,0.0,0.0,0.0
1647,3.5133204586860043e-07,0.0,0.0,0.0
1648,4.4303051741475687e-07,0.0,0.0,0.0
1649,5.212582924026979e-07,0.0,0.0,0.0
1650,5.651784290096527e-07,0.0,0.0,0.0
1651,5.651784290096527e-07,0.0,0.0,0.0
1652,5.71732994915562e-07,0.0,0.0,0.0
1653,2.695177800303229e-07,0.0,0.0,0.0
1654,3.9396733443806754e-07,0.0,4.1483186155996266e-08,0.0
1655,3.022688628919111e-07,0.0,4.1483186155996266e-08,0.0
1656,2.6934841912407137e-07,0.0,4.1483186155996266e-08,0.0
1657,2.5323271505125635e-07,0.0,4.1483186155996266e-08,0.0
1658,3.604639837411534e-07,0.0,4.1483186155996266e-08,0.0
1659,5.621300687153052e-07,0.0,4.1483186155996266e-08,0.0
1660,6.423048688475319e-07,0.0,4.1483186155996266e-08,0.0
1661,5.178553144397873e-07,0.0,0.0,0.0
1662,5.584551741679076e-07,0.0,0.0,0.0
1663,5.788428215477584e-07,0.0,0.0,0.0
1664,5.510383890136186e-07,0.0,0.0,0.0
1665,4.4380712032372163e-07,0.0,0.0,0.0
1666,5.460052047315653e-07,0.0,0.0,0.0
1667,7.57901245508817e-07,0.0,0.0,0.0
1668,8.01654461416287e-07,0.0,0.0,0.0
1669,1.0006873399756193e-06,0.0,0.0,0.0
1670,1.86257236529335e-06,0.0,0.0,0.0
1671,1.940792750636839e-06,0.0,0.0,0.0
1672,1.965393352065803e-06,0.0,0.0,0.0
1673,1.6306006561502987e-06,0.0,0.0,0.0
1674,1.3710603395468622e-06,0.0,0.0,0.0
1675,1.3616256231736251e-06,0.0,0.0,0.0
1676,1.1649393952341467e-06,0.0,0.0,0.0
1677,3.3811798922605316e-07,0.0,0.0,0.0
1678,2.59897603882564e-07,0.0,0.0,0.0
1679,3.04512310224579e-07,0.0,0.0,0.0
1680,3.1597329755836003e-07,0.0,0.0,0.0
1681,3.953220064951373e-07,0.0,0.0,0.0
1682,5.021307418116651e-07,0.0,0.0,0.0
1683,5.474531446582529e-07,0.0,0.0,0.0
1684,6.220240282215985e-07,0.0,0.0,0.0
1685,7.230531845639884e-07,0.0,0.0,0.0
1686,7.090962900032796e-07,0.0,0.0,0.0
1687,6.728924323137367e-07,0.0,0.0,0.0
1688,8.87154231220068e-07,0.0,0.0,0.0
1689,7.775981661747469e-07,0.0,0.0,0.0
1690,7.100995438642193e-07,0.0,0.0,0.0
1691,5.592361154478047e-07,0.0,0.0,0.0
1692,5.528791372658556e-07,0.0,0.0,0.0
1693,5.289719179505223e-07,0.0,0.0,0.0
1694,6.021285697345644e-07,0.0,0.0,0.0
1695,4.775759825698904e-07,0.0,0.0,0.0
1696,4.932426520554145e-07,0.0,0.0,0.0
1697,6.194138657227606e-07,0.0,0.0,0.0
1698,6.2606162438377e-07,0.0,0.0,0.0
1699,6.228762328776481e-07,0.0,0.0,0.0
1700,6.95507860573993e-07,0.0,0.0,0.0
1701,7.383523207441353e-07,0.0,0.0,0.0
1702,5.487490355449154e-07,0.0,0.0,0.0
1703,5.67758457391067e-07,0.0,0.0,0.0
1704,5.334199164914415e-07,0.0,0.0,0.0
1705,9.785119437261919e-07,0.0,0.0,0.0
1706,1.1971358903549247e-06,0.0,0.0,0.0
1707,1.1539153338243783e-06,0.0,1.2152453012147037e-08,0.0
1708,1.1343728912395688e-06,0.0,1.2152453012147037e-08,0.0
1709,1.1584627819567167e-06,0.0,1.2152453012147037e-08,0.0
1710,1.1094305441312308e-06,0.0,1.2152453012147037e-08,0.0
1711,1.054981552783829e-06,0.0,1.2152453012147037e-08,0.0
1712,6.874099105808844e-07,0.0,1.2152453012147037e-08,0.0
1713,4.638432987543898e-07,0.0,1.2152453012147037e-08,0.0
1714,4.892255296746433e-07,0.0,0.0,0.0
1715,5.05990391681215e-07,0.0,0.0,0.0
1716,6.558694585529728e-07,0.0,0.0,0.0
1717,6.997856790543924e-07,0.0,0.0,0.0
1718,7.190492681274918e-07,0.0,0.0,0.0
1719,6.630940398671166e-07,0.0,0.0,0.0
1720,8.212003876906238e-07,0.0,0.0,0.0
1721,7.876162401641653e-07,0.0,0.0,0.0
1722,7.748513358559908e-07,0.0,0.0,0.0
1723,7.185759207979052e-07,0.0,0.0,0.0
1724,8.335722725405503e-07,0.0,0.0,0.0
1725,7.929194753484938e-07,0.0,0.0,0.0
1726,8.232779821680327e-07,0.0,0.0,0.0
1727,6.196838090285642e-07,0.0,0.0,0.0
1728,6.967146646275069e-07,0.0,6.479559999661433e-09,0.0
1729,7.491834789366944e-07,0.0,6.479559999661433e-09,0.0
1730,7.095203906309118e-07,0.0,6.479559999661433e-09,0.0
1731,5.612597533399821e-07,0.0,6.479559999661433e-09,0.0
1732,5.745631800177112e-07,0.0,6.479559999661433e-09,0.0
1733,5.968972516257054e-07,0.0,6.479559999661433e-09,0.0
1734,6.126200032343019e-07,0.0,6.479559999661433e-09,0.0
1735,5.15363428884744e-07,0.0,0.0,0.0
1736,3.9550993692825743e-07,0.0,0.0,0.0
1737,3.954754898164278e-07,0.0,0.0,0.0
1738,3.895757966379928e-07,0.0,0.0,0.0
1739,3.75047686621396e-07,0.0,0.0,0.0
1740,2.996252541314399e-07,0.0,0.0,0.0
1741,3.4384916602903104e-07,0.0,0.0,0.0
1742,4.071751240936854e-07,0.0,0.0,0.0
1743,4.2225814362544565e-07,0.0,0.0,0.0
1744,4.3048630158994327e-07,0.0,0.0,0.0
1745,4.5901164469341893e-07,0.0,0.0,0.0
1746,5.877448054596763e-07,0.0,0.0,0.0
1747,6.285012708368802e-07,0.0,4.159151753161236e-09,0.0
1748,5.638956313954882e-07,0.0,4.159151753161236e-09,0.0
1749,5.276984081449752e-07,0.0,4.159151753161236e-09,0.0
1750,5.323211423404115e-07,0.0,4.159151753161236e-09,0.0
1751,4.805106194843185e-07,0.0,4.159151753161236e-09,0.0
1752,4.6900391177067444e-07,0.0,4.159151753161236e-09,0.0
1753,4.807580101636891e-07,0.0,4.159151753161236e-09,0.0
1754,4.3934091057248483e-07,0.0,0.0,0.0
1755,4.0294359036709337e-07,0.0,0.0,0.0
1756,3.859768124162396e-07,0.0,0.0,0.0
1757,3.545129731362197e-07,0.0,0.0,0.0
1758,3.5783552781205277e-07,0.0,0.0,0.0
1759,3.6755275597702817e-07,0.0,0.0,0.0
1760,2.0483225122396626e-07,0.0,0.0,0.0
1761,1.894216085572355e-07,0.0,0.0,0.0
1762,2.0819968174886787e-07,0.0,2.6825820295276313e-09,0.0
1763,1.6854176974691525e-07,0.0,2.6825820295276313e-09,0.0
1764,2.2873561686001915e-07,0.0,2.6825820295276313e-09,0.0
1765,1.849090770024629e-07,0.0,2.6825820295276313e-09,0.0
1766,2.110290948970877e-07,0.0,2.6825820295276313e-09,0.0
1767,2.5661230550001945e-07,0.0,2.6825820295276313e-09,0.0
1768,2.5078110559612856e-07,0.0,2.6825820295276313e-09,0.0
1769,2.3809555165550072e-07,0.0,0.0,0.0
1770,3.07329914660061e-07,0.0,0.0,0.0
1771,2.3108549131377133e-07,0.0,0.0,0.0
1772,2.4100716495516803e-07,0.0,0.0,0.0
1773,1.6877920927527157e-07,0.0,0.0,0.0
1774,1.2057901597829967e-07,0.0,0.0,0.0
1775,1.327532024626115e-07,0.0,2.8886891608895635e-09,0.0
1776,1.3208542221881154e-07,0.0,5.601058664491834e-09,0.0
1777,8.043873630673001e-08,0.0,5.601058664491834e-09,0.0
1778,9.742259824260405e-08,0.0,5.601058664491834e-09,0.0
1779,1.2003139409395252e-07,0.0,5.601058664491834e-09,0.0
1780,1.2683276448147547e-07,0.0,5.601058664491834e-09,0.0
1781,1.3335556405179106e-07,0.0,5.601058664491834e-09,0.0
1782,1.3471607474002667e-07,0.0,2.712369503602271e-09,0.0
1783,1.662595181528559e-07,0.0,0.0,0.0
1784,1.52491054957896e-07,0.0,0.0,0.0
1785,1.5451374072280748e-07,0.0,0.0,0.0
1786,1.603117004224584e-07,0.0,0.0,0.0
1787,2.0634822815525566e-07,0.0,0.0,0.0
1788,2.8190077117073997e-07,0.0,0.0,0.0
1789,3.336126828758422e-07,0.0,1.163384817053676e-09,0.0
1790,3.4857237655013963e-07,0.0,1.163384817053676e-09,0.0
1791,3.5603204955642856e-07,0.0,1.163384817053676e-09,0.0
1792,3.720259117910375e-07,0.0,1.163384817053676e-09,0.0
1793,3.485091296186381e-07,0.0,1.163384817053676e-09,0.0
1794,3.3598941939771976e-07,0.0,1.163384817053676e-09,0.0
1795,2.806683809808419e-07,0.0,1.163384817053676e-09,0.0
1796,2.2159755884233944e-07,0.0,0.0,0.0
1797,2.2636204834368202e-07,0.0,0.0,0.0
1798,2.6374493294107584e-07,0.0,0.0,0.0
1799,2.4510694020461544e-07,0.0,6.00769592803577e-10,0.0
1800,2.3263375429191262e-07,0.0,1.012433502113806e-09,0.0
1801,2.2686761472609111e-07,0.0,1.012433502113806e-09,0.0
1802,2.567131096904112e-07,0.0,1.012433502113806e-09,0.0
1803,2.758356824220495e-07,0.0,1.012433502113806e-09,0.0
1804,2.3836320346098156e-07,0.0,1.9276661536845754e-09,0.0
1805,2.0555953840682507e-07,0.0,1.9276661536845754e-09,0.0
1806,2.2452419809074593e-07,0.0,1.3268965608809984e-09,0.0
1807,2.3009952140487906e-07,0.0,1.1244538792151308e-09,0.0
1808,3.614723281332642e-07,0.0,1.1244538792151308e-09,0.0
1809,3.0684741350991575e-07,0.0,1.4863035088400319e-09,0.0
1810,2.8679661312480675e-07,0.0,1.92217881294405e-09,0.0
1811,2.7413947683336506e-07,0.0,1.0069461613732805e-09,0.0
1812,2.6833294189795455e-07,0.0,1.484362680389698e-09,0.0
1813,2.3530577410367316e-07,0.0,1.484362680389698e-09,0.0
1814,2.405123622801446e-07,0.0,3.7826391542848475e-09,0.0
1815,8.667101068583958e-08,0.0,4.168920573834254e-09,0.0
1816,9.055129979174126e-08,0.0,4.187416381893984e-09,0.0
1817,9.387781726591779e-08,0.0,4.094236219894956e-09,0.0
1818,9.590874025125881e-08,0.0,4.094236219894956e-09,0.0
1819,9.759734607785373e-08,0.0,3.616819700878539e-09,0.0
1820,9.946555325411412e-08,0.0,3.616819700878539e-09,0.0
1821,9.420566929715538e-08,0.0,1.494984770898457e-09,0.0
1822,9.84918478203716e-08,0.0,1.1087033513490496e-09,0.0
1823,9.599309842250087e-08,0.0,7.283579136644189e-10,0.0
1824,9.65397463557695e-08,0.0,1.4586229049992232e-09,0.0
1825,1.1352266783757972e-07,0.0,1.4586229049992232e-09,0.0
1826,1.2193247605247442e-07,1.1849824296409191e-10,1.4586229049992232e-09,1.1849824296409191e-10
1827,1.2117843287537004e-07,1.1849824296409191e-10,1.6677641172841667e-09,1.1849824296409191e-10
1828,1.194490226095825e-07,1.1849824296409191e-10,2.164735819170411e-09,1.1849824296409191e-10
1829,1.1749052524529751e-07,1.1849824296409191e-10,2.586381489929782e-09,1.1849824296409191e-10
1830,1.1345122581068218e-07,1.1849824296409191e-10,2.776990574001762e-09,1.1849824296409191e-10
1831,1.024149110914355e-07,1.1849824296409191e-10,1.982714437076538e-09,1.1849824296409191e-10
1832,9.071767844862474e-08,1.1849824296409191e-10,2.4936111905507883e-09,1.1849824296409191e-10
1833,8.059562769549952e-08,0.0,2.576089452865915e-09,0.0
1834,8.42922354138409e-08,0.0,2.45000843422462e-09,0.0
1835,8.240413151838766e-08,0.0,1.5673739607789473e-09,0.0
1836,7.32791798035188e-08,0.0,1.1457282900195764e-09,0.0
1837,7.922513337429596e-08,0.0,9.551192059475966e-10,0.0
1838,8.713802301940632e-08,0.0,8.290867040524777e-10,0.0
1839,9.553840233219749e-08,0.0,7.728785548063602e-10,0.0
1840,1.0066125304725964e-07,0.0,7.659862585488294e-10,0.0
1841,1.0270067209359825e-07,0.0,7.529036759125671e-10,0.0
1842,1.0873978796764407e-07,0.0,1.056980883770312e-09,0.0
1843,1.1043224544339734e-07,0.0,1.1881299436363894e-09,0.0
1844,1.0696770910304362e-07,0.0,1.3216956576808263e-09,0.0
1845,1.0220046066576418e-07,0.0,1.169044163061374e-09,0.0
1846,9.27039372251264e-08,0.0,8.447965581050352e-10,0.0
1847,8.598709350897999e-08,0.0,8.904215222292424e-10,0.0
1848,8.414987157883453e-08,0.0,1.0391946113154559e-09,0.0
1849,8.71579796272012e-08,0.0,7.888569400879167e-10,0.0
1850,8.679326108611868e-08,0.0,2.1292750023477983e-09,0.0
1851,8.735130206462469e-08,4.642859509549981e-11,2.7385668098313586e-09,4.642859509549981e-11
1852,9.05633216672998e-08,4.642859509549981e-11,2.8902515222409673e-09,4.642859509549981e-11
1853,9.95933250789806e-08,4.642859509549981e-11,3.0011072198783087e-09,4.642859509549981e-11
1854,1.0544084005914556e-07,4.642859509549981e-11,2.8798962896965055e-09,4.642859509549981e-11
1855,1.0976823818152428e-07,4.642859509549981e-11,3.921187565124131e-09,4.642859509549981e-11
1856,1.1110882931169336e-07,4.642859509549981e-11,3.867448028493925e-09,4.642859509549981e-11
1857,1.1624366586764673e-07,4.642859509549981e-11,2.7809547204731596e-09,4.642859509549981e-11
1858,1.2520177250507913e-07,0.0,2.095700712174369e-09,0.0
1859,1.5469341109662439e-07,0.0,2.18773355383942e-09,0.0
1860,1.6984328457933122e-07,0.0,2.4343985279998546e-09,0.0
1861,1.9186842235642742e-07,0.0,2.4343985279998546e-09,0.0
1862,2.1452283302128956e-07,0.0,1.4529479246722892e-09,0.0
1863,2.1700688636526267e-07,0.0,1.4529479246722892e-09,0.0
1864,2.4104541093298136e-07,0.0,1.2562545963807586e-09,0.0
1865,2.635327770609105e-07,0.0,1.8620493718352854e-09,0.0
1866,2.4411463682229494e-07,0.0,1.7952902973762873e-09,0.0
1867,2.325604668840242e-07,0.0,1.782665665877354e-09,0.0
1868,2.1765832717132332e-07,0.0,1.8274773638804476e-09,0.0
1869,2.134485482331781e-07,0.0,1.548885991686788e-09,0.0
1870,2.281560479592112e-07,0.0,1.548885991686788e-09,0.0
1871,2.2998440028589228e-07,0.0,1.7256900551400533e-09,0.0
1872,2.1055493805631288e-07,0.0,1.0622917664563199e-09,0.0
1873,2.1779541928676087e-07,0.0,9.243420394179833e-10,0.0
1874,2.3757168524493215e-07,0.0,4.887457145346425e-10,0.0
1875,2.5312266416221973e-07,0.0,7.648542592925927e-10,0.0
1876,2.666457500514038e-07,0.0,9.56514185317709e-10,0.0
1877,2.652783288275324e-07,0.0,9.914658578263109e-10,0.0
1878,2.58812836558978e-07,0.0,7.351373914372366e-10,0.0
1879,2.6953704994931673e-07,0.0,7.351373914372366e-10,0.0
1880,2.713384645858241e-07,0.0,9.59222106506579e-10,0.0
1881,2.6286406093082147e-07,0.0,1.6770557125551327e-09,0.0
1882,2.617669910672963e-07,0.0,2.4904707621572643e-09,0.0
1883,2.5866845630519363e-07,0.0,2.6842823638454203e-09,0.0
1884,2.715328122349092e-07,0.0,2.7103525059222834e-09,0.0
1885,2.7876829733486375e-07,0.0,2.8627059215199526e-09,0.0
1886,2.813298120177673e-07,0.0,2.9730603851823342e-09,0.0
1887,2.887725055903242e-07,0.0,2.7928688250966616e-09,0.0
1888,2.901897297696061e-07,0.0,2.1163030296454467e-09,0.0
1889,3.0208103193477396e-07,0.0,1.0343095269149671e-09,0.0
1890,2.9331388061239393e-07,0.0,7.753164459651479e-10,0.0
1891,2.967693798642098e-07,0.0,8.935299880949036e-10,0.0
1892,3.113382628531066e-07,0.0,6.323204896193804e-10,0.0
1893,3.130251522114642e-07,0.0,5.911510487471056e-10,0.0
1894,3.1407492429025297e-07,0.0,5.52432686897118e-10,0.0
1895,3.2406906923045297e-07,0.0,5.561089921890527e-10,0.0
1896,3.0966398461324776e-07,0.0,6.00669331734289e-10,0.0
1897,3.227764742470234e-07,0.0,5.670746650032754e-10,0.0
1898,3.27955287307954e-07,0.0,4.5999198101347767e-10,0.0
1899,3.1921527465783583e-07,0.0,4.78205887586926e-10,0.0
1900,3.456981078540723e-07,0.0,6.800799447402386e-10,0.0
1901,3.6040466560345e-07,0.0,7.044431466723162e-10,0.0
1902,3.657969541239124e-07,0.0,7.230680578094808e-10,0.0
1903,4.0196147616760367e-07,0.0,7.218007937380224e-10,0.0
1904,4.310149677166919e-07,0.0,9.142843307837925e-10,0.0
1905,4.782021960636484e-07,0.0,1.2080563454348286e-09,0.0
1906,5.150492654593108e-07,0.0,1.25190238334635e-09,0.0
1907,5.278620603478755e-07,0.0,1.2445464262330778e-09,0.0
1908,5.351483634642915e-07,1.372445411286703e-11,1.2995197616407138e-09,1.372445411286703e-11
1909,5.501806583652069e-07,1.372445411286703e-11,1.2099910289989753e-09,1.372445411286703e-11
1910,5.328182502190819e-07,1.372445411286703e-11,1.2383211688203411e-09,1.372445411286703e-11
1911,5.222623380112574e-07,1.372445411286703e-11,1.092733166848817e-09,1.372445411286703e-11
1912,4.720867983516135e-07,1.372445411286703e-11,9.718483091693463e-10,1.372445411286703e-11
1913,4.5245606981682484e-07,1.372445411286703e-11,1.09566131663495e-09,1.372445411286703e-11
1914,4.6884876983962644e-07,1.372445411286703e-11,8.465746833711104e-10,1.372445411286703e-11
1915,4.796311827703903e-07,1.593872256400175e-11,9.461967082862494e-10,1.593872256400175e-11
1916,4.6360039261474283e-07,1.593872256400175e-11,9.775712848341428e-10,1.593872256400175e-11
1917,4.599530630652485e-07,1.593872256400175e-11,1.1608524449242224e-09,1.593872256400175e-11
1918,4.3561215485559454e-07,1.593872256400175e-11,1.0785940860696159e-09,1.593872256400175e-11
1919,4.2721905759078383e-07,1.593872256400175e-11,9.187887345781956e-10,1.593872256400175e-11
1920,4.3140584336599984e-07,1.593872256400175e-11,9.18529021692078e-10,1.593872256400175e-11
1921,3.986805674165745e-07,1.593872256400175e-11,1.1569170066394463e-09,1.593872256400175e-11
1922,3.6843576367573405e-07,0.0,1.1269852670129206e-09,0.0
1923,3.61515560598491e-07,0.0,1.2045969063504254e-09,0.0
1924,3.795102421528489e-07,0.0,9.461938018809742e-10,0.0
1925,3.8895056978357647e-07,0.0,1.0957194159936075e-09,0.0
1926,3.92639013365884e-07,0.0,1.1709456777213895e-09,0.0
1927,3.8395522291726334e-07,0.0,1.1899778503846444e-09,0.0
1928,3.76315731338244e-07,0.0,1.0510208061008187e-09,0.0
1929,3.8317299657007554e-07,0.0,8.830962350270255e-10,0.0
1930,3.8683160547796955e-07,0.0,8.420111869649511e-10,0.0
1931,3.6033738735698405e-07,0.0,8.456341460405525e-10,0.0
1932,3.6000675355093594e-07,0.0,6.62230821766942e-10,0.0
1933,3.6035571935956666e-07,0.0,6.639402004372994e-10,0.0
1934,3.511996210038758e-07,0.0,6.165699181373948e-10,0.0
1935,3.576635257169463e-07,0.0,5.247448210082035e-10,0.0
1936,3.7132651950092364e-07,0.0,5.203964560860998e-10,0.0
1937,4.0409919880143465e-07,0.0,5.733687889554671e-10,0.0
1938,4.533814806758788e-07,0.0,6.079117725083754e-10,0.0
1939,4.962851189052994e-07,0.0,7.834207290827574e-10,0.0
1940,5.41215785330808e-07,0.0,8.018034529972645e-10,0.0
1941,6.17262977747097e-07,0.0,6.721068939492219e-10,0.0
1942,6.610754732199504e-07,0.0,7.246087004229653e-10,0.0
1943,7.513194434847849e-07,0.0,7.25124593306933e-10,0.0
1944,8.143661196819656e-07,0.0,7.612119803538217e-10,0.0
1945,8.244823642858787e-07,0.0,1.4249798147014658e-09,0.0
1946,8.496719081969266e-07,0.0,1.2258276120359822e-09,0.0
1947,8.53181323431532e-07,0.0,1.0452747695177678e-09,0.0
1948,8.371416535218097e-07,0.0,1.616196178872669e-09,0.0
1949,8.705320055923949e-07,0.0,1.5584782016496236e-09,0.0
1950,8.604360134865731e-07,0.0,1.5708648271051118e-09,0.0
1951,8.704604478485375e-07,1.654909840117672e-11,1.6152612025699398e-09,1.654909840117672e-11
1952,9.489338757313297e-07,1.654909840117672e-11,9.429041119319542e-10,1.654909840117672e-11
1953,9.883630533685e-07,1.654909840117672e-11,1.5077166261510756e-09,1.654909840117672e-11
1954,1.0546101358548704e-06,1.654909840117672e-11,1.5657804497415384e-09,1.654909840117672e-11
1955,1.116551792230374e-06,3.104335042993154e-11,1.0687402312343458e-09,3.104335042993154e-11
1956,1.1601929697592693e-06,3.104335042993154e-11,1.5096462532441075e-09,3.104335042993154e-11
1957,1.2083212043632687e-06,3.104335042993154e-11,1.8581180721050877e-09,3.104335042993154e-11
1958,1.2833207035458014e-06,1.4494252028754824e-11,1.7500960680649769e-09,1.4494252028754824e-11
1959,1.3401556608576875e-06,1.4494252028754824e-11,1.7168520771715379e-09,1.4494252028754824e-11
1960,1.4032012813913752e-06,2.5082112973885883e-11,1.4484996575208393e-09,2.5082112973885883e-11
1961,1.4853058181480655e-06,2.5082112973885883e-11,1.491735953017072e-09,2.5082112973885883e-11
1962,1.5243436532078443e-06,2.0789617051684773e-11,1.4922937528551371e-09,2.0789617051684773e-11
1963,1.602534780431597e-06,2.0789617051684773e-11,1.1235162760454237e-09,2.0789617051684773e-11
1964,1.649541900405893e-06,3.8776237181498936e-11,8.221443010507962e-10,3.8776237181498936e-11
