ngram,3M,M,M,M
1617,1.2354133462265183e-07,5.368295699424509e-05,5.368295699424509e-05,5.368295699424509e-05
1618,1.2354133462265183e-07,5.3415268796795446e-05,5.3415268796795446e-05,5.3415268796795446e-05
1619,1.2354133462265183e-07,5.873144203048598e-05,5.873144203048598e-05,5.873144203048598e-05
1620,1.2354133462265183e-07,5.539917141764558e-05,5.539917141764558e-05,5.539917141764558e-05
1621,1.2354133462265183e-07,6.036185940112253e-05,6.036185940112253e-05,6.036185940112253e-05
1622,1.2354133462265183e-07,5.402784829909381e-05,5.402784829909381e-05,5.402784829909381e-05
1623,1.2354133462265183e-07,5.588119581391636e-05,5.588119581391636e-05,5.588119581391636e-05
1624,5.973287703194988e-07,7.00798534256007e-05,7.00798534256007e-05,7.00798534256007e-05
1625,5.973287703194988e-07,7.549625297542661e-05,7.549625297542661e-05,7.549625297542661e-05
1626,5.973287703194988e-07,7.883972388559155e-05,7.883972388559155e-05,7.883972388559155e-05
1627,5.973287703194988e-07,0.00010533676374637122,0.00010533676374637122,0.00010533676374637122
1628,9.9039854311351e-07,0.00010025727325618001,0.00010025727325618001,0.00010025727325618001
1629,9.9039854311351e-07,0.0001037143348574838,0.0001037143348574838,0.0001037143348574838
1630,1.0766475416598302e-06,0.00010730934913486376,0.00010730934913486376,0.00010730934913486376
1631,4.793187713403313e-07,9.41669350140728e-05,9.41669350140728e-05,9.41669350140728e-05
1632,4.793187713403313e-07,9.460174416225138e-05,9.460174416225138e-05,9.460174416225138e-05
1633,4.793187713403313e-07,8.75797429346546e-05,8.75797429346546e-05,8.75797429346546e-05
1634,4.793187713403313e-07,7.124887062153513e-05,7.124887062153513e-05,7.124887062153513e-05
1635,8.624899854632012e-08,7.349771320670178e-05,7.349771320670178e-05,7.349771320670178e-05
1636,8.624899854632012e-08,7.218801640971963e-05,7.218801640971963e-05,7.218801640971963e-05
1637,0.0,6.417788452901212e-05,6.417788452901212e-05,6.417788452901212e-05
1638,0.0,6.728134602391427e-05,6.728134602391427e-05,6.728134602391427e-05
1639,0.0,7.380258622496123e-05,7.380258622496123e-05,7.380258622496123e-05
1640,0.0,8.106675003156332e-05,8.106675003156332e-05,8.106675003156332e-05
1641,0.0,7.603509688384033e-05,7.603509688384033e-05,7.603509688384033e-05
1642,0.0,7.375905053257676e-05,7.375905053257676e-05,7.375905053257676e-05
1643,0.0,7.285962367729683e-05,7.285962367729683e-05,7.285962367729683e-05
1644,0.0,7.852253682878134e-05,7.852253682878134e-05,7.852253682878134e-05
1645,0.0,7.799131604510226e-05,7.799131604510226e-05,7.799131604510226e-05
1646,1.007384103754053e-07,7.498177417021777e-05,7.498177417021777e-05,7.498177417021777e-05
1647,1.007384103754053e-07,6.81988219314787e-05,6.81988219314787e-05,6.81988219314787e-05
1648,1.007384103754053e-07,6.70964696577617e-05,6.70964696577617e-05,6.70964696577617e-05
1649,1.007384103754053e-07,6.885693125825907e-05,6.885693125825907e-05,6.885693125825907e-05
1650,1.007384103754053e-07,7.106479513043138e-05,7.106479513043138e-05,7.106479513043138e-05
1651,1.007384103754053e-07,6.631620479830807e-05,6.631620479830807e-05,6.631620479830807e-05
1652,1.007384103754053e-07,6.575054950579735e-05,6.575054950579735e-05,6.575054950579735e-05
1653,1.5075155650785226e-07,6.378409619043981e-05,6.378409619043981e-05,6.378409619043981e-05
1654,1.5075155650785226e-07,6.385910923459701e-05,6.385910923459701e-05,6.385910923459701e-05
1655,2.0885460116915056e-07,6.497350113932043e-05,6.497350113932043e-05,6.497350113932043e-05
1656,2.0885460116915056e-07,7.917499481534054e-05,7.917499481534054e-05,7.917499481534054e-05
1657,2.0885460116915056e-07,8.104324920818076e-05,8.104324920818076e-05,8.104324920818076e-05
1658,2.0885460116915056e-07,8.309258919325657e-05,8.309258919325657e-05,8.309258919325657e-05
1659,2.0885460116915056e-07,0.00010044097559460039,0.00010044097559460039,0.00010044097559460039
1660,5.81030446612983e-08,9.684578721394896e-05,9.684578721394896e-05,9.684578721394896e-05
1661,5.81030446612983e-08,9.800471317638377e-05,9.800471317638377e-05,9.800471317638377e-05
1662,0.0,9.271425733459182e-05,9.271425733459182e-05,9.271425733459182e-05
1663,0.0,7.739349686224679e-05,7.739349686224679e-05,7.739349686224679e-05
1664,0.0,7.509878456143529e-05,7.509878456143529e-05,7.509878456143529e-05
1665,0.0,8.463029111486062e-05,8.463029111486062e-05,8.463029111486062e-05
1666,0.0,7.289612975520348e-05,7.289612975520348e-05,7.289612975520348e-05
1667,0.0,7.378585412100489e-05,7.378585412100489e-05,7.378585412100489e-05
1668,4.3753215907470026e-08,7.258994550543971e-05,7.258994550543971e-05,7.258994550543971e-05
1669,7.37073081934016e-08,7.45455119093614e-05,7.45455119093614e-05,7.45455119093614e-05
1670,7.37073081934016e-08,7.805986596005303e-05,7.805986596005303e-05,7.805986596005303e-05
1671,7.37073081934016e-08,7.88432007539086e-05,7.88432007539086e-05,7.88432007539086e-05
1672,7.37073081934016e-08,6.914158231146368e-05,6.914158231146368e-05,6.914158231146368e-05
1673,7.37073081934016e-08,6.495008191060541e-05,6.495008191060541e-05,6.495008191060541e-05
1674,7.37073081934016e-08,6.529665967848684e-05,6.529665967848684e-05,6.529665967848684e-05
1675,6.427259182016445e-08,6.530324857781775e-05,6.530324857781775e-05,6.530324857781775e-05
1676,3.431849953423287e-08,6.71149869698898e-05,6.71149869698898e-05,6.71149869698898e-05
1677,6.790469748401457e-08,6.27559571252537e-05,6.27559571252537e-05,6.27559571252537e-05
1678,6.790469748401457e-08,6.185874787791233e-05,6.185874787791233e-05,6.185874787791233e-05
1679,6.790469748401457e-08,6.11934280771363e-05,6.11934280771363e-05,6.11934280771363e-05
1680,6.790469748401457e-08,5.82679858780466e-05,5.82679858780466e-05,5.82679858780466e-05
1681,6.790469748401457e-08,5.78657106546286e-05,5.78657106546286e-05,5.78657106546286e-05
1682,3.35861979497817e-08,5.825129379185715e-05,5.825129379185715e-05,5.825129379185715e-05
1683,3.35861979497817e-08,5.9685265504023323e-05,5.9685265504023323e-05,5.9685265504023323e-05
1684,0.0,6.254604990577459e-05,6.254604990577459e-05,6.254604990577459e-05
1685,0.0,6.425233108789794e-05,6.425233108789794e-05,6.425233108789794e-05
1686,0.0,6.456937158613332e-05,6.456937158613332e-05,6.456937158613332e-05
1687,0.0,6.968609107259129e-05,6.968609107259129e-05,6.968609107259129e-05
1688,0.0,6.934783440166419e-05,6.934783440166419e-05,6.934783440166419e-05
1689,0.0,7.614348526528505e-05,7.614348526528505e-05,7.614348526528505e-05
1690,2.0770290884034433e-08,7.46927185641003e-05,7.46927185641003e-05,7.46927185641003e-05
1691,4.523634394055469e-08,7.524249407911807e-05,7.524249407911807e-05,7.524249407911807e-05
1692,4.523634394055469e-08,7.745740575566222e-05,7.745740575566222e-05,7.745740575566222e-05
1693,1.3928992765548693e-07,7.834509233362041e-05,7.834509233362041e-05,7.834509233362041e-05
1694,1.3928992765548693e-07,7.63572872009328e-05,7.63572872009328e-05,7.63572872009328e-05
1695,1.5479673111583126e-07,7.749190990580246e-05,7.749190990580246e-05,7.749190990580246e-05
1696,1.7054267686944513e-07,7.334186479316227e-05,7.334186479316227e-05,7.334186479316227e-05
1697,1.571194608069553e-07,7.460428813439128e-05,7.460428813439128e-05,7.460428813439128e-05
1698,1.5339594889545489e-07,7.446045908311914e-05,7.446045908311914e-05,7.446045908311914e-05
1699,1.5339594889545489e-07,7.41763973824813e-05,7.41763973824813e-05,7.41763973824813e-05
1700,5.934236518052265e-08,7.530682549778638e-05,7.530682549778638e-05,7.530682549778638e-05
1701,5.934236518052265e-08,7.789705705363303e-05,7.789705705363303e-05,7.789705705363303e-05
1702,5.582072150543484e-08,8.096171742571252e-05,8.096171742571252e-05,8.096171742571252e-05
1703,4.0074775751820976e-08,8.293187836118574e-05,8.293187836118574e-05,8.293187836118574e-05
1704,3.272770093027637e-08,8.616034236703334e-05,8.616034236703334e-05,8.616034236703334e-05
1705,1.1985159785256525e-08,8.50744399940595e-05,8.50744399940595e-05,8.50744399940595e-05
1706,1.1985159785256525e-08,8.476204987216209e-05,8.476204987216209e-05,8.476204987216209e-05
1707,4.8442518821697634e-08,8.666680410637387e-05,8.666680410637387e-05,8.666680410637387e-05
1708,6.773425350762149e-08,9.091324422375433e-05,9.091324422375433e-05,9.091324422375433e-05
1709,5.574909372236496e-08,0.00010092399004081796,0.00010092399004081796,0.00010092399004081796
1710,7.296411703399436e-08,0.00010034136149832713,0.00010034136149832713,0.00010034136149832713
1711,9.234877446877882e-08,0.00010146052019471037,0.00010146052019471037,0.00010146052019471037
1712,9.234877446877882e-08,0.00011090849979414738,0.00011090849979414738,0.00011090849979414738
1713,9.234877446877882e-08,0.00011664714319132534,0.00011664714319132534,0.00011664714319132534
1714,5.589141543233771e-08,0.00012797635489343001,0.00012797635489343001,0.00012797635489343001
1715,3.659968074641386e-08,0.0001271122112354663,0.0001271122112354663,0.0001271122112354663
1716,3.659968074641386e-08,0.00011965535980250155,0.00011965535980250155,0.00011965535980250155
1717,1.9384657434784458e-08,0.00011801657300176365,0.00011801657300176365,0.00011801657300176365
1718,3.0967025769054346e-08,0.00011570066583642204,0.00011570066583642204,0.00011570066583642204
1719,3.0967025769054346e-08,0.00011216716770182497,0.00011216716770182497,0.00011216716770182497
1720,3.0967025769054346e-08,0.00012000344369360911,0.00012000344369360911,0.00012000344369360911
1721,3.0967025769054346e-08,0.00010520170638171424,0.00010520170638171424,0.00010520170638171424
1722,3.0967025769054346e-08,0.00010101224428841047,0.00010101224428841047,0.00010101224428841047
1723,3.0967025769054346e-08,0.00010068346559169836,0.00010068346559169836,0.00010068346559169836
1724,4.270886526975508e-08,0.00010327550366387836,0.00010327550366387836,0.00010327550366387836
1725,2.644774558088362e-08,0.00010494297644722142,0.00010494297644722142,0.00010494297644722142
1726,3.9222741626027917e-08,0.00010181933092618627,0.00010181933092618627,0.00010181933092618627
1727,3.9222741626027917e-08,9.114735751479332e-05,9.114735751479332e-05,9.114735751479332e-05
1728,5.218186162535078e-08,9.24212799873203e-05,9.24212799873203e-05,9.24212799873203e-05
1729,7.129779179747078e-08,9.235355121615742e-05,9.235355121615742e-05,9.235355121615742e-05
1730,7.129779179747078e-08,9.11539006795335e-05,9.11539006795335e-05,9.11539006795335e-05
1731,6.652269186296117e-08,9.644907342070448e-05,9.644907342070448e-05,9.644907342070448e-05
1732,5.181678578277829e-08,9.992907559665452e-05,9.992907559665452e-05,9.992907559665452e-05
1733,4.6066559329054664e-08,9.955469535530678e-05,9.955469535530678e-05,9.955469535530678e-05
1734,5.6390022556180545e-08,9.85612309055536e-05,9.85612309055536e-05,9.85612309055536e-05
1735,4.343090255685768e-08,9.947682597807475e-05,9.947682597807475e-05,9.947682597807475e-05
1736,2.431497238473769e-08,0.00010292913274107767,0.00010292913274107767,0.00010292913274107767
1737,2.431497238473769e-08,0.00010190328092513872,0.00010190328092513872,0.00010190328092513872
1738,2.2840049090128948e-08,9.420996710624812e-05,9.420996710624812e-05,9.420996710624812e-05
1739,2.2840049090128948e-08,9.271985306570838e-05,9.271985306570838e-05,9.271985306570838e-05
1740,2.330255810534254e-08,9.584078777282099e-05,9.584078777282099e-05,9.584078777282099e-05
1741,1.2979094878216659e-08,9.573977357441825e-05,9.573977357441825e-05,9.573977357441825e-05
1742,1.93564671592737e-08,9.934547415468842e-05,9.934547415468842e-05,9.934547415468842e-05
1743,3.861925433414269e-08,9.668437373225711e-05,9.668437373225711e-05,9.668437373225711e-05
1744,4.3083314693603825e-08,9.948912234644272e-05,9.948912234644272e-05,9.948912234644272e-05
1745,3.759149842202143e-08,0.00010399271559435874,0.00010399271559435874,0.00010399271559435874
1746,3.759149842202143e-08,0.00010197640429916126,0.00010197640429916126,0.00010197640429916126
1747,3.42633715685484e-08,9.533256005462525e-05,9.533256005462525e-05,9.533256005462525e-05
1748,3.790310338607534e-08,9.30311278872458e-05,9.30311278872458e-05,9.30311278872458e-05
1749,3.6481011481522985e-08,8.739830082049593e-05,8.739830082049593e-05,8.739830082049593e-05
1750,2.3815687200112734e-08,8.93748614804021e-05,8.93748614804021e-05,8.93748614804021e-05
1751,2.292076547608498e-08,8.508813022802184e-05,8.508813022802184e-05,8.508813022802184e-05
1752,3.071794577432943e-08,8.040238961776984e-05,8.040238961776984e-05,8.040238961776984e-05
1753,3.071794577432943e-08,8.254022187819439e-05,8.254022187819439e-05,8.254022187819439e-05
1754,3.07428627317157e-08,8.645583771535062e-05,8.645583771535062e-05,8.645583771535062e-05
1755,2.7103130914188763e-08,8.719296082355348e-05,8.719296082355348e-05,8.719296082355348e-05
1756,2.518332107927433e-08,9.041846767234216e-05,9.041846767234216e-05,9.041846767234216e-05
1757,2.1630981450471154e-08,8.768866350042767e-05,8.768866350042767e-05,8.768866350042767e-05
1758,1.806184281503777e-08,8.720079806932648e-05,8.720079806932648e-05,8.720079806932648e-05
1759,1.0264662516793318e-08,8.485422897917618e-05,8.485422897917618e-05,8.485422897917618e-05
1760,1.0264662516793318e-08,7.897712099033274e-05,7.897712099033274e-05,7.897712099033274e-05
1761,1.1631728723062094e-08,7.566175502558638e-05,7.566175502558638e-05,7.566175502558638e-05
1762,1.1631728723062094e-08,7.321999042427965e-05,7.321999042427965e-05,7.321999042427965e-05
1763,1.7112281369691118e-08,6.991504674910434e-05,6.991504674910434e-05,6.991504674910434e-05
1764,2.24991971720101e-08,6.81830705226665e-05,6.81830705226665e-05,6.81830705226665e-05
1765,3.1341422409728436e-08,6.797540429813256e-05,6.797540429813256e-05,6.797540429813256e-05
1766,3.814352668639133e-08,7.008293739220659e-05,7.008293739220659e-05,7.008293739220659e-05
1767,4.108802897917485e-08,7.08165524494169e-05,7.08165524494169e-05,7.08165524494169e-05
1768,3.821910660966361e-08,7.206921665264028e-05,7.206921665264028e-05,7.206921665264028e-05
1769,4.43116258606681e-08,7.433768249549238e-05,7.433768249549238e-05,7.433768249549238e-05
1770,4.4444367424440704e-08,7.449010029501681e-05,7.449010029501681e-05,7.449010029501681e-05
1771,4.127761599193036e-08,7.686420680589176e-05,7.686420680589176e-05,7.686420680589176e-05
1772,3.5071472583224154e-08,7.89416818796391e-05,7.89416818796391e-05,7.89416818796391e-05
1773,3.086455916242617e-08,8.008721800121878e-05,8.008721800121878e-05,8.008721800121878e-05
1774,3.5937446542431776e-08,8.025023583156456e-05,8.025023583156456e-05,8.025023583156456e-05
1775,3.903261231690587e-08,7.841401384212077e-05,7.841401384212077e-05,7.841401384212077e-05
1776,4.107720157670818e-08,7.83312986771177e-05,7.83312986771177e-05,7.83312986771177e-05
1777,3.8264537443361794e-08,7.912212874673839e-05,7.912212874673839e-05,7.912212874673839e-05
1778,5.524839937923584e-08,7.903707903876369e-05,7.903707903876369e-05,7.903707903876369e-05
1779,6.285906043298642e-08,7.702342762578545e-05,7.702342762578545e-05,7.702342762578545e-05
1780,6.261300988796847e-08,7.307923910307832e-05,7.307923910307832e-05,7.307923910307832e-05
1781,5.6508137090206997e-08,7.340767479036003e-05,7.340767479036003e-05,7.340767479036003e-05
1782,5.504702573132038e-08,7.543896520344009e-05,7.543896520344009e-05,7.543896520344009e-05
1783,5.560831338259829e-08,7.517672306026466e-05,7.517672306026466e-05,7.517672306026466e-05
1784,5.975904520434077e-08,7.731443786594485e-05,7.731443786594485e-05,7.731443786594485e-05
1785,4.236426270105247e-08,7.463656532179032e-05,7.463656532179032e-05,7.463656532179032e-05
1786,4.685860182413697e-08,7.371472851705871e-05,7.371472851705871e-05,7.371472851705871e-05
1787,4.966602798869449e-08,7.49019454815425e-05,7.49019454815425e-05,7.49019454815425e-05
1788,5.559282355095872e-08,7.259901446689452e-05,7.259901446689452e-05,7.259901446689452e-05
1789,5.942025030744194e-08,7.030928723647126e-05,7.030928723647126e-05,7.030928723647126e-05
1790,5.845579309493587e-08,6.953811160721151e-05,6.953811160721151e-05,6.953811160721151e-05
1791,5.607072444442045e-08,6.55070211256056e-05,6.55070211256056e-05,6.55070211256056e-05
1792,5.774592943501895e-08,6.53629020754514e-05,6.53629020754514e-05,6.53629020754514e-05
1793,4.596291372901565e-08,6.742616928282327e-05,6.742616928282327e-05,6.742616928282327e-05
1794,5.078620317939502e-08,6.571807119014141e-05,6.571807119014141e-05,6.571807119014141e-05
1795,5.025306773883845e-08,6.655833099752531e-05,6.655833099752531e-05,6.655833099752531e-05
1796,4.874650549879789e-08,6.59112811263185e-05,6.59112811263185e-05,6.59112811263185e-05
1797,4.55479557562707e-08,6.352721123091345e-05,6.352721123091345e-05,6.352721123091345e-05
1798,4.489007235771883e-08,6.192799732421658e-05,6.192799732421658e-05,6.192799732421658e-05
1799,4.3166657042499016e-08,6.031275864058573e-05,6.031275864058573e-05,6.031275864058573e-05
1800,4.391356586300585e-08,5.651870950324727e-05,5.651870950324727e-05,5.651870950324727e-05
1801,3.950579571413268e-08,5.51058941969781e-05,5.51058941969781e-05,5.51058941969781e-05
1802,3.827739369910432e-08,5.235713459634488e-05,5.235713459634488e-05,5.235713459634488e-05
1803,3.8660261531780245e-08,5.1458853184677924e-05,5.1458853184677924e-05,5.1458853184677924e-05
1804,4.1141655923330034e-08,5.101976369457718e-05,5.101976369457718e-05,5.101976369457718e-05
1805,3.835261555959083e-08,4.929371061734855e-05,4.929371061734855e-05,4.929371061734855e-05
1806,3.6131959900233464e-08,4.814922535193286e-05,4.814922535193286e-05,4.814922535193286e-05
1807,3.661140926932863e-08,4.6239882067311555e-05,4.6239882067311555e-05,4.6239882067311555e-05
