ngram,Coupang,Copang,Copng
1807,5.4546284060969745e-08,3.115475274587506e-09,0.0
1808,5.300730178601855e-08,7.829125157700543e-09,0.0
1809,4.031036901100801e-08,6.092617965691716e-09,0.0
1810,4.027587317624791e-08,6.395430946730991e-09,0.0
1811,4.168217682121167e-08,6.090353396207401e-09,0.0
1812,4.5614401906440046e-08,8.000019472273071e-09,0.0
1813,3.0877313023885174e-08,8.711366421871552e-09,0.0
1814,4.424352934811233e-08,1.0383031513937015e-08,0.0
1815,4.17515377191892e-08,1.3316950780201914e-08,0.0
1816,3.730240040665324e-08,1.3316950780201914e-08,0.0
1817,4.218140351294356e-08,1.31771805530637e-08,0.0
1818,6.190121431310607e-08,1.8011122054113164e-08,0.0
1819,9.082903775135622e-08,1.6101455978047496e-08,0.0
1820,1.0670897372071814e-07,1.572114667019215e-08,0.0
1821,9.41214970089683e-08,1.4306590087212863e-08,0.0
1822,9.54989764727949e-08,6.319449368558898e-09,0.0
1823,9.622499901646669e-08,8.00500265280795e-09,0.0
1824,9.429681340528922e-08,1.017336027324995e-08,0.0
1825,7.44368669560101e-08,5.339418772200486e-09,0.0
1826,4.321820602979999e-08,5.339418772200486e-09,0.0
1827,3.084974751845136e-08,4.749831028494356e-09,0.0
1828,3.159344011801782e-08,5.927003530827233e-09,0.0
1829,3.401304266808276e-08,7.277994461065061e-09,0.0
1830,3.414825184527055e-08,5.59244117681601e-09,0.0
1831,2.698877210605133e-08,8.669509935340817e-09,0.0
1832,5.007534996183592e-08,1.0627947537906429e-08,0.0
1833,5.0422462522752605e-08,1.3102295375639578e-08,0.0
1834,4.9872776257992816e-08,1.733836515630368e-08,0.0
1835,4.747702459744525e-08,1.6071650946588737e-08,0.0
1836,4.281957531406176e-08,1.6922787631530005e-08,0.0
1837,4.585786036618142e-08,1.808440878000742e-08,0.0
1838,4.781272317749037e-08,1.4080431820495676e-08,0.0
1839,2.5506076108326525e-08,1.234933852004413e-08,0.0
1840,2.5738809306119492e-08,1.1008780125593937e-08,0.0
1841,2.4870182484854856e-08,8.172262565077558e-09,0.0
1842,2.520302557128064e-08,8.430403835341899e-09,0.0
1843,2.429896347625312e-08,6.955976207732663e-09,0.0
1844,2.916262494981733e-08,7.530709357693257e-09,0.0
1845,2.798786751562992e-08,6.576082377053792e-09,0.0
1846,2.724617877346093e-08,6.740061080685271e-09,0.0
1847,2.4012329585027762e-08,5.606271637402318e-09,0.0
1848,2.1361998297259836e-08,4.644220817441789e-09,0.0
1849,1.7973166732687673e-08,5.7769593236096335e-09,0.0
1850,2.0431893288375136e-08,6.301117754554346e-09,0.0
1851,1.2886620437413399e-08,4.564763456116339e-09,0.0
1852,1.3612752353913443e-08,3.763898304143254e-09,0.0
1853,1.317701043517567e-08,3.372575298397708e-09,0.0
1854,1.5813178480935823e-08,4.938133013610013e-09,0.0
1855,1.7274483748203854e-08,4.7631403583230684e-09,0.0
1856,1.6399698234335702e-08,5.292043628709767e-09,0.0
1857,1.578959325192792e-08,4.107953215688147e-09,0.0
1858,1.4202376417772809e-08,4.799195390298954e-09,0.0
1859,1.1918015399966667e-08,5.95685374043293e-09,0.0
1860,1.1415318531707693e-08,6.4448154115025e-09,0.0
1861,1.0097761674440368e-08,5.557097829519567e-09,0.0
1862,8.752015334678731e-09,6.0189266269463e-09,0.0
1863,9.768913075295212e-09,4.408955581577548e-09,4.7737881108440257e-11
1864,6.7638089732266084e-09,4.593179646152277e-09,4.7737881108440257e-11
1865,6.4962697126398035e-09,3.990390573527236e-09,4.7737881108440257e-11
1866,1.3065453639628442e-08,4.646556615663298e-09,4.7737881108440257e-11
1867,1.3736581364450932e-08,4.3314447742811726e-09,4.7737881108440257e-11
1868,1.4695657992090462e-08,3.922474837000525e-09,4.7737881108440257e-11
1869,1.515306610347774e-08,3.3564808392989268e-09,4.7737881108440257e-11
1870,1.3755889760602713e-08,3.1747572507409163e-09,0.0
1871,1.3179171880801327e-08,2.7979962791135904e-09,0.0
1872,1.2622254511437551e-08,2.996205141135379e-09,0.0
1873,6.86258932220645e-09,1.767512057350627e-09,3.900875257732496e-11
1874,8.209933209459206e-09,3.0650686274772252e-09,3.900875257732496e-11
1875,5.988521646825364e-09,3.5984990067104506e-09,3.900875257732496e-11
1876,6.001775552734654e-09,5.011766874523411e-09,3.900875257732496e-11
1877,7.354661483002392e-09,4.751063332435785e-09,3.900875257732496e-11
1878,7.64261339928193e-09,4.859919415313639e-09,3.900875257732496e-11
1879,7.454654972681242e-09,4.573257451306085e-09,3.900875257732496e-11
1880,7.0920390036834286e-09,3.9881261428208e-09,0.0
1881,5.465170459041855e-09,2.643982124509289e-09,0.0
1882,7.845126183601638e-09,1.9065007073049145e-09,0.0
1883,7.971710767686245e-09,4.633798067477102e-10,1.2849051188114557e-10
1884,6.245756499291742e-09,4.894499488245734e-10,4.0308866562049113e-10
1885,5.824806256374668e-09,4.386404216040672e-10,4.321119434491649e-10
1886,5.74032823259201e-09,6.041721210627214e-10,5.14877793178492e-10
1887,5.657655189577377e-09,7.699759361847112e-10,5.701457302307946e-10
1888,4.900080868841528e-09,7.247220799668139e-10,8.671769869644003e-10
1889,3.305457134196642e-09,7.38415610403363e-10,9.456896753785265e-10
1890,2.4750836657982944e-09,6.858121729244207e-10,8.17199163497381e-10
1891,2.6908115775230765e-09,7.272105655748667e-10,6.450212169939462e-10
1892,2.6383980119718385e-09,1.0961240645305077e-09,6.159979391652724e-10
1893,3.275070976321055e-09,1.0920240743418829e-09,6.024171122260518e-10
1894,2.888041425056339e-09,2.1191759616964336e-09,6.134244937402603e-10
1895,3.586691261452708e-09,2.355735566934263e-09,3.163932370066545e-10
1896,3.091133381007337e-09,2.2966033043557233e-09,3.3478267777046055e-10
1897,3.3243322221971586e-09,2.4250605333366236e-09,3.3478267777046055e-10
1898,3.07118609908587e-09,2.3226403261007125e-09,3.5862964978658086e-10
1899,3.1828359471828905e-09,2.0049637109284137e-09,4.132713695069258e-10
1900,2.4909857510024835e-09,2.0965204572398477e-09,8.319926652384473e-10
1901,2.3900248288403046e-09,9.035647547633069e-10,9.199475308514187e-10
1902,2.1390505398701164e-09,9.64799010524534e-10,1.040475562850775e-09
1903,1.5982121499240926e-09,2.204611080993045e-09,9.59512578518102e-10
1904,1.3906604677339983e-09,2.1588041830357595e-09,1.6095159312477593e-09
1905,1.9311736099147936e-09,2.204544768957817e-09,1.5289893379177855e-09
1906,1.6707810769821053e-09,2.4210760380632176e-09,1.4743476181974406e-09
1907,1.919834029846206e-09,2.226688278206268e-09,9.864412996758126e-10
1908,1.8547750399048164e-09,2.5149018264717225e-09,8.459355696091972e-10
1909,1.7240627100559687e-09,2.1360994401880315e-09,7.805315738978231e-10
1910,1.5662359901088711e-09,1.1937064194254633e-09,7.645924290525638e-10
1911,1.7469205605889572e-09,1.2588159245144733e-09,1.4254494013726012e-10
1912,2.7522589128383045e-09,1.3139740961953805e-09,1.832889990576498e-10
1913,2.7784206165940415e-09,1.1168406596365595e-09,3.4056611102657135e-10
1914,2.529367663729941e-09,1.9206128671583097e-09,3.6979909015918567e-10
1915,2.4744698472784724e-09,1.8077252631317923e-09,3.5607463604631866e-10
1916,2.2026622153210288e-09,1.9130882988882547e-09,3.0095059975833646e-10
1917,2.931566247691261e-09,1.7359461725239912e-09,3.9871074101035676e-10
1918,3.817611548313187e-09,1.612960931485219e-09,3.85135116259023e-10
1919,2.515966217110842e-09,1.5120621738822543e-09,3.128562181145941e-10
1920,2.621186117363854e-09,1.9402206190883523e-09,1.5557910614567254e-10
1921,2.705520942201746e-09,1.3589637986350616e-09,1.263461270130582e-10
1922,3.0194877947182467e-09,1.1836378543961246e-09,1.263461270130582e-10
1923,3.195313204505469e-09,1.0782748186396622e-09,1.263461270130582e-10
1924,2.273574709451712e-09,9.386174694623962e-10,2.8585985761037894e-11
1925,3.6105841967020477e-09,1.0450023703510526e-09,1.420574669801817e-11
1926,3.862414626227511e-09,1.2513090405111678e-09,2.292296313084157e-11
1927,3.9046484617039874e-09,1.7631731788877607e-09,2.292296313084157e-11
1928,4.823931016544642e-09,2.1207227244143414e-09,2.292296313084157e-11
1929,4.8386795364103415e-09,2.221865913476506e-09,2.292296313084157e-11
1930,4.8627450796193526e-09,2.3307754853136534e-09,1.3183253496798893e-10
1931,5.361172252170223e-09,2.4094745167322985e-09,1.3183253496798893e-10
1932,3.823619310061588e-09,2.698936114280721e-09,1.3183253496798893e-10
1933,7.142383811371238e-09,2.4926294441206055e-09,1.0890957183714737e-10
1934,7.971260619830746e-09,1.6261364556489711e-09,1.0890957183714737e-10
1935,1.1034330290752133e-08,1.0319154935307345e-09,1.0890957183714737e-10
1936,1.0977801540817162e-08,1.8729567301851394e-09,1.0890957183714737e-10
1937,1.1473354774186158e-08,1.7864895753204125e-09,0.0
1938,1.108368885560651e-08,1.729542794696012e-09,0.0
1939,1.0215142644463628e-08,1.2330346267828774e-09,0.0
1940,6.552573142811927e-09,1.9552459968557353e-09,0.0
1941,5.629365204143763e-09,1.7530351297574092e-09,0.0
1942,1.5875861994077818e-09,1.7085904635560922e-09,0.0
1943,1.3368529021879588e-09,8.093126882943328e-10,0.0
1944,6.72138420318039e-10,7.868702713219124e-10,0.0
1945,7.135325306796756e-10,7.65118020527668e-10,0.0
1946,6.718029267803263e-10,7.65118020527668e-10,0.0
1947,8.628242366613494e-10,5.946362648310912e-11,0.0
1948,2.291509993661884e-09,5.946362648310912e-11,1.709999998743074e-11
1949,2.419657404995057e-09,1.2748827588853524e-10,1.709999998743074e-11
1950,3.2442028428749025e-09,2.030214548063926e-10,1.709999998743074e-11
1951,3.3503576341813765e-09,2.1957055320756932e-10,1.709999998743074e-11
1952,3.309989917075841e-09,2.6662239975351806e-10,1.709999998743074e-11
1953,3.4782771821514504e-09,2.6662239975351806e-10,1.709999998743074e-11
1954,3.1680055087183032e-09,2.5006542372521933e-10,1.709999998743074e-11
1955,1.643499722227469e-09,2.7905392778272894e-10,1.4494252028754824e-11
1956,1.5173802759917342e-09,2.1102927837730283e-10,2.7962257509450694e-11
1957,6.841252386020307e-10,1.180769004397294e-10,2.7962257509450694e-11
1958,5.972996204782279e-10,1.2533141786302034e-10,2.7962257509450694e-11
1959,3.0738240901019763e-09,1.3474926531729737e-10,2.7962257509450694e-11
1960,3.47924370861349e-09,1.665128491439611e-10,2.7962257509450694e-11
1961,3.8761374249185465e-09,1.8902398693906467e-10,2.7962257509450694e-11
1962,4.167695848156239e-09,3.1306182051477853e-10,1.346800548069587e-11
1963,4.655760387336663e-09,3.2296567701952025e-10,3.961542601896692e-11
1964,4.993755750185411e-09,5.313042952021745e-10,3.961542601896692e-11
1965,6.3353995383153006e-09,5.780213321870953e-10,3.961542601896692e-11
1966,4.171154850090326e-09,5.303447096165798e-10,3.961542601896692e-11
1967,4.010009467338347e-09,6.400959891096823e-10,3.961542601896692e-11
1968,4.827931610051905e-09,6.70724098285534e-10,4.8471967511216314e-11
1969,5.17719156434282e-09,5.625821901587637e-10,5.744885321425284e-11
1970,4.881428737414848e-09,6.140648961538986e-10,2.660293612383973e-11
1971,4.611247756652099e-09,3.8023882653615004e-10,8.030834132620259e-11
1972,3.461339207319217e-09,3.358045091994555e-10,8.90037864837672e-11
1973,3.3941979306538273e-09,3.2701143776974513e-10,8.90037864837672e-11
1974,2.9722234356250557e-09,1.8549657444997892e-10,8.90037864837672e-11
1975,2.164991344929693e-09,1.3235732747902366e-10,8.01472449915178e-11
1976,1.9436459901862283e-09,2.2409223286525203e-10,7.117035928848127e-11
1977,2.0374382815800475e-09,1.707320812505131e-10,6.240085035992747e-11
1978,2.103758889315799e-09,2.9313101350998087e-10,8.695445157564612e-12
1979,2.1581726326682015e-09,2.914277807170811e-10,8.127700893264693e-12
1980,2.1010459166121667e-09,2.992646081342468e-10,8.127700893264693e-12
1981,2.2337229526365424e-09,3.068944067128955e-10,1.5757499471913405e-11
1982,1.7835124171179067e-09,3.291288908080503e-10,1.5757499471913405e-11
1983,1.4235701982302983e-09,1.9250955591536874e-10,1.5757499471913405e-11
1984,1.2943050123733916e-09,1.8448314503023104e-10,2.3108092820197814e-11
1985,1.2559374175578698e-09,1.0548866343932214e-10,2.3108092820197814e-11
1986,2.1166625595116427e-09,9.492267091396452e-11,4.2614612235806046e-11
1987,2.0395495451249903e-09,8.708584349679884e-11,5.5989547323839364e-11
1988,1.9513789473180054e-09,1.9035860189729548e-10,5.529115855638724e-11
1989,2.059906245577281e-09,1.7477612958084953e-10,5.529115855638724e-11
1990,2.0924005861289174e-09,1.947485164204605e-10,7.526354539599822e-11
1991,2.040021128215029e-09,2.078870533058933e-10,8.105148893314658e-11
1992,2.166916812651465e-09,2.2174371912066426e-10,1.0650087359628405e-10
1993,1.3062202827310694e-09,2.465747650702367e-10,9.174937198874744e-11
1994,1.1570682903868805e-09,2.725872845895808e-10,1.1089008580425893e-10
1995,1.2691710618969613e-09,2.0000751699674905e-10,1.0395867599306235e-10
1996,1.3493502426520365e-09,1.9335550521804024e-10,1.102607152406573e-10
1997,1.6627651240013514e-09,1.7338311837842924e-10,9.028832840104632e-11
1998,1.8607136466540298e-09,1.7180015644229536e-10,8.870536646491241e-11
1999,1.7175019898349068e-09,1.1996228415395953e-10,6.325598180177496e-11
2000,1.6668859705225104e-09,9.68914155257445e-11,5.037326310043864e-11
2001,2.2393342497777677e-09,1.1651546592629713e-10,1.7857614196893833e-11
2002,2.2187711112842123e-09,1.0503544661017677e-10,2.3226168012678373e-11
2003,2.2692932057287253e-09,1.1535172123045001e-10,3.239854019985801e-11
2004,2.0865465942345095e-09,1.4563099634942337e-10,3.7445086218231995e-11
2005,1.9211762894829778e-09,1.5891838836942388e-10,2.5889511268933115e-11
2006,2.2767329133088765e-09,2.1525401203545006e-10,5.162237155599745e-11
2007,2.6622191594073895e-09,2.4798117230297375e-10,5.698953263664843e-11
2008,2.8383537583768057e-09,2.7112863640718233e-10,5.698953263664843e-11
2009,3.1102269490038535e-09,2.484345455050496e-10,5.162097882086389e-11
2010,3.5634306775175364e-09,2.626816480107351e-10,3.61465673860893e-11
2011,3.952966636561988e-09,2.788263447013804e-10,4.9669609695054564e-11
2012,4.253570638569824e-09,2.7000295030531e-10,4.9669609695054564e-11
2013,4.11617819194378e-09,2.2429715004966345e-10,2.3936749407990223e-11
2014,3.7100948979684745e-09,1.9677570262705794e-10,1.856958832733925e-11
2015,3.997834507885045e-09,1.334223398926003e-10,1.856958832733925e-11
2016,4.655632133778096e-09,1.35532146517641e-10,1.856958832733925e-11
2017,4.57185267421778e-09,1.29463564290296e-10,2.166451971522913e-11
2018,4.6088101335328705e-09,9.036271661488904e-11,0.0
2019,4.9480193831108465e-09,8.491914376546061e-11,0.0
