ngram,Oracle,Orcle,Orale,Orcle
1627,3.993178909565488e-06,0.0,0.0,0.0
1628,3.7088104493575102e-06,0.0,0.0,0.0
1629,4.02948411907086e-06,8.252934386681382e-08,0.0,8.252934386681382e-08
1630,3.9868153050649975e-06,8.252934386681382e-08,0.0,8.252934386681382e-08
1631,5.161830521111759e-06,8.252934386681382e-08,0.0,8.252934386681382e-08
1632,5.754394546134531e-06,8.252934386681382e-08,0.0,8.252934386681382e-08
1633,6.484422296385414e-06,8.252934386681382e-08,0.0,8.252934386681382e-08
1634,6.375362740332743e-06,8.252934386681382e-08,0.0,8.252934386681382e-08
1635,6.659379485946764e-06,8.252934386681382e-08,0.0,8.252934386681382e-08
1636,6.437681837009482e-06,0.0,0.0,0.0
1637,6.792736355367067e-06,0.0,0.0,0.0
1638,5.790402026052886e-06,0.0,0.0,0.0
1639,5.405476388529808e-06,0.0,0.0,0.0
1640,4.8570590414393725e-06,0.0,0.0,0.0
1641,5.024303358628199e-06,0.0,0.0,0.0
1642,4.2779965627102816e-06,0.0,0.0,0.0
1643,4.569832104347629e-06,0.0,0.0,0.0
1644,3.821419893159016e-06,0.0,0.0,0.0
1645,4.479761758245461e-06,0.0,0.0,0.0
1646,4.159015134064248e-06,0.0,0.0,0.0
1647,4.78823842188701e-06,0.0,0.0,0.0
1648,4.75508120091815e-06,0.0,0.0,0.0
1649,4.900598339320693e-06,0.0,0.0,0.0
1650,8.172268995362433e-06,0.0,0.0,0.0
1651,9.594642636199882e-06,0.0,0.0,0.0
1652,9.244355039429917e-06,0.0,0.0,0.0
1653,1.165566793913188e-05,0.0,0.0,0.0
1654,1.148635932882566e-05,0.0,0.0,0.0
1655,1.1737357324039164e-05,0.0,0.0,0.0
1656,1.244598135079806e-05,0.0,0.0,0.0
1657,9.306759368752995e-06,0.0,0.0,0.0
1658,9.333765254788367e-06,0.0,0.0,0.0
1659,9.0047063037803e-06,0.0,0.0,0.0
1660,7.333450607153022e-06,0.0,0.0,0.0
1661,7.940382667064633e-06,0.0,0.0,0.0
1662,8.159439728063131e-06,0.0,0.0,0.0
1663,7.638398853617088e-06,0.0,0.0,0.0
1664,7.675622717735158e-06,0.0,0.0,0.0
1665,6.466445289074077e-06,0.0,0.0,0.0
1666,6.695227446990819e-06,3.9948397605777634e-08,0.0,3.9948397605777634e-08
1667,6.983500043133972e-06,7.240071348795546e-08,0.0,7.240071348795546e-08
1668,6.292978988702609e-06,7.240071348795546e-08,0.0,7.240071348795546e-08
1669,1.4754121106566995e-05,7.240071348795546e-08,0.0,7.240071348795546e-08
1670,1.5449892154200434e-05,7.240071348795546e-08,0.0,7.240071348795546e-08
1671,1.5523292794179205e-05,7.240071348795546e-08,0.0,7.240071348795546e-08
1672,1.5600883866032484e-05,7.240071348795546e-08,0.0,7.240071348795546e-08
1673,1.7222847938163405e-05,3.245231588217783e-08,0.0,3.245231588217783e-08
1674,1.6998340730164534e-05,0.0,0.0,0.0
1675,1.8613077697539537e-05,0.0,0.0,0.0
1676,1.0251201729261084e-05,0.0,0.0,0.0
1677,1.0073997860412679e-05,0.0,0.0,0.0
1678,9.71517264198545e-06,0.0,0.0,0.0
1679,9.563261106190371e-06,0.0,0.0,0.0
1680,8.58361512915248e-06,0.0,0.0,0.0
1681,8.775376500125276e-06,0.0,0.0,0.0
1682,7.723870826989046e-06,0.0,0.0,0.0
1683,8.592124101726637e-06,0.0,0.0,0.0
1684,9.053015609034837e-06,0.0,0.0,0.0
1685,1.0942212091842002e-05,0.0,0.0,0.0
1686,1.1018834811693523e-05,0.0,0.0,0.0
1687,1.043899555952521e-05,0.0,0.0,0.0
1688,1.0725310078539354e-05,0.0,0.0,0.0
1689,1.1016221703487514e-05,0.0,0.0,0.0
1690,9.676644107717688e-06,0.0,0.0,0.0
1691,1.046237490040117e-05,0.0,0.0,0.0
1692,9.461787418071513e-06,0.0,0.0,0.0
1693,9.768998227497963e-06,0.0,0.0,0.0
1694,1.0344216337086567e-05,0.0,0.0,0.0
1695,9.969633278420328e-06,0.0,0.0,0.0
1696,1.1587343189083705e-05,0.0,0.0,0.0
1697,1.2358907692292373e-05,0.0,0.0,0.0
1698,1.151320157077862e-05,0.0,0.0,0.0
1699,1.166569148024012e-05,0.0,0.0,0.0
1700,1.1761133464460727e-05,0.0,0.0,0.0
1701,1.5113358650913661e-05,0.0,0.0,0.0
1702,1.5605720753748236e-05,0.0,0.0,0.0
1703,1.4355810240626202e-05,0.0,0.0,0.0
1704,1.4930804744445985e-05,0.0,0.0,0.0
1705,1.4645622026624291e-05,0.0,0.0,0.0
1706,1.5288580470951274e-05,0.0,0.0,0.0
1707,1.6626722884081702e-05,0.0,0.0,0.0
1708,1.3298453528217838e-05,0.0,0.0,0.0
1709,1.2654762226052948e-05,0.0,0.0,0.0
1710,1.2039678884840604e-05,0.0,0.0,0.0
1711,1.10309373277622e-05,0.0,0.0,0.0
1712,1.0782575243086154e-05,0.0,0.0,0.0
1713,9.061266869788856e-06,0.0,0.0,0.0
1714,7.383926523678903e-06,0.0,0.0,0.0
1715,8.624647502334223e-06,0.0,0.0,0.0
1716,8.283697687667363e-06,0.0,0.0,0.0
1717,8.501617425541294e-06,0.0,0.0,0.0
1718,8.529181091684482e-06,0.0,0.0,0.0
1719,9.05349205433075e-06,0.0,0.0,0.0
1720,8.783221606531047e-06,0.0,0.0,0.0
1721,9.4124425881351e-06,0.0,0.0,0.0
1722,7.982356497190527e-06,0.0,0.0,0.0
1723,8.209906809497625e-06,0.0,0.0,0.0
1724,8.88135790384175e-06,0.0,0.0,0.0
1725,9.193052197328403e-06,0.0,7.352953040091441e-09,0.0
1726,8.839477556778417e-06,0.0,7.352953040091441e-09,0.0
1727,8.976738172350451e-06,0.0,7.352953040091441e-09,0.0
1728,8.216352268521274e-06,0.0,7.352953040091441e-09,0.0
1729,7.797719198216718e-06,0.0,7.352953040091441e-09,0.0
1730,8.121319102169114e-06,0.0,7.352953040091441e-09,0.0
1731,7.028843810985563e-06,6.966739566191141e-09,7.352953040091441e-09,6.966739566191141e-09
1732,7.27650974243131e-06,6.966739566191141e-09,0.0,6.966739566191141e-09
1733,7.411640776159142e-06,6.966739566191141e-09,0.0,6.966739566191141e-09
1734,9.321088912526778e-06,6.966739566191141e-09,0.0,6.966739566191141e-09
1735,9.746314195321507e-06,6.966739566191141e-09,0.0,6.966739566191141e-09
1736,1.1565743469483486e-05,6.966739566191141e-09,0.0,6.966739566191141e-09
1737,1.2879108908236958e-05,6.966739566191141e-09,0.0,6.966739566191141e-09
1738,1.2473126194631082e-05,0.0,0.0,0.0
1739,1.1404836543858568e-05,0.0,0.0,0.0
1740,1.1044401649737015e-05,0.0,0.0,0.0
1741,9.285378350146597e-06,0.0,0.0,0.0
1742,1.0377846885083792e-05,0.0,0.0,0.0
1743,8.32647271766161e-06,0.0,0.0,0.0
1744,6.8339361730197974e-06,0.0,0.0,0.0
1745,7.033212308929901e-06,0.0,0.0,0.0
1746,8.595480884261114e-06,0.0,0.0,0.0
1747,8.6053565025525e-06,0.0,0.0,0.0
1748,8.586833993311821e-06,0.0,0.0,0.0
1749,7.863181800920366e-06,0.0,0.0,0.0
1750,8.988623968824478e-06,0.0,0.0,0.0
1751,8.548976438760292e-06,0.0,0.0,0.0
1752,7.993215506628206e-06,0.0,0.0,0.0
1753,7.068555630342287e-06,0.0,0.0,0.0
1754,6.384164375309151e-06,4.184068710547503e-09,0.0,4.184068710547503e-09
1755,7.074030658519145e-06,4.184068710547503e-09,0.0,4.184068710547503e-09
1756,6.049410298406396e-06,4.184068710547503e-09,0.0,4.184068710547503e-09
1757,4.56625647465054e-06,4.184068710547503e-09,0.0,4.184068710547503e-09
1758,4.12177385961903e-06,4.184068710547503e-09,0.0,4.184068710547503e-09
1759,3.915571824109065e-06,4.184068710547503e-09,0.0,4.184068710547503e-09
1760,2.9602254179345825e-06,4.184068710547503e-09,0.0,4.184068710547503e-09
1761,2.7824230609699692e-06,0.0,0.0,0.0
1762,1.7905487327750182e-06,0.0,0.0,0.0
1763,1.4800543551375865e-06,0.0,0.0,0.0
1764,1.6011374473886723e-06,0.0,0.0,0.0
1765,1.5109857827155793e-06,0.0,0.0,0.0
1766,1.403978680108204e-06,0.0,0.0,0.0
1767,1.6839900597785475e-06,0.0,0.0,0.0
1768,1.6981911455461938e-06,0.0,0.0,0.0
1769,1.5912010310005696e-06,0.0,0.0,0.0
1770,1.7396390766017639e-06,0.0,0.0,0.0
1771,1.6149653155090554e-06,0.0,0.0,0.0
1772,1.589643172142782e-06,0.0,0.0,0.0
1773,1.590790986938373e-06,0.0,0.0,0.0
1774,1.375506818541388e-06,0.0,0.0,0.0
1775,1.4217337869532848e-06,0.0,0.0,0.0
1776,1.2885723858094674e-06,0.0,0.0,0.0
1777,1.0194395697128909e-06,0.0,0.0,0.0
1778,1.213646669384616e-06,0.0,1.6686862685284202e-08,0.0
1779,1.2085555210563013e-06,0.0,1.6686862685284202e-08,0.0
1780,1.1505004441200332e-06,0.0,1.6686862685284202e-08,0.0
1781,1.0365215936352406e-06,0.0,1.6686862685284202e-08,0.0
1782,9.846856739516494e-07,2.1581334814462546e-09,1.6686862685284202e-08,2.1581334814462546e-09
1783,1.0768153028298651e-06,2.1581334814462546e-09,1.6686862685284202e-08,2.1581334814462546e-09
1784,9.754217436303797e-07,2.1581334814462546e-09,1.6686862685284202e-08,2.1581334814462546e-09
1785,8.018786396795414e-07,2.1581334814462546e-09,0.0,2.1581334814462546e-09
1786,8.165102818631047e-07,2.1581334814462546e-09,0.0,2.1581334814462546e-09
1787,1.3391846412754864e-06,2.1581334814462546e-09,0.0,2.1581334814462546e-09
1788,1.4917090790536998e-06,2.1581334814462546e-09,0.0,2.1581334814462546e-09
1789,1.4413483029329655e-06,0.0,0.0,0.0
1790,1.3872655577935283e-06,0.0,0.0,0.0
1791,1.4588885700764616e-06,0.0,0.0,0.0
1792,1.4020793384718542e-06,0.0,0.0,0.0
1793,1.538571349816006e-06,9.860221210950775e-10,0.0,9.860221210950775e-10
1794,1.0869066012933866e-06,9.860221210950775e-10,0.0,9.860221210950775e-10
1795,9.476076538053999e-07,9.860221210950775e-10,0.0,9.860221210950775e-10
1796,1.015509123395272e-06,9.860221210950775e-10,0.0,9.860221210950775e-10
1797,9.917897127057325e-07,9.860221210950775e-10,0.0,9.860221210950775e-10
1798,1.0023092532459747e-06,9.860221210950775e-10,0.0,9.860221210950775e-10
1799,1.0635352347370436e-06,9.860221210950775e-10,0.0,9.860221210950775e-10
1800,9.530217783191932e-07,4.116639093102289e-10,4.116639093102289e-10,4.116639093102289e-10
1801,1.047560098348705e-06,4.116639093102289e-10,4.116639093102289e-10,4.116639093102289e-10
1802,1.2034440065430578e-06,4.116639093102289e-10,4.116639093102289e-10,4.116639093102289e-10
1803,1.2076823492991804e-06,4.116639093102289e-10,4.116639093102289e-10,4.116639093102289e-10
1804,1.2124824999253697e-06,4.116639093102289e-10,4.116639093102289e-10,4.116639093102289e-10
1805,1.2092526893476524e-06,4.116639093102289e-10,6.713414110340718e-10,4.116639093102289e-10
1806,1.1353929007132787e-06,4.116639093102289e-10,9.298915129970656e-10,4.116639093102289e-10
1807,1.108999494395643e-06,0.0,9.36670058975559e-10,0.0
1808,9.958144784962184e-07,2.35363189255671e-10,1.1720332482312301e-09,2.35363189255671e-10
1809,8.649892119397659e-07,2.35363189255671e-10,1.1720332482312301e-09,2.35363189255671e-10
1810,8.444155160499836e-07,2.35363189255671e-10,1.1720332482312301e-09,2.35363189255671e-10
1811,7.899872360082684e-07,2.35363189255671e-10,1.4064171890585238e-09,2.35363189255671e-10
1812,7.795525951743392e-07,4.740714487638797e-10,1.862864497579965e-09,4.740714487638797e-10
1813,8.209014806327884e-07,4.740714487638797e-10,1.7982937995851346e-09,4.740714487638797e-10
1814,8.554643500247039e-07,4.740714487638797e-10,1.588809480804595e-09,4.740714487638797e-10
1815,9.091219469935043e-07,2.3870825950820876e-10,1.3534462915489242e-09,2.3870825950820876e-10
1816,8.608112774969154e-07,2.3870825950820876e-10,1.3534462915489242e-09,2.3870825950820876e-10
1817,8.145639347796012e-07,2.3870825950820876e-10,1.3534462915489242e-09,2.3870825950820876e-10
1818,9.020625790461574e-07,2.3870825950820876e-10,1.1190623507216303e-09,2.3870825950820876e-10
1819,9.044670556639695e-07,0.0,5.53234981635699e-10,0.0
1820,8.876314885648233e-07,0.0,3.592555776675356e-10,0.0
1821,8.689865873228493e-07,0.0,5.35960212718781e-10,0.0
1822,8.20771723348506e-07,0.0,7.854980158380645e-10,0.0
1823,8.572671065719208e-07,0.0,9.259607842387091e-10,0.0
1824,9.122204249121881e-07,0.0,1.1942008175986579e-09,0.0
1825,8.697541196462615e-07,0.0,1.1942008175986579e-09,0.0
1826,8.47516925464983e-07,0.0,1.0439033764393051e-09,0.0
1827,8.827296207008268e-07,0.0,1.148473982581777e-09,0.0
1828,8.54336747124762e-07,0.0,7.628112110223486e-10,0.0
1829,8.184071914131761e-07,7.027427845989515e-11,7.240962432827505e-10,7.027427845989515e-11
1830,7.86578758444583e-07,7.027427845989515e-11,5.836334748821059e-10,7.027427845989515e-11
1831,7.138197994598678e-07,7.027427845989515e-11,7.798667267522319e-10,7.027427845989515e-11
1832,6.892098310475246e-07,7.027427845989515e-11,7.798667267522319e-10,7.027427845989515e-11
1833,6.922136890352704e-07,1.5275254077502202e-10,8.623449890673588e-10,1.5275254077502202e-10
1834,6.211421350599267e-07,2.3581273441867067e-10,7.57774382924887e-10,2.3581273441867067e-10
1835,6.184804500922578e-07,2.3581273441867067e-10,7.57774382924887e-10,2.3581273441867067e-10
1836,6.238959632095689e-07,1.6553845595877548e-10,6.220127270393862e-10,1.6553845595877548e-10
1837,6.008792589844753e-07,1.6553845595877548e-10,6.994541374665581e-10,1.6553845595877548e-10
1838,5.904965324329428e-07,1.6553845595877548e-10,3.876323468559357e-10,1.6553845595877548e-10
1839,6.676629027424497e-07,2.4131989264018575e-10,3.876323468559357e-10,2.4131989264018575e-10
1840,6.508082037726126e-07,2.344275963826549e-10,4.5632601665600095e-10,2.344275963826549e-10
1841,6.410303805231316e-07,1.513674027390063e-10,4.5632601665600095e-10,1.513674027390063e-10
1842,6.573951298248306e-07,1.513674027390063e-10,6.387723286823846e-10,1.513674027390063e-10
1843,6.390479297481631e-07,1.513674027390063e-10,8.260092689203548e-10,1.513674027390063e-10
1844,6.432076661764898e-07,1.513674027390063e-10,9.489164216296737e-10,1.513674027390063e-10
1845,6.373805620439401e-07,1.152448906146678e-09,1.4636525959486691e-09,1.152448906146678e-09
1846,5.240724111185305e-07,1.0766674694652677e-09,1.854975601694215e-09,1.0766674694652677e-09
1847,5.235896562031225e-07,1.2435033637712779e-09,1.703803669579023e-09,1.2435033637712779e-09
1848,5.276809206731871e-07,1.2435033637712779e-09,1.8678666867190584e-09,1.2435033637712779e-09
1849,4.855240791000272e-07,1.2435033637712779e-09,1.954118073704032e-09,1.2435033637712779e-09
1850,4.871097628113472e-07,1.3384431816833496e-09,1.8342296887701487e-09,1.3384431816833496e-09
1851,4.875898339053362e-07,1.3384431816833496e-09,1.8195955060156572e-09,1.3384431816833496e-09
1852,4.863666812785336e-07,3.37361678275678e-10,1.4555772618964268e-09,3.37361678275678e-10
1853,4.942055795709166e-07,3.37361678275678e-10,1.064254256150881e-09,3.37361678275678e-10
1854,4.7026303004063917e-07,2.969472604316284e-10,1.11475611678077e-09,2.969472604316284e-10
1855,4.673163971347094e-07,3.494490094116795e-10,1.2132018445409898e-09,3.494490094116795e-10
1856,4.77679415260874e-07,3.494490094116795e-10,1.242696981032917e-09,3.494490094116795e-10
1857,4.77012089764425e-07,3.02643418262757e-10,1.1484214729977943e-09,3.02643418262757e-10
1858,4.625190358962884e-07,5.906609963040361e-10,1.077914119074208e-09,5.906609963040361e-10
1859,4.6327730680267063e-07,5.906609963040361e-10,8.964034712923206e-10,5.906609963040361e-10
1860,4.670465208229351e-07,5.906609963040361e-10,1.0183938890597132e-09,5.906609963040361e-10
1861,4.6560601114314135e-07,4.451402341969819e-10,1.0243787088423266e-09,4.451402341969819e-10
1862,4.6024690699856106e-07,3.9263848521693083e-10,7.618699639420714e-10,3.9263848521693083e-10
1863,4.580338993166931e-07,4.403763663253711e-10,5.114150095472273e-10,4.403763663253711e-10
1864,4.4473229974885597e-07,5.335275039224691e-10,5.574710256909096e-10,5.335275039224691e-10
1865,4.4785947141333183e-07,2.4550992588119007e-10,1.0172091700701357e-09,2.4550992588119007e-10
1866,4.5901174822964616e-07,5.551872572784333e-10,9.395900129367212e-10,5.551872572784333e-10
1867,4.482957852555306e-07,6.416121721221555e-10,9.040245100130509e-10,6.416121721221555e-10
1868,4.5005024113769263e-07,7.19560589684016e-10,1.2956548017013197e-09,7.19560589684016e-10
1869,4.4742020577359654e-07,7.987323619967108e-10,1.4144124562052797e-09,7.987323619967108e-10
1870,4.4606823783916685e-07,8.354674016100968e-10,1.4933839561795788e-09,8.354674016100968e-10
1871,4.617055253675062e-07,8.970623529716956e-10,1.5614979626781584e-09,8.970623529716956e-10
1872,4.676222512703784e-07,1.2656277533932121e-09,1.355118192262036e-09,1.2656277533932121e-09
1873,4.521730220728516e-07,9.94959174573294e-10,1.3108785723581207e-09,9.94959174573294e-10
1874,4.39279278095585e-07,9.482749744168677e-10,1.6218608123175215e-09,9.482749744168677e-10
1875,4.501876316810792e-07,1.656255537480738e-09,1.2539739009070112e-09,1.656255537480738e-09
1876,4.45477374861574e-07,1.6920797144389814e-09,1.2885441840510786e-09,1.6920797144389814e-09
1877,4.4471229898590536e-07,1.6425584662257568e-09,1.3715448300897849e-09,1.6425584662257568e-09
1878,4.702681094061388e-07,1.5848195890542728e-09,1.6809502678682975e-09,1.5848195890542728e-09
1879,4.928077389974663e-07,1.2162541886327561e-09,1.7313506184279959e-09,1.2162541886327561e-09
1880,5.161233502803952e-07,1.4403389037020986e-09,1.9615574085664532e-09,1.4403389037020986e-09
1881,5.225508873861275e-07,1.5584261619278855e-09,2.0060685969523563e-09,1.5584261619278855e-09
1882,5.094688983068149e-07,7.808296588672294e-10,2.9305354968097876e-09,7.808296588672294e-10
1883,5.066147374626391e-07,7.622015915246091e-10,2.9699433230183966e-09,7.622015915246091e-10
1884,4.953893437686929e-07,7.272499190160073e-10,2.8517660138100656e-09,7.272499190160073e-10
1885,4.568660593966862e-07,7.562481514027703e-10,2.7283356685003923e-09,7.562481514027703e-10
1886,4.2763338927086026e-07,8.390140011320974e-10,2.668021914509211e-09,8.390140011320974e-10
1887,3.997772677978771e-07,7.693583072208656e-10,2.9075925794026195e-09,7.693583072208656e-10
1888,3.952843517903862e-07,7.735473848770522e-10,3.2757595049202693e-09,7.735473848770522e-10
1889,4.0338798612538085e-07,8.13411806164867e-10,2.637455079731613e-09,8.13411806164867e-10
1890,4.065263478228839e-07,8.688180730409556e-10,2.6217891508600086e-09,8.688180730409556e-10
1891,4.042857751431127e-07,8.688180730409556e-10,2.9143322199942645e-09,8.688180730409556e-10
1892,3.9881990281693494e-07,7.845647306429068e-10,3.7121036244869288e-09,7.845647306429068e-10
1893,3.910044280733668e-07,7.248605545161015e-10,3.860808450717457e-09,7.248605545161015e-10
1894,3.9245092255311776e-07,6.63973417913688e-10,3.6340404970961313e-09,6.63973417913688e-10
1895,4.012030347309649e-07,5.231275749885609e-10,3.2050369659840173e-09,5.231275749885609e-10
1896,3.8623148920383497e-07,4.184439957231691e-10,3.555720162751186e-09,4.184439957231691e-10
1897,4.0366749333640784e-07,5.081676686589733e-10,3.4529573486200402e-09,5.081676686589733e-10
1898,4.011680882090981e-07,5.26205836840329e-10,3.2131869070235145e-09,5.26205836840329e-10
1899,4.014037326019856e-07,6.184585740357359e-10,2.267489132964532e-09,6.184585740357359e-10
1900,4.11900052605623e-07,6.676793185793934e-10,1.9046971460363285e-09,6.676793185793934e-10
1901,4.1090659205370426e-07,6.036754290894564e-10,1.953011308231112e-09,6.036754290894564e-10
1902,4.0752794510418813e-07,7.891237048727819e-10,1.7785490540640175e-09,7.891237048727819e-10
1903,3.9811351777124013e-07,9.00697716807056e-10,1.1571081870442868e-09,9.00697716807056e-10
1904,3.707059680177086e-07,8.652985094321458e-10,1.57426711349424e-09,8.652985094321458e-10
1905,3.621667831664256e-07,8.777540658596753e-10,1.7806396040193867e-09,8.777540658596753e-10
1906,3.544154684017745e-07,8.507648613376162e-10,1.999191256985e-09,8.507648613376162e-10
1907,3.368183334779522e-07,8.663834867782074e-10,2.2062305950397233e-09,8.663834867782074e-10
1908,3.2113884377135295e-07,7.978367391351223e-10,2.230569379995424e-09,7.978367391351223e-10
1909,3.0230773160967927e-07,6.325602839149117e-10,2.2582270498006096e-09,6.325602839149117e-10
1910,2.944339070966505e-07,5.760818310480381e-10,2.355426647377661e-09,5.760818310480381e-10
1911,2.799028452825171e-07,5.09762531789423e-10,1.989762085255872e-09,5.09762531789423e-10
1912,2.71886965005511e-07,5.08097022788867e-10,1.7976394341344205e-09,5.08097022788867e-10
1913,2.619675204381825e-07,4.816284335637125e-10,1.6932890327987187e-09,4.816284335637125e-10
1914,2.54038801423511e-07,4.229603691095564e-10,1.4878497481670853e-09,4.229603691095564e-10
1915,2.6124476854809995e-07,4.707765368015617e-10,1.4750230243570123e-09,4.707765368015617e-10
1916,2.498934707416213e-07,4.896409587308779e-10,1.4514719426372835e-09,4.896409587308779e-10
1917,2.4478920579440455e-07,4.904083369553344e-10,1.3563976212057786e-09,4.904083369553344e-10
1918,2.4666954954812225e-07,3.7938949997468844e-10,1.3312579054997847e-09,3.7938949997468844e-10
1919,2.53930293427272e-07,4.0738427115843175e-10,1.414200415502823e-09,4.0738427115843175e-10
1920,2.604027571351253e-07,3.2510630893727617e-10,1.3780660501616637e-09,3.2510630893727617e-10
1921,2.6752524157862876e-07,3.239849380839591e-10,1.4286824184012963e-09,3.239849380839591e-10
1922,2.5845985719895127e-07,3.48622654554122e-10,1.6813264828005207e-09,3.48622654554122e-10
