ngram,Marsh,Marsh,Mrsh,Mrsh
1889,8.03462392338718e-06,8.03462392338718e-06,8.080770576489118e-11,8.080770576489118e-11
1890,7.916292945862682e-06,7.916292945862682e-06,8.080770576489118e-11,8.080770576489118e-11
1891,7.887531475197257e-06,7.887531475197257e-06,1.5762286317436543e-10,1.5762286317436543e-10
1892,7.843015607379908e-06,7.843015607379908e-06,1.5762286317436543e-10,1.5762286317436543e-10
1893,7.711436215426407e-06,7.711436215426407e-06,1.8068453677688723e-10,1.8068453677688723e-10
1894,7.707506418747861e-06,7.707506418747861e-06,1.7514234110623964e-10,1.7514234110623964e-10
1895,7.71374750131924e-06,7.71374750131924e-06,1.4813949868384769e-10,1.4813949868384769e-10
1896,7.681992428842932e-06,7.681992428842932e-06,1.2196860386749974e-10,1.2196860386749974e-10
1897,7.616591704260957e-06,7.616591704260957e-06,1.7769886950791403e-10,1.7769886950791403e-10
1898,7.502324543955703e-06,7.502324543955703e-06,1.0088371209843977e-10,1.0088371209843977e-10
1899,7.480683897093903e-06,7.480683897093903e-06,1.1909761867188807e-10,1.1909761867188807e-10
1900,7.428810217139212e-06,7.428810217139212e-06,1.141065496059111e-10,1.141065496059111e-10
1901,7.340033529804454e-06,7.340033529804454e-06,3.3192838953612277e-10,3.3192838953612277e-10
1902,7.245798769872636e-06,7.245798769872636e-06,3.491466798217451e-10,3.491466798217451e-10
1903,7.1576866633092455e-06,7.1576866633092455e-06,3.491466798217451e-10,3.491466798217451e-10
1904,7.154899646723477e-06,7.154899646723477e-06,3.092701541291503e-10,3.092701541291503e-10
1905,7.166780246084922e-06,7.166780246084922e-06,3.3976387873803557e-10,3.3976387873803557e-10
1906,7.099572095674895e-06,7.099572095674895e-06,3.215499721645873e-10,3.215499721645873e-10
1907,7.266964010861037e-06,7.266964010861037e-06,3.1812954155917087e-10,3.1812954155917087e-10
1908,7.154354404649764e-06,7.154354404649764e-06,7.82159287734555e-11,7.82159287734555e-11
1909,7.132559078724755e-06,7.132559078724755e-06,1.1612167477581536e-10,1.1612167477581536e-10
1910,7.091528849351951e-06,7.091528849351951e-06,1.298955645426655e-10,1.298955645426655e-10
1911,6.969475504904819e-06,6.969475504904819e-06,1.280197565020228e-10,1.280197565020228e-10
1912,7.028034880412244e-06,7.028034880412244e-06,1.551824631097963e-10,1.551824631097963e-10
1913,6.978221985523955e-06,6.978221985523955e-06,2.2667205513376183e-10,2.2667205513376183e-10
1914,6.8350438076387424e-06,6.8350438076387424e-06,2.1202188120263343e-10,2.1202188120263343e-10
1915,6.904793411065059e-06,6.904793411065059e-06,3.076542165866439e-10,3.076542165866439e-10
1916,6.845813134402436e-06,6.845813134402436e-06,2.8263390536694844e-10,2.8263390536694844e-10
1917,6.941047623903225e-06,6.941047623903225e-06,3.3868869018873124e-10,3.3868869018873124e-10
1918,6.9959097085562206e-06,6.9959097085562206e-06,4.5413291381381423e-10,4.5413291381381423e-10
1919,6.8401886892388575e-06,6.8401886892388575e-06,4.5329946938922813e-10,4.5329946938922813e-10
1920,6.856295580551627e-06,6.856295580551627e-06,3.818098773652626e-10,3.818098773652626e-10
1921,6.728688406708118e-06,6.728688406708118e-06,4.942563104824518e-10,4.942563104824518e-10
1922,6.723434840491141e-06,6.723434840491141e-06,4.2277527114085803e-10,4.2277527114085803e-10
1923,6.680179077583099e-06,6.680179077583099e-06,3.926715460725713e-10,3.926715460725713e-10
1924,6.493868893033193e-06,6.493868893033193e-06,3.472644017581723e-10,3.472644017581723e-10
1925,6.524965946092769e-06,6.524965946092769e-06,2.6385259651754266e-10,2.6385259651754266e-10
1926,6.501731669621742e-06,6.501731669621742e-06,2.528755359871531e-10,2.528755359871531e-10
1927,6.38520967705907e-06,6.38520967705907e-06,3.4382905054832133e-10,3.4382905054832133e-10
1928,6.5267143846930205e-06,6.5267143846930205e-06,2.3138261743113223e-10,2.3138261743113223e-10
1929,6.397341556813834e-06,6.397341556813834e-06,3.336603077164213e-10,3.336603077164213e-10
1930,6.460153014943769e-06,6.460153014943769e-06,4.697972665652322e-10,4.697972665652322e-10
1931,6.407721424953447e-06,6.407721424953447e-06,6.027737991282883e-10,6.027737991282883e-10
1932,6.149842387718049e-06,6.149842387718049e-06,7.459094175654712e-10,7.459094175654712e-10
1933,6.250484277968228e-06,6.250484277968228e-06,7.463978086390861e-10,7.463978086390861e-10
1934,6.257575932977488e-06,6.257575932977488e-06,8.801230458718326e-10,8.801230458718326e-10
1935,6.105115387202074e-06,6.105115387202074e-06,1.0579017106771005e-09,1.0579017106771005e-09
1936,6.137488591256053e-06,6.137488591256053e-06,9.524101566928321e-10,9.524101566928321e-10
1937,6.154099537525326e-06,6.154099537525326e-06,8.387156148164416e-10,8.387156148164416e-10
1938,6.158439776170001e-06,6.158439776170001e-06,9.205923107158398e-10,9.205923107158398e-10
1939,6.147041079072681e-06,6.147041079072681e-06,8.310224433197685e-10,8.310224433197685e-10
1940,6.00097785406563e-06,6.00097785406563e-06,8.362746507189251e-10,8.362746507189251e-10
1941,5.884599171882396e-06,5.884599171882396e-06,6.115958989250103e-10,6.115958989250103e-10
1942,5.7418017474576895e-06,5.7418017474576895e-06,4.3381723411974246e-10,4.3381723411974246e-10
1943,5.642519421858846e-06,5.642519421858846e-06,4.3433312700371015e-10,4.3433312700371015e-10
1944,5.470132821626196e-06,5.470132821626196e-06,5.446899657503477e-10,5.446899657503477e-10
1945,5.483424372089628e-06,5.483424372089628e-06,3.4295404809687417e-10,3.4295404809687417e-10
1946,5.480039622593072e-06,5.480039622593072e-06,2.599260509209397e-10,2.599260509209397e-10
1947,5.412097055211364e-06,5.412097055211364e-06,2.414534782430826e-10,2.414534782430826e-10
1948,5.413180848076341e-06,5.413180848076341e-06,6.176534700363945e-10,6.176534700363945e-10
1949,5.430128177457456e-06,5.430128177457456e-06,6.68671957090464e-10,6.68671957090464e-10
1950,5.628526521052533e-06,5.628526521052533e-06,7.318185065877511e-10,7.318185065877511e-10
1951,5.560579276269502e-06,5.560579276269502e-06,6.817647438658473e-10,6.817647438658473e-10
1952,5.566222301110559e-06,5.566222301110559e-06,7.696974962152175e-10,7.696974962152175e-10
1953,5.524985421548731e-06,5.524985421548731e-06,8.786632849882331e-10,8.786632849882331e-10
1954,5.548114781309518e-06,5.548114781309518e-06,1.1358684667442783e-09,1.1358684667442783e-09
1955,5.537087287978336e-06,5.537087287978336e-06,9.480937503335086e-10,9.480937503335086e-10
1956,5.55049272017121e-06,5.55049272017121e-06,1.0182873116144314e-09,1.0182873116144314e-09
1957,5.279601996984898e-06,5.279601996984898e-06,1.010149789212481e-09,1.010149789212481e-09
1958,5.251231349185608e-06,5.251231349185608e-06,9.512079120397944e-10,9.512079120397944e-10
1959,5.094091193313943e-06,5.094091193313943e-06,8.709120746004067e-10,8.709120746004067e-10
1960,5.068267390535246e-06,5.068267390535246e-06,8.830403808961812e-10,8.830403808961812e-10
1961,4.993730336926612e-06,4.993730336926612e-06,7.502992136318046e-10,7.502992136318046e-10
1962,4.939526336654256e-06,4.939526336654256e-06,6.332862270300562e-10,6.332862270300562e-10
1963,4.911015821562614e-06,4.911015821562614e-06,5.814011752195266e-10,5.814011752195266e-10
1964,4.929336747799036e-06,4.929336747799036e-06,5.678919933511344e-10,5.678919933511344e-10
1965,5.011270981672819e-06,5.011270981672819e-06,6.498693567407494e-10,6.498693567407494e-10
1966,5.043932170727723e-06,5.043932170727723e-06,6.398658864663937e-10,6.398658864663937e-10
1967,4.9730252352934e-06,4.9730252352934e-06,5.729811189006792e-10,5.729811189006792e-10
1968,4.842134525720862e-06,4.842134525720862e-06,6.633863101703139e-10,6.633863101703139e-10
1969,4.7648314388685065e-06,4.7648314388685065e-06,8.253730516510111e-10,8.253730516510111e-10
1970,4.680431434930402e-06,4.680431434930402e-06,9.314362336976245e-10,9.314362336976245e-10
1971,4.620134274903519e-06,4.620134274903519e-06,9.042866653898227e-10,9.042866653898227e-10
1972,4.568271054137897e-06,4.568271054137897e-06,1.0767599312178078e-09,1.0767599312178078e-09
1973,4.587241749374828e-06,4.587241749374828e-06,1.4542924999170837e-09,1.4542924999170837e-09
1974,4.643916262076735e-06,4.643916262076735e-06,1.6768451746188413e-09,1.6768451746188413e-09
1975,4.746463348835407e-06,4.746463348835407e-06,1.615380515859347e-09,1.615380515859347e-09
1976,4.805962752081021e-06,4.805962752081021e-06,1.4543093673768936e-09,1.4543093673768936e-09
1977,4.874126976314333e-06,4.874126976314333e-06,1.5277379321927092e-09,1.5277379321927092e-09
1978,4.954431395682539e-06,4.954431395682539e-06,1.7693718950313147e-09,1.7693718950313147e-09
1979,5.012706748987382e-06,5.012706748987382e-06,1.91375811229934e-09,1.91375811229934e-09
1980,4.964086461508746e-06,4.964086461508746e-06,1.5010532578812225e-09,1.5010532578812225e-09
1981,4.966123794604625e-06,4.966123794604625e-06,1.2916709368759882e-09,1.2916709368759882e-09
1982,4.992911791695016e-06,4.992911791695016e-06,1.1644443980480495e-09,1.1644443980480495e-09
1983,5.000101737095974e-06,5.000101737095974e-06,1.1883490937312858e-09,1.1883490937312858e-09
1984,5.00690774580497e-06,5.00690774580497e-06,1.0718410286309726e-09,1.0718410286309726e-09
1985,4.981598067388404e-06,4.981598067388404e-06,9.607871799742286e-10,9.607871799742286e-10
1986,4.934579919790849e-06,4.934579919790849e-06,7.246776988014046e-10,7.246776988014046e-10
1987,5.0573614446745656e-06,5.0573614446745656e-06,7.58115035034582e-10,7.58115035034582e-10
1988,5.110349970241909e-06,5.110349970241909e-06,7.01912888922962e-10,7.01912888922962e-10
1989,5.082549055909372e-06,5.082549055909372e-06,7.424011048774912e-10,7.424011048774912e-10
1990,5.10689986705464e-06,5.10689986705464e-06,6.794558368320277e-10,6.794558368320277e-10
1991,5.260979053543581e-06,5.260979053543581e-06,5.668529633779634e-10,5.668529633779634e-10
1992,5.250488616833796e-06,5.250488616833796e-06,4.577303635328838e-10,4.577303635328838e-10
1993,5.2708530477372865e-06,5.2708530477372865e-06,3.227302572009602e-10,3.227302572009602e-10
1994,5.184515755120499e-06,5.184515755120499e-06,3.0229918072745473e-10,3.0229918072745473e-10
1995,5.190459692780028e-06,5.190459692780028e-06,3.0650919798290236e-10,3.0650919798290236e-10
1996,5.191626899301939e-06,5.191626899301939e-06,2.634473740349895e-10,2.634473740349895e-10
1997,5.255676439576616e-06,5.255676439576616e-06,2.4166511351588124e-10,2.4166511351588124e-10
1998,5.037140648970048e-06,5.037140648970048e-06,2.508462455609793e-10,2.508462455609793e-10
1999,5.045169993016836e-06,5.045169993016836e-06,2.0985486166263152e-10,2.0985486166263152e-10
2000,4.942925573102132e-06,4.942925573102132e-06,1.998634214477641e-10,1.998634214477641e-10
2001,4.8748631473115116e-06,4.8748631473115116e-06,2.2235227250691888e-10,2.2235227250691888e-10
2002,4.749720054470734e-06,4.749720054470734e-06,1.9578516982246948e-10,1.9578516982246948e-10
2003,4.641165365423408e-06,4.641165365423408e-06,1.648575046317039e-10,1.648575046317039e-10
2004,4.437416854281244e-06,4.437416854281244e-06,1.8363173085297494e-10,1.8363173085297494e-10
2005,4.377754911339642e-06,4.377754911339642e-06,1.696485749499591e-10,1.696485749499591e-10
2006,4.265968527761288e-06,4.265968527761288e-06,1.5852541452151695e-10,1.5852541452151695e-10
2007,4.1991521097120966e-06,4.1991521097120966e-06,1.2772030209234105e-10,1.2772030209234105e-10
2008,4.157216998074935e-06,4.157216998074935e-06,9.751627085195582e-11,9.751627085195582e-11
2009,4.105700944429762e-06,4.105700944429762e-06,1.0459375429253522e-10,1.0459375429253522e-10
2010,4.1153924550079476e-06,4.1153924550079476e-06,1.4021150906984303e-10,1.4021150906984303e-10
2011,4.1446332943451125e-06,4.1446332943451125e-06,1.2850182227820894e-10,1.2850182227820894e-10
2012,4.127354129325665e-06,4.127354129325665e-06,1.1359604130361284e-10,1.1359604130361284e-10
2013,4.142345850206246e-06,4.142345850206246e-06,1.298535599484182e-10,1.298535599484182e-10
2014,4.114210404233225e-06,4.114210404233225e-06,1.1911923778711627e-10,1.1911923778711627e-10
2015,4.085484793644614e-06,4.085484793644614e-06,1.1382815820867468e-10,1.1382815820867468e-10
2016,4.037359628585234e-06,4.037359628585234e-06,1.0764060674541196e-10,1.0764060674541196e-10
2017,3.997369807014668e-06,3.997369807014668e-06,5.39375257420834e-11,5.39375257420834e-11
2018,3.947234927181853e-06,3.947234927181853e-06,3.872760723222513e-11,3.872760723222513e-11
2019,3.894505539392412e-06,3.894505539392412e-06,4.8409509040281407e-11,4.8409509040281407e-11
