ngram,BYD,BYD,BY,BY
1874,5.529252532023219e-10,5.529252532023219e-10,3.743805947513985e-05,3.743805947513985e-05
1875,3.6898179749706676e-10,3.6898179749706676e-10,3.792499098511014e-05,3.792499098511014e-05
1876,3.6898179749706676e-10,3.6898179749706676e-10,3.827780061068812e-05,3.827780061068812e-05
1877,2.000359560534142e-10,2.000359560534142e-10,3.825034010722967e-05,3.825034010722967e-05
1878,2.7260667532859525e-10,2.7260667532859525e-10,3.8625980648378443e-05,3.8625980648378443e-05
1879,2.2561706867842346e-10,2.2561706867842346e-10,3.9281021599890664e-05,3.9281021599890664e-05
1880,2.791462973471072e-10,2.791462973471072e-10,4.023974750972619e-05,4.023974750972619e-05
1881,2.791462973471072e-10,2.791462973471072e-10,4.132844177157884e-05,4.132844177157884e-05
1882,3.362600000032602e-10,3.362600000032602e-10,4.214338436473294e-05,4.214338436473294e-05
1883,5.932410237655514e-10,5.932410237655514e-10,4.3080266290676915e-05,4.3080266290676915e-05
1884,7.152846529364812e-10,7.152846529364812e-10,4.46066416251207e-05,4.46066416251207e-05
1885,6.717372114899739e-10,6.717372114899739e-10,4.559140922667991e-05,4.559140922667991e-05
1886,6.644120135021073e-10,6.644120135021073e-10,4.634435910182739e-05,4.634435910182739e-05
1887,5.604992482049249e-10,5.604992482049249e-10,4.6860979117419834e-05,4.6860979117419834e-05
1888,6.145049330497088e-10,6.145049330497088e-10,4.739704672829248e-05,4.739704672829248e-05
1889,5.957888884625514e-10,5.957888884625514e-10,4.823893583047071e-05,4.823893583047071e-05
1890,7.941302793928224e-10,7.941302793928224e-10,4.8924850229273685e-05,4.8924850229273685e-05
1891,7.745068574578034e-10,7.745068574578034e-10,4.9220633497627985e-05,4.9220633497627985e-05
1892,7.679551617638986e-10,7.679551617638986e-10,4.949765986696418e-05,4.949765986696418e-05
1893,7.634282194508251e-10,7.634282194508251e-10,5.044816030671687e-05,5.044816030671687e-05
1894,7.578860237801775e-10,7.578860237801775e-10,5.143701335847644e-05,5.143701335847644e-05
1895,7.673939618678207e-10,7.673939618678207e-10,5.1807072720423874e-05,5.1807072720423874e-05
1896,7.276421251248674e-10,7.276421251248674e-10,5.1747859937937134e-05,5.1747859937937134e-05
1897,4.023569929615231e-10,4.023569929615231e-10,5.1782674355698486e-05,5.1782674355698486e-05
1898,2.999367857256122e-10,2.999367857256122e-10,5.1784246482254404e-05,5.1784246482254404e-05
1899,2.956791101642915e-10,2.956791101642915e-10,5.218859171561364e-05,5.218859171561364e-05
1900,3.2682925017140414e-10,3.2682925017140414e-10,5.211469605066148e-05,5.211469605066148e-05
1901,3.0473747731590047e-10,3.0473747731590047e-10,5.190184310777113e-05,5.190184310777113e-05
1902,3.100970155259627e-10,3.100970155259627e-10,5.2110082054111573e-05,5.2110082054111573e-05
1903,3.032144535453085e-10,3.032144535453085e-10,5.271805275697261e-05,5.271805275697261e-05
1904,2.2073839185081974e-10,2.2073839185081974e-10,5.3359584853751585e-05,5.3359584853751585e-05
1905,2.817258410685903e-10,2.817258410685903e-10,5.3785208625153503e-05,5.3785208625153503e-05
1906,3.4108686510135403e-10,3.4108686510135403e-10,5.432787189160341e-05,5.432787189160341e-05
1907,3.1617539935397636e-10,3.1617539935397636e-10,5.5124010811726165e-05,5.5124010811726165e-05
1908,3.847976659532293e-10,3.847976659532293e-10,5.506578911860872e-05,5.506578911860872e-05
1909,4.2617257738670437e-10,4.2617257738670437e-10,5.518803560075217e-05,5.518803560075217e-05
1910,4.769376243147455e-10,4.769376243147455e-10,5.524649947931591e-05,5.524649947931591e-05
1911,4.992660610333591e-10,4.992660610333591e-10,5.543008904039327e-05,5.543008904039327e-05
1912,5.968337966701296e-10,5.968337966701296e-10,5.597947425225617e-05,5.597947425225617e-05
1913,5.764505420621394e-10,5.764505420621394e-10,5.612558223739532e-05,5.612558223739532e-05
1914,6.786986012879176e-10,6.786986012879176e-10,5.6396743665183226e-05,5.6396743665183226e-05
1915,7.216473886715948e-10,7.216473886715948e-10,5.775426481185215e-05,5.775426481185215e-05
1916,7.017104873354083e-10,7.017104873354083e-10,5.81820381090178e-05,5.81820381090178e-05
1917,8.983818490713804e-10,8.983818490713804e-10,5.8525186302306664e-05,5.8525186302306664e-05
1918,1.0441957734982514e-09,1.0441957734982514e-09,5.8278756374160624e-05,5.8278756374160624e-05
1919,1.2265785014659819e-09,1.2265785014659819e-09,5.7720081843269456e-05,5.7720081843269456e-05
1920,1.6334199231288998e-09,1.6334199231288998e-09,5.699445994520959e-05,5.699445994520959e-05
1921,1.6705411657166484e-09,1.6705411657166484e-09,5.607127345034054e-05,5.607127345034054e-05
1922,1.607272703818552e-09,1.607272703818552e-09,5.4569179545589055e-05,5.4569179545589055e-05
1923,1.566068421768715e-09,1.566068421768715e-09,5.318234772338266e-05,5.318234772338266e-05
1924,1.5798120946351547e-09,1.5798120946351547e-09,5.2309679241651406e-05,5.2309679241651406e-05
1925,1.4331240361098452e-09,1.4331240361098452e-09,5.119245335143725e-05,5.119245335143725e-05
1926,1.160955010697557e-09,1.160955010697557e-09,5.0994626820153955e-05,5.0994626820153955e-05
1927,8.788289421587539e-10,8.788289421587539e-10,5.040367666099753e-05,5.040367666099753e-05
1928,8.470162151029217e-10,8.470162151029217e-10,5.022382434357756e-05,5.022382434357756e-05
1929,8.239994202836292e-10,8.239994202836292e-10,4.996435485996439e-05,4.996435485996439e-05
1930,8.02119924052975e-10,8.02119924052975e-10,5.143803407138746e-05,5.143803407138746e-05
1931,5.615275724560728e-10,5.615275724560728e-10,5.1450418790669315e-05,5.1450418790669315e-05
1932,6.816580177299819e-10,6.816580177299819e-10,5.233591166740682e-05,5.233591166740682e-05
1933,7.982263996611902e-10,7.982263996611902e-10,5.2457211755349166e-05,5.2457211755349166e-05
1934,7.960623688019197e-10,7.960623688019197e-10,5.328764226370757e-05,5.328764226370757e-05
1935,7.036501123832853e-10,7.036501123832853e-10,5.330360467529057e-05,5.330360467529057e-05
1936,9.714883798211155e-10,9.714883798211155e-10,5.410955730310109e-05,5.410955730310109e-05
1937,1.0789154966265154e-09,1.0789154966265154e-09,5.336980081795316e-05,5.336980081795316e-05
1938,1.1134584801794238e-09,1.1134584801794238e-09,5.368666669320581e-05,5.368666669320581e-05
1939,9.98994589432708e-10,9.98994589432708e-10,5.328889684668476e-05,5.328889684668476e-05
1940,8.136573200915162e-10,8.136573200915162e-10,5.300322715941418e-05,5.300322715941418e-05
1941,8.545428848665588e-10,8.545428848665588e-10,5.231973461507421e-05,5.231973461507421e-05
1942,1.034270629458283e-09,1.034270629458283e-09,5.223646179989113e-05,5.223646179989113e-05
1943,8.269598656645322e-10,8.269598656645322e-10,5.155069707793051e-05,5.155069707793051e-05
1944,8.63047252711421e-10,8.63047252711421e-10,5.126453054669712e-05,5.126453054669712e-05
1945,8.698853542250212e-10,8.698853542250212e-10,5.051555958094208e-05,5.051555958094208e-05
1946,9.275881094973824e-10,9.275881094973824e-10,5.019677960912564e-05,5.019677960912564e-05
1947,1.0766008957346124e-09,1.0766008957346124e-09,4.938360091598172e-05,4.938360091598172e-05
1948,1.0098723365484626e-09,1.0098723365484626e-09,4.9297327807705316e-05,4.9297327807705316e-05
1949,9.727677155854257e-10,9.727677155854257e-10,4.9177622713614255e-05,4.9177622713614255e-05
1950,9.37714342682686e-10,9.37714342682686e-10,4.895510833843478e-05,4.895510833843478e-05
1951,8.993652330805243e-10,8.993652330805243e-10,4.8306630300690555e-05,4.8306630300690555e-05
1952,1.0564613152551162e-09,1.0564613152551162e-09,4.836624430026859e-05,4.836624430026859e-05
1953,1.567335198135059e-09,1.567335198135059e-09,4.8360300362609064e-05,4.8360300362609064e-05
1954,1.6360617463969822e-09,1.6360617463969822e-09,4.8633608717604405e-05,4.8633608717604405e-05
1955,2.5257479124058638e-09,2.5257479124058638e-09,4.836061426820899e-05,4.836061426820899e-05
1956,4.008712742705914e-09,4.008712742705914e-09,4.7964812048511316e-05,4.7964812048511316e-05
1957,4.3784957485090305e-09,4.3784957485090305e-09,4.7775625716894865e-05,4.7775625716894865e-05
1958,5.5195963989872e-09,5.5195963989872e-09,4.8238375062023155e-05,4.8238375062023155e-05
1959,5.551001674192995e-09,5.551001674192995e-09,4.8752624674567156e-05,4.8752624674567156e-05
1960,5.087736597099633e-09,5.087736597099633e-09,4.996503620142383e-05,4.996503620142383e-05
1961,5.185153195697012e-09,5.185153195697012e-09,5.128421980771236e-05,5.128421980771236e-05
1962,4.988312810435705e-09,4.988312810435705e-09,5.2589310923524734e-05,5.2589310923524734e-05
1963,3.7144344425651556e-09,3.7144344425651556e-09,5.3557101117413754e-05,5.3557101117413754e-05
1964,4.966647157037382e-09,4.966647157037382e-09,5.4765025457267514e-05,5.4765025457267514e-05
1965,4.142722894887438e-09,4.142722894887438e-09,5.57087644535516e-05,5.57087644535516e-05
1966,4.4231310043179354e-09,4.4231310043179354e-09,5.6581008331184944e-05,5.6581008331184944e-05
1967,4.481943705059166e-09,4.481943705059166e-09,5.7796180044533685e-05,5.7796180044533685e-05
1968,4.901880710862981e-09,4.901880710862981e-09,5.875147897833293e-05,5.875147897833293e-05
1969,4.997707930038635e-09,4.997707930038635e-09,5.926465538712884e-05,5.926465538712884e-05
1970,5.513582606348726e-09,5.513582606348726e-09,6.26705436193983e-05,6.26705436193983e-05
1971,6.159110174256252e-09,6.159110174256252e-09,6.363871839961835e-05,6.363871839961835e-05
1972,9.335541577876988e-09,9.335541577876988e-09,6.428880130572776e-05,6.428880130572776e-05
1973,1.2974120159167261e-08,1.2974120159167261e-08,6.460558246804535e-05,6.460558246804535e-05
1974,1.4226306926141369e-08,1.4226306926141369e-08,6.392083378159441e-05,6.392083378159441e-05
1975,1.4099426515201685e-08,1.4099426515201685e-08,6.314366640123938e-05,6.314366640123938e-05
1976,1.3614930072236575e-08,1.3614930072236575e-08,6.243862714784752e-05,6.243862714784752e-05
1977,1.319251219378259e-08,1.319251219378259e-08,5.907591340863811e-05,5.907591340863811e-05
1978,1.1828940652388757e-08,1.1828940652388757e-08,5.720641482704585e-05,5.720641482704585e-05
1979,9.625287773167607e-09,9.625287773167607e-09,5.518893314209501e-05,5.518893314209501e-05
1980,7.336138458618231e-09,7.336138458618231e-09,5.272584738642243e-05,5.272584738642243e-05
1981,6.447899452461619e-09,6.447899452461619e-09,5.1648612238100865e-05,5.1648612238100865e-05
1982,6.8105927564232616e-09,6.8105927564232616e-09,4.9537438046952176e-05,4.9537438046952176e-05
1983,8.343790261885634e-09,8.343790261885634e-09,4.775363569413977e-05,4.775363569413977e-05
1984,9.963799499753837e-09,9.963799499753837e-09,4.581847835132586e-05,4.581847835132586e-05
1985,1.0759733929229957e-08,1.0759733929229957e-08,4.4777290895581245e-05,4.4777290895581245e-05
1986,1.1271781603332848e-08,1.1271781603332848e-08,4.39163891964459e-05,4.39163891964459e-05
1987,1.335870131973544e-08,1.335870131973544e-08,4.3139247281942517e-05,4.3139247281942517e-05
1988,1.408677790288542e-08,1.408677790288542e-08,4.109763124558542e-05,4.109763124558542e-05
1989,1.6322141860314332e-08,1.6322141860314332e-08,3.9897361732853043e-05,3.9897361732853043e-05
1990,1.5688990043624277e-08,1.5688990043624277e-08,3.897570214966046e-05,3.897570214966046e-05
1991,1.537278000134685e-08,1.537278000134685e-08,3.796060160051898e-05,3.796060160051898e-05
1992,1.7375918228067022e-08,1.7375918228067022e-08,3.6591759063802396e-05,3.6591759063802396e-05
1993,1.6362637213416875e-08,1.6362637213416875e-08,3.540077990952081e-05,3.540077990952081e-05
1994,1.3267466680844109e-08,1.3267466680844109e-08,3.449883297435008e-05,3.449883297435008e-05
1995,1.3967743723546683e-08,1.3967743723546683e-08,3.337782748401098e-05,3.337782748401098e-05
1996,1.1618551263938213e-08,1.1618551263938213e-08,3.239658040651453e-05,3.239658040651453e-05
1997,1.1290130861953327e-08,1.1290130861953327e-08,3.117604085543592e-05,3.117604085543592e-05
1998,1.1097167756141907e-08,1.1097167756141907e-08,2.9520392802494045e-05,2.9520392802494045e-05
1999,9.236095697774869e-09,9.236095697774869e-09,2.7980759633854696e-05,2.7980759633854696e-05
2000,9.649435663204388e-09,9.649435663204388e-09,2.6257837297245195e-05,2.6257837297245195e-05
2001,1.071294386534305e-08,1.071294386534305e-08,2.4401249902439304e-05,2.4401249902439304e-05
2002,1.018503116765958e-08,1.018503116765958e-08,2.2658935579654228e-05,2.2658935579654228e-05
2003,1.0189362750371141e-08,1.0189362750371141e-08,2.123786336077111e-05,2.123786336077111e-05
2004,1.05272748613621e-08,1.05272748613621e-08,1.973694556259683e-05,1.973694556259683e-05
2005,1.1371375650627767e-08,1.1371375650627767e-08,1.8658333699152407e-05,1.8658333699152407e-05
2006,1.214973436144565e-08,1.214973436144565e-08,1.732102945035357e-05,1.732102945035357e-05
2007,1.6177074092991817e-08,1.6177074092991817e-08,1.609401585613211e-05,1.609401585613211e-05
2008,2.000865384488293e-08,2.000865384488293e-08,1.4768998620898596e-05,1.4768998620898596e-05
2009,2.70268455869273e-08,2.70268455869273e-08,1.3573981440068955e-05,1.3573981440068955e-05
2010,3.137287242692212e-08,3.137287242692212e-08,1.220750086109287e-05,1.220750086109287e-05
2011,3.540436616893723e-08,3.540436616893723e-08,1.0800917672375882e-05,1.0800917672375882e-05
2012,3.676179690817857e-08,3.676179690817857e-08,9.7591684087612e-06,9.7591684087612e-06
2013,3.809329080744257e-08,3.809329080744257e-08,8.881068814454401e-06,8.881068814454401e-06
2014,3.6477632597049185e-08,3.6477632597049185e-08,8.211489720062154e-06,8.211489720062154e-06
2015,3.4512663457267733e-08,3.4512663457267733e-08,7.94317163256762e-06,7.94317163256762e-06
2016,3.2418741722852114e-08,3.2418741722852114e-08,7.837780555876503e-06,7.837780555876503e-06
2017,3.1746523632136814e-08,3.1746523632136814e-08,7.736269708402688e-06,7.736269708402688e-06
2018,3.053707757771917e-08,3.053707757771917e-08,7.839834688638803e-06,7.839834688638803e-06
2019,3.151788430244551e-08,3.151788430244551e-08,7.834078360247076e-06,7.834078360247076e-06
