ngram,ABB,AB,AB,AB
1560,0.0,6.820486565369979e-07,6.820486565369979e-07,6.820486565369979e-07
1561,0.0,6.820486565369979e-07,6.820486565369979e-07,6.820486565369979e-07
1562,0.0,6.820486565369979e-07,6.820486565369979e-07,6.820486565369979e-07
1563,0.0,1.1366703672268028e-06,1.1366703672268028e-06,1.1366703672268028e-06
1564,0.0,1.1366703672268028e-06,1.1366703672268028e-06,1.1366703672268028e-06
1565,0.0,4.5462171068980493e-07,4.5462171068980493e-07,4.5462171068980493e-07
1566,0.0,4.5462171068980493e-07,4.5462171068980493e-07,4.5462171068980493e-07
1567,0.0,4.5462171068980493e-07,4.5462171068980493e-07,4.5462171068980493e-07
1568,0.0,4.5462171068980493e-07,4.5462171068980493e-07,4.5462171068980493e-07
1569,0.0,4.5462171068980493e-07,4.5462171068980493e-07,4.5462171068980493e-07
1570,0.0,0.0,0.0,0.0
1571,0.0,0.0,0.0,0.0
1572,0.0,0.0,0.0,0.0
1573,0.0,0.0,0.0,0.0
1574,0.0,1.0894230919283082e-06,1.0894230919283082e-06,1.0894230919283082e-06
1575,0.0,1.0894230919283082e-06,1.0894230919283082e-06,1.0894230919283082e-06
1576,0.0,1.0894230919283082e-06,1.0894230919283082e-06,1.0894230919283082e-06
1577,0.0,1.0894230919283082e-06,1.0894230919283082e-06,1.0894230919283082e-06
1578,0.0,2.534901731061317e-06,2.534901731061317e-06,2.534901731061317e-06
1579,0.0,2.534901731061317e-06,2.534901731061317e-06,2.534901731061317e-06
1580,0.0,2.534901731061317e-06,2.534901731061317e-06,2.534901731061317e-06
1581,0.0,1.4454786391330084e-06,1.4454786391330084e-06,1.4454786391330084e-06
1582,0.0,1.4454786391330084e-06,1.4454786391330084e-06,1.4454786391330084e-06
1583,0.0,2.647035216796212e-06,2.647035216796212e-06,2.647035216796212e-06
1584,0.0,2.647035216796212e-06,2.647035216796212e-06,2.647035216796212e-06
1585,0.0,1.2015565776632035e-06,1.2015565776632035e-06,1.2015565776632035e-06
1586,0.0,1.2015565776632035e-06,1.2015565776632035e-06,1.2015565776632035e-06
1587,0.0,1.2015565776632035e-06,1.2015565776632035e-06,1.2015565776632035e-06
1588,0.0,1.8710623927680509e-06,1.8710623927680509e-06,1.8710623927680509e-06
1589,0.0,1.8710623927680509e-06,1.8710623927680509e-06,1.8710623927680509e-06
1590,0.0,6.695058151048475e-07,6.695058151048475e-07,6.695058151048475e-07
1591,0.0,9.360392791027802e-07,9.360392791027802e-07,9.360392791027802e-07
1592,0.0,9.360392791027802e-07,9.360392791027802e-07,9.360392791027802e-07
1593,0.0,9.360392791027802e-07,9.360392791027802e-07,9.360392791027802e-07
1594,0.0,1.2713024456648521e-06,1.2713024456648521e-06,1.2713024456648521e-06
1595,0.0,6.017966305600047e-07,6.017966305600047e-07,6.017966305600047e-07
1596,0.0,6.017966305600047e-07,6.017966305600047e-07,6.017966305600047e-07
1597,0.0,6.017966305600047e-07,6.017966305600047e-07,6.017966305600047e-07
1598,0.0,7.333684217363563e-07,7.333684217363563e-07,7.333684217363563e-07
1599,0.0,7.333684217363563e-07,7.333684217363563e-07,7.333684217363563e-07
1600,0.0,1.1593927605905004e-06,1.1593927605905004e-06,1.1593927605905004e-06
1601,0.0,8.241295940284285e-07,8.241295940284285e-07,8.241295940284285e-07
1602,0.0,8.241295940284285e-07,8.241295940284285e-07,8.241295940284285e-07
1603,0.0,8.241295940284285e-07,8.241295940284285e-07,8.241295940284285e-07
1604,0.0,8.241295940284285e-07,8.241295940284285e-07,8.241295940284285e-07
1605,0.0,4.2602433885414417e-07,4.2602433885414417e-07,4.2602433885414417e-07
1606,0.0,6.662646683253115e-07,6.662646683253115e-07,6.662646683253115e-07
1607,0.0,2.4024032947116733e-07,2.4024032947116733e-07,2.4024032947116733e-07
1608,0.0,2.4024032947116733e-07,2.4024032947116733e-07,2.4024032947116733e-07
1609,0.0,4.289143069919581e-07,4.289143069919581e-07,4.289143069919581e-07
1610,0.0,5.563625709977973e-07,5.563625709977973e-07,5.563625709977973e-07
1611,0.0,1.1708362259404176e-06,1.1708362259404176e-06,1.1708362259404176e-06
1612,0.0,1.1708362259404176e-06,1.1708362259404176e-06,1.1708362259404176e-06
1613,0.0,9.720172012553771e-06,9.720172012553771e-06,9.720172012553771e-06
1614,0.0,9.720172012553771e-06,9.720172012553771e-06,9.720172012553771e-06
1615,0.0,1.0482058517676965e-05,1.0482058517676965e-05,1.0482058517676965e-05
1616,0.0,1.1374658104809246e-05,1.1374658104809246e-05,1.1374658104809246e-05
1617,0.0,1.1247209840803407e-05,1.1247209840803407e-05,1.1247209840803407e-05
1618,0.0,1.0829690463002148e-05,1.0829690463002148e-05,1.0829690463002148e-05
1619,0.0,1.150489744564506e-05,1.150489744564506e-05,1.150489744564506e-05
1620,0.0,3.118276984943285e-06,3.118276984943285e-06,3.118276984943285e-06
1621,0.0,3.296694980495626e-06,3.296694980495626e-06,3.296694980495626e-06
1622,0.0,2.5348084753724313e-06,2.5348084753724313e-06,2.5348084753724313e-06
1623,0.0,1.9923632927592346e-06,1.9923632927592346e-06,1.9923632927592346e-06
1624,0.0,1.9923632927592346e-06,1.9923632927592346e-06,1.9923632927592346e-06
1625,0.0,3.0413793378361982e-06,3.0413793378361982e-06,3.0413793378361982e-06
1626,0.0,2.8254159880296877e-06,2.8254159880296877e-06,2.8254159880296877e-06
1627,0.0,2.5822316729318118e-06,2.5822316729318118e-06,2.5822316729318118e-06
1628,0.0,2.796883450173482e-06,2.796883450173482e-06,2.796883450173482e-06
1629,0.0,3.0444714898944118e-06,3.0444714898944118e-06,3.0444714898944118e-06
1630,0.0,5.006863976372447e-06,5.006863976372447e-06,5.006863976372447e-06
1631,0.0,5.290263889686944e-06,5.290263889686944e-06,5.290263889686944e-06
1632,0.0,4.502424238645679e-06,4.502424238645679e-06,4.502424238645679e-06
1633,0.0,4.180273403367859e-06,4.180273403367859e-06,4.180273403367859e-06
1634,0.0,4.143920226137457e-06,4.143920226137457e-06,4.143920226137457e-06
1635,0.0,3.83317016680199e-06,3.83317016680199e-06,3.83317016680199e-06
1636,0.0,3.932959763070747e-06,3.932959763070747e-06,3.932959763070747e-06
1637,0.0,1.5048990219059175e-06,1.5048990219059175e-06,1.5048990219059175e-06
1638,0.0,1.356169182794734e-06,1.356169182794734e-06,1.356169182794734e-06
1639,0.0,1.521000350684127e-06,1.521000350684127e-06,1.521000350684127e-06
1640,0.0,1.7951397727041955e-06,1.7951397727041955e-06,1.7951397727041955e-06
1641,0.0,2.806441240669041e-06,2.806441240669041e-06,2.806441240669041e-06
1642,0.0,3.155920865083317e-06,3.155920865083317e-06,3.155920865083317e-06
1643,0.0,2.8085432290936296e-06,2.8085432290936296e-06,2.8085432290936296e-06
1644,0.0,3.0103674930614943e-06,3.0103674930614943e-06,3.0103674930614943e-06
1645,0.0,3.9071508776292574e-06,3.9071508776292574e-06,3.9071508776292574e-06
1646,0.0,3.3849274489382097e-06,3.3849274489382097e-06,3.3849274489382097e-06
1647,0.0,3.0777407817238e-06,3.0777407817238e-06,3.0777407817238e-06
1648,0.0,2.034719622250642e-06,2.034719622250642e-06,2.034719622250642e-06
1649,0.0,1.9158313843295867e-06,1.9158313843295867e-06,1.9158313843295867e-06
1650,4.392013660695479e-08,3.101675011813703e-06,3.101675011813703e-06,3.101675011813703e-06
1651,4.392013660695479e-08,3.299691530043804e-06,3.299691530043804e-06,3.299691530043804e-06
1652,9.959153349622543e-08,2.3239094681619984e-06,2.3239094681619984e-06,2.3239094681619984e-06
1653,9.959153349622543e-08,2.7508015136845643e-06,2.7508015136845643e-06,2.7508015136845643e-06
1654,9.959153349622543e-08,4.0571842337807795e-06,4.0571842337807795e-06,4.0571842337807795e-06
1655,9.959153349622543e-08,4.08169185155722e-06,4.08169185155722e-06,4.08169185155722e-06
1656,1.4489886471632678e-07,4.584312697326303e-06,4.584312697326303e-06,4.584312697326303e-06
1657,1.0097872810937198e-07,4.343819755701718e-06,4.343819755701718e-06,4.343819755701718e-06
1658,1.0097872810937198e-07,4.2997439209102595e-06,4.2997439209102595e-06,4.2997439209102595e-06
1659,4.530733122010133e-08,4.308406894486845e-06,4.308406894486845e-06,4.308406894486845e-06
1660,4.530733122010133e-08,4.021300838985553e-06,4.021300838985553e-06,4.021300838985553e-06
1661,4.530733122010133e-08,4.35769317570183e-06,4.35769317570183e-06,4.35769317570183e-06
1662,4.530733122010133e-08,6.352679727277584e-06,6.352679727277584e-06,6.352679727277584e-06
1663,0.0,5.8656226745564965e-06,5.8656226745564965e-06,5.8656226745564965e-06
1664,0.0,5.4312107481889275e-06,5.4312107481889275e-06,5.4312107481889275e-06
1665,0.0,5.795934786842086e-06,5.795934786842086e-06,5.795934786842086e-06
1666,0.0,8.448091404846179e-06,8.448091404846179e-06,8.448091404846179e-06
1667,0.0,1.8267785175599522e-05,1.8267785175599522e-05,1.8267785175599522e-05
1668,0.0,1.7046003157312433e-05,1.7046003157312433e-05,1.7046003157312433e-05
1669,0.0,1.5024672791241755e-05,1.5024672791241755e-05,1.5024672791241755e-05
1670,0.0,1.500539124370854e-05,1.500539124370854e-05,1.500539124370854e-05
1671,0.0,1.4846444214202035e-05,1.4846444214202035e-05,1.4846444214202035e-05
1672,0.0,1.484001434651613e-05,1.484001434651613e-05,1.484001434651613e-05
1673,0.0,1.2519409283738372e-05,1.2519409283738372e-05,1.2519409283738372e-05
1674,0.0,2.6218437320884343e-06,2.6218437320884343e-06,2.6218437320884343e-06
1675,0.0,2.680219617039776e-06,2.680219617039776e-06,2.680219617039776e-06
1676,0.0,3.19160850332472e-06,3.19160850332472e-06,3.19160850332472e-06
1677,0.0,3.083932353677353e-06,3.083932353677353e-06,3.083932353677353e-06
1678,0.0,2.9311263298430797e-06,2.9311263298430797e-06,2.9311263298430797e-06
1679,0.0,2.766844821573094e-06,2.766844821573094e-06,2.766844821573094e-06
1680,0.0,2.714895556112294e-06,2.714895556112294e-06,2.714895556112294e-06
1681,2.237584746061267e-08,3.066887432266542e-06,3.066887432266542e-06,3.066887432266542e-06
1682,6.269791340076023e-08,5.668916043889892e-06,5.668916043889892e-06,5.668916043889892e-06
1683,6.269791340076023e-08,6.0827573763942515e-06,6.0827573763942515e-06,6.0827573763942515e-06
1684,6.269791340076023e-08,8.949506049508013e-06,8.949506049508013e-06,8.949506049508013e-06
1685,6.269791340076023e-08,1.0508227692948172e-05,1.0508227692948172e-05,1.0508227692948172e-05
1686,6.269791340076023e-08,1.03549864758991e-05,1.03549864758991e-05,1.03549864758991e-05
1687,6.269791340076023e-08,1.083505162569054e-05,1.083505162569054e-05,1.083505162569054e-05
1688,4.032206594014756e-08,1.1112463978081775e-05,1.1112463978081775e-05,1.1112463978081775e-05
1689,0.0,9.28458114555854e-06,9.28458114555854e-06,9.28458114555854e-06
1690,0.0,9.079529978147807e-06,9.079529978147807e-06,9.079529978147807e-06
1691,0.0,6.671847521439693e-06,6.671847521439693e-06,6.671847521439693e-06
1692,0.0,5.742321718571475e-06,5.742321718571475e-06,5.742321718571475e-06
1693,0.0,8.689905241356297e-06,8.689905241356297e-06,8.689905241356297e-06
1694,0.0,8.914482090663764e-06,8.914482090663764e-06,8.914482090663764e-06
1695,3.101360692068868e-08,9.052833450238853e-06,9.052833450238853e-06,9.052833450238853e-06
1696,3.101360692068868e-08,8.23063536310136e-06,8.23063536310136e-06,8.23063536310136e-06
1697,5.305483138532249e-08,1.042554764093698e-05,1.042554764093698e-05,1.042554764093698e-05
1698,6.342610195783241e-08,1.0159072514527776e-05,1.0159072514527776e-05,1.0159072514527776e-05
1699,6.342610195783241e-08,1.0689923133863236e-05,1.0689923133863236e-05,1.0689923133863236e-05
1700,6.342610195783241e-08,8.650415436152667e-06,8.650415436152667e-06,8.650415436152667e-06
1701,6.342610195783241e-08,9.051850676249679e-06,9.051850676249679e-06,9.051850676249679e-06
1702,3.241249503714373e-08,1.0985895772007228e-05,1.0985895772007228e-05,1.0985895772007228e-05
1703,3.241249503714373e-08,1.1786519995179593e-05,1.1786519995179593e-05,1.1786519995179593e-05
1704,1.0371270572509924e-08,9.431198902478042e-06,9.431198902478042e-06,9.431198902478042e-06
1705,0.0,1.1903483482456068e-05,1.1903483482456068e-05,1.1903483482456068e-05
1706,0.0,1.3158041643431975e-05,1.3158041643431975e-05,1.3158041643431975e-05
1707,0.0,1.3943405909750644e-05,1.3943405909750644e-05,1.3943405909750644e-05
1708,9.645867342961928e-09,1.3959563862694527e-05,1.3959563862694527e-05,1.3959563862694527e-05
1709,9.645867342961928e-09,1.2381787265829708e-05,1.2381787265829708e-05,1.2381787265829708e-05
1710,9.645867342961928e-09,1.2629582995162178e-05,1.2629582995162178e-05,1.2629582995162178e-05
1711,9.645867342961928e-09,1.4364263344240108e-05,1.4364263344240108e-05,1.4364263344240108e-05
1712,9.645867342961928e-09,1.4919847671990283e-05,1.4919847671990283e-05,1.4919847671990283e-05
1713,2.0463882525031555e-08,1.451293246645946e-05,1.451293246645946e-05,1.451293246645946e-05
1714,2.0463882525031555e-08,1.412054384023317e-05,1.412054384023317e-05,1.412054384023317e-05
1715,1.0818015182069627e-08,1.5077355523577093e-05,1.5077355523577093e-05,1.5077355523577093e-05
1716,5.50928059997854e-08,1.6801364576427398e-05,1.6801364576427398e-05,1.6801364576427398e-05
1717,5.50928059997854e-08,1.6692373719706666e-05,1.6692373719706666e-05,1.6692373719706666e-05
1718,5.50928059997854e-08,1.6034472537285183e-05,1.6034472537285183e-05,1.6034472537285183e-05
1719,5.50928059997854e-08,1.3330246279760363e-05,1.3330246279760363e-05,1.3330246279760363e-05
1720,7.145817448872549e-08,1.7393671896570595e-05,1.7393671896570595e-05,1.7393671896570595e-05
1721,7.145817448872549e-08,1.6989492970813963e-05,1.6989492970813963e-05,1.6989492970813963e-05
1722,7.145817448872549e-08,1.7186161325558453e-05,1.7186161325558453e-05,1.7186161325558453e-05
1723,2.7183383671009713e-08,1.9628156158952542e-05,1.9628156158952542e-05,1.9628156158952542e-05
1724,2.7183383671009713e-08,1.9521289232216077e-05,1.9521289232216077e-05,1.9521289232216077e-05
1725,3.453633671110115e-08,2.3522827892260727e-05,2.3522827892260727e-05,2.3522827892260727e-05
1726,3.453633671110115e-08,2.63756884513506e-05,2.63756884513506e-05,2.63756884513506e-05
1727,7.352953040091441e-09,2.677703547046154e-05,2.677703547046154e-05,2.677703547046154e-05
1728,7.352953040091441e-09,2.732841611370012e-05,2.732841611370012e-05,2.732841611370012e-05
1729,7.352953040091441e-09,2.5097454811527443e-05,2.5097454811527443e-05,2.5097454811527443e-05
1730,1.5536191000364852e-08,2.06349460378468e-05,2.06349460378468e-05,2.06349460378468e-05
1731,1.5536191000364852e-08,2.29245601011436e-05,2.29245601011436e-05,2.29245601011436e-05
1732,8.18323796027341e-09,1.978138019304814e-05,1.978138019304814e-05,1.978138019304814e-05
1733,8.18323796027341e-09,1.8753735373268553e-05,1.8753735373268553e-05,1.8753735373268553e-05
1734,8.18323796027341e-09,1.2949258526922286e-05,1.2949258526922286e-05,1.2949258526922286e-05
1735,8.18323796027341e-09,1.5849168871032555e-05,1.5849168871032555e-05,1.5849168871032555e-05
1736,1.3695563032862473e-08,1.8602503652281094e-05,1.8602503652281094e-05,1.8602503652281094e-05
1737,1.2433953295547845e-08,1.869902748044946e-05,1.869902748044946e-05,1.869902748044946e-05
1738,1.2433953295547845e-08,1.5716982488811482e-05,1.5716982488811482e-05,1.5716982488811482e-05
1739,1.566486978228048e-08,2.0447007175659693e-05,2.0447007175659693e-05,2.0447007175659693e-05
1740,2.315214838891474e-08,1.9266725238204735e-05,1.9266725238204735e-05,1.9266725238204735e-05
1741,2.9093499165355752e-08,2.143558458556072e-05,2.143558458556072e-05,2.143558458556072e-05
1742,7.373510462522453e-08,2.5214422294084216e-05,2.5214422294084216e-05,2.5214422294084216e-05
1743,6.822277955263547e-08,2.43261429854361e-05,2.43261429854361e-05,2.43261429854361e-05
1744,6.130115132967668e-08,2.5350947908009402e-05,2.5350947908009402e-05,2.5350947908009402e-05
1745,6.130115132967668e-08,2.8923145042166914e-05,2.8923145042166914e-05,2.8923145042166914e-05
1746,5.8070234842944046e-08,2.3246104449624128e-05,2.3246104449624128e-05,2.3246104449624128e-05
1747,5.474210798947102e-08,2.34722157464213e-05,2.34722157464213e-05,2.34722157464213e-05
1748,5.244048903055695e-08,2.412687367073626e-05,2.412687367073626e-05,2.412687367073626e-05
1749,7.798883570688174e-09,1.5832448005832183e-05,1.5832448005832183e-05,1.5832448005832183e-05
1750,7.798883570688174e-09,1.4802531268287566e-05,1.4802531268287566e-05,1.4802531268287566e-05
1751,1.8506299730753588e-08,1.3469102896124241e-05,1.3469102896124241e-05,1.3469102896124241e-05
1752,1.8506299730753588e-08,1.0262335925809956e-05,1.0262335925809956e-05,1.0262335925809956e-05
1753,1.8506299730753588e-08,1.218536281807506e-05,1.218536281807506e-05,1.218536281807506e-05
1754,1.4347147977592352e-08,1.0939660407010316e-05,1.0939660407010316e-05,1.0939660407010316e-05
1755,1.8414031696270935e-08,9.792155359329107e-06,9.792155359329107e-06,9.792155359329107e-06
1756,2.448497277945145e-08,1.078906461771112e-05,1.078906461771112e-05,1.078906461771112e-05
1757,2.7530096044107007e-08,1.0965992000170185e-05,1.0965992000170185e-05,1.0965992000170185e-05
1758,1.682267988404159e-08,1.3401162505033426e-05,1.3401162505033426e-05,1.3401162505033426e-05
1759,2.030147478697992e-08,1.2572445419729255e-05,1.2572445419729255e-05,1.2572445419729255e-05
1760,2.030147478697992e-08,1.068832515167222e-05,1.068832515167222e-05,1.068832515167222e-05
1761,2.8628176908439074e-08,1.1749668699069713e-05,1.1749668699069713e-05,1.1749668699069713e-05
1762,2.3604143401761187e-08,1.0204406083045927e-05,1.0204406083045927e-05,1.0204406083045927e-05
1763,2.321055144908054e-08,9.396315428083263e-06,9.396315428083263e-06,9.396315428083263e-06
1764,2.8597467251399522e-08,8.923082987166708e-06,8.923082987166708e-06,8.923082987166708e-06
1765,3.1544875663972305e-08,6.714906573636524e-06,6.714906573636524e-06,6.714906573636524e-06
1766,2.8066080761033974e-08,9.91055438654647e-06,9.91055438654647e-06,9.91055438654647e-06
1767,2.8066080761033974e-08,9.140799972686051e-06,9.140799972686051e-06,9.140799972686051e-06
1768,2.7786016281489926e-08,1.0810178407284963e-05,1.0810178407284963e-05,1.0810178407284963e-05
1769,2.5103434251962298e-08,1.2474688771492635e-05,1.2474688771492635e-05,1.2474688771492635e-05
1770,3.6723614625446185e-08,1.5624728153592775e-05,1.5624728153592775e-05,1.5624728153592775e-05
1771,2.829157555847165e-08,1.7988008559249075e-05,1.7988008559249075e-05,1.7988008559249075e-05
1772,3.588849446194737e-08,1.835897696115093e-05,1.835897696115093e-05,1.835897696115093e-05
1773,4.107887617367721e-08,1.7499600094847017e-05,1.7499600094847017e-05,1.7499600094847017e-05
1774,4.909626584646633e-08,1.7028304845163283e-05,1.7028304845163283e-05,1.7028304845163283e-05
1775,4.1049628204551225e-08,1.4367571793627576e-05,1.4367571793627576e-05,1.4367571793627576e-05
1776,4.1049628204551225e-08,1.303962676502124e-05,1.303962676502124e-05,1.303962676502124e-05
1777,2.375209870056746e-08,1.0130927323968666e-05,1.0130927323968666e-05,1.0130927323968666e-05
1778,2.931438609315202e-08,1.68160852354049e-05,1.68160852354049e-05,1.68160852354049e-05
1779,2.3893430218484875e-08,1.6574877365980812e-05,1.6574877365980812e-05,1.6574877365980812e-05
1780,4.219445212275527e-08,1.4698254062750493e-05,1.4698254062750493e-05,1.4698254062750493e-05
1781,3.608957932499379e-08,1.632816078459395e-05,1.632816078459395e-05,1.632816078459395e-05
1782,3.8247712806440045e-08,1.7050256506731136e-05,1.7050256506731136e-05,1.7050256506731136e-05
1783,4.259691088748241e-08,1.642686454163465e-05,1.642686454163465e-05,1.642686454163465e-05
1784,4.592585511886682e-08,1.618711764552115e-05,1.618711764552115e-05,1.618711764552115e-05
1785,4.036356772628226e-08,7.005653190260221e-06,7.005653190260221e-06,7.005653190260221e-06
1786,4.194068787504486e-08,6.1428663197407985e-06,6.1428663197407985e-06,6.1428663197407985e-06
1787,2.1027567496746868e-08,6.042101907561508e-06,6.042101907561508e-06,6.042101907561508e-06
1788,2.303470684036516e-08,4.275784135643335e-06,4.275784135643335e-06,4.275784135643335e-06
1789,2.4366727810079932e-08,3.5408102283846735e-06,3.5408102283846735e-06,3.5408102283846735e-06
1790,2.996116523133553e-08,4.5676428693955784e-06,4.5676428693955784e-06,4.5676428693955784e-06
1791,2.88041534750911e-08,5.1902464974773466e-06,5.1902464974773466e-06,5.1902464974773466e-06
1792,3.206893950391532e-08,5.641808473098665e-06,5.641808473098665e-06,5.641808473098665e-06
1793,2.8326514213615284e-08,5.994906522183945e-06,5.994906522183945e-06,5.994906522183945e-06
1794,3.273412981944343e-08,6.281086435982226e-06,6.281086435982226e-06,6.281086435982226e-06
1795,3.246756209916514e-08,7.63216868498213e-06,7.63216868498213e-06,7.63216868498213e-06
1796,3.1821892422710466e-08,8.106169324102147e-06,8.106169324102147e-06,8.106169324102147e-06
1797,2.4712875301702297e-08,7.049118071985763e-06,7.049118071985763e-06,7.049118071985763e-06
1798,2.4855569539080794e-08,6.901344672119844e-06,6.901344672119844e-06,6.901344672119844e-06
1799,2.579617078676425e-08,6.156326402820664e-06,6.156326402820664e-06,6.156326402820664e-06
1800,2.6954743453139988e-08,6.951017212486477e-06,6.951017212486477e-06,6.951017212486477e-06
1801,2.414790881540999e-08,7.132012894674387e-06,7.132012894674387e-06,7.132012894674387e-06
1802,2.3533707807895813e-08,5.982278415623503e-06,5.982278415623503e-06,5.982278415623503e-06
1803,2.665622237226931e-08,6.695295236828055e-06,6.695295236828055e-06,6.695295236828055e-06
1804,3.2058698045440385e-08,7.352795202158242e-06,7.352795202158242e-06,7.352795202158242e-06
1805,3.701504144463083e-08,6.832445900987036e-06,6.832445900987036e-06,6.832445900987036e-06
1806,4.185890821263781e-08,8.213131715300343e-06,8.213131715300343e-06,8.213131715300343e-06
1807,4.799410976577942e-08,8.143616696543177e-06,8.143616696543177e-06,8.143616696543177e-06
1808,4.805158303002242e-08,8.93718311090197e-06,8.93718311090197e-06,8.93718311090197e-06
1809,4.9535815703295934e-08,9.014146891266656e-06,9.014146891266656e-06,9.014146891266656e-06
1810,5.5119511748508946e-08,8.74980667374205e-06,8.74980667374205e-06,8.74980667374205e-06
1811,5.133571282353192e-08,9.242204376797808e-06,9.242204376797808e-06,9.242204376797808e-06
1812,5.0032449040924935e-08,9.61810578051622e-06,9.61810578051622e-06,9.61810578051622e-06
1813,4.641461818063622e-08,8.681057806825265e-06,8.681057806825265e-06,8.681057806825265e-06
1814,3.9715066029495054e-08,8.238876099702403e-06,8.238876099702403e-06,8.238876099702403e-06
1815,4.3011016462709706e-08,7.076856361111693e-06,7.076856361111693e-06,7.076856361111693e-06
1816,4.47635960045188e-08,8.323290915411366e-06,8.323290915411366e-06,8.323290915411366e-06
1817,3.526907147285588e-08,7.84155450414151e-06,7.84155450414151e-06,7.84155450414151e-06
1818,5.498548232602778e-08,7.153740170906531e-06,7.153740170906531e-06,7.153740170906531e-06
1819,5.277521201004934e-08,8.065106612775708e-06,8.065106612775708e-06,8.065106612775708e-06
1820,5.279747534408281e-08,8.38229211045213e-06,8.38229211045213e-06,8.38229211045213e-06
1821,5.3616031741350005e-08,8.054839586943022e-06,8.054839586943022e-06,8.054839586943022e-06
1822,5.032568647525945e-08,8.842453098623082e-06,8.842453098623082e-06,8.842453098623082e-06
1823,5.107312515763494e-08,7.896960726481797e-06,7.896960726481797e-06,7.896960726481797e-06
1824,5.397939492216405e-08,8.647417741615624e-06,8.647417741615624e-06,8.647417741615624e-06
