ngram,ABB,AB,AB,AB
1825,3.360819305393241e-08,8.280493537833017e-06,8.280493537833017e-06,8.280493537833017e-06
1826,3.447218840538621e-08,7.379933192299047e-06,7.379933192299047e-06,7.379933192299047e-06
1827,3.2783043581373154e-08,7.527261459472356e-06,7.527261459472356e-06,7.527261459472356e-06
1828,3.128076083872397e-08,7.477045203683831e-06,7.477045203683831e-06,7.477045203683831e-06
1829,2.9427943764354884e-08,7.106200622989231e-06,7.106200622989231e-06,7.106200622989231e-06
1830,2.812307770787876e-08,7.1960405745942675e-06,7.1960405745942675e-06,7.1960405745942675e-06
1831,2.585458222118372e-08,6.605006741925276e-06,6.605006741925276e-06,6.605006741925276e-06
1832,2.5121458691046428e-08,6.574370672751684e-06,6.574370672751684e-06,6.574370672751684e-06
1833,2.5448723001935443e-08,6.430016778072708e-06,6.430016778072708e-06,6.430016778072708e-06
1834,2.4259047342362853e-08,5.671184680977603e-06,5.671184680977603e-06,5.671184680977603e-06
1835,2.583100539815015e-08,6.03971726117639e-06,6.03971726117639e-06,6.03971726117639e-06
1836,2.5768576352090478e-08,5.423844998274165e-06,5.423844998274165e-06,5.423844998274165e-06
1837,2.4387022940735344e-08,4.870791729315117e-06,4.870791729315117e-06,4.870791729315117e-06
1838,2.520406207549643e-08,4.666835138777969e-06,4.666835138777969e-06,4.666835138777969e-06
1839,2.5851971991690855e-08,5.012689468588048e-06,5.012689468588048e-06,5.012689468588048e-06
1840,2.3397613243706213e-08,4.771018049203641e-06,4.771018049203641e-06,4.771018049203641e-06
1841,2.4111694989820924e-08,4.597484153886658e-06,4.597484153886658e-06,4.597484153886658e-06
1842,2.3259285798969487e-08,4.746946485413771e-06,4.746946485413771e-06,4.746946485413771e-06
1843,2.4866861078213072e-08,4.876375896856189e-06,4.876375896856189e-06,4.876375896856189e-06
1844,2.3401804938316673e-08,5.282697722058012e-06,5.282697722058012e-06,5.282697722058012e-06
1845,2.5563615732185748e-08,5.167889152549573e-06,5.167889152549573e-06,5.167889152549573e-06
1846,2.5437452779085235e-08,4.526005730960085e-06,4.526005730960085e-06,4.526005730960085e-06
1847,2.7003682084065465e-08,4.677425717350811e-06,4.677425717350811e-06,4.677425717350811e-06
1848,2.901943878847695e-08,4.693662341586398e-06,4.693662341586398e-06,4.693662341586398e-06
1849,3.005292827294527e-08,4.200118610242498e-06,4.200118610242498e-06,4.200118610242498e-06
1850,4.311268370876016e-08,4.156992450329458e-06,4.156992450329458e-06,4.156992450329458e-06
1851,4.59981665455546e-08,3.841269322687627e-06,3.841269322687627e-06,3.841269322687627e-06
1852,4.492647422336761e-08,3.883204434324787e-06,3.883204434324787e-06,3.883204434324787e-06
1853,4.655135527847116e-08,3.886121736026585e-06,3.886121736026585e-06,3.886121736026585e-06
1854,4.9561049613495404e-08,3.89504881630793e-06,3.89504881630793e-06,3.89504881630793e-06
1855,6.063689081007137e-08,3.887520928661356e-06,3.887520928661356e-06,3.887520928661356e-06
1856,6.098517094496206e-08,3.848778240873278e-06,3.848778240873278e-06,3.848778240873278e-06
1857,5.265510491117961e-08,3.986920806450403e-06,3.986920806450403e-06,3.986920806450403e-06
1858,5.352236343014738e-08,3.996920733178351e-06,3.996920733178351e-06,3.996920733178351e-06
1859,5.635464615595863e-08,3.823679402817756e-06,3.823679402817756e-06,3.823679402817756e-06
1860,5.9559976506307066e-08,4.059540775155515e-06,4.059540775155515e-06,4.059540775155515e-06
1861,5.83078438864959e-08,3.9301844481087755e-06,3.9301844481087755e-06,3.9301844481087755e-06
1862,4.8613490629837286e-08,4.081675245158424e-06,4.081675245158424e-06,4.081675245158424e-06
1863,5.032691368407021e-08,4.08398458213404e-06,4.08398458213404e-06,4.08398458213404e-06
1864,4.773802331214938e-08,3.880832829444054e-06,3.880832829444054e-06,3.880832829444054e-06
1865,5.0666554634355114e-08,3.986685994407578e-06,3.986685994407578e-06,3.986685994407578e-06
1866,4.7834089705085196e-08,3.8800008691656074e-06,3.8800008691656074e-06,3.8800008691656074e-06
1867,4.7194993056466824e-08,3.5804193560449804e-06,3.5804193560449804e-06,3.5804193560449804e-06
1868,4.621652850898629e-08,3.543380281761139e-06,3.543380281761139e-06,3.543380281761139e-06
1869,4.6932896680118574e-08,3.4892159094722175e-06,3.4892159094722175e-06,3.4892159094722175e-06
1870,4.531796855238619e-08,3.3774718823614033e-06,3.3774718823614033e-06,3.3774718823614033e-06
1871,4.776367035219664e-08,3.308028258938326e-06,3.308028258938326e-06,3.308028258938326e-06
1872,4.382111943154346e-08,3.15777171116289e-06,3.15777171116289e-06,3.15777171116289e-06
1873,4.3355126726802544e-08,3.197005201270388e-06,3.197005201270388e-06,3.197005201270388e-06
1874,4.114058427262535e-08,3.3026543146011785e-06,3.3026543146011785e-06,3.3026543146011785e-06
1875,4.2157715540724894e-08,3.314396345948418e-06,3.314396345948418e-06,3.314396345948418e-06
1876,4.11565963531757e-08,3.2856225971045205e-06,3.2856225971045205e-06,3.2856225971045205e-06
1877,4.059698659781523e-08,3.3909624497547545e-06,3.3909624497547545e-06,3.3909624497547545e-06
1878,3.755510340803474e-08,3.5047735309490236e-06,3.5047735309490236e-06,3.5047735309490236e-06
1879,3.955593034074159e-08,3.499227367293705e-06,3.499227367293705e-06,3.499227367293705e-06
1880,4.068287192840866e-08,3.5087258701033922e-06,3.5087258701033922e-06,3.5087258701033922e-06
1881,4.0769413495971614e-08,3.536005546525952e-06,3.536005546525952e-06,3.536005546525952e-06
1882,4.022778960737534e-08,3.602314628941323e-06,3.602314628941323e-06,3.602314628941323e-06
1883,3.8516252029044806e-08,3.539926832932646e-06,3.539926832932646e-06,3.539926832932646e-06
1884,3.962149313403123e-08,3.4762381671628517e-06,3.4762381671628517e-06,3.4762381671628517e-06
1885,3.8670034793345364e-08,3.4116413709333367e-06,3.4116413709333367e-06,3.4116413709333367e-06
1886,3.5886831284415166e-08,3.3421998588372456e-06,3.3421998588372456e-06,3.3421998588372456e-06
1887,3.601358551057794e-08,3.3516546734192943e-06,3.3516546734192943e-06,3.3516546734192943e-06
1888,3.549388440303249e-08,3.2831591657408614e-06,3.2831591657408614e-06,3.2831591657408614e-06
1889,3.659058275421298e-08,3.2134489304423497e-06,3.2134489304423497e-06,3.2134489304423497e-06
1890,3.766809645152794e-08,3.264112755070008e-06,3.264112755070008e-06,3.264112755070008e-06
1891,3.7507965495413894e-08,3.4655807082474766e-06,3.4655807082474766e-06,3.4655807082474766e-06
1892,3.972180908005742e-08,3.5582035512301706e-06,3.5582035512301706e-06,3.5582035512301706e-06
1893,4.0313294290074605e-08,3.661455463900763e-06,3.661455463900763e-06,3.661455463900763e-06
1894,4.345209500148225e-08,3.6637898444626316e-06,3.6637898444626316e-06,3.6637898444626316e-06
1895,4.403778066018406e-08,3.6513629960869106e-06,3.6513629960869106e-06,3.6513629960869106e-06
1896,4.2160931254134737e-08,3.6857536217991893e-06,3.6857536217991893e-06,3.6857536217991893e-06
1897,4.1557851509261516e-08,3.529785252404898e-06,3.529785252404898e-06,3.529785252404898e-06
1898,4.328316651123844e-08,3.3245157413018333e-06,3.3245157413018333e-06,3.3245157413018333e-06
1899,4.06580346533149e-08,3.193027656119999e-06,3.193027656119999e-06,3.193027656119999e-06
1900,3.9936898740425674e-08,3.1683673894024522e-06,3.1683673894024522e-06,3.1683673894024522e-06
1901,3.732163149956185e-08,3.0782794705633672e-06,3.0782794705633672e-06,3.0782794705633672e-06
1902,3.71324769028141e-08,3.062430193624875e-06,3.062430193624875e-06,3.062430193624875e-06
1903,3.745889617537809e-08,2.9376147787323655e-06,2.9376147787323655e-06,2.9376147787323655e-06
1904,3.7066533969160835e-08,2.9630984304925993e-06,2.9630984304925993e-06,2.9630984304925993e-06
1905,3.4476648837409943e-08,3.116097202239741e-06,3.116097202239741e-06,3.116097202239741e-06
1906,3.430111255348882e-08,3.1259712613973534e-06,3.1259712613973534e-06,3.1259712613973534e-06
1907,3.508192035285772e-08,3.08048895801351e-06,3.08048895801351e-06,3.08048895801351e-06
1908,3.637510153404426e-08,3.1979977848095587e-06,3.1979977848095587e-06,3.1979977848095587e-06
1909,4.46014770513362e-08,3.2531289499664647e-06,3.2531289499664647e-06,3.2531289499664647e-06
1910,4.38997526584574e-08,3.372993627895734e-06,3.372993627895734e-06,3.372993627895734e-06
1911,4.2468502873102154e-08,3.480086109318238e-06,3.480086109318238e-06,3.480086109318238e-06
1912,4.122327013078575e-08,3.335723379547874e-06,3.335723379547874e-06,3.335723379547874e-06
1913,4.127158297657323e-08,3.302333490345128e-06,3.302333490345128e-06,3.302333490345128e-06
1914,4.122975180312746e-08,3.27613237719301e-06,3.27613237719301e-06,3.27613237719301e-06
1915,3.7578748747689265e-08,3.172938769629192e-06,3.172938769629192e-06,3.172938769629192e-06
1916,2.79344603321923e-08,3.0966997266140036e-06,3.0966997266140036e-06,3.0966997266140036e-06
1917,2.997553189792208e-08,3.117205454015805e-06,3.117205454015805e-06,3.117205454015805e-06
1918,3.503286549744189e-08,3.047212625720671e-06,3.047212625720671e-06,3.047212625720671e-06
1919,3.883428334461314e-08,3.0012259750427413e-06,3.0012259750427413e-06,3.0012259750427413e-06
1920,4.2432105321462843e-08,3.0293936755957214e-06,3.0293936755957214e-06,3.0293936755957214e-06
1921,4.272953952571308e-08,3.0271334513340013e-06,3.0271334513340013e-06,3.0271334513340013e-06
1922,4.6010020936039705e-08,3.1184538979037564e-06,3.1184538979037564e-06,3.1184538979037564e-06
1923,4.6664230828647694e-08,3.3008061564032687e-06,3.3008061564032687e-06,3.3008061564032687e-06
1924,4.5298907735968896e-08,3.2515181698857176e-06,3.2515181698857176e-06,3.2515181698857176e-06
1925,4.090374870559442e-08,3.3475539567007218e-06,3.3475539567007218e-06,3.3475539567007218e-06
1926,3.9786997315819206e-08,3.418124086757806e-06,3.418124086757806e-06,3.418124086757806e-06
1927,3.583819666427449e-08,3.59995751101191e-06,3.59995751101191e-06,3.59995751101191e-06
1928,4.66859247134315e-08,3.6543665373756085e-06,3.6543665373756085e-06,3.6543665373756085e-06
1929,4.473126681757224e-08,3.621161470489044e-06,3.621161470489044e-06,3.621161470489044e-06
1930,4.358914169293777e-08,3.5718454520455064e-06,3.5718454520455064e-06,3.5718454520455064e-06
1931,4.3344455136207216e-08,3.697781169518878e-06,3.697781169518878e-06,3.697781169518878e-06
1932,4.267525253810943e-08,3.986331876149052e-06,3.986331876149052e-06,3.986331876149052e-06
1933,4.100193911377963e-08,3.98407788842243e-06,3.98407788842243e-06,3.98407788842243e-06
1934,4.300323500469208e-08,4.210667319577104e-06,4.210667319577104e-06,4.210667319577104e-06
1935,3.006520137611395e-08,4.33418699685717e-06,4.33418699685717e-06,4.33418699685717e-06
1936,2.937252904392348e-08,4.708856262628355e-06,4.708856262628355e-06,4.708856262628355e-06
1937,3.055396291529178e-08,4.976428337093759e-06,4.976428337093759e-06,4.976428337093759e-06
1938,3.612148700783889e-08,5.902754342709418e-06,5.902754342709418e-06,5.902754342709418e-06
1939,4.152559210776222e-08,5.723627087458486e-06,5.723627087458486e-06,5.723627087458486e-06
1940,4.462441869991705e-08,5.993216356208515e-06,5.993216356208515e-06,5.993216356208515e-06
1941,4.769981007005494e-08,5.754982469495319e-06,5.754982469495319e-06,5.754982469495319e-06
1942,5.237463466098039e-08,5.683732752004289e-06,5.683732752004289e-06,5.683732752004289e-06
1943,5.5073665501075604e-08,5.60564866905874e-06,5.60564866905874e-06,5.60564866905874e-06
1944,5.6721237992210915e-08,5.523321403545976e-06,5.523321403545976e-06,5.523321403545976e-06
1945,5.283192397850403e-08,4.701892943817906e-06,4.701892943817906e-06,4.701892943817906e-06
1946,5.3344511538203476e-08,4.946181401724711e-06,4.946181401724711e-06,4.946181401724711e-06
1947,5.2364036662311264e-08,4.887856351030807e-06,4.887856351030807e-06,4.887856351030807e-06
1948,5.088250887297363e-08,5.104258986778275e-06,5.104258986778275e-06,5.104258986778275e-06
1949,5.341315351919158e-08,5.760912504878693e-06,5.760912504878693e-06,5.760912504878693e-06
1950,5.190718864257958e-08,5.7939219654404695e-06,5.7939219654404695e-06,5.7939219654404695e-06
1951,5.202693133453197e-08,5.833151330339856e-06,5.833151330339856e-06,5.833151330339856e-06
1952,5.2047208194088464e-08,6.467373038633793e-06,6.467373038633793e-06,6.467373038633793e-06
1953,5.0594368567707145e-08,6.5572870490931175e-06,6.5572870490931175e-06,6.5572870490931175e-06
1954,5.028987207619398e-08,7.098418856393047e-06,7.098418856393047e-06,7.098418856393047e-06
1955,4.991235310772676e-08,7.173693575168727e-06,7.173693575168727e-06,7.173693575168727e-06
1956,4.916342583831985e-08,7.3334255310848155e-06,7.3334255310848155e-06,7.3334255310848155e-06
1957,5.9597837268451515e-08,7.422838994638628e-06,7.422838994638628e-06,7.422838994638628e-06
1958,6.822645356610987e-08,8.209174081587531e-06,8.209174081587531e-06,8.209174081587531e-06
1959,7.852798639922704e-08,7.878605304410615e-06,7.878605304410615e-06,7.878605304410615e-06
1960,8.878273811368282e-08,8.311479437647254e-06,8.311479437647254e-06,8.311479437647254e-06
1961,9.466817069941108e-08,8.149062068696367e-06,8.149062068696367e-06,8.149062068696367e-06
1962,1.0046256753477272e-07,8.6526016015601e-06,8.6526016015601e-06,8.6526016015601e-06
1963,1.0194907470609646e-07,8.361878436906928e-06,8.361878436906928e-06,8.361878436906928e-06
1964,9.674621687898772e-08,8.766915600842498e-06,8.766915600842498e-06,8.766915600842498e-06
1965,9.161443159655391e-08,8.504146730306924e-06,8.504146730306924e-06,8.504146730306924e-06
1966,8.430032595794858e-08,9.011751119812419e-06,9.011751119812419e-06,9.011751119812419e-06
1967,1.0891475454855026e-07,8.800267096376047e-06,8.800267096376047e-06,8.800267096376047e-06
1968,1.1082680677938178e-07,9.392326514249102e-06,9.392326514249102e-06,9.392326514249102e-06
1969,1.1131878961480521e-07,9.507962399116618e-06,9.507962399116618e-06,9.507962399116618e-06
1970,1.1113163976363336e-07,1.0180352027029066e-05,1.0180352027029066e-05,1.0180352027029066e-05
1971,1.1130536847758776e-07,9.925407604376752e-06,9.925407604376752e-06,9.925407604376752e-06
1972,1.1190785593433767e-07,1.0287606463472393e-05,1.0287606463472393e-05,1.0287606463472393e-05
1973,1.1620915480697086e-07,9.829972441366408e-06,9.829972441366408e-06,9.829972441366408e-06
1974,8.242320197788494e-08,1.0140688573301304e-05,1.0140688573301304e-05,1.0140688573301304e-05
1975,7.633076037905084e-08,9.655066995557199e-06,9.655066995557199e-06,9.655066995557199e-06
1976,7.439138473484621e-08,9.560544900263526e-06,9.560544900263526e-06,9.560544900263526e-06
1977,7.353772651137141e-08,9.069097489243307e-06,9.069097489243307e-06,9.069097489243307e-06
1978,7.27233247589863e-08,9.838958054128203e-06,9.838958054128203e-06,9.838958054128203e-06
1979,7.331900724644974e-08,9.485045861116045e-06,9.485045861116045e-06,9.485045861116045e-06
1980,8.2318917143149e-08,1.0201965778833255e-05,1.0201965778833255e-05,1.0201965778833255e-05
1981,8.67445071963045e-08,1.0212388847971202e-05,1.0212388847971202e-05,1.0212388847971202e-05
1982,9.019494687631127e-08,1.1203665053471923e-05,1.1203665053471923e-05,1.1203665053471923e-05
1983,9.764647655531786e-08,1.1164527547537415e-05,1.1164527547537415e-05,1.1164527547537415e-05
1984,1.229927215311883e-07,1.2233506562811921e-05,1.2233506562811921e-05,1.2233506562811921e-05
1985,1.739177325329625e-07,1.1995293139729516e-05,1.1995293139729516e-05,1.1995293139729516e-05
1986,2.5629129295014407e-07,1.2633275998398727e-05,1.2633275998398727e-05,1.2633275998398727e-05
1987,3.4398304852142504e-07,1.2416431413190107e-05,1.2416431413190107e-05,1.2416431413190107e-05
1988,4.533349117049771e-07,1.2602558984196679e-05,1.2602558984196679e-05,1.2602558984196679e-05
1989,5.920928357129794e-07,1.1924089579094601e-05,1.1924089579094601e-05,1.1924089579094601e-05
1990,7.448282336294401e-07,1.2219757211693962e-05,1.2219757211693962e-05,1.2219757211693962e-05
1991,8.912456256179471e-07,1.1551446342699429e-05,1.1551446342699429e-05,1.1551446342699429e-05
1992,1.0107598638699398e-06,1.16223045552033e-05,1.16223045552033e-05,1.16223045552033e-05
1993,1.075675373028519e-06,1.1031403118977323e-05,1.1031403118977323e-05,1.1031403118977323e-05
1994,1.1266833439549373e-06,1.1131292662217415e-05,1.1131292662217415e-05,1.1131292662217415e-05
1995,1.1624131924950883e-06,1.0795862960679057e-05,1.0795862960679057e-05,1.0795862960679057e-05
1996,1.183191394764955e-06,1.1085016922152136e-05,1.1085016922152136e-05,1.1085016922152136e-05
1997,1.1531412025890729e-06,1.079082877757693e-05,1.079082877757693e-05,1.079082877757693e-05
1998,1.1018190824480761e-06,1.0823131950538872e-05,1.0823131950538872e-05,1.0823131950538872e-05
1999,1.0507744637574693e-06,1.0467372313931783e-05,1.0467372313931783e-05,1.0467372313931783e-05
2000,1.015893685364842e-06,1.0531318886413438e-05,1.0531318886413438e-05,1.0531318886413438e-05
2001,9.307429260323781e-07,1.0063996082213375e-05,1.0063996082213375e-05,1.0063996082213375e-05
2002,8.683284785807441e-07,1.0160686153020443e-05,1.0160686153020443e-05,1.0160686153020443e-05
2003,7.518395120444308e-07,9.611355121056217e-06,9.611355121056217e-06,9.611355121056217e-06
2004,6.805561432494349e-07,9.527689274234166e-06,9.527689274234166e-06,9.527689274234166e-06
2005,6.044311321927256e-07,9.164699544531427e-06,9.164699544531427e-06,9.164699544531427e-06
2006,5.206328199035073e-07,8.91816632377283e-06,8.91816632377283e-06,8.91816632377283e-06
2007,4.3586608658837835e-07,8.608614734839648e-06,8.608614734839648e-06,8.608614734839648e-06
2008,3.9926887650056286e-07,8.350345589341096e-06,8.350345589341096e-06,8.350345589341096e-06
2009,3.4533796013290286e-07,7.964474272219896e-06,7.964474272219896e-06,7.964474272219896e-06
2010,3.294240968898521e-07,7.660392384423176e-06,7.660392384423176e-06,7.660392384423176e-06
2011,2.9416271120550975e-07,7.080819939022019e-06,7.080819939022019e-06,7.080819939022019e-06
2012,2.659827690162534e-07,6.517675566491172e-06,6.517675566491172e-06,6.517675566491172e-06
2013,2.584661404268575e-07,6.272698166347774e-06,6.272698166347774e-06,6.272698166347774e-06
2014,2.5323844202570657e-07,5.952965498831223e-06,5.952965498831223e-06,5.952965498831223e-06
2015,2.5273901980783974e-07,5.8241174493949595e-06,5.8241174493949595e-06,5.8241174493949595e-06
2016,2.3808969526076647e-07,5.506393270999459e-06,5.506393270999459e-06,5.506393270999459e-06
2017,2.3290357376026805e-07,5.35018943992327e-06,5.35018943992327e-06,5.35018943992327e-06
2018,2.3077161586115836e-07,5.407770640886156e-06,5.407770640886156e-06,5.407770640886156e-06
2019,2.417688023115261e-07,5.497583288160968e-06,5.497583288160968e-06,5.497583288160968e-06
