ngram,Humana,Humna,Humna
1781,3.878372112353645e-08,0.0,0.0
1782,5.458767761621987e-08,0.0,0.0
1783,6.927210043678705e-08,0.0,0.0
1784,7.592998889955587e-08,1.664472115692206e-09,1.664472115692206e-09
1785,7.522206857402125e-08,1.664472115692206e-09,1.664472115692206e-09
1786,6.887710972997801e-08,1.664472115692206e-09,1.664472115692206e-09
1787,6.72153979459316e-08,1.664472115692206e-09,1.664472115692206e-09
1788,7.785705946616872e-08,1.664472115692206e-09,1.664472115692206e-09
1789,8.187019062688705e-08,1.664472115692206e-09,1.664472115692206e-09
1790,7.33121855286559e-08,1.664472115692206e-09,1.664472115692206e-09
1791,7.208412812685441e-08,0.0,0.0
1792,6.940628516360903e-08,0.0,0.0
1793,1.0750707016679176e-07,0.0,0.0
1794,1.0077020627465214e-07,0.0,0.0
1795,8.88713819995652e-08,0.0,0.0
1796,6.99140475037195e-08,0.0,0.0
1797,6.901219113635599e-08,0.0,0.0
1798,7.399818066236971e-08,0.0,0.0
1799,7.662781330099375e-08,0.0,0.0
1800,4.50085443201179e-08,0.0,0.0
1801,5.3297368550277365e-08,0.0,0.0
1802,4.9943351295870086e-08,0.0,0.0
1803,5.348521853980921e-08,0.0,0.0
1804,5.6226002139884e-08,0.0,0.0
1805,5.33408291504754e-08,0.0,0.0
1806,5.939377624640331e-08,0.0,0.0
1807,6.433465645930678e-08,2.092212276443612e-10,2.092212276443612e-10
1808,6.32855583810559e-08,2.092212276443612e-10,2.092212276443612e-10
1809,6.911198673671087e-08,2.092212276443612e-10,2.092212276443612e-10
1810,6.743255655448723e-08,2.092212276443612e-10,2.092212276443612e-10
1811,6.964595909510405e-08,2.092212276443612e-10,2.092212276443612e-10
1812,7.28571828899151e-08,2.092212276443612e-10,2.092212276443612e-10
1813,7.324888479891862e-08,2.092212276443612e-10,2.092212276443612e-10
1814,8.368074436556786e-08,0.0,0.0
1815,8.123725387625719e-08,0.0,0.0
1816,8.473316473863893e-08,0.0,0.0
1817,8.565771228826894e-08,0.0,0.0
1818,8.315061705843618e-08,0.0,0.0
1819,7.887153584208915e-08,0.0,0.0
1820,7.572756136450412e-08,0.0,0.0
1821,6.654562056951363e-08,0.0,0.0
1822,6.798799542398878e-08,0.0,0.0
1823,6.349268387241733e-08,0.0,0.0
1824,6.238400881589509e-08,0.0,0.0
1825,5.845744409173546e-08,0.0,0.0
1826,6.028953082802348e-08,0.0,0.0
1827,6.567230771890666e-08,0.0,0.0
1828,5.541109082685125e-08,0.0,0.0
1829,5.414780826892443e-08,7.027427845989515e-11,7.027427845989515e-11
1830,5.171425218212075e-08,7.027427845989515e-11,7.027427845989515e-11
1831,5.32456453531235e-08,7.027427845989515e-11,7.027427845989515e-11
1832,5.4792237540774684e-08,7.027427845989515e-11,7.027427845989515e-11
1833,5.4085360698000584e-08,7.027427845989515e-11,7.027427845989515e-11
1834,4.7240568028834266e-08,7.027427845989515e-11,7.027427845989515e-11
1835,4.87677256038361e-08,7.027427845989515e-11,7.027427845989515e-11
1836,5.2927671134739285e-08,0.0,0.0
1837,5.2219238203373864e-08,0.0,0.0
1838,4.901274408553036e-08,0.0,0.0
1839,5.010246744469831e-08,0.0,0.0
1840,4.7503141230111264e-08,0.0,0.0
1841,4.6176624428946004e-08,0.0,0.0
1842,4.819612340968758e-08,0.0,0.0
1843,4.265308157463161e-08,0.0,0.0
1844,4.320500122746905e-08,0.0,0.0
1845,4.1303113310472584e-08,0.0,0.0
1846,3.9383595813140867e-08,0.0,0.0
1847,4.057667928642721e-08,1.8181640320286922e-10,1.8181640320286922e-10
1848,4.1656838740371834e-08,2.365040782262692e-10,2.365040782262692e-10
1849,4.005537641254315e-08,2.365040782262692e-10,2.365040782262692e-10
1850,4.405721248141552e-08,2.365040782262692e-10,2.365040782262692e-10
1851,4.412065531969997e-08,2.82932673321769e-10,2.82932673321769e-10
1852,4.504509882557224e-08,2.82932673321769e-10,2.82932673321769e-10
1853,4.182810973775629e-08,3.31192014289629e-10,3.31192014289629e-10
1854,4.589823048612678e-08,1.9987747171664897e-10,1.9987747171664897e-10
1855,5.084015012154655e-08,1.45189796693249e-10,1.45189796693249e-10
1856,5.6475086956148905e-08,1.45189796693249e-10,1.45189796693249e-10
1857,5.491063070905966e-08,1.45189796693249e-10,1.45189796693249e-10
1858,5.867269717693294e-08,9.87612015977492e-11,9.87612015977492e-11
1859,6.032132786921401e-08,9.87612015977492e-11,9.87612015977492e-11
1860,6.618429030221965e-08,5.05018606298892e-11,5.05018606298892e-11
1861,6.581758122641596e-08,5.648668041250257e-11,5.648668041250257e-11
1862,6.484080218781076e-08,1.1220495167916868e-10,1.1220495167916868e-10
1863,6.119527335662106e-08,1.1220495167916868e-10,1.1220495167916868e-10
1864,6.339831973686419e-08,1.1220495167916868e-10,1.1220495167916868e-10
1865,6.800719530377006e-08,1.1220495167916868e-10,1.1220495167916868e-10
1866,7.516202466766636e-08,1.1220495167916868e-10,1.1220495167916868e-10
1867,8.137361768539059e-08,1.5541740910102979e-10,1.5541740910102979e-10
1868,7.933049569633763e-08,9.893072868852722e-11,9.893072868852722e-11
1869,7.672573078463887e-08,4.321245742186111e-11,4.321245742186111e-11
1870,8.399163929441653e-08,4.321245742186111e-11,4.321245742186111e-11
1871,8.957125834691787e-08,4.321245742186111e-11,4.321245742186111e-11
1872,8.5157066414305e-08,4.321245742186111e-11,4.321245742186111e-11
1873,7.662004110540823e-08,4.321245742186111e-11,4.321245742186111e-11
1874,7.326550794622172e-08,0.0,0.0
1875,7.14006002259079e-08,0.0,0.0
1876,7.188314299355625e-08,3.833198441200685e-11,3.833198441200685e-11
1877,6.444604545257399e-08,1.781386744464137e-10,1.781386744464137e-10
1878,5.950540124136491e-08,1.781386744464137e-10,1.781386744464137e-10
1879,5.719212532134017e-08,2.130524883498757e-10,2.130524883498757e-10
1880,5.777435824987671e-08,2.130524883498757e-10,2.130524883498757e-10
1881,5.0842008444565833e-08,3.077492784418569e-10,3.077492784418569e-10
1882,5.209220534295257e-08,3.077492784418569e-10,3.077492784418569e-10
1883,4.860497782033235e-08,2.6941729402985004e-10,2.6941729402985004e-10
1884,4.694846213380645e-08,1.6012151128817565e-10,1.6012151128817565e-10
1885,4.323177853799669e-08,1.6012151128817565e-10,1.6012151128817565e-10
1886,4.339446744795948e-08,1.2520769738471367e-10,1.2520769738471367e-10
1887,4.254786745150341e-08,1.2520769738471367e-10,1.2520769738471367e-10
1888,4.382366774231221e-08,5.7513749715124416e-11,5.7513749715124416e-11
1889,4.146411823415162e-08,8.368464453147238e-11,8.368464453147238e-11
1890,4.257856949558507e-08,1.5957171893367572e-10,1.5957171893367572e-10
1891,4.1406199865637716e-08,1.2906081164094323e-10,1.2906081164094323e-10
1892,3.909590568745054e-08,1.515323937757123e-10,1.515323937757123e-10
1893,3.683952901464441e-08,1.515323937757123e-10,1.515323937757123e-10
1894,3.658704983422467e-08,1.515323937757123e-10,1.515323937757123e-10
1895,3.640461088139091e-08,1.457007589974627e-10,1.457007589974627e-10
1896,3.502530075495867e-08,1.3891029001670115e-10,1.3891029001670115e-10
1897,3.354081457018765e-08,1.001767260414407e-10,1.001767260414407e-10
1898,3.2390571241031855e-08,1.001767260414407e-10,1.001767260414407e-10
1899,3.253677632082079e-08,9.591905048011995e-11,9.591905048011995e-11
1900,3.211114041334895e-08,1.1398965501666477e-10,1.1398965501666477e-10
1901,3.122274172540074e-08,1.1398965501666477e-10,1.1398965501666477e-10
1902,2.8051937661643933e-08,9.281844737252243e-11,9.281844737252243e-11
1903,2.8149768738217062e-08,7.3438021536936e-11,7.3438021536936e-11
1904,3.067788537488728e-08,3.6284511109993136e-11,3.6284511109993136e-11
1905,3.1929919026245964e-08,5.153137341443578e-11,5.153137341443578e-11
1906,3.1974969719580515e-08,3.3317466840987464e-11,3.3317466840987464e-11
1907,3.149637782330826e-08,2.989703623557105e-11,2.989703623557105e-11
1908,3.214641175475208e-08,2.989703623557105e-11,2.989703623557105e-11
1909,3.23375985037241e-08,4.36780453075666e-11,4.36780453075666e-11
1910,3.445368105100702e-08,4.36780453075666e-11,4.36780453075666e-11
1911,3.1986432550265165e-08,4.36780453075666e-11,4.36780453075666e-11
1912,3.1624049157130685e-08,4.284529080728865e-11,4.284529080728865e-11
1913,3.37525560516789e-08,5.714320980684409e-11,5.714320980684409e-11
1914,3.3684928116680824e-08,5.710952544202286e-11,5.710952544202286e-11
1915,3.356338369136276e-08,8.898697057002636e-11,8.898697057002636e-11
1916,4.349220742280327e-08,7.520596149803081e-11,7.520596149803081e-11
1917,4.313869363313318e-08,7.520596149803081e-11,7.520596149803081e-11
1918,4.474779175771866e-08,8.958620056105054e-11,8.958620056105054e-11
1919,4.5095791228228725e-08,1.0358358615292218e-10,1.0358358615292218e-10
1920,4.7262782132406755e-08,8.928566715336674e-11,8.928566715336674e-11
1921,4.711251833100505e-08,7.466917758705956e-11,7.466917758705956e-11
1922,4.647963030330564e-08,4.279173245905607e-11,4.279173245905607e-11
1923,3.568764433176901e-08,4.279173245905607e-11,4.279173245905607e-11
1924,3.383104666251516e-08,1.4047785355599173e-10,1.4047785355599173e-10
1925,3.164183556439834e-08,2.411234922045884e-10,2.411234922045884e-10
1926,2.9252692966354388e-08,2.3563496193939367e-10,2.3563496193939367e-10
1927,2.4493224464500988e-08,2.3563496193939367e-10,2.3563496193939367e-10
1928,2.7751590739707614e-08,2.8125393482435005e-10,2.8125393482435005e-10
1929,2.785806150841706e-08,3.065397320898912e-10,3.065397320898912e-10
1930,3.0389701929526125e-08,3.065397320898912e-10,3.065397320898912e-10
1931,3.159313217387145e-08,2.0885361099295555e-10,2.0885361099295555e-10
1932,3.25278420072144e-08,9.382773328133912e-11,9.382773328133912e-11
1933,3.5310130438607045e-08,7.090477015049755e-11,7.090477015049755e-11
1934,3.6323651134547874e-08,7.090477015049755e-11,7.090477015049755e-11
1935,3.2809458007575035e-08,2.5285797265541176e-11,2.5285797265541176e-11
1936,3.182172646022861e-08,0.0,0.0
1937,2.9212079866169915e-08,0.0,0.0
1938,3.6915153854368195e-08,0.0,0.0
1939,3.6322665002736746e-08,0.0,0.0
1940,3.4767445303681855e-08,0.0,0.0
1941,3.432078469042413e-08,1.1031428151905435e-10,1.1031428151905435e-10
1942,3.414733410319773e-08,1.1031428151905435e-10,1.1031428151905435e-10
1943,3.28186004086969e-08,1.1031428151905435e-10,1.1031428151905435e-10
1944,3.44352325701688e-08,1.1031428151905435e-10,1.1031428151905435e-10
1945,2.6634957858310112e-08,1.1031428151905435e-10,1.1031428151905435e-10
1946,2.8120415202741763e-08,1.1031428151905435e-10,1.1031428151905435e-10
1947,3.003938811981957e-08,1.1031428151905435e-10,1.1031428151905435e-10
1948,3.125490266597808e-08,0.0,0.0
1949,3.142049414301644e-08,1.7006162351356532e-11,1.7006162351356532e-11
1950,3.411759459075776e-08,1.7006162351356532e-11,1.7006162351356532e-11
1951,3.7146386538162394e-08,5.010435915370997e-11,5.010435915370997e-11
1952,3.7315798704997046e-08,5.010435915370997e-11,5.010435915370997e-11
1953,3.647122527792947e-08,1.1286130561862149e-10,1.1286130561862149e-10
1954,3.629758335169494e-08,1.9995704100431563e-10,1.9995704100431563e-10
1955,3.581535170025875e-08,2.1445129303307046e-10,2.1445129303307046e-10
1956,3.826494067636434e-08,2.109131361624098e-10,2.109131361624098e-10
1957,3.9755497941281904e-08,2.618880390325984e-10,2.618880390325984e-10
1958,3.69532828463954e-08,2.525934580547126e-10,2.525934580547126e-10
1959,3.7956565129044454e-08,3.316510280689958e-10,3.316510280689958e-10
1960,3.986364609837827e-08,2.900698034943464e-10,2.900698034943464e-10
1961,4.1181810469684676e-08,2.592519116051406e-10,2.592519116051406e-10
1962,4.50954539741945e-08,2.651611717894932e-10,2.651611717894932e-10
1963,4.5837602665902266e-08,2.814047368142931e-10,2.814047368142931e-10
1964,4.869436815673518e-08,2.3942314400901156e-10,2.3942314400901156e-10
1965,5.2660575582714434e-08,2.420647729880646e-10,2.420647729880646e-10
1966,5.480313701257598e-08,1.8059334583320208e-10,1.8059334583320208e-10
1967,5.614980785091055e-08,1.8595166081539612e-10,1.8595166081539612e-10
1968,5.770298270947803e-08,1.2967381731890778e-10,1.2967381731890778e-10
1969,5.730368205344608e-08,1.7210850403578552e-10,1.7210850403578552e-10
1970,5.9369414019881465e-08,1.4239693353028978e-10,1.4239693353028978e-10
1971,5.843068505230674e-08,1.513054245386566e-10,1.513054245386566e-10
1972,6.061653782093604e-08,1.509465152078298e-10,1.509465152078298e-10
1973,6.959890949279465e-08,1.4161446915921568e-10,1.4161446915921568e-10
1974,7.523387373404538e-08,1.3137543830588072e-10,1.3137543830588072e-10
1975,8.615267686552994e-08,1.8814193853649337e-10,1.8814193853649337e-10
1976,1.0028634532334633e-07,1.6548589482872396e-10,1.6548589482872396e-10
1977,1.102351708327985e-07,1.9759153836927468e-10,1.9759153836927468e-10
1978,1.2480022450388007e-07,2.61289020182203e-10,2.61289020182203e-10
1979,1.4450449015157574e-07,2.514580864960385e-10,2.514580864960385e-10
1980,1.6508406324484376e-07,3.921037076375684e-10,3.921037076375684e-10
1981,1.985300457363337e-07,4.292172926602587e-10,4.292172926602587e-10
1982,2.4761373497637707e-07,4.0209677254487985e-10,4.0209677254487985e-10
1983,3.040951932169784e-07,3.989271452858085e-10,3.989271452858085e-10
1984,3.536285402917981e-07,3.8152268844182657e-10,3.8152268844182657e-10
1985,3.9683137588651463e-07,3.360937817736038e-10,3.360937817736038e-10
1986,4.4135176884602903e-07,4.027410409136932e-10,4.027410409136932e-10
1987,4.757997698691595e-07,3.2740346346736363e-10,3.2740346346736363e-10
1988,5.025752411061799e-07,3.2944615091512475e-10,3.2944615091512475e-10
1989,5.244465179592745e-07,3.530162650295614e-10,3.530162650295614e-10
1990,5.184993158634046e-07,3.293186616261577e-10,3.293186616261577e-10
1991,5.277409270222831e-07,3.540330845946167e-10,3.540330845946167e-10
1992,5.246257899216289e-07,3.496744401968296e-10,3.496744401968296e-10
1993,5.127811440226131e-07,2.9253721667288346e-10,2.9253721667288346e-10
1994,5.091598040962708e-07,2.3198133592654864e-10,2.3198133592654864e-10
1995,5.148108682208528e-07,3.68144004368544e-10,3.68144004368544e-10
1996,5.081861818975344e-07,3.4013606712925334e-10,3.4013606712925334e-10
1997,5.13724834101075e-07,4.01603957430766e-10,4.01603957430766e-10
1998,5.063479875389021e-07,4.141884345419479e-10,4.141884345419479e-10
1999,5.059966261861908e-07,4.474556330616838e-10,4.474556330616838e-10
2000,5.064772454131474e-07,4.52844770610599e-10,4.52844770610599e-10
2001,4.986331906106248e-07,4.956165398718935e-10,4.956165398718935e-10
2002,4.814710012267045e-07,3.737937895717128e-10,3.737937895717128e-10
2003,4.6191382807592163e-07,3.846925952391952e-10,3.846925952391952e-10
2004,4.857828668848794e-07,3.5532869503894307e-10,3.5532869503894307e-10
2005,4.950534438259118e-07,3.629517321611177e-10,3.629517321611177e-10
2006,4.937940981822717e-07,3.1845909044734913e-10,3.1845909044734913e-10
2007,4.795917821606313e-07,3.3024180414096907e-10,3.3024180414096907e-10
2008,4.5480592396935595e-07,2.903370143509625e-10,2.903370143509625e-10
2009,4.4123034724309817e-07,2.6203260791327464e-10,2.6203260791327464e-10
2010,4.160103108980755e-07,2.4639512652413487e-10,2.4639512652413487e-10
2011,3.391020381319062e-07,2.1490340261300289e-10,2.1490340261300289e-10
2012,2.934663448123891e-07,1.7663970881225717e-10,1.7663970881225717e-10
2013,2.670350361151057e-07,1.8280853418341436e-10,1.8280853418341436e-10
2014,2.4861245963490675e-07,2.0741599311107402e-10,2.0741599311107402e-10
2015,2.425697443543738e-07,2.24126780626729e-10,2.24126780626729e-10
2016,2.2649276892090192e-07,2.0141544781233327e-10,2.0141544781233327e-10
2017,2.190920298517085e-07,2.1110362763421264e-10,2.1110362763421264e-10
2018,2.271379798912676e-07,2.3382628611123837e-10,2.3382628611123837e-10
2019,2.2487299489171164e-07,2.5490385496818035e-10,2.5490385496818035e-10
