ngram,Progressive,Progressve,Progresive,Progresive
1624,1.493321925798747e-07,0.0,0.0,0.0
1625,1.493321925798747e-07,0.0,0.0,0.0
1626,1.493321925798747e-07,0.0,0.0,0.0
1627,1.493321925798747e-07,0.0,0.0,0.0
1628,1.493321925798747e-07,0.0,0.0,0.0
1629,1.493321925798747e-07,0.0,0.0,0.0
1630,1.493321925798747e-07,0.0,0.0,0.0
1631,0.0,0.0,0.0,0.0
1632,0.0,0.0,0.0,0.0
1633,0.0,0.0,0.0,0.0
1634,1.2341816305446889e-07,0.0,0.0,0.0
1635,1.2341816305446889e-07,0.0,0.0,0.0
1636,2.1026257205189074e-07,0.0,0.0,0.0
1637,2.834226994049719e-07,0.0,0.0,0.0
1638,2.834226994049719e-07,0.0,0.0,0.0
1639,2.834226994049719e-07,0.0,0.0,0.0
1640,2.834226994049719e-07,0.0,0.0,0.0
1641,1.60004536350503e-07,0.0,0.0,0.0
1642,1.60004536350503e-07,0.0,0.0,0.0
1643,7.316012735308114e-08,0.0,0.0,0.0
1644,0.0,0.0,0.0,0.0
1645,0.0,0.0,0.0,0.0
1646,0.0,0.0,0.0,0.0
1647,0.0,0.0,0.0,0.0
1648,4.584923577307823e-08,0.0,0.0,0.0
1649,4.584923577307823e-08,0.0,0.0,0.0
1650,4.584923577307823e-08,0.0,0.0,0.0
1651,4.584923577307823e-08,0.0,0.0,0.0
1652,4.584923577307823e-08,0.0,0.0,0.0
1653,4.584923577307823e-08,0.0,0.0,0.0
1654,4.584923577307823e-08,0.0,0.0,0.0
1655,0.0,0.0,0.0,0.0
1656,0.0,0.0,0.0,0.0
1657,0.0,0.0,0.0,0.0
1658,0.0,0.0,0.0,0.0
1659,0.0,0.0,0.0,0.0
1660,0.0,0.0,0.0,0.0
1661,0.0,0.0,0.0,0.0
1662,0.0,0.0,0.0,0.0
1663,0.0,0.0,0.0,0.0
1664,1.5721192474822082e-07,0.0,0.0,0.0
1665,1.5721192474822082e-07,0.0,0.0,0.0
1666,1.5721192474822082e-07,0.0,0.0,0.0
1667,3.5192582410153203e-07,0.0,0.0,0.0
1668,3.5192582410153203e-07,0.0,0.0,0.0
1669,3.5192582410153203e-07,0.0,0.0,0.0
1670,3.5192582410153203e-07,0.0,0.0,0.0
1671,1.947138993533112e-07,0.0,0.0,0.0
1672,2.19314500782275e-07,0.0,0.0,0.0
1673,2.19314500782275e-07,0.0,0.0,0.0
1674,2.4600601428963794e-08,0.0,0.0,0.0
1675,5.8919100963196665e-08,0.0,0.0,0.0
1676,5.8919100963196665e-08,0.0,0.0,0.0
1677,5.8919100963196665e-08,0.0,0.0,0.0
1678,5.8919100963196665e-08,0.0,0.0,0.0
1679,3.431849953423287e-08,0.0,0.0,0.0
1680,5.2420428379004336e-08,0.0,0.0,0.0
1681,1.41923818221455e-07,0.0,0.0,0.0
1682,1.0760531868722215e-07,0.0,0.0,0.0
1683,2.400086884790653e-07,0.0,0.0,0.0
1684,2.400086884790653e-07,0.0,0.0,0.0
1685,2.602145201535677e-07,0.0,0.0,0.0
1686,2.602145201535677e-07,0.0,0.0,0.0
1687,2.833126809978889e-07,0.0,0.0,0.0
1688,1.938092911554382e-07,0.0,0.0,0.0
1689,1.938092911554382e-07,0.0,0.0,0.0
1690,1.2371679198557623e-07,0.0,0.0,0.0
1691,1.2371679198557623e-07,0.0,0.0,0.0
1692,1.0351096031107382e-07,0.0,0.0,0.0
1693,1.0351096031107382e-07,0.0,0.0,0.0
1694,8.669642121666194e-08,0.0,0.0,0.0
1695,1.3321683159769497e-07,0.0,0.0,0.0
1696,1.3321683159769497e-07,0.0,0.0,0.0
1697,8.560011061880296e-08,0.0,0.0,0.0
1698,9.59713811913129e-08,0.0,0.0,0.0
1699,1.3518000230305915e-07,0.0,0.0,0.0
1700,1.4817785500196935e-07,0.0,0.0,0.0
1701,2.10793138372927e-07,0.0,0.0,0.0
1702,2.481688475037507e-07,0.0,0.0,0.0
1703,2.702512672060818e-07,0.0,0.0,0.0
1704,2.988659519230298e-07,0.0,0.0,0.0
1705,3.25125900043791e-07,0.0,0.0,0.0
1706,3.0806804472506754e-07,0.0,0.0,0.0
1707,3.0722264503830435e-07,0.0,0.0,0.0
1708,2.298676784156279e-07,0.0,0.0,0.0
1709,2.662217164178011e-07,0.0,0.0,0.0
1710,2.4413929671547e-07,0.0,0.0,0.0
1711,2.10522791072825e-07,0.0,0.0,0.0
1712,1.8475499225749964e-07,0.0,0.0,0.0
1713,2.599663651332256e-07,0.0,0.0,0.0
1714,2.573855226728483e-07,0.0,9.571610551769742e-09,9.571610551769742e-09
1715,2.817067163667681e-07,0.0,9.571610551769742e-09,9.571610551769742e-09
1716,1.9687639150691082e-07,0.0,9.571610551769742e-09,9.571610551769742e-09
1717,2.198006074292737e-07,0.0,9.571610551769742e-09,9.571610551769742e-09
1718,2.4881705940060783e-07,0.0,9.571610551769742e-09,9.571610551769742e-09
1719,4.2233002720390035e-07,0.0,9.571610551769742e-09,9.571610551769742e-09
1720,3.340290167638419e-07,0.0,9.571610551769742e-09,9.571610551769742e-09
1721,3.3321746428782717e-07,0.0,0.0,0.0
1722,3.069779899484664e-07,0.0,0.0,0.0
1723,3.209595667336933e-07,0.0,0.0,0.0
1724,3.0390627056168083e-07,0.0,0.0,0.0
1725,2.799033959531373e-07,0.0,0.0,0.0
1726,1.4023949341484305e-07,0.0,0.0,0.0
1727,1.7907737464335177e-07,0.0,0.0,0.0
1728,1.8975599555151996e-07,0.0,0.0,0.0
1729,1.94772362302079e-07,0.0,0.0,0.0
1730,1.781039047037731e-07,0.0,0.0,0.0
1731,2.5583385974771643e-07,0.0,0.0,0.0
1732,2.473864775254242e-07,0.0,0.0,0.0
1733,2.0969876197390086e-07,0.0,0.0,0.0
1734,1.617997525167019e-07,0.0,0.0,0.0
1735,1.5529492561735685e-07,0.0,0.0,0.0
1736,1.646002724596331e-07,0.0,0.0,0.0
1737,1.526322052874158e-07,0.0,0.0,0.0
1738,6.90313304931221e-08,0.0,0.0,0.0
1739,7.5696472582162e-08,0.0,0.0,0.0
1740,9.862081741727837e-08,0.0,0.0,0.0
1741,1.1050351897016039e-07,0.0,0.0,0.0
1742,1.1032441144769628e-07,0.0,0.0,0.0
1743,9.790650474477453e-08,0.0,0.0,0.0
1744,9.499786151374273e-08,0.0,0.0,0.0
1745,9.499786151374273e-08,0.0,0.0,0.0
1746,9.70081269916331e-08,0.0,0.0,0.0
1747,8.3695619577741e-08,0.0,0.0,0.0
1748,7.545264984238592e-08,0.0,0.0,0.0
1749,6.269790528027183e-08,0.0,0.0,0.0
1750,5.63652431395667e-08,0.0,0.0,0.0
1751,4.5647278972588927e-08,0.0,0.0,0.0
1752,5.344445927083338e-08,0.0,0.0,0.0
1753,4.856923269918363e-08,0.0,0.0,0.0
1754,5.2852968985510936e-08,0.0,0.0,0.0
1755,9.159962058699226e-08,0.0,0.0,0.0
1756,9.767056167017277e-08,0.0,0.0,0.0
1757,1.1264256981137675e-07,0.0,0.0,0.0
1758,1.0861187733317885e-07,0.0,0.0,0.0
1759,1.008146970349344e-07,0.0,0.0,0.0
1760,1.0938556194162175e-07,0.0,0.0,0.0
1761,1.2454759382559848e-07,0.0,0.0,0.0
1762,9.289153852470073e-08,0.0,0.0,0.0
1763,1.0101397077530042e-07,0.0,0.0,0.0
1764,9.398594994333312e-08,0.0,0.0,0.0
1765,9.97205903883826e-08,0.0,0.0,0.0
1766,1.1332479894170839e-07,0.0,0.0,0.0
1767,9.76397314746334e-08,0.0,0.0,0.0
1768,8.033284310775863e-08,0.0,0.0,0.0
1769,9.092633287569437e-08,0.0,0.0,0.0
1770,1.0267925379788981e-07,0.0,0.0,0.0
1771,9.143653504192376e-08,0.0,0.0,0.0
1772,1.0895512860185721e-07,0.0,0.0,0.0
1773,1.0573168347199108e-07,0.0,0.0,0.0
1774,1.161494966238154e-07,0.0,0.0,0.0
1775,1.0315138812952032e-07,0.0,0.0,0.0
1776,1.1980074430896691e-07,0.0,0.0,0.0
1777,1.0844470210713553e-07,0.0,0.0,0.0
1778,1.1678813344977762e-07,0.0,0.0,0.0
1779,1.4422271630922167e-07,0.0,0.0,0.0
1780,1.455876546937621e-07,0.0,0.0,0.0
1781,1.4943799137816833e-07,0.0,0.0,0.0
1782,1.67400081352298e-07,0.0,0.0,0.0
1783,1.533474969863034e-07,0.0,0.0,0.0
1784,1.4375066115235313e-07,0.0,0.0,0.0
1785,1.467340869762016e-07,0.0,0.0,0.0
1786,1.2510104495179674e-07,0.0,0.0,0.0
1787,1.4042731777408335e-07,0.0,0.0,0.0
1788,1.3628018637388906e-07,0.0,0.0,0.0
1789,1.579127249280126e-07,0.0,0.0,0.0
1790,1.6713758757954826e-07,0.0,0.0,0.0
1791,1.9580912383584552e-07,0.0,0.0,0.0
1792,1.9862967296343674e-07,0.0,0.0,0.0
1793,1.9999206557486104e-07,0.0,0.0,0.0
1794,2.1483548603587872e-07,0.0,0.0,0.0
1795,2.1364250305363646e-07,0.0,0.0,0.0
1796,1.9955983024796557e-07,0.0,0.0,0.0
1797,2.0553211044216368e-07,0.0,0.0,0.0
1798,2.0195730497464736e-07,0.0,0.0,0.0
1799,2.394760839154385e-07,0.0,6.00769592803577e-10,6.00769592803577e-10
1800,2.627609530593743e-07,0.0,6.00769592803577e-10,6.00769592803577e-10
1801,2.853888848416578e-07,0.0,6.00769592803577e-10,6.00769592803577e-10
1802,3.1779728106227723e-07,0.0,6.00769592803577e-10,6.00769592803577e-10
1803,3.2441594198319633e-07,0.0,6.00769592803577e-10,6.00769592803577e-10
1804,3.286192204703704e-07,0.0,6.00769592803577e-10,6.00769592803577e-10
1805,3.42414572125043e-07,0.0,6.00769592803577e-10,6.00769592803577e-10
1806,3.1737904748752044e-07,0.0,0.0,0.0
1807,2.9278949601315875e-07,0.0,0.0,0.0
1808,2.7414199215464965e-07,0.0,0.0,0.0
1809,2.705691396645956e-07,0.0,0.0,0.0
1810,2.5467284712833914e-07,0.0,0.0,0.0
1811,2.415873642088887e-07,0.0,0.0,0.0
1812,2.397145197262164e-07,0.0,0.0,0.0
1813,2.5905697701286303e-07,0.0,0.0,0.0
1814,2.6027020843295237e-07,0.0,0.0,0.0
1815,2.7077147381403067e-07,0.0,0.0,0.0
1816,2.87495554727814e-07,0.0,1.901727188423154e-10,1.901727188423154e-10
1817,2.9906797546378326e-07,0.0,1.901727188423154e-10,1.901727188423154e-10
1818,2.981941662483223e-07,0.0,1.901727188423154e-10,1.901727188423154e-10
1819,2.994671746137101e-07,0.0,1.901727188423154e-10,1.901727188423154e-10
1820,3.0242984142400277e-07,0.0,1.901727188423154e-10,1.901727188423154e-10
1821,3.177186016500855e-07,0.0,1.901727188423154e-10,1.901727188423154e-10
1822,2.911412804808476e-07,0.0,1.901727188423154e-10,1.901727188423154e-10
1823,2.7753350195780513e-07,0.0,0.0,0.0
1824,2.902207825172809e-07,0.0,0.0,0.0
1825,3.066943483937783e-07,0.0,0.0,0.0
1826,3.025131048519013e-07,0.0,0.0,0.0
1827,2.921638753150546e-07,0.0,0.0,0.0
1828,2.8271904893374865e-07,0.0,0.0,0.0
1829,3.2900632618293457e-07,0.0,0.0,0.0
1830,3.292126393716899e-07,0.0,9.530454203598993e-11,9.530454203598993e-11
1831,3.3468356264165777e-07,0.0,9.530454203598993e-11,9.530454203598993e-11
1832,3.648867448191595e-07,0.0,9.530454203598993e-11,9.530454203598993e-11
1833,3.7947567323369314e-07,0.0,9.530454203598993e-11,9.530454203598993e-11
1834,3.8997769382019344e-07,0.0,9.530454203598993e-11,9.530454203598993e-11
1835,3.955245761387362e-07,0.0,9.530454203598993e-11,9.530454203598993e-11
1836,3.717351749596024e-07,0.0,9.530454203598993e-11,9.530454203598993e-11
1837,3.829976468036226e-07,0.0,0.0,0.0
1838,3.8949186529992274e-07,0.0,0.0,0.0
1839,3.720324497992676e-07,0.0,0.0,0.0
1840,3.7336568376693844e-07,0.0,0.0,0.0
1841,3.8522760600504367e-07,0.0,0.0,0.0
1842,4.30288711835861e-07,0.0,0.0,0.0
1843,4.511522441979261e-07,0.0,0.0,0.0
1844,4.6711638544495925e-07,0.0,0.0,0.0
1845,4.75885558768953e-07,0.0,0.0,0.0
1846,4.887881784400503e-07,0.0,0.0,0.0
1847,5.391545008543679e-07,0.0,0.0,0.0
1848,5.630245831460863e-07,0.0,0.0,0.0
1849,5.497181965503322e-07,0.0,5.3739536630205616e-11,5.3739536630205616e-11
1850,5.829170837452174e-07,0.0,1.0120944558624144e-10,1.0120944558624144e-10
1851,5.994098200647256e-07,0.0,1.4763804068174124e-10,1.4763804068174124e-10
1852,6.353980178833549e-07,0.0,1.4763804068174124e-10,1.4763804068174124e-10
1853,6.701834130191336e-07,0.0,1.4763804068174124e-10,1.4763804068174124e-10
1854,6.515022050734842e-07,0.0,1.4763804068174124e-10,1.4763804068174124e-10
1855,6.795078856417344e-07,0.0,2.0013978966179228e-10,2.0013978966179228e-10
1856,7.195224449268218e-07,0.0,1.4640025303158666e-10,1.4640025303158666e-10
1857,7.393021925443983e-07,0.0,9.893034407555084e-11,9.893034407555084e-11
1858,7.678536430181079e-07,0.0,5.250174898005103e-11,5.250174898005103e-11
1859,8.283941984440649e-07,6.09293885186649e-11,5.250174898005103e-11,5.250174898005103e-11
1860,8.511929974831998e-07,6.09293885186649e-11,1.7449216674744354e-10,1.7449216674744354e-10
1861,9.133801849462284e-07,6.09293885186649e-11,2.309788471599461e-10,2.309788471599461e-10
1862,9.186766598239566e-07,6.09293885186649e-11,2.341953694465612e-10,2.341953694465612e-10
1863,9.094457595892891e-07,6.09293885186649e-11,2.819332505550014e-10,2.819332505550014e-10
1864,9.062984044508735e-07,6.09293885186649e-11,3.290283720084172e-10,3.290283720084172e-10
1865,9.141408392159584e-07,6.09293885186649e-11,3.290283720084172e-10,3.290283720084172e-10
1866,8.673104860333427e-07,0.0,3.290283720084172e-10,3.290283720084172e-10
1867,8.672338042612994e-07,0.0,2.0703795424102467e-10,2.0703795424102467e-10
1868,8.426873867912426e-07,0.0,1.505512738285221e-10,1.505512738285221e-10
1869,8.42293080235582e-07,0.0,1.3441888871820344e-10,1.3441888871820344e-10
1870,8.607529967516062e-07,0.0,1.289174679706763e-10,1.289174679706763e-10
1871,8.74035533472904e-07,4.057606235135276e-11,8.182234651726056e-11,8.182234651726056e-11
1872,8.706581979822658e-07,4.057606235135276e-11,8.182234651726056e-11,8.182234651726056e-11
1873,8.722676219414487e-07,4.057606235135276e-11,8.182234651726056e-11,8.182234651726056e-11
1874,8.757342422021403e-07,8.031677703864863e-11,1.2156306120455644e-10,1.2156306120455644e-10
1875,8.724890514193768e-07,8.031677703864863e-11,1.616780915496869e-10,1.616780915496869e-10
1876,8.665366928133673e-07,8.031677703864863e-11,1.2209220539333947e-10,1.2209220539333947e-10
1877,8.533635228299577e-07,8.031677703864863e-11,7.985574503242634e-11,7.985574503242634e-11
1878,8.494012360772883e-07,3.974071468729587e-11,7.985574503242634e-11,7.985574503242634e-11
1879,8.521597172667888e-07,3.974071468729587e-11,1.4968337283935033e-10,1.4968337283935033e-10
1880,8.527315376990632e-07,3.974071468729587e-11,1.4968337283935033e-10,1.4968337283935033e-10
1881,8.483373546498894e-07,0.0,2.362050396545864e-10,2.362050396545864e-10
1882,8.606927264866369e-07,0.0,3.58137908218481e-10,3.58137908218481e-10
1883,9.048077669961328e-07,0.0,3.9026053618876743e-10,3.9026053618876743e-10
1884,9.62256836243926e-07,0.0,3.9026053618876743e-10,3.9026053618876743e-10
1885,9.74285918735924e-07,0.0,4.48307091846115e-10,4.48307091846115e-10
1886,1.0203204721749768e-06,0.0,4.612453137685181e-10,4.612453137685181e-10
1887,1.0512112161060422e-06,5.526793705230253e-11,5.441472213295131e-10,5.441472213295131e-10
1888,1.1214314749200379e-06,5.526793705230253e-11,4.4488768224937303e-10,4.4488768224937303e-10
1889,1.196236813224719e-06,5.526793705230253e-11,3.3518157297304386e-10,3.3518157297304386e-10
1890,1.2547519645522698e-06,5.526793705230253e-11,3.789460194049608e-10,3.789460194049608e-10
1891,1.2989167186918036e-06,5.526793705230253e-11,4.0455107121393855e-10,4.0455107121393855e-10
1892,1.3857650336441502e-06,5.526793705230253e-11,4.1391926394343924e-10,4.1391926394343924e-10
1893,1.4307942787386959e-06,1.24452959842409e-10,6.540168327541705e-10,6.540168327541705e-10
1894,1.4949769950232752e-06,9.127679564561016e-11,6.152984709041829e-10,6.152984709041829e-10
1895,1.5226342416748854e-06,9.127679564561016e-11,6.094668361259334e-10,6.094668361259334e-10
1896,1.5429777542002349e-06,9.127679564561016e-11,6.73407601506756e-10,6.73407601506756e-10
1897,1.5675428650346085e-06,9.127679564561016e-11,6.532507927449669e-10,6.532507927449669e-10
1898,1.582797446124979e-06,9.127679564561016e-11,1.0244854448908975e-09,1.0244854448908975e-09
1899,1.5755637475324744e-06,1.0949070221905849e-10,9.752846030774975e-10,9.752846030774975e-10
1900,1.6139633284443074e-06,4.0305679428951995e-11,1.0499744764112607e-09,1.0499744764112607e-09
1901,1.6667370346112875e-06,1.8213906573448314e-11,1.0743376783433384e-09,1.0743376783433384e-09
1902,1.6811824577546628e-06,1.8213906573448314e-11,1.0703847609848184e-09,1.0703847609848184e-09
1903,1.730326484253705e-06,3.415305141870764e-11,1.0497370710777736e-09,1.0497370710777736e-09
1904,1.806670135400574e-06,3.415305141870764e-11,1.0574217652286372e-09,1.0574217652286372e-09
1905,1.844582454525932e-06,3.415305141870764e-11,7.368163737872127e-10,7.368163737872127e-10
1906,1.927756215991394e-06,1.5939144845259332e-11,8.116923839412188e-10,8.116923839412188e-10
1907,2.02505340699385e-06,3.058931877638774e-11,4.727397877919109e-10,4.727397877919109e-10
1908,2.152940104289363e-06,3.058931877638774e-11,6.649576722583816e-10,6.649576722583816e-10
1909,2.6618014479546607e-06,5.8151336920378835e-11,1.1162936884380669e-09,1.1162936884380669e-09
1910,3.2528202739610734e-06,4.2212192075119503e-11,1.4614232958707974e-09,1.4614232958707974e-09
1911,3.7455275625169245e-06,4.2212192075119503e-11,2.0829269975486397e-09,2.0829269975486397e-09
1912,4.091562037241861e-06,4.2212192075119503e-11,2.237318409901791e-09,2.237318409901791e-09
1913,4.511546844046929e-06,8.510594808251528e-11,2.4444847891911893e-09,2.4444847891911893e-09
1914,4.673116044224506e-06,9.968875328400121e-11,2.590514945412435e-09,2.590514945412435e-09
1915,4.7347108582990975e-06,9.968875328400121e-11,2.441321367285809e-09,2.441321367285809e-09
1916,4.441867531568278e-06,7.212673514001011e-11,2.1834931323334264e-09,2.1834931323334264e-09
1917,4.026351104714974e-06,7.212673514001011e-11,1.8684202677096297e-09,1.8684202677096297e-09
1918,3.692186445342876e-06,8.650697420302983e-11,1.3848249451926214e-09,1.3848249451926214e-09
1919,3.632874008222383e-06,8.650697420302983e-11,1.2820509415994203e-09,1.2820509415994203e-09
1920,3.405757914671475e-06,4.3613218195634065e-11,1.1210045748809095e-09,1.1210045748809095e-09
1921,3.543253114912659e-06,1.4380239063019725e-11,1.1693781974488259e-09,1.1693781974488259e-09
1922,3.649981603562732e-06,1.4380239063019725e-11,1.2751688118127292e-09,1.2751688118127292e-09
1923,3.815247704811295e-06,1.4380239063019725e-11,1.309977190214592e-09,1.309977190214592e-09
1924,3.8712030995416824e-06,1.4380239063019725e-11,1.5506085225349052e-09,1.5506085225349052e-09
1925,3.932836891960635e-06,0.0,1.7403731709743552e-09,1.7403731709743552e-09
1926,3.949283284652795e-06,1.1461481763674897e-10,1.72713626733767e-09,1.72713626733767e-09
1927,4.025250258824339e-06,3.1926022936445975e-10,1.656141469995122e-09,1.656141469995122e-09
1928,3.942487865060684e-06,4.104981751343725e-10,1.5399939181013978e-09,1.5399939181013978e-09
1929,3.980057726948871e-06,4.104981751343725e-10,1.3479180470201057e-09,1.3479180470201057e-09
1930,3.8916647814143545e-06,4.104981751343725e-10,1.238520555954129e-09,1.238520555954129e-09
1931,3.942998448889869e-06,4.104981751343725e-10,9.246636353424772e-10,9.246636353424772e-10
1932,3.9949943909180415e-06,4.104981751343725e-10,5.335756479509155e-10,5.335756479509155e-10
1933,4.078613398762952e-06,2.9588335749762354e-10,5.347966236524115e-10,5.347966236524115e-10
1934,4.1455907324104506e-06,9.123794576991275e-11,5.78920867593575e-10,5.78920867593575e-10
1935,4.274406559748708e-06,2.222233310065848e-11,5.309532773762576e-10,5.309532773762576e-10
1936,4.4292957811973925e-06,2.222233310065848e-11,5.894172094844663e-10,5.894172094844663e-10
1937,4.840733579060595e-06,2.222233310065848e-11,7.225892701650289e-10,7.225892701650289e-10
1938,4.973082793315241e-06,2.222233310065848e-11,9.093980092776479e-10,9.093980092776479e-10
1939,5.016410016521279e-06,4.711635843384394e-11,1.0587621652418428e-09,1.0587621652418428e-09
1940,4.993302159813798e-06,2.2766920095205834e-10,1.0203061570227386e-09,1.0203061570227386e-09
1941,5.035059725092392e-06,2.2766920095205834e-10,9.079667811257813e-10,9.079667811257813e-10
1942,4.8971730523460015e-06,2.0544686785139987e-10,9.187096321789617e-10,9.187096321789617e-10
1943,4.790841817988881e-06,2.2690019307880505e-10,9.207732037148325e-10,9.207732037148325e-10
1944,4.524334079698227e-06,2.2690019307880505e-10,7.65292115393176e-10,7.65292115393176e-10
1945,4.54946205406616e-06,2.644390341620197e-10,8.263280853222049e-10,8.263280853222049e-10
1946,4.575623734126566e-06,2.5609311298564156e-10,8.589930830130551e-10,8.589930830130551e-10
1947,4.5965113193752975e-06,7.554027046742716e-11,9.140691061203045e-10,9.140691061203045e-10
1948,4.5238166421768256e-06,7.554027046742716e-11,1.0508691060197505e-09,1.0508691060197505e-09
1949,4.604422039327412e-06,1.0955259517014021e-10,1.1553108707802145e-09,1.1553108707802145e-09
1950,4.54480979377487e-06,8.809926994273504e-11,1.204857372602167e-09,1.204857372602167e-09
1951,4.581624385277142e-06,1.0464836834391176e-10,1.3392659203859125e-09,1.3392659203859125e-09
1952,4.5220751547146524e-06,6.710952726069713e-11,1.3055823247906266e-09,1.3055823247906266e-09
1953,4.503195798731342e-06,5.056142310388978e-11,1.405959428245142e-09,1.405959428245142e-09
1954,4.4289627112448215e-06,5.056142310388978e-11,1.360599355404446e-09,1.360599355404446e-09
1955,4.3928802629774765e-06,5.056142310388978e-11,1.3542476267376052e-09,1.3542476267376052e-09
1956,4.339054027825893e-06,5.6953115834534884e-11,1.3925977751913114e-09,1.3925977751913114e-09
