ngram,Progressive,Progressve,Progresive,Progresive
1957,4.40342546426109e-06,5.6953115834534884e-11,1.4483938572316747e-09,1.4483938572316747e-09
1958,4.267677988017178e-06,4.040401743335817e-11,1.307273646476505e-09,1.307273646476505e-09
1959,4.180789281755486e-06,6.29918954299567e-11,1.130998025392468e-09,1.130998025392468e-09
1960,4.165089194430038e-06,6.29918954299567e-11,1.0074096794860615e-09,1.0074096794860615e-09
1961,4.2251107125983774e-06,7.424746432750849e-11,1.0216140631870628e-09,1.0216140631870628e-09
1962,4.3328989574677375e-06,7.424746432750849e-11,1.0237886253047383e-09,1.0237886253047383e-09
1963,4.3594629590058635e-06,6.355501739964607e-11,9.893455102779773e-10,9.893455102779773e-10
1964,4.31841057694068e-06,8.154163752946023e-11,1.0410089932934495e-09,1.0410089932934495e-09
1965,4.393498849302497e-06,8.154163752946023e-11,1.101379273496913e-09,1.101379273496913e-09
1966,4.4375155344563865e-06,6.774683096257204e-11,1.107751549219874e-09,1.107751549219874e-09
1967,4.440826679846006e-06,9.42808678350282e-11,1.1965846488263106e-09,1.1965846488263106e-09
1968,4.440552662085143e-06,8.302529893747642e-11,1.2989849830700807e-09,1.2989849830700807e-09
1969,4.4568383340707185e-06,1.0097907034354949e-10,1.4446456094877443e-09,1.4446456094877443e-09
1970,4.512636418699653e-06,8.003700876660754e-11,1.4208243153441507e-09,1.4208243153441507e-09
1971,4.5585201665484675e-06,6.205038863679339e-11,1.258563055360286e-09,1.258563055360286e-09
1972,4.528509374982345e-06,7.0745833794358e-11,1.3171580730870452e-09,1.3171580730870452e-09
1973,4.552293570928409e-06,6.195276236464764e-11,1.311229347322751e-09,1.311229347322751e-09
1974,4.5209866844483515e-06,5.171373151131269e-11,1.2183808882428237e-09,1.2183808882428237e-09
1975,4.5168433514066105e-06,8.415173220953167e-11,1.1687609451677921e-09,1.1687609451677921e-09
1976,4.4385321546412475e-06,1.0638011602567436e-10,1.163716155185211e-09,1.163716155185211e-09
1977,4.432190897724857e-06,1.1366342886739592e-10,1.2123223853371152e-09,1.2123223853371152e-09
1978,4.398115379444789e-06,1.1366342886739592e-10,1.3928819922856155e-09,1.3928819922856155e-09
1979,4.437245479493868e-06,1.13095684603096e-10,1.4350145437015881e-09,1.4350145437015881e-09
1980,4.394781691579348e-06,1.3660616784586362e-10,1.76740817219618e-09,1.76740817219618e-09
1981,4.398350808644734e-06,1.3557075898403984e-10,2.001725341038707e-09,2.001725341038707e-09
1982,4.415919387871067e-06,1.1795574834343776e-10,2.107047155800298e-09,2.107047155800298e-09
1983,4.443916168384021e-06,8.517609881297794e-11,2.159518738434737e-09,2.159518738434737e-09
1984,4.431657089298824e-06,6.912327704270257e-11,2.1840235810342635e-09,2.1840235810342635e-09
1985,4.469069088892346e-06,8.359142693513201e-11,2.1616303350465873e-09,2.1616303350465873e-09
1986,4.483697856423012e-06,8.237228111908555e-11,2.2872038548829974e-09,2.2872038548829974e-09
1987,4.5478708281215015e-06,5.886179787631792e-11,2.2117634707845876e-09,2.2117634707845876e-09
1988,4.613624696503393e-06,5.053361053021708e-11,2.0860373270029495e-09,2.0860373270029495e-09
1989,4.587311780466864e-06,4.2362632251309e-11,2.0528034034532946e-09,2.0528034034532946e-09
1990,4.593868002952409e-06,6.158997567903438e-11,1.980076721633647e-09,1.980076721633647e-09
1991,4.6234434713759195e-06,8.129778051154827e-11,2.077546452332919e-09,2.077546452332919e-09
1992,4.631286563900565e-06,7.319197678490319e-11,2.02969236655954e-09,2.02969236655954e-09
1993,4.639768251633671e-06,7.916614040902127e-11,1.8871177477817825e-09,1.8871177477817825e-09
1994,4.725914095615735e-06,7.916614040902127e-11,1.8385134208693493e-09,1.8385134208693493e-09
1995,4.760712272400269e-06,7.223473059782469e-11,1.8178308382386733e-09,1.8178308382386733e-09
1996,4.842874724480291e-06,6.558271881911587e-11,1.8689521517702344e-09,1.8689521517702344e-09
1997,4.8784600039653014e-06,3.8952869699634565e-11,1.771286736332708e-09,1.771286736332708e-09
1998,4.858067443689963e-06,3.657842778670428e-11,1.5898798626829652e-09,1.5898798626829652e-09
1999,4.852276041284702e-06,3.0216081620919915e-11,1.5833997763741487e-09,1.5833997763741487e-09
2000,4.800028623971489e-06,1.7333362919583604e-11,1.4775747768171398e-09,1.4775747768171398e-09
2001,4.687063795115266e-06,1.7333362919583604e-11,1.421825847534665e-09,1.421825847534665e-09
2002,4.63446979535677e-06,1.7333362919583604e-11,1.265011714427341e-09,1.265011714427341e-09
2003,4.568989489988391e-06,2.2491500229720226e-11,1.070252196390596e-09,1.070252196390596e-09
2004,4.488397670294424e-06,2.753804624809421e-11,9.906322349730245e-10,9.906322349730245e-10
2005,4.4480277990390145e-06,1.0204683328510607e-11,9.266076715443359e-10,9.266076715443359e-10
2006,4.365242862799537e-06,1.0204683328510607e-11,8.091228163666284e-10,8.091228163666284e-10
2007,4.288316566609345e-06,1.0204683328510607e-11,7.496093745729127e-10,7.496093745729127e-10
2008,4.1914753572720135e-06,1.0204683328510607e-11,6.173269990432978e-10,6.173269990432978e-10
2009,4.069711946743025e-06,1.8502041664631667e-11,5.646195713352295e-10,5.646195713352295e-10
2010,3.970171649468414e-06,1.3343904354495046e-11,5.189344410532521e-10,5.189344410532521e-10
2011,3.861523314948759e-06,1.2939755417955873e-11,4.664482332130047e-10,4.664482332130047e-10
2012,3.819781925683076e-06,1.827961294236553e-11,4.639363298292969e-10,4.639363298292969e-10
2013,3.7893520519511573e-06,1.827961294236553e-11,4.237860023221478e-10,4.237860023221478e-10
2014,3.7413625315301554e-06,1.827961294236553e-11,4.3143492350112515e-10,4.3143492350112515e-10
2015,3.6517775957431046e-06,2.3710284232013125e-11,3.3661426225771255e-10,3.3661426225771255e-10
2016,3.640376722354891e-06,1.5412925895892063e-11,3.347172578787345e-10,3.347172578787345e-10
2017,3.6150461634557964e-06,1.7981746878540743e-11,3.475175563982802e-10,3.475175563982802e-10
2018,3.6344091313367245e-06,1.5078740339680152e-11,3.8452428741120315e-10,3.8452428741120315e-10
2019,3.5365350186111755e-06,9.503674756883296e-12,2.9376034590966604e-10,2.9376034590966604e-10
