ngram,Shell,Sheel,Shll,Sheel
1582,0.0,9.904608435005815e-07,0.0,9.904608435005815e-07
1583,0.0,9.904608435005815e-07,0.0,9.904608435005815e-07
1584,0.0,9.904608435005815e-07,0.0,9.904608435005815e-07
1585,0.0,9.904608435005815e-07,0.0,9.904608435005815e-07
1586,0.0,9.904608435005815e-07,0.0,9.904608435005815e-07
1587,0.0,0.0,0.0,0.0
1588,0.0,0.0,0.0,0.0
1589,0.0,0.0,0.0,0.0
1590,0.0,0.0,0.0,0.0
1591,0.0,0.0,0.0,0.0
1592,0.0,0.0,0.0,0.0
1593,0.0,0.0,0.0,0.0
1594,0.0,0.0,0.0,0.0
1595,0.0,0.0,0.0,0.0
1596,0.0,0.0,0.0,0.0
1597,0.0,0.0,0.0,0.0
1598,1.3270174901793196e-07,0.0,0.0,0.0
1599,1.3270174901793196e-07,0.0,0.0,0.0
1600,1.3270174901793196e-07,0.0,0.0,0.0
1601,1.3270174901793196e-07,0.0,0.0,0.0
1602,2.3710246718370138e-07,0.0,0.0,0.0
1603,2.3710246718370138e-07,0.0,0.0,0.0
1604,2.3710246718370138e-07,0.0,0.0,0.0
1605,1.0440071816576944e-07,0.0,0.0,0.0
1606,1.0440071816576944e-07,0.0,0.0,0.0
1607,1.0440071816576944e-07,0.0,0.0,0.0
1608,1.0440071816576944e-07,0.0,0.0,0.0
1609,0.0,0.0,0.0,0.0
1610,0.0,0.0,0.0,0.0
1611,0.0,0.0,0.0,0.0
1612,0.0,0.0,0.0,0.0
1613,0.0,0.0,0.0,0.0
1614,0.0,0.0,0.0,0.0
1615,0.0,0.0,0.0,0.0
1616,0.0,0.0,0.0,0.0
1617,0.0,0.0,0.0,0.0
1618,9.847713857068032e-08,0.0,0.0,0.0
1619,9.847713857068032e-08,0.0,0.0,0.0
1620,1.9921605241636696e-07,0.0,0.0,0.0
1621,1.9921605241636696e-07,0.0,0.0,0.0
1622,2.6956446065794027e-07,0.0,0.0,0.0
1623,2.6956446065794027e-07,0.0,0.0,0.0
1624,2.3602151242942327e-06,0.0,0.0,0.0
1625,2.261737985723552e-06,0.0,0.0,0.0
1626,2.261737985723552e-06,0.0,0.0,0.0
1627,2.1609990718778656e-06,0.0,0.0,0.0
1628,2.1609990718778656e-06,0.0,0.0,0.0
1629,2.090650663636292e-06,0.0,0.0,0.0
1630,2.1768996621826124e-06,0.0,0.0,0.0
1631,3.1296894219069925e-07,0.0,0.0,0.0
1632,4.96221210661523e-07,0.0,0.0,0.0
1633,4.96221210661523e-07,0.0,0.0,0.0
1634,4.96221210661523e-07,0.0,0.0,0.0
1635,7.431803510371537e-07,0.0,0.0,0.0
1636,7.431803510371537e-07,8.684440899742185e-08,0.0,8.684440899742185e-08
1637,8.032516071969959e-07,8.684440899742185e-08,0.0,8.684440899742185e-08
1638,6.438667006542736e-07,8.684440899742185e-08,0.0,8.684440899742185e-08
1639,4.606144321834498e-07,8.684440899742185e-08,0.0,8.684440899742185e-08
1640,5.634224870781119e-07,8.684440899742185e-08,0.0,8.684440899742185e-08
1641,5.634224870781119e-07,8.684440899742185e-08,0.0,8.684440899742185e-08
1642,3.164633467024812e-07,8.684440899742185e-08,0.0,8.684440899742185e-08
1643,4.0678579336729725e-07,0.0,0.0,0.0
1644,3.52127005141613e-07,0.0,0.0,0.0
1645,3.830256300066789e-07,0.0,0.0,0.0
1646,3.830256300066789e-07,0.0,0.0,0.0
1647,2.802175751120168e-07,0.0,0.0,0.0
1648,3.2606681088509504e-07,0.0,0.0,0.0
1649,4.042945858730361e-07,0.0,0.0,0.0
1650,7.092533808515457e-07,0.0,0.0,0.0
1651,7.035920767910804e-07,0.0,0.0,0.0
1652,7.723725973716813e-07,0.0,0.0,0.0
1653,9.231241538795334e-07,0.0,0.0,0.0
1654,1.047573708287278e-06,0.0,0.0,0.0
1655,1.234136651159393e-06,5.81030446612983e-08,0.0,5.81030446612983e-08
1656,1.2012162073915533e-06,5.81030446612983e-08,0.0,5.81030446612983e-08
1657,8.893482653807691e-07,5.81030446612983e-08,0.0,5.81030446612983e-08
1658,8.033481029607563e-07,5.81030446612983e-08,0.0,5.81030446612983e-08
1659,6.685011056463606e-07,5.81030446612983e-08,0.0,5.81030446612983e-08
1660,5.979243492707351e-07,5.81030446612983e-08,0.0,5.81030446612983e-08
1661,4.734747948629904e-07,5.81030446612983e-08,0.0,5.81030446612983e-08
1662,1.6620576579790786e-06,0.0,0.0,0.0
1663,1.6824453053589293e-06,0.0,0.0,0.0
1664,3.32836316171584e-06,0.0,0.0,0.0
1665,3.548821250579489e-06,0.0,0.0,0.0
1666,3.956086434949871e-06,0.0,0.0,0.0
1667,4.7845764876391125e-06,0.0,0.0,0.0
1668,5.134602214898873e-06,0.0,0.0,0.0
1669,4.282734916419681e-06,0.0,0.0,0.0
1670,4.332987438309439e-06,0.0,0.0,0.0
1671,2.7209868643954645e-06,0.0,0.0,0.0
1672,2.746534781700965e-06,0.0,0.0,0.0
1673,2.4555596382924705e-06,0.0,0.0,0.0
1674,1.7746084495229297e-06,0.0,0.0,0.0
1675,1.6304937194685668e-06,0.0,0.0,0.0
1676,1.2331520175783744e-06,0.0,0.0,0.0
1677,1.3858941006869178e-06,0.0,0.0,0.0
1678,6.825844837164498e-06,0.0,0.0,0.0
1679,6.718269446537306e-06,2.3071769256992932e-08,0.0,2.3071769256992932e-08
1680,6.750831516910694e-06,2.3071769256992932e-08,0.0,2.3071769256992932e-08
1681,6.881131412228569e-06,2.3071769256992932e-08,0.0,2.3071769256992932e-08
1682,8.812289869248552e-06,2.3071769256992932e-08,0.0,2.3071769256992932e-08
1683,9.214251739259843e-06,2.3071769256992932e-08,0.0,2.3071769256992932e-08
1684,9.091670059595864e-06,2.3071769256992932e-08,0.0,2.3071769256992932e-08
1685,4.201181208632729e-06,2.3071769256992932e-08,0.0,2.3071769256992932e-08
1686,4.339042675383098e-06,0.0,0.0,0.0
1687,4.528824173835996e-06,0.0,0.0,0.0
1688,4.776501149145977e-06,0.0,0.0,0.0
1689,3.081428060016021e-06,0.0,0.0,0.0
1690,2.777693924014914e-06,0.0,0.0,0.0
1691,3.2432373180719357e-06,0.0,0.0,0.0
1692,3.4994985591246016e-06,0.0,0.0,0.0
1693,3.5994208116920035e-06,0.0,0.0,0.0
1694,3.716331028564517e-06,0.0,0.0,0.0
1695,4.134089554749412e-06,0.0,0.0,0.0
1696,5.628844486896664e-06,0.0,0.0,0.0
1697,6.475586133092293e-06,0.0,0.0,0.0
1698,6.216558046747066e-06,0.0,0.0,0.0
1699,6.260650349889017e-06,0.0,0.0,0.0
1700,7.028247085015339e-06,0.0,0.0,0.0
1701,8.048550528526124e-06,0.0,0.0,0.0
1702,9.14647473239581e-06,0.0,0.0,0.0
1703,8.302803150529923e-06,0.0,0.0,0.0
1704,7.723077260379796e-06,0.0,0.0,0.0
1705,8.771598199278482e-06,0.0,0.0,0.0
1706,8.258542883205727e-06,0.0,0.0,0.0
1707,7.576525019560774e-06,0.0,0.0,0.0
1708,6.878763412844689e-06,0.0,9.645867342961928e-09,0.0
1709,8.761720437178155e-06,0.0,9.645867342961928e-09,0.0
1710,8.873692357675672e-06,0.0,9.645867342961928e-09,0.0
1711,8.879433218161076e-06,0.0,9.645867342961928e-09,0.0
1712,8.151821085838102e-06,0.0,9.645867342961928e-09,0.0
1713,8.703805828450381e-06,0.0,9.645867342961928e-09,0.0
1714,8.95031182933183e-06,0.0,9.645867342961928e-09,0.0
1715,8.785433107862315e-06,0.0,0.0,0.0
1716,5.436369714776187e-06,0.0,0.0,0.0
1717,5.003100016308183e-06,0.0,0.0,0.0
1718,5.969972075295768e-06,0.0,0.0,0.0
1719,7.5287113889187045e-06,0.0,0.0,0.0
1720,8.099272300959065e-06,0.0,0.0,0.0
1721,8.529780643584672e-06,0.0,0.0,0.0
1722,8.363516891612172e-06,0.0,0.0,0.0
1723,9.369372427110128e-06,0.0,0.0,0.0
1724,9.37842280888747e-06,0.0,0.0,0.0
1725,8.118780767420373e-06,1.4705906080182883e-08,0.0,1.4705906080182883e-08
1726,6.8126966782853875e-06,1.4705906080182883e-08,0.0,1.4705906080182883e-08
1727,6.1529842371653236e-06,1.4705906080182883e-08,0.0,1.4705906080182883e-08
1728,6.18697699142753e-06,1.4705906080182883e-08,0.0,1.4705906080182883e-08
1729,6.160276955467582e-06,1.4705906080182883e-08,0.0,1.4705906080182883e-08
1730,5.407493907633969e-06,1.4705906080182883e-08,0.0,1.4705906080182883e-08
1731,5.511437523507214e-06,1.4705906080182883e-08,0.0,1.4705906080182883e-08
1732,6.231508320654809e-06,0.0,0.0,0.0
1733,5.6706091007591956e-06,0.0,0.0,0.0
1734,6.090573671307149e-06,0.0,0.0,0.0
1735,5.590333655293632e-06,0.0,6.466926042289092e-09,0.0
1736,5.7056927939161795e-06,0.0,6.466926042289092e-09,0.0
1737,5.870205768587766e-06,0.0,6.466926042289092e-09,0.0
1738,5.452234225750934e-06,0.0,6.466926042289092e-09,0.0
1739,4.798792848045455e-06,0.0,6.466926042289092e-09,0.0
1740,5.189719981249904e-06,0.0,6.466926042289092e-09,0.0
1741,5.659002096893216e-06,0.0,6.466926042289092e-09,0.0
1742,6.421350560361004e-06,0.0,0.0,0.0
1743,6.758932061399849e-06,0.0,9.631393587434495e-09,0.0
1744,6.596748042803873e-06,0.0,9.631393587434495e-09,0.0
1745,7.455374575978827e-06,0.0,9.631393587434495e-09,0.0
1746,1.050883526789091e-05,4.977977141606971e-09,9.631393587434495e-09,4.977977141606971e-09
1747,1.1973607213024349e-05,4.977977141606971e-09,9.631393587434495e-09,4.977977141606971e-09
1748,1.2078295770022254e-05,4.977977141606971e-09,9.631393587434495e-09,4.977977141606971e-09
1749,1.1480829406147158e-05,4.977977141606971e-09,9.631393587434495e-09,4.977977141606971e-09
1750,1.1377070157842744e-05,8.276708588336338e-09,0.0,8.276708588336338e-09
1751,1.0905405880683766e-05,8.276708588336338e-09,0.0,8.276708588336338e-09
1752,1.0040008581719511e-05,8.276708588336338e-09,0.0,8.276708588336338e-09
1753,6.891209571741845e-06,3.298731446729367e-09,0.0,3.298731446729367e-09
1754,5.050972715382938e-06,3.298731446729367e-09,0.0,3.298731446729367e-09
1755,3.548564190428546e-06,3.298731446729367e-09,0.0,3.298731446729367e-09
1756,3.1482295688484944e-06,3.298731446729367e-09,0.0,3.298731446729367e-09
1757,2.4349464118651146e-06,0.0,0.0,0.0
1758,2.1948277760332402e-06,0.0,0.0,0.0
1759,2.2044314554087966e-06,0.0,0.0,0.0
1760,2.270567587662039e-06,0.0,0.0,0.0
1761,2.3061524773636066e-06,2.7755674584081393e-09,0.0,2.7755674584081393e-09
1762,2.085482589921282e-06,8.140731517463401e-09,0.0,8.140731517463401e-09
1763,2.3012699525029997e-06,8.140731517463401e-09,0.0,8.140731517463401e-09
1764,2.3338206054696845e-06,1.0951411206454914e-08,0.0,1.0951411206454914e-08
1765,2.2498841027689716e-06,1.0951411206454914e-08,0.0,1.0951411206454914e-08
1766,2.1747688379036845e-06,1.7753515483117814e-08,0.0,1.7753515483117814e-08
1767,2.1994584358253633e-06,1.7753515483117814e-08,0.0,1.7753515483117814e-08
1768,1.8930940167852635e-06,1.4977948024709675e-08,0.0,1.4977948024709675e-08
1769,1.9611990913810066e-06,9.612783965654411e-09,0.0,9.612783965654411e-09
1770,1.3976745338238418e-06,9.612783965654411e-09,0.0,9.612783965654411e-09
1771,1.4505698037023e-06,6.802104276662899e-09,0.0,6.802104276662899e-09
1772,1.456880641269111e-06,6.802104276662899e-09,0.0,6.802104276662899e-09
1773,2.331406960820459e-06,0.0,0.0,0.0
1774,2.1181708526845407e-06,0.0,0.0,0.0
1775,2.1526345871539628e-06,0.0,0.0,0.0
1776,2.0133806596537137e-06,0.0,0.0,0.0
1777,2.1895526742810034e-06,2.9180503093227473e-09,2.9180503093227473e-09,2.9180503093227473e-09
1778,2.2744445362020216e-06,2.9180503093227473e-09,2.9180503093227473e-09,2.9180503093227473e-09
1779,2.6245349512724455e-06,2.9180503093227473e-09,2.9180503093227473e-09,2.9180503093227473e-09
1780,1.4189133789191795e-06,2.9180503093227473e-09,2.9180503093227473e-09,2.9180503093227473e-09
1781,1.358282584565781e-06,2.9180503093227473e-09,2.9180503093227473e-09,2.9180503093227473e-09
1782,1.4016057475276154e-06,2.9180503093227473e-09,2.9180503093227473e-09,2.9180503093227473e-09
1783,1.363259428899255e-06,2.9180503093227473e-09,2.9180503093227473e-09,2.9180503093227473e-09
1784,1.1792759754111363e-06,1.664472115692206e-09,0.0,1.664472115692206e-09
1785,9.416652082856152e-07,3.2825945136697297e-09,0.0,3.2825945136697297e-09
1786,7.048322357507329e-07,3.2825945136697297e-09,0.0,3.2825945136697297e-09
1787,7.832110193411219e-07,3.2825945136697297e-09,1.2891416188511228e-09,3.2825945136697297e-09
1788,8.573241550331139e-07,3.2825945136697297e-09,1.2891416188511228e-09,3.2825945136697297e-09
1789,7.486767137671839e-07,3.2825945136697297e-09,1.2891416188511228e-09,3.2825945136697297e-09
1790,7.377868992567269e-07,3.2825945136697297e-09,1.2891416188511228e-09,3.2825945136697297e-09
1791,7.778559876214786e-07,1.6181223979775235e-09,1.2891416188511228e-09,1.6181223979775235e-09
1792,8.406165769818992e-07,0.0,1.2891416188511228e-09,0.0
1793,6.711768329686103e-07,2.9580662998439168e-09,1.2891416188511228e-09,2.9580662998439168e-09
1794,5.962362925921687e-07,2.9580662998439168e-09,9.979855672018596e-10,2.9580662998439168e-09
1795,5.83419482122086e-07,2.9580662998439168e-09,1.9112576917937727e-09,2.9580662998439168e-09
1796,7.603129534215571e-07,2.9580662998439168e-09,1.9112576917937727e-09,2.9580662998439168e-09
1797,9.690090304762374e-07,4.6588372524882155e-09,1.9112576917937727e-09,4.6588372524882155e-09
1798,9.86837075548205e-07,4.6588372524882155e-09,1.9112576917937727e-09,4.6588372524882155e-09
1799,1.1133102556673942e-06,4.6588372524882155e-09,1.9112576917937727e-09,4.6588372524882155e-09
1800,1.257358060716537e-06,1.700770952644299e-09,2.3229216011040013e-09,1.700770952644299e-09
1801,1.3581199352431992e-06,1.700770952644299e-09,1.3249360339021417e-09,1.700770952644299e-09
1802,1.4639152498472998e-06,2.134897750646506e-09,4.116639093102289e-10,2.134897750646506e-09
1803,1.2738996011713816e-06,3.187897596695117e-09,4.116639093102289e-10,3.187897596695117e-09
1804,1.0911614976651305e-06,1.7922041945744078e-09,7.167414598338187e-10,1.7922041945744078e-09
1805,1.0301278337010444e-06,2.5712367156062653e-09,7.167414598338187e-10,2.5712367156062653e-09
1806,9.780911430620369e-07,2.829786817569259e-09,7.167414598338187e-10,2.829786817569259e-09
1807,1.186780662822327e-06,3.666671728146704e-09,3.0507755052358986e-10,3.666671728146704e-09
1808,1.1196538391037133e-06,4.137398106658046e-09,5.404407397792608e-10,4.137398106658046e-09
1809,9.953661747528843e-07,4.4269705679056415e-09,5.404407397792608e-10,4.4269705679056415e-09
1810,1.1871984254087562e-06,3.809846025961048e-09,5.404407397792608e-10,3.809846025961048e-09
1811,1.184082512801459e-06,3.973536357092046e-09,2.35363189255671e-10,3.973536357092046e-09
1812,1.685004852853516e-06,3.6719203550766063e-09,4.740714487638797e-10,3.6719203550766063e-09
1813,1.6051398655950573e-06,3.801329061049939e-09,4.740714487638797e-10,3.801329061049939e-09
1814,5.211231853406519e-06,2.964444150472494e-09,6.830295852720627e-10,2.964444150472494e-09
1815,5.343080041646837e-06,2.6868584817358557e-09,4.4766639601639165e-10,2.6868584817358557e-09
1816,5.926679388526931e-06,4.245231912035154e-09,6.37839114858707e-10,4.245231912035154e-09
1817,5.819302316467656e-06,5.6941798260672675e-09,9.805342569636976e-10,5.6941798260672675e-09
1818,6.033423785213797e-06,5.583481677007285e-09,9.805342569636976e-10,5.583481677007285e-09
1819,6.0937447220307405e-06,5.556957497329254e-09,8.921234386148415e-10,5.556957497329254e-09
1820,6.680874191390883e-06,6.642968080378913e-09,8.921234386148415e-10,6.642968080378913e-09
1821,3.0497006784051858e-06,6.642968080378913e-09,6.831653021066586e-10,6.642968080378913e-09
1822,3.140379102920373e-06,8.321360901929e-09,8.079342036663003e-10,8.321360901929e-09
1823,2.6168905183762296e-06,9.269931901455055e-09,7.582242532246295e-10,9.269931901455055e-09
1824,2.657568367275027e-06,8.323948800078743e-09,4.155291111196391e-10,8.323948800078743e-09
1825,3.0197199326461747e-06,8.345729472582418e-09,4.155291111196391e-10,8.345729472582418e-09
1826,2.5773536305808065e-06,8.368830105100398e-09,2.6523166996028635e-10,8.368830105100398e-09
1827,2.389116713987148e-06,6.999431320256885e-09,2.6523166996028635e-10,6.999431320256885e-09
1828,2.2031405738484215e-06,8.213053665733533e-09,2.6523166996028635e-10,8.213053665733533e-09
1829,2.4274802074484924e-06,7.3253600645679336e-09,2.1073704686053977e-10,7.3253600645679336e-09
1830,2.578137647495688e-06,4.952457237956358e-09,7.027427845989515e-11,4.952457237956358e-09
1831,2.81442495569146e-06,4.756774402941184e-09,1.6316893867797588e-10,4.756774402941184e-09
1832,2.3400964274904775e-06,4.802671308265108e-09,1.6316893867797588e-10,4.802671308265108e-09
1833,2.3282079837372294e-06,4.9060261567543e-09,3.2812546330822963e-10,4.9060261567543e-09
1834,2.2993066782614084e-06,5.133696325186423e-09,4.111856569518782e-10,5.133696325186423e-09
1835,2.3599861671235497e-06,4.1714241901961e-09,4.111856569518782e-10,4.1714241901961e-09
1836,2.2497761327550895e-06,3.9381960232580985e-09,4.1597255798616773e-10,3.9381960232580985e-09
1837,2.35654454172618e-06,5.171373202677338e-09,4.1597255798616773e-10,5.171373202677338e-09
1838,2.5872931571159697e-06,5.725753617267872e-09,3.2307789776808704e-10,5.725753617267872e-09
1839,2.8053157490960856e-06,5.9820392131878666e-09,3.988593344494973e-10,5.9820392131878666e-09
1840,4.274330178434736e-06,5.480277358899903e-09,2.339028098192435e-10,5.480277358899903e-09
1841,4.162913439488745e-06,6.197700749436105e-09,2.907978381903677e-10,6.197700749436105e-09
1842,4.232698432003547e-06,6.250427746807523e-09,2.907978381903677e-10,6.250427746807523e-09
1843,4.010298718120404e-06,6.942455642113186e-09,2.15736658696183e-10,6.942455642113186e-09
1844,3.8961359872960855e-06,5.920063312585861e-09,4.160852218326738e-10,5.920063312585861e-09
1845,3.809596591963782e-06,6.024039695644896e-09,4.160852218326738e-10,6.024039695644896e-09
1846,3.953765924182205e-06,6.320314256085575e-09,3.403037851512636e-10,6.320314256085575e-09
1847,2.678669976116258e-06,6.850782925076666e-09,3.403037851512636e-10,6.850782925076666e-09
1848,2.9078545854385344e-06,5.91049411001267e-09,2.5503623815989075e-10,5.91049411001267e-09
1849,3.0410688915643343e-06,6.466249488238215e-09,4.699943846807133e-10,6.466249488238215e-09
1850,3.252402198735841e-06,5.308429299307907e-09,6.598740205048565e-10,5.308429299307907e-09
1851,3.584220719078855e-06,4.611332347716411e-09,5.523826475593654e-10,4.611332347716411e-09
1852,3.591280346881831e-06,4.1704880977227225e-09,6.029442183625682e-10,4.1704880977227225e-09
1853,3.500244019960519e-06,3.5299960256450292e-09,7.477222491963126e-10,3.5299960256450292e-09
1854,3.8105173254215126e-06,4.9945177358980325e-09,8.48725970456091e-10,4.9945177358980325e-09
1855,4.3224614338604236e-06,5.357658126671692e-09,7.940382954326911e-10,5.357658126671692e-09
1856,4.166022563367733e-06,5.293006414116722e-09,6.287789535073886e-10,5.293006414116722e-09
1857,4.228254413517009e-06,6.163408386835759e-09,4.870335444463945e-10,6.163408386835759e-09
1858,4.006822174622877e-06,6.5408253099466916e-09,3.941763542553949e-10,6.5408253099466916e-09
1859,4.011787625911113e-06,6.250378722530822e-09,4.045441719708569e-10,6.250378722530822e-09
1860,4.04507269584948e-06,6.7055010433136886e-09,2.5976614113711246e-10,6.7055010433136886e-09
1861,3.7993985902825704e-06,4.917358108004675e-09,2.717357807023392e-10,4.917358108004675e-09
1862,3.3940143891543684e-06,4.723433739377876e-09,3.831723232356714e-10,4.723433739377876e-09
1863,3.582172114745065e-06,4.26241803757372e-09,3.8121139974859174e-10,4.26241803757372e-09
1864,3.921782633499658e-06,3.860718538512791e-09,3.330771729854425e-10,3.860718538512791e-09
1865,3.973037142454164e-06,3.5541383804270156e-09,4.657568259640905e-10,3.5541383804270156e-09
1866,3.887046010017262e-06,3.989905612249751e-09,4.933066772532563e-10,3.989905612249751e-09
1867,4.100749427899635e-06,3.801942316528084e-09,5.365191346751175e-10,3.801942316528084e-09
1868,4.029564317014385e-06,3.743567392585792e-09,4.2354577385011234e-10,3.743567392585792e-09
1869,3.6451024568253032e-06,3.742077219521483e-09,3.5169511747312754e-10,3.742077219521483e-09
1870,3.7691876774001036e-06,4.463823533029654e-09,4.729030778083398e-10,4.463823533029654e-09
1871,3.2882619182471118e-06,4.562398903118492e-09,5.540552025110454e-10,4.562398903118492e-09
1872,3.3445885167436373e-06,4.488698777750853e-09,5.032789700860312e-10,4.488698777750853e-09
1873,3.310087939618305e-06,4.513962124720803e-09,4.147997302782004e-10,4.513962124720803e-09
1874,2.9302453055736677e-06,4.5050984212987746e-09,4.5106870223093106e-10,4.5050984212987746e-09
1875,3.026486410817597e-06,4.762420299389955e-09,5.31298762921192e-10,4.762420299389955e-09
1876,3.195792130229945e-06,5.78860660991966e-09,5.300448611768514e-10,5.78860660991966e-09
1877,3.333770467049492e-06,7.354070495426055e-09,5.708090468546447e-10,7.354070495426055e-09
1878,3.4084361491945207e-06,8.098528958555562e-09,5.622276414271202e-10,8.098528958555562e-09
1879,3.5448935510170746e-06,8.358412216326525e-09,5.850656586187902e-10,8.358412216326525e-09
1880,3.6381195189148585e-06,8.279532266135853e-09,6.179523420746236e-10,8.279532266135853e-09
1881,4.057508022015099e-06,8.661954994540873e-09,5.384709127000318e-10,8.661954994540873e-09
1882,4.3289524650650236e-06,1.0254787685681777e-08,7.175174839200795e-10,1.0254787685681777e-08
1883,4.3553814066399354e-06,1.1392819957275639e-08,6.791854995080726e-10,1.1392819957275639e-08
1884,4.121778277164724e-06,1.020545724119058e-08,5.304972869720917e-10,1.020545724119058e-08
1885,4.173649910756337e-06,1.0901740399305027e-08,5.740196790116059e-10,1.0901740399305027e-08
1886,4.1056054150041225e-06,1.0742298225555454e-08,5.244554730974928e-10,1.0742298225555454e-08
1887,4.271193607304927e-06,1.0740015162927615e-08,7.126405378508695e-10,1.0740015162927615e-08
1888,4.03621152145206e-06,1.0571566986884915e-08,8.746575884201389e-10,1.0571566986884915e-08
1889,3.972326080007146e-06,1.0303145638244717e-08,6.153809565098303e-10,1.0303145638244717e-08
1890,4.063438772001453e-06,1.0189029429698491e-08,7.165637170926584e-10,1.0189029429698491e-08
1891,4.03506666251425e-06,1.0393740090819392e-08,7.06752006125149e-10,1.0393740090819392e-08
1892,4.148592909457095e-06,9.718855054074993e-09,6.8054522334953e-10,9.718855054074993e-09
1893,4.1168510246539625e-06,9.941698765812492e-09,6.484296651208612e-10,9.941698765812492e-09
1894,3.8849256530478926e-06,1.0128747237761867e-08,5.157250083336657e-10,1.0128747237761867e-08
1895,3.8738678540539695e-06,1.0927673813451325e-08,4.807352036292503e-10,1.0927673813451325e-08
1896,3.5414041121839546e-06,1.0342848926520837e-08,5.194960553004232e-10,1.0342848926520837e-08
1897,3.540427964513323e-06,9.148827409940656e-09,5.855040956039202e-10,9.148827409940656e-09
1898,3.4739509503976606e-06,8.881004820437965e-09,6.064466647113877e-10,8.881004820437965e-09
1899,3.4344091091043083e-06,8.647307822176994e-09,5.712020558926564e-10,8.647307822176994e-09
1900,3.413571286208545e-06,1.0611836615786224e-08,5.842815913632243e-10,1.0611836615786224e-08
1901,3.373815161467064e-06,1.0625675450626204e-08,5.815979364776069e-10,1.0625675450626204e-08
1902,3.3204304535112376e-06,1.0101415957665592e-08,6.784084643258431e-10,1.0101415957665592e-08
