ngram,Shell,Sheel,Shll,Sheel
1903,3.4724084473834538e-06,1.0219337249444444e-08,8.468564976255826e-10,1.0219337249444444e-08
1904,3.332118272477861e-06,1.0053233356899227e-08,8.223493552783623e-10,1.0053233356899227e-08
1905,3.4127176929489778e-06,1.0313746872420942e-08,8.416778543970541e-10,1.0313746872420942e-08
1906,3.3292892567260424e-06,1.0403413686077556e-08,9.111560236466484e-10,1.0403413686077556e-08
1907,3.2103363147533467e-06,8.713946199532887e-09,9.92216206022586e-10,8.713946199532887e-09
1908,3.1458334238517897e-06,1.016668546175278e-08,9.88879494163391e-10,1.016668546175278e-08
1909,3.121039753750665e-06,1.1190427441830155e-08,8.8907080110699e-10,1.1190427441830155e-08
1910,3.1521497671097417e-06,1.1573275607698212e-08,8.058269210639171e-10,1.1573275607698212e-08
1911,3.3399005587853026e-06,1.2772776994803995e-08,8.588343131903692e-10,1.2772776994803995e-08
1912,3.3956598599615972e-06,1.5105242390234253e-08,8.970801086099251e-10,1.5105242390234253e-08
1913,3.8041191601223545e-06,1.5690219028791878e-08,9.016414916272555e-10,1.5690219028791878e-08
1914,4.040090548837075e-06,1.624342248009368e-08,9.013720167086855e-10,1.624342248009368e-08
1915,4.389371854683434e-06,1.6775265747932215e-08,1.0102899627995043e-09,1.6775265747932215e-08
1916,4.644453383662039e-06,1.644289123906414e-08,9.61520196796073e-10,1.644289123906414e-08
1917,4.721806102939549e-06,1.6564631951812966e-08,9.353153331202536e-10,1.6564631951812966e-08
1918,4.743434406658967e-06,1.674203138029335e-08,8.115254817348777e-10,1.674203138029335e-08
1919,4.820498036549127e-06,1.580397590572602e-08,8.806789662609203e-10,1.580397590572602e-08
1920,4.718999532217692e-06,1.6134845967233754e-08,7.751993491567077e-10,1.6134845967233754e-08
1921,4.965276145542573e-06,1.65544319839585e-08,6.582674326262503e-10,1.65544319839585e-08
1922,4.9955687505384305e-06,1.5637395632341266e-08,5.15305353943063e-10,1.5637395632341266e-08
1923,5.200746012893173e-06,1.6611261699495117e-08,4.891529284797461e-10,1.6611261699495117e-08
1924,5.442187037780448e-06,1.6110968813011694e-08,3.913927872277258e-10,1.6110968813011694e-08
1925,5.648721201266328e-06,1.590647106094626e-08,3.88507111402449e-10,1.590647106094626e-08
1926,5.799246212388555e-06,1.4164332817756531e-08,2.1254962274357732e-10,1.4164332817756531e-08
1927,5.833442563536144e-06,1.3730062927866778e-08,2.3482472514110443e-10,1.3730062927866778e-08
1928,5.698131060073917e-06,1.3683549277792345e-08,3.4887215537095425e-10,1.3683549277792345e-08
1929,5.714486893079343e-06,1.3843033132486328e-08,3.51141157817203e-10,1.3843033132486328e-08
1930,5.7059768161187615e-06,1.324401134793009e-08,3.564890545458356e-10,1.324401134793009e-08
1931,5.713610919753721e-06,1.4629060375779903e-08,3.8272206435787023e-10,1.4629060375779903e-08
1932,5.761247523748482e-06,1.4782974082956052e-08,4.0827952526737276e-10,1.4782974082956052e-08
1933,5.7979611613388575e-06,1.5468496705750567e-08,4.5485803813947815e-10,1.5468496705750567e-08
1934,5.925390658895984e-06,1.5872122917569087e-08,4.99252779990427e-10,1.5872122917569087e-08
1935,6.182161087053828e-06,1.595672318087184e-08,4.074276828612357e-10,1.595672318087184e-08
1936,6.4711281473656916e-06,1.54258962429107e-08,4.1966838337792467e-10,1.54258962429107e-08
1937,6.682474382354745e-06,1.518253763980023e-08,3.8765601443177134e-10,1.518253763980023e-08
1938,6.86350254649629e-06,1.4825299844898967e-08,4.049275062082255e-10,1.4825299844898967e-08
1939,7.2838622275282565e-06,1.4473638922294998e-08,3.3524854717700437e-10,1.4473638922294998e-08
1940,7.450225634134508e-06,1.3948853120179398e-08,3.1733359590851203e-10,1.3948853120179398e-08
1941,7.583919796161354e-06,1.3244440591872068e-08,3.1019780395118753e-10,1.3244440591872068e-08
1942,7.591082846504703e-06,1.4205802375702855e-08,2.8797547085052903e-10,1.4205802375702855e-08
1943,7.5807574181193815e-06,1.436104708168224e-08,2.6806982625756804e-10,1.436104708168224e-08
1944,7.4975834130392675e-06,1.4483373104009648e-08,2.8357005434274743e-10,1.4483373104009648e-08
1945,7.52326267112429e-06,1.3332390049112876e-08,2.963738123965395e-10,1.3332390049112876e-08
1946,7.323917803400296e-06,1.383977554780813e-08,3.707684120041981e-10,1.383977554780813e-08
1947,7.435560811635307e-06,1.418350617906786e-08,4.185237394744539e-10,1.418350617906786e-08
1948,7.609460356304355e-06,1.4221692014513922e-08,4.725880321996913e-10,1.4221692014513922e-08
1949,7.842175948878452e-06,1.369741780316807e-08,5.916311726242693e-10,1.369741780316807e-08
1950,8.065339313491546e-06,1.376074873097163e-08,7.517642341969832e-10,1.376074873097163e-08
1951,8.417650990720307e-06,1.4676556604951787e-08,1.1275490541251543e-09,1.4676556604951787e-08
1952,9.051527870594458e-06,1.7283428022096814e-08,1.1339765911991658e-09,1.7283428022096814e-08
1953,9.476444704757472e-06,1.7909398916263593e-08,1.1131341523132728e-09,1.7909398916263593e-08
1954,1.0040244368220946e-05,2.0287324835927782e-08,1.0718561236990253e-09,2.0287324835927782e-08
1955,1.0317005165104223e-05,2.4537068250245804e-08,1.0365158850270513e-09,2.4537068250245804e-08
1956,1.0583557013887912e-05,3.08629284668476e-08,9.848127749797646e-10,3.08629284668476e-08
1957,1.0789005760411133e-05,3.891763965059779e-08,8.837228686926174e-10,3.891763965059779e-08
1958,1.09777472191906e-05,4.163716102060075e-08,5.295044442592862e-10,4.163716102060075e-08
1959,1.0617855488297729e-05,4.5953207207714645e-08,5.119444035361909e-10,4.5953207207714645e-08
1960,1.0342168025090359e-05,5.282011805718412e-08,4.652618013079035e-10,5.282011805718412e-08
1961,1.0020658659673895e-05,5.4732046196802134e-08,5.084980968041362e-10,5.4732046196802134e-08
1962,9.707843284039492e-06,5.3625035332873135e-08,6.314769619906815e-10,5.3625035332873135e-08
1963,9.333550614038749e-06,4.9836228096670054e-08,6.532716391647955e-10,4.9836228096670054e-08
1964,8.913792044040747e-06,4.505671264658824e-08,6.862214804329422e-10,4.505671264658824e-08
1965,8.39550492465995e-06,4.4230931552289935e-08,7.589386619155647e-10,4.4230931552289935e-08
1966,8.064840000900273e-06,4.103850110530922e-08,7.665213345006297e-10,4.103850110530922e-08
1967,7.835384297192962e-06,3.6067209663315225e-08,8.143598612913345e-10,3.6067209663315225e-08
1968,7.566713195826326e-06,3.494886564275086e-08,7.927686166261541e-10,3.494886564275086e-08
1969,7.364119548063692e-06,3.438623049792763e-08,6.132144197185901e-10,3.438623049792763e-08
1970,7.3050791148229365e-06,3.4248762809901175e-08,6.380833282383844e-10,3.4248762809901175e-08
1971,7.350206942646764e-06,3.226285778217581e-08,5.92692684613689e-10,3.226285778217581e-08
1972,7.3733105117363654e-06,3.22145682827925e-08,5.648118044694022e-10,3.22145682827925e-08
1973,7.425146577588748e-06,3.102793704507738e-08,5.698320545580568e-10,3.102793704507738e-08
1974,7.377258043561596e-06,2.9071803250449842e-08,5.554099680171731e-10,2.9071803250449842e-08
1975,7.291474698182096e-06,2.963470941657371e-08,5.567960973237465e-10,2.963470941657371e-08
1976,7.324830676225247e-06,2.884148665925425e-08,5.922759782617248e-10,2.884148665925425e-08
1977,7.264581134742392e-06,2.775930723381797e-08,5.745892928121776e-10,2.775930723381797e-08
1978,7.301703330345585e-06,2.7633510463991636e-08,7.217182209005659e-10,2.7633510463991636e-08
1979,7.2156915069042175e-06,2.5776420236362744e-08,7.474160933020255e-10,2.5776420236362744e-08
1980,7.139733432787969e-06,2.4590868262310195e-08,8.620476118651307e-10,2.4590868262310195e-08
1981,7.094962386742866e-06,2.4513764732400238e-08,9.952423488509714e-10,2.4513764732400238e-08
1982,6.986978860368254e-06,2.2192961119620643e-08,1.0697887337889662e-09,2.2192961119620643e-08
1983,6.933777902824139e-06,2.2695734561547657e-08,1.28552464704969e-09,2.2695734561547657e-08
1984,6.784295562413588e-06,2.2300622808708274e-08,1.7625539757862692e-09,2.2300622808708274e-08
1985,6.59078334917597e-06,2.3868840618287583e-08,2.538686546696819e-09,2.3868840618287583e-08
1986,6.516188087906423e-06,2.7456416568887628e-08,2.4500946628678933e-09,2.7456416568887628e-08
1987,6.427410361149148e-06,3.0442073243161106e-08,2.538495695393804e-09,3.0442073243161106e-08
1988,6.404135936983428e-06,3.05405582728164e-08,2.6589657896116036e-09,3.05405582728164e-08
1989,6.4986451044595535e-06,3.145638771684389e-08,2.6164086016792052e-09,3.145638771684389e-08
1990,6.437824855051336e-06,3.0988979763232494e-08,2.4601150838687857e-09,3.0988979763232494e-08
1991,6.4285624960445735e-06,3.3248827183537544e-08,2.1364010283075885e-09,3.3248827183537544e-08
1992,6.373079681257618e-06,3.232146258572552e-08,1.2636021475197013e-09,3.232146258572552e-08
1993,6.291734280239325e-06,2.9516450997643266e-08,1.3831847968580136e-09,2.9516450997643266e-08
1994,6.164373839315626e-06,2.7802331103998768e-08,1.2394299079129416e-09,2.7802331103998768e-08
1995,6.021336178361837e-06,2.7506452988339854e-08,9.908434945542816e-10,2.7506452988339854e-08
1996,5.811555183754535e-06,2.8096480824452945e-08,9.911959982947645e-10,2.8096480824452945e-08
1997,5.618317378061225e-06,3.0552461132466694e-08,9.146670603461209e-10,3.0552461132466694e-08
1998,5.544497201169309e-06,3.0086119754254726e-08,7.979239689616589e-10,3.0086119754254726e-08
1999,5.367623284005926e-06,2.8442587459868004e-08,7.067615461129963e-10,2.8442587459868004e-08
2000,5.254005048170386e-06,2.8807172520422293e-08,6.132291499990775e-10,2.8807172520422293e-08
2001,5.152960121839507e-06,3.239101000117119e-08,6.077288672301506e-10,3.239101000117119e-08
2002,5.101001144274571e-06,3.387061399605175e-08,5.643131953788786e-10,3.387061399605175e-08
2003,4.950449432986456e-06,3.153573402414622e-08,5.695136465596765e-10,3.153573402414622e-08
2004,4.89704507344868e-06,2.8612727425476285e-08,5.516547932745855e-10,2.8612727425476285e-08
2005,4.729552009458919e-06,2.6453271065715204e-08,4.734202077979635e-10,2.6453271065715204e-08
2006,4.5645248454612945e-06,2.7636661467259468e-08,4.6063701266062043e-10,2.7636661467259468e-08
2007,4.445416899605854e-06,3.453125607677521e-08,4.4143987671623515e-10,3.453125607677521e-08
2008,4.277142417257502e-06,2.9965330788123927e-08,3.5633921607087464e-10,2.9965330788123927e-08
2009,4.04154733197564e-06,2.8255598242107486e-08,3.3779380433680243e-10,2.8255598242107486e-08
2010,3.907328846253222e-06,2.8285971913939127e-08,2.3143833724481588e-10,2.8285971913939127e-08
2011,3.714718039710923e-06,2.7261943179114822e-08,1.9530421674748436e-10,2.7261943179114822e-08
2012,3.5505584686948817e-06,2.7099489255785362e-08,1.5666926238476287e-10,2.7099489255785362e-08
2013,3.4621892349865187e-06,2.78221860788059e-08,1.3669632638126294e-10,2.78221860788059e-08
2014,3.2924792126972794e-06,1.8997382587672618e-08,9.358762871812333e-11,1.8997382587672618e-08
2015,3.1564522292423395e-06,1.7671928047897316e-08,6.713223132155071e-11,1.7671928047897316e-08
2016,3.0858858995738307e-06,1.710836627921708e-08,5.883487298542965e-11,1.710836627921708e-08
2017,3.0235824700260614e-06,1.7156124224963303e-08,5.431204849285868e-11,1.7156124224963303e-08
2018,2.953899775093305e-06,1.7753629855121744e-08,5.217574636229294e-11,1.7753629855121744e-08
2019,2.902051789988036e-06,1.727669851625535e-08,3.718543094971549e-11,1.727669851625535e-08
