ngram,Procter,Procter,Proter,Proter
1617,3.809432525615973e-07,3.809432525615973e-07,0.0,0.0
1618,3.809432525615973e-07,3.809432525615973e-07,0.0,0.0
1619,3.809432525615973e-07,3.809432525615973e-07,0.0,0.0
1620,3.809432525615973e-07,3.809432525615973e-07,0.0,0.0
1621,5.593612481139385e-07,5.593612481139385e-07,0.0,0.0
1622,1.7841799555234112e-07,1.7841799555234112e-07,0.0,0.0
1623,1.7841799555234112e-07,1.7841799555234112e-07,0.0,0.0
1624,1.7841799555234112e-07,1.7841799555234112e-07,0.0,0.0
1625,1.7841799555234112e-07,1.7841799555234112e-07,0.0,0.0
1626,1.7841799555234112e-07,1.7841799555234112e-07,0.0,0.0
1627,1.7841799555234112e-07,1.7841799555234112e-07,0.0,0.0
1628,6.55116260921724e-08,6.55116260921724e-08,0.0,0.0
1629,6.55116260921724e-08,6.55116260921724e-08,0.0,0.0
1630,6.55116260921724e-08,6.55116260921724e-08,0.0,0.0
1631,6.55116260921724e-08,6.55116260921724e-08,0.0,0.0
1632,6.55116260921724e-08,6.55116260921724e-08,0.0,0.0
1633,6.55116260921724e-08,6.55116260921724e-08,0.0,0.0
1634,6.55116260921724e-08,6.55116260921724e-08,0.0,0.0
1635,0.0,0.0,0.0,0.0
1636,0.0,0.0,0.0,0.0
1637,0.0,0.0,0.0,0.0
1638,6.733503710165678e-08,6.733503710165678e-08,0.0,0.0
1639,1.4520526698496334e-07,1.4520526698496334e-07,0.0,0.0
1640,1.4520526698496334e-07,1.4520526698496334e-07,0.0,0.0
1641,1.4520526698496334e-07,1.4520526698496334e-07,0.0,0.0
1642,1.4520526698496334e-07,1.4520526698496334e-07,0.0,0.0
1643,1.4520526698496334e-07,1.4520526698496334e-07,0.0,0.0
1644,1.4520526698496334e-07,1.4520526698496334e-07,0.0,0.0
1645,7.787022988330656e-08,7.787022988330656e-08,0.0,0.0
1646,0.0,0.0,0.0,0.0
1647,0.0,0.0,0.0,0.0
1648,0.0,0.0,0.0,0.0
1649,7.822777498794104e-08,7.822777498794104e-08,0.0,0.0
1650,7.822777498794104e-08,7.822777498794104e-08,0.0,0.0
1651,7.822777498794104e-08,7.822777498794104e-08,0.0,0.0
1652,7.822777498794104e-08,7.822777498794104e-08,0.0,0.0
1653,7.822777498794104e-08,7.822777498794104e-08,0.0,0.0
1654,1.197109611439373e-07,1.197109611439373e-07,0.0,0.0
1655,1.197109611439373e-07,1.197109611439373e-07,0.0,0.0
1656,4.1483186155996266e-08,4.1483186155996266e-08,0.0,0.0
1657,9.709205122427583e-08,9.709205122427583e-08,0.0,0.0
1658,9.709205122427583e-08,9.709205122427583e-08,5.361563434494851e-08,5.361563434494851e-08
1659,9.709205122427583e-08,9.709205122427583e-08,5.361563434494851e-08,5.361563434494851e-08
1660,9.709205122427583e-08,9.709205122427583e-08,1.3379043447717516e-07,1.3379043447717516e-07
1661,5.5608865068279556e-08,5.5608865068279556e-08,1.3379043447717516e-07,1.3379043447717516e-07
1662,5.5608865068279556e-08,5.5608865068279556e-08,1.3379043447717516e-07,1.3379043447717516e-07
1663,5.5608865068279556e-08,5.5608865068279556e-08,1.3379043447717516e-07,1.3379043447717516e-07
1664,0.0,0.0,1.7309341566423037e-07,1.7309341566423037e-07
1665,0.0,0.0,1.1947778131928188e-07,1.1947778131928188e-07
1666,3.9948397605777634e-08,3.9948397605777634e-08,1.594261789250595e-07,1.594261789250595e-07
1667,3.9948397605777634e-08,3.9948397605777634e-08,7.925137879283284e-08,7.925137879283284e-08
1668,3.9948397605777634e-08,3.9948397605777634e-08,7.925137879283284e-08,7.925137879283284e-08
1669,3.9948397605777634e-08,3.9948397605777634e-08,7.925137879283284e-08,7.925137879283284e-08
1670,3.9948397605777634e-08,3.9948397605777634e-08,7.925137879283284e-08,7.925137879283284e-08
1671,3.9948397605777634e-08,3.9948397605777634e-08,3.9948397605777634e-08,3.9948397605777634e-08
1672,3.9948397605777634e-08,3.9948397605777634e-08,6.454899903474143e-08,6.454899903474143e-08
1673,2.4742870355761885e-08,2.4742870355761885e-08,2.4600601428963794e-08,2.4600601428963794e-08
1674,5.727339466180378e-08,5.727339466180378e-08,2.4600601428963794e-08,2.4600601428963794e-08
1675,5.727339466180378e-08,5.727339466180378e-08,2.4600601428963794e-08,2.4600601428963794e-08
1676,5.727339466180378e-08,5.727339466180378e-08,2.4600601428963794e-08,2.4600601428963794e-08
1677,5.727339466180378e-08,5.727339466180378e-08,2.4600601428963794e-08,2.4600601428963794e-08
1678,5.727339466180378e-08,5.727339466180378e-08,2.4600601428963794e-08,2.4600601428963794e-08
1679,5.727339466180378e-08,5.727339466180378e-08,0.0,0.0
1680,3.2530524306041893e-08,3.2530524306041893e-08,1.8101928844771464e-08,1.8101928844771464e-08
1681,2.237584746061267e-08,2.237584746061267e-08,1.8101928844771464e-08,1.8101928844771464e-08
1682,2.237584746061267e-08,2.237584746061267e-08,3.8262961814845246e-08,3.8262961814845246e-08
1683,2.237584746061267e-08,2.237584746061267e-08,8.23974184121263e-08,8.23974184121263e-08
1684,2.237584746061267e-08,2.237584746061267e-08,8.23974184121263e-08,8.23974184121263e-08
1685,2.237584746061267e-08,2.237584746061267e-08,8.23974184121263e-08,8.23974184121263e-08
1686,2.237584746061267e-08,2.237584746061267e-08,8.23974184121263e-08,8.23974184121263e-08
1687,2.237584746061267e-08,2.237584746061267e-08,6.429548956735484e-08,6.429548956735484e-08
1688,0.0,0.0,6.429548956735484e-08,6.429548956735484e-08
1689,0.0,0.0,7.570562640272069e-08,7.570562640272069e-08
1690,0.0,0.0,3.157116980543963e-08,3.157116980543963e-08
1691,0.0,0.0,3.157116980543963e-08,3.157116980543963e-08
1692,0.0,0.0,3.157116980543963e-08,3.157116980543963e-08
1693,0.0,0.0,6.292236370037635e-08,6.292236370037635e-08
1694,0.0,0.0,6.292236370037635e-08,6.292236370037635e-08
1695,0.0,0.0,7.842916716072068e-08,7.842916716072068e-08
1696,7.87297267379472e-08,7.87297267379472e-08,4.685799735528105e-08,4.685799735528105e-08
1697,7.87297267379472e-08,7.87297267379472e-08,4.685799735528105e-08,4.685799735528105e-08
1698,7.87297267379472e-08,7.87297267379472e-08,4.685799735528105e-08,4.685799735528105e-08
1699,7.87297267379472e-08,7.87297267379472e-08,4.685799735528105e-08,4.685799735528105e-08
1700,7.87297267379472e-08,7.87297267379472e-08,1.550680346034434e-08,1.550680346034434e-08
1701,9.806324539697795e-08,9.806324539697795e-08,1.550680346034434e-08,1.550680346034434e-08
1702,1.1004840518223449e-07,1.1004840518223449e-07,1.1985159785256525e-08,1.1985159785256525e-08
1703,4.2359888295452815e-08,4.2359888295452815e-08,2.3026369636422065e-08,2.3026369636422065e-08
1704,5.102165496444806e-08,5.102165496444806e-08,2.3026369636422065e-08,2.3026369636422065e-08
1705,5.102165496444806e-08,5.102165496444806e-08,2.3026369636422065e-08,2.3026369636422065e-08
1706,5.102165496444806e-08,5.102165496444806e-08,2.3026369636422065e-08,2.3026369636422065e-08
1707,5.102165496444806e-08,5.102165496444806e-08,2.3026369636422065e-08,2.3026369636422065e-08
1708,6.062573833430309e-08,6.062573833430309e-08,3.2672236979383995e-08,3.2672236979383995e-08
1709,4.864057854904656e-08,4.864057854904656e-08,2.0687077194127468e-08,2.0687077194127468e-08
1710,5.481439200951042e-08,5.481439200951042e-08,9.645867342961928e-09,9.645867342961928e-09
1711,8.49219402100841e-08,8.49219402100841e-08,1.9338196060354155e-08,1.9338196060354155e-08
1712,1.066487799659756e-07,1.066487799659756e-07,1.9338196060354155e-08,1.9338196060354155e-08
1713,1.066487799659756e-07,1.066487799659756e-07,1.9338196060354155e-08,1.9338196060354155e-08
1714,1.066487799659756e-07,1.066487799659756e-07,2.8909806612123897e-08,2.8909806612123897e-08
1715,8.90335312776967e-08,8.90335312776967e-08,1.926393926916197e-08,1.926393926916197e-08
1716,9.788848944123987e-08,9.788848944123987e-08,1.926393926916197e-08,1.926393926916197e-08
1717,8.83148716062416e-08,8.83148716062416e-08,1.926393926916197e-08,1.926393926916197e-08
1718,6.502906962119986e-08,6.502906962119986e-08,9.571610551769742e-09,9.571610551769742e-09
1719,4.988710092642837e-08,4.988710092642837e-08,2.274135267400977e-08,2.274135267400977e-08
1720,6.800935738380889e-08,6.800935738380889e-08,2.274135267400977e-08,2.274135267400977e-08
1721,6.800935738380889e-08,6.800935738380889e-08,1.3169742122240028e-08,1.3169742122240028e-08
1722,6.441459074072295e-08,6.441459074072295e-08,1.3169742122240028e-08,1.3169742122240028e-08
1723,6.790998493702968e-08,6.790998493702968e-08,1.934491830216497e-08,1.934491830216497e-08
1724,6.613949921074891e-08,6.613949921074891e-08,1.934491830216497e-08,1.934491830216497e-08
1725,5.065598632622173e-08,5.065598632622173e-08,1.934491830216497e-08,1.934491830216497e-08
1726,5.045861328767387e-08,5.045861328767387e-08,6.175176179924944e-09,6.175176179924944e-09
1727,3.233635683029336e-08,3.233635683029336e-08,6.175176179924944e-09,6.175176179924944e-09
1728,3.233635683029336e-08,3.233635683029336e-08,6.175176179924944e-09,6.175176179924944e-09
1729,2.4608770132772406e-08,2.4608770132772406e-08,6.175176179924944e-09,6.175176179924944e-09
1730,4.499136961401616e-08,4.499136961401616e-08,0.0,0.0
1731,4.608718942985693e-08,4.608718942985693e-08,0.0,0.0
1732,7.112128486141955e-08,7.112128486141955e-08,0.0,0.0
1733,7.175855643026807e-08,7.175855643026807e-08,0.0,0.0
1734,7.175855643026807e-08,7.175855643026807e-08,0.0,0.0
1735,7.175855643026807e-08,7.175855643026807e-08,6.466926042289092e-09,6.466926042289092e-09
1736,7.175855643026807e-08,7.175855643026807e-08,6.466926042289092e-09,6.466926042289092e-09
1737,3.9025604589174434e-08,3.9025604589174434e-08,1.3388554265247876e-08,1.3388554265247876e-08
1738,2.2427243351330617e-07,2.2427243351330617e-07,1.3388554265247876e-08,1.3388554265247876e-08
1739,2.024692545684762e-07,2.024692545684762e-07,1.3388554265247876e-08,1.3388554265247876e-08
1740,2.1041904219032403e-07,2.1041904219032403e-07,1.3388554265247876e-08,1.3388554265247876e-08
1741,2.1041904219032403e-07,2.1041904219032403e-07,1.3388554265247876e-08,1.3388554265247876e-08
1742,2.4868327486160524e-07,2.4868327486160524e-07,6.921628222958784e-09,6.921628222958784e-09
1743,2.4868327486160524e-07,2.4868327486160524e-07,6.921628222958784e-09,6.921628222958784e-09
1744,2.6207545644751917e-07,2.6207545644751917e-07,0.0,0.0
1745,7.617346398092195e-08,7.617346398092195e-08,0.0,0.0
1746,7.792052463579629e-08,7.792052463579629e-08,0.0,0.0
1747,7.542342268201147e-08,7.542342268201147e-08,0.0,0.0
1748,1.0454127722222698e-07,1.0454127722222698e-07,0.0,0.0
1749,6.627704455094577e-08,6.627704455094577e-08,0.0,0.0
1750,7.947197033786324e-08,7.947197033786324e-08,3.298731446729367e-09,3.298731446729367e-09
1751,6.964892738738269e-08,6.964892738738269e-08,3.298731446729367e-09,3.298731446729367e-09
1752,6.723594151277926e-08,6.723594151277926e-08,3.298731446729367e-09,3.298731446729367e-09
1753,6.728731679775787e-08,6.728731679775787e-08,3.298731446729367e-09,3.298731446729367e-09
1754,7.99142743090897e-08,7.99142743090897e-08,3.298731446729367e-09,3.298731446729367e-09
1755,5.850303530507972e-08,5.850303530507972e-08,7.152039214832127e-09,7.152039214832127e-09
1756,7.064491747144075e-08,7.064491747144075e-08,7.152039214832127e-09,7.152039214832127e-09
1757,2.0361590838799008e-07,2.0361590838799008e-07,3.85330776810276e-09,3.85330776810276e-09
1758,2.0936952387679802e-07,2.0936952387679802e-07,3.85330776810276e-09,3.85330776810276e-09
1759,2.193861133394291e-07,2.193861133394291e-07,7.332102671041087e-09,7.332102671041087e-09
1760,2.143567609128435e-07,2.143567609128435e-07,7.332102671041087e-09,7.332102671041087e-09
1761,1.9480348305884426e-07,1.9480348305884426e-07,7.332102671041087e-09,7.332102671041087e-09
1762,1.92462031581694e-07,1.92462031581694e-07,3.4787949029383267e-09,3.4787949029383267e-09
1763,1.8032014941533297e-07,1.8032014941533297e-07,3.4787949029383267e-09,3.4787949029383267e-09
1764,9.598918586967947e-08,9.598918586967947e-08,3.4787949029383267e-09,3.4787949029383267e-09
1765,1.5445682523461202e-07,1.5445682523461202e-07,3.4787949029383267e-09,3.4787949029383267e-09
1766,1.5414585417618453e-07,1.5414585417618453e-07,0.0,0.0
1767,1.747573712407302e-07,1.747573712407302e-07,0.0,0.0
1768,1.6920623632391392e-07,1.6920623632391392e-07,0.0,0.0
1769,1.6688733189036092e-07,1.6688733189036092e-07,0.0,0.0
1770,2.620237421321495e-07,2.620237421321495e-07,0.0,0.0
1771,2.396784480091745e-07,2.396784480091745e-07,0.0,0.0
1772,1.9561279021981397e-07,1.9561279021981397e-07,0.0,0.0
1773,2.2353163536032688e-07,2.2353163536032688e-07,0.0,0.0
1774,2.430070636145436e-07,2.430070636145436e-07,0.0,0.0
1775,2.921147793496662e-07,2.921147793496662e-07,0.0,0.0
1776,3.3246643178180033e-07,3.3246643178180033e-07,2.712369503602271e-09,2.712369503602271e-09
1777,2.8985492812288225e-07,2.8985492812288225e-07,2.712369503602271e-09,2.712369503602271e-09
