ngram,Engine,Enginem,Enginev
1687,6.521531499207153e-06,0.0,0.0
1688,6.070037508314792e-06,0.0,0.0
1689,4.87821700647016e-06,0.0,0.0
1690,4.800362181153364e-06,0.0,0.0
1691,4.827581863407561e-06,0.0,0.0
1692,4.500201384871616e-06,0.0,0.0
1693,4.17666628241672e-06,0.0,0.0
1694,4.451686761188155e-06,0.0,0.0
1695,4.885165610955612e-06,0.0,0.0
1696,4.867754829060037e-06,0.0,0.0
1697,4.974269846310822e-06,0.0,0.0
1698,8.23110255104049e-06,0.0,0.0
1699,9.803288743829139e-06,0.0,0.0
1700,9.972202471025022e-06,0.0,0.0
1701,9.895789064882723e-06,0.0,0.0
1702,9.967192389532492e-06,0.0,0.0
1703,1.0061369656406377e-05,0.0,0.0
1704,1.0610150898823381e-05,0.0,0.0
1705,7.739867604478995e-06,0.0,0.0
1706,6.534986758716903e-06,0.0,0.0
1707,6.635164611777457e-06,0.0,0.0
1708,6.392074997815403e-06,0.0,0.0
1709,5.986452768930965e-06,0.0,0.0
1710,6.2107330580017465e-06,0.0,0.0
1711,6.013719095270582e-06,0.0,0.0
1712,5.580416200245963e-06,0.0,0.0
1713,5.61057108175841e-06,0.0,0.0
1714,5.62209613365537e-06,0.0,0.0
1715,6.528661872705145e-06,0.0,0.0
1716,6.7515774000120084e-06,0.0,0.0
1717,6.780918803477627e-06,0.0,0.0
1718,6.4793670649773305e-06,0.0,0.0
1719,7.448744197193134e-06,0.0,0.0
1720,7.2856304151563175e-06,0.0,0.0
1721,7.426889819076418e-06,0.0,0.0
1722,6.443974078657837e-06,0.0,0.0
1723,7.477559782793313e-06,0.0,0.0
1724,8.01648710486396e-06,0.0,0.0
1725,7.805023902359867e-06,0.0,0.0
1726,7.516311045817149e-06,0.0,0.0
1727,7.378800773949479e-06,0.0,0.0
1728,7.577316117541548e-06,0.0,0.0
1729,8.04912325033261e-06,0.0,0.0
1730,7.414015824126961e-06,0.0,0.0
1731,7.010317631284124e-06,0.0,0.0
1732,7.507610981909758e-06,0.0,0.0
1733,6.781881828438989e-06,0.0,0.0
1734,6.672718557508363e-06,0.0,0.0
1735,6.224251852212806e-06,0.0,0.0
1736,5.983187488059879e-06,0.0,0.0
1737,5.17730748989769e-06,0.0,0.0
1738,4.306810995201106e-06,0.0,0.0
1739,3.873478541598681e-06,0.0,0.0
1740,4.319504552898122e-06,0.0,0.0
1741,8.49350309246282e-06,0.0,0.0
1742,9.752838764143235e-06,0.0,0.0
1743,9.828615199174756e-06,0.0,0.0
1744,1.0514836097692231e-05,0.0,0.0
1745,1.0850008883218315e-05,0.0,0.0
1746,1.1385952088208537e-05,0.0,0.0
1747,1.0998215267526185e-05,0.0,0.0
1748,6.887226001189057e-06,0.0,0.0
1749,5.547360680273934e-06,0.0,0.0
1750,5.0439253170355054e-06,0.0,0.0
1751,4.301806484363624e-06,0.0,0.0
1752,4.0827830097051835e-06,0.0,0.0
1753,3.218875511785362e-06,0.0,0.0
1754,3.000583303349101e-06,0.0,0.0
1755,2.5723406419534252e-06,0.0,0.0
1756,2.187777503032911e-06,0.0,0.0
1757,1.945200324371399e-06,0.0,0.0
1758,1.8410472486201407e-06,0.0,0.0
1759,1.7694377285286983e-06,0.0,0.0
1760,1.7876692481877399e-06,0.0,0.0
1761,1.6193534812763183e-06,0.0,0.0
1762,1.4710203848673181e-06,0.0,0.0
1763,1.4327640980939447e-06,0.0,0.0
1764,1.6861835904689672e-06,0.0,0.0
1765,1.6099680806291872e-06,0.0,0.0
1766,1.4365529149732277e-06,0.0,0.0
1767,1.3501439996486755e-06,0.0,0.0
1768,1.2498250774634862e-06,0.0,0.0
1769,1.250095083703075e-06,0.0,0.0
1770,1.1379197612118982e-06,0.0,0.0
1771,9.050158707525822e-07,0.0,0.0
1772,8.212227352747245e-07,0.0,0.0
1773,8.658605322255295e-07,0.0,0.0
1774,8.38352182849381e-07,0.0,0.0
1775,9.204783038642615e-07,0.0,0.0
1776,8.810419152333842e-07,0.0,0.0
1777,9.025572548385494e-07,0.0,0.0
1778,9.004911752137039e-07,0.0,0.0
1779,9.833156988341735e-07,0.0,0.0
1780,9.174983688353677e-07,0.0,0.0
1781,8.607432115630737e-07,0.0,0.0
1782,8.233842712408139e-07,0.0,0.0
1783,7.627071535612881e-07,0.0,0.0
1784,8.199329256188191e-07,0.0,0.0
1785,7.568769595828988e-07,0.0,0.0
1786,7.970160303167566e-07,0.0,0.0
1787,7.650149314031296e-07,0.0,0.0
1788,7.340543350307729e-07,0.0,0.0
1789,6.713851722192235e-07,0.0,0.0
1790,8.377090970108319e-07,0.0,0.0
1791,7.380132842627063e-07,0.0,0.0
1792,7.61164626185616e-07,0.0,0.0
1793,7.17586284996027e-07,0.0,0.0
1794,7.69269084750184e-07,0.0,0.0
1795,8.619769898489591e-07,0.0,0.0
1796,9.195300419508255e-07,0.0,0.0
1797,1.1595722315048209e-06,0.0,0.0
1798,1.2352418739932806e-06,0.0,0.0
1799,1.2361744633640877e-06,0.0,0.0
1800,1.300756285412977e-06,0.0,0.0
1801,1.2663465684324495e-06,0.0,0.0
1802,1.2803128827597123e-06,0.0,0.0
1803,1.255468573292871e-06,0.0,0.0
1804,9.335551404936788e-07,0.0,0.0
1805,8.7490352435842e-07,0.0,0.0
1806,9.169441942244053e-07,0.0,0.0
1807,8.127734239289046e-07,0.0,0.0
1808,8.230007892962021e-07,0.0,0.0
1809,8.003798857966363e-07,0.0,0.0
1810,7.907063377388113e-07,0.0,0.0
1811,7.705393402700013e-07,0.0,0.0
1812,8.015950762845543e-07,0.0,0.0
1813,8.392180948898645e-07,0.0,0.0
1814,8.397186905183065e-07,0.0,0.0
1815,8.91830308903861e-07,0.0,0.0
1816,1.056667453472723e-06,0.0,0.0
1817,1.079596919290842e-06,0.0,0.0
1818,1.104025532835554e-06,0.0,0.0
1819,1.289784052005416e-06,0.0,0.0
1820,1.3386362606330034e-06,0.0,0.0
1821,1.7699240808204714e-06,0.0,0.0
1822,2.051318136052162e-06,0.0,0.0
1823,2.110637914094176e-06,0.0,0.0
1824,2.308976206677471e-06,0.0,0.0
1825,2.4591917378659545e-06,0.0,0.0
1826,2.5067503851719915e-06,0.0,0.0
1827,2.5781445336698587e-06,0.0,0.0
1828,2.527076048863819e-06,0.0,0.0
1829,2.402660844122043e-06,0.0,0.0
1830,2.2809074867577043e-06,9.530454203598993e-11,0.0
1831,2.2262031831944895e-06,9.530454203598993e-11,0.0
1832,2.261867036525343e-06,9.530454203598993e-11,0.0
1833,2.4356322358341586e-06,9.530454203598993e-11,0.0
1834,2.436283011775231e-06,9.530454203598993e-11,0.0
1835,2.372126865728725e-06,9.530454203598993e-11,0.0
1836,2.4189445996723535e-06,1.703657215301746e-10,0.0
1837,2.5785522309109055e-06,7.506117949418467e-11,0.0
1838,2.701868619884148e-06,7.506117949418467e-11,0.0
1839,2.848936024487817e-06,7.506117949418467e-11,0.0
1840,2.6681463753318113e-06,1.5064714555178072e-10,0.0
1841,2.6943516136920413e-06,2.2062475655916713e-10,0.0
1842,2.6139751168687198e-06,2.2062475655916713e-10,0.0
1843,2.629790157828081e-06,1.4556357706498246e-10,0.0
1844,2.8264458121287006e-06,1.4556357706498246e-10,0.0
1845,2.8286571510502005e-06,1.4556357706498246e-10,0.0
1846,2.8867046759322486e-06,1.4556357706498246e-10,0.0
1847,3.0419174176391347e-06,6.997761100738638e-11,0.0
1848,3.2190139336307766e-06,5.4687675023399966e-11,1.0937535004679993e-10
1849,3.3830917150875654e-06,1.621667482838112e-10,1.0937535004679993e-10
1850,3.441778582263006e-06,2.0963665723984703e-10,1.0937535004679993e-10
1851,3.3544258063297353e-06,2.0963665723984703e-10,1.0937535004679993e-10
1852,3.410745746025766e-06,3.107597988462528e-10,1.0937535004679993e-10
1853,3.3908988825714914e-06,3.107597988462528e-10,1.5763469101465992e-10
1854,3.5342268997088207e-06,3.107597988462528e-10,1.5763469101465992e-10
1855,3.4940372708141306e-06,2.560721238228528e-10,4.825934096786e-11
1856,3.5411759264596706e-06,1.4859305056244158e-10,9.795814556337997e-11
1857,3.6089571884596287e-06,1.0112314160640575e-10,9.795814556337997e-11
1858,3.70867032220953e-06,1.5872665483561222e-10,9.795814556337997e-11
1859,3.9047860614768326e-06,2.403916787852012e-10,9.795814556337997e-11
1860,4.064264593190663e-06,2.403916787852012e-10,1.7168922236291247e-10
1861,4.089088926256019e-06,2.9687835919770377e-10,1.7168922236291247e-10
1862,4.3484759706708635e-06,2.9687835919770377e-10,1.7168922236291247e-10
1863,4.499528618647933e-06,2.9687835919770377e-10,1.219904177673925e-10
1864,4.639542696947631e-06,3.9106860210453524e-10,1.6908553922080826e-10
1865,4.698736899756893e-06,4.2191819086109407e-10,1.6908553922080826e-10
1866,4.729129354278225e-06,4.160885049207609e-10,1.6908553922080826e-10
1867,4.802549678320897e-06,5.025134197644832e-10,4.709512145341575e-11
1868,4.852986096791158e-06,7.148969353007065e-10,4.709512145341575e-11
1869,4.881308086623903e-06,9.128263700475259e-10,4.709512145341575e-11
1870,4.868599067516957e-06,9.55062830408439e-10,4.709512145341575e-11
1871,5.2463885497542965e-06,1.1449050358563235e-09,0.0
1872,5.5540090215799864e-06,1.097403644147375e-09,0.0
1873,5.877484454686055e-06,1.1935064206777417e-09,0.0
1874,5.987635956574065e-06,1.2660443645832027e-09,0.0
1875,6.3436076353744804e-06,1.1977493124299648e-09,0.0
1876,6.544771622429835e-06,1.191479803708262e-09,3.833198441200685e-11
1877,6.664234141291152e-06,1.3939050469424785e-09,3.833198441200685e-11
1878,6.535376152377077e-06,1.4727261870335034e-09,3.833198441200685e-11
1879,6.4631001025970495e-06,1.6063435502390787e-09,7.324579831546885e-11
1880,6.294325950355935e-06,1.563489084231508e-09,7.324579831546885e-11
1881,6.3549805418006144e-06,1.6254853970768375e-09,7.324579831546885e-11
1882,6.2316691712892085e-06,1.6517773022377875e-09,7.324579831546885e-11
1883,6.1092778196325526e-06,1.7492210378579541e-09,3.4913813903461997e-11
1884,6.2153686875327755e-06,1.748646592604684e-09,3.4913813903461997e-11
1885,6.161964457922815e-06,1.6179792267883337e-09,3.4913813903461997e-11
1886,6.271066467888886e-06,1.884828007955467e-09,0.0
1887,6.504382716749595e-06,1.7927910584652246e-09,0.0
1888,6.648587779117017e-06,1.760851781844914e-09,0.0
1889,6.789256726083945e-06,1.821864579833386e-09,0.0
1890,7.01851130153435e-06,1.6845350669925097e-09,0.0
1891,7.301260016642378e-06,1.5684730657129974e-09,0.0
1892,7.44851493956438e-06,1.7183037373921399e-09,0.0
1893,7.5395614658191334e-06,1.3691325771527018e-09,4.6123347205043583e-11
1894,7.625865042168048e-06,1.4960640107705307e-09,4.6123347205043583e-11
1895,7.678386412278218e-06,1.5187561922377517e-09,4.6123347205043583e-11
1896,7.701336081871496e-06,1.5022022911307227e-09,6.550377304063001e-11
1897,7.731981960595086e-06,1.5547724457094197e-09,8.408052825410145e-11
1898,7.722559855340347e-06,1.6792815471511346e-09,1.0211869643545718e-10
1899,7.99005452531024e-06,1.4794037185770848e-09,1.0211869643545718e-10
1900,8.223990464882394e-06,1.6762866967517149e-09,9.213655830350324e-11
1901,8.419778688611196e-06,2.0623795052695672e-09,9.213655830350324e-11
1902,8.761708158999681e-06,1.9539771705418777e-09,9.213655830350324e-11
1903,9.14046242022388e-06,1.8739209549169443e-09,7.275613246791681e-11
1904,9.359175627261201e-06,1.7646990932032987e-09,8.588685715008434e-11
1905,9.679886976040766e-06,1.9543237425193436e-09,9.83424135776139e-11
1906,9.887743025111767e-06,1.942849524118527e-09,1.4488737194134112e-10
1907,1.0056145323947671e-05,1.7855714129488831e-09,1.2339633679937989e-10
1908,1.0178652181431452e-05,1.2578974132157077e-09,1.2339633679937989e-10
1909,1.0318420468787995e-05,1.3750838166539025e-09,1.3717734587137542e-10
1910,1.0414547302519037e-05,1.3904224359175187e-09,1.647251254050757e-10
1911,1.0545563912143865e-05,1.5608806945367958e-09,1.7495144321350812e-10
1912,1.0609322349150066e-05,1.3781756212440298e-09,1.4445771860462286e-10
1913,1.0645272465938302e-05,1.4648733178849023e-09,9.791276024089563e-11
1914,1.0972456948366016e-05,1.4791866461852772e-09,1.1249556544238156e-10
1915,1.118335421779193e-05,1.5788086711004163e-09,1.1249556544238156e-10
1916,1.130138727083769e-05,1.945335146937209e-09,1.2881828143867276e-10
1917,1.1409153427978578e-05,2.0878701466133164e-09,1.710991764936054e-10
1918,1.1515449581825773e-05,2.00923255810892e-09,1.5792585691557345e-10
1919,1.1452289462405524e-05,1.934453327682003e-09,1.863373503116098e-10
1920,1.1313041925729652e-05,1.7466957483566352e-09,2.0953900519466677e-10
1921,1.0773646603671036e-05,1.6848656834790786e-09,1.8030602606205244e-10
1922,1.0363930284386567e-05,1.5341774596753866e-09,1.8030602606205244e-10
1923,9.82298804176805e-06,1.0453686170665476e-09,1.502023009937657e-10
1924,9.235922464410709e-06,8.183329173025048e-10,8.037362640513277e-11
1925,8.799589262967597e-06,7.004053289730702e-10,5.161314827909333e-11
1926,8.409459691652696e-06,5.844995122826293e-10,4.6124618013898555e-11
1927,8.106305293560062e-06,5.603713049140424e-10,2.292296313084157e-11
1928,7.893107327358198e-06,4.988459665186287e-10,4.573244957331976e-11
1929,7.614208503322775e-06,4.516778796220018e-10,4.573244957331976e-11
1930,7.386204288195586e-06,4.079188871606933e-10,7.29598425326066e-11
1931,7.208165957958304e-06,3.1204424758409944e-10,7.29598425326066e-11
1932,7.003505028738541e-06,2.66671970220297e-10,7.29598425326066e-11
1933,7.0361308124639824e-06,2.905717174809094e-10,5.0036879401765027e-11
1934,6.94365793866122e-06,3.124985825664339e-10,5.0036879401765027e-11
1935,6.862209050138647e-06,3.341337623252727e-10,2.7227392959286842e-11
1936,6.8329455383978455e-06,3.507228297466065e-10,4.816482530272432e-11
1937,6.9631271669225366e-06,4.758073796073958e-10,2.093743234343748e-11
1938,7.0900109676586e-06,4.9307887138385e-10,2.093743234343748e-11
1939,7.37350286986579e-06,7.43269913870494e-10,2.093743234343748e-11
1940,7.613378459479593e-06,9.085339068372531e-10,7.252395707789207e-11
1941,8.191730492918786e-06,8.687088548509081e-10,1.0010252745765565e-10
1942,8.611787052359432e-06,9.48804415986818e-10,1.0010252745765565e-10
1943,8.937684664748044e-06,9.283828765273481e-10,7.916509511421817e-11
1944,9.189047757120403e-06,7.867861858055849e-10,7.916509511421817e-11
1945,9.300773594337183e-06,8.746676260258062e-10,9.79345156558255e-11
1946,9.398932369159801e-06,6.504776499184826e-10,1.1448261981263284e-10
1947,9.251970628351306e-06,4.5877292639432253e-10,7.945307110647702e-11
1948,8.942733594657121e-06,4.995943559642819e-10,5.187450072671343e-11
1949,8.745632840145845e-06,4.94097269051633e-10,5.187450072671343e-11
1950,8.721665056197838e-06,5.23403871831109e-10,5.187450072671343e-11
1951,8.677286392152642e-06,5.516576203782161e-10,5.187450072671343e-11
1952,8.672207903665757e-06,5.771111723427782e-10,3.3105080185106115e-11
1953,8.581550641143362e-06,6.059130459273072e-10,1.6556976028298768e-11
1954,8.434614366186516e-06,6.267808771998062e-10,0.0
1955,8.307581992994528e-06,5.873693813075929e-10,0.0
1956,8.157487302794055e-06,5.491342757497313e-10,0.0
1957,7.845737660058408e-06,5.111180734603974e-10,0.0
1958,7.434337866080958e-06,5.044307204081302e-10,0.0
1959,7.175395239755744e-06,4.153548626071947e-10,1.1293938998299273e-11
1960,6.734666125599428e-06,4.004358442055711e-10,1.1293938998299273e-11
1961,6.4285293644518656e-06,3.696179523163653e-10,1.1293938998299273e-11
1962,6.022916360442261e-06,3.9163822879162424e-10,1.1293938998299273e-11
1963,5.761473728073595e-06,3.60349475457346e-10,1.1293938998299273e-11
1964,5.524603693629615e-06,4.3753885038886967e-10,1.1293938998299273e-11
1965,5.374825897368802e-06,4.485504626458184e-10,1.1293938998299273e-11
1966,5.124396271379997e-06,4.159591123923231e-10,0.0
1967,5.041738404543139e-06,3.5243194473899564e-10,8.844678957485387e-12
1968,5.021582247926355e-06,3.492933482134626e-10,8.844678957485387e-12
1969,5.1319062939520725e-06,3.341921104928401e-10,8.844678957485387e-12
1970,5.1090838886531335e-06,3.197508646746172e-10,8.844678957485387e-12
1971,5.138987424808354e-06,2.5667046662672787e-10,8.844678957485387e-12
1972,5.253681657839999e-06,2.209315944475979e-10,8.844678957485387e-12
1973,5.38029261016553e-06,2.2702979179151887e-10,8.844678957485387e-12
1974,5.4380644931890335e-06,2.51472301315836e-10,0.0
1975,5.492561675574896e-06,2.145520546939902e-10,0.0
1976,5.534140849964128e-06,2.107902364561249e-10,8.036431143570206e-12
1977,5.654140750266379e-06,2.0781784428246042e-10,8.036431143570206e-12
1978,5.85305646641895e-06,2.625644245674812e-10,8.036431143570206e-12
1979,5.8893703810878965e-06,2.6029344751028154e-10,8.036431143570206e-12
1980,6.016843209571172e-06,2.1902296444751912e-10,8.036431143570206e-12
1981,6.112511722936428e-06,2.1746985165041873e-10,1.566622972221892e-11
1982,6.125027604347062e-06,2.827772956269316e-10,2.3077724751027364e-11
1983,6.0467929350644615e-06,2.6543658243616264e-10,1.504129360745716e-11
1984,5.977068212814629e-06,2.553827199317357e-10,1.504129360745716e-11
1985,5.764603364306302e-06,1.8825158693796292e-10,1.504129360745716e-11
1986,5.8353074824221296e-06,1.5574078336490415e-10,1.504129360745716e-11
1987,5.7096407804887605e-06,1.6911571845293746e-10,2.172876115147382e-11
1988,5.675337758605435e-06,1.5315773153691736e-10,1.4098962572825106e-11
1989,5.6373368611925145e-06,9.823933432613024e-11,1.3339479322725468e-11
1990,5.5796854862169965e-06,1.167216323594289e-10,1.3339479322725468e-11
1991,5.466907363630266e-06,1.2751619403252234e-10,1.3339479322725468e-11
1992,5.405537194747012e-06,1.1941039030587726e-10,1.3339479322725468e-11
1993,5.085677912575193e-06,1.5161718705921804e-10,1.3339479322725468e-11
1994,4.903415953906785e-06,1.7726103224147138e-10,6.652011778708809e-12
1995,4.7128101609164986e-06,1.894910171234316e-10,6.652011778708809e-12
1996,4.535361962812853e-06,1.8178908874265177e-10,0.0
1997,4.478529327960652e-06,1.9452197491665046e-10,0.0
1998,4.338161553667825e-06,1.6167563220743324e-10,0.0
1999,4.3151997358238854e-06,1.8242950800788956e-10,0.0
2000,4.362478713509128e-06,1.6060756990216822e-10,0.0
2001,4.316552219409329e-06,1.3173024972422199e-10,0.0
2002,4.206441709746807e-06,1.1793740884684974e-10,0.0
2003,4.060330378966423e-06,1.299801129823435e-10,5.1581373101366215e-12
2004,3.939080735498075e-06,8.900646340990827e-11,5.1581373101366215e-12
2005,3.844752589949556e-06,9.894365039588214e-11,5.1581373101366215e-12
2006,3.719505489893241e-06,8.212057274272131e-11,5.1581373101366215e-12
2007,3.514137753362385e-06,7.173571409510186e-11,5.1581373101366215e-12
2008,3.455388098570568e-06,6.6885333581203e-11,5.1581373101366215e-12
2009,3.382207036598369e-06,6.981413810153952e-11,9.306816478197151e-12
2010,3.2846850055128537e-06,4.295921133704425e-11,4.14867916806053e-12
2011,3.104705716136128e-06,3.791266531867026e-11,4.14867916806053e-12
2012,3.033895544441683e-06,2.7975478332696392e-11,4.14867916806053e-12
2013,2.8655252403301086e-06,1.7682334019616544e-11,4.14867916806053e-12
2014,2.744040784818935e-06,1.7682334019616544e-11,4.14867916806053e-12
2015,2.5512889091520004e-06,1.2391254441174964e-11,4.14867916806053e-12
2016,2.4408208056619126e-06,4.093896105053904e-12,0.0
2017,2.4084038159344345e-06,0.0,0.0
2018,2.392526403127704e-06,0.0,0.0
2019,2.2841387590233353e-06,0.0,0.0
