ngram,Wiki,Wikid,Weiki
1819,3.3778042267990874e-09,1.790348662973023e-10,0.0
1820,3.2846392907158263e-09,1.790348662973023e-10,0.0
1821,3.300536161836882e-09,3.0758912084039025e-10,0.0
1822,3.4817021646712678e-09,3.0758912084039025e-10,0.0
1823,3.853380519431531e-09,3.0758912084039025e-10,0.0
1824,3.1904276522252773e-09,3.0758912084039025e-10,0.0
1825,3.2646263946136044e-09,1.2855425454308796e-10,0.0
1826,2.9004331159043772e-09,1.2855425454308796e-10,0.0
1827,3.337633518769272e-09,1.2855425454308796e-10,0.0
1828,2.805191531444048e-09,0.0,0.0
1829,3.4849990115937146e-09,0.0,0.0
1830,3.5902797481033944e-09,0.0,0.0
1831,3.146694341601578e-09,0.0,0.0
1832,3.148909109653074e-09,0.0,0.0
1833,3.324303951160853e-09,0.0,0.0
1834,3.0906708383047844e-09,0.0,0.0
1835,3.3992585254541805e-09,0.0,0.0
1836,2.9456337686489017e-09,0.0,0.0
1837,2.588267600245331e-09,0.0,0.0
1838,2.8006759292661545e-09,0.0,0.0
1839,2.69679042589185e-09,0.0,0.0
1840,2.662328912883538e-09,0.0,0.0
1841,2.653811028073351e-09,0.0,0.0
1842,2.4173403437696297e-09,0.0,0.0
1843,3.128341506476927e-09,0.0,0.0
1844,4.020667243587184e-09,0.0,0.0
1845,4.382751923286727e-09,0.0,0.0
1846,4.557291559998638e-09,0.0,0.0
1847,4.4823890630953295e-09,0.0,0.0
1848,4.156608803183661e-09,0.0,5.4687675023399966e-11
1849,4.081641564417688e-09,0.0,5.4687675023399966e-11
1850,2.8650907836689855e-09,0.0,5.4687675023399966e-11
1851,1.941570983353204e-09,0.0,5.4687675023399966e-11
1852,1.7292374675039112e-09,0.0,5.4687675023399966e-11
1853,1.78920968517206e-09,0.0,5.4687675023399966e-11
1854,1.839695396022023e-09,0.0,5.4687675023399966e-11
1855,1.9906428727622938e-09,0.0,0.0
1856,1.9825614086929224e-09,0.0,0.0
1857,1.9838900443071493e-09,0.0,0.0
1858,2.050939553109389e-09,0.0,0.0
1859,2.022391119650889e-09,0.0,0.0
1860,2.1852732718612752e-09,0.0,0.0
1861,2.283653686786989e-09,0.0,0.0
1862,2.3029528205066795e-09,0.0,0.0
1863,2.5854582601831613e-09,0.0,0.0
1864,2.913045899737605e-09,0.0,0.0
1865,2.96546377929831e-09,0.0,0.0
1866,2.804395779091148e-09,0.0,0.0
1867,2.687563457496164e-09,0.0,0.0
1868,2.5493518883225518e-09,0.0,0.0
1869,2.571315240094764e-09,0.0,0.0
1870,2.527303874114547e-09,4.223646036091314e-11,0.0
1871,2.4280562798446273e-09,4.223646036091314e-11,0.0
1872,2.521437836300322e-09,4.223646036091314e-11,0.0
1873,2.5290613730228576e-09,4.223646036091314e-11,0.0
1874,2.653306812356553e-09,4.223646036091314e-11,0.0
1875,2.500085059610667e-09,4.223646036091314e-11,0.0
1876,2.603795877322211e-09,4.223646036091314e-11,0.0
1877,3.27950266942878e-09,0.0,0.0
1878,3.4266038578018812e-09,0.0,7.257071927518105e-11
1879,3.284321481444863e-09,0.0,7.257071927518105e-11
1880,3.6032205473292477e-09,0.0,7.257071927518105e-11
1881,3.299375312642334e-09,0.0,7.257071927518105e-11
1882,3.4306013902656626e-09,0.0,7.257071927518105e-11
1883,3.902173822163084e-09,0.0,7.257071927518105e-11
1884,3.2241953234241852e-09,0.0,7.257071927518105e-11
1885,3.390997736575839e-09,0.0,0.0
1886,3.5384546721266882e-09,0.0,2.7588615915595328e-11
1887,3.2504679900061515e-09,0.0,2.7588615915595328e-11
1888,3.592005740468299e-09,0.0,2.7588615915595328e-11
1889,3.562028481697764e-09,0.0,2.7588615915595328e-11
1890,2.8834291462434945e-09,0.0,2.7588615915595328e-11
1891,3.264750596849402e-09,0.0,2.7588615915595328e-11
1892,3.952061884098563e-09,0.0,2.7588615915595328e-11
1893,5.115907348545485e-09,0.0,0.0
1894,1.037906040478122e-08,0.0,0.0
1895,1.2113830637007692e-08,0.0,6.351362293242703e-11
1896,1.2569197428900582e-08,0.0,6.351362293242703e-11
1897,1.7443425053593435e-08,0.0,6.351362293242703e-11
1898,1.750212482879273e-08,1.803816818135573e-11,6.351362293242703e-11
1899,1.652236566610351e-08,1.803816818135573e-11,6.351362293242703e-11
1900,1.616300867749284e-08,1.803816818135573e-11,6.351362293242703e-11
1901,1.1555536432490093e-08,1.803816818135573e-11,6.351362293242703e-11
1902,9.691597524508211e-09,3.525645846697805e-11,1.721829028562232e-11
1903,1.0823462602362253e-08,3.525645846697805e-11,4.9096579976140984e-11
1904,6.425550092004073e-09,3.525645846697805e-11,4.9096579976140984e-11
1905,6.961138998562433e-09,1.721829028562232e-11,4.9096579976140984e-11
1906,8.957837709695177e-09,1.721829028562232e-11,4.9096579976140984e-11
1907,9.209672580112738e-09,1.721829028562232e-11,4.9096579976140984e-11
1908,9.402872322031693e-09,1.721829028562232e-11,4.9096579976140984e-11
1909,1.0012897178057756e-08,0.0,3.1878289690518664e-11
1910,9.389832530562866e-09,0.0,0.0
1911,1.0421779883529325e-08,0.0,1.3977931907176761e-11
1912,1.1474463538060523e-08,0.0,1.3977931907176761e-11
1913,1.0175448674130751e-08,0.0,1.3977931907176761e-11
1914,9.251039299686324e-09,0.0,1.3977931907176761e-11
1915,8.592285518003808e-09,0.0,1.3977931907176761e-11
1916,8.104389445254664e-09,0.0,1.3977931907176761e-11
1917,7.43714267947837e-09,0.0,2.794366623014101e-11
1918,6.524357403543084e-09,0.0,2.8345973385983977e-11
1919,4.771290759312105e-09,0.0,2.8345973385983977e-11
1920,6.2333213828631125e-09,0.0,2.8345973385983977e-11
1921,8.162968681954145e-09,0.0,2.8345973385983977e-11
1922,8.683222712286515e-09,0.0,2.8345973385983977e-11
1923,8.980124072926238e-09,0.0,2.8345973385983977e-11
1924,9.544885072797018e-09,0.0,1.4380239063019725e-11
1925,9.110544128633689e-09,0.0,0.0
1926,9.59999920827467e-09,0.0,0.0
1927,7.844587011719893e-09,0.0,0.0
1928,5.719810910623632e-09,0.0,0.0
1929,5.514601981409279e-09,0.0,0.0
1930,5.501954574478012e-09,0.0,0.0
1931,4.824525350650382e-09,0.0,0.0
1932,4.906940377834092e-09,0.0,0.0
1933,5.46353858662688e-08,0.0,0.0
1934,5.476126650551448e-08,0.0,0.0
1935,5.6461230167416584e-08,2.222233310065848e-11,0.0
1936,5.8018014583081726e-08,2.222233310065848e-11,4.187486468687496e-11
1937,5.896457379504584e-08,2.222233310065848e-11,4.187486468687496e-11
1938,6.265154027320006e-08,2.222233310065848e-11,4.187486468687496e-11
1939,6.307611106442274e-08,2.222233310065848e-11,4.187486468687496e-11
1940,1.2789021904982941e-08,2.222233310065848e-11,4.187486468687496e-11
1941,1.3264124655774725e-08,2.222233310065848e-11,4.187486468687496e-11
1942,1.1952746284801411e-08,4.483448215860822e-10,4.187486468687496e-11
1943,1.0874015909934087e-08,8.130513405392646e-10,0.0
1944,1.0479029263369251e-08,1.059678535396204e-09,0.0
1945,7.566113894138685e-09,1.1535256400867817e-09,1.876942054160732e-11
1946,7.588276864010725e-09,1.1535256400867817e-09,1.876942054160732e-11
1947,8.50363227452736e-09,1.4515512125612418e-09,3.5326396569906087e-11
1948,9.084582419660592e-09,1.4515512125612418e-09,3.5326396569906087e-11
1949,9.75915919505204e-09,1.0032063909751594e-09,3.5326396569906087e-11
1950,1.0536196677029303e-08,6.554198473634238e-10,1.1992627129459825e-10
1951,1.181085045638091e-08,4.0879265250648444e-10,1.1992627129459825e-10
1952,1.2174917074503355e-08,3.1494554781590674e-10,1.1684079993206405e-10
1953,1.2141650859324012e-08,3.306347844321346e-10,1.1684079993206405e-10
1954,1.2136232463433316e-08,3.260921195767454e-11,1.0028382390376528e-10
1955,1.087066804826366e-08,3.260921195767454e-11,1.147780759325201e-10
1956,1.1380858541290958e-08,4.607721743837041e-11,1.2824608141321596e-10
1957,1.0323375868434174e-08,2.915724209692375e-11,4.3646206688523797e-11
1958,9.042188141096728e-09,2.915724209692375e-11,4.3646206688523797e-11
1959,1.2619439398215654e-08,2.915724209692375e-11,3.9256196507749965e-11
1960,1.2863540518484991e-08,1.346800548069587e-11,3.9256196507749965e-11
1961,1.236866831177963e-08,1.346800548069587e-11,3.9256196507749965e-11
1962,1.4864477204667992e-08,2.3669761587249585e-11,2.4761944478995143e-11
1963,1.3788706874708266e-08,1.0201756106553717e-11,1.1293938998299273e-11
1964,1.369927016270367e-08,1.9195066171460796e-11,2.028724906320635e-11
1965,1.3975450638018368e-08,2.8010147772634345e-11,2.9102330664379903e-11
1966,1.3694275174153908e-08,2.8010147772634345e-11,1.780839166608063e-11
1967,1.3849210794043237e-08,2.8010147772634345e-11,1.780839166608063e-11
1968,1.4344960267262e-08,2.8010147772634345e-11,3.552147465057942e-11
1969,1.2349410890725006e-08,1.780839166608063e-11,4.4498360353615955e-11
1970,1.3067116151026831e-08,1.780839166608063e-11,7.080688713927735e-11
1971,1.351928626190459e-08,8.81508160117355e-12,7.076447761100724e-11
1972,1.5191927842701195e-08,0.0,7.934028632496291e-11
1973,1.1904813896584138e-08,0.0,1.206107693877253e-10
1974,1.1337224238770562e-08,0.0,1.4505327891204241e-10
1975,1.0776796471085553e-08,0.0,1.2734019592754364e-10
1976,1.206894914166209e-08,0.0,1.263997413680773e-10
1977,1.1584110940329343e-08,0.0,1.2417044723782896e-10
1978,1.1454932367728686e-08,0.0,1.233794752871934e-10
1979,9.585292052146802e-09,0.0,1.1411628586532885e-10
1980,8.783770853528137e-09,7.836827417165689e-12,1.2770359571399681e-10
1981,9.156298639924541e-09,1.54666259958144e-11,1.337802805042746e-10
1982,9.338920430630132e-09,1.54666259958144e-11,1.4860327056189148e-10
1983,8.95247425398387e-09,1.54666259958144e-11,1.70176862185345e-10
1984,8.935337232023649e-09,1.54666259958144e-11,1.6079881622650076e-10
1985,9.373333411031938e-09,1.54666259958144e-11,1.8157518742535827e-10
1986,1.1297571322899103e-08,1.54666259958144e-11,1.8726459668653002e-10
1987,1.1850232795040938e-08,1.4317266122665373e-11,1.390942713191163e-10
1988,1.2108701343192609e-08,6.6874675440166595e-12,1.2243789662691462e-10
1989,1.2570649283410212e-08,1.3339479322725468e-11,1.1426691834800654e-10
1990,1.2069108760012374e-08,1.3339479322725468e-11,9.797182014072346e-11
1991,1.2459625077708227e-08,1.3339479322725468e-11,9.640917032958742e-11
1992,1.2416442731120827e-08,1.3339479322725468e-11,9.2922255207866e-11
1993,1.0214124784064488e-08,1.9780838673393627e-11,7.910514505342953e-11
1994,1.0866404664966467e-08,1.3093371129376967e-11,8.542393726908491e-11
1995,1.1141865461995946e-08,1.3093371129376967e-11,8.433538044503943e-11
1996,1.2712156153124203e-08,6.441359350668157e-12,8.398540791392556e-11
1997,1.3079595819119407e-08,5.821408038159908e-11,9.943310658971122e-11
1998,1.6777062405992638e-08,5.821408038159908e-11,1.4985023043851646e-10
1999,1.9144293642422587e-08,1.0702327912781584e-10,1.4067057836036108e-10
2000,2.3394504619237263e-08,1.0577434910095742e-10,1.4586300768417082e-10
2001,3.904925500413421e-08,1.1591580919329786e-10,1.37927477970669e-10
2002,6.27463167138639e-08,1.1591580919329786e-10,1.251532151723213e-10
2003,9.681410581155855e-08,1.5718090767439082e-10,8.56464828621498e-10
2004,1.5774537384264216e-07,1.4578055479045179e-10,8.277022053859717e-10
2005,2.0356796477065992e-07,1.6068633576504787e-10,7.840209186236815e-10
2006,2.638102698832816e-07,1.6334285759295979e-10,7.780443303517792e-10
2007,3.2775077077725913e-07,2.1718920213885185e-10,7.889533842699224e-10
2008,3.773015626913028e-07,2.1762990120339458e-10,7.891737338021937e-10
2009,3.9994439150957207e-07,2.674140502288504e-10,7.891737338021937e-10
2010,4.086786467334085e-07,2.343367439578652e-10,6.384176966840144e-11
2011,3.895912235358472e-07,2.1717636171568267e-10,6.848416675023624e-11
2012,3.9287234747981916e-07,2.5032929647823236e-10,5.928950782710781e-11
2013,3.881310622741044e-07,2.2561868990142057e-10,6.504943111940165e-11
2014,3.5788849572782055e-07,1.6657991603171877e-10,4.8947947877448734e-11
2015,3.320030381408807e-07,2.6461118465032866e-10,4.365686829900715e-11
2016,3.2551528761359805e-07,2.336024930041766e-10,5.617383988520963e-11
2017,3.26207394133841e-07,2.6298381759308026e-10,5.120750987593533e-11
2018,3.3015344911291324e-07,2.8308380084496323e-10,5.4949655936553654e-11
2019,3.175996283744098e-07,2.697519985161989e-10,4.999756858525828e-11
