ngram,Noise,Noisa
1820,3.4168657845969263e-07,1.790348662973023e-10
1821,3.5955102362095204e-07,1.790348662973023e-10
1822,3.6847682898561676e-07,1.790348662973023e-10
1823,4.018730805910309e-07,1.790348662973023e-10
1824,3.983547835722285e-07,1.790348662973023e-10
1825,3.5829164752548035e-07,0.0
1826,2.7028878386252994e-07,0.0
1827,2.5329194995395354e-07,0.0
1828,2.406663871365059e-07,0.0
1829,2.0825858980190658e-07,0.0
1830,1.6388992207794217e-07,0.0
1831,1.4685394233993065e-07,0.0
1832,1.5121452077794727e-07,0.0
1833,1.7232306654640134e-07,0.0
1834,1.6877874945261544e-07,0.0
1835,1.6977986762510356e-07,0.0
1836,1.7930512541397547e-07,0.0
1837,1.753636717743185e-07,0.0
1838,1.8361772090104621e-07,0.0
1839,1.805424980310428e-07,0.0
1840,1.6755252829625533e-07,0.0
1841,1.6727388388712176e-07,0.0
1842,1.69920533770502e-07,0.0
1843,1.722647482438333e-07,0.0
1844,1.816991337071678e-07,0.0
1845,1.87583511644464e-07,0.0
1846,1.9418774448760295e-07,0.0
1847,2.0059443223934587e-07,0.0
1848,2.1039265618583158e-07,0.0
1849,2.1622698349282083e-07,0.0
1850,2.1189074824893135e-07,0.0
1851,2.028731427929285e-07,4.642859509549981e-11
1852,1.9268513134258164e-07,4.642859509549981e-11
1853,1.8768991237396092e-07,4.642859509549981e-11
1854,1.7843625447052806e-07,4.642859509549981e-11
1855,1.7366828737002444e-07,4.642859509549981e-11
1856,1.6544000150783438e-07,4.642859509549981e-11
1857,1.6744260327478904e-07,4.642859509549981e-11
1858,1.654496750396512e-07,0.0
1859,1.7338606791586893e-07,0.0
1860,1.7635369025421304e-07,0.0
1861,1.7376105176936107e-07,0.0
1862,1.7282235579127052e-07,0.0
1863,1.8742141451509398e-07,0.0
1864,1.9227657129964166e-07,0.0
1865,2.1880629422607205e-07,4.422655099288266e-11
1866,2.6483510241957576e-07,4.422655099288266e-11
1867,2.6082619391282993e-07,4.422655099288266e-11
1868,2.8454088659860386e-07,4.422655099288266e-11
1869,2.858846020866882e-07,1.233983233055775e-10
1870,2.8515981195401506e-07,1.233983233055775e-10
1871,2.836737341535159e-07,1.233983233055775e-10
1872,2.7247397278123184e-07,7.917177231269485e-11
1873,2.2730380270071952e-07,7.917177231269485e-11
1874,2.388579503076471e-07,7.917177231269485e-11
1875,2.286651376185286e-07,7.917177231269485e-11
1876,2.3958040376978064e-07,0.0
1877,2.440543300151278e-07,0.0
1878,2.530574749113969e-07,0.0
1879,2.569088763948457e-07,0.0
1880,2.6745971938778113e-07,0.0
1881,2.618205050859095e-07,0.0
1882,2.5716445049641023e-07,0.0
1883,2.472453469895949e-07,0.0
1884,2.3778528454191212e-07,3.051090729273247e-11
1885,2.2894795798882634e-07,3.051090729273247e-11
1886,2.1641574830612497e-07,3.051090729273247e-11
1887,2.0912703137452938e-07,3.051090729273247e-11
1888,2.155049137237646e-07,3.051090729273247e-11
1889,2.1726405106749424e-07,3.051090729273247e-11
1890,2.217785614837859e-07,3.051090729273247e-11
1891,2.2114969462044038e-07,2.5605051808977717e-11
1892,2.1741092228109794e-07,2.5605051808977717e-11
1893,2.2455839752767914e-07,2.5605051808977717e-11
1894,2.2375692562296274e-07,2.5605051808977717e-11
1895,2.22658751373014e-07,2.5605051808977717e-11
1896,2.245290257211049e-07,4.498547764456415e-11
1897,2.3269015920439934e-07,4.498547764456415e-11
1898,2.3531368802715796e-07,3.741859401694216e-11
1899,2.3875981623535024e-07,3.741859401694216e-11
1900,2.402327977181683e-07,5.548919855348698e-11
1901,2.441114089281525e-07,7.262588546425824e-11
1902,2.5050114110009805e-07,7.262588546425824e-11
1903,2.61710555702978e-07,5.3245459628671805e-11
1904,2.613254334197076e-07,6.90991995764913e-11
1905,2.739039440971932e-07,5.106103139513556e-11
1906,2.9416807072785947e-07,5.106103139513556e-11
1907,3.0905160234137187e-07,3.299042685859074e-11
1908,3.215939281225084e-07,2.9578194060686513e-11
1909,3.296368821078691e-07,4.335920313268206e-11
1910,3.3211145072138084e-07,8.468087144196192e-11
1911,3.4850300981556105e-07,6.882713149414244e-11
1912,3.614202829079919e-07,6.882713149414244e-11
1913,3.6360134458846005e-07,6.882713149414244e-11
1914,3.6718482679784105e-07,6.882713149414244e-11
1915,3.6330304656725533e-07,7.104139994527716e-11
1916,3.636829392559905e-07,5.726039087328161e-11
1917,3.5955451543096775e-07,1.593872256400175e-11
1918,3.519082026416852e-07,4.46992006900412e-11
1919,3.466856729314064e-07,4.46992006900412e-11
1920,3.5365124517738877e-07,9.110251045615517e-11
1921,3.6110534194579357e-07,1.1921411873545244e-10
1922,4.1087369595516066e-07,1.032753961714507e-10
1923,4.244435680383114e-07,1.032753961714507e-10
1924,4.80500753090902e-07,1.032753961714507e-10
1925,5.20649466904745e-07,7.451491804541125e-11
1926,5.815636581831183e-07,1.2036084430709438e-10
1927,6.659139241297193e-07,7.395753454098042e-11
1928,7.488029812715727e-07,4.584592626168314e-11
1929,8.109780286044302e-07,1.4698911532384784e-10
1930,8.748481913504033e-07,1.742165082831347e-10
1931,9.434830466099291e-07,1.742165082831347e-10
1932,1.0097910490003414e-06,1.742165082831347e-10
1933,1.0360396426481851e-06,1.2837058202145154e-10
1934,1.0438616056619919e-06,1.508384568043348e-10
1935,1.0488731001195056e-06,1.9528312300565176e-10
1936,1.0358939610861334e-06,9.413993394348706e-11
1937,1.0560890392038606e-06,6.691254098420022e-11
1938,1.0076695226806415e-06,6.691254098420022e-11
1939,9.885323736723097e-07,6.691254098420022e-11
1940,9.73416977753264e-07,6.691254098420022e-11
1941,9.622422274852788e-07,2.926518035842715e-10
1942,9.396674077574321e-07,2.482071373829545e-10
1943,9.821369937006757e-07,2.482071373829545e-10
1944,1.0295158696343215e-06,2.482071373829545e-10
1945,1.1456440185091715e-06,3.0451539702523537e-10
1946,1.220163872923357e-06,3.3761160533885004e-10
1947,1.342287865619645e-06,3.3761160533885004e-10
1948,1.4035755465816431e-06,1.0650446794332628e-10
1949,1.535892952883192e-06,1.235106302946828e-10
1950,1.6277594048525707e-06,1.4043060563612945e-10
1951,1.776373421437581e-06,1.9007789984838907e-10
1952,1.943033095942935e-06,1.3376964020610822e-10
1953,2.050781907720583e-06,1.163626685087214e-10
1954,2.1988065230159137e-06,1.5991053620156848e-10
1955,2.3895331488737222e-06,1.7179904027164739e-10
1956,2.6178171473085447e-06,2.2213290829758188e-10
1957,2.7990067792416085e-06,2.81675285278877e-10
1958,2.913499104449459e-06,3.3914425930291006e-10
1959,3.0819336253833692e-06,4.633775892754726e-10
1960,3.2528824444203304e-06,4.476883526592447e-10
1961,3.3961493954848265e-06,4.716739003342494e-10
1962,3.5048237805312965e-06,4.528871523832935e-10
1963,3.538570224139091e-06,4.2516254802496943e-10
1964,3.620951279767074e-06,3.756801258969489e-10
1965,3.736831591335691e-06,3.126392676490651e-10
1966,3.7502479374649866e-06,2.4116436625476467e-10
1967,4.0164233853699575e-06,3.030771189571624e-10
1968,4.391892064502047e-06,3.2410912049434566e-10
1969,5.0735443762407935e-06,3.9469933274130907e-10
1970,5.657548172166571e-06,5.918606477932948e-10
1971,6.244269375851477e-06,6.901933270940321e-10
1972,6.94318376710206e-06,7.330723686812693e-10
1973,7.63809118455226e-06,8.206335848954487e-10
1974,8.18225648150214e-06,8.483433638113119e-10
1975,8.638267770168437e-06,8.976394468998958e-10
1976,8.618154684622173e-06,9.213210829171561e-10
1977,8.542477189621422e-06,7.487556289273048e-10
1978,8.453001230788817e-06,6.642426608749474e-10
1979,8.215080989819918e-06,6.585652182319482e-10
1980,7.808174814272206e-06,5.966138456286225e-10
1981,7.318905967882269e-06,6.061786945415243e-10
1982,6.800927556988816e-06,5.053746706832182e-10
1983,6.404967215140849e-06,4.4531610145424697e-10
1984,6.1564874808287385e-06,4.031565954092693e-10
1985,5.837419394083554e-06,4.4916585530328593e-10
1986,5.573170645740382e-06,4.3006584008306193e-10
1987,5.428987151390174e-06,4.185722403603011e-10
1988,5.370700689257189e-06,4.025617775634974e-10
1989,5.346218131307978e-06,4.586324653388374e-10
1990,5.305435999097037e-06,5.007644378528044e-10
1991,5.296688868838828e-06,5.706824140234395e-10
1992,5.36614736899667e-06,5.029605501924042e-10
1993,5.415762903534674e-06,4.794317125839903e-10
1994,5.3894707109845645e-06,4.125570401176353e-10
1995,5.307163259463518e-06,3.5492864797997166e-10
1996,5.080463194774763e-06,2.996127215374297e-10
1997,4.9491359927092816e-06,2.3607581167706115e-10
1998,4.792083797968059e-06,1.6143941738988588e-10
1999,4.651503786590183e-06,1.8573833344375553e-10
2000,4.4358286816402274e-06,1.522826066635563e-10
2001,4.337773719141426e-06,1.5735333670972651e-10
2002,4.24139001812104e-06,1.4791047256038477e-10
2003,4.149047234542584e-06,1.204145097125472e-10
2004,4.0444823363421686e-06,1.0749750395389057e-10
2005,3.897770771540568e-06,9.513273452729391e-11
2006,3.6870580320932537e-06,6.203992528042157e-11
2007,3.5384544259743833e-06,6.758181811791379e-11
2008,3.3604068708622696e-06,7.309324722862672e-11
2009,3.2316756265312766e-06,9.017701912575734e-11
2010,3.13175610244798e-06,1.0033022577420653e-10
2011,2.948483565238088e-06,1.0416432448732773e-10
2012,2.7793737769700655e-06,1.6327402128725665e-10
2013,2.662136142004913e-06,2.0114007979029783e-10
2014,2.5575838792844607e-06,2.2158025711879351e-10
2015,2.470401568643865e-06,2.544434682790911e-10
2016,2.334707817551264e-06,2.8383889286561926e-10
2017,2.2456266606241115e-06,3.07264313529713e-10
2018,2.2633702428720425e-06,3.4921910918583877e-10
2019,2.3064300762598577e-06,3.243868784696957e-10
