ngram,Bug,Bugn,Byug,Boug,Brug
1713,4.2375881597373724e-07,0.0,0.0,0.0,2.690735202902163e-08
1714,4.3257866520564547e-07,0.0,0.0,0.0,2.690735202902163e-08
1715,4.862505136316031e-07,0.0,0.0,0.0,2.690735202902163e-08
1716,5.646346973467839e-07,0.0,0.0,0.0,4.461726835610794e-08
1717,6.276107090538321e-07,0.0,0.0,0.0,2.740224504447854e-08
1718,5.422697902141798e-07,0.0,0.0,0.0,1.770991632708631e-08
1719,5.824472058943034e-07,0.0,0.0,0.0,1.770991632708631e-08
1720,5.970556884449252e-07,0.0,0.0,0.0,1.770991632708631e-08
1721,5.74666259467449e-07,0.0,0.0,0.0,1.770991632708631e-08
1722,4.882202497518457e-07,0.0,0.0,0.0,1.770991632708631e-08
1723,3.6856184643901155e-07,0.0,0.0,0.0,0.0
1724,3.7723007803184115e-07,0.0,0.0,0.0,0.0
1725,3.7567486442315256e-07,0.0,0.0,0.0,0.0
1726,3.661294008289977e-07,0.0,0.0,0.0,0.0
1727,3.8462661474828306e-07,0.0,0.0,0.0,6.842715854255792e-09
1728,3.8198418345863114e-07,0.0,0.0,0.0,1.3322275853917226e-08
1729,4.2387680057994916e-07,0.0,0.0,0.0,1.3322275853917226e-08
1730,4.5028358337211624e-07,0.0,0.0,0.0,1.3322275853917226e-08
1731,3.478944868058014e-07,0.0,0.0,0.0,1.3322275853917226e-08
1732,3.3725824672663815e-07,0.0,0.0,0.0,2.5839323569698536e-08
1733,2.9764393007423807e-07,0.0,0.0,0.0,2.5839323569698536e-08
1734,3.4613683551145057e-07,0.0,0.0,0.0,1.8996607715442744e-08
1735,3.7194136837115366e-07,0.0,0.0,6.466926042289092e-09,1.8983973758070405e-08
1736,3.4215520372526953e-07,0.0,0.0,6.466926042289092e-09,1.8983973758070405e-08
1737,4.994430144376696e-07,0.0,0.0,6.466926042289092e-09,3.282723020398797e-08
