ngram,Lock,Locku,Locc,Lockw
1893,4.995571219166907e-06,6.301205152896878e-10,1.6633396882070883e-09,2.094019497483097e-09
1894,5.089199346132643e-06,6.079517326070974e-10,1.6964388425768006e-09,2.0441397304996454e-09
1895,5.047621535985465e-06,4.999403629175297e-10,1.4687528455364124e-09,2.0186578599177908e-09
1896,4.989935925030815e-06,4.669789991204201e-10,1.578244923639005e-09,1.95075317804034e-09
1897,4.933106668301791e-06,4.3338433238940665e-10,1.494058868686413e-09,1.6357458086448317e-09
1898,4.83848322931278e-06,4.362887352980595e-10,1.6528862326456055e-09,2.6091950663545813e-09
1899,4.764620046314251e-06,3.4214473318020365e-10,9.210225518759988e-10,2.6565046353153677e-09
1900,4.695191559481568e-06,3.091009194631868e-10,9.010582756120909e-10,2.3417296712846536e-09
1901,4.718404267935382e-06,2.721438867909447e-10,8.983746207264736e-10,2.297133899764603e-09
1902,4.705042751343821e-06,2.893621770765671e-10,9.249053665806781e-10,2.278775933823545e-09
1903,4.771226940647466e-06,3.177991837942175e-10,8.689381198705754e-10,2.1487282548487182e-09
1904,4.84306006650773e-06,3.200378454312361e-10,8.39469299629414e-10,1.970645392899785e-09
1905,4.996441020921338e-06,3.116639248266852e-10,5.465663199810677e-10,8.72897849240368e-10
1906,5.118817885626673e-06,3.710249488594489e-10,5.539845447456924e-10,8.148786724758241e-10
1907,5.2519199016387574e-06,5.253359969259463e-10,6.721543837391003e-10,8.4856790245296e-10
1908,5.3930754932350415e-06,5.974460212268947e-10,6.825421299578543e-10,7.904089010286291e-10
1909,5.5584544367905305e-06,5.802277309412724e-10,6.963550252298794e-10,7.146930626676453e-10
1910,5.6520285787493255e-06,5.875058574554361e-10,7.130765303628042e-10,8.162231565237274e-10
1911,5.666254570054921e-06,5.343172134900495e-10,7.894408856782117e-10,9.205433875487351e-10
1912,5.655388382105489e-06,5.174048431763215e-10,7.683647448456351e-10,8.961362287150467e-10
1913,5.658839849534811e-06,4.684257505692204e-10,7.634964763588873e-10,8.43505931769073e-10
1914,5.569131449841994e-06,2.925899829959404e-10,7.192091089347485e-10,8.871532952703376e-10
1915,5.3563305430413625e-06,2.647022353292299e-10,6.868928164356041e-10,9.026531664981161e-10
1916,5.1721258387260605e-06,2.647022353292299e-10,7.848291025006457e-10,1.0018603089991173e-09
1917,4.997633953150528e-06,2.235724105847936e-10,7.023776054818473e-10,1.0879568515928133e-09
1918,4.796829801177539e-06,3.1106076841298195e-10,6.488797247532802e-10,1.1790659718410472e-09
1919,4.634873026329192e-06,3.816727786995092e-10,1.215651076826228e-09,1.233596986465508e-09
1920,4.453913464073724e-06,3.9948025046651226e-10,1.2048627105941202e-09,1.2317123590907135e-09
1921,4.343498078794385e-06,3.848637609002051e-10,1.1992558622751582e-09,1.353168426516354e-09
1922,4.187760883464112e-06,3.133827215586114e-10,1.2562574561963175e-09,1.4106564408652593e-09
1923,4.327883289079182e-06,3.6248961074855247e-10,1.296616109123873e-09,1.4359632292761303e-09
1924,4.262435335736622e-06,3.7294540669982213e-10,1.4291795604113945e-09,1.3555307273474933e-09
1925,4.266887767049152e-06,2.895336014591925e-10,1.3659033011790912e-09,1.2577226482513026e-09
1926,4.199840467273523e-06,2.1301633869517745e-10,9.733087411431133e-10,1.2280201538190332e-09
