ngram,Lock,Locku,Locc,Lockw
1927,4.163520575925109e-06,1.666130289290635e-10,1.0178589459381676e-09,1.3175838356868245e-09
1928,4.12668831424006e-06,1.8942251537154168e-10,1.0141578271616325e-09,1.1558173069430617e-09
1929,4.127402332544859e-06,1.9055701659466606e-10,9.692587347810898e-10,1.0120440358767674e-09
1930,3.983499807093592e-06,1.4145012740472496e-10,9.93324277990101e-10,8.182904334289428e-10
1931,3.980682712218757e-06,1.1702859713049107e-10,8.730281021916499e-10,6.735727293387989e-10
1932,3.928130386806775e-06,7.101824683886093e-11,1.039168895774648e-09,5.598229895526735e-10
1933,3.8384476478573304e-06,1.4076391837861531e-10,8.799291394729585e-10,4.4594076050888786e-10
1934,3.7213790164969396e-06,1.4076391837861531e-10,9.237828696440076e-10,3.99111489888883e-10
1935,3.6689365775341036e-06,1.1795443193613712e-10,9.202599416629248e-10,3.9676287652160424e-10
1936,3.6101067897626697e-06,1.345434993574709e-10,9.490897135660298e-10,4.5522680862981295e-10
1937,3.555380869459311e-06,1.345434993574709e-10,1.175333927405653e-09,5.626539254352128e-10
1938,3.470767653977548e-06,1.345434993574709e-10,1.1708531683878626e-09,5.79925417211667e-10
1939,3.428935769989039e-06,1.345434993574709e-10,1.2804355115874395e-09,6.073210030115612e-10
1940,3.4377970418323197e-06,6.766812705410225e-11,1.319359288487476e-09,7.183723695268287e-10
1941,3.5109568606068412e-06,6.766812705410225e-11,1.2672877509294673e-09,7.990829823231341e-10
1942,3.461866136993714e-06,6.766812705410225e-11,1.1837698480185059e-09,8.596419290693039e-10
1943,3.4714097897189537e-06,9.015324003198394e-11,1.2292559549629901e-09,8.402521773603106e-10
1944,3.2973924979679784e-06,1.2809588508958366e-10,8.338504926224439e-10,8.573682478260228e-10
1945,3.26191457133973e-06,1.656347261727983e-10,9.247147611127612e-10,9.827885251643765e-10
1946,3.2474191097467805e-06,1.8218283032960565e-10,7.418231782820226e-10,9.577507596527012e-10
1947,3.266639168941765e-06,2.5573142016708875e-10,6.201775601003387e-10,8.268688432368419e-10
1948,3.2783796086732764e-06,2.7283142015451945e-10,8.11041852725022e-10,7.193188584458149e-10
1949,3.3157975849462673e-06,3.0684374485723254e-10,9.142812181942414e-10,6.549013870887116e-10
1950,3.2846273500451517e-06,2.424837671924759e-10,9.33307696999413e-10,6.413013374308361e-10
1951,3.4098676613731575e-06,2.376393189372296e-10,9.567169953087325e-10,5.55727150805144e-10
1952,3.4514494343186797e-06,2.0010047785401497e-10,9.22520222910807e-10,4.652221187649376e-10
1953,3.463576181924769e-06,3.24755502251988e-10,8.380619670456113e-10,4.783347527594271e-10
1954,3.44182642818071e-06,2.254136500472776e-10,9.646235258977042e-10,5.15759562042766e-10
1955,3.3690201105075957e-06,2.228079020886017e-10,7.924832873262844e-10,5.027308172930337e-10
1956,3.3284429069421354e-06,2.0226358286658452e-10,7.202358649958742e-10,4.3116801498202916e-10
1957,3.2992922050263066e-06,2.4049475902795537e-10,6.020110184166785e-10,4.3138298984533666e-10
1958,3.199009954966771e-06,2.1929837013783578e-10,5.74127275483021e-10,4.484992546000781e-10
1959,3.1699253538265893e-06,2.1929837013783578e-10,6.425287345830049e-10,3.926673857100406e-10
1960,3.1228580935151385e-06,7.80952415830554e-11,7.38204596657204e-10,3.722618830256533e-10
1961,3.109986209892668e-06,7.80952415830554e-11,6.235513613387208e-10,3.301884232301663e-10
1962,3.089722732901074e-06,7.380274566085428e-11,6.241091611767859e-10,2.985241885038776e-10
1963,3.0481306306942964e-06,6.033474018015842e-11,6.126281228345323e-10,3.543831795476444e-10
1964,3.033816126065046e-06,3.109687408369461e-11,6.605796267132393e-10,3.8434807122670177e-10
1965,3.0969007899070026e-06,4.5640310974981446e-11,7.037648440201747e-10,3.891862328440711e-10
1966,3.072036763894305e-06,5.44333824046918e-11,6.097020666118169e-10,4.2814985683798616e-10
1967,3.0364011373811602e-06,7.212274031966257e-11,5.622498419225305e-10,4.742452026323158e-10
1968,2.9984758254743482e-06,7.212274031966257e-11,5.526537323013209e-10,4.557925505275863e-10
1969,2.968638422576727e-06,6.192098421310886e-11,5.314281395893009e-10,4.329392975074445e-10
1970,2.959798686268706e-06,7.946000207021647e-11,6.462608305644681e-10,4.162293545543047e-10
1971,2.9624726006919185e-06,7.941759254194634e-11,6.636961298005823e-10,4.068967642981544e-10
1972,2.871681480038595e-06,7.036323805355492e-11,6.360545185784311e-10,3.622231701091597e-10
1973,2.9177614188873643e-06,6.157016662384457e-11,7.153616389730746e-10,3.336880553618725e-10
1974,2.9235550950293794e-06,4.3880808708873786e-11,7.090870549461162e-10,3.0227378734957814e-10
1975,2.9161312795622507e-06,6.009980905798327e-11,7.628653899059503e-10,3.1625166572814475e-10
1976,2.926017227114893e-06,6.009980905798327e-11,7.785105972578168e-10,3.1437075660921213e-10
1977,2.8852334058423627e-06,4.2560791200875665e-11,6.826414275121603e-10,2.8583293569330234e-10
1978,2.8824548995284464e-06,4.17698192502401e-11,7.621180036261016e-10,2.2238565998620808e-10
1979,2.89491975178992e-06,4.876203161490495e-11,8.864837832055019e-10,2.1141923777144378e-10
1980,2.805635826267202e-06,6.443568644923633e-11,7.77928717475364e-10,2.0191333377098505e-10
1981,2.83281575061015e-06,6.443568644923633e-11,7.732693810666039e-10,1.7540000652302038e-10
1982,2.854252085983587e-06,1.0750864633059441e-10,7.878258085585494e-10,1.49675494716593e-10
1983,2.8391247529465806e-06,1.297161639014975e-10,7.506086783872133e-10,1.7061516039259698e-10
1984,2.8414049536097863e-06,1.297161639014975e-10,6.917205340263775e-10,1.7593830113032157e-10
1985,2.8250640298210783e-06,1.2879031026171083e-10,6.11627451066862e-10,1.8224652243674962e-10
1986,2.854664866650377e-06,1.0440720758191674e-10,6.075638761934446e-10,1.7736993917256376e-10
1987,2.852977624050774e-06,1.0210848783561869e-10,6.643030014963358e-10,1.9398426020262553e-10
1988,2.824889569248106e-06,1.0210848783561869e-10,7.550572389547483e-10,2.119849365489479e-10
1989,2.813512375204092e-06,4.281652760515112e-11,7.178164293123298e-10,2.3042200588051032e-10
1990,2.8053858451520294e-06,4.0581396873859024e-11,8.45005335544816e-10,2.333542515965879e-10
1991,2.8057813129375323e-06,5.37199337592918e-11,9.929732076268444e-10,2.2365968303596417e-10
1992,2.7811078910287634e-06,4.648585881307708e-11,1.0044749357681786e-09,2.155538793093191e-10
1993,2.760329510108152e-06,5.292721816374524e-11,8.873973103959035e-10,2.136850964031188e-10
1994,2.7220573234184746e-06,4.6055412955547936e-11,8.656758722556748e-10,2.1257907240057605e-10
1995,2.703804804176408e-06,4.6055412955547936e-11,7.765118865370774e-10,1.7683346453800652e-10
1996,2.6941079990397806e-06,5.235745220314289e-11,7.730121582521272e-10,1.68781562139207e-10
1997,2.7087425483581943e-06,3.813758981238305e-11,6.211183511961593e-10,1.4034183735768734e-10
1998,2.6893932109877435e-06,3.655462787624916e-11,4.841926185391746e-10,1.3796739544475704e-10
1999,2.68427148902057e-06,4.74011162662372e-11,4.762570615657324e-10,1.6414451444893682e-10
2000,2.6658077071520632e-06,4.095975691556905e-11,4.691568998373339e-10,1.9030337127563206e-10
2001,2.670214241464107e-06,3.445662703573303e-11,5.576798943275816e-10,1.6649678163949133e-10
2002,2.6078934557257786e-06,3.982518085151757e-11,6.323724084061106e-10,1.9667094936741998e-10
2003,2.547122773778808e-06,3.352314160392262e-11,6.312496636518006e-10,2.1272789085813315e-10
2004,2.5010370856242455e-06,3.2817163173445454e-11,7.128050768682012e-10,2.1131593399717882e-10
2005,2.480761687755668e-06,2.6230181717133506e-11,7.816696179219207e-10,2.188255380468946e-10
2006,2.477791407987492e-06,2.0530265483685385e-11,6.777979645798484e-10,3.1495037431225216e-10
2007,2.4690476558524618e-06,2.0530265483685385e-11,6.108205786408455e-10,2.844947244054882e-10
2008,2.493021578889706e-06,2.5821345062126966e-11,5.378445248695383e-10,2.7986469292822543e-10
2009,2.5707737937149692e-06,2.0452791246342425e-11,4.800158306553623e-10,2.4521362073807017e-10
2010,2.6072432969418254e-06,2.4546687351396327e-11,4.4268156204222263e-10,2.1623021081995653e-10
2011,2.608152466824062e-06,2.8784935496691968e-11,3.405381948651254e-10,2.1077951586504336e-10
2012,2.6734536342181466e-06,2.3816342003705035e-11,3.380262914814176e-10,1.9127640642015364e-10
2013,2.6481755932244207e-06,1.866976984716511e-11,3.546927097269099e-10,6.261210498483192e-11
2014,2.6504657983293456e-06,3.945277016787723e-11,3.905487282780078e-10,4.114346066222804e-11
2015,2.611772385664933e-06,3.416169058943565e-11,3.6534965925610104e-10,3.056130150534488e-11
2016,2.5807636510372892e-06,3.416169058943565e-11,3.09519826435789e-10,2.226394316922382e-11
2017,2.5725206190448566e-06,3.507909356511204e-11,3.324491908614687e-10,1.1645963707285212e-11
2018,2.586951313787722e-06,2.9096200448996967e-11,3.794409619839456e-10,7.475800534173515e-12
2019,2.5345055405523453e-06,3.637025056124621e-11,2.874061891255941e-10,0.0
