ngram,DSV,DS,DV,DV
1885,1.6668948562717897e-10,1.6460336382806418e-07,5.9104893677743216e-08,5.9104893677743216e-08
1886,1.244504737358503e-10,1.767612210252472e-07,5.855151436711432e-08,5.855151436711432e-08
1887,1.744656978410118e-10,1.804728648429383e-07,5.262118258591337e-08,5.262118258591337e-08
1888,1.6990294488777076e-10,1.9172612805310303e-07,5.453742092851956e-08,5.453742092851956e-08
1889,1.374933658989822e-10,2.395319670865449e-07,5.9231693074122763e-08,5.9231693074122763e-08
1890,1.374933658989822e-10,2.5652443217235745e-07,8.033002986605555e-08,8.033002986605555e-08
1891,1.8870346951693762e-10,2.406200171175702e-07,8.131764671150319e-08,8.131764671150319e-08
1892,1.8870346951693762e-10,2.3862865004632893e-07,8.363937504490033e-08,8.363937504490033e-08
1893,1.8417652720386409e-10,2.317641920918894e-07,8.410000619716942e-08,8.410000619716942e-08
1894,1.2336639249837285e-10,2.4297148724729466e-07,8.267550809039546e-08,8.267550809039546e-08
1895,9.63635500759809e-11,2.387274317275764e-07,8.277995787255219e-08,8.277995787255219e-08
1896,1.545048275827402e-10,1.9775374328544005e-07,7.942010630098853e-08,7.942010630098853e-08
1897,1.7308158279621162e-10,1.9563682331278998e-07,5.58169236545122e-08,5.58169236545122e-08
1898,1.2187147917825618e-10,1.930351690556823e-07,4.76704608485891e-08,4.76704608485891e-08
1899,1.400853857517045e-10,2.0357475096131695e-07,4.711841685077291e-08,4.711841685077291e-08
1900,1.5316492122227236e-10,2.0649274899499558e-07,5.1987116072333654e-08,5.1987116072333654e-08
1901,1.3107314836676868e-10,2.0065610328856565e-07,5.4725503113266834e-08,5.4725503113266834e-08
1902,1.655097289380133e-10,2.0654130951567951e-07,5.5350895422634494e-08,5.5350895422634494e-08
1903,1.2330759627651337e-10,2.0719100340167123e-07,5.2473568855150784e-08,5.2473568855150784e-08
1904,1.0473084106304193e-10,2.0713108028758143e-07,5.3638866047224706e-08,5.3638866047224706e-08
1905,1.352245656719272e-10,2.0700968913648206e-07,5.405129601042193e-08,5.405129601042193e-08
1906,1.9458558970469094e-10,2.0416185618289872e-07,5.021675418350112e-08,5.021675418350112e-08
1907,1.730945545627297e-10,2.0526243815766065e-07,4.6314638219817946e-08,4.6314638219817946e-08
1908,2.417168211619826e-10,2.118357238194741e-07,4.351064067772573e-08,4.351064067772573e-08
1909,3.450903372583168e-10,2.1125812565969682e-07,4.2056862119872155e-08,4.2056862119872155e-08
1910,3.566989719467577e-10,2.183471739921775e-07,4.2718152063311466e-08,4.2718152063311466e-08
1911,3.706769038539345e-10,2.2198456000361538e-07,4.284263001506718e-08,4.284263001506718e-08
1912,3.6901139485337863e-10,2.306574791483789e-07,4.2416381518251e-08,4.2416381518251e-08
1913,3.4862814024538835e-10,2.410227446197106e-07,4.3606993317877955e-08,4.3606993317877955e-08
1914,3.632109454468743e-10,2.558671273586047e-07,4.69230140457252e-08,4.69230140457252e-08
1915,3.105274014116231e-10,2.592072243195227e-07,4.902760508684878e-08,4.902760508684878e-08
1916,2.0282102981233104e-10,2.5905345069077157e-07,4.927216070070374e-08,4.927216070070374e-08
1917,2.1717045423879407e-10,2.6002416169441336e-07,5.302495661599746e-08,5.302495661599746e-08
1918,2.607134785836962e-10,2.6220257609566033e-07,5.3348693082203424e-08,5.3348693082203424e-08
1919,2.745025020781508e-10,2.694990379430757e-07,5.28245536202121e-08,5.28245536202121e-08
1920,2.4051248096298595e-10,2.6787653593731064e-07,5.750460171530644e-08,5.750460171530644e-08
1921,2.675027183889662e-10,2.52836863572676e-07,5.5569385791289146e-08,5.5569385791289146e-08
1922,5.413795324736372e-10,2.472426936200074e-07,5.630221723760899e-08,5.630221723760899e-08
1923,5.603826965952915e-10,2.5741819342783856e-07,5.590411892139205e-08,5.590411892139205e-08
1924,5.429070229093621e-10,2.7713781288899296e-07,5.448049021440836e-08,5.448049021440836e-08
1925,5.083912418030983e-10,2.7656308532186813e-07,5.826385570831657e-08,5.826385570831657e-08
1926,6.262347426336642e-10,2.609410277695393e-07,5.8678418822312647e-08,5.8678418822312647e-08
1927,6.030330877506072e-10,2.495615051754742e-07,5.50531658356184e-08,5.50531658356184e-08
1928,5.468098711920127e-10,2.5578557532363835e-07,5.489582629739484e-08,5.489582629739484e-08
1929,3.075659290744223e-10,2.6726193068173286e-07,5.330553420890283e-08,5.330553420890283e-08
1930,2.584590398844812e-10,2.6043461787139677e-07,5.445876638532354e-08,5.445876638532354e-08
1931,2.8650352923431655e-10,2.814561018534992e-07,5.516148655309345e-08,5.516148655309345e-08
1932,2.8714160017960314e-10,2.9487050718606564e-07,5.591187754053603e-08,5.591187754053603e-08
1933,2.425166535844982e-10,3.254757103832162e-07,5.7524637497863296e-08,5.7524637497863296e-08
1934,4.2225965184756424e-10,3.8395629888197747e-07,5.8630766781269424e-08,5.8630766781269424e-08
1935,4.889266491669986e-10,4.379466206825912e-07,5.8502996478994514e-08,5.8502996478994514e-08
1936,5.430422183356448e-10,4.787219316832696e-07,5.933732235722086e-08,5.933732235722086e-08
1937,8.572360638796945e-10,5.437605839883222e-07,6.43259530720895e-08,6.43259530720895e-08
1938,3.8065806538613495e-09,5.360553529953904e-07,7.009463130559976e-08,7.009463130559976e-08
1939,3.832725458436619e-09,5.973912209356058e-07,6.928980462410956e-08,6.928980462410956e-08
1940,3.7426829274656015e-09,6.290219890355989e-07,7.17935892323242e-08,7.17935892323242e-08
1941,3.645675636376744e-09,6.183411025111647e-07,7.349863295758041e-08,7.349863295758041e-08
1942,3.678640822513124e-09,6.275621363524156e-07,7.93823810494944e-08,7.93823810494944e-08
1943,3.917206862451878e-09,6.074690637498341e-07,8.403968061137285e-08,8.403968061137285e-08
1944,3.7168409481155453e-09,5.91505141755988e-07,8.26981028418621e-08,8.26981028418621e-08
1945,7.337997590514281e-10,6.054464612199289e-07,8.637393733579302e-08,8.637393733579302e-08
1946,7.998484374827086e-10,5.841219287309027e-07,9.279650673274123e-08,9.279650673274123e-08
1947,1.2542074739885223e-09,6.21469833309415e-07,1.0003219484490598e-07,1.0003219484490598e-07
1948,1.4792717745182316e-09,7.137117360603693e-07,1.0166350859565552e-07,1.0166350859565552e-07
1949,1.5837135392786956e-09,6.988576818197803e-07,1.1883318710001081e-07,1.1883318710001081e-07
1950,1.7649795573472714e-09,8.531279961841522e-07,1.3172610075733765e-07,1.3172610075733765e-07
1951,2.462057444823402e-09,8.829238627835625e-07,1.398680242102403e-07,1.398680242102403e-07
1952,2.6001275180550667e-09,8.935542885930252e-07,1.3836509233604894e-07,1.3836509233604894e-07
1953,3.2687526177862682e-09,1.0623414417360827e-06,1.480141774225428e-07,1.480141774225428e-07
1954,3.427302362547989e-09,1.0769026955261194e-06,1.5079132964501696e-07,1.5079132964501696e-07
1955,3.3079276302266133e-09,1.133412946988496e-06,1.62871854416023e-07,1.62871854416023e-07
1956,4.087018089040027e-09,1.2061524980059142e-06,1.5318605051106715e-07,1.5318605051106715e-07
1957,4.390841024104475e-09,1.2125560553093756e-06,1.5222767249919604e-07,1.5222767249919604e-07
1958,4.698705170978558e-09,1.2447215453903482e-06,1.5212008414826933e-07,1.5212008414826933e-07
1959,6.484423157157185e-09,1.3954696994135572e-06,1.5896454133975828e-07,1.5896454133975828e-07
1960,6.822274618250341e-09,1.330199990791568e-06,1.6147019315277638e-07,1.6147019315277638e-07
1961,8.187063788816268e-09,1.4189665112748377e-06,1.6569780874371126e-07,1.6569780874371126e-07
1962,1.3783034459789536e-08,1.3389195113891868e-06,1.6503203832079244e-07,1.6503203832079244e-07
1963,1.7454682715063134e-08,1.3255318955478806e-06,1.7822715595424858e-07,1.7822715595424858e-07
1964,1.902755426235509e-08,1.2893778083317947e-06,1.800174110095603e-07,1.800174110095603e-07
1965,2.1258515202150974e-08,1.3174259428134455e-06,1.8901971543527907e-07,1.8901971543527907e-07
1966,2.1461467143118236e-08,1.2702268382521912e-06,1.935393356689019e-07,1.935393356689019e-07
1967,2.5309863665207947e-08,1.3152158544471604e-06,1.906389915770238e-07,1.906389915770238e-07
1968,2.7088115623590577e-08,1.283679661615419e-06,1.953985681828791e-07,1.953985681828791e-07
1969,2.6339752728128067e-08,1.394395358797088e-06,2.126675927424263e-07,2.126675927424263e-07
1970,2.5473367922960018e-08,1.6270720542317058e-06,2.148670960520706e-07,2.148670960520706e-07
1971,2.4978696063929614e-08,1.751013038691391e-06,2.524979874708931e-07,2.524979874708931e-07
1972,2.3681090231621382e-08,1.858578376153933e-06,2.602579160436237e-07,2.602579160436237e-07
1973,2.485372783768623e-08,1.928854512048669e-06,2.810216699344892e-07,2.810216699344892e-07
1974,2.3639016966114923e-08,1.9981854880565412e-06,3.0601662258179984e-07,3.0601662258179984e-07
1975,2.2152262373659985e-08,2.135333878478767e-06,3.2047122593732116e-07,3.2047122593732116e-07
1976,2.138357440324106e-08,2.2531449660943636e-06,3.2626856035936467e-07,3.2626856035936467e-07
1977,2.1287295608780303e-08,2.242926955529713e-06,3.345906886157276e-07,3.345906886157276e-07
1978,2.488054587753855e-08,2.309845626768947e-06,3.2687710570046745e-07,3.2687710570046745e-07
1979,2.7241762623475552e-08,2.457635949732711e-06,3.5576558080460276e-07,3.5576558080460276e-07
1980,3.077300293950559e-08,2.6195341433776775e-06,3.922930683789413e-07,3.922930683789413e-07
1981,3.149569595604719e-08,2.7592046925357342e-06,4.0425129148908514e-07,4.0425129148908514e-07
1982,3.527813317662419e-08,2.936058958117168e-06,4.2454878520662274e-07,4.2454878520662274e-07
1983,3.629617698460866e-08,3.1281363460168776e-06,4.543985596683342e-07,4.543985596683342e-07
1984,3.896964173577544e-08,3.2615857890050393e-06,4.778709126185277e-07,4.778709126185277e-07
1985,4.0320518479575185e-08,3.428280706430087e-06,5.05362647475392e-07,5.05362647475392e-07
1986,4.376220376554686e-08,3.5800496464487097e-06,5.249204499640265e-07,5.249204499640265e-07
1987,4.4837465549919994e-08,3.7117783904250246e-06,5.198982689437668e-07,5.198982689437668e-07
1988,4.861408291796059e-08,3.8370765521124535e-06,5.435434258872971e-07,5.435434258872971e-07
1989,5.052572303400536e-08,3.84817388164395e-06,6.088925407051907e-07,6.088925407051907e-07
1990,5.4274510473208334e-08,3.85564408134087e-06,6.281438475395719e-07,6.281438475395719e-07
1991,6.227588705038605e-08,3.963225156309948e-06,6.501577445305884e-07,6.501577445305884e-07
1992,6.935239379605004e-08,4.009888276154275e-06,9.01665178584413e-07,9.01665178584413e-07
1993,7.378103867543879e-08,3.948097693345127e-06,9.171355291722907e-07,9.171355291722907e-07
1994,7.604029101620264e-08,3.925906867152662e-06,1.0633355194451205e-06,1.0633355194451205e-06
1995,7.470224515161914e-08,3.897257978938537e-06,1.1309014504539455e-06,1.1309014504539455e-06
1996,7.316016541787057e-08,3.910802011627571e-06,1.2452133708913088e-06,1.2452133708913088e-06
1997,7.065510437038419e-08,3.877383473341719e-06,1.2997177399094134e-06,1.2997177399094134e-06
1998,6.322723677953945e-08,3.816975842190524e-06,1.409202963843979e-06,1.409202963843979e-06
1999,5.6605171343855025e-08,3.8100276924524223e-06,1.2958387044039097e-06,1.2958387044039097e-06
2000,5.3330364124803964e-08,3.871764160326815e-06,1.5409925059170097e-06,1.5409925059170097e-06
2001,4.829325358660494e-08,3.886191279889317e-06,1.710616889535491e-06,1.710616889535491e-06
2002,4.8682591925951006e-08,3.8622568873896464e-06,1.8270138265766685e-06,1.8270138265766685e-06
2003,5.3243070904532685e-08,3.84489024846906e-06,1.7904496709369205e-06,1.7904496709369205e-06
2004,5.355202554418221e-08,3.793105374175606e-06,1.8138142487649539e-06,1.8138142487649539e-06
2005,5.1844831919619794e-08,3.776958107794469e-06,1.7725290522970942e-06,1.7725290522970942e-06
2006,5.556367962559047e-08,3.654952641746994e-06,1.7365694345374192e-06,1.7365694345374192e-06
2007,5.1621414952153696e-08,3.529563205769851e-06,1.570271008079414e-06,1.570271008079414e-06
2008,5.2707515558430325e-08,3.5020583319627415e-06,1.4140975801118266e-06,1.4140975801118266e-06
2009,5.3598703634146916e-08,3.6041854920248236e-06,1.3971869066153886e-06,1.3971869066153886e-06
2010,4.761854301347869e-08,3.573285084712552e-06,1.3930041892048654e-06,1.3930041892048654e-06
2011,4.452688757388452e-08,3.566268495498142e-06,1.4051833139611908e-06,1.4051833139611908e-06
2012,4.418092786855661e-08,3.5403980811159793e-06,1.5149428398737136e-06,1.5149428398737136e-06
2013,4.160623464802679e-08,3.538037974846832e-06,1.56028754970196e-06,1.56028754970196e-06
2014,4.230691708073664e-08,3.5623676077583307e-06,1.5247905074439977e-06,1.5247905074439977e-06
2015,4.121144035553113e-08,3.539837020330846e-06,1.486568748987338e-06,1.486568748987338e-06
2016,3.612411779231804e-08,3.4142910538191373e-06,1.3829663560370266e-06,1.3829663560370266e-06
2017,3.6279615459970195e-08,3.411493253224762e-06,1.3772483953289338e-06,1.3772483953289338e-06
2018,3.829055827964112e-08,3.423084353926242e-06,1.393432262375427e-06,1.393432262375427e-06
2019,3.9312751276554536e-08,3.398906983420602e-06,1.2713568935396324e-06,1.2713568935396324e-06
