ngram,DSV,DS,DV,DV
1547,0.0,0.0,0.0,0.0
1548,0.0,0.0,0.0,0.0
1549,0.0,0.0,0.0,0.0
1550,0.0,0.0,0.0,0.0
1551,0.0,0.0,0.0,0.0
1552,0.0,0.0,0.0,0.0
1553,0.0,0.0,0.0,0.0
1554,0.0,0.0,0.0,0.0
1555,0.0,0.0,0.0,0.0
1556,0.0,1.0408762786287947e-06,0.0,0.0
1557,0.0,1.0408762786287947e-06,0.0,0.0
1558,0.0,1.0408762786287947e-06,0.0,0.0
1559,0.0,1.0408762786287947e-06,0.0,0.0
1560,0.0,1.0408762786287947e-06,0.0,0.0
1561,0.0,1.0408762786287947e-06,0.0,0.0
1562,0.0,1.0408762786287947e-06,0.0,0.0
1563,0.0,0.0,0.0,0.0
1564,0.0,0.0,0.0,0.0
1565,0.0,0.0,0.0,0.0
1566,0.0,0.0,0.0,0.0
1567,0.0,0.0,0.0,0.0
1568,0.0,0.0,0.0,0.0
1569,0.0,0.0,0.0,0.0
1570,0.0,0.0,0.0,0.0
1571,0.0,0.0,0.0,0.0
1572,0.0,0.0,0.0,0.0
1573,0.0,0.0,0.0,0.0
1574,0.0,0.0,0.0,0.0
1575,0.0,0.0,0.0,0.0
1576,0.0,0.0,0.0,0.0
1577,0.0,0.0,0.0,0.0
1578,0.0,0.0,0.0,0.0
1579,0.0,0.0,0.0,0.0
1580,0.0,0.0,0.0,0.0
1581,0.0,0.0,0.0,0.0
1582,0.0,0.0,0.0,0.0
1583,0.0,0.0,0.0,0.0
1584,0.0,0.0,0.0,0.0
1585,0.0,0.0,0.0,0.0
1586,0.0,0.0,0.0,0.0
1587,0.0,0.0,0.0,0.0
1588,0.0,0.0,0.0,0.0
1589,0.0,0.0,0.0,0.0
1590,0.0,0.0,0.0,0.0
1591,0.0,0.0,0.0,0.0
1592,0.0,0.0,0.0,0.0
1593,0.0,0.0,0.0,0.0
1594,0.0,0.0,0.0,0.0
1595,0.0,0.0,4.5079709057712793e-07,4.5079709057712793e-07
1596,0.0,0.0,4.5079709057712793e-07,4.5079709057712793e-07
1597,0.0,0.0,4.5079709057712793e-07,4.5079709057712793e-07
1598,0.0,1.3270174739383428e-06,4.5079709057712793e-07,4.5079709057712793e-07
1599,0.0,2.034484363580954e-06,4.5079709057712793e-07,4.5079709057712793e-07
1600,0.0,2.034484363580954e-06,4.5079709057712793e-07,4.5079709057712793e-07
1601,0.0,2.2298082253005954e-06,4.5079709057712793e-07,4.5079709057712793e-07
1602,0.0,2.4386096616321344e-06,0.0,0.0
1603,0.0,2.850719770971669e-06,0.0,0.0
1604,0.0,2.850719770971669e-06,0.0,0.0
1605,0.0,1.748576080119944e-06,0.0,0.0
1606,0.0,1.1211892975942256e-06,0.0,0.0
1607,0.0,4.85367473856968e-06,0.0,0.0
1608,0.0,4.6583508768500385e-06,0.0,0.0
1609,0.0,4.4495494405184995e-06,0.0,0.0
1610,0.0,4.037439331178965e-06,0.0,0.0
1611,0.0,4.139851609709565e-06,0.0,0.0
1612,0.0,3.914977826622947e-06,0.0,0.0
1613,0.0,3.834897719506054e-06,0.0,0.0
1614,0.0,4.32022026026451e-07,0.0,0.0
1615,0.0,4.32022026026451e-07,0.0,0.0
1616,0.0,4.32022026026451e-07,0.0,0.0
1617,0.0,4.32022026026451e-07,0.0,0.0
1618,0.0,3.296097474958515e-07,0.0,0.0
1619,0.0,4.421442473098328e-07,0.0,0.0
1620,0.0,5.428831611555194e-07,0.0,0.0
1621,0.0,5.701094047643502e-07,0.0,0.0
1622,0.0,6.404578130059235e-07,0.0,0.0
1623,0.0,6.404578130059235e-07,0.0,0.0
1624,0.0,4.075098291065972e-06,0.0,0.0
1625,0.0,4.075098291065972e-06,0.0,0.0
1626,0.0,3.962563791251991e-06,0.0,0.0
1627,0.0,4.3411389145018934e-06,0.0,0.0
1628,0.0,3.984302923397211e-06,0.0,0.0
1629,0.0,3.996483859022451e-06,0.0,0.0
1630,0.0,4.2552308465409235e-06,8.624899854632012e-08,8.624899854632012e-08
1631,0.0,9.906303262141591e-07,8.624899854632012e-08,8.624899854632012e-08
1632,0.0,1.082256460449571e-06,8.624899854632012e-08,8.624899854632012e-08
1633,0.0,1.082256460449571e-06,8.624899854632012e-08,8.624899854632012e-08
1634,0.0,8.497787494629197e-07,8.624899854632012e-08,8.624899854632012e-08
1635,0.0,1.179057603297094e-06,1.6856871200486368e-07,1.6856871200486368e-07
1636,0.0,1.183372668427702e-06,1.6856871200486368e-07,1.6856871200486368e-07
1637,0.0,1.0709459356153924e-06,8.231971345854358e-08,8.231971345854358e-08
1638,0.0,9.682410149837648e-07,8.231971345854358e-08,8.231971345854358e-08
1639,0.0,9.544851106316595e-07,1.6018994334185015e-07,1.6018994334185015e-07
1640,0.0,9.544851106316595e-07,1.6018994334185015e-07,1.6018994334185015e-07
1641,0.0,7.076487845227218e-07,2.199120306808514e-07,2.199120306808514e-07
1642,0.0,4.863197651567524e-07,1.375923172223078e-07,1.375923172223078e-07
1643,0.0,4.897978028241466e-07,1.375923172223078e-07,1.375923172223078e-07
1644,0.0,5.268004810789404e-07,3.2091525018326396e-07,3.2091525018326396e-07
1645,0.0,4.594654439772837e-07,3.2091525018326396e-07,3.2091525018326396e-07
1646,0.0,5.830720348447877e-07,2.4304502029995743e-07,2.4304502029995743e-07
1647,0.0,6.871175872090265e-07,2.4304502029995743e-07,2.4304502029995743e-07
1648,0.0,7.788160587551829e-07,1.8332293296095615e-07,1.8332293296095615e-07
1649,0.0,7.49093999274919e-07,1.8332293296095615e-07,1.8332293296095615e-07
1650,0.0,1.4493340358967544e-06,1.8332293296095615e-07,1.8332293296095615e-07
1651,0.0,1.2660111029357983e-06,0.0,0.0
1652,0.0,1.3216824998250689e-06,0.0,0.0
1653,0.0,1.1202056790742582e-06,0.0,0.0
1654,0.0,1.0576433128660158e-06,0.0,0.0
1655,0.0,9.659448413198594e-07,0.0,0.0
1656,0.0,1.1595610536525264e-06,9.061466244020266e-08,9.061466244020266e-08
1657,0.0,4.5241186999841633e-07,9.061466244020266e-08,9.061466244020266e-08
1658,0.0,4.5241186999841633e-07,1.4423029678515116e-07,1.4423029678515116e-07
1659,0.0,4.2890765834207354e-07,1.7639748201807898e-07,1.7639748201807898e-07
1660,0.0,4.2890765834207354e-07,2.5657228215030567e-07,2.5657228215030567e-07
1661,0.0,3.8742447218607724e-07,2.5657228215030567e-07,2.5657228215030567e-07
1662,0.0,4.2802433191419756e-07,2.5657228215030567e-07,2.5657228215030567e-07
1663,0.0,2.218753231935417e-07,1.6595761971010298e-07,1.6595761971010298e-07
1664,0.0,2.1706798593511068e-07,1.6595761971010298e-07,1.6595761971010298e-07
1665,0.0,2.1706798593511068e-07,1.1234198536515447e-07,1.1234198536515447e-07
1666,0.0,2.2484919830796051e-07,1.201231977380043e-07,1.201231977380043e-07
1667,0.0,2.2484919830796051e-07,3.9948397605777634e-08,3.9948397605777634e-08
1668,0.0,2.6860241421543053e-07,3.9948397605777634e-08,3.9948397605777634e-08
1669,0.0,2.280025544873102e-07,6.99024898917092e-08,6.99024898917092e-08
1670,0.0,1.6230757588735806e-07,6.99024898917092e-08,6.99024898917092e-08
1671,0.0,1.2281180618499222e-07,6.99024898917092e-08,6.99024898917092e-08
1672,0.0,2.95016020247983e-07,9.4503091320673e-08,9.4503091320673e-08
1673,0.0,2.5506762264220537e-07,7.929756407065724e-08,7.929756407065724e-08
1674,0.0,2.8759814694824725e-07,7.929756407065724e-08,7.929756407065724e-08
1675,0.0,3.1248193010924297e-07,7.929756407065724e-08,7.929756407065724e-08
1676,0.0,3.1248193010924297e-07,4.9343471784725675e-08,4.9343471784725675e-08
1677,0.0,3.7965432600880635e-07,4.9343471784725675e-08,4.9343471784725675e-08
1678,0.0,3.405441333370618e-07,8.91806146390601e-08,8.91806146390601e-08
1679,0.0,1.6833991927407104e-07,8.765178246708924e-08,8.765178246708924e-08
1680,0.0,2.0454377696361397e-07,1.1721469864564174e-07,1.1721469864564174e-07
1681,0.0,1.7201325265757207e-07,1.3959054610625442e-07,1.3959054610625442e-07
1682,0.0,6.275631026905362e-07,1.597515790763282e-07,1.597515790763282e-07
1683,0.0,6.275631026905362e-07,2.480204922708903e-07,2.480204922708903e-07
1684,0.0,5.896122863597546e-07,2.772420718396721e-07,2.772420718396721e-07
1685,0.0,6.09818118034257e-07,2.5761076065984004e-07,2.5761076065984004e-07
1686,0.0,6.650765312445271e-07,2.3453899140284712e-07,2.3453899140284712e-07
1687,0.0,6.288726735549841e-07,1.8023320486853273e-07,1.8023320486853273e-07
1688,0.0,6.754642518964309e-07,1.5785735740792006e-07,1.5785735740792006e-07
1689,0.0,1.5127740279500097e-07,1.376963244378463e-07,1.376963244378463e-07
1690,0.0,2.3435856633113872e-07,4.942741124328417e-08,4.942741124328417e-08
1691,0.0,2.0513698676235696e-07,2.0205831674502406e-08,2.0205831674502406e-08
1692,0.0,1.8493115508785456e-07,2.3668044540110193e-08,2.3668044540110193e-08
1693,0.0,1.2967274187758449e-07,2.3668044540110193e-08,2.3668044540110193e-08
1694,0.0,1.5405829247226522e-07,7.243914572947168e-08,7.243914572947168e-08
1695,0.0,2.0050753489288452e-07,1.189595561105047e-07,1.189595561105047e-07
1696,0.0,2.0050753489288452e-07,1.3470550186411856e-07,1.3470550186411856e-07
1697,0.0,1.468146706429252e-07,1.4939965150720775e-07,1.4939965150720775e-07
1698,0.0,1.6755721178794503e-07,1.597709220797177e-07,1.597709220797177e-07
1699,0.0,2.067658328996913e-07,1.6224195828077166e-07,1.6224195828077166e-07
1700,0.0,2.587572436953321e-07,2.402290744742329e-07,2.402290744742329e-07
1701,0.0,2.923722490777436e-07,1.914579732848714e-07,1.914579732848714e-07
1702,0.0,2.352869086865082e-07,1.4493756290383836e-07,1.4493756290383836e-07
1703,0.0,2.573693283888393e-07,1.4023282700139005e-07,1.4023282700139005e-07
1704,0.0,2.2798102910266088e-07,1.601857440342818e-07,1.601857440342818e-07
1705,0.0,2.0723848795764104e-07,1.7728788849678624e-07,1.7728788849678624e-07
1706,0.0,1.9018063263891755e-07,1.843749554300952e-07,1.843749554300952e-07
1707,0.0,1.5034167485542378e-07,1.4284519827307512e-07,1.4284519827307512e-07
1708,0.0,1.4057045356301906e-07,1.5249106561603704e-07,1.5249106561603704e-07
1709,0.0,1.2866500550704325e-07,1.7654109793089186e-07,1.7654109793089186e-07
1710,0.0,1.754426790512298e-07,1.6549988807972632e-07,1.6549988807972632e-07
1711,0.0,1.9482733648601425e-07,1.5992980755592206e-07,1.5992980755592206e-07
1712,0.0,2.817346955095802e-07,1.541832322767992e-07,1.541832322767992e-07
1713,0.0,3.0285599044483593e-07,4.130434843675955e-07,4.130434843675955e-07
1714,0.0,3.0027514798445865e-07,3.9572934643469383e-07,3.9572934643469383e-07
1715,0.0,2.746905199809849e-07,4.3137289245415946e-07,4.3137289245415946e-07
1716,0.0,3.214801529744753e-07,4.427426927934773e-07,4.427426927934773e-07
1717,0.0,2.831856816344823e-07,4.503840982701084e-07,4.503840982701084e-07
1718,0.0,2.715427806419614e-07,4.290488685601953e-07,4.290488685601953e-07
1719,0.0,1.9780516374063544e-07,4.3366151304878387e-07,4.3366151304878387e-07
1720,0.0,2.542055125128887e-07,1.4157511328351446e-07,1.4157511328351446e-07
1721,0.0,2.53393960036874e-07,1.3119195025573e-07,1.3119195025573e-07
1722,0.0,2.5393201344822304e-07,1.090852969858653e-07,1.090852969858653e-07
1723,0.0,1.8926752431980276e-07,9.836616905139245e-08,9.836616905139245e-08
1724,0.0,1.7631466115679878e-07,9.659568332511168e-08,9.659568332511168e-08
1725,0.0,1.685729047145352e-07,9.620687992293955e-08,9.620687992293955e-08
1726,0.0,2.4482813287818317e-07,8.902988873111489e-08,8.902988873111489e-08
1727,0.0,2.2042559422175145e-07,8.902988873111489e-08,8.902988873111489e-08
1728,0.0,2.505428941138429e-07,8.674939065502128e-08,8.674939065502128e-08
1729,0.0,2.4010408746936006e-07,7.631058401053841e-08,7.631058401053841e-08
1730,0.0,2.421121492497085e-07,5.160987929083863e-08,5.160987929083863e-08
1731,0.0,2.523663487709525e-07,5.270569910667941e-08,5.270569910667941e-08
1732,0.0,3.2121011171528024e-07,5.161126992447862e-08,5.161126992447862e-08
1733,0.0,2.669089904015566e-07,4.649831605466456e-08,4.649831605466456e-08
1734,0.0,2.1228604601170836e-07,5.16600476682275e-08,5.16600476682275e-08
1735,0.0,2.3807794745169174e-07,7.751511737248101e-08,7.751511737248101e-08
1736,0.0,2.85969571324683e-07,2.6872718602736055e-07,2.6872718602736055e-07
1737,0.0,3.262377309251211e-07,2.825704424732781e-07,2.825704424732781e-07
1738,0.0,3.093544052035213e-07,2.8109551917866936e-07,2.8109551917866936e-07
1739,0.0,2.5666522520038727e-07,3.6530265491917036e-07,3.6530265491917036e-07
1740,0.0,2.2902865483485713e-07,3.587403943429633e-07,3.587403943429633e-07
1741,0.0,2.3808848277034095e-07,3.595200135058414e-07,3.595200135058414e-07
1742,0.0,1.7341922336251108e-07,3.399401283640405e-07,3.399401283640405e-07
1743,0.0,1.1278364604143982e-07,1.4561549984851547e-07,1.4561549984851547e-07
1744,0.0,1.357572142321065e-07,1.5409254469237306e-07,1.5409254469237306e-07
1745,0.0,4.340407911180526e-07,2.5589752133165735e-07,2.5589752133165735e-07
1746,0.0,4.3779811674328683e-07,1.9032174744130055e-07,1.9032174744130055e-07
1747,0.0,4.344699898898138e-07,1.828344688346663e-07,1.828344688346663e-07
1748,0.0,4.1932216277018597e-07,2.023712397658528e-07,2.023712397658528e-07
1749,0.0,4.242774431466907e-07,2.044823363332528e-07,2.044823363332528e-07
1750,0.0,5.13343195507332e-07,2.0804586853273577e-07,2.0804586853273577e-07
1751,0.0,4.5262564591601926e-07,2.0000212178469416e-07,2.0000212178469416e-07
1752,0.0,1.628513867249889e-07,1.3948841269341627e-07,1.3948841269341627e-07
1753,0.0,1.5802753543831776e-07,1.2465723183855255e-07,1.2465723183855255e-07
1754,0.0,1.7478872698412878e-07,1.4557757513752483e-07,1.4557757513752483e-07
1755,0.0,2.565624959467121e-07,1.7404576218333595e-07,1.7404576218333595e-07
1756,0.0,2.698200378046879e-07,1.713218032201829e-07,1.713218032201829e-07
1757,0.0,2.1120551809060218e-07,1.824878635505099e-07,1.824878635505099e-07
1758,0.0,3.931683666889642e-07,2.459009311093853e-07,2.459009311093853e-07
1759,0.0,3.771542113538219e-07,2.0259664219273483e-07,2.0259664219273483e-07
1760,0.0,3.9666392532516123e-07,2.4310391008189723e-07,2.4310391008189723e-07
1761,0.0,3.9517255499634173e-07,2.776949169661488e-07,2.776949169661488e-07
1762,0.0,3.17617931955283e-07,2.425266814043425e-07,2.425266814043425e-07
1763,0.0,3.2495318131558246e-07,2.8431961750032186e-07,2.8431961750032186e-07
1764,0.0,3.0574466742499293e-07,2.824440688950095e-07,2.824440688950095e-07
1765,0.0,1.3960107837972048e-07,2.224388972698372e-07,2.224388972698372e-07
1766,0.0,1.7353385674466283e-07,2.427674680965148e-07,2.427674680965148e-07
1767,0.0,1.5071409466470088e-07,2.0103500223253183e-07,2.0103500223253183e-07
1768,0.0,1.554250356353545e-07,1.616169273331382e-07,1.616169273331382e-07
1769,3.046259625502249e-09,1.579707803297684e-07,1.7330144938146726e-07,1.7330144938146726e-07
1770,3.046259625502249e-09,2.3044203853065222e-07,1.5107876854309715e-07,1.5107876854309715e-07
1771,3.046259625502249e-09,2.270972509726172e-07,1.417565503710908e-07,1.417565503710908e-07
1772,3.046259625502249e-09,2.2956747512483033e-07,1.3988859036219636e-07,1.3988859036219636e-07
1773,3.046259625502249e-09,2.051318556287437e-07,1.4462832455462505e-07,1.4462832455462505e-07
1774,3.046259625502249e-09,2.0671616190221747e-07,1.5182959702185273e-07,1.5182959702185273e-07
1775,3.046259625502249e-09,2.750143011098771e-07,1.5017976754247035e-07,1.5017976754247035e-07
1776,0.0,2.7810180824872077e-07,1.4684086632347055e-07,1.4684086632347055e-07
1777,0.0,1.859185790717025e-07,1.3263702974037577e-07,1.3263702974037577e-07
1778,0.0,1.8636407921641357e-07,2.0012698038434402e-07,2.0012698038434402e-07
1779,0.0,2.1628595143446156e-07,2.2273577623569247e-07,2.2273577623569247e-07
1780,0.0,2.150556994706676e-07,2.0828351767119913e-07,2.0828351767119913e-07
1781,0.0,2.2846861976891626e-07,2.151989398108916e-07,2.151989398108916e-07
1782,0.0,1.5545376795346654e-07,2.1370429489512128e-07,2.1370429489512128e-07
1783,0.0,1.527884328262579e-07,1.9962819562481725e-07,1.9962819562481725e-07
1784,0.0,1.569391646480004e-07,1.9044225548928546e-07,1.9044225548928546e-07
1785,0.0,1.712494476383394e-07,1.2111594267188203e-07,1.2111594267188203e-07
1786,0.0,1.2171136428865532e-07,9.207134508772339e-08,9.207134508772339e-08
1787,0.0,1.2930278663653943e-07,9.086792017244858e-08,9.086792017244858e-08
1788,0.0,1.168996236953847e-07,7.575703112446977e-08,7.575703112446977e-08
1789,0.0,1.0678350089879782e-07,8.142238730865106e-08,8.142238730865106e-08
1790,0.0,1.0492478200571245e-07,7.942327633665108e-08,7.942327633665108e-08
1791,0.0,1.1882920603056846e-07,9.173427477955037e-08,9.173427477955037e-08
1792,0.0,1.1249942234923895e-07,8.584872799945385e-08,8.584872799945385e-08
1793,0.0,1.1889508755302813e-07,1.040766584026187e-07,1.040766584026187e-07
1794,0.0,1.1652371816645817e-07,1.1014696811782545e-07,1.1014696811782545e-07
1795,0.0,1.6882051007931815e-07,1.1692000967400418e-07,1.1692000967400418e-07
1796,0.0,1.756321787687349e-07,1.2295805364358004e-07,1.2295805364358004e-07
1797,0.0,1.7672108348116516e-07,1.204134245012613e-07,1.204134245012613e-07
1798,0.0,1.8176266028798897e-07,1.206117065269804e-07,1.206117065269804e-07
1799,0.0,1.8466335660605182e-07,1.3379425313684935e-07,1.3379425313684935e-07
1800,0.0,2.108767205299955e-07,1.1935887909787978e-07,1.1935887909787978e-07
1801,0.0,2.2595045834350458e-07,1.0968396273775787e-07,1.0968396273775787e-07
1802,0.0,1.736077775506471e-07,1.0245176440548676e-07,1.0245176440548676e-07
1803,0.0,1.8802602750968488e-07,9.745556082764648e-08,9.745556082764648e-08
1804,0.0,1.9969314938147624e-07,9.657864501783869e-08,9.657864501783869e-08
1805,0.0,1.8166677153073708e-07,7.96421663855946e-08,7.96421663855946e-08
1806,0.0,1.8131630140162868e-07,7.911681747836091e-08,7.911681747836091e-08
1807,0.0,2.0083762259608712e-07,7.452164320552259e-08,7.452164320552259e-08
1808,0.0,1.935112651705952e-07,7.559081411605867e-08,7.559081411605867e-08
1809,0.0,2.061428777519073e-07,7.436210199987922e-08,7.436210199987922e-08
1810,0.0,1.952202686490117e-07,6.124423406512441e-08,6.124423406512441e-08
1811,0.0,1.8671851721917066e-07,7.307116156596294e-08,7.307116156596294e-08
1812,0.0,1.9061197369702703e-07,8.564686889859071e-08,8.564686889859071e-08
1813,0.0,1.8376454034653632e-07,7.511355753259912e-08,7.511355753259912e-08
1814,0.0,1.3249244951956435e-07,7.050569119014329e-08,7.050569119014329e-08
1815,0.0,1.240031336026602e-07,6.768219838550391e-08,6.768219838550391e-08
1816,0.0,1.2252848132935208e-07,6.970818157623984e-08,6.970818157623984e-08
1817,0.0,1.5723127282691556e-07,6.916721696979624e-08,6.916721696979624e-08
1818,0.0,1.458012022226285e-07,5.973930353572346e-08,5.973930353572346e-08
1819,0.0,1.481351980763585e-07,5.5141931655709545e-08,5.5141931655709545e-08
1820,0.0,1.561544585066648e-07,5.465178760338014e-08,5.465178760338014e-08
1821,0.0,1.5889949013723837e-07,5.9037609848441464e-08,5.9037609848441464e-08
1822,0.0,1.7461650969607945e-07,9.991545419601217e-08,9.991545419601217e-08
1823,4.213883210622628e-10,1.6233686547398714e-07,1.0100856988921286e-07,1.0100856988921286e-07
1824,4.213883210622628e-10,1.2371172784599237e-07,1.1083756693405381e-07,1.1083756693405381e-07
1825,4.213883210622628e-10,1.2556118430698655e-07,1.0840862226960521e-07,1.0840862226960521e-07
1826,4.213883210622628e-10,1.1992160661325864e-07,1.0317102600814515e-07,1.0317102600814515e-07
1827,4.213883210622628e-10,1.1545664335699257e-07,1.066576043992232e-07,1.066576043992232e-07
1828,4.213883210622628e-10,1.1449855869776521e-07,1.042593602562647e-07,1.042593602562647e-07
1829,4.213883210622628e-10,1.037102787141261e-07,6.631989535321736e-08,6.631989535321736e-08
1830,0.0,9.956071015234816e-08,6.08615344788177e-08,6.08615344788177e-08
1831,9.289466021808072e-11,1.0077549664596777e-07,5.3674576402532436e-08,5.3674576402532436e-08
1832,9.289466021808072e-11,1.020523642734718e-07,5.399646799527805e-08,5.399646799527805e-08
1833,9.289466021808072e-11,1.0622890402243814e-07,5.5855827391886644e-08,5.5855827391886644e-08
1834,9.289466021808072e-11,1.0842276562276051e-07,5.160677117390021e-08,5.160677117390021e-08
1835,1.7667806107013462e-10,1.1290220060443192e-07,5.0257075453633404e-08,5.0257075453633404e-08
1836,1.7667806107013462e-10,1.1246652828081746e-07,4.624146957407252e-08,4.624146957407252e-08
1837,1.7667806107013462e-10,1.1835878918223638e-07,4.800506963371325e-08,4.800506963371325e-08
1838,8.37834008520539e-11,1.2022809516208456e-07,4.776169808857438e-08,4.776169808857438e-08
1839,8.37834008520539e-11,1.2583644247245373e-07,4.522328010482722e-08,4.522328010482722e-08
1840,8.37834008520539e-11,1.2573628132323783e-07,4.1716692830310164e-08,4.1716692830310164e-08
1841,8.37834008520539e-11,1.1817813064648622e-07,4.0582461074174196e-08,4.0582461074174196e-08
1842,0.0,1.1827541511268334e-07,4.7164415357363916e-08,4.7164415357363916e-08
1843,6.557452993303871e-11,1.1119803084674068e-07,4.7528905002179404e-08,4.7528905002179404e-08
1844,6.557452993303871e-11,1.1181224428875274e-07,4.996706642097186e-08,4.996706642097186e-08
1845,6.557452993303871e-11,1.1092209868073561e-07,4.764446158235712e-08,4.764446158235712e-08
1846,6.557452993303871e-11,1.0258527234035292e-07,4.6242430329357376e-08,4.6242430329357376e-08
1847,6.557452993303871e-11,9.65902273719621e-08,4.585977159925798e-08,4.585977159925798e-08
1848,6.557452993303871e-11,9.528758632930995e-08,4.751738811949378e-08,4.751738811949378e-08
1849,6.557452993303871e-11,9.093758584250671e-08,4.385088203662235e-08,4.385088203662235e-08
1850,0.0,8.930797028889564e-08,4.40566775442416e-08,4.40566775442416e-08
1851,0.0,8.711900026777844e-08,4.1753451743683656e-08,4.1753451743683656e-08
1852,0.0,8.091273429045032e-08,4.098918893191694e-08,4.098918893191694e-08
1853,0.0,7.784135647170842e-08,4.130581946323478e-08,4.130581946323478e-08
1854,5.05018606298892e-11,8.286073084816183e-08,4.240651461730392e-08,4.240651461730392e-08
1855,1.0300360960994023e-10,9.085220398219462e-08,4.160825588834476e-08,4.160825588834476e-08
1856,1.527024142054602e-10,9.5596581063871e-08,4.034676998847837e-08,4.034676998847837e-08
1857,1.527024142054602e-10,9.918218373578774e-08,3.9241733418293734e-08,3.9241733418293734e-08
1858,2.6790944066387313e-10,9.877153875744885e-08,3.9291367366039206e-08,3.9291367366039206e-08
1859,2.6790944066387313e-10,1.0037442267827958e-07,3.989255351452162e-08,3.989255351452162e-08
1860,4.508950673149619e-10,1.0320646940239645e-07,4.096505078012212e-08,4.096505078012212e-08
1861,4.568798870975753e-10,1.0019120111337543e-07,4.192376883744535e-08,4.192376883744535e-08
1862,4.600964093841904e-10,9.743807843116364e-08,4.212651408660609e-08,4.212651408660609e-08
1863,4.103976047886704e-10,1.0283015277374424e-07,4.216586546590406e-08,4.216586546590406e-08
1864,4.103976047886704e-10,1.0579014185298417e-07,4.114324830035392e-08,4.114324830035392e-08
1865,3.3941712932314006e-10,1.311295453173703e-07,4.086698928469039e-08,4.086698928469039e-08
1866,5.163756089388016e-10,1.3686997440182885e-07,3.924808161010722e-08,3.924808161010722e-08
1867,3.333899822877129e-10,1.6202694906399172e-07,3.8461023572316274e-08,3.8461023572316274e-08
1868,4.113383998495733e-10,1.7294265169149575e-07,3.905509008258637e-08,3.905509008258637e-08
1869,3.556201285829072e-10,1.8685660409443828e-07,3.9781760108326125e-08,3.9781760108326125e-08
1870,3.556201285829072e-10,1.9783434319314048e-07,4.049161209504096e-08,4.049161209504096e-08
1871,3.556201285829072e-10,1.9826846247334678e-07,4.058457493881308e-08,4.058457493881308e-08
1872,3.113935775900245e-10,1.7577562821153541e-07,4.2348935279181073e-08,4.2348935279181073e-08
1873,1.3443509797436296e-10,1.737604082206547e-07,4.418206651329066e-08,4.418206651329066e-08
1874,1.3443509797436296e-10,1.5437183874057935e-07,4.611902326701056e-08,4.611902326701056e-08
1875,0.0,1.4904560024271113e-07,4.4716323088778154e-08,4.4716323088778154e-08
1876,0.0,1.3608200889945821e-07,4.307735273252027e-08,4.307735273252027e-08
1877,3.4951672508601714e-11,1.2466485393198517e-07,4.309138645908206e-08,4.309138645908206e-08
1878,7.123703214619224e-11,1.234187974676258e-07,4.677273121192879e-08,4.677273121192879e-08
1879,1.4106465995311623e-10,1.263252410613599e-07,4.5843678821354065e-08,4.5843678821354065e-08
1880,1.7395134340894965e-10,1.276024203126066e-07,5.297263783177186e-08,5.297263783177186e-08
1881,2.0551693878458265e-10,1.284399979389101e-07,5.150565586729629e-08,5.150565586729629e-08
1882,2.379265177733712e-10,1.3129988372741407e-07,5.226041516997222e-08,5.226041516997222e-08
1883,2.379265177733712e-10,1.3396089570960612e-07,5.4898681156601015e-08,5.4898681156601015e-08
1884,2.029748452647695e-10,1.5869293333383082e-07,6.084053083554863e-08,6.084053083554863e-08
