ngram,Merck,Merck,Merck,Merck
1867,1.3795780365707548e-07,1.3795780365707548e-07,1.3795780365707548e-07,1.3795780365707548e-07
1868,1.0291600612991455e-07,1.0291600612991455e-07,1.0291600612991455e-07,1.0291600612991455e-07
1869,1.2249410983957076e-07,1.2249410983957076e-07,1.2249410983957076e-07,1.2249410983957076e-07
1870,1.1518221500393468e-07,1.1518221500393468e-07,1.1518221500393468e-07,1.1518221500393468e-07
1871,1.229558651719539e-07,1.229558651719539e-07,1.229558651719539e-07,1.229558651719539e-07
1872,1.2518888376738297e-07,1.2518888376738297e-07,1.2518888376738297e-07,1.2518888376738297e-07
1873,1.1790748238078258e-07,1.1790748238078258e-07,1.1790748238078258e-07,1.1790748238078258e-07
1874,1.338907154035951e-07,1.338907154035951e-07,1.338907154035951e-07,1.338907154035951e-07
1875,1.446917120720822e-07,1.446917120720822e-07,1.446917120720822e-07,1.446917120720822e-07
1876,1.5746840529930394e-07,1.5746840529930394e-07,1.5746840529930394e-07,1.5746840529930394e-07
1877,1.8572541498380296e-07,1.8572541498380296e-07,1.8572541498380296e-07,1.8572541498380296e-07
1878,2.0487676266611743e-07,2.0487676266611743e-07,2.0487676266611743e-07,2.0487676266611743e-07
1879,2.3339289307549344e-07,2.3339289307549344e-07,2.3339289307549344e-07,2.3339289307549344e-07
1880,2.822614147492329e-07,2.822614147492329e-07,2.822614147492329e-07,2.822614147492329e-07
1881,3.0700461195465323e-07,3.0700461195465323e-07,3.0700461195465323e-07,3.0700461195465323e-07
1882,3.1911266822654785e-07,3.1911266822654785e-07,3.1911266822654785e-07,3.1911266822654785e-07
1883,3.1975643618612336e-07,3.1975643618612336e-07,3.1975643618612336e-07,3.1975643618612336e-07
1884,3.138141185640312e-07,3.138141185640312e-07,3.138141185640312e-07,3.138141185640312e-07
1885,3.152008990322689e-07,3.152008990322689e-07,3.152008990322689e-07,3.152008990322689e-07
1886,3.2408592736438937e-07,3.2408592736438937e-07,3.2408592736438937e-07,3.2408592736438937e-07
1887,3.052306973521419e-07,3.052306973521419e-07,3.052306973521419e-07,3.052306973521419e-07
1888,3.0477487403654126e-07,3.0477487403654126e-07,3.0477487403654126e-07,3.0477487403654126e-07
1889,3.269105296307576e-07,3.269105296307576e-07,3.269105296307576e-07,3.269105296307576e-07
1890,3.4551424781576703e-07,3.4551424781576703e-07,3.4551424781576703e-07,3.4551424781576703e-07
1891,3.6641079402345766e-07,3.6641079402345766e-07,3.6641079402345766e-07,3.6641079402345766e-07
1892,3.8160582351208306e-07,3.8160582351208306e-07,3.8160582351208306e-07,3.8160582351208306e-07
1893,4.0202552651992717e-07,4.0202552651992717e-07,4.0202552651992717e-07,4.0202552651992717e-07
1894,4.4229735099829017e-07,4.4229735099829017e-07,4.4229735099829017e-07,4.4229735099829017e-07
1895,4.94408616142599e-07,4.94408616142599e-07,4.94408616142599e-07,4.94408616142599e-07
1896,5.16187644247371e-07,5.16187644247371e-07,5.16187644247371e-07,5.16187644247371e-07
1897,5.465479578755808e-07,5.465479578755808e-07,5.465479578755808e-07,5.465479578755808e-07
1898,5.857417753369581e-07,5.857417753369581e-07,5.857417753369581e-07,5.857417753369581e-07
1899,6.466039508268295e-07,6.466039508268295e-07,6.466039508268295e-07,6.466039508268295e-07
1900,6.622380348224916e-07,6.622380348224916e-07,6.622380348224916e-07,6.622380348224916e-07
1901,6.776504863280155e-07,6.776504863280155e-07,6.776504863280155e-07,6.776504863280155e-07
1902,6.739901112138926e-07,6.739901112138926e-07,6.739901112138926e-07,6.739901112138926e-07
1903,6.927492271253348e-07,6.927492271253348e-07,6.927492271253348e-07,6.927492271253348e-07
1904,7.334174207634143e-07,7.334174207634143e-07,7.334174207634143e-07,7.334174207634143e-07
1905,7.297630629312022e-07,7.297630629312022e-07,7.297630629312022e-07,7.297630629312022e-07
1906,6.992240660760476e-07,6.992240660760476e-07,6.992240660760476e-07,6.992240660760476e-07
1907,7.125970975201718e-07,7.125970975201718e-07,7.125970975201718e-07,7.125970975201718e-07
1908,7.452245459457377e-07,7.452245459457377e-07,7.452245459457377e-07,7.452245459457377e-07
1909,8.067497755551553e-07,8.067497755551553e-07,8.067497755551553e-07,8.067497755551553e-07
1910,8.215097945399716e-07,8.215097945399716e-07,8.215097945399716e-07,8.215097945399716e-07
1911,8.019838040646781e-07,8.019838040646781e-07,8.019838040646781e-07,8.019838040646781e-07
1912,8.020924561995863e-07,8.020924561995863e-07,8.020924561995863e-07,8.020924561995863e-07
1913,8.334648425391476e-07,8.334648425391476e-07,8.334648425391476e-07,8.334648425391476e-07
1914,8.112946829896828e-07,8.112946829896828e-07,8.112946829896828e-07,8.112946829896828e-07
1915,7.806856631629801e-07,7.806856631629801e-07,7.806856631629801e-07,7.806856631629801e-07
1916,7.06561715040672e-07,7.06561715040672e-07,7.06561715040672e-07,7.06561715040672e-07
1917,6.625392887014771e-07,6.625392887014771e-07,6.625392887014771e-07,6.625392887014771e-07
1918,6.239217132783129e-07,6.239217132783129e-07,6.239217132783129e-07,6.239217132783129e-07
1919,6.092709311035703e-07,6.092709311035703e-07,6.092709311035703e-07,6.092709311035703e-07
1920,5.608615205281759e-07,5.608615205281759e-07,5.608615205281759e-07,5.608615205281759e-07
1921,5.558513172283191e-07,5.558513172283191e-07,5.558513172283191e-07,5.558513172283191e-07
1922,5.159024811161674e-07,5.159024811161674e-07,5.159024811161674e-07,5.159024811161674e-07
1923,5.05397598057503e-07,5.05397598057503e-07,5.05397598057503e-07,5.05397598057503e-07
1924,4.828023756025297e-07,4.828023756025297e-07,4.828023756025297e-07,4.828023756025297e-07
1925,4.820904605042285e-07,4.820904605042285e-07,4.820904605042285e-07,4.820904605042285e-07
1926,5.491367695802702e-07,5.491367695802702e-07,5.491367695802702e-07,5.491367695802702e-07
1927,5.664071604119922e-07,5.664071604119922e-07,5.664071604119922e-07,5.664071604119922e-07
1928,5.986984043764616e-07,5.986984043764616e-07,5.986984043764616e-07,5.986984043764616e-07
1929,6.225063080884346e-07,6.225063080884346e-07,6.225063080884346e-07,6.225063080884346e-07
1930,6.392713081433093e-07,6.392713081433093e-07,6.392713081433093e-07,6.392713081433093e-07
1931,7.727282098000745e-07,7.727282098000745e-07,7.727282098000745e-07,7.727282098000745e-07
1932,8.38207451384473e-07,8.38207451384473e-07,8.38207451384473e-07,8.38207451384473e-07
1933,7.828605979349439e-07,7.828605979349439e-07,7.828605979349439e-07,7.828605979349439e-07
1934,7.959053992375889e-07,7.959053992375889e-07,7.959053992375889e-07,7.959053992375889e-07
1935,7.875231225235828e-07,7.875231225235828e-07,7.875231225235828e-07,7.875231225235828e-07
1936,7.96247377365944e-07,7.96247377365944e-07,7.96247377365944e-07,7.96247377365944e-07
1937,8.225191712491713e-07,8.225191712491713e-07,8.225191712491713e-07,8.225191712491713e-07
1938,7.687193114439392e-07,7.687193114439392e-07,7.687193114439392e-07,7.687193114439392e-07
1939,7.681462160949845e-07,7.681462160949845e-07,7.681462160949845e-07,7.681462160949845e-07
1940,7.881878413432528e-07,7.881878413432528e-07,7.881878413432528e-07,7.881878413432528e-07
1941,8.493366863149276e-07,8.493366863149276e-07,8.493366863149276e-07,8.493366863149276e-07
1942,9.3178719648027e-07,9.3178719648027e-07,9.3178719648027e-07,9.3178719648027e-07
1943,1.0124669691841909e-06,1.0124669691841909e-06,1.0124669691841909e-06,1.0124669691841909e-06
1944,1.0802592750483849e-06,1.0802592750483849e-06,1.0802592750483849e-06,1.0802592750483849e-06
1945,1.100472713590404e-06,1.100472713590404e-06,1.100472713590404e-06,1.100472713590404e-06
1946,1.1632225534542937e-06,1.1632225534542937e-06,1.1632225534542937e-06,1.1632225534542937e-06
1947,1.241226560263645e-06,1.241226560263645e-06,1.241226560263645e-06,1.241226560263645e-06
1948,1.277720473678658e-06,1.277720473678658e-06,1.277720473678658e-06,1.277720473678658e-06
1949,1.2713321179294975e-06,1.2713321179294975e-06,1.2713321179294975e-06,1.2713321179294975e-06
1950,1.2821931250073249e-06,1.2821931250073249e-06,1.2821931250073249e-06,1.2821931250073249e-06
1951,1.2665599829883182e-06,1.2665599829883182e-06,1.2665599829883182e-06,1.2665599829883182e-06
1952,1.2792662086472513e-06,1.2792662086472513e-06,1.2792662086472513e-06,1.2792662086472513e-06
1953,1.2660038757011144e-06,1.2660038757011144e-06,1.2660038757011144e-06,1.2660038757011144e-06
1954,1.4398686809207511e-06,1.4398686809207511e-06,1.4398686809207511e-06,1.4398686809207511e-06
1955,1.537946445751004e-06,1.537946445751004e-06,1.537946445751004e-06,1.537946445751004e-06
1956,1.609243927954854e-06,1.609243927954854e-06,1.609243927954854e-06,1.609243927954854e-06
1957,1.697473115720121e-06,1.697473115720121e-06,1.697473115720121e-06,1.697473115720121e-06
1958,1.7498305818922484e-06,1.7498305818922484e-06,1.7498305818922484e-06,1.7498305818922484e-06
1959,1.7778421092121529e-06,1.7778421092121529e-06,1.7778421092121529e-06,1.7778421092121529e-06
1960,1.768011851969017e-06,1.768011851969017e-06,1.768011851969017e-06,1.768011851969017e-06
1961,1.5684617957439123e-06,1.5684617957439123e-06,1.5684617957439123e-06,1.5684617957439123e-06
1962,1.4517054134038126e-06,1.4517054134038126e-06,1.4517054134038126e-06,1.4517054134038126e-06
1963,1.3680232931229902e-06,1.3680232931229902e-06,1.3680232931229902e-06,1.3680232931229902e-06
1964,1.318059340909323e-06,1.318059340909323e-06,1.318059340909323e-06,1.318059340909323e-06
1965,1.2695777188907544e-06,1.2695777188907544e-06,1.2695777188907544e-06,1.2695777188907544e-06
1966,1.232950190959465e-06,1.232950190959465e-06,1.232950190959465e-06,1.232950190959465e-06
1967,1.2195097594615487e-06,1.2195097594615487e-06,1.2195097594615487e-06,1.2195097594615487e-06
1968,1.2055205453569734e-06,1.2055205453569734e-06,1.2055205453569734e-06,1.2055205453569734e-06
1969,1.2030769117440547e-06,1.2030769117440547e-06,1.2030769117440547e-06,1.2030769117440547e-06
1970,1.2028575123882286e-06,1.2028575123882286e-06,1.2028575123882286e-06,1.2028575123882286e-06
1971,1.1374006752313498e-06,1.1374006752313498e-06,1.1374006752313498e-06,1.1374006752313498e-06
1972,1.129320383240286e-06,1.129320383240286e-06,1.129320383240286e-06,1.129320383240286e-06
1973,1.1402690428699965e-06,1.1402690428699965e-06,1.1402690428699965e-06,1.1402690428699965e-06
1974,1.1396705628742763e-06,1.1396705628742763e-06,1.1396705628742763e-06,1.1396705628742763e-06
1975,1.1457873207681196e-06,1.1457873207681196e-06,1.1457873207681196e-06,1.1457873207681196e-06
1976,1.1556336890602585e-06,1.1556336890602585e-06,1.1556336890602585e-06,1.1556336890602585e-06
1977,1.1639316263816518e-06,1.1639316263816518e-06,1.1639316263816518e-06,1.1639316263816518e-06
1978,1.1848322693757446e-06,1.1848322693757446e-06,1.1848322693757446e-06,1.1848322693757446e-06
1979,1.2121988999881848e-06,1.2121988999881848e-06,1.2121988999881848e-06,1.2121988999881848e-06
1980,1.2133856768871607e-06,1.2133856768871607e-06,1.2133856768871607e-06,1.2133856768871607e-06
1981,1.2377884104353143e-06,1.2377884104353143e-06,1.2377884104353143e-06,1.2377884104353143e-06
1982,1.2932615456000868e-06,1.2932615456000868e-06,1.2932615456000868e-06,1.2932615456000868e-06
1983,1.3067937386170212e-06,1.3067937386170212e-06,1.3067937386170212e-06,1.3067937386170212e-06
1984,1.3526442736682448e-06,1.3526442736682448e-06,1.3526442736682448e-06,1.3526442736682448e-06
1985,1.4209720445381078e-06,1.4209720445381078e-06,1.4209720445381078e-06,1.4209720445381078e-06
1986,1.4411773788326952e-06,1.4411773788326952e-06,1.4411773788326952e-06,1.4411773788326952e-06
1987,1.4779044314699213e-06,1.4779044314699213e-06,1.4779044314699213e-06,1.4779044314699213e-06
1988,1.531935920086523e-06,1.531935920086523e-06,1.531935920086523e-06,1.531935920086523e-06
1989,1.5645292056173536e-06,1.5645292056173536e-06,1.5645292056173536e-06,1.5645292056173536e-06
1990,1.6300834723941598e-06,1.6300834723941598e-06,1.6300834723941598e-06,1.6300834723941598e-06
1991,1.7027444982886664e-06,1.7027444982886664e-06,1.7027444982886664e-06,1.7027444982886664e-06
1992,1.702947916523304e-06,1.702947916523304e-06,1.702947916523304e-06,1.702947916523304e-06
1993,1.7481872224120058e-06,1.7481872224120058e-06,1.7481872224120058e-06,1.7481872224120058e-06
1994,1.7890355041215246e-06,1.7890355041215246e-06,1.7890355041215246e-06,1.7890355041215246e-06
1995,1.7983167026613955e-06,1.7983167026613955e-06,1.7983167026613955e-06,1.7983167026613955e-06
1996,1.816952866257842e-06,1.816952866257842e-06,1.816952866257842e-06,1.816952866257842e-06
1997,1.7825796346317344e-06,1.7825796346317344e-06,1.7825796346317344e-06,1.7825796346317344e-06
1998,1.7195692407767638e-06,1.7195692407767638e-06,1.7195692407767638e-06,1.7195692407767638e-06
1999,1.6891314252071815e-06,1.6891314252071815e-06,1.6891314252071815e-06,1.6891314252071815e-06
2000,1.6322339888574788e-06,1.6322339888574788e-06,1.6322339888574788e-06,1.6322339888574788e-06
2001,1.6076355677796528e-06,1.6076355677796528e-06,1.6076355677796528e-06,1.6076355677796528e-06
2002,1.6015053785979814e-06,1.6015053785979814e-06,1.6015053785979814e-06,1.6015053785979814e-06
2003,1.5469878949910968e-06,1.5469878949910968e-06,1.5469878949910968e-06,1.5469878949910968e-06
2004,1.5246707952038768e-06,1.5246707952038768e-06,1.5246707952038768e-06,1.5246707952038768e-06
2005,1.4916077394186037e-06,1.4916077394186037e-06,1.4916077394186037e-06,1.4916077394186037e-06
2006,1.44517525768606e-06,1.44517525768606e-06,1.44517525768606e-06,1.44517525768606e-06
2007,1.3666597494323338e-06,1.3666597494323338e-06,1.3666597494323338e-06,1.3666597494323338e-06
2008,1.2769401678269787e-06,1.2769401678269787e-06,1.2769401678269787e-06,1.2769401678269787e-06
2009,1.1860591533669712e-06,1.1860591533669712e-06,1.1860591533669712e-06,1.1860591533669712e-06
2010,1.1093487972045426e-06,1.1093487972045426e-06,1.1093487972045426e-06,1.1093487972045426e-06
2011,1.0062091908886423e-06,1.0062091908886423e-06,1.0062091908886423e-06,1.0062091908886423e-06
2012,9.21972912237834e-07,9.21972912237834e-07,9.21972912237834e-07,9.21972912237834e-07
2013,8.545140904711193e-07,8.545140904711193e-07,8.545140904711193e-07,8.545140904711193e-07
2014,8.290089112961141e-07,8.290089112961141e-07,8.290089112961141e-07,8.290089112961141e-07
2015,8.347521835665767e-07,8.347521835665767e-07,8.347521835665767e-07,8.347521835665767e-07
2016,7.735983526150189e-07,7.735983526150189e-07,7.735983526150189e-07,7.735983526150189e-07
2017,7.454704492223149e-07,7.454704492223149e-07,7.454704492223149e-07,7.454704492223149e-07
2018,7.510262662435708e-07,7.510262662435708e-07,7.510262662435708e-07,7.510262662435708e-07
2019,7.514112354556346e-07,7.514112354556346e-07,7.514112354556346e-07,7.514112354556346e-07
