ngram,Merck,Merck,Merck,Merck
1604,1.3270174901793196e-07,1.3270174901793196e-07,1.3270174901793196e-07,1.3270174901793196e-07
1605,0.0,0.0,0.0,0.0
1606,0.0,0.0,0.0,0.0
1607,0.0,0.0,0.0,0.0
1608,0.0,0.0,0.0,0.0
1609,0.0,0.0,0.0,0.0
1610,0.0,0.0,0.0,0.0
1611,0.0,0.0,0.0,0.0
1612,0.0,0.0,0.0,0.0
1613,0.0,0.0,0.0,0.0
1614,0.0,0.0,0.0,0.0
1615,0.0,0.0,0.0,0.0
1616,0.0,0.0,0.0,0.0
1617,0.0,0.0,0.0,0.0
1618,0.0,0.0,0.0,0.0
1619,0.0,0.0,0.0,0.0
1620,0.0,0.0,0.0,0.0
1621,0.0,0.0,0.0,0.0
1622,0.0,0.0,0.0,0.0
1623,0.0,0.0,0.0,0.0
1624,0.0,0.0,0.0,0.0
1625,0.0,0.0,0.0,0.0
1626,0.0,0.0,0.0,0.0
1627,0.0,0.0,0.0,0.0
1628,0.0,0.0,0.0,0.0
1629,0.0,0.0,0.0,0.0
1630,2.0699759001477754e-06,2.0699759001477754e-06,2.0699759001477754e-06,2.0699759001477754e-06
1631,2.0699759001477754e-06,2.0699759001477754e-06,2.0699759001477754e-06,2.0699759001477754e-06
1632,2.0699759001477754e-06,2.0699759001477754e-06,2.0699759001477754e-06,2.0699759001477754e-06
1633,2.0699759001477754e-06,2.0699759001477754e-06,2.0699759001477754e-06,2.0699759001477754e-06
1634,2.0699759001477754e-06,2.0699759001477754e-06,2.0699759001477754e-06,2.0699759001477754e-06
1635,2.0699759001477754e-06,2.0699759001477754e-06,2.0699759001477754e-06,2.0699759001477754e-06
1636,2.0699759001477754e-06,2.0699759001477754e-06,2.0699759001477754e-06,2.0699759001477754e-06
1637,0.0,0.0,0.0,0.0
1638,0.0,0.0,0.0,0.0
1639,7.787022988330656e-08,7.787022988330656e-08,7.787022988330656e-08,7.787022988330656e-08
1640,7.787022988330656e-08,7.787022988330656e-08,7.787022988330656e-08,7.787022988330656e-08
1641,7.787022988330656e-08,7.787022988330656e-08,7.787022988330656e-08,7.787022988330656e-08
1642,7.787022988330656e-08,7.787022988330656e-08,7.787022988330656e-08,7.787022988330656e-08
1643,7.787022988330656e-08,7.787022988330656e-08,7.787022988330656e-08,7.787022988330656e-08
1644,7.787022988330656e-08,7.787022988330656e-08,7.787022988330656e-08,7.787022988330656e-08
1645,7.787022988330656e-08,7.787022988330656e-08,7.787022988330656e-08,7.787022988330656e-08
1646,4.029536415016212e-07,4.029536415016212e-07,4.029536415016212e-07,4.029536415016212e-07
1647,4.029536415016212e-07,4.029536415016212e-07,4.029536415016212e-07,4.029536415016212e-07
1648,4.029536415016212e-07,4.029536415016212e-07,4.029536415016212e-07,4.029536415016212e-07
1649,4.029536415016212e-07,4.029536415016212e-07,4.029536415016212e-07,4.029536415016212e-07
1650,4.029536415016212e-07,4.029536415016212e-07,4.029536415016212e-07,4.029536415016212e-07
1651,4.029536415016212e-07,4.029536415016212e-07,4.029536415016212e-07,4.029536415016212e-07
1652,4.029536415016212e-07,4.029536415016212e-07,4.029536415016212e-07,4.029536415016212e-07
1653,0.0,0.0,0.0,0.0
1654,0.0,0.0,0.0,0.0
1655,0.0,0.0,0.0,0.0
1656,0.0,0.0,0.0,0.0
1657,0.0,0.0,0.0,0.0
1658,5.361563434494851e-08,5.361563434494851e-08,5.361563434494851e-08,5.361563434494851e-08
1659,5.361563434494851e-08,5.361563434494851e-08,5.361563434494851e-08,5.361563434494851e-08
1660,5.361563434494851e-08,5.361563434494851e-08,5.361563434494851e-08,5.361563434494851e-08
1661,5.361563434494851e-08,5.361563434494851e-08,5.361563434494851e-08,5.361563434494851e-08
1662,5.361563434494851e-08,5.361563434494851e-08,5.361563434494851e-08,5.361563434494851e-08
1663,5.361563434494851e-08,5.361563434494851e-08,5.361563434494851e-08,5.361563434494851e-08
1664,5.361563434494851e-08,5.361563434494851e-08,5.361563434494851e-08,5.361563434494851e-08
1665,0.0,0.0,0.0,0.0
1666,0.0,0.0,0.0,0.0
1667,0.0,0.0,0.0,0.0
1668,0.0,0.0,0.0,0.0
1669,0.0,0.0,0.0,0.0
1670,0.0,0.0,0.0,0.0
1671,0.0,0.0,0.0,0.0
1672,4.920120285792759e-08,4.920120285792759e-08,4.920120285792759e-08,4.920120285792759e-08
1673,4.920120285792759e-08,4.920120285792759e-08,4.920120285792759e-08,4.920120285792759e-08
1674,4.920120285792759e-08,4.920120285792759e-08,4.920120285792759e-08,4.920120285792759e-08
1675,4.920120285792759e-08,4.920120285792759e-08,4.920120285792759e-08,4.920120285792759e-08
1676,4.920120285792759e-08,4.920120285792759e-08,4.920120285792759e-08,4.920120285792759e-08
1677,4.920120285792759e-08,4.920120285792759e-08,4.920120285792759e-08,4.920120285792759e-08
1678,4.920120285792759e-08,4.920120285792759e-08,4.920120285792759e-08,4.920120285792759e-08
1679,0.0,0.0,0.0,0.0
1680,5.430578653431439e-08,5.430578653431439e-08,5.430578653431439e-08,5.430578653431439e-08
1681,5.430578653431439e-08,5.430578653431439e-08,5.430578653431439e-08,5.430578653431439e-08
1682,5.430578653431439e-08,5.430578653431439e-08,5.430578653431439e-08,5.430578653431439e-08
1683,5.430578653431439e-08,5.430578653431439e-08,5.430578653431439e-08,5.430578653431439e-08
1684,5.430578653431439e-08,5.430578653431439e-08,5.430578653431439e-08,5.430578653431439e-08
1685,5.430578653431439e-08,5.430578653431439e-08,5.430578653431439e-08,5.430578653431439e-08
1686,5.430578653431439e-08,5.430578653431439e-08,5.430578653431439e-08,5.430578653431439e-08
1687,0.0,0.0,0.0,0.0
1688,0.0,0.0,0.0,0.0
1689,0.0,0.0,0.0,0.0
1690,0.0,0.0,0.0,0.0
1691,0.0,0.0,0.0,0.0
1692,0.0,0.0,0.0,0.0
1693,0.0,0.0,0.0,0.0
1694,0.0,0.0,0.0,0.0
1695,1.550680346034434e-08,1.550680346034434e-08,1.550680346034434e-08,1.550680346034434e-08
1696,1.550680346034434e-08,1.550680346034434e-08,1.550680346034434e-08,1.550680346034434e-08
1697,1.550680346034434e-08,1.550680346034434e-08,1.550680346034434e-08,1.550680346034434e-08
1698,2.5878074032854263e-08,2.5878074032854263e-08,2.5878074032854263e-08,2.5878074032854263e-08
1699,2.5878074032854263e-08,2.5878074032854263e-08,2.5878074032854263e-08,2.5878074032854263e-08
1700,2.5878074032854263e-08,2.5878074032854263e-08,2.5878074032854263e-08,2.5878074032854263e-08
1701,3.554483336236964e-08,3.554483336236964e-08,3.554483336236964e-08,3.554483336236964e-08
1702,2.00380299020253e-08,2.00380299020253e-08,2.00380299020253e-08,2.00380299020253e-08
1703,2.00380299020253e-08,2.00380299020253e-08,2.00380299020253e-08,2.00380299020253e-08
1704,2.00380299020253e-08,2.00380299020253e-08,2.00380299020253e-08,2.00380299020253e-08
1705,9.666759329515377e-09,9.666759329515377e-09,9.666759329515377e-09,9.666759329515377e-09
1706,9.666759329515377e-09,9.666759329515377e-09,9.666759329515377e-09,9.666759329515377e-09
1707,9.666759329515377e-09,9.666759329515377e-09,9.666759329515377e-09,9.666759329515377e-09
1708,0.0,0.0,0.0,0.0
1709,0.0,0.0,0.0,0.0
1710,1.72150233116294e-08,1.72150233116294e-08,1.72150233116294e-08,1.72150233116294e-08
1711,1.72150233116294e-08,1.72150233116294e-08,1.72150233116294e-08,1.72150233116294e-08
1712,1.72150233116294e-08,1.72150233116294e-08,1.72150233116294e-08,1.72150233116294e-08
1713,2.803303849369903e-08,2.803303849369903e-08,2.803303849369903e-08,2.803303849369903e-08
1714,2.5775168361568443e-07,2.5775168361568443e-07,2.5775168361568443e-07,2.5775168361568443e-07
1715,2.5775168361568443e-07,2.5775168361568443e-07,2.5775168361568443e-07,2.5775168361568443e-07
1716,2.5775168361568443e-07,2.5775168361568443e-07,2.5775168361568443e-07,2.5775168361568443e-07
1717,2.40536660304055e-07,2.40536660304055e-07,2.40536660304055e-07,2.40536660304055e-07
1718,2.482784167463186e-07,2.482784167463186e-07,2.482784167463186e-07,2.482784167463186e-07
1719,2.680330294221481e-07,2.680330294221481e-07,2.680330294221481e-07,2.680330294221481e-07
1720,2.572150142400785e-07,2.572150142400785e-07,2.572150142400785e-07,2.572150142400785e-07
1721,3.625642719384814e-08,3.625642719384814e-08,3.625642719384814e-08,3.625642719384814e-08
1722,3.625642719384814e-08,3.625642719384814e-08,3.625642719384814e-08,3.625642719384814e-08
1723,4.243160337377308e-08,4.243160337377308e-08,4.243160337377308e-08,4.243160337377308e-08
1724,5.417344287447382e-08,5.417344287447382e-08,5.417344287447382e-08,5.417344287447382e-08
1725,6.113759251239312e-08,6.113759251239312e-08,6.113759251239312e-08,6.113759251239312e-08
1726,4.13829798365636e-08,4.13829798365636e-08,4.13829798365636e-08,4.13829798365636e-08
1727,4.13829798365636e-08,4.13829798365636e-08,4.13829798365636e-08,4.13829798365636e-08
1728,3.2622921760808565e-08,3.2622921760808565e-08,3.2622921760808565e-08,3.2622921760808565e-08
1729,3.899489848484856e-08,3.899489848484856e-08,3.899489848484856e-08,3.899489848484856e-08
1730,4.9186198225470434e-08,4.9186198225470434e-08,4.9186198225470434e-08,4.9186198225470434e-08
1731,3.74443587247697e-08,3.74443587247697e-08,3.74443587247697e-08,3.74443587247697e-08
1732,2.2738452644586815e-08,2.2738452644586815e-08,2.2738452644586815e-08,2.2738452644586815e-08
1733,2.2738452644586815e-08,2.2738452644586815e-08,2.2738452644586815e-08,2.2738452644586815e-08
1734,2.790018425814976e-08,2.790018425814976e-08,2.790018425814976e-08,2.790018425814976e-08
1735,2.790018425814976e-08,2.790018425814976e-08,2.790018425814976e-08,2.790018425814976e-08
1736,2.7040532606698823e-08,2.7040532606698823e-08,2.7040532606698823e-08,2.7040532606698823e-08
1737,2.451731313206957e-08,2.451731313206957e-08,2.451731313206957e-08,2.451731313206957e-08
1738,5.197639550504261e-08,5.197639550504261e-08,5.197639550504261e-08,5.197639550504261e-08
1739,5.197639550504261e-08,5.197639550504261e-08,5.197639550504261e-08,5.197639550504261e-08
1740,5.946367411167687e-08,5.946367411167687e-08,5.946367411167687e-08,5.946367411167687e-08
1741,5.430194249811393e-08,5.430194249811393e-08,5.430194249811393e-08,5.430194249811393e-08
1742,9.256617516939514e-08,9.256617516939514e-08,9.256617516939514e-08,9.256617516939514e-08
1743,8.705385009680608e-08,8.705385009680608e-08,8.705385009680608e-08,8.705385009680608e-08
1744,8.660277523680244e-08,8.660277523680244e-08,8.660277523680244e-08,8.660277523680244e-08
1745,5.9143692863829397e-08,5.9143692863829397e-08,5.9143692863829397e-08,5.9143692863829397e-08
1746,6.412167000543637e-08,6.412167000543637e-08,6.412167000543637e-08,6.412167000543637e-08
1747,6.911184665828582e-08,6.911184665828582e-08,6.911184665828582e-08,6.911184665828582e-08
1748,6.911184665828582e-08,6.911184665828582e-08,6.911184665828582e-08,6.911184665828582e-08
1749,3.084761398700461e-08,3.084761398700461e-08,3.084761398700461e-08,3.084761398700461e-08
1750,1.1001717073863152e-07,1.1001717073863152e-07,1.1001717073863152e-07,1.1001717073863152e-07
1751,1.0733240531278301e-07,1.0733240531278301e-07,1.0733240531278301e-07,1.0733240531278301e-07
1752,1.1123099546190523e-07,1.1123099546190523e-07,1.1123099546190523e-07,1.1123099546190523e-07
1753,1.0625301832029826e-07,1.0625301832029826e-07,1.0625301832029826e-07,1.0625301832029826e-07
1754,1.0214370048190955e-07,1.0214370048190955e-07,1.0214370048190955e-07,1.0214370048190955e-07
1755,1.2526354709052612e-07,1.2526354709052612e-07,1.2526354709052612e-07,1.2526354709052612e-07
1756,1.2526354709052612e-07,1.2526354709052612e-07,1.2526354709052612e-07,1.2526354709052612e-07
1757,4.6093990338899205e-08,4.6093990338899205e-08,4.6093990338899205e-08,4.6093990338899205e-08
1758,3.8494158971502657e-08,3.8494158971502657e-08,3.8494158971502657e-08,3.8494158971502657e-08
1759,3.459556882238043e-08,3.459556882238043e-08,3.459556882238043e-08,3.459556882238043e-08
1760,3.459556882238043e-08,3.459556882238043e-08,3.459556882238043e-08,3.459556882238043e-08
1761,2.9002998859693563e-08,2.9002998859693563e-08,2.9002998859693563e-08,2.9002998859693563e-08
1762,5.8831522510770034e-09,5.8831522510770034e-09,5.8831522510770034e-09,5.8831522510770034e-09
1763,1.1560501381576875e-08,1.1560501381576875e-08,1.1560501381576875e-08,1.1560501381576875e-08
1764,1.1560501381576875e-08,1.1560501381576875e-08,1.1560501381576875e-08,1.1560501381576875e-08
1765,8.45291658890801e-09,8.45291658890801e-09,8.45291658890801e-09,8.45291658890801e-09
1766,8.45291658890801e-09,8.45291658890801e-09,8.45291658890801e-09,8.45291658890801e-09
1767,8.45291658890801e-09,8.45291658890801e-09,8.45291658890801e-09,8.45291658890801e-09
1768,1.372398677241498e-08,1.372398677241498e-08,1.372398677241498e-08,1.372398677241498e-08
1769,1.677024639791723e-08,1.677024639791723e-08,1.677024639791723e-08,1.677024639791723e-08
1770,4.8570875829260074e-08,4.8570875829260074e-08,4.8570875829260074e-08,4.8570875829260074e-08
1771,5.120351964649217e-08,5.120351964649217e-08,5.120351964649217e-08,5.120351964649217e-08
1772,5.647568330451642e-08,5.647568330451642e-08,5.647568330451642e-08,5.647568330451642e-08
1773,5.647568330451642e-08,5.647568330451642e-08,5.647568330451642e-08,5.647568330451642e-08
1774,5.914814644419104e-08,5.914814644419104e-08,5.914814644419104e-08,5.914814644419104e-08
1775,5.976757628494462e-08,5.976757628494462e-08,5.976757628494462e-08,5.976757628494462e-08
1776,5.672131665944237e-08,5.672131665944237e-08,5.672131665944237e-08,5.672131665944237e-08
1777,1.9243338097599657e-08,1.9243338097599657e-08,1.9243338097599657e-08,1.9243338097599657e-08
1778,1.661069428036756e-08,1.661069428036756e-08,1.661069428036756e-08,1.661069428036756e-08
1779,1.1338530622343309e-08,1.1338530622343309e-08,1.1338530622343309e-08,1.1338530622343309e-08
1780,1.368767093319028e-08,1.368767093319028e-08,1.368767093319028e-08,1.368767093319028e-08
1781,1.484024154357095e-08,1.484024154357095e-08,1.484024154357095e-08,1.484024154357095e-08
1782,8.332307542348514e-09,8.332307542348514e-09,8.332307542348514e-09,8.332307542348514e-09
1783,8.332307542348514e-09,8.332307542348514e-09,8.332307542348514e-09,8.332307542348514e-09
1784,9.99677965804072e-09,9.99677965804072e-09,9.99677965804072e-09,9.99677965804072e-09
1785,1.1614902056018245e-08,1.1614902056018245e-08,1.1614902056018245e-08,1.1614902056018245e-08
1786,1.1614902056018245e-08,1.1614902056018245e-08,1.1614902056018245e-08,1.1614902056018245e-08
1787,3.37594528839905e-08,3.37594528839905e-08,3.37594528839905e-08,3.37594528839905e-08
1788,3.2547523279699165e-08,3.2547523279699165e-08,3.2547523279699165e-08,3.2547523279699165e-08
1789,3.2716159432360266e-08,3.2716159432360266e-08,3.2716159432360266e-08,3.2716159432360266e-08
1790,3.603070476896976e-08,3.603070476896976e-08,3.603070476896976e-08,3.603070476896976e-08
1791,4.739782801164795e-08,4.739782801164795e-08,4.739782801164795e-08,4.739782801164795e-08
1792,4.686796766557271e-08,4.686796766557271e-08,4.686796766557271e-08,4.686796766557271e-08
1793,4.8840011907762866e-08,4.8840011907762866e-08,4.8840011907762866e-08,4.8840011907762866e-08
1794,2.53443063361455e-08,2.53443063361455e-08,2.53443063361455e-08,2.53443063361455e-08
1795,2.6384290688749194e-08,2.6384290688749194e-08,2.6384290688749194e-08,2.6384290688749194e-08
1796,2.500568266735773e-08,2.500568266735773e-08,2.500568266735773e-08,2.500568266735773e-08
1797,2.2258060981629668e-08,2.2258060981629668e-08,2.2258060981629668e-08,2.2258060981629668e-08
1798,1.1541092335777745e-08,1.1541092335777745e-08,1.1541092335777745e-08,1.1541092335777745e-08
1799,4.89020842233044e-08,4.89020842233044e-08,4.89020842233044e-08,4.89020842233044e-08
1800,4.734170389042447e-08,4.734170389042447e-08,4.734170389042447e-08,4.734170389042447e-08
1801,5.098712322190327e-08,5.098712322190327e-08,5.098712322190327e-08,5.098712322190327e-08
1802,5.601657055669713e-08,5.601657055669713e-08,5.601657055669713e-08,5.601657055669713e-08
1803,5.82274086090097e-08,5.82274086090097e-08,5.82274086090097e-08,5.82274086090097e-08
1804,6.132141556441135e-08,6.132141556441135e-08,6.132141556441135e-08,6.132141556441135e-08
1805,6.316162887947436e-08,6.316162887947436e-08,6.316162887947436e-08,6.316162887947436e-08
1806,3.065902738035626e-08,3.065902738035626e-08,3.065902738035626e-08,3.065902738035626e-08
1807,3.213035450398495e-08,3.213035450398495e-08,3.213035450398495e-08,3.213035450398495e-08
1808,3.1488123854371356e-08,3.1488123854371356e-08,3.1488123854371356e-08,3.1488123854371356e-08
1809,2.443391140210289e-08,2.443391140210289e-08,2.443391140210289e-08,2.443391140210289e-08
1810,3.217179411763027e-08,3.217179411763027e-08,3.217179411763027e-08,3.217179411763027e-08
1811,3.601114961782059e-08,3.601114961782059e-08,3.601114961782059e-08,3.601114961782059e-08
1812,3.448210047655006e-08,3.448210047655006e-08,3.448210047655006e-08,3.448210047655006e-08
1813,3.105718019266338e-08,3.105718019266338e-08,3.105718019266338e-08,3.105718019266338e-08
1814,3.0427938010494215e-08,3.0427938010494215e-08,3.0427938010494215e-08,3.0427938010494215e-08
1815,3.048271857153395e-08,3.048271857153395e-08,3.048271857153395e-08,3.048271857153395e-08
1816,3.1326640583172e-08,3.1326640583172e-08,3.1326640583172e-08,3.1326640583172e-08
1817,2.145784362893112e-08,2.145784362893112e-08,2.145784362893112e-08,2.145784362893112e-08
1818,1.6822115383214557e-08,1.6822115383214557e-08,1.6822115383214557e-08,1.6822115383214557e-08
1819,1.7953760510027095e-08,1.7953760510027095e-08,1.7953760510027095e-08,1.7953760510027095e-08
1820,1.8232570120346736e-08,1.8232570120346736e-08,1.8232570120346736e-08,1.8232570120346736e-08
1821,1.86500265389863e-08,1.86500265389863e-08,1.86500265389863e-08,1.86500265389863e-08
1822,1.6216067472945335e-08,1.6216067472945335e-08,1.6216067472945335e-08,1.6216067472945335e-08
1823,1.7676779659073612e-08,1.7676779659073612e-08,1.7676779659073612e-08,1.7676779659073612e-08
1824,2.2952335016717436e-08,2.2952335016717436e-08,2.2952335016717436e-08,2.2952335016717436e-08
1825,2.122732833953478e-08,2.122732833953478e-08,2.122732833953478e-08,2.122732833953478e-08
1826,1.9484362440940524e-08,1.9484362440940524e-08,1.9484362440940524e-08,1.9484362440940524e-08
1827,1.98209389219122e-08,1.98209389219122e-08,1.98209389219122e-08,1.98209389219122e-08
1828,1.9804673329864338e-08,1.9804673329864338e-08,1.9804673329864338e-08,1.9804673329864338e-08
1829,4.762760103765069e-08,4.762760103765069e-08,4.762760103765069e-08,4.762760103765069e-08
1830,4.5314820721184135e-08,4.5314820721184135e-08,4.5314820721184135e-08,4.5314820721184135e-08
1831,4.0869073078145645e-08,4.0869073078145645e-08,4.0869073078145645e-08,4.0869073078145645e-08
1832,4.270975306752689e-08,4.270975306752689e-08,4.270975306752689e-08,4.270975306752689e-08
1833,8.201689169088208e-08,8.201689169088208e-08,8.201689169088208e-08,8.201689169088208e-08
1834,8.236830151275853e-08,8.236830151275853e-08,8.236830151275853e-08,8.236830151275853e-08
1835,9.294573872458451e-08,9.294573872458451e-08,9.294573872458451e-08,9.294573872458451e-08
1836,7.078174973124923e-08,7.078174973124923e-08,7.078174973124923e-08,7.078174973124923e-08
1837,7.218178740434464e-08,7.218178740434464e-08,7.218178740434464e-08,7.218178740434464e-08
1838,8.192540766417875e-08,8.192540766417875e-08,8.192540766417875e-08,8.192540766417875e-08
1839,8.50834729655097e-08,8.50834729655097e-08,8.50834729655097e-08,8.50834729655097e-08
1840,4.9506397711443894e-08,4.9506397711443894e-08,4.9506397711443894e-08,4.9506397711443894e-08
1841,4.8467086090551807e-08,4.8467086090551807e-08,4.8467086090551807e-08,4.8467086090551807e-08
1842,3.988363569565731e-08,3.988363569565731e-08,3.988363569565731e-08,3.988363569565731e-08
1843,4.106181553506108e-08,4.106181553506108e-08,4.106181553506108e-08,4.106181553506108e-08
1844,4.351779508177904e-08,4.351779508177904e-08,4.351779508177904e-08,4.351779508177904e-08
1845,3.8122986672257346e-08,3.8122986672257346e-08,3.8122986672257346e-08,3.8122986672257346e-08
1846,4.0919899088212985e-08,4.0919899088212985e-08,4.0919899088212985e-08,4.0919899088212985e-08
1847,4.2023783056574105e-08,4.2023783056574105e-08,4.2023783056574105e-08,4.2023783056574105e-08
1848,5.33011732528621e-08,5.33011732528621e-08,5.33011732528621e-08,5.33011732528621e-08
1849,6.142120564537176e-08,6.142120564537176e-08,6.142120564537176e-08,6.142120564537176e-08
1850,5.7566672698580335e-08,5.7566672698580335e-08,5.7566672698580335e-08,5.7566672698580335e-08
1851,5.919405308775692e-08,5.919405308775692e-08,5.919405308775692e-08,5.919405308775692e-08
1852,6.603223364923646e-08,6.603223364923646e-08,6.603223364923646e-08,6.603223364923646e-08
1853,8.499092477417694e-08,8.499092477417694e-08,8.499092477417694e-08,8.499092477417694e-08
1854,8.98589388295282e-08,8.98589388295282e-08,8.98589388295282e-08,8.98589388295282e-08
1855,9.324790184450649e-08,9.324790184450649e-08,9.324790184450649e-08,9.324790184450649e-08
1856,1.0821689956839822e-07,1.0821689956839822e-07,1.0821689956839822e-07,1.0821689956839822e-07
1857,1.1256528458553866e-07,1.1256528458553866e-07,1.1256528458553866e-07,1.1256528458553866e-07
1858,1.1577273844360597e-07,1.1577273844360597e-07,1.1577273844360597e-07,1.1577273844360597e-07
1859,1.1515744802181871e-07,1.1515744802181871e-07,1.1515744802181871e-07,1.1515744802181871e-07
1860,1.031223025701625e-07,1.031223025701625e-07,1.031223025701625e-07,1.031223025701625e-07
1861,1.4625443916267094e-07,1.4625443916267094e-07,1.4625443916267094e-07,1.4625443916267094e-07
1862,1.3822094757642844e-07,1.3822094757642844e-07,1.3822094757642844e-07,1.3822094757642844e-07
1863,1.3754787480430813e-07,1.3754787480430813e-07,1.3754787480430813e-07,1.3754787480430813e-07
1864,1.3839069420587942e-07,1.3839069420587942e-07,1.3839069420587942e-07,1.3839069420587942e-07
1865,1.3940166253080732e-07,1.3940166253080732e-07,1.3940166253080732e-07,1.3940166253080732e-07
1866,1.459951032448511e-07,1.459951032448511e-07,1.459951032448511e-07,1.459951032448511e-07
