ngram,BCE,BC,BCE,BC
1651,0.0,8.054786998660088e-07,0.0,8.054786998660088e-07
1652,0.0,8.054786998660088e-07,0.0,8.054786998660088e-07
1653,0.0,7.047402894906034e-07,0.0,7.047402894906034e-07
1654,0.0,1.3684712679865437e-06,0.0,1.3684712679865437e-06
1655,0.0,1.2767727964403872e-06,0.0,1.2767727964403872e-06
1656,0.0,1.5486167837609952e-06,0.0,1.5486167837609952e-06
1657,0.0,1.13279285837312e-06,0.0,1.13279285837312e-06
1658,0.0,1.1004083302980559e-06,0.0,1.1004083302980559e-06
1659,0.0,1.1647427007639116e-06,0.0,1.1647427007639116e-06
1660,0.0,1.1647427007639116e-06,0.0,1.1647427007639116e-06
1661,0.0,7.697533581969245e-07,0.0,7.697533581969245e-07
1662,4.059985972812033e-08,1.297551518421512e-06,4.059985972812033e-08,1.297551518421512e-06
1663,4.059985972812033e-08,1.025707531100904e-06,4.059985972812033e-08,1.025707531100904e-06
1664,4.059985972812033e-08,1.1503076799661876e-06,4.059985972812033e-08,1.1503076799661876e-06
1665,8.469147668880136e-08,1.7139746749502853e-06,8.469147668880136e-08,1.7139746749502853e-06
1666,8.469147668880136e-08,2.2488662807518267e-06,8.469147668880136e-08,2.2488662807518267e-06
1667,8.469147668880136e-08,2.2488662807518267e-06,8.469147668880136e-08,2.2488662807518267e-06
1668,8.469147668880136e-08,2.0676310766378137e-06,8.469147668880136e-08,2.0676310766378137e-06
1669,4.4091616960681024e-08,1.5697870086991576e-06,4.4091616960681024e-08,1.5697870086991576e-06
1670,4.4091616960681024e-08,1.6084361768824756e-06,4.4091616960681024e-08,1.6084361768824756e-06
1671,4.4091616960681024e-08,1.5681692571791115e-06,4.4091616960681024e-08,1.5681692571791115e-06
1672,0.0,1.0000878307079932e-06,0.0,1.0000878307079932e-06
1673,0.0,4.0086185444059605e-07,0.0,4.0086185444059605e-07
1674,0.0,4.659229030526798e-07,0.0,4.659229030526798e-07
1675,0.0,4.1273497077197264e-07,0.0,4.1273497077197264e-07
1676,0.0,8.122459657248068e-07,0.0,8.122459657248068e-07
1677,0.0,7.735967975414886e-07,0.0,7.735967975414886e-07
1678,0.0,5.979644096701772e-07,0.0,5.979644096701772e-07
1679,0.0,6.179785145832284e-07,0.0,6.179785145832284e-07
1680,0.0,6.360804434279999e-07,0.0,6.360804434279999e-07
1681,0.0,5.710193948159161e-07,0.0,5.710193948159161e-07
1682,4.032206594014756e-08,1.4842694489353953e-06,4.032206594014756e-08,1.4842694489353953e-06
1683,4.032206594014756e-08,1.2313421880857537e-06,4.032206594014756e-08,1.2313421880857537e-06
1684,4.032206594014756e-08,1.991103269054812e-06,4.032206594014756e-08,1.991103269054812e-06
1685,4.032206594014756e-08,2.233860507366054e-06,4.032206594014756e-08,2.233860507366054e-06
1686,4.032206594014756e-08,2.1646451995950755e-06,4.032206594014756e-08,2.1646451995950755e-06
1687,4.032206594014756e-08,2.1877433604393966e-06,4.032206594014756e-08,2.1877433604393966e-06
1688,4.032206594014756e-08,2.607067581753394e-06,4.032206594014756e-08,2.607067581753394e-06
1689,0.0,1.659499028099682e-06,0.0,1.659499028099682e-06
1690,4.1540581768068867e-08,1.7529749771126392e-06,4.1540581768068867e-08,1.7529749771126392e-06
1691,4.1540581768068867e-08,1.017679949200101e-06,4.1540581768068867e-08,1.017679949200101e-06
1692,4.1540581768068867e-08,7.78672184001802e-07,4.1540581768068867e-08,7.78672184001802e-07
1693,7.289177566300558e-08,2.0013687966573864e-06,7.289177566300558e-08,2.0013687966573864e-06
1694,7.289177566300558e-08,1.960168706968294e-06,7.289177566300558e-08,1.960168706968294e-06
1695,7.289177566300558e-08,1.726926127178428e-06,7.289177566300558e-08,1.726926127178428e-06
1696,7.289177566300558e-08,1.7899099101928835e-06,7.289177566300558e-08,1.7899099101928835e-06
1697,3.135119389493671e-08,2.3795038828211545e-06,3.135119389493671e-08,2.3795038828211545e-06
1698,4.1722464467446637e-08,2.458750531429489e-06,4.1722464467446637e-08,2.458750531429489e-06
1699,5.479200483802872e-08,2.604986507646702e-06,5.479200483802872e-08,2.604986507646702e-06
1700,2.3440810943092013e-08,1.4342813057867585e-06,2.3440810943092013e-08,1.4342813057867585e-06
1701,4.2774329602122766e-08,1.675950289024643e-06,4.2774329602122766e-08,1.675950289024643e-06
1702,5.475948938737929e-08,2.1011117772624336e-06,5.475948938737929e-08,2.1011117772624336e-06
1703,5.475948938737929e-08,2.115416464221198e-06,5.475948938737929e-08,2.115416464221198e-06
1704,5.475948938737929e-08,1.3337646172268641e-06,5.475948938737929e-08,1.3337646172268641e-06
1705,5.354602348818714e-08,2.0176231357384367e-06,5.354602348818714e-08,2.0176231357384367e-06
1706,4.0476483117605055e-08,2.013849853353479e-06,4.0476483117605055e-08,2.013849853353479e-06
1707,4.0476483117605055e-08,2.0469256095826234e-06,4.0476483117605055e-08,2.0469256095826234e-06
1708,2.11429644585743e-08,1.8438400957165868e-06,2.11429644585743e-08,1.8438400957165868e-06
1709,9.157804673317775e-09,1.4370222386008078e-06,9.157804673317775e-09,1.4370222386008078e-06
1710,9.157804673317775e-09,1.3769487919392174e-06,9.157804673317775e-09,1.3769487919392174e-06
1711,1.8850133390710004e-08,2.374841384624103e-06,1.8850133390710004e-08,2.374841384624103e-06
1712,2.055574859533798e-08,2.1195777293314677e-06,2.055574859533798e-08,2.1195777293314677e-06
1713,2.055574859533798e-08,1.985901036505311e-06,2.055574859533798e-08,1.985901036505311e-06
1714,2.055574859533798e-08,1.967835142327853e-06,2.055574859533798e-08,1.967835142327853e-06
1715,4.320045527655176e-08,2.5633034356685258e-06,4.320045527655176e-08,2.5633034356685258e-06
1716,4.320045527655176e-08,2.668801702806637e-06,4.320045527655176e-08,2.668801702806637e-06
1717,4.320045527655176e-08,2.8120561868913034e-06,4.320045527655176e-08,2.8120561868913034e-06
1718,5.673339537841977e-08,2.34006468653141e-06,5.673339537841977e-08,2.34006468653141e-06
1719,4.586997550047402e-08,1.926284801762839e-06,4.586997550047402e-08,1.926284801762839e-06
1720,6.399223195785453e-08,3.986951347607308e-06,6.399223195785453e-08,3.986951347607308e-06
1721,6.399223195785453e-08,4.077631120123572e-06,6.399223195785453e-08,4.077631120123572e-06
1722,4.134752527664075e-08,3.806775932194536e-06,4.134752527664075e-08,3.806775932194536e-06
1723,8.457375802858483e-08,5.559361211128687e-06,8.457375802858483e-08,5.559361211128687e-06
1724,9.631559752928556e-08,5.7159213854772266e-06,9.631559752928556e-08,5.7159213854772266e-06
1725,8.779623479020821e-08,7.090008783247218e-06,8.779623479020821e-08,7.090008783247218e-06
1726,1.0057123083535252e-07,7.73798089020212e-06,1.0057123083535252e-07,7.73798089020212e-06
1727,1.0981983779499518e-07,7.848214896252362e-06,1.0981983779499518e-07,7.848214896252362e-06
1728,1.1629939779465661e-07,8.189459971877763e-06,1.1629939779465661e-07,8.189459971877763e-06
1729,1.1629939779465661e-07,7.851751303990437e-06,1.1629939779465661e-07,7.851751303990437e-06
1730,7.307316504271252e-08,6.108388756079616e-06,7.307316504271252e-08,6.108388756079616e-06
1731,6.829806510820293e-08,7.0593056469598584e-06,6.829806510820293e-08,7.0593056469598584e-06
1732,5.3592159028020044e-08,6.063949513190892e-06,5.3592159028020044e-08,6.063949513190892e-06
1733,4.081716298287574e-08,5.901579892711847e-06,4.081716298287574e-08,5.901579892711847e-06
1734,1.3446299565852574e-08,3.7550043430201185e-06,1.3446299565852574e-08,3.7550043430201185e-06
1735,7.810292450877959e-08,4.316654090936416e-06,7.810292450877959e-08,4.316654090936416e-06
1736,8.912757465395771e-08,5.371581900297835e-06,8.912757465395771e-08,5.371581900297835e-06
1737,8.912757465395771e-08,5.149338424611674e-06,8.912757465395771e-08,5.149338424611674e-06
1738,8.216083508776656e-08,3.903359117072926e-06,8.216083508776656e-08,3.903359117072926e-06
1739,8.539175157449921e-08,3.815734694561408e-06,8.539175157449921e-08,3.815734694561408e-06
1740,1.0785358688687146e-07,3.8854596117029616e-06,1.0785358688687146e-07,3.8854596117029616e-06
1741,1.316189899926355e-07,4.274281873709437e-06,1.316189899926355e-07,4.274281873709437e-06
1742,1.0512441050991583e-07,6.96360099336094e-06,1.0512441050991583e-07,6.96360099336094e-06
1743,9.409976036473771e-08,6.692222326267126e-06,9.409976036473771e-08,6.692222326267126e-06
1744,9.856382072419884e-08,7.385458189901328e-06,9.856382072419884e-08,7.385458189901328e-06
1745,1.3012170135035766e-07,9.02974693417491e-06,1.3012170135035766e-07,9.02974693417491e-06
1746,1.5178067057165988e-07,8.458351625709579e-06,1.5178067057165988e-07,8.458351625709579e-06
1747,1.2931883525928762e-07,8.533143857545968e-06,1.2931883525928762e-07,8.533143857545968e-06
1748,1.7106860689913056e-07,1.0424250376672717e-05,1.7106860689913056e-07,1.0424250376672717e-05
1749,1.2642700143926179e-07,6.763550434893009e-06,1.2642700143926179e-07,6.763550434893009e-06
1750,1.2642700143926179e-07,6.112852499232499e-06,1.2642700143926179e-07,6.112852499232499e-06
1751,1.2553207971523405e-07,5.4690485171704495e-06,1.2553207971523405e-07,5.4690485171704495e-06
1752,1.0956855968556414e-07,4.087389576008198e-06,1.0956855968556414e-07,4.087389576008198e-06
1753,1.2994284480173845e-07,5.302802890128078e-06,1.2994284480173845e-07,5.302802890128078e-06
1754,1.3412691351228595e-07,4.725702386362432e-06,1.3412691351228595e-07,4.725702386362432e-06
1755,7.631835430288447e-08,2.9939638628612945e-06,7.631835430288447e-08,2.9939638628612945e-06
1756,7.935382484447473e-08,3.1051098728442284e-06,7.935382484447473e-08,3.1051098728442284e-06
1757,8.84891946384414e-08,3.409629503689108e-06,8.84891946384414e-08,3.409629503689108e-06
1758,1.066731492979248e-07,3.959393812432868e-06,1.066731492979248e-07,3.959393812432868e-06
1759,1.0847276321612753e-07,3.7234998728763458e-06,1.0847276321612753e-07,3.7234998728763458e-06
1760,7.385406039109707e-08,2.6183208571442914e-06,7.385406039109707e-08,2.6183208571442914e-06
1761,6.966999168054957e-08,2.9602540304754906e-06,6.966999168054957e-08,2.9602540304754906e-06
1762,8.074144933597641e-08,2.8193714172175532e-06,8.074144933597641e-08,2.8193714172175532e-06
1763,7.770597879438615e-08,2.684319874950753e-06,7.770597879438615e-08,2.684319874950753e-06
1764,6.857060900041948e-08,2.741436856825073e-06,6.857060900041948e-08,2.741436856825073e-06
1765,4.68175157055027e-08,2.3106046366397744e-06,4.68175157055027e-08,2.3106046366397744e-06
1766,4.642880213623357e-08,3.676739140701102e-06,4.642880213623357e-08,3.676739140701102e-06
1767,5.050584560097247e-08,3.504997014910519e-06,5.050584560097247e-08,3.504997014910519e-06
1768,7.464575954177885e-08,4.182419396719135e-06,7.464575954177885e-08,4.182419396719135e-06
1769,7.719150423619275e-08,5.076964474223392e-06,7.719150423619275e-08,5.076964474223392e-06
1770,8.007442582019004e-08,5.974570772845514e-06,8.007442582019004e-08,5.974570772845514e-06
1771,1.3535994522076829e-07,6.19963322735982e-06,1.3535994522076829e-07,6.19963322735982e-06
1772,1.4326819045403942e-07,6.366683887141075e-06,1.4326819045403942e-07,6.366683887141075e-06
1773,1.4442926600720186e-07,6.132658037521261e-06,1.4442926600720186e-07,6.132658037521261e-06
1774,1.7786164911675378e-06,6.0256001981023085e-06,1.7786164911675378e-06,6.0256001981023085e-06
1775,1.7631426447094003e-06,4.956022775916478e-06,1.7631426447094003e-06,4.956022775916478e-06
1776,1.741818826823354e-06,3.722160004469645e-06,1.741818826823354e-06,3.722160004469645e-06
1777,1.7389359052393566e-06,2.867232053306777e-06,1.7389359052393566e-06,2.867232053306777e-06
1778,1.728148684979455e-06,8.677349390901717e-06,1.728148684979455e-06,8.677349390901717e-06
1779,1.7304871826289464e-06,8.44996681540319e-06,1.7304871826289464e-06,8.44996681540319e-06
1780,1.7170191267520555e-06,7.374866348592539e-06,1.7170191267520555e-06,7.374866348592539e-06
1781,9.488462587065832e-08,7.937057294579322e-06,9.488462587065832e-08,7.937057294579322e-06
1782,8.621855838798962e-08,8.182615041667824e-06,8.621855838798962e-08,8.182615041667824e-06
1783,9.056775646903198e-08,8.290528147166956e-06,9.056775646903198e-08,8.290528147166956e-06
1784,9.056775646903198e-08,8.245810225357023e-06,9.056775646903198e-08,8.245810225357023e-06
1785,4.6069457328355515e-08,1.95279053676651e-06,4.6069457328355515e-08,1.95279053676651e-06
1786,3.58227144455928e-08,1.8148606021181228e-06,3.58227144455928e-08,1.8148606021181228e-06
1787,4.917241623404932e-08,1.814858896815557e-06,4.917241623404932e-08,1.814858896815557e-06
1788,2.2397180491192818e-08,1.2270137444504923e-06,2.2397180491192818e-08,1.2270137444504923e-06
1789,2.2397180491192818e-08,9.71815995041782e-07,2.2397180491192818e-08,9.71815995041782e-07
1790,3.793525341474638e-08,1.2219526338088014e-06,3.793525341474638e-08,1.2219526338088014e-06
1791,4.2279118365026336e-08,1.3845836771711869e-06,4.2279118365026336e-08,1.3845836771711869e-06
1792,5.425000131659934e-08,1.8330829618662392e-06,5.425000131659934e-08,1.8330829618662392e-06
1793,5.62220455587895e-08,1.8774985457119847e-06,5.62220455587895e-08,1.8774985457119847e-06
1794,4.017003428304276e-08,1.9294706622271666e-06,4.017003428304276e-08,1.9294706622271666e-06
1795,4.838948353125261e-08,2.4165807011351196e-06,4.838948353125261e-08,2.4165807011351196e-06
1796,5.692293836290219e-08,2.5627957143115054e-06,5.692293836290219e-08,2.5627957143115054e-06
1797,4.043720926359486e-08,2.179188608611834e-06,4.043720926359486e-08,2.179188608611834e-06
1798,4.072259773835185e-08,2.2316414905227636e-06,4.072259773835185e-08,2.2316414905227636e-06
1799,2.9953253972386e-08,1.6730010819238878e-06,2.9953253972386e-08,1.6730010819238878e-06
1800,3.456783227915951e-08,2.3021639289514236e-06,3.456783227915951e-08,2.3021639289514236e-06
1801,3.6286584911441166e-08,2.4969166279983516e-06,3.6286584911441166e-08,2.4969166279983516e-06
1802,2.8501262461233523e-08,2.018076129063827e-06,2.8501262461233523e-08,2.018076129063827e-06
1803,2.6636806950617953e-08,2.520793088933715e-06,2.6636806950617953e-08,2.520793088933715e-06
1804,2.9336816309566416e-08,2.8468595506378084e-06,2.9336816309566416e-08,2.8468595506378084e-06
1805,2.678498289832021e-08,2.7560128371208392e-06,2.678498289832021e-08,2.7560128371208392e-06
1806,4.6008902116716806e-08,3.212903590922776e-06,4.6008902116716806e-08,3.212903590922776e-06
1807,5.134788978138667e-08,3.1004023445088284e-06,5.134788978138667e-08,3.1004023445088284e-06
1808,7.305238981990061e-08,3.538082150303775e-06,7.305238981990061e-08,3.538082150303775e-06
1809,7.388473667800457e-08,3.563115358571979e-06,7.388473667800457e-08,3.563115358571979e-06
1810,7.026686445397803e-08,3.194786212848807e-06,7.026686445397803e-08,3.194786212848807e-06
1811,7.494697497532701e-08,3.6761051660505473e-06,7.494697497532701e-08,3.6761051660505473e-06
1812,7.358567977178154e-08,4.01162781469923e-06,7.358567977178154e-08,4.01162781469923e-06
1813,5.8397665370080176e-08,3.839389981814227e-06,5.8397665370080176e-08,3.839389981814227e-06
1814,5.880058471875925e-08,3.6131343676970573e-06,5.880058471875925e-08,3.6131343676970573e-06
1815,3.76304564651621e-08,3.096121093091954e-06,3.76304564651621e-08,3.096121093091954e-06
1816,5.4620564325448736e-08,3.8105462993241545e-06,5.4620564325448736e-08,3.8105462993241545e-06
1817,6.030816379620774e-08,3.7297684229997685e-06,6.030816379620774e-08,3.7297684229997685e-06
1818,6.080569901558062e-08,3.430457614480734e-06,6.080569901558062e-08,3.430457614480734e-06
1819,7.151218005065272e-08,3.4566346909871626e-06,7.151218005065272e-08,3.4566346909871626e-06
1820,7.762430013055369e-08,3.527327310491403e-06,7.762430013055369e-08,3.527327310491403e-06
1821,6.812396412060804e-08,3.359726682512181e-06,6.812396412060804e-08,3.359726682512181e-06
1822,7.560314482394201e-08,3.7404147568460237e-06,7.560314482394201e-08,3.7404147568460237e-06
1823,6.029628149154373e-08,3.2823385903871634e-06,6.029628149154373e-08,3.2823385903871634e-06
1824,6.577427669185454e-08,3.7963374097671476e-06,6.577427669185454e-08,3.7963374097671476e-06
1825,6.791646051900508e-08,3.547376715167567e-06,6.791646051900508e-08,3.547376715167567e-06
1826,6.028579844853863e-08,3.3846126013616285e-06,6.028579844853863e-08,3.3846126013616285e-06
1827,5.960243600254346e-08,3.3887271878744026e-06,5.960243600254346e-08,3.3887271878744026e-06
1828,6.041510961348909e-08,3.3069764283157255e-06,6.041510961348909e-08,3.3069764283157255e-06
1829,5.803331250474132e-08,2.9970394410026657e-06,5.803331250474132e-08,2.9970394410026657e-06
1830,6.775909814190787e-08,3.097734666620714e-06,6.775909814190787e-08,3.097734666620714e-06
1831,6.246026426229686e-08,2.768376329445995e-06,6.246026426229686e-08,2.768376329445995e-06
1832,5.35518047684036e-08,2.8183424417095793e-06,5.35518047684036e-08,2.8183424417095793e-06
1833,5.5285904616247146e-08,2.761585294917625e-06,5.5285904616247146e-08,2.761585294917625e-06
1834,4.868965243685709e-08,2.5401766704037854e-06,4.868965243685709e-08,2.5401766704037854e-06
1835,5.150010728982579e-08,2.8597372485299795e-06,5.150010728982579e-08,2.8597372485299795e-06
1836,4.725778853956594e-08,2.7566814618954335e-06,4.725778853956594e-08,2.7566814618954335e-06
1837,3.5821347285239624e-08,2.3838921541547668e-06,3.5821347285239624e-08,2.3838921541547668e-06
1838,3.4078079405982664e-08,2.205638501046841e-06,3.4078079405982664e-08,2.205638501046841e-06
1839,3.721908330740169e-08,2.1453352019307204e-06,3.721908330740169e-08,2.1453352019307204e-06
1840,3.60014399244538e-08,1.986267112183019e-06,3.60014399244538e-08,1.986267112183019e-06
1841,3.634007977077707e-08,1.8880295361408831e-06,3.634007977077707e-08,1.8880295361408831e-06
1842,3.986248981695846e-08,1.9152886190048387e-06,3.986248981695846e-08,1.9152886190048387e-06
1843,4.0856760895126495e-08,1.959544858566785e-06,4.0856760895126495e-08,1.959544858566785e-06
1844,4.489354412027881e-08,2.1283210571709787e-06,4.489354412027881e-08,2.1283210571709787e-06
1845,4.1656511383182856e-08,2.0506171430107704e-06,4.1656511383182856e-08,2.0506171430107704e-06
1846,3.693750854389626e-08,1.9069645986746764e-06,3.693750854389626e-08,1.9069645986746764e-06
1847,3.57199869682745e-08,1.9530922210313813e-06,3.57199869682745e-08,1.9530922210313813e-06
1848,3.4592658134816445e-08,1.9699717605752606e-06,3.4592658134816445e-08,1.9699717605752606e-06
1849,2.7198423830603654e-08,1.665267859607411e-06,2.7198423830603654e-08,1.665267859607411e-06
1850,2.314119841782615e-08,1.6146217701264374e-06,2.314119841782615e-08,1.6146217701264374e-06
1851,2.079035407323967e-08,1.4834464536761516e-06,2.079035407323967e-08,1.4834464536761516e-06
1852,2.1302184904925525e-08,1.5042019185784739e-06,2.1302184904925525e-08,1.5042019185784739e-06
1853,2.1407601025202894e-08,1.4505800273972064e-06,2.1407601025202894e-08,1.4505800273972064e-06
1854,2.4679956871815582e-08,1.4530834602867669e-06,2.4679956871815582e-08,1.4530834602867669e-06
1855,2.3603769859294388e-08,1.4067831963464933e-06,2.3603769859294388e-08,1.4067831963464933e-06
1856,2.3558911012498485e-08,1.3987119505795168e-06,2.3558911012498485e-08,1.3987119505795168e-06
