ngram,BCE,BC,BCE,BC
1857,2.6234859110526746e-08,1.4489713748844224e-06,2.6234859110526746e-08,1.4489713748844224e-06
1858,2.739970713808556e-08,1.465903616398074e-06,2.739970713808556e-08,1.465903616398074e-06
1859,2.5935828976538947e-08,1.4791985287437065e-06,2.5935828976538947e-08,1.4791985287437065e-06
1860,2.5396294083585806e-08,1.552215020897815e-06,2.5396294083585806e-08,1.552215020897815e-06
1861,2.1631446855963077e-08,1.511314881749318e-06,2.1631446855963077e-08,1.511314881749318e-06
1862,2.4218144696013562e-08,1.6699756477984401e-06,2.4218144696013562e-08,1.6699756477984401e-06
1863,2.306790428515829e-08,1.6748372055579758e-06,2.306790428515829e-08,1.6748372055579758e-06
1864,2.2306740454780538e-08,1.6036064575278682e-06,2.2306740454780538e-08,1.6036064575278682e-06
1865,2.2727999419000104e-08,1.6341794629884783e-06,2.2727999419000104e-08,1.6341794629884783e-06
1866,2.2396836766144394e-08,1.5201279341324283e-06,2.2396836766144394e-08,1.5201279341324283e-06
1867,2.2618417995699602e-08,1.4250842111453364e-06,2.2618417995699602e-08,1.4250842111453364e-06
1868,2.1767686954530874e-08,1.404179264292387e-06,2.1767686954530874e-08,1.404179264292387e-06
1869,2.0696988884643426e-08,1.3016051038253603e-06,2.0696988884643426e-08,1.3016051038253603e-06
1870,2.1424413354509397e-08,1.2507868762310994e-06,2.1424413354509397e-08,1.2507868762310994e-06
1871,1.9172617652226824e-08,1.2065945449129295e-06,1.9172617652226824e-08,1.2065945449129295e-06
1872,1.625862593763421e-08,1.124055805641027e-06,1.625862593763421e-08,1.124055805641027e-06
1873,1.574973015497757e-08,1.146542136406684e-06,1.574973015497757e-08,1.146542136406684e-06
1874,1.6127120971987097e-08,1.1863560790256348e-06,1.6127120971987097e-08,1.1863560790256348e-06
1875,1.594395092143129e-08,1.1851405068747617e-06,1.594395092143129e-08,1.1851405068747617e-06
1876,1.3641161089594789e-08,1.1354800497948808e-06,1.3641161089594789e-08,1.1354800497948808e-06
1877,1.5443925376652194e-08,1.1925338705103577e-06,1.5443925376652194e-08,1.1925338705103577e-06
1878,1.638856199954424e-08,1.2151680916109138e-06,1.638856199954424e-08,1.2151680916109138e-06
1879,1.5943601106016558e-08,1.2268215933935217e-06,1.5943601106016558e-08,1.2268215933935217e-06
1880,1.5310907081860544e-08,1.2171604534419852e-06,1.5310907081860544e-08,1.2171604534419852e-06
1881,1.4262895118934336e-08,1.231014266522834e-06,1.4262895118934336e-08,1.231014266522834e-06
1882,1.5161537041714316e-08,1.26919899555235e-06,1.5161537041714316e-08,1.26919899555235e-06
1883,1.5702733970255978e-08,1.2622187374030806e-06,1.5702733970255978e-08,1.2622187374030806e-06
1884,1.3191648408548775e-08,1.2206652724801513e-06,1.3191648408548775e-08,1.2206652724801513e-06
1885,1.2052027566409964e-08,1.1867910286257808e-06,1.2052027566409964e-08,1.1867910286257808e-06
1886,1.181029604272307e-08,1.1508609207209832e-06,1.181029604272307e-08,1.1508609207209832e-06
1887,1.2121350463039399e-08,1.1546462051878085e-06,1.2121350463039399e-08,1.1546462051878085e-06
1888,1.1635751600331495e-08,1.1322295969356283e-06,1.1635751600331495e-08,1.1322295969356283e-06
1889,1.1449491450170918e-08,1.1317632697682711e-06,1.1449491450170918e-08,1.1317632697682711e-06
1890,1.1007752487302014e-08,1.1784671382234331e-06,1.1007752487302014e-08,1.1784671382234331e-06
1891,1.0986923561416364e-08,1.2761242942360695e-06,1.0986923561416364e-08,1.2761242942360695e-06
1892,1.1118138600250762e-08,1.2902089403204236e-06,1.1118138600250762e-08,1.2902089403204236e-06
1893,1.1199366259769964e-08,1.3283345684353013e-06,1.1199366259769964e-08,1.3283345684353013e-06
1894,1.0126644665677174e-08,1.3109024783781415e-06,1.0126644665677174e-08,1.3109024783781415e-06
1895,9.915437106298799e-09,1.2917531648781733e-06,9.915437106298799e-09,1.2917531648781733e-06
1896,9.227764076667557e-09,1.2624635538876255e-06,9.227764076667557e-09,1.2624635538876255e-06
1897,1.9692029721137975e-08,1.189889157363463e-06,1.9692029721137975e-08,1.189889157363463e-06
1898,1.9896715767028387e-08,1.0837569886591934e-06,1.9896715767028387e-08,1.0837569886591934e-06
1899,2.0715167613007324e-08,1.0628450419452356e-06,2.0715167613007324e-08,1.0628450419452356e-06
1900,2.1404081808538778e-08,1.067181334032544e-06,2.1404081808538778e-08,1.067181334032544e-06
1901,2.2366630198738287e-08,1.0516566492567238e-06,2.2366630198738287e-08,1.0516566492567238e-06
1902,2.2303044744376166e-08,1.0589282055661897e-06,2.2303044744376166e-08,1.0589282055661897e-06
1903,2.1941163933344602e-08,1.0133409611106409e-06,2.1941163933344602e-08,1.0133409611106409e-06
1904,1.0609160280442405e-08,1.0229942891523284e-06,1.0609160280442405e-08,1.0229942891523284e-06
1905,1.327567592365345e-08,1.092109649951973e-06,1.327567592365345e-08,1.092109649951973e-06
1906,1.2089027429900462e-08,1.1014367454923298e-06,1.2089027429900462e-08,1.1014367454923298e-06
1907,1.1990680067900224e-08,1.0850260829491681e-06,1.1990680067900224e-08,1.0850260829491681e-06
1908,1.1841599193270928e-08,1.126845136565992e-06,1.1841599193270928e-08,1.126845136565992e-06
1909,1.2272853463660534e-08,1.1595918830867698e-06,1.2272853463660534e-08,1.1595918830867698e-06
1910,1.2188772150320152e-08,1.2203192259871036e-06,1.2188772150320152e-08,1.2203192259871036e-06
1911,1.2740870961433108e-08,1.2643691889024922e-06,1.2740870961433108e-08,1.2643691889024922e-06
1912,1.0764425541408075e-08,1.2680716606285256e-06,1.0764425541408075e-08,1.2680716606285256e-06
1913,1.1679778414272083e-08,1.2721953745702713e-06,1.1679778414272083e-08,1.2721953745702713e-06
1914,1.1486126082006974e-08,1.2524515276319498e-06,1.1486126082006974e-08,1.2524515276319498e-06
1915,1.1483533108551974e-08,1.216913947895851e-06,1.1483533108551974e-08,1.216913947895851e-06
1916,1.1491871200673489e-08,1.1806050029658114e-06,1.1491871200673489e-08,1.1806050029658114e-06
1917,1.1940732085642075e-08,1.1936391177057106e-06,1.1940732085642075e-08,1.1936391177057106e-06
1918,1.1989710684596438e-08,1.1873637504322687e-06,1.1989710684596438e-08,1.1873637504322687e-06
1919,1.0479391957371068e-08,1.1216724260521005e-06,1.0479391957371068e-08,1.1216724260521005e-06
1920,1.010153941446593e-08,1.1240749050297642e-06,1.010153941446593e-08,1.1240749050297642e-06
1921,9.753102452642842e-09,1.1415056470858481e-06,9.753102452642842e-09,1.1415056470858481e-06
1922,1.2103617536800876e-08,1.2054800566017678e-06,1.2103617536800876e-08,1.2054800566017678e-06
1923,1.2165054741331005e-08,1.2845412779175343e-06,1.2165054741331005e-08,1.2845412779175343e-06
1924,1.2526683436574006e-08,1.2374780453683343e-06,1.2526683436574006e-08,1.2374780453683343e-06
1925,1.468036866672914e-08,1.221311468465761e-06,1.468036866672914e-08,1.221311468465761e-06
1926,1.5426173862108172e-08,1.2921127888278403e-06,1.5426173862108172e-08,1.2921127888278403e-06
1927,1.6981724851713612e-08,1.3846881431943205e-06,1.6981724851713612e-08,1.3846881431943205e-06
1928,1.7789163792818792e-08,1.4171110771193135e-06,1.7789163792818792e-08,1.4171110771193135e-06
1929,1.514094373687515e-08,1.357278490234291e-06,1.514094373687515e-08,1.357278490234291e-06
1930,1.5853462542736452e-08,1.3293209804032813e-06,1.5853462542736452e-08,1.3293209804032813e-06
1931,1.5053992592178085e-08,1.3413123757085747e-06,1.5053992592178085e-08,1.3413123757085747e-06
1932,1.3469756611682117e-08,1.373258458313233e-06,1.3469756611682117e-08,1.373258458313233e-06
1933,1.425038982055022e-08,1.6345075144792126e-06,1.425038982055022e-08,1.6345075144792126e-06
1934,1.2997089880530309e-08,1.5417723489008495e-06,1.2997089880530309e-08,1.5417723489008495e-06
1935,1.3060642091643006e-08,1.5743707503393774e-06,1.3060642091643006e-08,1.5743707503393774e-06
1936,1.4078532244760872e-08,1.679181877989322e-06,1.4078532244760872e-08,1.679181877989322e-06
1937,1.42218172476711e-08,1.728539262200814e-06,1.42218172476711e-08,1.728539262200814e-06
1938,2.0680852585996945e-08,1.7773377944000198e-06,2.0680852585996945e-08,1.7773377944000198e-06
1939,2.2519744291571442e-08,1.810179404466388e-06,2.2519744291571442e-08,1.810179404466388e-06
1940,2.283131499731488e-08,1.6586492717708876e-06,2.283131499731488e-08,1.6586492717708876e-06
1941,2.4470020422638428e-08,1.7745158597140938e-06,2.4470020422638428e-08,1.7745158597140938e-06
1942,2.592148591012184e-08,1.7790277005198213e-06,2.592148591012184e-08,1.7790277005198213e-06
1943,2.732927788835176e-08,1.7699864299304733e-06,2.732927788835176e-08,1.7699864299304733e-06
1944,2.8114882104952292e-08,1.8207713797632356e-06,2.8114882104952292e-08,1.8207713797632356e-06
1945,2.7577666118970357e-08,1.9077311727804565e-06,2.7577666118970357e-08,1.9077311727804565e-06
1946,2.7542279314372664e-08,1.9623816862284523e-06,2.7542279314372664e-08,1.9623816862284523e-06
1947,3.243746985300991e-08,1.8767264983970172e-06,3.243746985300991e-08,1.8767264983970172e-06
1948,3.497958418157461e-08,1.8788257096145701e-06,3.497958418157461e-08,1.8788257096145701e-06
1949,4.261998474776517e-08,2.15305978404753e-06,4.261998474776517e-08,2.15305978404753e-06
1950,4.557956298104468e-08,2.1776155563202337e-06,4.557956298104468e-08,2.1776155563202337e-06
1951,4.8484058165091226e-08,2.1470709238461235e-06,4.8484058165091226e-08,2.1470709238461235e-06
1952,4.780703782054323e-08,2.202164962130025e-06,4.780703782054323e-08,2.202164962130025e-06
1953,6.136271630501661e-08,2.3077173766848446e-06,6.136271630501661e-08,2.3077173766848446e-06
1954,7.974435588055582e-08,2.3255359532673277e-06,7.974435588055582e-08,2.3255359532673277e-06
1955,1.0594766968503272e-07,2.3379928474501606e-06,1.0594766968503272e-07,2.3379928474501606e-06
1956,1.256247997056497e-07,2.150502236223214e-06,1.256247997056497e-07,2.150502236223214e-06
1957,1.4374905278811768e-07,2.2396521087232813e-06,1.4374905278811768e-07,2.2396521087232813e-06
1958,1.605240598223645e-07,2.319022054767369e-06,1.605240598223645e-07,2.319022054767369e-06
1959,1.792201414575954e-07,2.3624883981808253e-06,1.792201414575954e-07,2.3624883981808253e-06
1960,1.8259146575668899e-07,2.352060846533277e-06,1.8259146575668899e-07,2.352060846533277e-06
1961,1.8828138641830655e-07,2.4458311145281186e-06,1.8828138641830655e-07,2.4458311145281186e-06
1962,1.7177142451276139e-07,2.518424577959065e-06,1.7177142451276139e-07,2.518424577959065e-06
1963,1.5904699880918217e-07,2.529452688447366e-06,1.5904699880918217e-07,2.529452688447366e-06
1964,1.4388704374011597e-07,2.531439479623389e-06,1.4388704374011597e-07,2.531439479623389e-06
1965,1.3367019643542983e-07,2.538327537747266e-06,1.3367019643542983e-07,2.538327537747266e-06
1966,1.1839692401086463e-07,2.5414743244514933e-06,1.1839692401086463e-07,2.5414743244514933e-06
1967,1.1687963511316671e-07,2.5568304278879495e-06,1.1687963511316671e-07,2.5568304278879495e-06
1968,9.969078819592272e-08,2.6079337333482855e-06,9.969078819592272e-08,2.6079337333482855e-06
1969,9.803174602244066e-08,2.9386227587175588e-06,9.803174602244066e-08,2.9386227587175588e-06
1970,9.241475445216046e-08,3.0706186342805656e-06,9.241475445216046e-08,3.0706186342805656e-06
1971,9.90825940659436e-08,3.363342752241546e-06,9.90825940659436e-08,3.363342752241546e-06
1972,9.745542683958774e-08,3.677852224167769e-06,9.745542683958774e-08,3.677852224167769e-06
1973,1.0354746495165403e-07,3.906541776034698e-06,1.0354746495165403e-07,3.906541776034698e-06
1974,1.0295966339819123e-07,4.080611266285164e-06,1.0295966339819123e-07,4.080611266285164e-06
1975,1.0393603336719284e-07,4.325995405451977e-06,1.0393603336719284e-07,4.325995405451977e-06
1976,1.1199038445803516e-07,4.356085582912783e-06,1.1199038445803516e-07,4.356085582912783e-06
1977,1.2615489453082773e-07,4.73834240567937e-06,1.2615489453082773e-07,4.73834240567937e-06
1978,1.3187237511504334e-07,4.894240061860598e-06,1.3187237511504334e-07,4.894240061860598e-06
1979,1.4976526837732047e-07,5.142859078789895e-06,1.4976526837732047e-07,5.142859078789895e-06
1980,1.6827855375822764e-07,5.403946488513611e-06,1.6827855375822764e-07,5.403946488513611e-06
1981,1.9661853250292032e-07,5.728578409096892e-06,1.9661853250292032e-07,5.728578409096892e-06
1982,2.2072535037815604e-07,6.159552283081991e-06,2.2072535037815604e-07,6.159552283081991e-06
1983,2.3344657254905803e-07,6.399452753872278e-06,2.3344657254905803e-07,6.399452753872278e-06
1984,2.705480466959541e-07,6.7097353166900575e-06,2.705480466959541e-07,6.7097353166900575e-06
1985,3.03144440343723e-07,6.926194860820292e-06,3.03144440343723e-07,6.926194860820292e-06
1986,3.3272569258510233e-07,7.205994669285636e-06,3.3272569258510233e-07,7.205994669285636e-06
1987,3.5788384268796237e-07,7.475544147642463e-06,3.5788384268796237e-07,7.475544147642463e-06
1988,3.8337172522265715e-07,7.81739221825514e-06,3.8337172522265715e-07,7.81739221825514e-06
1989,4.450027850972609e-07,8.005077039082867e-06,4.450027850972609e-07,8.005077039082867e-06
1990,5.577956341897204e-07,8.355386138906137e-06,5.577956341897204e-07,8.355386138906137e-06
1991,6.072086437468118e-07,8.64524638797905e-06,6.072086437468118e-07,8.64524638797905e-06
1992,7.012056763804659e-07,9.184050343589791e-06,7.012056763804659e-07,9.184050343589791e-06
1993,7.726871932131221e-07,9.838753612712026e-06,7.726871932131221e-07,9.838753612712026e-06
1994,9.273604746340425e-07,1.0282678886142094e-05,9.273604746340425e-07,1.0282678886142094e-05
1995,1.04636209081426e-06,1.0697726143657097e-05,1.04636209081426e-06,1.0697726143657097e-05
1996,1.1721508436884115e-06,1.1034040133901207e-05,1.1721508436884115e-06,1.1034040133901207e-05
1997,1.2450774745177893e-06,1.1537590970484806e-05,1.2450774745177893e-06,1.1537590970484806e-05
1998,1.4184011628718248e-06,1.1643893101011469e-05,1.4184011628718248e-06,1.1643893101011469e-05
1999,1.5395770073415145e-06,1.2020250843696495e-05,1.5395770073415145e-06,1.2020250843696495e-05
2000,1.6927704109548358e-06,1.1849349903059192e-05,1.6927704109548358e-06,1.1849349903059192e-05
2001,1.7806512297673699e-06,1.2037048171415726e-05,1.7806512297673699e-06,1.2037048171415726e-05
2002,1.9655020488633975e-06,1.2062995405618235e-05,1.9655020488633975e-06,1.2062995405618235e-05
2003,2.12341823108935e-06,1.216942928294884e-05,2.12341823108935e-06,1.216942928294884e-05
2004,2.3333894075351836e-06,1.2386625192967976e-05,2.3333894075351836e-06,1.2386625192967976e-05
2005,2.521404602313331e-06,1.2514012269093655e-05,2.521404602313331e-06,1.2514012269093655e-05
2006,2.731173156332391e-06,1.2178915442616147e-05,2.731173156332391e-06,1.2178915442616147e-05
2007,3.0080542014080232e-06,1.2181137338172579e-05,3.0080542014080232e-06,1.2181137338172579e-05
2008,3.233128511835405e-06,1.2033995257557503e-05,3.233128511835405e-06,1.2033995257557503e-05
2009,3.331611164217715e-06,1.2033386026035129e-05,3.331611164217715e-06,1.2033386026035129e-05
2010,3.4504482430617955e-06,1.2031115017764802e-05,3.4504482430617955e-06,1.2031115017764802e-05
2011,3.630380790907241e-06,1.156677210799119e-05,3.630380790907241e-06,1.156677210799119e-05
2012,3.8095746991270322e-06,1.1558604195930197e-05,3.8095746991270322e-06,1.1558604195930197e-05
2013,4.0285869350295144e-06,1.1763650166228348e-05,4.0285869350295144e-06,1.1763650166228348e-05
2014,4.152843205572156e-06,1.1794195675715205e-05,4.152843205572156e-06,1.1794195675715205e-05
2015,4.325523507629571e-06,1.1619438737398013e-05,4.325523507629571e-06,1.1619438737398013e-05
2016,4.63700543410336e-06,1.1586979001419553e-05,4.63700543410336e-06,1.1586979001419553e-05
2017,4.822260507353349e-06,1.151521852686225e-05,4.822260507353349e-06,1.151521852686225e-05
2018,4.931696366838878e-06,1.1610073488554918e-05,4.931696366838878e-06,1.1610073488554918e-05
2019,5.0209071105200564e-06,1.161431737273233e-05,5.0209071105200564e-06,1.161431737273233e-05
