ngram,Block,Blck,Blok,Blck
1625,3.9940329900543604e-07,0.0,1.4933219582807006e-06,0.0
1626,3.9940329900543604e-07,0.0,1.4933219582807006e-06,0.0
1627,2.986643851597494e-07,0.0,1.4933219582807006e-06,0.0
1628,3.641760112519218e-07,0.0,1.4933219582807006e-06,0.0
1629,3.641760112519218e-07,0.0,1.4933219582807006e-06,0.0
1630,4.5042500979824193e-07,0.0,1.4933219582807006e-06,0.0
1631,1.517606246384925e-07,0.0,0.0,0.0
1632,1.517606246384925e-07,0.0,0.0,0.0
1633,1.517606246384925e-07,0.0,0.0,0.0
1634,1.517606246384925e-07,0.0,0.0,0.0
1635,8.624899854632012e-08,0.0,0.0,0.0
1636,8.624899854632012e-08,0.0,0.0,0.0
1637,7.316012735308114e-08,0.0,0.0,0.0
1638,7.316012735308114e-08,0.0,0.0,0.0
1639,2.2890058711969426e-07,0.0,0.0,0.0
1640,3.3170864201435636e-07,0.0,0.0,0.0
1641,7.497632412066326e-07,0.0,0.0,0.0
1642,7.497632412066326e-07,0.0,0.0,0.0
1643,7.497632412066326e-07,0.0,0.0,0.0
1644,6.766031138535514e-07,0.0,0.0,0.0
1645,9.221872768908465e-07,0.0,0.0,0.0
1646,1.0686620320094725e-06,0.0,0.0,0.0
1647,1.1739450818432878e-06,0.0,0.0,0.0
1648,8.017397184240898e-07,0.0,0.0,0.0
1649,8.799674934120308e-07,0.0,0.0,0.0
1650,1.0556480398398499e-06,0.0,0.0,0.0
1651,1.0986481210498563e-06,0.0,0.0,0.0
1652,1.0200781405598848e-06,0.0,0.0,0.0
1653,7.178629256746458e-07,0.0,0.0,0.0
1654,6.757045655701534e-07,0.0,0.0,0.0
1655,7.460614191196717e-07,0.0,0.0,0.0
1656,1.3021362974541262e-06,0.0,0.0,0.0
1657,1.2654779116668839e-06,0.0,0.0,0.0
1658,1.3297090991467745e-06,0.0,0.0,0.0
1659,2.6102182297498596e-06,0.0,0.0,0.0
1660,2.770567830014313e-06,0.0,0.0,0.0
1661,2.873376721319281e-06,0.0,0.0,0.0
1662,3.0413696663345036e-06,0.0,0.0,0.0
1663,2.5384569702120122e-06,0.0,0.0,0.0
1664,2.5959497195669556e-06,0.0,0.0,0.0
1665,3.987833370696795e-06,0.0,0.0,0.0
1666,2.7400520496355185e-06,0.0,0.0,0.0
1667,3.034034875781799e-06,0.0,0.0,0.0
1668,3.0715657430846477e-06,0.0,0.0,0.0
1669,2.9670912584021736e-06,0.0,0.0,0.0
1670,3.299491303161111e-06,0.0,3.864916818331819e-08,0.0
1671,3.5722987214675025e-06,0.0,3.864916818331819e-08,0.0
1672,2.7374000605310097e-06,0.0,3.864916818331819e-08,0.0
1673,3.0325154674366265e-06,0.0,3.864916818331819e-08,0.0
1674,2.7733661909223883e-06,0.0,3.864916818331819e-08,0.0
1675,2.7416416839644498e-06,0.0,7.296766771755106e-08,0.0
1676,2.7337031757010015e-06,0.0,7.296766771755106e-08,0.0
1677,3.0759819570188744e-06,0.0,3.431849953423287e-08,0.0
1678,3.02494962462723e-06,0.0,3.431849953423287e-08,0.0
1679,2.8683122893978308e-06,0.0,3.431849953423287e-08,0.0
1680,3.133735877522018e-06,0.0,3.431849953423287e-08,0.0
1681,3.6769556897654965e-06,0.0,3.431849953423287e-08,0.0
1682,3.664501118042348e-06,0.0,0.0,0.0
1683,3.934059658864239e-06,0.0,0.0,0.0
1684,3.3617635121377783e-06,0.0,2.9221579568781764e-08,0.0
1685,3.388001817126808e-06,0.0,2.9221579568781764e-08,0.0
1686,3.5158946372705813e-06,0.0,2.9221579568781764e-08,0.0
1687,3.4560151951674404e-06,0.0,2.9221579568781764e-08,0.0
1688,3.230119578542404e-06,0.0,2.9221579568781764e-08,0.0
1689,3.157453176884571e-06,0.0,1.555062587905403e-07,0.0
1690,3.2976767313032596e-06,0.0,1.7627654967457473e-07,0.0
1691,3.3574967151902716e-06,0.0,1.4705497010579295e-07,0.0
1692,3.3626612483723354e-06,0.0,1.4705497010579295e-07,0.0
1693,2.9779990557342117e-06,0.0,1.4705497010579295e-07,0.0
1694,2.6921518870689657e-06,0.0,1.4705497010579295e-07,0.0
1695,2.489780610760915e-06,0.0,1.6256177356613728e-07,0.0
1696,2.835715755671637e-06,0.0,3.627709434437877e-08,0.0
1697,2.878648972780086e-06,0.0,2.2853878281888943e-08,0.0
1698,3.1554762277404995e-06,0.0,2.2853878281888943e-08,0.0
1699,3.1501477581384407e-06,0.0,2.2853878281888943e-08,0.0
1700,3.718202931070534e-06,0.0,3.5851730980799145e-08,0.0
1701,3.9899884671155765e-06,0.0,3.5851730980799145e-08,0.0
1702,4.3390361627513944e-06,0.0,2.0344927520454803e-08,0.0
1703,4.0907454409274834e-06,0.0,2.0344927520454803e-08,0.0
1704,4.5403031500817244e-06,0.0,1.29978526989102e-08,0.0
1705,4.3178798543002424e-06,0.0,4.0471267733924576e-08,0.0
1706,4.659867662277455e-06,0.0,4.0471267733924576e-08,0.0
1707,4.4607780377451234e-06,0.0,2.7473415035014374e-08,0.0
1708,4.150626961875657e-06,0.0,4.676514972093823e-08,0.0
1709,4.116744061580643e-06,0.0,4.676514972093823e-08,0.0
1710,4.535488577468121e-06,0.0,4.676514972093823e-08,0.0
1711,3.955738293370814e-06,0.0,4.676514972093823e-08,0.0
1712,4.042278500751958e-06,0.0,3.0155154563869605e-08,0.0
1713,3.6237388485460542e-06,0.0,3.0155154563869605e-08,0.0
1714,3.5686887583454208e-06,0.0,3.0155154563869605e-08,0.0
1715,3.622749350792479e-06,0.0,1.086341987794575e-08,0.0
1716,3.581875749400102e-06,0.0,1.9718378041488904e-08,0.0
1717,3.747179984462231e-06,0.0,1.9718378041488904e-08,0.0
1718,3.903178756965124e-06,0.0,1.9718378041488904e-08,0.0
1719,3.771546029643754e-06,0.0,8.854958163543155e-09,0.0
1720,3.8024231473952696e-06,0.0,8.854958163543155e-09,0.0
1721,3.8421421452637465e-06,0.0,8.854958163543155e-09,0.0
1722,4.0146444786971965e-06,0.0,8.854958163543155e-09,0.0
1723,3.7328008407452477e-06,0.0,0.0,0.0
1724,3.2139358349273347e-06,0.0,0.0,0.0
1725,2.953334809977345e-06,0.0,0.0,0.0
1726,3.0783931249191354e-06,0.0,0.0,0.0
1727,3.07658102168976e-06,0.0,0.0,0.0
1728,2.919226647333874e-06,0.0,0.0,0.0
1729,2.6987934883696392e-06,0.0,0.0,0.0
1730,2.9526700343142565e-06,0.0,0.0,0.0
1731,2.9348183423800426e-06,0.0,0.0,0.0
1732,2.9456573429342825e-06,0.0,0.0,0.0
1733,2.890007765797366e-06,0.0,0.0,0.0
1734,2.9989799453947593e-06,0.0,0.0,0.0
1735,2.9334389637369895e-06,0.0,0.0,0.0
1736,2.909421482399921e-06,0.0,0.0,0.0
1737,2.6090615555014144e-06,0.0,0.0,0.0
1738,2.483347072614249e-06,0.0,0.0,0.0
1739,2.2960420307884178e-06,0.0,0.0,0.0
1740,2.2157330964286563e-06,0.0,0.0,0.0
1741,2.113895220645645e-06,0.0,0.0,0.0
1742,2.255291081252965e-06,0.0,0.0,0.0
1743,2.5230305677074024e-06,0.0,0.0,0.0
1744,2.682087922169428e-06,0.0,0.0,0.0
1745,2.7069272131744323e-06,0.0,0.0,0.0
1746,2.7923653728326566e-06,0.0,0.0,0.0
1747,2.937072443793503e-06,0.0,0.0,0.0
1748,2.9006735238518947e-06,0.0,0.0,0.0
1749,2.724598630265973e-06,0.0,0.0,0.0
1750,2.392145120211353e-06,0.0,0.0,0.0
1751,2.1268913477407684e-06,0.0,0.0,0.0
1752,2.2442361569119385e-06,0.0,0.0,0.0
1753,2.1769077258276023e-06,0.0,0.0,0.0
1754,2.1042107748923755e-06,0.0,0.0,0.0
1755,2.0718356219211794e-06,0.0,0.0,0.0
1756,1.9101297052007534e-06,0.0,0.0,0.0
1757,1.7566182707793944e-06,0.0,0.0,0.0
1758,1.8459984728126853e-06,0.0,0.0,0.0
1759,1.658628710694237e-06,0.0,0.0,0.0
1760,1.680108360752846e-06,0.0,0.0,0.0
1761,1.5270375115505885e-06,0.0,0.0,0.0
1762,1.333976586335796e-06,0.0,0.0,0.0
1763,1.222618420472697e-06,0.0,0.0,0.0
1764,1.1640524673696615e-06,0.0,2.810679688991513e-09,0.0
1765,9.74874382109192e-07,0.0,1.1652904926709847e-08,0.0
1766,9.406110125707658e-07,0.0,3.5460270656325777e-08,0.0
1767,7.761162196727258e-07,0.0,3.5460270656325777e-08,0.0
1768,6.617327414915053e-07,0.0,3.8142483203630814e-08,0.0
1769,6.779614076484515e-07,0.0,3.8142483203630814e-08,0.0
1770,7.050581294671636e-07,0.0,3.8142483203630814e-08,0.0
1771,6.919971602720969e-07,2.6326438172320975e-09,3.53318035146393e-08,2.6326438172320975e-09
1772,7.262458357867477e-07,2.6326438172320975e-09,2.6489578276920967e-08,2.6326438172320975e-09
1773,9.966652377053315e-07,2.6326438172320975e-09,2.682212547305036e-09,2.6326438172320975e-09
1774,1.0847127295424537e-06,2.6326438172320975e-09,2.682212547305036e-09,2.6326438172320975e-09
1775,1.1210327751801482e-06,2.6326438172320975e-09,0.0,2.6326438172320975e-09
1776,1.0467107196226216e-06,2.6326438172320975e-09,0.0,2.6326438172320975e-09
1777,1.0421041208376534e-06,2.6326438172320975e-09,0.0,2.6326438172320975e-09
1778,1.0431839752657522e-06,0.0,0.0,0.0
1779,1.312341989237861e-06,0.0,0.0,0.0
1780,9.737602510995202e-07,0.0,0.0,0.0
1781,8.471031256768973e-07,0.0,0.0,0.0
1782,7.768092952379188e-07,0.0,0.0,0.0
1783,7.122972363049485e-07,0.0,0.0,0.0
1784,6.526199659414747e-07,0.0,1.664472115692206e-09,0.0
1785,6.057450840606699e-07,0.0,1.664472115692206e-09,0.0
1786,9.624845387991497e-07,1.3400983180287896e-09,1.664472115692206e-09,1.3400983180287896e-09
1787,1.008405644954889e-06,1.3400983180287896e-09,1.664472115692206e-09,1.3400983180287896e-09
1788,1.0344602320141609e-06,1.3400983180287896e-09,1.664472115692206e-09,1.3400983180287896e-09
1789,1.067271918080743e-06,1.3400983180287896e-09,1.664472115692206e-09,1.3400983180287896e-09
1790,1.1228302209279458e-06,1.3400983180287896e-09,1.664472115692206e-09,1.3400983180287896e-09
1791,1.1752610678935786e-06,1.3400983180287896e-09,0.0,1.3400983180287896e-09
1792,1.2429331052641958e-06,1.3400983180287896e-09,0.0,1.3400983180287896e-09
1793,7.219972612152301e-07,0.0,9.860221210950775e-10,0.0
