ngram,Block,Blck,Blok,Blck
1599,5.843558678212243e-07,0.0,0.0,0.0
1600,5.843558678212243e-07,0.0,0.0,0.0
1601,1.5609751764194307e-06,0.0,0.0,0.0
1602,1.5609751764194307e-06,0.0,0.0,0.0
1603,1.5609751764194307e-06,0.0,0.0,0.0
1604,1.3680592181637102e-06,0.0,0.0,0.0
1605,1.2593265198899774e-06,0.0,0.0,0.0
1606,1.4194867341237632e-06,0.0,0.0,0.0
1607,1.4194867341237632e-06,0.0,0.0,0.0
1608,4.428674255255568e-07,0.0,0.0,0.0
1609,6.315414030463476e-07,0.0,0.0,0.0
1610,6.315414030463476e-07,0.0,0.0,0.0
1611,5.636833618284851e-07,0.0,0.0,0.0
1612,4.512464702851763e-07,0.0,0.0,0.0
1613,4.508967370903909e-07,0.0,0.0,0.0
1614,7.805064845862424e-07,0.0,0.0,0.0
1615,7.805064845862424e-07,0.0,0.0,0.0
1616,5.918325070654516e-07,0.0,0.0,0.0
1617,5.918325070654516e-07,0.0,0.0,0.0
1618,4.894202285348521e-07,0.0,0.0,0.0
1619,4.894202285348521e-07,0.0,0.0,0.0
1620,4.3034866134153814e-07,0.0,0.0,0.0
1621,1.0073891384568664e-07,0.0,0.0,0.0
1622,1.0073891384568664e-07,0.0,0.0,0.0
1623,1.0073891384568664e-07,0.0,0.0,0.0
1624,3.9940329900543604e-07,0.0,1.4933219582807006e-06,0.0
