ngram,Bayer,Bayr,Bayer,Bayr
1949,8.797575950276431e-07,7.839128140269785e-09,8.797575950276431e-07,7.839128140269785e-09
1950,8.698921111057903e-07,8.250886386816449e-09,8.698921111057903e-07,8.250886386816449e-09
1951,8.320786264448543e-07,9.230501696322335e-09,8.320786264448543e-07,9.230501696322335e-09
1952,8.360778939017369e-07,8.52291507210826e-09,8.360778939017369e-07,8.52291507210826e-09
1953,8.622327852338328e-07,8.128796429624735e-09,8.622327852338328e-07,8.128796429624735e-09
1954,9.041415052836652e-07,8.955766667944382e-09,9.041415052836652e-07,8.955766667944382e-09
1955,9.300738952333631e-07,8.365244750864674e-09,9.300738952333631e-07,8.365244750864674e-09
1956,9.703869393108886e-07,7.795141294358082e-09,9.703869393108886e-07,7.795141294358082e-09
1957,1.0275030441724603e-06,6.786268753294118e-09,1.0275030441724603e-06,6.786268753294118e-09
1958,1.06956287839109e-06,6.670205150121384e-09,1.06956287839109e-06,6.670205150121384e-09
1959,1.1320852146517218e-06,6.874245997831199e-09,1.1320852146517218e-06,6.874245997831199e-09
1960,1.1889818551935605e-06,7.807423215869643e-09,1.1889818551935605e-06,7.807423215869643e-09
1961,1.2529016787863969e-06,7.95349519577826e-09,1.2529016787863969e-06,7.95349519577826e-09
1962,1.2694268564570978e-06,7.978361082905394e-09,1.2694268564570978e-06,7.978361082905394e-09
1963,1.2778405594612456e-06,8.132941812074738e-09,1.2778405594612456e-06,8.132941812074738e-09
1964,1.3228929966706865e-06,8.490300970212924e-09,1.3228929966706865e-06,8.490300970212924e-09
1965,1.3190275142603371e-06,7.997372859185653e-09,1.3190275142603371e-06,7.997372859185653e-09
1966,1.3070349496047129e-06,7.852803042750014e-09,1.3070349496047129e-06,7.852803042750014e-09
1967,1.2804527419315751e-06,7.228436389133159e-09,1.2804527419315751e-06,7.228436389133159e-09
1968,1.251499416607008e-06,6.127212197932457e-09,1.251499416607008e-06,6.127212197932457e-09
1969,1.2746400638466833e-06,5.928027085084458e-09,1.2746400638466833e-06,5.928027085084458e-09
1970,1.280157416009128e-06,5.78374637072443e-09,1.280157416009128e-06,5.78374637072443e-09
1971,1.225158663536214e-06,6.1825080293382535e-09,1.225158663536214e-06,6.1825080293382535e-09
1972,1.2264246639201052e-06,5.770793176651523e-09,1.2264246639201052e-06,5.770793176651523e-09
1973,1.2556724868773017e-06,5.669157524376292e-09,1.2556724868773017e-06,5.669157524376292e-09
1974,1.2449147886530097e-06,5.797071521231243e-09,1.2449147886530097e-06,5.797071521231243e-09
1975,1.2234394424532574e-06,5.770493226110927e-09,1.2234394424532574e-06,5.770493226110927e-09
1976,1.225797372431511e-06,5.60728381187354e-09,1.225797372431511e-06,5.60728381187354e-09
1977,1.2336492513246152e-06,5.965657142884392e-09,1.2336492513246152e-06,5.965657142884392e-09
1978,1.2496554160991633e-06,7.1686694358419345e-09,1.2496554160991633e-06,7.1686694358419345e-09
1979,1.257707172693959e-06,7.114763635383627e-09,1.257707172693959e-06,7.114763635383627e-09
1980,1.2300356177417728e-06,6.795826821916405e-09,1.2300356177417728e-06,6.795826821916405e-09
1981,1.2687593035869732e-06,6.550069439218273e-09,1.2687593035869732e-06,6.550069439218273e-09
1982,1.2972916627924341e-06,6.1882637109838305e-09,1.2972916627924341e-06,6.1882637109838305e-09
1983,1.3129155636956317e-06,6.365534765961911e-09,1.3129155636956317e-06,6.365534765961911e-09
1984,1.3406583678131158e-06,5.665384986538616e-09,1.3406583678131158e-06,5.665384986538616e-09
1985,1.3761646024639568e-06,3.809674797849993e-09,1.3761646024639568e-06,3.809674797849993e-09
1986,1.412377465775145e-06,3.943376197008368e-09,1.412377465775145e-06,3.943376197008368e-09
1987,1.4533937116669091e-06,3.980996706890291e-09,1.4533937116669091e-06,3.980996706890291e-09
1988,1.4539862474651142e-06,3.767693395368659e-09,1.4539862474651142e-06,3.767693395368659e-09
1989,1.4630641576981622e-06,4.174827880224338e-09,1.4630641576981622e-06,4.174827880224338e-09
1990,1.4703474887158206e-06,4.062661794281195e-09,1.4703474887158206e-06,4.062661794281195e-09
1991,1.475354045916382e-06,4.69461685399202e-09,1.475354045916382e-06,4.69461685399202e-09
1992,1.4764418665436096e-06,4.596813977083716e-09,1.4764418665436096e-06,4.596813977083716e-09
1993,1.5464208412855181e-06,4.380481850268276e-09,1.5464208412855181e-06,4.380481850268276e-09
1994,1.5830044048925629e-06,4.162294445616713e-09,1.5830044048925629e-06,4.162294445616713e-09
1995,1.6261725477306754e-06,4.057057959424729e-09,1.6261725477306754e-06,4.057057959424729e-09
1996,1.6787753500986064e-06,3.8049915916462035e-09,1.6787753500986064e-06,3.8049915916462035e-09
1997,1.7099741203959899e-06,3.5303532954143536e-09,1.7099741203959899e-06,3.5303532954143536e-09
1998,1.7271091954691137e-06,3.0015665032832673e-09,1.7271091954691137e-06,3.0015665032832673e-09
1999,1.733323139368232e-06,3.1063444990867393e-09,1.733323139368232e-06,3.1063444990867393e-09
2000,1.7040952440895905e-06,3.1957273811349704e-09,1.7040952440895905e-06,3.1957273811349704e-09
2001,1.6889595794314767e-06,3.1619230884365787e-09,1.6889595794314767e-06,3.1619230884365787e-09
2002,1.6541810055059614e-06,3.5134441863807606e-09,1.6541810055059614e-06,3.5134441863807606e-09
2003,1.618476484769157e-06,3.547432617497951e-09,1.618476484769157e-06,3.547432617497951e-09
2004,1.578528180548996e-06,3.8026107342302245e-09,1.578528180548996e-06,3.8026107342302245e-09
2005,1.5128836789049923e-06,4.4324270603064116e-09,1.5128836789049923e-06,4.4324270603064116e-09
2006,1.4441467166242156e-06,4.159550925919575e-09,1.4441467166242156e-06,4.159550925919575e-09
2007,1.3154322654632518e-06,4.548881271659866e-09,1.3154322654632518e-06,4.548881271659866e-09
2008,1.2068882710991602e-06,5.066737949834175e-09,1.2068882710991602e-06,5.066737949834175e-09
2009,1.1564500336394952e-06,4.878629944471413e-09,1.1564500336394952e-06,4.878629944471413e-09
2010,1.090065966634159e-06,4.975999422031561e-09,1.090065966634159e-06,4.975999422031561e-09
2011,1.0288245968175552e-06,4.790457776491865e-09,1.0288245968175552e-06,4.790457776491865e-09
2012,1.014190550969423e-06,4.293148471644161e-09,1.014190550969423e-06,4.293148471644161e-09
2013,1.0139043037530167e-06,4.681009326189058e-09,1.0139043037530167e-06,4.681009326189058e-09
2014,1.0203920136778573e-06,4.369874240239824e-09,1.0203920136778573e-06,4.369874240239824e-09
2015,1.0110401587683424e-06,4.121233703508713e-09,1.0110401587683424e-06,4.121233703508713e-09
2016,9.765482218426769e-07,4.011914863813867e-09,9.765482218426769e-07,4.011914863813867e-09
2017,9.640718114193685e-07,3.983240404181743e-09,9.640718114193685e-07,3.983240404181743e-09
2018,9.669554970059835e-07,4.311934853618027e-09,9.669554970059835e-07,4.311934853618027e-09
2019,9.418550206419241e-07,4.02558492096361e-09,9.418550206419241e-07,4.02558492096361e-09
