ngram,Apple,Aple,Aple,Aple
1876,2.374260377889316e-06,3.377093628552176e-09,3.377093628552176e-09,3.377093628552176e-09
1877,2.355051135184892e-06,4.159127740623246e-09,4.159127740623246e-09,4.159127740623246e-09
1878,2.4593776158456293e-06,4.609383890447865e-09,4.609383890447865e-09,4.609383890447865e-09
1879,2.5152632068576556e-06,4.2166669045329286e-09,4.2166669045329286e-09,4.2166669045329286e-09
1880,2.543668902684918e-06,3.1450643359473165e-09,3.1450643359473165e-09,3.1450643359473165e-09
1881,2.6356546121470662e-06,3.52158172464304e-09,3.52158172464304e-09,3.52158172464304e-09
1882,2.680164795622529e-06,3.0664932656624242e-09,3.0664932656624242e-09,3.0664932656624242e-09
1883,2.7922784673657068e-06,2.882118559683582e-09,2.882118559683582e-09,2.882118559683582e-09
1884,2.973722660369406e-06,2.0038859738225057e-09,2.0038859738225057e-09,2.0038859738225057e-09
1885,3.12227276871064e-06,1.7280521101360945e-09,1.7280521101360945e-09,1.7280521101360945e-09
1886,3.2996996911346547e-06,1.6987513181846277e-09,1.6987513181846277e-09,1.6987513181846277e-09
1887,3.2847360671439674e-06,2.4291103454096177e-09,2.4291103454096177e-09,2.4291103454096177e-09
1888,3.4145709183316545e-06,2.0857041847589996e-09,2.0857041847589996e-09,2.0857041847589996e-09
1889,3.378711068892569e-06,2.6177930815115704e-09,2.6177930815115704e-09,2.6177930815115704e-09
1890,3.4244689816530027e-06,2.988389428772363e-09,2.988389428772363e-09,2.988389428772363e-09
1891,3.344426366831093e-06,3.2907441930137995e-09,3.2907441930137995e-09,3.2907441930137995e-09
1892,3.200732537931929e-06,3.0707426680796702e-09,3.0707426680796702e-09,3.0707426680796702e-09
1893,3.0565095130441478e-06,3.237128295577715e-09,3.237128295577715e-09,3.237128295577715e-09
1894,3.0714020015563747e-06,2.9162199797840215e-09,2.9162199797840215e-09,2.9162199797840215e-09
1895,2.944975027016231e-06,3.094463209483779e-09,3.094463209483779e-09,3.094463209483779e-09
1896,2.9600997939789e-06,2.8200179175945958e-09,2.8200179175945958e-09,2.8200179175945958e-09
1897,2.956680353755863e-06,2.6789202760874834e-09,2.6789202760874834e-09,2.6789202760874834e-09
1898,2.9555262699432205e-06,3.157772154871452e-09,3.157772154871452e-09,3.157772154871452e-09
1899,3.0007299756107386e-06,3.5833160882958737e-09,3.5833160882958737e-09,3.5833160882958737e-09
1900,3.0568919555662433e-06,3.776411723015778e-09,3.776411723015778e-09,3.776411723015778e-09
1901,3.1180511541606393e-06,4.159408658769134e-09,4.159408658769134e-09,4.159408658769134e-09
1902,3.2614250682984547e-06,4.146677192094574e-09,4.146677192094574e-09,4.146677192094574e-09
1903,3.341975181163954e-06,4.092523462974538e-09,4.092523462974538e-09,4.092523462974538e-09
1904,3.414139817843014e-06,4.5426598038744714e-09,4.5426598038744714e-09,4.5426598038744714e-09
1905,3.5079870355860166e-06,4.264582433220556e-09,4.264582433220556e-09,4.264582433220556e-09
1906,3.589219594297382e-06,4.116157034264997e-09,4.116157034264997e-09,4.116157034264997e-09
1907,3.629032789831399e-06,4.276278791388271e-09,4.276278791388271e-09,4.276278791388271e-09
1908,3.6884750573205693e-06,3.78318027698705e-09,3.78318027698705e-09,3.78318027698705e-09
1909,3.7025903176462246e-06,3.5973757940764374e-09,3.5973757940764374e-09,3.5973757940764374e-09
1910,3.7114403832155015e-06,3.4287227818856944e-09,3.4287227818856944e-09,3.4287227818856944e-09
1911,3.843287361503046e-06,2.8260994338375714e-09,2.8260994338375714e-09,2.8260994338375714e-09
1912,3.932929043263097e-06,2.984336412912926e-09,2.984336412912926e-09,2.984336412912926e-09
1913,4.005809939501757e-06,2.721491825547722e-09,2.721491825547722e-09,2.721491825547722e-09
1914,4.057580586699519e-06,2.515412544923379e-09,2.515412544923379e-09,2.515412544923379e-09
1915,4.103599394511548e-06,2.228974417737918e-09,2.228974417737918e-09,2.228974417737918e-09
1916,4.126558678763104e-06,2.154111857142839e-09,2.154111857142839e-09,2.154111857142839e-09
1917,4.140928597605255e-06,2.046031027142752e-09,2.046031027142752e-09,2.046031027142752e-09
1918,4.019160119891499e-06,2.1679121672438637e-09,2.1679121672438637e-09,2.1679121672438637e-09
1919,3.9184571635684866e-06,1.6465039649154229e-09,1.6465039649154229e-09,1.6465039649154229e-09
1920,3.938985043662667e-06,1.915760375733758e-09,1.915760375733758e-09,1.915760375733758e-09
1921,3.948082134489336e-06,1.9978911223818484e-09,1.9978911223818484e-09,1.9978911223818484e-09
1922,4.022125397438815e-06,2.731615457639082e-09,2.731615457639082e-09,2.731615457639082e-09
1923,4.031508784204821e-06,2.8931423447429795e-09,2.8931423447429795e-09,2.8931423447429795e-09
1924,4.1755319476318875e-06,3.1791068032051483e-09,3.1791068032051483e-09,3.1791068032051483e-09
1925,4.2238423572728474e-06,3.1646784399390934e-09,3.1646784399390934e-09,3.1646784399390934e-09
1926,4.5084359823834215e-06,3.613129509868632e-09,3.613129509868632e-09,3.613129509868632e-09
1927,4.460170137982848e-06,3.4906353680546384e-09,3.4906353680546384e-09,3.4906353680546384e-09
1928,4.545741895916373e-06,3.303959233187064e-09,3.303959233187064e-09,3.303959233187064e-09
1929,4.4919603559329905e-06,2.66095022207123e-09,2.66095022207123e-09,2.66095022207123e-09
1930,4.510639817973632e-06,3.005908664834221e-09,3.005908664834221e-09,3.005908664834221e-09
1931,4.429540045488725e-06,2.8548842337780147e-09,2.8548842337780147e-09,2.8548842337780147e-09
1932,4.392916317946012e-06,2.864455307870019e-09,2.864455307870019e-09,2.864455307870019e-09
1933,4.158771714303709e-06,2.407705400133052e-09,2.407705400133052e-09,2.407705400133052e-09
1934,4.1629575987047114e-06,2.5836613483574767e-09,2.5836613483574767e-09,2.5836613483574767e-09
1935,4.067097311885196e-06,2.5532188744189656e-09,2.5532188744189656e-09,2.5532188744189656e-09
1936,4.013610415703235e-06,2.5812442500899077e-09,2.5812442500899077e-09,2.5812442500899077e-09
1937,3.940698499198854e-06,2.3799376596451386e-09,2.3799376596451386e-09,2.3799376596451386e-09
1938,3.906616094744615e-06,2.4829150640266154e-09,2.4829150640266154e-09,2.4829150640266154e-09
1939,3.872588357418343e-06,2.377206622026863e-09,2.377206622026863e-09,2.377206622026863e-09
1940,3.812864861174603e-06,2.550348916179652e-09,2.550348916179652e-09,2.550348916179652e-09
1941,3.7028350366849087e-06,2.304262812304257e-09,2.304262812304257e-09,2.304262812304257e-09
1942,3.5635616118919903e-06,2.613165588678206e-09,2.613165588678206e-09,2.613165588678206e-09
1943,3.479490065469041e-06,2.6832003761713607e-09,2.6832003761713607e-09,2.6832003761713607e-09
1944,3.404130568794374e-06,2.3497958341016964e-09,2.3497958341016964e-09,2.3497958341016964e-09
1945,3.3305985717951055e-06,2.2961048776589823e-09,2.2961048776589823e-09,2.2961048776589823e-09
1946,3.3188860340617665e-06,2.295386198574485e-09,2.295386198574485e-09,2.295386198574485e-09
1947,3.262101147681408e-06,2.4733400407127094e-09,2.4733400407127094e-09,2.4733400407127094e-09
1948,3.2294691599028217e-06,2.669732910933119e-09,2.669732910933119e-09,2.669732910933119e-09
1949,3.2013259832248357e-06,2.378050708732157e-09,2.378050708732157e-09,2.378050708732157e-09
1950,3.1890295498929585e-06,2.297663852830161e-09,2.297663852830161e-09,2.297663852830161e-09
1951,3.142964390333093e-06,2.3182444694061897e-09,2.3182444694061897e-09,2.3182444694061897e-09
1952,3.0602790112815067e-06,2.717540494222094e-09,2.717540494222094e-09,2.717540494222094e-09
1953,2.9352160514203466e-06,2.6105220524946e-09,2.6105220524946e-09,2.6105220524946e-09
1954,2.8791699021115036e-06,2.387574931412522e-09,2.387574931412522e-09,2.387574931412522e-09
1955,2.774300518077715e-06,2.1748829562692353e-09,2.1748829562692353e-09,2.1748829562692353e-09
1956,2.666599552217771e-06,1.9495800767416985e-09,1.9495800767416985e-09,1.9495800767416985e-09
1957,2.5500460846420277e-06,1.908032549418388e-09,1.908032549418388e-09,1.908032549418388e-09
1958,2.4575750623106226e-06,1.8978322326366838e-09,1.8978322326366838e-09,1.8978322326366838e-09
1959,2.371228057589698e-06,1.3639775578841044e-09,1.3639775578841044e-09,1.3639775578841044e-09
1960,2.2867723795830637e-06,1.5933495554700171e-09,1.5933495554700171e-09,1.5933495554700171e-09
1961,2.2050242997855614e-06,1.6857197621915937e-09,1.6857197621915937e-09,1.6857197621915937e-09
1962,2.1459059423380367e-06,1.7598644049979635e-09,1.7598644049979635e-09,1.7598644049979635e-09
1963,2.113576166656068e-06,2.0058836337964537e-09,2.0058836337964537e-09,2.0058836337964537e-09
1964,2.0616465527772173e-06,2.1692172502696394e-09,2.1692172502696394e-09,2.1692172502696394e-09
1965,2.0145750048478865e-06,2.48653120316078e-09,2.48653120316078e-09,2.48653120316078e-09
1966,1.952844286279287e-06,2.6877215691151993e-09,2.6877215691151993e-09,2.6877215691151993e-09
1967,1.938928789968486e-06,2.4763506642092435e-09,2.4763506642092435e-09,2.4763506642092435e-09
1968,1.925339379990224e-06,2.3593575664599645e-09,2.3593575664599645e-09,2.3593575664599645e-09
1969,1.9132584319387595e-06,2.313634569642683e-09,2.313634569642683e-09,2.313634569642683e-09
1970,1.9151257220073603e-06,2.2235840470484293e-09,2.2235840470484293e-09,2.2235840470484293e-09
1971,1.939343194732958e-06,2.248825189557887e-09,2.248825189557887e-09,2.248825189557887e-09
1972,1.9788066895541434e-06,1.9891202018840204e-09,1.9891202018840204e-09,1.9891202018840204e-09
1973,2.064742667633774e-06,1.8074995468607214e-09,1.8074995468607214e-09,1.8074995468607214e-09
1974,2.1046012079750653e-06,1.8438354018205212e-09,1.8438354018205212e-09,1.8438354018205212e-09
1975,2.1926661832237315e-06,1.8700811534243046e-09,1.8700811534243046e-09,1.8700811534243046e-09
1976,2.3555728278422194e-06,1.7463708098678206e-09,1.7463708098678206e-09,1.7463708098678206e-09
1977,2.6222990722349744e-06,1.686175104304815e-09,1.686175104304815e-09,1.686175104304815e-09
1978,3.1792937339300157e-06,1.4497470446350746e-09,1.4497470446350746e-09,1.4497470446350746e-09
1979,4.163940697513421e-06,1.4466991652259002e-09,1.4466991652259002e-09,1.4466991652259002e-09
1980,5.4953786080399624e-06,1.701885005938359e-09,1.701885005938359e-09,1.701885005938359e-09
1981,7.297456314907842e-06,1.941243459630775e-09,1.941243459630775e-09,1.941243459630775e-09
1982,9.122412978155938e-06,2.1458716470412753e-09,2.1458716470412753e-09,2.1458716470412753e-09
1983,1.0675592160883493e-05,2.408987604634356e-09,2.408987604634356e-09,2.408987604634356e-09
1984,1.167230324686638e-05,2.6734421581282267e-09,2.6734421581282267e-09,2.6734421581282267e-09
1985,1.2258045639360457e-05,2.7743736990310755e-09,2.7743736990310755e-09,2.7743736990310755e-09
1986,1.2865033828087949e-05,2.7926614195753328e-09,2.7926614195753328e-09,2.7926614195753328e-09
1987,1.2471269656089135e-05,2.729237962612834e-09,2.729237962612834e-09,2.729237962612834e-09
1988,1.1680866399339201e-05,2.647841327149284e-09,2.647841327149284e-09,2.647841327149284e-09
1989,1.0724003004725091e-05,2.557043862364391e-09,2.557043862364391e-09,2.557043862364391e-09
1990,1.0006611384077197e-05,2.4635518228574173e-09,2.4635518228574173e-09,2.4635518228574173e-09
1991,9.707517425080628e-06,2.4560879520661517e-09,2.4560879520661517e-09,2.4560879520661517e-09
1992,9.485008896652808e-06,2.6063383197692603e-09,2.6063383197692603e-09,2.6063383197692603e-09
1993,8.833102973377599e-06,2.7077003496499076e-09,2.7077003496499076e-09,2.7077003496499076e-09
1994,8.76183094078442e-06,2.878359011455294e-09,2.878359011455294e-09,2.878359011455294e-09
1995,8.572771288787148e-06,3.0613761367196244e-09,3.0613761367196244e-09,3.0613761367196244e-09
1996,8.333542284942399e-06,3.210182849703155e-09,3.210182849703155e-09,3.210182849703155e-09
1997,8.032389684688366e-06,3.1512981430686135e-09,3.1512981430686135e-09,3.1512981430686135e-09
1998,7.675450303525264e-06,3.3012829295639025e-09,3.3012829295639025e-09,3.3012829295639025e-09
1999,7.314160809203583e-06,3.635410417146545e-09,3.635410417146545e-09,3.635410417146545e-09
2000,6.920324072520348e-06,3.830677648102616e-09,3.830677648102616e-09,3.830677648102616e-09
2001,6.6013953983201645e-06,3.6459836419818916e-09,3.6459836419818916e-09,3.6459836419818916e-09
2002,6.393203810668118e-06,3.5496860371710325e-09,3.5496860371710325e-09,3.5496860371710325e-09
2003,6.313401887122641e-06,3.232380918483102e-09,3.232380918483102e-09,3.232380918483102e-09
2004,6.197080048358268e-06,3.1919307514576597e-09,3.1919307514576597e-09,3.1919307514576597e-09
2005,6.203978955454659e-06,2.812086579468647e-09,2.812086579468647e-09,2.812086579468647e-09
2006,6.50635281220145e-06,2.3381072157744954e-09,2.3381072157744954e-09,2.3381072157744954e-09
2007,6.7731800429880555e-06,1.886240655732e-09,1.886240655732e-09,1.886240655732e-09
2008,7.283586715597526e-06,1.6443853897588463e-09,1.6443853897588463e-09,1.6443853897588463e-09
2009,7.71961984875296e-06,1.316178309197978e-09,1.316178309197978e-09,1.316178309197978e-09
2010,7.953278587332793e-06,1.1648758148550898e-09,1.1648758148550898e-09,1.1648758148550898e-09
2011,8.45749517403809e-06,1.0647425718879333e-09,1.0647425718879333e-09,1.0647425718879333e-09
2012,9.044645464330512e-06,1.0158861133266077e-09,1.0158861133266077e-09,1.0158861133266077e-09
2013,9.234366708759418e-06,9.291768862266078e-10,9.291768862266078e-10,9.291768862266078e-10
2014,9.22616228698254e-06,8.462697209665748e-10,8.462697209665748e-10,8.462697209665748e-10
2015,8.868418067972275e-06,7.47274714330004e-10,7.47274714330004e-10,7.47274714330004e-10
2016,8.752482049853175e-06,7.541716100829226e-10,7.541716100829226e-10,7.541716100829226e-10
2017,8.869524132630128e-06,7.795664253018586e-10,7.795664253018586e-10,7.795664253018586e-10
2018,8.742679256101837e-06,7.859945194699236e-10,7.859945194699236e-10,7.859945194699236e-10
2019,8.336815994880453e-06,7.114953695652737e-10,7.114953695652737e-10,7.114953695652737e-10
