ngram,Apple,Aple,Aple,Aple
1675,5.927801160916195e-06,0.0,0.0,0.0
1676,7.175419227678503e-06,0.0,0.0,0.0
1677,7.112808962769382e-06,0.0,0.0,0.0
1678,8.83380258593596e-06,0.0,0.0,0.0
1679,7.963747797085879e-06,0.0,0.0,0.0
1680,8.01259089452547e-06,0.0,0.0,0.0
1681,6.872133911071744e-06,0.0,0.0,0.0
1682,6.8484802925792924e-06,2.016103297007378e-08,2.016103297007378e-08,2.016103297007378e-08
1683,5.443124986673606e-06,2.016103297007378e-08,2.016103297007378e-08,2.016103297007378e-08
1684,5.092838429326159e-06,2.016103297007378e-08,2.016103297007378e-08,2.016103297007378e-08
1685,3.224514330213424e-06,2.016103297007378e-08,2.016103297007378e-08,2.016103297007378e-08
1686,3.29714872090595e-06,2.016103297007378e-08,2.016103297007378e-08,2.016103297007378e-08
1687,3.4376206973060367e-06,2.016103297007378e-08,2.016103297007378e-08,2.016103297007378e-08
1688,3.519467294868913e-06,2.016103297007378e-08,2.016103297007378e-08,2.016103297007378e-08
1689,3.6418860612944367e-06,0.0,0.0,0.0
1690,3.6574878907101393e-06,0.0,0.0,0.0
1691,4.143430260228342e-06,2.446605305652026e-08,2.446605305652026e-08,2.446605305652026e-08
1692,4.26290538208767e-06,2.446605305652026e-08,2.446605305652026e-08,2.446605305652026e-08
1693,5.062144639720957e-06,2.446605305652026e-08,2.446605305652026e-08,2.446605305652026e-08
1694,6.235204474640861e-06,9.762270484056249e-08,9.762270484056249e-08,9.762270484056249e-08
1695,6.467237166621739e-06,9.762270484056249e-08,9.762270484056249e-08,9.762270484056249e-08
1696,6.448399322575174e-06,1.1336865059417636e-07,1.1336865059417636e-07,1.1336865059417636e-07
1697,6.424930331507182e-06,1.1336865059417636e-07,1.1336865059417636e-07,1.1336865059417636e-07
1698,5.8975748678286825e-06,8.890259753765609e-08,8.890259753765609e-08,8.890259753765609e-08
1699,5.900373870255342e-06,8.890259753765609e-08,8.890259753765609e-08,8.890259753765609e-08
1700,5.2877946278126075e-06,1.019004502365663e-07,1.019004502365663e-07,1.019004502365663e-07
1701,4.891745285411682e-06,2.874379845252406e-08,2.874379845252406e-08,2.874379845252406e-08
1702,5.18586697190975e-06,2.874379845252406e-08,2.874379845252406e-08,2.874379845252406e-08
1703,5.8062700775605795e-06,1.29978526989102e-08,1.29978526989102e-08,1.29978526989102e-08
1704,5.979116329919114e-06,1.29978526989102e-08,1.29978526989102e-08,1.29978526989102e-08
1705,7.429917104673223e-06,1.29978526989102e-08,1.29978526989102e-08,1.29978526989102e-08
1706,7.744661226232502e-06,1.29978526989102e-08,1.29978526989102e-08,1.29978526989102e-08
1707,7.488190931326244e-06,0.0,0.0,0.0
1708,6.848993962194072e-06,0.0,0.0,0.0
1709,6.707682976931599e-06,0.0,0.0,0.0
1710,5.201927543956637e-06,0.0,0.0,0.0
1711,5.148066618078571e-06,0.0,0.0,0.0
1712,3.840914912091518e-06,1.086341987794575e-08,1.086341987794575e-08,1.086341987794575e-08
1713,5.176437980480841e-06,1.086341987794575e-08,1.086341987794575e-08,1.086341987794575e-08
1714,5.240331607378071e-06,1.086341987794575e-08,1.086341987794575e-08,1.086341987794575e-08
1715,5.43779252179125e-06,1.086341987794575e-08,1.086341987794575e-08,1.086341987794575e-08
1716,5.246933824309963e-06,1.086341987794575e-08,1.086341987794575e-08,1.086341987794575e-08
1717,5.431822533604905e-06,1.086341987794575e-08,1.086341987794575e-08,1.086341987794575e-08
1718,5.81611230440363e-06,1.086341987794575e-08,1.086341987794575e-08,1.086341987794575e-08
1719,6.406509100997937e-06,0.0,0.0,0.0
1720,4.976303996175245e-06,0.0,0.0,0.0
1721,5.35685366490465e-06,0.0,0.0,0.0
1722,5.212330084499886e-06,0.0,0.0,0.0
1723,6.041202628434153e-06,0.0,0.0,0.0
1724,6.16915875590556e-06,0.0,0.0,0.0
1725,5.820642465031207e-06,0.0,0.0,0.0
1726,5.834959470770887e-06,0.0,0.0,0.0
1727,5.627147304819248e-06,0.0,0.0,0.0
1728,5.702551041914765e-06,0.0,0.0,0.0
1729,5.717881029860499e-06,0.0,0.0,0.0
1730,5.18153115081077e-06,8.18323796027341e-09,8.18323796027341e-09,8.18323796027341e-09
1731,4.9526384892877625e-06,8.18323796027341e-09,8.18323796027341e-09,8.18323796027341e-09
1732,5.096649569428077e-06,8.18323796027341e-09,8.18323796027341e-09,8.18323796027341e-09
1733,4.5037981115975915e-06,8.18323796027341e-09,8.18323796027341e-09,8.18323796027341e-09
1734,4.8658139348845e-06,8.18323796027341e-09,8.18323796027341e-09,8.18323796027341e-09
1735,4.288248679326248e-06,8.18323796027341e-09,8.18323796027341e-09,8.18323796027341e-09
1736,4.855316871856173e-06,8.18323796027341e-09,8.18323796027341e-09,8.18323796027341e-09
1737,4.314471782760977e-06,0.0,0.0,0.0
1738,4.156057717149711e-06,0.0,0.0,0.0
1739,3.611203559168124e-06,0.0,0.0,0.0
1740,3.7297264400746954e-06,0.0,0.0,0.0
1741,3.978158620806685e-06,0.0,0.0,0.0
1742,4.252494250067684e-06,0.0,0.0,0.0
1743,3.6741220778172386e-06,0.0,0.0,0.0
1744,3.6860676410859535e-06,0.0,0.0,0.0
1745,3.8436965204320065e-06,0.0,0.0,0.0
1746,4.393043972023796e-06,0.0,0.0,0.0
1747,4.729043861776258e-06,4.159151753161236e-09,4.159151753161236e-09,4.159151753161236e-09
1748,4.272628107823298e-06,7.798883570688174e-09,7.798883570688174e-09,7.798883570688174e-09
1749,3.857790326427286e-06,7.798883570688174e-09,7.798883570688174e-09,7.798883570688174e-09
1750,3.5116123464311907e-06,7.798883570688174e-09,7.798883570688174e-09,7.798883570688174e-09
1751,4.373364130775112e-06,7.798883570688174e-09,7.798883570688174e-09,7.798883570688174e-09
1752,4.224317243434987e-06,7.798883570688174e-09,7.798883570688174e-09,7.798883570688174e-09
1753,3.7340149187262535e-06,7.798883570688174e-09,7.798883570688174e-09,7.798883570688174e-09
1754,3.111736841024789e-06,3.639731817526938e-09,3.639731817526938e-09,3.639731817526938e-09
1755,2.655898145219128e-06,0.0,0.0,0.0
1756,2.586553137007286e-06,0.0,0.0,0.0
1757,2.383810689415051e-06,0.0,0.0,0.0
1758,1.4154645506485913e-06,3.1075847926688637e-09,3.1075847926688637e-09,3.1075847926688637e-09
1759,1.2586228552078995e-06,3.1075847926688637e-09,3.1075847926688637e-09,3.1075847926688637e-09
1760,1.1798507070385052e-06,3.1075847926688637e-09,3.1075847926688637e-09,3.1075847926688637e-09
1761,1.0675020933246872e-06,3.1075847926688637e-09,3.1075847926688637e-09,3.1075847926688637e-09
1762,1.1343184464099717e-06,3.1075847926688637e-09,3.1075847926688637e-09,3.1075847926688637e-09
1763,1.0334145242398205e-06,3.1075847926688637e-09,3.1075847926688637e-09,3.1075847926688637e-09
1764,1.183547478181676e-06,5.918264481660376e-09,5.918264481660376e-09,5.918264481660376e-09
1765,1.2604370210413305e-06,2.810679688991513e-09,2.810679688991513e-09,2.810679688991513e-09
1766,1.693439409271897e-06,2.810679688991513e-09,2.810679688991513e-09,2.810679688991513e-09
1767,1.8908915535575943e-06,2.810679688991513e-09,2.810679688991513e-09,2.810679688991513e-09
1768,1.9366257057689448e-06,2.810679688991513e-09,2.810679688991513e-09,2.810679688991513e-09
1769,1.9491707397329653e-06,5.8569393144937615e-09,5.8569393144937615e-09,5.8569393144937615e-09
1770,1.9254367933691744e-06,5.8569393144937615e-09,5.8569393144937615e-09,5.8569393144937615e-09
1771,1.9543844343518557e-06,3.046259625502249e-09,3.046259625502249e-09,3.046259625502249e-09
1772,1.8435466699884273e-06,3.046259625502249e-09,3.046259625502249e-09,3.046259625502249e-09
1773,1.4463207337809893e-06,3.046259625502249e-09,3.046259625502249e-09,3.046259625502249e-09
1774,1.2468951808841666e-06,3.046259625502249e-09,3.046259625502249e-09,3.046259625502249e-09
1775,1.2046071528207643e-06,3.046259625502249e-09,3.046259625502249e-09,3.046259625502249e-09
1776,1.2781711120624095e-06,0.0,0.0,0.0
1777,1.270857239887846e-06,0.0,0.0,0.0
1778,1.3648753939118511e-06,0.0,0.0,0.0
1779,1.20069436450519e-06,0.0,0.0,0.0
1780,1.412925115573671e-06,0.0,0.0,0.0
1781,1.3390332022871526e-06,0.0,0.0,0.0
1782,1.3139595702276502e-06,0.0,0.0,0.0
1783,1.1824347317152778e-06,0.0,0.0,0.0
1784,1.2529762857736517e-06,0.0,0.0,0.0
1785,1.0093988009884924e-06,0.0,0.0,0.0
1786,1.100370501002804e-06,1.3400983180287896e-09,1.3400983180287896e-09,1.3400983180287896e-09
1787,8.885158909574134e-07,1.3400983180287896e-09,1.3400983180287896e-09,1.3400983180287896e-09
1788,9.469685794881246e-07,1.3400983180287896e-09,1.3400983180287896e-09,1.3400983180287896e-09
1789,8.969280104663215e-07,1.3400983180287896e-09,1.3400983180287896e-09,1.3400983180287896e-09
1790,8.394773577232886e-07,2.444946721271078e-09,2.444946721271078e-09,2.444946721271078e-09
1791,7.677324853310503e-07,2.444946721271078e-09,2.444946721271078e-09,2.444946721271078e-09
1792,7.467378639246038e-07,3.5332087731733607e-09,3.5332087731733607e-09,3.5332087731733607e-09
1793,9.653968179788665e-07,2.193110455144571e-09,2.193110455144571e-09,2.193110455144571e-09
1794,9.256769187361767e-07,2.193110455144571e-09,2.193110455144571e-09,2.193110455144571e-09
1795,1.0375325213577265e-06,2.193110455144571e-09,2.193110455144571e-09,2.193110455144571e-09
1796,1.0751335009574956e-06,2.193110455144571e-09,2.193110455144571e-09,2.193110455144571e-09
1797,1.1004652914639986e-06,1.0882620519022827e-09,1.0882620519022827e-09,1.0882620519022827e-09
1798,1.133710895828699e-06,2.24557540816152e-09,2.24557540816152e-09,2.24557540816152e-09
1799,1.2806001206757043e-06,1.1573133562592375e-09,1.1573133562592375e-09,1.1573133562592375e-09
1800,1.1137231419005339e-06,1.980641174879695e-09,1.980641174879695e-09,1.980641174879695e-09
1801,1.1206535889739046e-06,1.980641174879695e-09,1.980641174879695e-09,1.980641174879695e-09
1802,9.783634920625315e-07,1.980641174879695e-09,1.980641174879695e-09,1.980641174879695e-09
1803,1.0718107838718943e-06,3.0336410209283062e-09,3.0336410209283062e-09,3.0336410209283062e-09
1804,1.1386885684519906e-06,3.643796121975486e-09,3.643796121975486e-09,3.643796121975486e-09
1805,1.0900233015880595e-06,2.4864827657162483e-09,2.4864827657162483e-09,2.4864827657162483e-09
1806,9.796530337423195e-07,2.7450328676792424e-09,2.7450328676792424e-09,2.7450328676792424e-09
1807,9.935141877446898e-07,2.5493687478521973e-09,2.5493687478521973e-09,2.5493687478521973e-09
1808,1.0077053259140354e-06,3.020095126363539e-09,3.020095126363539e-09,3.020095126363539e-09
1809,1.0682683588519076e-06,3.7437943856133415e-09,3.7437943856133415e-09,3.7437943856133415e-09
1810,9.99692539543113e-07,2.9087321916167396e-09,2.9087321916167396e-09,2.9087321916167396e-09
1811,9.575482035221024e-07,2.5329610313968534e-09,2.5329610313968534e-09,2.5329610313968534e-09
1812,9.874135652613144e-07,2.7716692909050623e-09,2.7716692909050623e-09,2.7716692909050623e-09
1813,1.0641355499631442e-06,3.095057369125901e-09,3.095057369125901e-09,3.095057369125901e-09
1814,1.0398762079993112e-06,3.094268095717366e-09,3.094268095717366e-09,3.094268095717366e-09
1815,1.120948963619282e-06,3.009823136755431e-09,3.009823136755431e-09,3.009823136755431e-09
1816,1.06589075293024e-06,2.6664693151902595e-09,2.6664693151902595e-09,2.6664693151902595e-09
1817,1.2878805120765589e-06,2.619879234190746e-09,2.619879234190746e-09,2.619879234190746e-09
1818,1.2909310222702125e-06,2.7435650259580566e-09,2.7435650259580566e-09,2.7435650259580566e-09
1819,1.5252621372902858e-06,2.6551542076092005e-09,2.6551542076092005e-09,2.6551542076092005e-09
1820,1.480652802651353e-06,2.220612963351901e-09,2.220612963351901e-09,2.220612963351901e-09
1821,1.5579347437518924e-06,1.9794013095264518e-09,1.9794013095264518e-09,1.9794013095264518e-09
1822,1.5129012922443508e-06,1.5931198899770444e-09,1.5931198899770444e-09,1.5931198899770444e-09
1823,1.558520653231556e-06,2.0555510944169394e-09,2.0555510944169394e-09,2.0555510944169394e-09
1824,1.3883900058837234e-06,2.8230436401242643e-09,2.8230436401242643e-09,2.8230436401242643e-09
1825,1.5159227067280362e-06,3.0980579054532396e-09,3.0980579054532396e-09,3.0980579054532396e-09
1826,1.354170389536843e-06,2.947760464293887e-09,2.947760464293887e-09,2.947760464293887e-09
1827,1.414701825654317e-06,3.950640227655202e-09,3.950640227655202e-09,3.950640227655202e-09
1828,1.3977892519635913e-06,3.785636074457191e-09,3.785636074457191e-09,3.785636074457191e-09
1829,1.360773848903461e-06,4.558653153376367e-09,4.558653153376367e-09,4.558653153376367e-09
1830,1.358424396715106e-06,4.00179015322014e-09,4.00179015322014e-09,4.00179015322014e-09
1831,1.2886166505917833e-06,4.456369892150544e-09,4.456369892150544e-09,4.456369892150544e-09
1832,1.1754722290139137e-06,4.078734270964089e-09,4.078734270964089e-09,4.078734270964089e-09
1833,1.11007052997333e-06,4.32616905790947e-09,4.32616905790947e-09,4.32616905790947e-09
1834,1.0465892127545625e-06,3.5911933268398653e-09,3.5911933268398653e-09,3.5911933268398653e-09
1835,9.717684617628817e-07,3.9570185223729885e-09,3.9570185223729885e-09,3.9570185223729885e-09
1836,9.967453706849483e-07,3.5593073250644078e-09,3.5593073250644078e-09,3.5593073250644078e-09
1837,9.558525237350426e-07,3.9703663848708206e-09,3.9703663848708206e-09,3.9703663848708206e-09
1838,1.019676899107123e-06,2.958575257799063e-09,2.958575257799063e-09,2.958575257799063e-09
1839,1.089055574863908e-06,2.8546897544247584e-09,2.8546897544247584e-09,2.8546897544247584e-09
1840,1.117765675319658e-06,2.7584268995945696e-09,2.7584268995945696e-09,2.7584268995945696e-09
1841,1.127894474198651e-06,2.553058764398486e-09,2.553058764398486e-09,2.553058764398486e-09
1842,1.1532579914533666e-06,2.4530984703880723e-09,2.4530984703880723e-09,2.4530984703880723e-09
1843,1.1556030585779808e-06,2.4056652384426715e-09,2.4056652384426715e-09,2.4056652384426715e-09
1844,1.2614418177950678e-06,2.3097382260774323e-09,2.3097382260774323e-09,2.3097382260774323e-09
1845,1.2830274402274102e-06,2.06158702807459e-09,2.06158702807459e-09,2.06158702807459e-09
1846,1.3396086485175016e-06,2.36656765612813e-09,2.36656765612813e-09,2.36656765612813e-09
1847,1.3994697870397691e-06,2.2153957240129377e-09,2.2153957240129377e-09,2.2153957240129377e-09
1848,1.4819869258125046e-06,2.2242135910843785e-09,2.2242135910843785e-09,2.2242135910843785e-09
1849,1.5612716229692784e-06,1.8451691444606615e-09,1.8451691444606615e-09,1.8451691444606615e-09
1850,1.6598036804030665e-06,1.707176130619611e-09,1.707176130619611e-09,1.707176130619611e-09
1851,1.6708963000512865e-06,1.1061304412101386e-09,1.1061304412101386e-09,1.1061304412101386e-09
1852,1.7703265971899133e-06,1.1243376230041235e-09,1.1243376230041235e-09,1.1243376230041235e-09
1853,1.7921781818586169e-06,9.090908184968985e-10,9.090908184968985e-10,9.090908184968985e-10
1854,1.8176395834806108e-06,9.090908184968985e-10,9.090908184968985e-10,9.090908184968985e-10
1855,1.8491364731484542e-06,9.003471143235028e-10,9.003471143235028e-10,9.003471143235028e-10
1856,1.9169025985580187e-06,9.419644588147337e-10,9.419644588147337e-10,9.419644588147337e-10
1857,1.961896210949427e-06,8.964875032800381e-10,8.964875032800381e-10,8.964875032800381e-10
1858,1.9738299995099496e-06,9.540910165092446e-10,9.540910165092446e-10,9.540910165092446e-10
1859,1.947253102636231e-06,1.5944883865629374e-09,1.5944883865629374e-09,1.5944883865629374e-09
1860,1.9173517102899496e-06,2.6950862850951195e-09,2.6950862850951195e-09,2.6950862850951195e-09
1861,1.946425965927899e-06,3.090493040052473e-09,3.090493040052473e-09,3.090493040052473e-09
1862,1.9609525127504767e-06,3.047640857932267e-09,3.047640857932267e-09,3.047640857932267e-09
1863,1.942090047383057e-06,3.280447489048147e-09,3.280447489048147e-09,3.280447489048147e-09
1864,1.952651034896137e-06,3.418615537479194e-09,3.418615537479194e-09,3.418615537479194e-09
1865,2.0090762810858517e-06,3.4052385752428702e-09,3.4052385752428702e-09,3.4052385752428702e-09
1866,2.0761768837473937e-06,2.83435460022931e-09,2.83435460022931e-09,2.83435460022931e-09
1867,2.1234669052968717e-06,1.7085222839671336e-09,1.7085222839671336e-09,1.7085222839671336e-09
1868,2.1627365153368113e-06,1.581985724958506e-09,1.581985724958506e-09,1.581985724958506e-09
1869,2.1980399001872035e-06,1.7315180004092871e-09,1.7315180004092871e-09,1.7315180004092871e-09
1870,2.233832609428126e-06,1.4763243326245045e-09,1.4763243326245045e-09,1.4763243326245045e-09
1871,2.237506610721799e-06,1.396633919625856e-09,1.396633919625856e-09,1.396633919625856e-09
1872,2.2738743479879176e-06,1.8847796101617575e-09,1.8847796101617575e-09,1.8847796101617575e-09
1873,2.2993489048011336e-06,2.833844119682587e-09,2.833844119682587e-09,2.833844119682587e-09
1874,2.2916685468641973e-06,2.935707558001813e-09,2.935707558001813e-09,2.935707558001813e-09
1875,2.3771311979154623e-06,3.3487928699901406e-09,3.3487928699901406e-09,3.3487928699901406e-09
