ngram,PG,PG,PE,PE
1719,4.669115380043617e-08,4.669115380043617e-08,5.857528090505834e-07,5.857528090505834e-07
1720,9.754414926581895e-08,9.754414926581895e-08,6.877354893828982e-07,6.877354893828982e-07
1721,8.797253871404922e-08,8.797253871404922e-08,6.301388140173003e-07,6.301388140173003e-07
1722,8.797253871404922e-08,8.797253871404922e-08,7.388630811939427e-07,7.388630811939427e-07
1723,1.311987714659933e-07,1.311987714659933e-07,7.013461324082268e-07,7.013461324082268e-07
1724,1.3706969121634366e-07,1.3706969121634366e-07,7.024650585663039e-07,7.024650585663039e-07
1725,1.3629208441199937e-07,1.3629208441199937e-07,8.394495409902447e-07,8.394495409902447e-07
1726,2.5765454582580916e-07,2.5765454582580916e-07,1.098968470257335e-06,1.098968470257335e-06
1727,2.8780626034777666e-07,2.8780626034777666e-07,1.0501633929444715e-06,1.0501633929444715e-06
1728,2.8780626034777666e-07,2.8780626034777666e-07,1.0551952129844722e-06,1.0551952129844722e-06
1729,2.8780626034777666e-07,2.8780626034777666e-07,1.2424250915695926e-06,1.2424250915695926e-06
1730,2.4458002759583254e-07,2.4458002759583254e-07,1.2459882400759983e-06,1.2459882400759983e-06
1731,2.6657606611024676e-07,2.6657606611024676e-07,1.2617215361387935e-06,1.2617215361387935e-06
1732,4.0833326206016605e-07,4.0833326206016605e-07,1.2270078611566402e-06,1.2270078611566402e-06
1733,2.8697080064635626e-07,2.8697080064635626e-07,9.797924868897617e-07,9.797924868897617e-07
1734,1.8433006029486672e-07,1.8433006029486672e-07,1.0099133435557763e-06,1.0099133435557763e-06
1735,2.3606546863317946e-07,2.3606546863317946e-07,1.0679008986309263e-06,1.0679008986309263e-06
1736,2.581147689235357e-07,2.581147689235357e-07,1.069016913593909e-06,1.069016913593909e-06
1737,2.7887965359241207e-07,2.7887965359241207e-07,1.110512235819832e-06,1.110512235819832e-06
1738,2.510126953276475e-07,2.510126953276475e-07,1.0862542946402494e-06,1.0862542946402494e-06
1739,1.3332058910821486e-07,1.3332058910821486e-07,1.1721099286075644e-06,1.1721099286075644e-06
1740,1.4829514632148338e-07,1.4829514632148338e-07,1.4776136814426927e-06,1.4776136814426927e-06
1741,1.4829514632148338e-07,1.4829514632148338e-07,1.3563665918679492e-06,1.3563665918679492e-06
1742,1.603334618088021e-07,1.603334618088021e-07,1.3795476953808766e-06,1.3795476953808766e-06
1743,1.5754694869331486e-07,1.5754694869331486e-07,1.1368839766743934e-06,1.1368839766743934e-06
1744,1.5910236531421367e-07,1.5910236531421367e-07,1.0901901857453465e-06,1.0901901857453465e-06
1745,1.654139413379393e-07,1.654139413379393e-07,1.1969137249577346e-06,1.1969137249577346e-06
1746,1.614887855185186e-07,1.614887855185186e-07,1.044198577509243e-06,1.044198577509243e-06
1747,1.4651422830525007e-07,1.4651422830525007e-07,7.763065233185833e-07,7.763065233185833e-07
1748,1.8291154851064156e-07,1.8291154851064156e-07,8.042465781597587e-07,8.042465781597587e-07
1749,1.1913782468501008e-07,1.1913782468501008e-07,6.822993278936857e-07,6.822993278936857e-07
1750,1.1306996329705856e-07,1.1306996329705856e-07,8.526530369376165e-07,8.526530369376165e-07
1751,9.07496620072834e-08,9.07496620072834e-08,8.142346936373152e-07,8.142346936373152e-07
1752,9.613385693845495e-08,9.613385693845495e-08,8.01620505594006e-07,8.01620505594006e-07
1753,6.631736937379173e-08,6.631736937379173e-08,8.226626724600854e-07,8.226626724600854e-07
1754,1.1652619491542282e-07,1.1652619491542282e-07,7.564899980090039e-07,7.564899980090039e-07
1755,8.39821824781341e-08,8.39821824781341e-08,7.269360488797767e-07,7.269360488797767e-07
1756,1.1130141785997694e-07,1.1130141785997694e-07,7.486262388413576e-07,7.486262388413576e-07
1757,1.0419673860237058e-07,1.0419673860237058e-07,6.26071437994012e-07,6.26071437994012e-07
1758,1.4459534014577002e-07,1.4459534014577002e-07,6.729001792596787e-07,6.729001792596787e-07
1759,1.3985715899674949e-07,1.3985715899674949e-07,6.134028061361667e-07,6.134028061361667e-07
1760,2.120074457577305e-07,2.120074457577305e-07,6.198571976970665e-07,6.198571976970665e-07
1761,1.9232986200482367e-07,1.9232986200482367e-07,6.15383084680486e-07,6.15383084680486e-07
1762,1.8847655423672093e-07,1.8847655423672093e-07,5.9782219961692e-07,5.9782219961692e-07
1763,1.63995993420128e-07,1.63995993420128e-07,5.521768774282723e-07,5.521768774282723e-07
1764,1.607164265798084e-07,1.607164265798084e-07,4.975938127569992e-07,4.975938127569992e-07
1765,1.4979190916213675e-07,1.4979190916213675e-07,5.163677891622293e-07,5.163677891622293e-07
1766,1.7344378783994735e-07,1.7344378783994735e-07,8.684446056252324e-07,8.684446056252324e-07
1767,9.626414865238075e-08,9.626414865238075e-08,8.426240266804339e-07,8.426240266804339e-07
1768,1.1401273474526924e-07,1.1401273474526924e-07,8.943078252546652e-07,8.943078252546652e-07
1769,1.4142907086725893e-07,1.4142907086725893e-07,9.180405494849506e-07,9.180405494849506e-07
1770,1.3859039630200902e-07,1.3859039630200902e-07,1.1983919096435005e-06,1.1983919096435005e-06
1771,1.4104500424748168e-07,1.4104500424748168e-07,1.1544513560985642e-06,1.1544513560985642e-06
1772,1.1684308377977817e-07,1.1684308377977817e-07,1.1136240496106048e-06,1.1136240496106048e-06
1773,9.661437871955059e-08,9.661437871955059e-08,7.585626938017802e-07,7.585626938017802e-07
1774,1.1532162095103818e-07,1.1532162095103818e-07,6.993526844618308e-07,6.993526844618308e-07
1775,8.437392803476282e-08,8.437392803476282e-08,6.471557522250546e-07,6.471557522250546e-07
1776,6.780706992718219e-08,6.780706992718219e-08,6.238698416284803e-07,6.238698416284803e-07
1777,7.65612203476199e-08,7.65612203476199e-08,3.5062459500880193e-07,3.5062459500880193e-07
1778,9.632622572602096e-08,9.632622572602096e-08,4.244193283804114e-07,4.244193283804114e-07
1779,9.873911923006875e-08,9.873911923006875e-08,4.0704051684770093e-07,4.0704051684770093e-07
1780,8.835835580660906e-08,8.835835580660906e-08,3.6516004797704227e-07,3.6516004797704227e-07
1781,7.347614732517676e-08,7.347614732517676e-08,3.885534779003917e-07,3.885534779003917e-07
1782,8.851601458153319e-08,8.851601458153319e-08,4.084725000146656e-07,4.084725000146656e-07
1783,7.766653656712411e-08,7.766653656712411e-08,4.4824711916849734e-07,4.4824711916849734e-07
1784,7.224133037807081e-08,7.224133037807081e-08,4.5730767997806e-07,4.5730767997806e-07
1785,4.7211037365205554e-08,4.7211037365205554e-08,4.6560071252445467e-07,4.6560071252445467e-07
1786,3.9525980203133515e-08,3.9525980203133515e-08,4.761300301327408e-07,4.761300301327408e-07
1787,4.5971688424271765e-08,4.5971688424271765e-08,5.020842966782116e-07,5.020842966782116e-07
1788,5.390562333015428e-08,5.390562333015428e-08,4.85817870250165e-07,4.85817870250165e-07
1789,2.3860390742567817e-08,2.3860390742567817e-08,4.3953645396348815e-07,4.3953645396348815e-07
1790,4.5957358299883056e-08,4.5957358299883056e-08,4.198429540533003e-07,4.198429540533003e-07
1791,1.436232775883387e-07,1.436232775883387e-07,5.461296471561841e-07,5.461296471561841e-07
1792,1.4579980169214325e-07,1.4579980169214325e-07,5.269529270078368e-07,5.269529270078368e-07
1793,1.586180890760553e-07,1.586180890760553e-07,5.809508617663337e-07,5.809508617663337e-07
1794,1.6215223678070094e-07,1.6215223678070094e-07,6.086417272399558e-07,6.086417272399558e-07
1795,1.8053124887070941e-07,1.8053124887070941e-07,7.110023472835434e-07,7.110023472835434e-07
1796,1.7915264084931793e-07,1.7915264084931793e-07,7.763034415932322e-07,7.763034415932322e-07
1797,1.6215798627681822e-07,1.6215798627681822e-07,7.722291448836976e-07,7.722291448836976e-07
1798,7.447222667116599e-08,7.447222667116599e-08,6.705768303813134e-07,6.705768303813134e-07
1799,7.950493768100436e-08,7.950493768100436e-08,6.720555550795584e-07,6.720555550795584e-07
1800,9.097481999477606e-08,9.097481999477606e-08,7.155168231877594e-07,7.155168231877594e-07
1801,9.353215668639336e-08,9.353215668639336e-08,7.232997185318319e-07,7.232997185318319e-07
1802,7.251083917430329e-08,7.251083917430329e-08,6.57714723826887e-07,6.57714723826887e-07
1803,8.279467625779294e-08,8.279467625779294e-08,6.722692294910562e-07,6.722692294910562e-07
1804,9.569193945172369e-08,9.569193945172369e-08,6.964224163701666e-07,6.964224163701666e-07
1805,9.926187364125586e-08,9.926187364125586e-08,6.813542086092639e-07,6.813542086092639e-07
1806,1.2902530345724828e-07,1.2902530345724828e-07,7.012974460199725e-07,7.012974460199725e-07
1807,1.1729040697413698e-07,1.1729040697413698e-07,6.522837696008667e-07,6.522837696008667e-07
1808,1.2052254813202774e-07,1.2052254813202774e-07,6.382176463505727e-07,6.382176463505727e-07
1809,1.1719547897216995e-07,1.1719547897216995e-07,6.239408207875385e-07,6.239408207875385e-07
1810,1.1577067431695858e-07,1.1577067431695858e-07,6.111816495441807e-07,6.111816495441807e-07
1811,1.1417797450365339e-07,1.1417797450365339e-07,5.969011372794089e-07,5.969011372794089e-07
1812,1.0469889234952592e-07,1.0469889234952592e-07,5.796975658865579e-07,5.796975658865579e-07
1813,7.25757125508153e-08,7.25757125508153e-08,5.142353204843988e-07,5.142353204843988e-07
1814,7.193305303790762e-08,7.193305303790762e-08,4.41585037996057e-07,4.41585037996057e-07
1815,6.002653358499239e-08,6.002653358499239e-08,4.245550867056279e-07,4.245550867056279e-07
1816,6.374557567515435e-08,6.374557567515435e-08,4.512900407657331e-07,4.512900407657331e-07
1817,5.942150390784004e-08,5.942150390784004e-08,3.8790847562657813e-07,3.8790847562657813e-07
1818,5.6442242879484184e-08,5.6442242879484184e-08,3.7827652477062657e-07,3.7827652477062657e-07
1819,9.322973377428362e-08,9.322973377428362e-08,4.319414220585064e-07,4.319414220585064e-07
1820,1.0326733906091639e-07,1.0326733906091639e-07,4.7282402907252876e-07,4.7282402907252876e-07
1821,1.0061263162291262e-07,1.0061263162291262e-07,4.7615540259877367e-07,4.7615540259877367e-07
1822,1.0448548895932877e-07,1.0448548895932877e-07,4.5905704431398977e-07,4.5905704431398977e-07
1823,1.0256184219364123e-07,1.0256184219364123e-07,3.9900020811143933e-07,3.9900020811143933e-07
1824,1.0754008122099939e-07,1.0754008122099939e-07,4.232891248940567e-07,4.232891248940567e-07
1825,1.0208932467646394e-07,1.0208932467646394e-07,4.0446769235456615e-07,4.0446769235456615e-07
1826,6.27603056508568e-08,6.27603056508568e-08,3.2351683338609813e-07,3.2351683338609813e-07
1827,5.853941686950748e-08,5.853941686950748e-08,3.142964167019662e-07,3.142964167019662e-07
1828,5.325536583151396e-08,5.325536583151396e-08,3.016269565543033e-07,3.016269565543033e-07
1829,7.306721069458685e-08,7.306721069458685e-08,3.204990122185336e-07,3.204990122185336e-07
1830,7.243945278543964e-08,7.243945278543964e-08,3.2433846846353323e-07,3.2433846846353323e-07
1831,6.810913890019168e-08,6.810913890019168e-08,3.0579694915949016e-07,3.0579694915949016e-07
