ngram,PG,PG,PE,PE
1832,6.302736161550066e-08,6.302736161550066e-08,3.041292606959749e-07,3.041292606959749e-07
1833,6.369497741941035e-08,6.369497741941035e-08,3.0320037426788205e-07,3.0320037426788205e-07
1834,5.9009109471779604e-08,5.9009109471779604e-08,2.5881751802054556e-07,2.5881751802054556e-07
1835,5.956155797142466e-08,5.956155797142466e-08,2.5325444547823803e-07,2.5325444547823803e-07
1836,3.4566121647523166e-08,3.4566121647523166e-08,2.2808774450108364e-07,2.2808774450108364e-07
1837,3.2100492169157794e-08,3.2100492169157794e-08,2.2375371599991922e-07,2.2375371599991922e-07
1838,3.2991413283817953e-08,3.2991413283817953e-08,2.2027968173331048e-07,2.2027968173331048e-07
1839,4.328230167922291e-08,4.328230167922291e-08,2.2134752595905282e-07,2.2134752595905282e-07
1840,4.3047275458515544e-08,4.3047275458515544e-08,2.3348287722261114e-07,2.3348287722261114e-07
1841,4.154550887441084e-08,4.154550887441084e-08,2.317265130256731e-07,2.317265130256731e-07
1842,4.83328770022646e-08,4.83328770022646e-08,2.521192905240761e-07,2.521192905240761e-07
1843,5.345301699678982e-08,5.345301699678982e-08,2.5161400937382237e-07,2.5161400937382237e-07
1844,5.924597498311154e-08,5.924597498311154e-08,2.6433907862610795e-07,2.6433907862610795e-07
1845,6.103352337813054e-08,6.103352337813054e-08,2.820656825568741e-07,2.820656825568741e-07
1846,5.0325932373799076e-08,5.0325932373799076e-08,2.770988995085385e-07,2.770988995085385e-07
1847,5.067122315389432e-08,5.067122315389432e-08,2.7019972240590763e-07,2.7019972240590763e-07
1848,5.1442672597902724e-08,5.1442672597902724e-08,2.619561862664861e-07,2.619561862664861e-07
1849,4.4107726487092284e-08,4.4107726487092284e-08,2.4068861494340255e-07,2.4068861494340255e-07
1850,3.9426110630204544e-08,3.9426110630204544e-08,2.2809130127500664e-07,2.2809130127500664e-07
1851,3.763798365038643e-08,3.763798365038643e-08,2.168301957031612e-07,2.168301957031612e-07
1852,3.494641680796511e-08,3.494641680796511e-08,1.9017014096789353e-07,1.9017014096789353e-07
1853,3.570141363492699e-08,3.570141363492699e-08,1.80934372500425e-07,1.80934372500425e-07
1854,3.72868714951632e-08,3.72868714951632e-08,1.7799351326175383e-07,1.7799351326175383e-07
1855,3.623699486508615e-08,3.623699486508615e-08,1.7678008694994268e-07,1.7678008694994268e-07
1856,3.832352314857092e-08,3.832352314857092e-08,1.8061529820962668e-07,1.8061529820962668e-07
1857,4.120529466839733e-08,4.120529466839733e-08,1.8544816019324832e-07,1.8544816019324832e-07
1858,3.535862320396583e-08,3.535862320396583e-08,1.784554513051262e-07,1.784554513051262e-07
1859,3.612569418213038e-08,3.612569418213038e-08,1.74056393932785e-07,1.74056393932785e-07
1860,4.588429801190484e-08,4.588429801190484e-08,1.8917411637175974e-07,1.8917411637175974e-07
1861,4.272957302272776e-08,4.272957302272776e-08,1.8068997422103295e-07,1.8068997422103295e-07
1862,4.2875458104520344e-08,4.2875458104520344e-08,1.8461142506761723e-07,1.8461142506761723e-07
1863,4.134730297827056e-08,4.134730297827056e-08,1.8068304744442036e-07,1.8068304744442036e-07
1864,3.87715855611402e-08,3.87715855611402e-08,1.7741880396572795e-07,1.7741880396572795e-07
1865,3.930613574303672e-08,3.930613574303672e-08,1.8107385406957682e-07,1.8107385406957682e-07
1866,3.941097480110654e-08,3.941097480110654e-08,1.8611641548562018e-07,1.8611641548562018e-07
1867,2.905495526712392e-08,2.905495526712392e-08,1.7301193265341552e-07,1.7301193265341552e-07
1868,2.7586992753672997e-08,2.7586992753672997e-08,1.8635932771563342e-07,1.8635932771563342e-07
1869,3.915449399625816e-08,3.915449399625816e-08,1.9509977278175938e-07,1.9509977278175938e-07
1870,4.154617475446035e-08,4.154617475446035e-08,1.9999208689114312e-07,1.9999208689114312e-07
1871,5.099040021962407e-08,5.099040021962407e-08,2.0443549025068413e-07,2.0443549025068413e-07
1872,5.3252666022883336e-08,5.3252666022883336e-08,2.0693266833404778e-07,2.0693266833404778e-07
1873,5.1216917437305453e-08,5.1216917437305453e-08,2.0551921409150964e-07,2.0551921409150964e-07
1874,6.046343159482603e-08,6.046343159482603e-08,2.1385709812550756e-07,2.1385709812550756e-07
1875,6.271827197273134e-08,6.271827197273134e-08,2.1410032705456876e-07,2.1410032705456876e-07
1876,5.086793614899372e-08,5.086793614899372e-08,2.144823493413891e-07,2.144823493413891e-07
1877,4.949847262228754e-08,4.949847262228754e-08,2.1735492339303164e-07,2.1735492339303164e-07
1878,4.5574930749938044e-08,4.5574930749938044e-08,2.1881686101161385e-07,2.1881686101161385e-07
1879,4.484171814819352e-08,4.484171814819352e-08,2.169187963220663e-07,2.169187963220663e-07
1880,5.2417432933842585e-08,5.2417432933842585e-08,2.3144908465967872e-07,2.3144908465967872e-07
1881,4.473318299907143e-08,4.473318299907143e-08,2.228202171344102e-07,2.228202171344102e-07
1882,4.629636077676683e-08,4.629636077676683e-08,2.173305720784161e-07,2.173305720784161e-07
1883,4.8111611202931015e-08,4.8111611202931015e-08,2.1145197186862269e-07,2.1145197186862269e-07
1884,4.6154582124456415e-08,4.6154582124456415e-08,2.1013021215107335e-07,2.1013021215107335e-07
1885,4.067491714871656e-08,4.067491714871656e-08,2.1127879636294112e-07,2.1127879636294112e-07
1886,4.421054836508834e-08,4.421054836508834e-08,2.1692556271903284e-07,2.1692556271903284e-07
1887,4.074466402365877e-08,4.074466402365877e-08,2.0763875089154942e-07,2.0763875089154942e-07
1888,4.192000549859845e-08,4.192000549859845e-08,2.1128425333115176e-07,2.1128425333115176e-07
1889,4.885006532617808e-08,4.885006532617808e-08,2.142588288376958e-07,2.142588288376958e-07
1890,5.0661514348705946e-08,5.0661514348705946e-08,2.175510981520087e-07,2.175510981520087e-07
1891,5.323204480386526e-08,5.323204480386526e-08,2.1760879219203032e-07,2.1760879219203032e-07
1892,5.544484845846195e-08,5.544484845846195e-08,2.1693730291514969e-07,2.1693730291514969e-07
1893,5.243085204093794e-08,5.243085204093794e-08,2.1293676054158694e-07,2.1293676054158694e-07
1894,4.798409035190941e-08,4.798409035190941e-08,2.0904775104619538e-07,2.0904775104619538e-07
1895,4.534161033932703e-08,4.534161033932703e-08,2.1496448303943388e-07,2.1496448303943388e-07
1896,3.5424789197285074e-08,3.5424789197285074e-08,2.161865759424992e-07,2.161865759424992e-07
1897,3.4608298956787364e-08,3.4608298956787364e-08,2.2262243654885034e-07,2.2262243654885034e-07
1898,3.565274856295478e-08,3.565274856295478e-08,2.206416484438835e-07,2.206416484438835e-07
1899,3.543894270105089e-08,3.543894270105089e-08,2.2097249744287444e-07,2.2097249744287444e-07
1900,3.855256228543372e-08,3.855256228543372e-08,2.2564658966725153e-07,2.2564658966725153e-07
1901,3.710566914045492e-08,3.710566914045492e-08,2.3246299260141052e-07,2.3246299260141052e-07
1902,3.912683129872871e-08,3.912683129872871e-08,2.282595232827589e-07,2.282595232827589e-07
1903,4.290098917384252e-08,4.290098917384252e-08,2.2260549924015193e-07,2.2260549924015193e-07
1904,3.9737364636900045e-08,3.9737364636900045e-08,2.0978312014514294e-07,2.0978312014514294e-07
1905,4.449088437346356e-08,4.449088437346356e-08,2.1005751550871666e-07,2.1005751550871666e-07
1906,4.4941299443783985e-08,4.4941299443783985e-08,2.0618711208239153e-07,2.0618711208239153e-07
1907,4.407891880069721e-08,4.407891880069721e-08,2.0537565197693247e-07,2.0537565197693247e-07
1908,4.94589669537098e-08,4.94589669537098e-08,1.966143636471835e-07,1.966143636471835e-07
1909,5.333363059126636e-08,5.333363059126636e-08,1.935242599821712e-07,1.935242599821712e-07
1910,5.6597293455037545e-08,5.6597293455037545e-08,1.9449835519935732e-07,1.9449835519935732e-07
1911,6.912987566514467e-08,6.912987566514467e-08,1.971618753974066e-07,1.971618753974066e-07
1912,1.0357451582113494e-07,1.0357451582113494e-07,1.9708895747174081e-07,1.9708895747174081e-07
1913,1.088254190254442e-07,1.088254190254442e-07,2.0109169034705182e-07,2.0109169034705182e-07
1914,1.1165842193707118e-07,1.1165842193707118e-07,2.0106170341348063e-07,2.0106170341348063e-07
1915,1.0871851685578804e-07,1.0871851685578804e-07,2.101686849950316e-07,2.101686849950316e-07
1916,1.0558553498185574e-07,1.0558553498185574e-07,2.1796945150396952e-07,2.1796945150396952e-07
1917,1.1468337289345851e-07,1.1468337289345851e-07,2.304420974041932e-07,2.304420974041932e-07
1918,1.082195778069815e-07,1.082195778069815e-07,2.4354302143235274e-07,2.4354302143235274e-07
1919,7.591245727261204e-08,7.591245727261204e-08,2.5744360852643565e-07,2.5744360852643565e-07
1920,8.239171376901919e-08,8.239171376901919e-08,2.619218284800289e-07,2.619218284800289e-07
1921,1.0493494175177278e-07,1.0493494175177278e-07,2.6514681345750954e-07,2.6514681345750954e-07
1922,1.1176242915260965e-07,1.1176242915260965e-07,2.8520655551541753e-07,2.8520655551541753e-07
1923,1.234068045213072e-07,1.234068045213072e-07,2.9199378559496836e-07,2.9199378559496836e-07
1924,1.2296286960073693e-07,1.2296286960073693e-07,2.9455943360647196e-07,2.9455943360647196e-07
1925,1.3225559720402608e-07,1.3225559720402608e-07,3.0922525492574747e-07,3.0922525492574747e-07
1926,1.3394321233103516e-07,1.3394321233103516e-07,3.335165956741548e-07,3.335165956741548e-07
1927,1.3859588270699013e-07,1.3859588270699013e-07,3.5583060561553535e-07,3.5583060561553535e-07
1928,1.220878149053663e-07,1.220878149053663e-07,3.6712220565147747e-07,3.6712220565147747e-07
1929,1.2370880040992104e-07,1.2370880040992104e-07,3.6384871496660966e-07,3.6384871496660966e-07
1930,1.328721564521272e-07,1.328721564521272e-07,3.878236043419747e-07,3.878236043419747e-07
1931,1.286766797241918e-07,1.286766797241918e-07,4.340022111851535e-07,4.340022111851535e-07
1932,2.5456213340443614e-07,2.5456213340443614e-07,4.513898699899853e-07,4.513898699899853e-07
1933,2.902919717939767e-07,2.902919717939767e-07,4.614417272413058e-07,4.614417272413058e-07
1934,2.9306139331148575e-07,2.9306139331148575e-07,4.804427240807334e-07,4.804427240807334e-07
1935,2.901737253020136e-07,2.901737253020136e-07,5.012655037717195e-07,5.012655037717195e-07
1936,3.002975574872835e-07,3.002975574872835e-07,5.157896956526591e-07,5.157896956526591e-07
1937,3.061109948378414e-07,3.061109948378414e-07,7.091814252037563e-07,7.091814252037563e-07
1938,3.8930881325021413e-07,3.8930881325021413e-07,7.508808721468085e-07,7.508808721468085e-07
1939,2.725321073577496e-07,2.725321073577496e-07,8.04762878812783e-07,8.04762878812783e-07
1940,2.4744644073442554e-07,2.4744644073442554e-07,8.560229746633143e-07,8.560229746633143e-07
1941,2.5993121864433177e-07,2.5993121864433177e-07,1.2354150434085959e-06,1.2354150434085959e-06
1942,3.2704201251882683e-07,3.2704201251882683e-07,1.3280515815949911e-06,1.3280515815949911e-06
1943,3.4773963315209197e-07,3.4773963315209197e-07,1.4254615215187577e-06,1.4254615215187577e-06
1944,3.757256864998583e-07,3.757256864998583e-07,1.3154351563571254e-06,1.3154351563571254e-06
1945,3.2895442205114834e-07,3.2895442205114834e-07,1.32303040345505e-06,1.32303040345505e-06
1946,3.6067852095454457e-07,3.6067852095454457e-07,1.3011097540324305e-06,1.3011097540324305e-06
1947,3.862790021815142e-07,3.862790021815142e-07,1.287770731193762e-06,1.287770731193762e-06
1948,4.1995668555370814e-07,4.1995668555370814e-07,1.0515552730794298e-06,1.0515552730794298e-06
1949,4.6985043614508217e-07,4.6985043614508217e-07,1.0254026960865303e-06,1.0254026960865303e-06
1950,5.25373211855497e-07,5.25373211855497e-07,9.782325654279184e-07,9.782325654279184e-07
1951,5.532636180305417e-07,5.532636180305417e-07,9.98185563665694e-07,9.98185563665694e-07
1952,6.035111011572423e-07,6.035111011572423e-07,1.069594588898326e-06,1.069594588898326e-06
1953,6.346516069502936e-07,6.346516069502936e-07,1.127617711712706e-06,1.127617711712706e-06
1954,9.832098807497199e-07,9.832098807497199e-07,1.1881090407379297e-06,1.1881090407379297e-06
1955,1.0171914043764576e-06,1.0171914043764576e-06,1.1278458243525944e-06,1.1278458243525944e-06
1956,9.883766308251194e-07,9.883766308251194e-07,1.210572171268203e-06,1.210572171268203e-06
1957,9.851189182492298e-07,9.851189182492298e-07,1.3025326422523773e-06,1.3025326422523773e-06
1958,1.008849632658634e-06,1.008849632658634e-06,1.3418946959323615e-06,1.3418946959323615e-06
1959,1.0429005133768702e-06,1.0429005133768702e-06,1.3401573986422072e-06,1.3401573986422072e-06
1960,1.0600532180303292e-06,1.0600532180303292e-06,1.3966447178453173e-06,1.3966447178453173e-06
1961,7.884676977352813e-07,7.884676977352813e-07,1.4846216020357263e-06,1.4846216020357263e-06
1962,8.039895322196701e-07,8.039895322196701e-07,1.603258332189788e-06,1.603258332189788e-06
1963,8.479494307981181e-07,8.479494307981181e-07,1.6424915949236102e-06,1.6424915949236102e-06
1964,8.814678104889546e-07,8.814678104889546e-07,1.7233689309900261e-06,1.7233689309900261e-06
1965,8.845090876872876e-07,8.845090876872876e-07,1.8740135893884663e-06,1.8740135893884663e-06
1966,8.845522643241566e-07,8.845522643241566e-07,2.0169489646702587e-06,2.0169489646702587e-06
1967,9.54539822422313e-07,9.54539822422313e-07,2.2414251524034105e-06,2.2414251524034105e-06
1968,9.924920212662464e-07,9.924920212662464e-07,2.3612725336923698e-06,2.3612725336923698e-06
1969,1.1435543569859874e-06,1.1435543569859874e-06,2.538886324795645e-06,2.538886324795645e-06
1970,1.2450539494628693e-06,1.2450539494628693e-06,2.7207151690942865e-06,2.7207151690942865e-06
1971,1.4670198262527784e-06,1.4670198262527784e-06,2.8968053291984167e-06,2.8968053291984167e-06
1972,1.7809330269561282e-06,1.7809330269561282e-06,3.0083972758023137e-06,3.0083972758023137e-06
1973,2.0347409222917382e-06,2.0347409222917382e-06,3.1438700521643374e-06,3.1438700521643374e-06
1974,2.2414521936298115e-06,2.2414521936298115e-06,3.2155067921329258e-06,3.2155067921329258e-06
1975,2.4704917872700856e-06,2.4704917872700856e-06,3.334705135265332e-06,3.334705135265332e-06
1976,2.669124293268916e-06,2.669124293268916e-06,3.3794951832533116e-06,3.3794951832533116e-06
1977,2.927262845072879e-06,2.927262845072879e-06,3.495036610599657e-06,3.495036610599657e-06
1978,3.0963871527741764e-06,3.0963871527741764e-06,3.5511032885031975e-06,3.5511032885031975e-06
1979,3.128355988987356e-06,3.128355988987356e-06,3.6956389197127592e-06,3.6956389197127592e-06
1980,3.2139219001692254e-06,3.2139219001692254e-06,3.845937921401596e-06,3.845937921401596e-06
1981,3.3612575732279637e-06,3.3612575732279637e-06,3.954623740095745e-06,3.954623740095745e-06
1982,3.566267391111718e-06,3.566267391111718e-06,4.19016487285262e-06,4.19016487285262e-06
1983,3.6203831054340948e-06,3.6203831054340948e-06,4.470423586358915e-06,4.470423586358915e-06
1984,3.6957960349224905e-06,3.6957960349224905e-06,4.69731302083736e-06,4.69731302083736e-06
1985,3.7024767607363174e-06,3.7024767607363174e-06,4.95700734453359e-06,4.95700734453359e-06
1986,3.778805518907445e-06,3.778805518907445e-06,5.117715772939846e-06,5.117715772939846e-06
1987,3.8373434563254705e-06,3.8373434563254705e-06,5.241667102901764e-06,5.241667102901764e-06
1988,3.829479705278313e-06,3.829479705278313e-06,5.43043045451798e-06,5.43043045451798e-06
1989,3.830280905146667e-06,3.830280905146667e-06,5.435134815862901e-06,5.435134815862901e-06
1990,3.942678111863123e-06,3.942678111863123e-06,5.333423554735159e-06,5.333423554735159e-06
1991,3.986327621013126e-06,3.986327621013126e-06,5.269926077744458e-06,5.269926077744458e-06
1992,4.038437932000047e-06,4.038437932000047e-06,5.1861105540800575e-06,5.1861105540800575e-06
1993,4.034086714455043e-06,4.034086714455043e-06,5.1625531471342716e-06,5.1625531471342716e-06
1994,4.114057121894023e-06,4.114057121894023e-06,5.237609652145433e-06,5.237609652145433e-06
1995,4.106420712040355e-06,4.106420712040355e-06,5.163510455271794e-06,5.163510455271794e-06
1996,4.0350492197051476e-06,4.0350492197051476e-06,5.141491458614057e-06,5.141491458614057e-06
1997,3.9146461533943826e-06,3.9146461533943826e-06,5.160175338200393e-06,5.160175338200393e-06
1998,3.79682156952705e-06,3.79682156952705e-06,5.1135103344027555e-06,5.1135103344027555e-06
1999,3.648801956452579e-06,3.648801956452579e-06,5.128529405088297e-06,5.128529405088297e-06
2000,3.5683667322570855e-06,3.5683667322570855e-06,5.099902864458272e-06,5.099902864458272e-06
2001,4.035220497046664e-06,4.035220497046664e-06,5.032013502516618e-06,5.032013502516618e-06
2002,5.065389229587579e-06,5.065389229587579e-06,5.133470364983493e-06,5.133470364983493e-06
2003,5.123933663396331e-06,5.123933663396331e-06,5.1428766190448575e-06,5.1428766190448575e-06
2004,5.065437302878958e-06,5.065437302878958e-06,5.181446080574201e-06,5.181446080574201e-06
2005,5.149973990877957e-06,5.149973990877957e-06,5.328324472689669e-06,5.328324472689669e-06
2006,5.065747992765475e-06,5.065747992765475e-06,5.3698563533544075e-06,5.3698563533544075e-06
2007,4.9760849703618855e-06,4.9760849703618855e-06,5.2586829692050486e-06,5.2586829692050486e-06
2008,4.298331987229176e-06,4.298331987229176e-06,5.249332064392677e-06,5.249332064392677e-06
2009,3.2598231557910495e-06,3.2598231557910495e-06,5.2852050690229845e-06,5.2852050690229845e-06
2010,3.1105491871130653e-06,3.1105491871130653e-06,5.260479611024493e-06,5.260479611024493e-06
2011,3.001186866770565e-06,3.001186866770565e-06,5.103379732775336e-06,5.103379732775336e-06
2012,2.7308642854352783e-06,2.7308642854352783e-06,5.0030294005409814e-06,5.0030294005409814e-06
2013,2.7081478687510492e-06,2.7081478687510492e-06,5.004706703662773e-06,5.004706703662773e-06
2014,2.6735683279964306e-06,2.6735683279964306e-06,5.0885925182748385e-06,5.0885925182748385e-06
2015,2.5604921185211945e-06,2.5604921185211945e-06,4.977364369551651e-06,4.977364369551651e-06
2016,2.4024818685575156e-06,2.4024818685575156e-06,4.73440650239354e-06,4.73440650239354e-06
2017,2.2898968836670974e-06,2.2898968836670974e-06,4.700322733697249e-06,4.700322733697249e-06
2018,2.2599046133109368e-06,2.2599046133109368e-06,4.829943554796045e-06,4.829943554796045e-06
2019,2.2636443759438407e-06,2.2636443759438407e-06,4.783569465871551e-06,4.783569465871551e-06
