ngram,Wipro,Wi,Wi,Wip
1562,0.0,0.0,0.0,0.0
1563,0.0,4.5462171068980493e-07,4.5462171068980493e-07,0.0
1564,0.0,4.5462171068980493e-07,4.5462171068980493e-07,0.0
1565,0.0,1.466422353197621e-06,1.466422353197621e-06,0.0
1566,0.0,1.466422353197621e-06,1.466422353197621e-06,0.0
1567,0.0,1.466422353197621e-06,1.466422353197621e-06,0.0
1568,0.0,1.466422353197621e-06,1.466422353197621e-06,0.0
1569,0.0,1.466422353197621e-06,1.466422353197621e-06,0.0
1570,0.0,1.011800642507816e-06,1.011800642507816e-06,0.0
1571,0.0,1.011800642507816e-06,1.011800642507816e-06,0.0
1572,0.0,0.0,0.0,0.0
1573,0.0,0.0,0.0,0.0
1574,0.0,0.0,0.0,0.0
1575,0.0,1.2572796289792417e-06,1.2572796289792417e-06,0.0
1576,0.0,1.2572796289792417e-06,1.2572796289792417e-06,0.0
1577,0.0,1.2572796289792417e-06,1.2572796289792417e-06,0.0
1578,0.0,1.4981927409150688e-06,1.4981927409150688e-06,0.0
1579,0.0,1.4981927409150688e-06,1.4981927409150688e-06,0.0
1580,0.0,1.4981927409150688e-06,1.4981927409150688e-06,0.0
1581,0.0,2.0915001154467712e-06,2.0915001154467712e-06,0.0
1582,0.0,8.342204864675296e-07,8.342204864675296e-07,0.0
1583,0.0,8.342204864675296e-07,8.342204864675296e-07,0.0
1584,0.0,8.342204864675296e-07,8.342204864675296e-07,0.0
1585,0.0,7.820254625455294e-07,7.820254625455294e-07,0.0
1586,0.0,7.820254625455294e-07,7.820254625455294e-07,0.0
1587,0.0,7.820254625455294e-07,7.820254625455294e-07,0.0
1588,0.0,8.582239031186743e-07,8.582239031186743e-07,0.0
1589,0.0,8.582239031186743e-07,8.582239031186743e-07,0.0
1590,0.0,8.582239031186743e-07,8.582239031186743e-07,0.0
1591,0.0,8.582239031186743e-07,8.582239031186743e-07,0.0
1592,0.0,6.695058151048475e-07,6.695058151048475e-07,0.0
1593,0.0,6.695058151048475e-07,6.695058151048475e-07,0.0
1594,0.0,6.695058151048475e-07,6.695058151048475e-07,0.0
1595,0.0,0.0,0.0,0.0
1596,0.0,4.2083645114741687e-07,4.2083645114741687e-07,0.0
1597,0.0,5.418985438154778e-07,5.418985438154778e-07,0.0
1598,0.0,6.746002928334097e-07,6.746002928334097e-07,0.0
1599,0.0,6.746002928334097e-07,6.746002928334097e-07,0.0
1600,0.0,7.811063775469458e-07,7.811063775469458e-07,0.0
1601,0.0,7.811063775469458e-07,7.811063775469458e-07,0.0
1602,0.0,8.855070957127152e-07,8.855070957127152e-07,0.0
1603,0.0,4.646706445652983e-07,4.646706445652983e-07,0.0
1604,0.0,3.4360855189723747e-07,3.4360855189723747e-07,0.0
1605,0.0,2.909392134954812e-06,2.909392134954812e-06,0.0
1606,0.0,3.069552349188598e-06,3.069552349188598e-06,0.0
1607,0.0,2.9630462644750618e-06,2.9630462644750618e-06,0.0
1608,0.0,3.1627238610911135e-06,3.1627238610911135e-06,0.0
1609,0.0,3.4356710979669254e-06,3.4356710979669254e-06,0.0
1610,0.0,3.563119361972765e-06,3.563119361972765e-06,0.0
1611,0.0,3.870356189444075e-06,3.870356189444075e-06,0.0
1612,0.0,1.7098723138328102e-06,1.7098723138328102e-06,0.0
1613,0.0,1.8693330616770254e-06,1.8693330616770254e-06,0.0
1614,0.0,2.198942809172877e-06,2.198942809172877e-06,0.0
1615,0.0,1.9992652125568256e-06,1.9992652125568256e-06,0.0
1616,0.0,1.982341789893586e-06,1.982341789893586e-06,0.0
1617,0.0,2.5961415173826808e-06,2.5961415173826808e-06,0.0
1618,0.0,2.5843361137439e-06,2.5843361137439e-06,0.0
1619,0.0,2.271403656907621e-06,2.271403656907621e-06,0.0
1620,0.0,2.153260522520993e-06,2.153260522520993e-06,0.0
1621,0.0,2.1804867661298237e-06,2.1804867661298237e-06,0.0
1622,0.0,2.32118358261297e-06,2.32118358261297e-06,0.0
1623,0.0,2.230173241254566e-06,2.230173241254566e-06,0.0
1624,0.0,1.4889252497596317e-06,1.4889252497596317e-06,0.0
1625,0.0,2.024140729060621e-06,2.024140729060621e-06,0.0
1626,0.0,1.7990717294326584e-06,1.7990717294326584e-06,0.0
1627,0.0,1.597593901741285e-06,1.597593901741285e-06,0.0
1628,0.0,1.699339301402298e-06,1.699339301402298e-06,0.0
1629,0.0,1.8887598603864068e-06,1.8887598603864068e-06,0.0
1630,0.0,2.2230886510702215e-06,2.2230886510702215e-06,0.0
1631,0.0,2.2797686369813164e-06,2.2797686369813164e-06,0.0
1632,0.0,2.0905046734956808e-06,2.0905046734956808e-06,0.0
1633,0.0,2.227597471054261e-06,2.227597471054261e-06,0.0
1634,0.0,2.597851952097179e-06,2.597851952097179e-06,0.0
1635,0.0,2.3862297017071147e-06,2.3862297017071147e-06,0.0
1636,0.0,2.403489962229547e-06,2.403489962229547e-06,0.0
1637,0.0,2.3118678557563854e-06,2.3118678557563854e-06,0.0
1638,0.0,2.524528018251918e-06,2.524528018251918e-06,0.0
1639,0.0,2.194625998137261e-06,2.194625998137261e-06,0.0
1640,0.0,2.4687654201573295e-06,2.4687654201573295e-06,0.0
1641,0.0,2.277677205191659e-06,2.277677205191659e-06,0.0
1642,0.0,2.0307180648160283e-06,2.0307180648160283e-06,0.0
1643,0.0,2.044630215485605e-06,2.044630215485605e-06,0.0
1644,0.0,1.7158322732159701e-06,1.7158322732159701e-06,0.0
1645,0.0,1.7411930944685343e-06,1.7411930944685343e-06,0.0
1646,0.0,1.5304505853107133e-06,1.5304505853107133e-06,0.0
1647,0.0,1.3273094704605422e-06,1.3273094704605422e-06,0.0
1648,0.0,1.469087838553865e-06,1.469087838553865e-06,0.0
1649,0.0,1.625543388529747e-06,1.625543388529747e-06,0.0
1650,0.0,1.3960140157515916e-06,1.3960140157515916e-06,0.0
1651,0.0,1.7286920573107117e-06,1.7286920573107117e-06,0.0
1652,0.0,1.7123480802183622e-06,1.7123480802183622e-06,0.0
1653,0.0,2.214615895874366e-06,2.214615895874366e-06,0.0
1654,0.0,2.1724575357698735e-06,2.1724575357698735e-06,0.0
1655,0.0,1.8515129015993028e-06,1.8515129015993028e-06,0.0
1656,0.0,2.0122086782846182e-06,2.0122086782846182e-06,0.0
1657,0.0,2.1584925856846634e-06,2.1584925856846634e-06,0.0
1658,0.0,1.9641854091137896e-06,1.9641854091137896e-06,0.0
1659,0.0,2.2326705512958663e-06,2.2326705512958663e-06,0.0
1660,0.0,1.8701887256611371e-06,1.8701887256611371e-06,0.0
1661,0.0,2.5104808725830352e-06,2.5104808725830352e-06,0.0
1662,0.0,2.7134801712236367e-06,2.7134801712236367e-06,0.0
1663,0.0,2.7248037375621995e-06,2.7248037375621995e-06,0.0
1664,0.0,2.446759416281046e-06,2.446759416281046e-06,0.0
1665,0.0,2.389615311975441e-06,2.389615311975441e-06,0.0
1666,0.0,1.8827215748323006e-06,1.8827215748323006e-06,0.0
1667,0.0,1.836911073788932e-06,1.836911073788932e-06,0.0
1668,0.0,1.030686182243049e-06,1.030686182243049e-06,0.0
1669,0.0,1.0373655275738462e-06,1.0373655275738462e-06,0.0
1670,0.0,9.021364795509206e-07,9.021364795509206e-07,0.0
1671,0.0,1.3323485867593782e-06,1.3323485867593782e-06,3.911019267174457e-08
1672,0.0,1.5106097107166403e-06,1.5106097107166403e-06,3.911019267174457e-08
1673,0.0,1.9902615804312518e-06,1.9902615804312518e-06,3.911019267174457e-08
1674,0.0,2.0557918755262757e-06,2.0557918755262757e-06,3.911019267174457e-08
1675,0.0,2.296021372265906e-06,2.296021372265906e-06,7.342869220597745e-08
1676,0.0,2.3440217903823523e-06,2.3440217903823523e-06,7.342869220597745e-08
1677,0.0,2.7553275328630533e-06,2.7553275328630533e-06,7.342869220597745e-08
1678,0.0,2.564138282780602e-06,2.564138282780602e-06,3.431849953423287e-08
1679,0.0,2.444332234777643e-06,2.444332234777643e-06,3.431849953423287e-08
1680,0.0,2.503993690489941e-06,2.503993690489941e-06,3.431849953423287e-08
1681,0.0,2.624138898811777e-06,2.624138898811777e-06,3.431849953423287e-08
1682,0.0,2.807291106624429e-06,2.807291106624429e-06,0.0
1683,0.0,3.211628885375311e-06,3.211628885375311e-06,0.0
1684,0.0,3.1622873036342625e-06,3.1622873036342625e-06,0.0
1685,0.0,3.2061460777705567e-06,3.2061460777705567e-06,0.0
1686,0.0,3.214691787434276e-06,3.214691787434276e-06,0.0
1687,0.0,3.2946314994270713e-06,3.2946314994270713e-06,0.0
1688,0.0,3.4267494421718377e-06,3.4267494421718377e-06,0.0
1689,0.0,3.4453641027149776e-06,3.4453641027149776e-06,0.0
1690,0.0,3.177982794763271e-06,3.177982794763271e-06,0.0
1691,0.0,3.1120938664181656e-06,3.1120938664181656e-06,0.0
1692,0.0,3.349909223158777e-06,3.349909223158777e-06,0.0
1693,0.0,3.551329038080959e-06,3.551329038080959e-06,0.0
1694,0.0,3.4286097161384532e-06,3.4286097161384532e-06,0.0
1695,0.0,3.195224832909714e-06,3.195224832909714e-06,0.0
1696,0.0,3.178369005191988e-06,3.178369005191988e-06,1.5745945753613862e-08
1697,0.0,3.1290460031284184e-06,3.1290460031284184e-06,1.5745945753613862e-08
1698,0.0,2.9819768444992534e-06,2.9819768444992534e-06,2.6117216326123786e-08
1699,0.0,3.0755482254919897e-06,3.0755482254919897e-06,6.532583743787005e-08
1700,0.0,2.90651782311865e-06,2.90651782311865e-06,6.532583743787005e-08
1701,0.0,2.766372842545804e-06,2.766372842545804e-06,6.532583743787005e-08
1702,0.0,3.002612239859965e-06,3.002612239859965e-06,6.532583743787005e-08
1703,0.0,3.1074497915791914e-06,3.1074497915791914e-06,4.9579891684256184e-08
1704,0.0,3.169240309424432e-06,3.169240309424432e-06,4.9579891684256184e-08
1705,0.0,3.220774000770429e-06,3.220774000770429e-06,4.8366425785064034e-08
1706,0.0,3.1048978468918776e-06,3.1048978468918776e-06,2.023318756982917e-08
1707,0.0,3.178446279759685e-06,3.178446279759685e-06,3.238564058197621e-08
1708,0.0,3.495903326568493e-06,3.495903326568493e-06,3.238564058197621e-08
1709,0.0,3.4735671436335125e-06,3.4735671436335125e-06,5.643567289683103e-08
1710,0.0,3.4428247285437204e-06,3.4428247285437204e-06,9.086571952008984e-08
1711,0.0,3.462184135319798e-06,3.462184135319798e-06,1.0055804823748207e-07
1712,0.0,3.6007060901153764e-06,3.6007060901153764e-06,1.0226366344211004e-07
1713,0.0,3.4268543264001243e-06,3.4268543264001243e-06,9.118828054559864e-08
1714,0.0,3.4488032919658248e-06,3.4488032919658248e-06,7.90358275334516e-08
1715,0.0,3.2898044537432725e-06,3.2898044537432725e-06,7.90358275334516e-08
1716,0.0,3.177541982170494e-06,3.177541982170494e-06,7.269571154568308e-08
1717,0.0,3.174997670742284e-06,3.174997670742284e-06,3.826566492242429e-08
1718,0.0,3.3369087109999133e-06,3.3369087109999133e-06,2.857333620503206e-08
1719,0.0,3.127259820498044e-06,3.127259820498044e-06,1.770991632708631e-08
1720,0.0,3.1832867404903354e-06,3.1832867404903354e-06,1.770991632708631e-08
1721,0.0,3.1793724701856263e-06,3.1793724701856263e-06,2.6469974402841345e-08
1722,0.0,3.0573219841504136e-06,3.0573219841504136e-06,2.6469974402841345e-08
1723,0.0,3.145872174822476e-06,3.145872174822476e-06,2.7285586107999345e-08
1724,0.0,2.9838232486716672e-06,2.9838232486716672e-06,2.7285586107999345e-08
1725,0.0,2.829273983349724e-06,2.829273983349724e-06,3.4638539148090786e-08
1726,0.0,2.960127663495119e-06,2.960127663495119e-06,4.7413535193235086e-08
1727,0.0,2.8532689222109705e-06,2.8532689222109705e-06,5.425625104749088e-08
1728,0.0,2.8059581771750734e-06,2.8059581771750734e-06,5.197575297139727e-08
1729,0.0,2.787391817296988e-06,2.787391817296988e-06,5.197575297139727e-08
1730,0.0,2.7599732805226395e-06,2.7599732805226395e-06,4.1633462899426377e-08
1731,0.0,2.738834122543007e-06,2.738834122543007e-06,4.1633462899426377e-08
1732,0.0,2.730589520589482e-06,2.730589520589482e-06,4.679755757511625e-08
1733,0.0,2.5369936338393018e-06,2.5369936338393018e-06,3.402256152997195e-08
1734,0.0,2.5987975667313937e-06,2.5987975667313937e-06,2.7179845675716152e-08
1735,0.0,2.7596747713687364e-06,2.7596747713687364e-06,2.070028567605472e-08
1736,0.0,2.687260445912086e-06,2.687260445912086e-06,2.6212610748643783e-08
1737,0.0,2.632976767407464e-06,2.632976767407464e-06,3.187262923428794e-08
1738,0.0,2.528162505248994e-06,2.528162505248994e-06,3.736444550587034e-08
1739,0.0,2.432136365574219e-06,2.432136365574219e-06,2.4847397790089028e-08
1740,0.0,2.5091474396633984e-06,2.5091474396633984e-06,2.4847397790089028e-08
1741,0.0,2.589529425936884e-06,2.589529425936884e-06,2.4847397790089028e-08
1742,0.0,2.2308932362388338e-06,2.2308932362388338e-06,2.4847397790089028e-08
1743,0.0,2.2454906262022893e-06,2.2454906262022893e-06,1.9335072717499964e-08
1744,0.0,2.2417886254645836e-06,2.2417886254645836e-06,5.491816271582398e-09
1745,0.0,2.2729395011213327e-06,2.2729395011213327e-06,0.0
1746,0.0,2.187306888247674e-06,2.187306888247674e-06,4.977977141606971e-09
1747,0.0,2.1207242103368377e-06,2.1207242103368377e-06,4.977977141606971e-09
1748,0.0,2.0142068543853905e-06,2.0142068543853905e-06,4.977977141606971e-09
1749,0.0,2.0713386967534982e-06,2.0713386967534982e-06,9.933257518111662e-09
1750,0.0,1.9557845364813275e-06,1.9557845364813275e-06,9.933257518111662e-09
1751,0.0,1.7895928132410127e-06,1.7895928132410127e-06,1.3502396153545045e-08
1752,0.0,1.818755647166524e-06,1.818755647166524e-06,1.3502396153545045e-08
1753,0.0,1.7810382197629743e-06,1.7810382197629743e-06,8.524419011938074e-09
1754,0.0,1.7868419003467092e-06,1.7868419003467092e-06,8.524419011938074e-09
1755,0.0,1.7510495484072765e-06,1.7510495484072765e-06,1.2377726780040836e-08
1756,0.0,1.705053770300375e-06,1.705053770300375e-06,7.4224464035361444e-09
1757,0.0,1.6621793780099585e-06,1.6621793780099585e-06,7.4224464035361444e-09
1758,0.0,1.630917008047358e-06,1.630917008047358e-06,3.85330776810276e-09
1759,0.0,1.5254176365228237e-06,1.5254176365228237e-06,3.85330776810276e-09
1760,0.0,1.5108326059427263e-06,1.5108326059427263e-06,3.85330776810276e-09
1761,0.0,1.3845647117705084e-06,1.3845647117705084e-06,3.85330776810276e-09
1762,0.0,1.3846032353675192e-06,1.3846032353675192e-06,0.0
1763,0.0,1.31914098996536e-06,1.31914098996536e-06,0.0
1764,0.0,1.3376303188904006e-06,1.3376303188904006e-06,0.0
1765,0.0,1.3398093707499875e-06,1.3398093707499875e-06,2.9474084125727782e-09
1766,0.0,1.4109786142008879e-06,1.4109786142008879e-06,2.9474084125727782e-09
1767,0.0,1.4225308534930394e-06,1.4225308534930394e-06,2.9474084125727782e-09
1768,0.0,1.495273847597543e-06,1.495273847597543e-06,2.9474084125727782e-09
1769,0.0,1.3831022442900576e-06,1.3831022442900576e-06,2.9474084125727782e-09
1770,0.0,1.598872034134859e-06,1.598872034134859e-06,2.9474084125727782e-09
1771,0.0,1.5246124576151487e-06,1.5246124576151487e-06,5.580052229804875e-09
1772,0.0,1.5336844561326352e-06,1.5336844561326352e-06,2.6326438172320975e-09
1773,0.0,1.5870780316618038e-06,1.5870780316618038e-06,2.6326438172320975e-09
1774,0.0,1.541582703014553e-06,1.541582703014553e-06,2.6326438172320975e-09
1775,0.0,1.5731637047013334e-06,1.5731637047013334e-06,5.521332978121661e-09
1776,0.0,1.5310562032157447e-06,1.5310562032157447e-06,5.521332978121661e-09
1777,0.0,1.2992257113962426e-06,1.2992257113962426e-06,5.521332978121661e-09
1778,0.0,1.3072447099407976e-06,1.3072447099407976e-06,2.8886891608895635e-09
1779,0.0,1.3093500602475875e-06,1.3093500602475875e-06,5.450374881580242e-09
1780,0.0,1.2115642594575808e-06,1.2115642594575808e-06,7.799515192427212e-09
1781,0.0,1.1877651136923565e-06,1.1877651136923565e-06,7.799515192427212e-09
1782,0.0,1.0544159424950652e-06,1.0544159424950652e-06,4.910826031537649e-09
1783,0.0,1.6961813490265091e-06,1.6961813490265091e-06,4.910826031537649e-09
1784,0.0,1.977226385666394e-06,1.977226385666394e-06,6.575298147229855e-09
1785,0.0,2.0066562212507833e-06,2.0066562212507833e-06,8.193420545207379e-09
1786,0.0,2.1271282305081385e-06,2.1271282305081385e-06,5.6317348245167005e-09
1787,0.0,2.1920979033244033e-06,2.1920979033244033e-06,3.2825945136697297e-09
1788,0.0,2.216314523398718e-06,2.216314523398718e-06,4.5891465865517085e-09
1789,0.0,2.2490258483490573e-06,2.2490258483490573e-06,6.91591622065906e-09
1790,0.0,1.7188294967646861e-06,1.7188294967646861e-06,6.91591622065906e-09
1791,0.0,1.606132449134228e-06,1.606132449134228e-06,5.251444104966854e-09
1792,0.0,1.588671904885684e-06,1.588671904885684e-06,3.633321706989331e-09
1793,0.0,1.4508024962976509e-06,1.4508024962976509e-06,4.619343828084408e-09
1794,0.0,1.5687990396275251e-06,1.5687990396275251e-06,5.617329395286268e-09
1795,0.0,2.078308154653184e-06,2.078308154653184e-06,5.224049446996202e-09
1796,0.0,2.2366865388383824e-06,2.2366865388383824e-06,2.89727981288885e-09
1797,0.0,2.343092790267422e-06,2.343092790267422e-06,2.89727981288885e-09
1798,0.0,2.401546729353348e-06,2.401546729353348e-06,4.633249910719022e-09
1799,0.0,2.450866580667415e-06,2.450866580667415e-06,5.834789096326176e-09
1800,0.0,2.497337618478923e-06,2.497337618478923e-06,5.6720947938515565e-09
1801,0.0,2.320507048482666e-06,2.320507048482666e-06,5.138449697485368e-09
1802,0.0,1.8200439464115853e-06,1.8200439464115853e-06,4.6593043708956625e-09
1803,0.0,2.0135387168401005e-06,2.0135387168401005e-06,5.010304330152085e-09
1804,0.0,1.9919744025693424e-06,1.9919744025693424e-06,5.620459431199265e-09
1805,0.0,1.871020669698607e-06,1.871020669698607e-06,5.961909347159836e-09
1806,0.0,1.8459643992433224e-06,1.8459643992433224e-06,5.5360204357210054e-09
1807,0.0,1.8470134039359567e-06,1.8470134039359567e-06,8.26945359807699e-09
1808,0.0,1.888314207982538e-06,1.888314207982538e-06,8.511202663287674e-09
1809,0.0,1.9408181190426277e-06,1.9408181190426277e-06,8.619850325583149e-09
1810,0.0,1.684045027364586e-06,1.684045027364586e-06,8.922663306622423e-09
1811,0.0,1.5497029478085876e-06,1.5497029478085876e-06,9.015660028057125e-09
1812,0.0,1.5136128987640923e-06,1.5136128987640923e-06,7.893073052299217e-09
1813,0.0,1.5184619672124557e-06,1.5184619672124557e-06,7.117422778130893e-09
1814,0.0,1.4291566685642465e-06,1.4291566685642465e-06,3.978578070170816e-09
1815,0.0,1.3932718892257462e-06,1.3932718892257462e-06,3.6587699536738683e-09
1816,0.0,1.3658937762426961e-06,1.3658937762426961e-06,3.6865136657634625e-09
1817,0.0,1.3060519320008877e-06,1.3060519320008877e-06,3.7180910096777454e-09
1818,0.0,1.345925852547225e-06,1.345925852547225e-06,4.626252936290598e-09
1819,0.0,1.3334418359331072e-06,1.3334418359331072e-06,4.12231223759615e-09
1820,0.0,1.299892866362435e-06,1.299892866362435e-06,4.564503029515419e-09
1821,0.0,1.3082584148703193e-06,1.3082584148703193e-06,4.532249528058482e-09
1822,0.0,1.3345039308530562e-06,1.3345039308530562e-06,4.3955059116283584e-09
1823,0.0,1.2873373569683672e-06,1.2873373569683672e-06,4.667764381365609e-09
1824,0.0,1.3401966043602442e-06,1.3401966043602442e-06,4.7870941972354734e-09
1825,0.0,1.3371968797010986e-06,1.3371968797010986e-06,3.6822476655119983e-09
1826,1.1849824296409191e-10,1.336444922474454e-06,1.336444922474454e-06,4.890330759391556e-09
1827,1.1849824296409191e-10,1.329625579923491e-06,1.329625579923491e-06,4.6572811797572305e-09
1828,1.1849824296409191e-10,1.3123643936653804e-06,1.3123643936653804e-06,5.043923548672272e-09
1829,1.1849824296409191e-10,1.2161916548133637e-06,1.2161916548133637e-06,5.145757121992136e-09
1830,1.1849824296409191e-10,1.2211982607368554e-06,1.2211982607368554e-06,4.874807763804207e-09
1831,1.1849824296409191e-10,1.1656748922307867e-06,1.1656748922307867e-06,4.99903423418451e-09
1832,1.1849824296409191e-10,1.1167497940992429e-06,1.1167497940992429e-06,5.258912162884956e-09
1833,0.0,1.0600443423364986e-06,1.0600443423364986e-06,3.847371516612392e-09
1834,0.0,1.0324933441552275e-06,1.0324933441552275e-06,5.21637401527743e-09
1835,0.0,1.0488054239691077e-06,1.0488054239691077e-06,1.3325109032053767e-08
1836,7.506117949418467e-11,1.054187496915152e-06,1.054187496915152e-06,1.4324838854789285e-08
1837,7.506117949418467e-11,1.0531575591293013e-06,1.0531575591293013e-06,1.4140218630918712e-08
1838,2.277126741136369e-10,1.0235407736607677e-06,1.0235407736607677e-06,1.4050855257075057e-08
1839,2.277126741136369e-10,1.002179650250972e-06,1.002179650250972e-06,1.4345450208682768e-08
1840,3.0329864017123297e-10,1.0061366180837337e-06,1.0061366180837337e-06,1.515621897826439e-08
1841,3.0329864017123297e-10,1.0478694158726803e-06,1.0478694158726803e-06,1.3997940933358727e-08
1842,3.0329864017123297e-10,1.0836083999622912e-06,1.0836083999622912e-06,1.0164582160092955e-08
1843,2.2823746067704827e-10,1.1097988103106867e-06,1.1097988103106867e-06,9.3380772003826e-09
1844,2.2823746067704827e-10,1.1347602334613579e-06,1.1347602334613579e-06,9.284784433357833e-09
1845,7.558596605759606e-11,1.1160984091215402e-06,1.1160984091215402e-06,8.64541752473461e-09
1846,7.558596605759606e-11,1.105255965480215e-06,1.105255965480215e-06,8.301902911154814e-09
1847,0.0,1.0818995325020557e-06,1.0818995325020557e-06,8.334597773845026e-09
1848,0.0,1.0586274795189508e-06,1.0586274795189508e-06,8.24285814208078e-09
1849,0.0,1.2407557424661978e-06,1.2407557424661978e-06,3.5713534986468532e-09
1850,0.0,1.2133746655048786e-06,1.2133746655048786e-06,3.4739864318567015e-09
1851,0.0,1.1759314669948902e-06,1.1759314669948902e-06,3.74364387109186e-09
1852,0.0,1.1940316296334328e-06,1.1940316296334328e-06,3.947920149524212e-09
1853,0.0,1.2272766655639446e-06,1.2272766655639446e-06,4.2922001825778415e-09
1854,0.0,1.2836000239855951e-06,1.2836000239855951e-06,4.059833421824319e-09
1855,5.250174898005103e-11,1.2773544101816827e-06,1.2773544101816827e-06,5.831777346746289e-09
1856,1.0220055357557101e-10,1.0668003450778736e-06,1.0668003450778736e-06,6.5489742517854665e-09
1857,1.503347803387202e-10,1.079535146735517e-06,1.079535146735517e-06,6.940026902364187e-09
1858,1.503347803387202e-10,1.1329762108809e-06,1.1329762108809e-06,6.682076257393175e-09
1859,1.503347803387202e-10,1.1270628387397404e-06,1.1270628387397404e-06,7.922677149250847e-09
1860,1.503347803387202e-10,1.132752264051565e-06,1.132752264051565e-06,8.019880537446511e-09
1861,1.503347803387202e-10,1.1326920587505031e-06,1.1326920587505031e-06,7.782702387310841e-09
1862,9.783303135866918e-11,1.1762667782022618e-06,1.1762667782022618e-06,7.855644928207134e-09
1863,4.8134226763149204e-11,1.1754835895771976e-06,1.1754835895771976e-06,9.912971554726369e-09
1864,0.0,1.1583305195017601e-06,1.1583305195017601e-06,1.3662916671058106e-08
1865,4.422655099288266e-11,1.1288831274214317e-06,1.1288831274214317e-06,2.4373933347833698e-08
1866,4.422655099288266e-11,1.150463780114868e-06,1.150463780114868e-06,3.374450572936537e-08
1867,4.422655099288266e-11,1.1430288395786192e-06,1.1430288395786192e-06,3.440052001987429e-08
1868,4.422655099288266e-11,1.1154153623595318e-06,1.1154153623595318e-06,3.593012807913608e-08
1869,4.422655099288266e-11,1.072852423281542e-06,1.072852423281542e-06,3.486552037555514e-08
1870,4.422655099288266e-11,1.0612053366847768e-06,1.0612053366847768e-06,3.34887514544643e-08
1871,4.422655099288266e-11,1.0858669514033994e-06,1.0858669514033994e-06,3.452002100041389e-08
1872,0.0,1.0762283539276853e-06,1.0762283539276853e-06,3.042517387236947e-08
1873,0.0,1.078128564456295e-06,1.078128564456295e-06,2.0423735591634795e-08
1874,0.0,1.0550405704634613e-06,1.0550405704634613e-06,2.087403304175593e-08
1875,0.0,1.0612727529795457e-06,1.0612727529795457e-06,2.293514977935729e-08
1876,0.0,1.0780293970518478e-06,1.0780293970518478e-06,2.654157922015494e-08
1877,0.0,1.0995837880857704e-06,1.0995837880857704e-06,2.6270569846482365e-08
1878,0.0,1.0882042228591412e-06,1.0882042228591412e-06,2.1687063446661015e-08
1879,0.0,1.0808567399830541e-06,1.0808567399830541e-06,1.5318807619227722e-08
