ngram,Amazon,Amaon
1733,3.4521956036672107e-07,6.371976724039996e-09
1734,4.192835660887795e-07,6.371976724039996e-09
1735,4.709431737280413e-07,6.371976724039996e-09
1736,4.2876746826030807e-07,0.0
1737,4.683875991824087e-07,0.0
1738,5.598656806731534e-07,0.0
1739,5.324139047096261e-07,0.0
1740,5.576507951283409e-07,0.0
1741,5.471389203291568e-07,0.0
1742,6.351683765615235e-07,0.0
1743,6.653344156250438e-07,0.0
1744,7.693143300814751e-07,0.0
1745,6.934951609797022e-07,0.0
1746,7.206585174961739e-07,0.0
1747,7.281377431159594e-07,0.0
1748,7.455332097703961e-07,0.0
1749,6.462512739549961e-07,0.0
1750,6.488992758996963e-07,0.0
1751,4.837079521686454e-07,0.0
1752,5.228829138559377e-07,0.0
1753,6.441011229136555e-07,0.0
1754,6.445496256089558e-07,0.0
1755,7.502886083849652e-07,0.0
1756,8.561678238753043e-07,0.0
1757,8.729205701131702e-07,0.0
1758,8.993808811348052e-07,0.0
1759,8.618952368319047e-07,0.0
1760,7.175109268635944e-07,0.0
1761,6.866067719459222e-07,0.0
1762,5.801251299024963e-07,0.0
1763,4.488962466504225e-07,0.0
1764,4.2874466998910066e-07,0.0
1765,4.2848854978469066e-07,5.8948168251455564e-09
1766,4.3072345842379687e-07,5.8948168251455564e-09
1767,4.983338612873922e-07,5.8948168251455564e-09
1768,5.129334559634507e-07,5.8948168251455564e-09
1769,4.525519423330999e-07,5.8948168251455564e-09
1770,4.793389284226837e-07,5.8948168251455564e-09
1771,4.6802042114839945e-07,5.8948168251455564e-09
1772,4.983877062159081e-07,0.0
1773,6.697524769703835e-07,2.5951908558649197e-09
1774,7.144964817890858e-07,2.5951908558649197e-09
1775,7.652579958923005e-07,2.5951908558649197e-09
1776,8.646552487334702e-07,2.5951908558649197e-09
1777,8.335402981174411e-07,2.5951908558649197e-09
1778,8.633225872602322e-07,2.5951908558649197e-09
1779,8.888972696955275e-07,2.5951908558649197e-09
1780,8.862839990797511e-07,0.0
1781,8.391167268330589e-07,0.0
1782,8.070393440513206e-07,0.0
1783,7.632917962447599e-07,0.0
1784,7.486388580803447e-07,0.0
1785,8.045148181931186e-07,0.0
1786,7.201797314694756e-07,0.0
1787,5.820947401551686e-07,0.0
1788,5.569280879009446e-07,0.0
1789,5.176269825467119e-07,0.0
1790,5.168562913533086e-07,0.0
1791,5.752954714515519e-07,0.0
1792,5.044244691784375e-07,0.0
1793,6.562941661871134e-07,0.0
1794,7.209086650813593e-07,0.0
1795,8.469749356468778e-07,0.0
1796,9.062438834916975e-07,0.0
1797,9.748938672211288e-07,5.66923650881433e-10
1798,1.0232716525544156e-06,5.66923650881433e-10
1799,1.1615437967650775e-06,5.66923650881433e-10
1800,1.1354855717269987e-06,5.66923650881433e-10
1801,1.1404131003343667e-06,5.66923650881433e-10
1802,1.1326506929825492e-06,5.66923650881433e-10
1803,1.2090860244435525e-06,5.66923650881433e-10
1804,1.1768248912501024e-06,3.0507755052358986e-10
1805,1.117112097810085e-06,5.647550522474327e-10
1806,9.891747936308093e-07,5.647550522474327e-10
1807,9.86567564658409e-07,5.647550522474327e-10
1808,9.432689824149878e-07,8.001182415031036e-10
1809,9.046991473431782e-07,1.161967871128005e-09
1810,8.783648906631112e-07,1.161967871128005e-09
1811,8.93046611898691e-07,1.0912742614317089e-09
1812,9.114847005418727e-07,8.31596759707866e-10
1813,9.188936149127715e-07,1.0255761636760293e-09
1814,8.955022069910359e-07,1.0255761636760293e-09
1815,9.039226581210511e-07,7.902129744203584e-10
1816,9.661739487195779e-07,4.283633447954571e-10
1817,1.0463044921899772e-06,4.283633447954571e-10
1818,1.163044942131819e-06,1.9397940396816337e-10
1819,1.1957123027579136e-06,6.448717433065504e-10
1820,1.2273654062612747e-06,4.508923393383871e-10
1821,1.229931959707236e-06,4.508923393383871e-10
1822,1.2273427176166609e-06,4.508923393383871e-10
1823,1.2792816862981584e-06,4.508923393383871e-10
1824,1.3034009335959645e-06,4.508923393383871e-10
1825,1.1259576971107371e-06,4.508923393383871e-10
1826,1.116269329161566e-06,0.0
1827,1.0854825518435973e-06,0.0
1828,1.0725075542593134e-06,1.103293091807091e-10
1829,1.0978658013170519e-06,1.103293091807091e-10
1830,1.0852897795692634e-06,1.103293091807091e-10
1831,9.558063262764854e-07,1.103293091807091e-10
1832,1.024103783363119e-06,1.103293091807091e-10
1833,1.1184536999410608e-06,1.9280757149583597e-10
1834,1.1577955417253958e-06,1.9280757149583597e-10
1835,1.1591394744365452e-06,2.5004506401923466e-10
1836,1.165244360176335e-06,3.2510624351341933e-10
1837,1.0681952500947643e-06,3.2510624351341933e-10
1838,1.0879383905505944e-06,3.2510624351341933e-10
1839,1.0843395362566558e-06,3.2510624351341933e-10
1840,9.81329532935758e-07,2.4262798119829247e-10
1841,9.791362377395022e-07,2.4262798119829247e-10
1842,1.0926130146669623e-06,7.506117949418467e-11
1843,1.127207123577786e-06,0.0
1844,1.3357659197156733e-06,0.0
1845,1.3610757605420076e-06,1.3347753061562376e-10
1846,1.4311534154590585e-06,1.9869803025152066e-10
1847,1.563972270040332e-06,2.5930349534242225e-10
1848,1.733971901428179e-06,2.5930349534242225e-10
1849,1.987047539842024e-06,2.5930349534242225e-10
1850,2.4489958150297753e-06,3.067734042984581e-10
1851,2.819454087849798e-06,3.532019993939579e-10
1852,3.016068051562927e-06,2.197244687783341e-10
1853,3.0995723981115068e-06,2.027633101102972e-10
1854,3.0921758187625007e-06,1.4215784501939562e-10
1855,3.0683782402515395e-06,2.9966309195954873e-10
1856,2.8283055176611275e-06,5.978559274628331e-10
1857,2.431610888769293e-06,5.985202452699464e-10
1858,2.0184798391450646e-06,6.096951634036531e-10
1859,1.9280405630135126e-06,6.70624551922318e-10
1860,1.9213414848958825e-06,6.22365210954458e-10
1861,1.9606567158397022e-06,6.22365210954458e-10
1862,1.902484411532766e-06,5.20578235280971e-10
1863,1.961238613798092e-06,2.2238539977768668e-10
1864,2.030991465419772e-06,1.7425117301453748e-10
1865,2.060864078755133e-06,1.1664765978533102e-10
1866,2.0730290251386966e-06,5.571827126666611e-11
1867,2.178906876386983e-06,5.571827126666611e-11
1868,2.244449189804852e-06,5.571827126666611e-11
1869,2.2562453848097775e-06,3.958588615634742e-11
1870,2.2629850978514047e-06,1.2405880687817372e-10
1871,2.22433241755685e-06,2.8636305628358475e-10
1872,2.187685887682684e-06,3.2731476656040163e-10
1873,2.2214419459487544e-06,3.2731476656040163e-10
1874,2.1218913518948412e-06,4.0679619593499336e-10
1875,2.1592531343880443e-06,8.48061537661593e-10
1876,2.180243687429798e-06,8.851396203292592e-10
1877,2.1644988399722413e-06,8.00666699607433e-10
1878,2.1377661758898673e-06,6.746478098396125e-10
1879,2.085489459854476e-06,6.686099134662576e-10
1880,2.0219999896653462e-06,6.686099134662576e-10
1881,1.966780782173113e-06,6.83825274183647e-10
1882,1.8352066522961e-06,2.74969511445836e-10
1883,1.8133042008880044e-06,3.2679605450296785e-10
1884,1.7283842258361152e-06,4.488396836738977e-10
1885,1.7128421469741234e-06,4.125543240363072e-10
1886,1.7073437480316249e-06,3.776405101328452e-10
1887,1.7638348513823336e-06,4.3290844718514773e-10
1888,1.7772154511216546e-06,3.9221734193795044e-10
1889,1.8020956206653085e-06,3.8597865776550984e-10
1890,1.78303392723527e-06,3.0807952617577834e-10
1891,1.786474367041332e-06,2.1164094881382615e-10
1892,1.7802103846926393e-06,2.7905569720067444e-10
1893,1.803665457243499e-06,3.2517904440571803e-10
1894,1.7485329765674708e-06,3.3618642591992653e-10
1895,1.7511913808578226e-06,3.2452315636342735e-10
1896,1.7234593445079684e-06,2.9835226154707936e-10
1897,1.7543340748358917e-06,2.6633763646913676e-10
1898,1.8385376441593898e-06,3.1288525738558196e-10
1899,1.8670919124425772e-06,4.458234813066651e-10
1900,1.8363316647602396e-06,3.9970013410162153e-10
1901,1.7954106397155556e-06,3.5056150244588176e-10
1902,1.7624701221003697e-06,3.426556677288417e-10
1903,1.7538772648809494e-06,6.29560263048263e-10
1904,1.7304304589872897e-06,7.695209132606098e-10
1905,1.6825965758471284e-06,8.498368655621544e-10
1906,1.6945862983318096e-06,6.494838932542229e-10
1907,1.7880841401815166e-06,6.494838932542229e-10
1908,1.929900853221105e-06,6.735205686820527e-10
1909,2.0671775148782345e-06,6.666460062547991e-10
1910,2.1534508505283156e-06,3.797414109353779e-10
1911,2.217161344170953e-06,2.7711573313826676e-10
1912,2.2010514320364952e-06,1.2464710811129923e-10
1913,2.1777032738360243e-06,1.3894502711085466e-10
1914,2.1040326276176657e-06,1.3894502711085466e-10
1915,1.946466779502641e-06,1.296491099002571e-10
1916,1.8066162153575403e-06,1.0208709175626599e-10
1917,1.7141188501617371e-06,1.439842957164293e-10
1918,1.6238973817702832e-06,1.168330462137617e-10
1919,1.6442050017368665e-06,1.4524453960979804e-10
1920,1.6227054077587257e-06,1.7734993037635657e-10
1921,1.7035172114836833e-06,2.0546153865565386e-10
1922,1.8243850458280316e-06,4.1509706188198285e-10
1923,1.9090386363781623e-06,4.3965050647695337e-10
1924,1.992718612850045e-06,3.977533025167901e-10
1925,2.0501382453273564e-06,3.689928243907506e-10
1926,2.028121506165397e-06,3.405813309947143e-10
1927,2.05497333029468e-06,3.3965477850918443e-10
1928,1.9715414509846596e-06,3.115431702298872e-10
1929,1.956084750937797e-06,9.531599914109584e-11
1930,1.8966588381122814e-06,9.798994750541214e-11
1931,1.8338580015811852e-06,9.798994750541214e-11
1932,1.8193938363505628e-06,1.4527643968761542e-10
1933,1.8333921778841095e-06,1.4527643968761542e-10
1934,1.7922026082877501e-06,1.2226755718991456e-10
1935,1.741186971620274e-06,1.2226755718991456e-10
1936,1.6418666258947008e-06,9.698175992437338e-11
1937,1.6329178314273513e-06,1.370816218474299e-10
1938,1.6929273962367525e-06,1.8058612343591866e-10
1939,1.875658735376159e-06,2.0798170923581287e-10
1940,2.170488414776628e-06,2.595682339702675e-10
1941,2.3265492765338943e-06,2.922574999469114e-10
1942,2.486572368200411e-06,3.1716554581086495e-10
1943,2.669348402508019e-06,3.386188710382701e-10
1944,2.712235722615982e-06,2.7129161615592675e-10
1945,2.7382914140616776e-06,2.465565351090453e-10
1946,2.620593347403753e-06,2.5461497791098454e-10
1947,2.3682334488382495e-06,2.0302845317652996e-10
1948,2.2496660676551983e-06,1.8207131239186428e-10
1949,2.170040033888654e-06,1.571632665279107e-10
1950,2.0988160096229488e-06,1.3570994130050551e-10
1951,2.097525241749411e-06,1.3570994130050551e-10
1952,2.013297733226084e-06,1.3262446993797131e-10
1953,1.9361643645814704e-06,6.557318577016247e-11
1954,1.9047682501747789e-06,1.0912105346300954e-10
1955,1.8799816773805235e-06,8.941530551690287e-11
1956,1.8305423412000112e-06,1.1635131647829461e-10
1957,1.723735327427026e-06,1.2909504219584178e-10
1958,1.6598721848432824e-06,1.4099685010807558e-10
1959,1.6166967173246251e-06,1.5919471891517086e-10
1960,1.6225161841378264e-06,1.6468120418920507e-10
1961,1.573614261880201e-06,1.21133336496358e-10
1962,1.5495441272962905e-06,1.5764786500037176e-10
1963,1.5533920694516773e-06,1.4061571054372176e-10
1964,1.5814961703394407e-06,1.278719848261746e-10
1965,1.5990784569502075e-06,1.4241542171746146e-10
1966,1.640566097194096e-06,1.8767124461614515e-10
1967,1.61863808248849e-06,2.3725295438576614e-10
1968,1.6130726245527122e-06,3.081052863237613e-10
1969,1.6555001626069758e-06,2.840271619088318e-10
1970,1.66751931374165e-06,3.7058790361818184e-10
1971,1.6714904274652196e-06,4.153424053100961e-10
1972,1.6848158078833616e-06,4.323743862943985e-10
1973,1.6452619969900946e-06,3.61490842220353e-10
1974,1.6563170187769823e-06,3.396184296091041e-10
1975,1.714818316551308e-06,4.715036069913303e-10
1976,1.720317738675346e-06,4.927915387261831e-10
1977,1.7291984347269005e-06,5.167231018066154e-10
1978,1.7939549284814608e-06,6.433270989338245e-10
1979,1.8251056742103953e-06,7.217653825798896e-10
1980,1.933356592027329e-06,8.153900451660487e-10
1981,1.983567731908157e-06,8.19913617159226e-10
1982,2.069765011063802e-06,6.83879560124469e-10
1983,2.1296672067754637e-06,7.022835210194042e-10
1984,2.209672239977018e-06,5.965885464214488e-10
1985,2.216773412198693e-06,4.686344982708843e-10
1986,2.3600373099595473e-06,4.5725587007248794e-10
1987,2.4699570531083737e-06,3.75439512811937e-10
1988,2.6004586288763676e-06,3.98276431675829e-10
1989,2.7247602117443293e-06,4.845692458399498e-10
1990,2.8389805330724423e-06,5.24466093570248e-10
1991,2.958492034719841e-06,5.49180516538707e-10
1992,3.0650656494149838e-06,5.121384120359324e-10
1993,3.0857415497718776e-06,4.2736696820311337e-10
1994,3.07351079495025e-06,4.3331708558604273e-10
1995,3.1336329422109495e-06,3.76232970373496e-10
1996,3.1404930008907935e-06,2.862570944173193e-10
1997,3.194497789341507e-06,2.2000536809008153e-10
1998,3.234923529557169e-06,2.268120582222493e-10
1999,3.3258854403227034e-06,2.42142688836441e-10
2000,3.443519160230478e-06,2.5272425620480124e-10
2001,3.5266925806354266e-06,2.52065386420673e-10
2002,3.55317193420238e-06,2.812209770608476e-10
2003,3.6223305284823127e-06,2.439912736137576e-10
2004,3.676571200880322e-06,2.390494250960527e-10
2005,3.7051874122490906e-06,2.524502491972415e-10
2006,3.7748053338353723e-06,2.6678327602613905e-10
2007,3.880681690913791e-06,2.358034323357572e-10
2008,4.0324388075012914e-06,2.36905179997114e-10
2009,4.178295902030575e-06,1.927368738318431e-10
2010,4.38251715552594e-06,1.7922787534850404e-10
2011,4.624893888051572e-06,1.4854445079735624e-10
2012,4.859512760698895e-06,8.892132689897192e-11
2013,5.2173123289581525e-06,8.500145850084565e-11
2014,5.497905671550793e-06,1.004172977409068e-10
2015,5.81630989212759e-06,8.482324292362936e-11
2016,6.426454157398049e-06,1.1822547851417627e-10
2017,6.613901935755469e-06,1.236010882763964e-10
2018,6.853506147308508e-06,1.4182195001710696e-10
2019,7.219313602035982e-06,1.772774375213837e-10
