ngram,DBS,DB,DBS,DB
1585,0.0,2.403113025398592e-07,0.0,2.403113025398592e-07
1586,0.0,2.403113025398592e-07,0.0,2.403113025398592e-07
1587,0.0,2.403113025398592e-07,0.0,2.403113025398592e-07
1588,0.0,2.403113025398592e-07,0.0,2.403113025398592e-07
1589,0.0,2.403113025398592e-07,0.0,2.403113025398592e-07
1590,0.0,0.0,0.0,0.0
1591,0.0,0.0,0.0,0.0
1592,0.0,0.0,0.0,0.0
1593,0.0,0.0,0.0,0.0
1594,0.0,0.0,0.0,0.0
1595,0.0,0.0,0.0,0.0
1596,0.0,0.0,0.0,0.0
1597,0.0,0.0,0.0,0.0
1598,0.0,0.0,0.0,0.0
1599,0.0,2.3582229654753713e-07,0.0,2.3582229654753713e-07
1600,0.0,2.3582229654753713e-07,0.0,2.3582229654753713e-07
1601,0.0,2.3582229654753713e-07,0.0,2.3582229654753713e-07
1602,0.0,2.3582229654753713e-07,0.0,2.3582229654753713e-07
1603,0.0,2.3582229654753713e-07,0.0,2.3582229654753713e-07
1604,0.0,4.060926162959991e-07,0.0,4.060926162959991e-07
1605,0.0,4.060926162959991e-07,0.0,4.060926162959991e-07
1606,0.0,1.7027031974846197e-07,0.0,1.7027031974846197e-07
1607,0.0,1.7027031974846197e-07,0.0,1.7027031974846197e-07
1608,0.0,1.7027031974846197e-07,0.0,1.7027031974846197e-07
1609,0.0,1.7027031974846197e-07,0.0,1.7027031974846197e-07
1610,0.0,1.7027031974846197e-07,0.0,1.7027031974846197e-07
1611,0.0,0.0,0.0,0.0
1612,0.0,0.0,0.0,0.0
1613,0.0,3.196209620780012e-07,0.0,3.196209620780012e-07
1614,0.0,3.196209620780012e-07,0.0,3.196209620780012e-07
1615,0.0,3.196209620780012e-07,0.0,3.196209620780012e-07
1616,0.0,3.196209620780012e-07,0.0,3.196209620780012e-07
1617,0.0,3.196209620780012e-07,0.0,3.196209620780012e-07
1618,0.0,3.196209620780012e-07,0.0,3.196209620780012e-07
1619,0.0,3.196209620780012e-07,0.0,3.196209620780012e-07
1620,0.0,0.0,0.0,0.0
1621,0.0,0.0,0.0,0.0
1622,0.0,0.0,0.0,0.0
1623,0.0,0.0,0.0,0.0
1624,0.0,0.0,0.0,0.0
1625,0.0,4.1532345156675934e-07,0.0,4.1532345156675934e-07
1626,0.0,4.1532345156675934e-07,0.0,4.1532345156675934e-07
1627,0.0,4.1532345156675934e-07,0.0,4.1532345156675934e-07
1628,0.0,4.1532345156675934e-07,0.0,4.1532345156675934e-07
1629,0.0,4.1532345156675934e-07,0.0,4.1532345156675934e-07
1630,0.0,4.1532345156675934e-07,0.0,4.1532345156675934e-07
1631,0.0,4.1532345156675934e-07,0.0,4.1532345156675934e-07
1632,0.0,0.0,0.0,0.0
1633,0.0,0.0,0.0,0.0
1634,0.0,1.8512724376965447e-06,0.0,1.8512724376965447e-06
1635,0.0,1.8512724376965447e-06,0.0,1.8512724376965447e-06
1636,0.0,1.8512724376965447e-06,0.0,1.8512724376965447e-06
1637,0.0,1.8512724376965447e-06,0.0,1.8512724376965447e-06
1638,0.0,1.8512724376965447e-06,0.0,1.8512724376965447e-06
1639,0.0,1.8512724376965447e-06,0.0,1.8512724376965447e-06
1640,0.0,1.8512724376965447e-06,0.0,1.8512724376965447e-06
1641,0.0,5.972208733900125e-08,0.0,5.972208733900125e-08
1642,0.0,5.972208733900125e-08,0.0,5.972208733900125e-08
1643,0.0,5.972208733900125e-08,0.0,5.972208733900125e-08
1644,0.0,5.972208733900125e-08,0.0,5.972208733900125e-08
1645,0.0,5.972208733900125e-08,0.0,5.972208733900125e-08
1646,0.0,5.972208733900125e-08,0.0,5.972208733900125e-08
1647,0.0,5.972208733900125e-08,0.0,5.972208733900125e-08
1648,0.0,0.0,0.0,0.0
1649,0.0,0.0,0.0,0.0
1650,0.0,0.0,0.0,0.0
1651,0.0,0.0,0.0,0.0
1652,0.0,0.0,0.0,0.0
1653,0.0,1.5075155650785226e-07,0.0,1.5075155650785226e-07
1654,0.0,2.337179288198448e-07,0.0,2.337179288198448e-07
1655,0.0,2.337179288198448e-07,0.0,2.337179288198448e-07
1656,0.0,2.337179288198448e-07,0.0,2.337179288198448e-07
1657,0.0,2.337179288198448e-07,0.0,2.337179288198448e-07
1658,0.0,2.337179288198448e-07,0.0,2.337179288198448e-07
1659,0.0,2.337179288198448e-07,0.0,2.337179288198448e-07
1660,0.0,8.296637231199253e-08,0.0,8.296637231199253e-08
1661,0.0,0.0,0.0,0.0
1662,0.0,4.059985972812033e-08,0.0,4.059985972812033e-08
1663,0.0,4.059985972812033e-08,0.0,4.059985972812033e-08
1664,0.0,4.059985972812033e-08,0.0,4.059985972812033e-08
1665,0.0,8.469147668880136e-08,0.0,8.469147668880136e-08
1666,0.0,1.6458827190035663e-07,0.0,1.6458827190035663e-07
1667,0.0,1.6458827190035663e-07,0.0,1.6458827190035663e-07
1668,0.0,2.5209470371529666e-07,0.0,2.5209470371529666e-07
1669,0.0,2.414489362731079e-07,0.0,2.414489362731079e-07
1670,0.0,2.414489362731079e-07,0.0,2.414489362731079e-07
1671,0.0,2.414489362731079e-07,0.0,2.414489362731079e-07
1672,0.0,1.973573193124269e-07,0.0,1.973573193124269e-07
1673,0.0,1.1746052410087162e-07,0.0,1.1746052410087162e-07
1674,0.0,1.1746052410087162e-07,0.0,1.1746052410087162e-07
1675,0.0,6.427259182016445e-08,0.0,6.427259182016445e-08
1676,0.0,1.6315803057815564e-07,0.0,1.6315803057815564e-07
1677,0.0,1.6315803057815564e-07,0.0,1.6315803057815564e-07
1678,0.0,1.6315803057815564e-07,0.0,1.6315803057815564e-07
1679,0.0,1.6315803057815564e-07,0.0,1.6315803057815564e-07
1680,0.0,1.6315803057815564e-07,0.0,1.6315803057815564e-07
1681,0.0,1.6315803057815564e-07,0.0,1.6315803057815564e-07
1682,0.0,3.5061089777497857e-07,0.0,3.5061089777497857e-07
1683,0.0,2.217713667310558e-07,0.0,2.217713667310558e-07
1684,0.0,2.217713667310558e-07,0.0,2.217713667310558e-07
1685,0.0,3.2280052307344575e-07,0.0,3.2280052307344575e-07
1686,0.0,3.5042972967858077e-07,0.0,3.5042972967858077e-07
1687,0.0,3.916298193676734e-07,0.0,3.916298193676734e-07
1688,0.0,3.916298193676734e-07,0.0,3.916298193676734e-07
1689,0.0,1.6985845263661759e-07,0.0,1.6985845263661759e-07
1690,0.0,1.9062874352065202e-07,0.0,1.9062874352065202e-07
1691,0.0,1.9062874352065202e-07,0.0,1.9062874352065202e-07
1692,0.0,1.1326763171837229e-07,0.0,1.1326763171837229e-07
1693,0.0,4.618527599729662e-07,0.0,4.618527599729662e-07
1694,0.0,4.2065267028387356e-07,0.0,4.2065267028387356e-07
1695,0.0,5.602139014269727e-07,0.0,5.602139014269727e-07
1696,0.0,5.602139014269727e-07,0.0,5.602139014269727e-07
1697,0.0,7.08426329408342e-07,0.0,7.08426329408342e-07
1698,0.0,7.08426329408342e-07,0.0,7.08426329408342e-07
1699,0.0,6.978278252388139e-07,0.0,6.978278252388139e-07
1700,0.0,3.476091957769053e-07,0.0,3.476091957769053e-07
1701,0.0,3.572759551064207e-07,0.0,3.572759551064207e-07
1702,0.0,2.8962568470498287e-07,0.0,2.8962568470498287e-07
1703,0.0,2.8962568470498287e-07,0.0,2.8962568470498287e-07
1704,0.0,1.2064296583957912e-07,0.0,1.2064296583957912e-07
1705,0.0,2.0306321094462225e-07,0.0,2.0306321094462225e-07
1706,0.0,3.3397364924374937e-07,0.0,3.3397364924374937e-07
1707,0.0,3.0797794384592893e-07,0.0,3.0797794384592893e-07
1708,0.0,2.983111845164136e-07,0.0,2.983111845164136e-07
1709,0.0,2.8652530253176725e-07,0.0,2.8652530253176725e-07
1710,0.0,2.8652530253176725e-07,0.0,2.8652530253176725e-07
1711,0.0,3.7375626301841945e-07,0.0,3.7375626301841945e-07
1712,0.0,5.62921513846959e-07,0.0,5.62921513846959e-07
1713,0.0,5.379397001498936e-07,0.0,5.379397001498936e-07
1714,9.571610551769742e-09,9.686621638138604e-07,9.571610551769742e-09,9.686621638138604e-07
1715,9.571610551769742e-09,1.0252739295018337e-06,9.571610551769742e-09,1.0252739295018337e-06
1716,9.571610551769742e-09,9.651488507448188e-07,9.571610551769742e-09,9.651488507448188e-07
1717,1.7213016028400878e-08,9.80431661698081e-07,1.7213016028400878e-08,9.80431661698081e-07
1718,1.7213016028400878e-08,9.396512388499494e-07,1.7213016028400878e-08,9.396512388499494e-07
1719,1.7213016028400878e-08,7.141598398366764e-07,1.7213016028400878e-08,7.141598398366764e-07
1720,2.6274144257091133e-08,9.032400447901117e-07,2.6274144257091133e-08,9.032400447901117e-07
1721,1.670253370532139e-08,4.90037697277655e-07,1.670253370532139e-08,4.90037697277655e-07
1722,2.4430120402842348e-08,6.729811192128312e-07,2.4430120402842348e-08,6.729811192128312e-07
1723,3.0605296582767294e-08,1.1731703984147707e-06,3.0605296582767294e-08,1.1731703984147707e-06
1724,2.2963891106136155e-08,1.175500346205029e-06,2.2963891106136155e-08,1.175500346205029e-06
1725,2.2963891106136155e-08,1.1952263849122704e-06,2.2963891106136155e-08,1.1952263849122704e-06
1726,2.2963891106136155e-08,1.3343697235411258e-06,2.2963891106136155e-08,1.3343697235411258e-06
1727,2.7588194585957482e-08,1.9363725495428038e-06,2.7588194585957482e-08,1.9363725495428038e-06
1728,3.406775458561892e-08,1.9318115533906166e-06,3.406775458561892e-08,1.9318115533906166e-06
1729,2.634016788809796e-08,1.698628342491507e-06,2.634016788809796e-08,1.698628342491507e-06
1730,2.016499170817302e-08,1.2557217274888899e-06,2.016499170817302e-08,1.2557217274888899e-06
1731,2.016499170817302e-08,1.6003794180668201e-06,2.016499170817302e-08,1.6003794180668201e-06
1732,2.016499170817302e-08,1.8095778934983692e-06,2.016499170817302e-08,1.8095778934983692e-06
1733,2.016499170817302e-08,1.8702073926338665e-06,2.016499170817302e-08,1.8702073926338665e-06
1734,6.479559999661433e-09,1.0272287076824277e-06,6.479559999661433e-09,1.0272287076824277e-06
1735,6.466926042289092e-09,1.1888765893023186e-06,6.466926042289092e-09,1.1888765893023186e-06
1736,6.466926042289092e-09,1.2872387904800625e-06,6.466926042289092e-09,1.2872387904800625e-06
1737,6.466926042289092e-09,1.2576426391725754e-06,6.466926042289092e-09,1.2576426391725754e-06
1738,6.466926042289092e-09,8.953721898511244e-07,6.466926042289092e-09,8.953721898511244e-07
1739,6.466926042289092e-09,8.332376231529841e-07,6.466926042289092e-09,8.332376231529841e-07
1740,1.3954204648923354e-08,7.146544232585126e-07,1.3954204648923354e-08,7.146544232585126e-07
1741,1.3954204648923354e-08,9.208540632243967e-07,1.3954204648923354e-08,9.208540632243967e-07
1742,7.48727860663426e-09,1.5880602209758114e-06,7.48727860663426e-09,1.5880602209758114e-06
1743,7.48727860663426e-09,1.5603771917735036e-06,7.48727860663426e-09,1.5603771917735036e-06
1744,2.0879460192548194e-08,1.6309000037446303e-06,2.0879460192548194e-08,1.6309000037446303e-06
1745,2.0879460192548194e-08,2.04115243767384e-06,2.0879460192548194e-08,2.04115243767384e-06
1746,2.0879460192548194e-08,1.862757792585918e-06,2.0879460192548194e-08,1.862757792585918e-06
1747,1.3392181585913931e-08,1.939272493700628e-06,1.3392181585913931e-08,1.939272493700628e-06
1748,1.3392181585913931e-08,2.08453948857823e-06,1.3392181585913931e-08,2.08453948857823e-06
1749,1.834746196241862e-08,1.2427263292076013e-06,1.834746196241862e-08,1.2427263292076013e-06
1750,2.164619340914799e-08,1.267935857640623e-06,2.164619340914799e-08,1.267935857640623e-06
1751,8.254011823234059e-09,1.187572225701063e-06,8.254011823234059e-09,1.187572225701063e-06
1752,8.254011823234059e-09,8.007113336816474e-07,8.254011823234059e-09,8.007113336816474e-07
1753,1.3283364249819637e-08,1.0324211753446174e-06,1.3283364249819637e-08,1.0324211753446174e-06
1754,1.746743296036714e-08,8.704634260376614e-07,1.746743296036714e-08,8.704634260376614e-07
1755,1.746743296036714e-08,7.832787442144504e-07,1.746743296036714e-08,7.832787442144504e-07
1756,1.251215258386245e-08,8.318462728798945e-07,1.251215258386245e-08,8.318462728798945e-07
1757,1.53036676664442e-08,8.300746665262133e-07,1.53036676664442e-08,8.300746665262133e-07
1758,2.1518837251781927e-08,9.955764791616924e-07,2.1518837251781927e-08,9.955764791616924e-07
1759,2.1518837251781927e-08,1.0000152964754046e-06,2.1518837251781927e-08,1.0000152964754046e-06
1760,1.6489484825196347e-08,8.319301920372319e-07,1.6489484825196347e-08,8.319301920372319e-07
1761,1.2305416114648843e-08,9.205411726855215e-07,1.2305416114648843e-08,9.205411726855215e-07
1762,1.7670580173704105e-08,6.401257662348923e-07,1.7670580173704105e-08,6.401257662348923e-07
1763,1.7670580173704105e-08,6.085902839458868e-07,1.7670580173704105e-08,6.085902839458868e-07
1764,1.1580333644392989e-08,5.615041272579089e-07,1.1580333644392989e-08,5.615041272579089e-07
1765,5.3651640590552625e-09,4.017358889996103e-07,5.3651640590552625e-09,4.017358889996103e-07
1766,5.3651640590552625e-09,6.017760167001793e-07,5.3651640590552625e-09,6.017760167001793e-07
1767,5.3651640590552625e-09,5.504174761686695e-07,5.3651640590552625e-09,5.504174761686695e-07
1768,1.0729589153665335e-08,5.782163441381272e-07,1.0729589153665335e-08,5.782163441381272e-07
1769,5.364425094610072e-09,7.983643927543329e-07,5.364425094610072e-09,7.983643927543329e-07
1770,5.364425094610072e-09,1.08692204646234e-06,5.364425094610072e-09,1.08692204646234e-06
1771,5.364425094610072e-09,1.204640982775475e-06,5.364425094610072e-09,1.204640982775475e-06
1772,5.364425094610072e-09,1.2865049906654998e-06,5.364425094610072e-09,1.2865049906654998e-06
1773,5.364425094610072e-09,1.3181535872977941e-06,5.364425094610072e-09,1.3181535872977941e-06
1774,5.364425094610072e-09,1.2897487928447454e-06,5.364425094610072e-09,1.2897487928447454e-06
1775,0.0,1.1719399058815076e-06,0.0,1.1719399058815076e-06
1776,0.0,9.415083427809025e-07,0.0,9.415083427809025e-07
1777,0.0,6.650991468047453e-07,0.0,6.650991468047453e-07
1778,0.0,1.865081096801597e-06,0.0,1.865081096801597e-06
1779,0.0,1.8646669356517772e-06,0.0,1.8646669356517772e-06
1780,4.698280621693942e-09,1.63333753481051e-06,4.698280621693942e-09,1.63333753481051e-06
1781,4.698280621693942e-09,1.888120221695187e-06,4.698280621693942e-09,1.888120221695187e-06
1782,4.698280621693942e-09,1.9361620461820294e-06,4.698280621693942e-09,1.9361620461820294e-06
1783,4.698280621693942e-09,1.9193970928199633e-06,4.698280621693942e-09,1.9193970928199633e-06
1784,4.698280621693942e-09,1.9201770860328386e-06,4.698280621693942e-09,1.9201770860328386e-06
1785,4.698280621693942e-09,5.781994880343129e-07,4.698280621693942e-09,5.781994880343129e-07
1786,6.038378939722731e-09,4.865713571738135e-07,6.038378939722731e-09,4.865713571738135e-07
1787,2.6292399368799124e-09,4.790079403603289e-07,2.6292399368799124e-09,4.790079403603289e-07
1788,2.6292399368799124e-09,2.1466387575433794e-07,2.6292399368799124e-09,2.1466387575433794e-07
1789,2.6292399368799124e-09,1.436311742557856e-07,2.6292399368799124e-09,1.436311742557856e-07
1790,2.6292399368799124e-09,2.1804209028784628e-07,2.6292399368799124e-09,2.1804209028784628e-07
1791,2.6292399368799124e-09,2.4237990459141656e-07,2.6292399368799124e-09,2.4237990459141656e-07
1792,2.6292399368799124e-09,3.764930107357551e-07,2.6292399368799124e-09,3.764930107357551e-07
1793,1.2891416188511228e-09,3.956307576150461e-07,1.2891416188511228e-09,3.956307576150461e-07
1794,0.0,4.0793801555797214e-07,0.0,4.0793801555797214e-07
1795,0.0,5.074715301946396e-07,0.0,5.074715301946396e-07
1796,0.0,5.535475874499493e-07,0.0,5.535475874499493e-07
1797,5.66923650881433e-10,4.6485378391025733e-07,5.66923650881433e-10,4.6485378391025733e-07
1798,1.1455803290110517e-09,4.527974084567177e-07,1.1455803290110517e-09,4.527974084567177e-07
1799,1.7463499218146288e-09,3.0758118693289103e-07,1.7463499218146288e-09,3.0758118693289103e-07
1800,2.9813417131866313e-09,4.1583150586380467e-07,2.9813417131866313e-09,4.1583150586380467e-07
1801,3.910022654857974e-09,4.330467524888653e-07,3.910022654857974e-09,4.330467524888653e-07
1802,4.778276250862388e-09,3.41732445008347e-07,4.778276250862388e-09,3.41732445008347e-07
1803,8.639275897845015e-09,4.182545966711716e-07,8.639275897845015e-09,4.182545966711716e-07
1804,8.377429797487172e-09,5.004452369965813e-07,8.377429797487172e-09,5.004452369965813e-07
1805,8.318128122805239e-09,4.862484713287683e-07,8.318128122805239e-09,4.862484713287683e-07
1806,8.234458733927648e-09,6.419710457196613e-07,8.234458733927648e-09,6.419710457196613e-07
1807,9.928564161297361e-09,6.373850161318322e-07,9.928564161297361e-09,6.373850161318322e-07
1808,9.47060959813736e-09,7.804694226771452e-07,9.47060959813736e-09,7.804694226771452e-07
1809,9.326055261382749e-09,7.960326675921741e-07,9.326055261382749e-09,7.960326675921741e-07
1810,6.772681494991519e-09,7.226726097542269e-07,6.772681494991519e-09,7.226726097542269e-07
1811,7.873907589431691e-09,8.314769144947474e-07,7.873907589431691e-09,8.314769144947474e-07
1812,8.07067739622929e-09,8.638249328539262e-07,8.07067739622929e-09,8.638249328539262e-07
1813,8.717453552670967e-09,7.841592792244358e-07,8.717453552670967e-09,7.841592792244358e-07
1814,7.251063241905545e-09,7.338380498822517e-07,7.251063241905545e-09,7.338380498822517e-07
1815,8.904884639195286e-09,5.933322881901404e-07,8.904884639195286e-09,5.933322881901404e-07
1816,8.561530817630114e-09,7.581835989510312e-07,8.561530817630114e-09,7.581835989510312e-07
1817,8.796033139952492e-09,7.56949447122679e-07,8.796033139952492e-09,7.56949447122679e-07
1818,1.4193054382565556e-08,6.877283900459068e-07,1.4193054382565556e-08,6.877283900459068e-07
1819,1.497990395219314e-08,7.783841299767249e-07,1.497990395219314e-08,7.783841299767249e-07
1820,1.5879584663076278e-08,7.556442369605065e-07,1.5879584663076278e-08,7.556442369605065e-07
1821,1.6987962941123717e-08,7.279975225823623e-07,1.6987962941123717e-08,7.279975225823623e-07
1822,1.6610179803017948e-08,8.69660047848291e-07,1.6610179803017948e-08,8.69660047848291e-07
1823,1.665122268639558e-08,7.530679023862572e-07,1.665122268639558e-08,7.530679023862572e-07
1824,2.503397571779991e-08,8.548607947237283e-07,2.503397571779991e-08,8.548607947237283e-07
1825,1.861050123532136e-08,7.782742800697764e-07,1.861050123532136e-08,7.782742800697764e-07
1826,1.9595989878392776e-08,6.920438896226447e-07,1.9595989878392776e-08,6.920438896226447e-07
1827,1.9414703654265153e-08,7.166995926257056e-07,1.9414703654265153e-08,7.166995926257056e-07
1828,1.761592360871589e-08,6.828472943912597e-07,1.761592360871589e-08,6.828472943912597e-07
1829,2.1350552595730425e-08,5.606993137722124e-07,2.1350552595730425e-08,5.606993137722124e-07
1830,2.140568696898778e-08,5.71385413650205e-07,2.140568696898778e-08,5.71385413650205e-07
1831,1.306001500595804e-08,4.851418964335608e-07,1.306001500595804e-08,4.851418964335608e-07
1832,1.412770535478915e-08,5.06866188386214e-07,1.412770535478915e-08,5.06866188386214e-07
1833,1.3371285792881541e-08,5.046486494718141e-07,1.3371285792881541e-08,5.046486494718141e-07
1834,1.3150218818631337e-08,4.765960690227595e-07,1.3150218818631337e-08,4.765960690227595e-07
1835,1.3048180884973298e-08,5.276183523099982e-07,1.3048180884973298e-08,5.276183523099982e-07
1836,1.019392843153761e-08,4.852507414300687e-07,1.019392843153761e-08,4.852507414300687e-07
1837,1.2118089579412787e-08,4.280709110357098e-07,1.2118089579412787e-08,4.280709110357098e-07
1838,1.2065395222598291e-08,3.97441760518242e-07,1.2065395222598291e-08,3.97441760518242e-07
1839,1.1830357455571466e-08,3.9432460547621826e-07,1.1830357455571466e-08,3.9432460547621826e-07
1840,1.1383275465094909e-08,3.6029510194371793e-07,1.1383275465094909e-08,3.6029510194371793e-07
1841,1.0211914869273642e-08,3.3440841004253994e-07,1.0211914869273642e-08,3.3440841004253994e-07
1842,1.0210617494367722e-08,3.525983121984869e-07,1.0210617494367722e-08,3.525983121984869e-07
1843,1.0403181173655542e-08,3.7728197201301684e-07,1.0403181173655542e-08,3.7728197201301684e-07
1844,9.538503066762262e-09,4.0109000159256017e-07,9.538503066762262e-09,4.0109000159256017e-07
1845,8.946330850737435e-09,3.924934739123793e-07,8.946330850737435e-09,3.924934739123793e-07
1846,8.907796849350852e-09,3.609980418722054e-07,8.907796849350852e-09,3.609980418722054e-07
1847,8.8955501377695e-09,3.938804858145366e-07,8.8955501377695e-09,3.938804858145366e-07
1848,9.608835758813581e-09,4.023553523373786e-07,9.608835758813581e-09,4.023553523373786e-07
1849,1.157310330108479e-08,3.626611463200139e-07,1.157310330108479e-08,3.626611463200139e-07
1850,1.274087089799179e-08,3.794504144544979e-07,1.274087089799179e-08,3.794504144544979e-07
1851,1.2412008627243104e-08,3.7833437513005007e-07,1.2412008627243104e-08,3.7833437513005007e-07
1852,1.3095636194496559e-08,4.0607806438077076e-07,1.3095636194496559e-08,4.0607806438077076e-07
1853,1.3128150756967573e-08,4.2026689633140837e-07,1.3128150756967573e-08,4.2026689633140837e-07
1854,1.433002719660895e-08,4.3421223543711154e-07,1.433002719660895e-08,4.3421223543711154e-07
1855,1.4754452516894747e-08,4.3901766844101076e-07,1.4754452516894747e-08,4.3901766844101076e-07
1856,1.5351637548479047e-08,4.4023288735063814e-07,1.5351637548479047e-08,4.4023288735063814e-07
1857,1.2856326162388347e-08,4.56586170522704e-07,1.2856326162388347e-08,4.56586170522704e-07
1858,1.4183737359222245e-08,4.6659654019874453e-07,1.4183737359222245e-08,4.6659654019874453e-07
1859,1.5246660061458376e-08,4.6970221287015844e-07,1.5246660061458376e-08,4.6970221287015844e-07
1860,1.721192737542359e-08,4.826231807848152e-07,1.721192737542359e-08,4.826231807848152e-07
1861,1.6770856703374193e-08,4.6088624929195377e-07,1.6770856703374193e-08,4.6088624929195377e-07
1862,1.7037723739779916e-08,4.819391555039536e-07,1.7037723739779916e-08,4.819391555039536e-07
1863,1.633740901293582e-08,4.892165910470274e-07,1.633740901293582e-08,4.892165910470274e-07
1864,1.729419439401779e-08,4.7069876732816087e-07,1.729419439401779e-08,4.7069876732816087e-07
1865,1.750168581488814e-08,4.706154673580646e-07,1.750168581488814e-08,4.706154673580646e-07
1866,1.6900054942782716e-08,4.516945385343466e-07,1.6900054942782716e-08,4.516945385343466e-07
1867,1.6753176116221117e-08,4.3795990174138364e-07,1.6753176116221117e-08,4.3795990174138364e-07
1868,1.7005052096611247e-08,4.425527606599644e-07,1.7005052096611247e-08,4.425527606599644e-07
1869,1.7050339299170706e-08,4.3686340031204705e-07,1.7050339299170706e-08,4.3686340031204705e-07
1870,1.7687966139387105e-08,4.2925067792306694e-07,1.7687966139387105e-08,4.2925067792306694e-07
1871,1.743012718285237e-08,4.1780767950123323e-07,1.743012718285237e-08,4.1780767950123323e-07
1872,1.7227087058456292e-08,4.091377182443726e-07,1.7227087058456292e-08,4.091377182443726e-07
1873,1.889266533692892e-08,4.123055776160202e-07,1.889266533692892e-08,4.123055776160202e-07
1874,1.7934310417696712e-08,4.115178943006218e-07,1.7934310417696712e-08,4.115178943006218e-07
