ngram,SSE,SE,SS,SE
1563,0.0,1.7777145850621828e-06,4.4869024610047094e-07,1.7777145850621828e-06
1564,0.0,1.7777145850621828e-06,4.4869024610047094e-07,1.7777145850621828e-06
1565,0.0,1.7777145850621828e-06,4.4869024610047094e-07,1.7777145850621828e-06
1566,0.0,1.7007078635547907e-05,4.4869024610047094e-07,1.7007078635547907e-05
1567,0.0,1.7007078635547907e-05,1.3647946356546266e-06,1.7007078635547907e-05
1568,0.0,1.9948159985818036e-05,4.3058759859247535e-06,1.9948159985818036e-05
1569,0.0,1.8913150727582562e-05,4.3058759859247535e-06,1.8913150727582562e-05
1570,0.0,1.8913150727582562e-05,4.3058759859247535e-06,1.8913150727582562e-05
1571,0.0,1.8913150727582562e-05,4.3058759859247535e-06,1.8913150727582562e-05
1572,0.0,1.8913150727582562e-05,7.425640822995254e-06,1.8913150727582562e-05
1573,0.0,3.6837866770968375e-06,7.425640822995254e-06,3.6837866770968375e-06
1574,0.0,3.6837866770968375e-06,7.150269279268936e-06,3.6837866770968375e-06
1575,0.0,1.9999849558059523e-06,4.20918792899881e-06,1.9999849558059523e-06
1576,0.0,1.2572796289792417e-06,5.110548824762061e-06,1.2572796289792417e-06
1577,0.0,3.8087555367383175e-06,5.110548824762061e-06,3.8087555367383175e-06
1578,0.0,3.8087555367383175e-06,5.592375048633715e-06,3.8087555367383175e-06
1579,0.0,3.8087555367383175e-06,2.4726102115632135e-06,3.8087555367383175e-06
1580,0.0,3.8087555367383175e-06,2.4726102115632135e-06,3.8087555367383175e-06
1581,0.0,3.8087555367383175e-06,3.16310930819392e-06,3.8087555367383175e-06
1582,0.0,3.389438656345841e-06,3.582090682487303e-06,3.389438656345841e-06
1583,0.0,3.87006126142556e-06,2.6807297867240517e-06,3.87006126142556e-06
1584,0.0,1.3185853536664842e-06,2.6807297867240517e-06,1.3185853536664842e-06
1585,0.0,1.3185853536664842e-06,2.9537759149077047e-06,1.3185853536664842e-06
1586,0.0,1.3185853536664842e-06,2.9537759149077047e-06,1.3185853536664842e-06
1587,0.0,1.3185853536664842e-06,3.6459350342608687e-06,1.3185853536664842e-06
1588,0.0,1.3185853536664842e-06,2.5355186608067015e-06,1.3185853536664842e-06
1589,0.0,4.401878608665097e-06,2.116537286513319e-06,4.401878608665097e-06
1590,0.0,4.181231653482038e-06,2.116537286513319e-06,4.181231653482038e-06
1591,0.0,4.181231653482038e-06,2.3830707505112514e-06,4.181231653482038e-06
1592,0.0,4.181231653482038e-06,2.225170192104997e-06,4.181231653482038e-06
1593,0.0,4.181231653482038e-06,2.225170192104997e-06,4.181231653482038e-06
1594,0.0,4.348863236763074e-06,1.5330110727518331e-06,4.348863236763074e-06
1595,0.0,4.348863236763074e-06,8.635052576469857e-07,4.348863236763074e-06
1596,0.0,8.484436843251128e-07,1.073923483220694e-06,8.484436843251128e-07
1597,0.0,2.40439945693132e-06,1.194985575888755e-06,2.40439945693132e-06
1598,1.3270174901793196e-07,2.802504712105604e-06,1.3265573670651065e-06,2.802504712105604e-06
1599,1.3270174901793196e-07,3.6278827175400304e-06,1.2012301665111278e-06,3.6278827175400304e-06
1600,1.3270174901793196e-07,3.6278827175400304e-06,1.307736251224664e-06,3.6278827175400304e-06
1601,1.3270174901793196e-07,4.241546581137559e-06,1.307736251224664e-06,4.241546581137559e-06
1602,1.3270174901793196e-07,5.4943552640907e-06,1.8297398258125343e-06,5.4943552640907e-06
1603,1.3270174901793196e-07,5.485628922282818e-06,2.0314317095783607e-06,5.485628922282818e-06
1604,1.3270174901793196e-07,3.839967819528413e-06,2.0806399366587617e-06,3.839967819528413e-06
1605,0.0,3.441862564354129e-06,1.9074084645710954e-06,3.441862564354129e-06
1606,0.0,2.85672488839087e-06,1.7560842999435927e-06,2.85672488839087e-06
1607,0.0,2.85672488839087e-06,1.6495782152300568e-06,2.85672488839087e-06
1608,0.0,2.275107038128356e-06,1.6495782152300568e-06,2.275107038128356e-06
1609,0.0,1.3996463102167972e-06,1.1275746406421864e-06,1.3996463102167972e-06
1610,0.0,1.2424327288889408e-06,8.429127953084909e-07,1.2424327288889408e-06
1611,0.0,1.276986966201678e-06,1.3895284171537372e-06,1.276986966201678e-06
1612,0.0,1.276986966201678e-06,1.1646546340671193e-06,1.276986966201678e-06
1613,0.0,1.0367466367305106e-06,1.1639551676775487e-06,1.0367466367305106e-06
1614,0.0,1.0367466367305106e-06,1.1639551676775487e-06,1.0367466367305106e-06
1615,0.0,1.2180122926760565e-06,1.544898420239146e-06,1.2180122926760565e-06
1616,0.0,1.2010888700128168e-06,1.544898420239146e-06,1.2010888700128168e-06
1617,0.0,9.461923420011382e-07,1.4174501562333068e-06,9.461923420011382e-07
1618,0.0,9.383220620812998e-07,8.975184917809591e-07,9.383220620812998e-07
1619,0.0,1.1633910617092624e-06,1.5727254744238702e-06,1.1633910617092624e-06
1620,0.0,1.6670856309376956e-06,1.3538434261915557e-06,1.6670856309376956e-06
1621,0.0,1.8455036264900367e-06,1.5322614217438968e-06,1.8455036264900367e-06
1622,0.0,1.4645603739284394e-06,1.5734086186317394e-06,1.4645603739284394e-06
1623,0.0,2.1817926056298475e-06,1.5734086186317394e-06,2.1817926056298475e-06
1624,0.0,2.7791213759493464e-06,2.6187339504498856e-06,2.7791213759493464e-06
1625,0.0,2.582167098807986e-06,2.421779673308525e-06,2.582167098807986e-06
1626,0.0,2.8163417320164238e-06,1.7465726906656137e-06,2.8163417320164238e-06
1627,0.0,2.7919611998835795e-06,1.6458337768199272e-06,2.7919611998835795e-06
1628,0.0,4.644403556345164e-06,2.122532025948333e-06,4.644403556345164e-06
1629,0.0,5.717285018493255e-06,2.3606763274334038e-06,5.717285018493255e-06
1630,0.0,5.502118256117683e-06,3.913158317508143e-06,5.502118256117683e-06
1631,0.0,5.698309321035465e-06,2.8678329856899964e-06,5.698309321035465e-06
1632,0.0,6.614570663389584e-06,2.9594591199254083e-06,6.614570663389584e-06
1633,0.0,6.155327030553183e-06,3.2336447150425684e-06,6.155327030553183e-06
1634,0.0,7.280449088804224e-06,3.3570628780970376e-06,7.280449088804224e-06
1635,0.0,5.249588736790299e-06,2.7019466334162904e-06,5.249588736790299e-06
1636,0.0,5.04515134837545e-06,2.649622753584221e-06,5.04515134837545e-06
1637,0.0,4.402141728730515e-06,1.0971407635094823e-06,4.402141728730515e-06
1638,0.0,4.1473021903064885e-06,1.0971407635094823e-06,4.1473021903064885e-06
1639,0.0,3.6203919892484137e-06,1.0055146292740704e-06,3.6203919892484137e-06
1640,0.0,3.928816162052888e-06,7.313290341569103e-07,3.928816162052888e-06
1641,0.0,2.443824241384261e-06,9.065213037372035e-07,2.443824241384261e-06
1642,0.0,2.5517740758524658e-06,1.0144711382054084e-06,2.5517740758524658e-06
1643,0.0,1.7736524487840403e-06,1.1291398404214955e-06,1.7736524487840403e-06
1644,0.0,2.0124794072476756e-06,1.3124627733824518e-06,2.0124794072476756e-06
1645,0.0,1.4737991104344213e-06,1.4106964353491743e-06,1.4737991104344213e-06
1646,0.0,1.4874016106399983e-06,1.7129116502344135e-06,1.4874016106399983e-06
1647,0.0,1.387068542564001e-06,1.816957202598652e-06,1.387068542564001e-06
1648,0.0,1.4968705467513895e-06,1.701743713056203e-06,1.4968705467513895e-06
1649,0.0,1.858287345969854e-06,1.7502494285638801e-06,1.858287345969854e-06
1650,0.0,2.251086406041785e-06,1.1155101284592611e-06,2.251086406041785e-06
1651,0.0,1.8787792279389187e-06,9.751872767083114e-07,1.8787792279389187e-06
1652,0.0,2.1014648154960014e-06,9.882964085201301e-07,2.1014648154960014e-06
1653,0.0,1.6985111739943802e-06,8.368327501427432e-07,1.6985111739943802e-06
1654,0.0,1.739319178081392e-06,8.987199424024896e-07,1.739319178081392e-06
1655,0.0,1.6262790885385975e-06,7.734260439714749e-07,1.6262790885385975e-06
1656,9.061466244020266e-08,1.3834491028319462e-06,7.075851564357955e-07,1.3834491028319462e-06
1657,9.061466244020266e-08,1.2895896393924237e-06,7.031581828544274e-07,1.2895896393924237e-06
1658,9.061466244020266e-08,1.8469770728708163e-06,7.67389370334318e-07,1.8469770728708163e-06
1659,9.061466244020266e-08,1.7851274053880064e-06,1.042052791230422e-06,1.7851274053880064e-06
1660,9.061466244020266e-08,1.9454770056524595e-06,9.714760348547965e-07,1.9454770056524595e-06
1661,9.061466244020266e-08,1.965319532765924e-06,8.055432902308115e-07,1.965319532765924e-06
1662,9.061466244020266e-08,2.17391232126829e-06,9.910394039382351e-07,2.17391232126829e-06
1663,0.0,2.3415455448879844e-06,1.0318146986979367e-06,2.3415455448879844e-06
1664,0.0,2.0308894639648704e-06,9.877043802524504e-07,2.0308894639648704e-06
1665,0.0,1.6079599569301145e-06,1.1450228052061512e-06,1.6079599569301145e-06
1666,0.0,1.6468660289449742e-06,1.038655385952682e-06,1.6468660289449742e-06
1667,0.0,2.005753482795366e-06,1.2505514267299337e-06,2.005753482795366e-06
1668,0.0,2.0432843500982145e-06,1.3818110744523437e-06,2.0432843500982145e-06
1669,0.0,2.9765574010655527e-06,1.4377528267622047e-06,2.9765574010655527e-06
1670,3.864916818331819e-08,2.8142825304452605e-06,1.5769070427852836e-06,2.8142825304452605e-06
1671,3.864916818331819e-08,2.892117338758128e-06,1.8113754143606847e-06,2.892117338758128e-06
1672,3.864916818331819e-08,2.942265869673325e-06,2.038837733055386e-06,2.942265869673325e-06
1673,3.864916818331819e-08,2.915723972104648e-06,2.0066276371315846e-06,2.915723972104648e-06
1674,3.864916818331819e-08,2.8519142460936564e-06,1.747087320528148e-06,2.8519142460936564e-06
1675,3.864916818331819e-08,2.854508222428974e-06,1.6501461723399707e-06,2.854508222428974e-06
1676,3.864916818331819e-08,1.982954878647953e-06,1.4794447927053106e-06,1.982954878647953e-06
1677,0.0,1.952577073487711e-06,1.477590203080581e-06,1.952577073487711e-06
1678,0.0,2.174589163977154e-06,1.4030045564693085e-06,2.174589163977154e-06
1679,0.0,2.180843775282223e-06,1.095566698186953e-06,2.180843775282223e-06
1680,0.0,2.26107067646808e-06,1.0291572952577814e-06,2.26107067646808e-06
1681,0.0,2.0741535178915782e-06,1.0861301607941902e-06,2.0741535178915782e-06
1682,0.0,1.9870584050555147e-06,1.233260953930377e-06,1.9870584050555147e-06
1683,0.0,1.909481008104714e-06,1.1485558794837353e-06,1.909481008104714e-06
1684,0.0,1.8540717162198104e-06,1.0551957773584166e-06,1.8540717162198104e-06
1685,0.0,1.576648011385779e-06,1.2197150535290087e-06,1.576648011385779e-06
1686,0.0,1.603708044837861e-06,1.9469047255630097e-06,1.603708044837861e-06
1687,4.1200089689092627e-08,1.6386816891359298e-06,1.8894856940018405e-06,1.6386816891359298e-06
1688,4.1200089689092627e-08,1.8360873030230453e-06,1.8931654608422832e-06,1.8360873030230453e-06
1689,4.1200089689092627e-08,1.8037429591848714e-06,1.7748585077827426e-06,1.8037429591848714e-06
1690,4.1200089689092627e-08,1.702504684024981e-06,1.855345792429424e-06,1.702504684024981e-06
1691,4.1200089689092627e-08,1.752125204542868e-06,1.7778805231825702e-06,1.752125204542868e-06
1692,4.1200089689092627e-08,2.0534528013221073e-06,1.6508559781414078e-06,2.0534528013221073e-06
1693,4.1200089689092627e-08,2.219799447240283e-06,9.271993194813279e-07,2.219799447240283e-06
1694,0.0,2.0777121108039864e-06,9.9868345923174e-07,2.0777121108039864e-06
1695,0.0,1.751357558532618e-06,9.830343198505683e-07,1.751357558532618e-06
1696,0.0,2.1287846071313003e-06,1.1718271122975108e-06,2.1287846071313003e-06
1697,0.0,2.075370259392782e-06,1.2382293204739523e-06,2.075370259392782e-06
1698,4.355933599851726e-07,1.993725813268351e-06,1.5344733940634927e-06,1.993725813268351e-06
1699,4.355933599851726e-07,1.7089949194217167e-06,1.4023492797475358e-06,1.7089949194217167e-06
1700,4.355933599851726e-07,1.420696954872775e-06,1.3572184960659278e-06,1.420696954872775e-06
1701,4.355933599851726e-07,1.564386431190152e-06,1.3361357592397586e-06,1.564386431190152e-06
1702,4.355933599851726e-07,1.5686471215303754e-06,1.3664681789902846e-06,1.5686471215303754e-06
1703,4.355933599851726e-07,1.3219881306473065e-06,1.3463984568521222e-06,1.3219881306473065e-06
1704,4.355933599851726e-07,1.30628783218916e-06,1.216006873099624e-06,1.30628783218916e-06
1705,0.0,1.3020975140014862e-06,9.226344397055592e-07,1.3020975140014862e-06
1706,0.0,1.4170546884478036e-06,9.066811799129937e-07,1.4170546884478036e-06
