ngram,Williams,Wiliams,Willams,Wiliams
1888,3.928588193957694e-05,1.1314649661642306e-08,1.297278995338047e-08,1.1314649661642306e-08
1889,3.9063697581046396e-05,1.0739790390346116e-08,1.2831574659953406e-08,1.0739790390346116e-08
1890,3.866403962352446e-05,1.019888072408191e-08,1.233320810557968e-08,1.019888072408191e-08
1891,3.79427895365682e-05,9.850564935171796e-09,1.256399695392929e-08,9.850564935171796e-09
1892,3.815735544776544e-05,1.0644661406290977e-08,1.3258899248366366e-08,1.0644661406290977e-08
1893,3.800693230004981e-05,1.0355364058308884e-08,1.2219755493195602e-08,1.0355364058308884e-08
1894,3.857616892284048e-05,1.093421416901005e-08,1.2434283951685238e-08,1.093421416901005e-08
1895,3.810820375552534e-05,1.1703348131878296e-08,1.3247915780263092e-08,1.1703348131878296e-08
1896,3.807666040042282e-05,1.2667268123323083e-08,1.3971342812827255e-08,1.2667268123323083e-08
1897,3.779688683737602e-05,1.3866473176043265e-08,1.3815242156616542e-08,1.3866473176043265e-08
1898,3.812610469010126e-05,1.4880506858462792e-08,1.332331743343827e-08,1.4880506858462792e-08
1899,3.8085106747790375e-05,1.5857918280102823e-08,1.2796073787870097e-08,1.5857918280102823e-08
1900,3.812927648790979e-05,1.679155633585846e-08,1.2706572175399548e-08,1.679155633585846e-08
1901,3.763679290256862e-05,1.662928360092662e-08,1.2945047192910612e-08,1.662928360092662e-08
1902,3.7922883036247056e-05,1.78034025617129e-08,1.2805216442757228e-08,1.78034025617129e-08
1903,3.8246862199490094e-05,1.9382295641483845e-08,1.2896700088812655e-08,1.9382295641483845e-08
1904,3.83620234580511e-05,2.126864272002292e-08,1.2744028181949879e-08,2.126864272002292e-08
1905,3.843241003258819e-05,2.1440282184568915e-08,1.2836194329679529e-08,2.1440282184568915e-08
1906,3.8303993538387916e-05,2.0726486178140087e-08,1.248265097635632e-08,2.0726486178140087e-08
1907,3.817963183142378e-05,2.1709222863819377e-08,1.28311647021714e-08,2.1709222863819377e-08
1908,3.859590599729147e-05,2.299802380280523e-08,1.2795291556447604e-08,2.299802380280523e-08
1909,3.874736025214328e-05,2.211406879837341e-08,1.2503282092219642e-08,2.211406879837341e-08
1910,3.902418289466628e-05,2.0748905704692788e-08,1.182470312142771e-08,2.0748905704692788e-08
1911,3.9417508170507585e-05,1.919681569262366e-08,1.2104021531099209e-08,1.919681569262366e-08
1912,3.978318013001366e-05,1.9148076013664195e-08,1.160241870832936e-08,1.9148076013664195e-08
1913,4.038413057319953e-05,1.9731825189645795e-08,1.144724784804144e-08,1.9731825189645795e-08
1914,4.049585654034412e-05,1.8949033199687293e-08,1.148705511663398e-08,1.8949033199687293e-08
1915,4.0360652097401074e-05,1.873620509534086e-08,1.1388391055585804e-08,1.873620509534086e-08
1916,4.0247140922084714e-05,1.938494152499613e-08,1.1784066674839063e-08,1.938494152499613e-08
1917,3.956556091517476e-05,1.9539793529231375e-08,1.1779540263847009e-08,1.9539793529231375e-08
1918,3.943238542498355e-05,1.9649820056802777e-08,1.1544235408881117e-08,1.9649820056802777e-08
1919,3.9036976106997046e-05,1.9337196732749362e-08,1.176323013599553e-08,1.9337196732749362e-08
1920,3.900006101633023e-05,1.8831768398643234e-08,1.271781461095348e-08,1.8831768398643234e-08
1921,3.929077502107248e-05,1.8529578379603403e-08,1.2381790069428332e-08,1.8529578379603403e-08
1922,3.9473279425042816e-05,1.7352658357846655e-08,1.2703596270163026e-08,1.7352658357846655e-08
1923,3.949051253065201e-05,1.6759623910900245e-08,1.2805392175201696e-08,1.6759623910900245e-08
1924,4.004647260964183e-05,1.6733499792158975e-08,1.2668060505356088e-08,1.6733499792158975e-08
1925,4.020060649574069e-05,1.580138115591418e-08,1.2742606715830464e-08,1.580138115591418e-08
1926,4.0693431531378466e-05,1.499294935821841e-08,1.3029955019711842e-08,1.499294935821841e-08
1927,4.052610893268138e-05,1.4469579058738548e-08,1.2208669377043537e-08,1.4469579058738548e-08
1928,4.0712404630279965e-05,1.3894247022757814e-08,1.2548815193318724e-08,1.3894247022757814e-08
1929,4.063935297641105e-05,1.3778182785171924e-08,1.2081018725090026e-08,1.3778182785171924e-08
1930,4.06337135895488e-05,1.2945786157355802e-08,1.0911685459953041e-08,1.2945786157355802e-08
1931,4.029039597038978e-05,1.232364052076004e-08,1.0606080521772095e-08,1.232364052076004e-08
1932,4.006318912226041e-05,1.2000860749594722e-08,1.0297373049488506e-08,1.2000860749594722e-08
1933,4.0056750939194376e-05,1.2414238145400499e-08,9.276828511722052e-09,1.2414238145400499e-08
1934,4.0152782665765176e-05,1.2752624733991524e-08,8.583856990286774e-09,1.2752624733991524e-08
1935,3.996024835422369e-05,1.2615588827559674e-08,8.07080288315173e-09,1.2615588827559674e-08
1936,4.070692531448523e-05,1.29480229712645e-08,7.722607378976169e-09,1.29480229712645e-08
1937,4.117852482262866e-05,1.3734857822506846e-08,8.068006326514673e-09,1.3734857822506846e-08
1938,4.1845246284667936e-05,1.376606308310459e-08,8.053180852333038e-09,1.376606308310459e-08
1939,4.188338581505897e-05,1.3680610295401557e-08,7.17850223708183e-09,1.3680610295401557e-08
1940,4.146425739496148e-05,1.3290510660267176e-08,7.270883704636942e-09,1.3290510660267176e-08
1941,4.0867274427520374e-05,1.2915980412182243e-08,7.282261523958564e-09,1.2915980412182243e-08
1942,4.052323700826881e-05,1.3523994749472682e-08,7.08932024195974e-09,1.3523994749472682e-08
1943,3.9317234040936455e-05,1.3960712205321864e-08,7.179990697230616e-09,1.3960712205321864e-08
1944,3.840269606111438e-05,1.3337591095056008e-08,7.261621145663152e-09,1.3337591095056008e-08
1945,3.742550584969909e-05,1.3639422543779541e-08,7.11335206610946e-09,1.3639422543779541e-08
1946,3.697838526152607e-05,1.43463913764614e-08,8.096598819966922e-09,1.43463913764614e-08
1947,3.6596461930977444e-05,1.4128417166351222e-08,8.319367290304008e-09,1.4128417166351222e-08
1948,3.6680061644541896e-05,1.4802067127561713e-08,8.725974482664306e-09,1.4802067127561713e-08
1949,3.642057085276714e-05,1.4246357871172677e-08,9.007519555633995e-09,1.4246357871172677e-08
1950,3.678283766410979e-05,1.3805089008453057e-08,9.744077291072375e-09,1.3805089008453057e-08
1951,3.672321534915162e-05,1.4350769588539997e-08,9.9624175575741e-09,1.4350769588539997e-08
1952,3.668836559102472e-05,1.4770111609964585e-08,1.0382535720054875e-08,1.4770111609964585e-08
1953,3.65400685820662e-05,1.4195741217447124e-08,1.049522614847222e-08,1.4195741217447124e-08
1954,3.639483890895333e-05,1.4530770618494313e-08,1.0327862501721289e-08,1.4530770618494313e-08
1955,3.6087641741947406e-05,1.3873475194056288e-08,1.0475081881265526e-08,1.3873475194056288e-08
1956,3.6033984153099095e-05,1.3919476872713079e-08,1.0754147413852673e-08,1.3919476872713079e-08
1957,3.5561894557239225e-05,1.3490613071098778e-08,1.0413844643762462e-08,1.3490613071098778e-08
1958,3.5703305911738425e-05,1.2994148741134787e-08,1.0055097579960862e-08,1.2994148741134787e-08
1959,3.529525045970721e-05,1.2629289740979338e-08,9.615458778406655e-09,1.2629289740979338e-08
1960,3.5071974187823276e-05,1.2523416462581087e-08,9.454720688901425e-09,1.2523416462581087e-08
1961,3.474444175870823e-05,1.2507715371360258e-08,9.243646736933897e-09,1.2507715371360258e-08
1962,3.4423481078452566e-05,1.2498411194883374e-08,9.126359097016185e-09,1.2498411194883374e-08
1963,3.4164537542632646e-05,1.286541869863608e-08,8.856334332563165e-09,1.286541869863608e-08
1964,3.4009161026915535e-05,1.3306433542327665e-08,8.551669975328683e-09,1.3306433542327665e-08
1965,3.367381421932285e-05,1.416040364331041e-08,8.716815206152465e-09,1.416040364331041e-08
1966,3.3963131759914435e-05,1.4115939147732855e-08,9.029404906308563e-09,1.4115939147732855e-08
1967,3.4005246561719105e-05,1.4406447082901e-08,9.301708355938639e-09,1.4406447082901e-08
1968,3.425419812888971e-05,1.4245856050365546e-08,9.712950951471352e-09,1.4245856050365546e-08
1969,3.44529835274443e-05,1.4323663525114431e-08,9.380707258596236e-09,1.4323663525114431e-08
1970,3.4467725656993154e-05,1.4027990705553099e-08,9.905920274531712e-09,1.4027990705553099e-08
1971,3.4519276336400905e-05,1.3964573497560195e-08,9.747860042961877e-09,1.3964573497560195e-08
1972,3.449206841261392e-05,1.3085942107693427e-08,9.625928118087553e-09,1.3085942107693427e-08
1973,3.4328038704448515e-05,1.2991591041051315e-08,9.600165741728363e-09,1.2991591041051315e-08
1974,3.41407981717826e-05,1.3720931184885948e-08,9.198834709828979e-09,1.3720931184885948e-08
1975,3.3871586700635294e-05,1.3707143356863786e-08,8.773388174684475e-09,1.3707143356863786e-08
1976,3.369921978446655e-05,1.3853761185852624e-08,8.835881930886152e-09,1.3853761185852624e-08
1977,3.355789782030375e-05,1.4358701021827919e-08,8.248486782491682e-09,1.4358701021827919e-08
1978,3.386572383793204e-05,1.516966552372878e-08,8.837422159148543e-09,1.516966552372878e-08
1979,3.3955390141012943e-05,1.5764929932921793e-08,1.0101847422053619e-08,1.5764929932921793e-08
1980,3.4059355779650756e-05,1.6619717665581187e-08,1.0128291792556508e-08,1.6619717665581187e-08
1981,3.4302056259808266e-05,1.6390943205887457e-08,1.034457427654242e-08,1.6390943205887457e-08
1982,3.455314228111612e-05,1.7304637215228728e-08,1.0691378322340889e-08,1.7304637215228728e-08
1983,3.488776357179242e-05,1.831892149084524e-08,1.1124607647770648e-08,1.831892149084524e-08
1984,3.5001950891455635e-05,1.8917390828424426e-08,1.1057201376729608e-08,1.8917390828424426e-08
1985,3.457987830708069e-05,1.8541024715545973e-08,1.0801368815244977e-08,1.8541024715545973e-08
1986,3.4651220110910277e-05,1.916889352011302e-08,1.009710575467742e-08,1.916889352011302e-08
1987,3.4659425831965306e-05,1.978217209089702e-08,1.0425426997885876e-08,1.978217209089702e-08
1988,3.47821312191497e-05,2.088538053612865e-08,1.091930114581276e-08,2.088538053612865e-08
1989,3.4756083290890926e-05,2.0555712560670665e-08,1.1317033532520782e-08,2.0555712560670665e-08
1990,3.486711752235091e-05,2.066822268886881e-08,1.1804161077171621e-08,2.066822268886881e-08
1991,3.510220475228769e-05,2.0808509708964655e-08,1.2557405781876696e-08,2.0808509708964655e-08
1992,3.522124461596832e-05,2.1005509458810982e-08,1.3206417927489968e-08,2.1005509458810982e-08
1993,3.516384562577254e-05,2.112257797242429e-08,1.3366130297803075e-08,2.112257797242429e-08
1994,3.535709869798406e-05,2.0718996042644122e-08,1.3644649346896846e-08,2.0718996042644122e-08
1995,3.550919115826089e-05,2.0468595453491745e-08,1.3724765324241162e-08,2.0468595453491745e-08
1996,3.5890137431644166e-05,2.0665409193400463e-08,1.4548618183190293e-08,2.0665409193400463e-08
1997,3.570354134093837e-05,1.979591627129399e-08,1.472583363185517e-08,1.979591627129399e-08
1998,3.561275817836369e-05,1.897190721982562e-08,1.5067196886978503e-08,1.897190721982562e-08
1999,3.5604381472304727e-05,1.8795564723664678e-08,1.57318102671817e-08,1.8795564723664678e-08
2000,3.535762880346738e-05,1.7570095473778176e-08,1.6480997011569798e-08,1.7570095473778176e-08
2001,3.496011413517408e-05,1.6573429359060095e-08,1.704591363298797e-08,1.6573429359060095e-08
2002,3.459060826571658e-05,1.51134391351044e-08,1.778423655959419e-08,1.51134391351044e-08
2003,3.391334134253806e-05,1.4771666556612217e-08,1.77112483409506e-08,1.4771666556612217e-08
2004,3.356256534711325e-05,1.4387428772165225e-08,1.7898577857928492e-08,1.4387428772165225e-08
2005,3.303107847126999e-05,1.3495713118467328e-08,1.7822634289034667e-08,1.3495713118467328e-08
2006,3.254649449705279e-05,1.281997403473107e-08,1.7307215216533223e-08,1.281997403473107e-08
2007,3.186710559280722e-05,1.2441372376770232e-08,1.6446166206662838e-08,1.2441372376770232e-08
2008,3.09659683677767e-05,1.2196617557183994e-08,1.5699186204999804e-08,1.2196617557183994e-08
2009,3.025004246280462e-05,1.2288729906677937e-08,1.4828865881254063e-08,1.2288729906677937e-08
2010,2.9951729759756874e-05,1.1744069970477864e-08,1.4104246278837503e-08,1.1744069970477864e-08
2011,2.9384949812083505e-05,1.1387647777131145e-08,1.326516889983103e-08,1.1387647777131145e-08
2012,2.887143533111417e-05,1.1361075382053189e-08,1.2409955095295442e-08,1.1361075382053189e-08
2013,2.8553412838456488e-05,1.0907210626750644e-08,1.1743783469496196e-08,1.0907210626750644e-08
2014,2.8188887621841525e-05,1.0860929679422173e-08,1.15673728373622e-08,1.0860929679422173e-08
2015,2.7772692452085073e-05,1.051946301495426e-08,1.1071487726610485e-08,1.051946301495426e-08
2016,2.714941989065015e-05,9.818887417420034e-09,1.0423302601988586e-08,9.818887417420034e-09
2017,2.657676304806955e-05,9.497121755686067e-09,1.0135405699903307e-08,9.497121755686067e-09
2018,2.625072665978223e-05,9.316752169752363e-09,1.0030698049945386e-08,9.316752169752363e-09
2019,2.58185632446839e-05,9.188270810867039e-09,1.0052668919513508e-08,9.188270810867039e-09
