ngram,Fortis,Fotis,Fotis,Fotis
1903,5.8206932860928514e-08,3.741029628935775e-09,3.741029628935775e-09,3.741029628935775e-09
1904,6.007457312559186e-08,3.861444830555172e-09,3.861444830555172e-09,3.861444830555172e-09
1905,6.645281835915284e-08,3.82236655026093e-09,3.82236655026093e-09,3.82236655026093e-09
1906,6.401393117170886e-08,2.857014275952403e-09,2.857014275952403e-09,2.857014275952403e-09
1907,7.482823249915782e-08,5.399757054190348e-09,5.399757054190348e-09,5.399757054190348e-09
1908,7.447463090670681e-08,5.077874359089256e-09,5.077874359089256e-09,5.077874359089256e-09
1909,6.622583269079638e-08,4.8988806662058386e-09,4.8988806662058386e-09,4.8988806662058386e-09
1910,5.806706226962888e-08,6.556441611849095e-09,6.556441611849095e-09,6.556441611849095e-09
1911,5.476585940300538e-08,6.3576649659121844e-09,6.3576649659121844e-09,6.3576649659121844e-09
1912,4.7476660824941064e-08,8.450466168089373e-09,8.450466168089373e-09,8.450466168089373e-09
1913,4.5914135223970986e-08,1.0690974550087162e-08,1.0690974550087162e-08,1.0690974550087162e-08
1914,3.838178790666851e-08,7.89258922503525e-09,7.89258922503525e-09,7.89258922503525e-09
1915,3.877473123533751e-08,7.679640760617699e-09,7.679640760617699e-09,7.679640760617699e-09
1916,3.721254897876796e-08,8.281913642977606e-09,8.281913642977606e-09,8.281913642977606e-09
1917,3.455699066583813e-08,7.307459601709912e-09,7.307459601709912e-09,7.307459601709912e-09
1918,3.7325358549976177e-08,7.801617712965836e-09,7.801617712965836e-09,7.801617712965836e-09
1919,3.910313799743952e-08,7.668839606995398e-09,7.668839606995398e-09,7.668839606995398e-09
1920,3.881205249253331e-08,7.863230142409909e-09,7.863230142409909e-09,7.863230142409909e-09
1921,3.604439312100892e-08,1.0502357210086442e-08,1.0502357210086442e-08,1.0502357210086442e-08
1922,3.666986155995541e-08,1.4874228008007354e-08,1.4874228008007354e-08,1.4874228008007354e-08
1923,3.935664162822507e-08,1.501506043309421e-08,1.501506043309421e-08,1.501506043309421e-08
1924,4.183473935524619e-08,1.7030629351211246e-08,1.7030629351211246e-08,1.7030629351211246e-08
1925,3.8224754155586586e-08,1.858626021343314e-08,1.858626021343314e-08,1.858626021343314e-08
1926,3.85757170968353e-08,1.767354396164933e-08,1.767354396164933e-08,1.767354396164933e-08
1927,3.818143997794518e-08,1.4956170682875073e-08,1.4956170682875073e-08,1.4956170682875073e-08
1928,3.8696367760897895e-08,1.2548677493943013e-08,1.2548677493943013e-08,1.2548677493943013e-08
1929,3.8860044325263384e-08,1.0455283845039226e-08,1.0455283845039226e-08,1.0455283845039226e-08
1930,3.792260296263196e-08,1.0663129585657721e-08,1.0663129585657721e-08,1.0663129585657721e-08
1931,3.87644057805606e-08,8.020236823875443e-09,8.020236823875443e-09,8.020236823875443e-09
1932,3.970039129187951e-08,6.758107819391869e-09,6.758107819391869e-09,6.758107819391869e-09
1933,3.7040169280950456e-08,7.003210170505472e-09,7.003210170505472e-09,7.003210170505472e-09
1934,3.601995019713351e-08,7.316137410181714e-09,7.316137410181714e-09,7.316137410181714e-09
1935,4.226799913250748e-08,7.174583260827205e-09,7.174583260827205e-09,7.174583260827205e-09
1936,4.0519933059662046e-08,4.9739145342136175e-09,4.9739145342136175e-09,4.9739145342136175e-09
1937,3.895335254355814e-08,6.169160214421408e-09,6.169160214421408e-09,6.169160214421408e-09
1938,3.827268863736728e-08,5.909356226574403e-09,5.909356226574403e-09,5.909356226574403e-09
1939,3.676162282520831e-08,5.388075588871491e-09,5.388075588871491e-09,5.388075588871491e-09
1940,3.7242199673365965e-08,6.590502826015714e-09,6.590502826015714e-09,6.590502826015714e-09
1941,3.9561399997215374e-08,8.568059611009054e-09,8.568059611009054e-09,8.568059611009054e-09
1942,3.278081044706076e-08,9.06279816272258e-09,9.06279816272258e-09,9.06279816272258e-09
1943,3.2177791098320085e-08,1.0031293161207242e-08,1.0031293161207242e-08,1.0031293161207242e-08
1944,3.330416095285013e-08,1.0167024841071078e-08,1.0167024841071078e-08,1.0167024841071078e-08
1945,3.3252556264073974e-08,1.0285241515615797e-08,1.0285241515615797e-08,1.0285241515615797e-08
1946,3.42358121534809e-08,1.074729480013811e-08,1.074729480013811e-08,1.074729480013811e-08
1947,3.254557182482845e-08,1.047287786651704e-08,1.047287786651704e-08,1.047287786651704e-08
1948,3.138431508326838e-08,1.1397563464449994e-08,1.1397563464449994e-08,1.1397563464449994e-08
1949,3.276009127465126e-08,1.1677391371327822e-08,1.1677391371327822e-08,1.1677391371327822e-08
1950,3.217579396570207e-08,1.83326203741428e-08,1.83326203741428e-08,1.83326203741428e-08
1951,3.2492955881480157e-08,2.7254550743245025e-08,2.7254550743245025e-08,2.7254550743245025e-08
1952,3.0222093779944514e-08,2.809968143882965e-08,2.809968143882965e-08,2.809968143882965e-08
1953,2.882123644505035e-08,2.897810867454252e-08,2.897810867454252e-08,2.897810867454252e-08
1954,3.036383614382235e-08,2.8097440437794115e-08,2.8097440437794115e-08,2.8097440437794115e-08
1955,3.18819761702116e-08,2.6586610500446894e-08,2.6586610500446894e-08,2.6586610500446894e-08
1956,3.778234842448975e-08,2.6994533973225187e-08,2.6994533973225187e-08,2.6994533973225187e-08
1957,4.0874530680769435e-08,2.495437443984981e-08,2.495437443984981e-08,2.495437443984981e-08
1958,3.913666394136531e-08,1.4918146083532846e-08,1.4918146083532846e-08,1.4918146083532846e-08
1959,3.952677220451863e-08,1.6216498112596256e-08,1.6216498112596256e-08,1.6216498112596256e-08
1960,4.0917833692739284e-08,1.769957425068469e-08,1.769957425068469e-08,1.769957425068469e-08
1961,4.136529138268738e-08,2.104253926660249e-08,2.104253926660249e-08,2.104253926660249e-08
1962,3.8885392429831104e-08,2.10584889208982e-08,2.10584889208982e-08,2.10584889208982e-08
1963,3.1557623561947623e-08,2.0688606002953032e-08,2.0688606002953032e-08,2.0688606002953032e-08
1964,3.0000012886586905e-08,1.9134326250431448e-08,1.9134326250431448e-08,1.9134326250431448e-08
1965,3.151583045329127e-08,1.9767086887968943e-08,1.9767086887968943e-08,1.9767086887968943e-08
1966,3.227474744603244e-08,2.00548988209854e-08,2.00548988209854e-08,2.00548988209854e-08
1967,3.386488879795836e-08,1.9321672515916688e-08,1.9321672515916688e-08,1.9321672515916688e-08
1968,3.5469597798558946e-08,1.893347967296677e-08,1.893347967296677e-08,1.893347967296677e-08
1969,3.512126564178938e-08,1.8746460764670506e-08,1.8746460764670506e-08,1.8746460764670506e-08
1970,3.386540064249337e-08,1.925566106564247e-08,1.925566106564247e-08,1.925566106564247e-08
1971,3.259539812664311e-08,1.7078900833260898e-08,1.7078900833260898e-08,1.7078900833260898e-08
1972,3.1993710791766716e-08,1.700004924133834e-08,1.700004924133834e-08,1.700004924133834e-08
1973,3.159141925834774e-08,1.5459183774372117e-08,1.5459183774372117e-08,1.5459183774372117e-08
1974,2.891842955575287e-08,1.4094001394531525e-08,1.4094001394531525e-08,1.4094001394531525e-08
1975,2.572405526685933e-08,1.1394440438802382e-08,1.1394440438802382e-08,1.1394440438802382e-08
1976,2.6455362599010967e-08,1.0809657930670774e-08,1.0809657930670774e-08,1.0809657930670774e-08
1977,2.8600081541136594e-08,1.1404965226193196e-08,1.1404965226193196e-08,1.1404965226193196e-08
1978,3.5017385055117045e-08,1.2331750604792952e-08,1.2331750604792952e-08,1.2331750604792952e-08
1979,3.503199685894742e-08,1.2354848699658305e-08,1.2354848699658305e-08,1.2354848699658305e-08
1980,3.4651277656751386e-08,1.3053173779959642e-08,1.3053173779959642e-08,1.3053173779959642e-08
1981,3.638423556091246e-08,1.4298579463302628e-08,1.4298579463302628e-08,1.4298579463302628e-08
1982,3.857924164256994e-08,1.5002657782758888e-08,1.5002657782758888e-08,1.5002657782758888e-08
1983,4.251914883671556e-08,1.5479668340796186e-08,1.5479668340796186e-08,1.5479668340796186e-08
1984,5.8284463985306245e-08,1.703801988384157e-08,1.703801988384157e-08,1.703801988384157e-08
1985,5.862709479791712e-08,1.6368414560271764e-08,1.6368414560271764e-08,1.6368414560271764e-08
1986,7.568188336344e-08,1.7083655759872078e-08,1.7083655759872078e-08,1.7083655759872078e-08
1987,7.969156661553306e-08,1.6344390095314665e-08,1.6344390095314665e-08,1.6344390095314665e-08
1988,9.21993498691011e-08,1.5513036823376425e-08,1.5513036823376425e-08,1.5513036823376425e-08
1989,1.0221955700931825e-07,1.6206809735511537e-08,1.6206809735511537e-08,1.6206809735511537e-08
1990,1.141254471243818e-07,1.6475683166967362e-08,1.6475683166967362e-08,1.6475683166967362e-08
1991,1.1864125884894097e-07,1.4826065200931486e-08,1.4826065200931486e-08,1.4826065200931486e-08
1992,1.3202309899286645e-07,1.5358356618224078e-08,1.5358356618224078e-08,1.5358356618224078e-08
1993,1.3374751109803844e-07,1.5283884126558534e-08,1.5283884126558534e-08,1.5283884126558534e-08
1994,1.4761540358319637e-07,1.589732954800281e-08,1.589732954800281e-08,1.589732954800281e-08
1995,1.537997990551178e-07,1.7343924011267324e-08,1.7343924011267324e-08,1.7343924011267324e-08
1996,1.6920441428932724e-07,1.7584869814259363e-08,1.7584869814259363e-08,1.7584869814259363e-08
1997,1.744365525675156e-07,1.9792339830563118e-08,1.9792339830563118e-08,1.9792339830563118e-08
1998,1.7151076292520884e-07,2.0122938997652843e-08,2.0122938997652843e-08,2.0122938997652843e-08
1999,1.797557627826661e-07,1.9714429707765443e-08,1.9714429707765443e-08,1.9714429707765443e-08
2000,1.8181470246807813e-07,1.9874099318631773e-08,1.9874099318631773e-08,1.9874099318631773e-08
2001,1.8837746397691391e-07,2.097066901082404e-08,2.097066901082404e-08,2.097066901082404e-08
2002,1.8981316835769186e-07,2.2419524268814583e-08,2.2419524268814583e-08,2.2419524268814583e-08
2003,1.8197979808779303e-07,2.4419301882159872e-08,2.4419301882159872e-08,2.4419301882159872e-08
2004,1.9058187206155708e-07,2.4640314677526476e-08,2.4640314677526476e-08,2.4640314677526476e-08
2005,1.957746300312075e-07,2.5317056387815943e-08,2.5317056387815943e-08,2.5317056387815943e-08
2006,1.8981444327437202e-07,2.6282630675008737e-08,2.6282630675008737e-08,2.6282630675008737e-08
2007,1.9011434306191533e-07,2.8230878460330392e-08,2.8230878460330392e-08,2.8230878460330392e-08
2008,1.7891691023968243e-07,2.7035247691336347e-08,2.7035247691336347e-08,2.7035247691336347e-08
2009,1.6833758869389775e-07,2.514957816604887e-08,2.514957816604887e-08,2.514957816604887e-08
2010,1.6231926939066659e-07,2.4123992961985356e-08,2.4123992961985356e-08,2.4123992961985356e-08
2011,1.466797730894801e-07,2.3416141660602208e-08,2.3416141660602208e-08,2.3416141660602208e-08
2012,1.3633285992195203e-07,2.512560775309274e-08,2.512560775309274e-08,2.512560775309274e-08
2013,1.3048807139577028e-07,2.6327887425736662e-08,2.6327887425736662e-08,2.6327887425736662e-08
2014,1.1897085881530853e-07,2.825220717690107e-08,2.825220717690107e-08,2.825220717690107e-08
2015,1.1230881621518815e-07,3.047333280952509e-08,3.047333280952509e-08,3.047333280952509e-08
2016,1.296002512926212e-07,3.765201433176506e-08,3.765201433176506e-08,3.765201433176506e-08
2017,1.3113542607356976e-07,3.8769040718496704e-08,3.8769040718496704e-08,3.8769040718496704e-08
2018,1.3195652996955688e-07,4.1550841700654925e-08,4.1550841700654925e-08,4.1550841700654925e-08
2019,1.342388120662008e-07,4.367779293801277e-08,4.367779293801277e-08,4.367779293801277e-08
