ngram,Fortis,Fotis,Fotis,Fotis
1611,5.147651985940424e-07,0.0,0.0,0.0
1612,5.147651985940424e-07,0.0,0.0,0.0
1613,4.346850914771494e-07,0.0,0.0,0.0
1614,4.346850914771494e-07,0.0,0.0,0.0
1615,4.346850914771494e-07,0.0,0.0,0.0
1616,4.346850914771494e-07,0.0,0.0,0.0
1617,3.072368274713101e-07,0.0,0.0,0.0
1618,0.0,0.0,0.0,0.0
1619,0.0,0.0,0.0,0.0
1620,0.0,0.0,0.0,0.0
1621,0.0,0.0,0.0,0.0
1622,7.034840824157332e-08,0.0,0.0,0.0
1623,7.034840824157332e-08,0.0,0.0,0.0
1624,7.034840824157332e-08,0.0,0.0,0.0
1625,7.034840824157332e-08,0.0,0.0,0.0
1626,7.034840824157332e-08,0.0,0.0,0.0
1627,7.034840824157332e-08,0.0,0.0,0.0
1628,7.034840824157332e-08,0.0,0.0,0.0
1629,0.0,0.0,0.0,0.0
1630,0.0,0.0,0.0,0.0
1631,5.6679985911094784e-08,5.6679985911094784e-08,5.6679985911094784e-08,5.6679985911094784e-08
1632,5.6679985911094784e-08,5.6679985911094784e-08,5.6679985911094784e-08,5.6679985911094784e-08
1633,5.6679985911094784e-08,5.6679985911094784e-08,5.6679985911094784e-08,5.6679985911094784e-08
1634,1.8009814896556365e-07,5.6679985911094784e-08,5.6679985911094784e-08,5.6679985911094784e-08
1635,1.8009814896556365e-07,5.6679985911094784e-08,5.6679985911094784e-08,5.6679985911094784e-08
1636,1.8009814896556365e-07,5.6679985911094784e-08,5.6679985911094784e-08,5.6679985911094784e-08
1637,1.8009814896556365e-07,5.6679985911094784e-08,5.6679985911094784e-08,5.6679985911094784e-08
1638,2.580882372577824e-07,0.0,0.0,0.0
1639,2.580882372577824e-07,0.0,0.0,0.0
1640,2.580882372577824e-07,0.0,0.0,0.0
1641,1.3467007420331356e-07,0.0,0.0,0.0
1642,1.3467007420331356e-07,0.0,0.0,0.0
1643,1.3467007420331356e-07,0.0,0.0,0.0
1644,1.3467007420331356e-07,0.0,0.0,0.0
1645,0.0,0.0,0.0,0.0
1646,0.0,0.0,0.0,0.0
1647,0.0,0.0,0.0,0.0
1648,0.0,0.0,0.0,0.0
1649,0.0,0.0,0.0,0.0
1650,4.392013660695479e-08,0.0,0.0,0.0
1651,4.392013660695479e-08,0.0,0.0,0.0
1652,4.392013660695479e-08,0.0,0.0,0.0
1653,4.392013660695479e-08,0.0,0.0,0.0
1654,1.2688650891894732e-07,0.0,0.0,0.0
1655,1.849895535802456e-07,0.0,0.0,0.0
1656,2.3029688480034694e-07,0.0,0.0,0.0
1657,2.419856132616717e-07,0.0,0.0,0.0
1658,6.709106880212598e-07,0.0,0.0,0.0
1659,6.709106880212598e-07,0.0,0.0,0.0
1660,6.709106880212598e-07,0.0,0.0,0.0
1661,7.223151336737439e-07,1.3437081796447664e-07,1.3437081796447664e-07,1.3437081796447664e-07
1662,6.642120890124456e-07,1.3437081796447664e-07,1.3437081796447664e-07,1.3437081796447664e-07
1663,6.189047577923443e-07,1.3437081796447664e-07,1.3437081796447664e-07,1.3437081796447664e-07
1664,7.991137717259075e-07,1.3437081796447664e-07,1.3437081796447664e-07,1.3437081796447664e-07
1665,3.701886969663194e-07,1.3437081796447664e-07,1.3437081796447664e-07,1.3437081796447664e-07
1666,3.701886969663194e-07,2.142676131760319e-07,2.142676131760319e-07,2.142676131760319e-07
1667,3.701886969663194e-07,2.142676131760319e-07,2.142676131760319e-07,2.142676131760319e-07
1668,2.358178790018428e-07,7.989679521155527e-08,7.989679521155527e-08,7.989679521155527e-08
1669,2.657719712877744e-07,7.989679521155527e-08,7.989679521155527e-08,7.989679521155527e-08
1670,3.4307030765441074e-07,7.989679521155527e-08,7.989679521155527e-08,7.989679521155527e-08
1671,1.463626213243125e-07,7.989679521155527e-08,7.989679521155527e-08,7.989679521155527e-08
1672,1.709632227532763e-07,7.989679521155527e-08,7.989679521155527e-08,7.989679521155527e-08
1673,1.957060931090382e-07,0.0,0.0,0.0
1674,2.60767141721122e-07,0.0,0.0,0.0
1675,2.60767141721122e-07,0.0,0.0,0.0
1676,2.3081304943519042e-07,0.0,0.0,0.0
1677,1.8710091101833575e-07,0.0,0.0,0.0
1678,1.4799071834659117e-07,0.0,0.0,0.0
1679,1.464618861746203e-07,0.0,0.0,0.0
1680,2.4843251367201447e-07,0.0,0.0,0.0
1681,2.0574731252054335e-07,0.0,0.0,0.0
1682,2.6623041143076467e-07,0.0,0.0,0.0
1683,6.634405289267826e-07,0.0,0.0,0.0
1684,6.298543309770009e-07,0.0,0.0,0.0
1685,6.702659943260057e-07,0.0,0.0,0.0
1686,7.024526382792828e-07,0.0,0.0,0.0
1687,5.757391404261268e-07,0.0,0.0,0.0
1688,7.863211846727478e-07,0.0,0.0,0.0
1689,7.258380857625266e-07,3.157116980543963e-08,3.157116980543963e-08,3.157116980543963e-08
1690,3.4939825915054304e-07,3.157116980543963e-08,3.157116980543963e-08,3.157116980543963e-08
1691,3.4939825915054304e-07,3.157116980543963e-08,3.157116980543963e-08,3.157116980543963e-08
1692,3.089865958015382e-07,3.157116980543963e-08,3.157116980543963e-08,3.157116980543963e-08
1693,4.1048415815631803e-07,3.157116980543963e-08,3.157116980543963e-08,3.157116980543963e-08
1694,4.836408099403602e-07,3.157116980543963e-08,3.157116980543963e-08,3.157116980543963e-08
1695,2.816965251538152e-07,3.157116980543963e-08,3.157116980543963e-08,3.157116980543963e-08
1696,8.642965484893596e-07,0.0,0.0,0.0
1697,9.978148227673955e-07,0.0,0.0,0.0
1698,9.978148227673955e-07,0.0,0.0,0.0
1699,1.2069274686967089e-06,0.0,0.0,0.0
1700,1.1021629039273e-06,0.0,0.0,0.0
1701,1.0290062521432577e-06,0.0,0.0,0.0
1702,1.1058590822748165e-06,0.0,0.0,0.0
1703,5.563826895078299e-07,0.0,0.0,0.0
1704,4.6272649001366517e-07,0.0,0.0,0.0
1705,6.367247798217639e-07,0.0,0.0,0.0
1706,4.6083828156692365e-07,0.0,0.0,0.0
1707,5.182189519408504e-07,0.0,0.0,0.0
1708,6.339693600563936e-07,0.0,0.0,0.0
1709,5.742029876338555e-07,0.0,0.0,0.0
1710,6.099394503118154e-07,0.0,0.0,0.0
1711,5.686917420786943e-07,0.0,0.0,0.0
1712,4.16420292026487e-07,0.0,0.0,0.0
1713,4.264662050802924e-07,0.0,0.0,0.0
1714,3.362373450142643e-07,0.0,0.0,0.0
1715,2.5445399793560295e-07,0.0,0.0,0.0
1716,2.417737659600659e-07,0.0,0.0,0.0
1717,1.8819648366681057e-07,0.0,0.0,0.0
1718,2.230041208203407e-07,0.0,0.0,0.0
1719,2.6054112112205985e-07,0.0,0.0,0.0
1720,3.350637283818157e-07,0.0,0.0,0.0
1721,3.597207976570514e-07,0.0,0.0,0.0
1722,3.3348132331769064e-07,0.0,0.0,0.0
1723,5.265430118583936e-07,0.0,0.0,0.0
1724,5.347438799065327e-07,0.0,0.0,0.0
1725,5.246693055888889e-07,0.0,0.0,0.0
1726,5.101179506742223e-07,0.0,0.0,0.0
1727,4.265368614499364e-07,0.0,0.0,0.0
1728,4.6049128700685416e-07,0.0,0.0,0.0
1729,5.037395141016532e-07,0.0,0.0,0.0
1730,3.5709037149445066e-07,8.18323796027341e-09,8.18323796027341e-09,8.18323796027341e-09
1731,4.3810778801603843e-07,8.18323796027341e-09,8.18323796027341e-09,8.18323796027341e-09
1732,5.817457804369042e-07,8.18323796027341e-09,8.18323796027341e-09,8.18323796027341e-09
1733,5.581076030531611e-07,8.18323796027341e-09,8.18323796027341e-09,8.18323796027341e-09
1734,6.271286565606715e-07,8.18323796027341e-09,8.18323796027341e-09,8.18323796027341e-09
1735,5.881754978937741e-07,8.18323796027341e-09,8.18323796027341e-09,8.18323796027341e-09
1736,5.537366588116908e-07,8.18323796027341e-09,8.18323796027341e-09,8.18323796027341e-09
1737,5.203556777847293e-07,0.0,0.0,0.0
1738,1.4043815152068158e-06,0.0,0.0,0.0
1739,1.278013215255669e-06,0.0,0.0,0.0
1740,1.2644261861031022e-06,0.0,0.0,0.0
1741,1.226546413895286e-06,0.0,0.0,0.0
1742,1.2004996011886045e-06,0.0,0.0,0.0
1743,1.2032254136532368e-06,0.0,0.0,0.0
1744,1.4672582382096216e-06,0.0,0.0,0.0
1745,5.433318549360625e-06,0.0,0.0,0.0
1746,5.541182351314384e-06,0.0,0.0,0.0
1747,5.608559804264652e-06,0.0,0.0,0.0
1748,6.096444204826769e-06,0.0,0.0,0.0
1749,6.138197544406207e-06,0.0,0.0,0.0
1750,6.336651028147701e-06,0.0,0.0,0.0
1751,6.15265579995139e-06,0.0,0.0,0.0
1752,1.2877361257324083e-06,0.0,0.0,0.0
1753,1.173807788745762e-06,0.0,0.0,0.0
1754,1.1282315374013966e-06,0.0,0.0,0.0
1755,8.254572756121499e-07,0.0,0.0,0.0
1756,7.952329558033203e-07,0.0,0.0,0.0
1757,6.11013041813229e-07,0.0,0.0,0.0
1758,5.011695561409267e-07,0.0,0.0,0.0
1759,4.288959607785208e-07,0.0,0.0,0.0
1760,4.0018675357649567e-07,0.0,0.0,0.0
1761,7.344976243725146e-07,0.0,0.0,0.0
1762,5.135410268459444e-07,0.0,0.0,0.0
1763,5.034506358470026e-07,5.677349130499871e-09,5.677349130499871e-09,5.677349130499871e-09
1764,5.036824351886285e-07,5.677349130499871e-09,5.677349130499871e-09,5.677349130499871e-09
1765,5.115636026533008e-07,5.677349130499871e-09,5.677349130499871e-09,5.677349130499871e-09
1766,5.213780452452608e-07,5.677349130499871e-09,5.677349130499871e-09,5.677349130499871e-09
1767,9.747182413580698e-07,5.677349130499871e-09,5.677349130499871e-09,5.677349130499871e-09
1768,6.218477405387343e-07,5.677349130499871e-09,5.677349130499871e-09,5.677349130499871e-09
1769,5.984318584799959e-07,5.677349130499871e-09,5.677349130499871e-09,5.677349130499871e-09
1770,5.842384851462157e-07,0.0,0.0,0.0
1771,5.636735482182433e-07,0.0,0.0,0.0
1772,6.135932478303272e-07,0.0,0.0,0.0
1773,7.680481957095253e-07,0.0,0.0,0.0
1774,3.949928526481017e-07,0.0,0.0,0.0
1775,6.586894768036342e-07,0.0,0.0,0.0
1776,6.905701316181226e-07,0.0,0.0,0.0
1777,7.518491886214309e-07,0.0,0.0,0.0
1778,7.887465553072356e-07,0.0,0.0,0.0
1779,7.968358123175026e-07,0.0,0.0,0.0
1780,7.020906390867562e-07,0.0,0.0,0.0
1781,5.971046324049212e-07,1.9125168750276445e-09,1.9125168750276445e-09,1.9125168750276445e-09
1782,3.679999611705398e-07,1.9125168750276445e-09,1.9125168750276445e-09,1.9125168750276445e-09
1783,4.4745513174047703e-07,1.9125168750276445e-09,1.9125168750276445e-09,1.9125168750276445e-09
1784,4.2945234999893144e-07,1.9125168750276445e-09,1.9125168750276445e-09,1.9125168750276445e-09
1785,3.971911112391321e-07,3.5306392730051682e-09,3.5306392730051682e-09,3.5306392730051682e-09
1786,3.287366587199715e-07,3.5306392730051682e-09,3.5306392730051682e-09,3.5306392730051682e-09
1787,2.6760129984942136e-07,3.5306392730051682e-09,3.5306392730051682e-09,3.5306392730051682e-09
1788,2.9443292857779723e-07,1.6181223979775235e-09,1.6181223979775235e-09,1.6181223979775235e-09
1789,2.6656289670817e-07,1.6181223979775235e-09,1.6181223979775235e-09,1.6181223979775235e-09
1790,1.5686849102231853e-07,1.6181223979775235e-09,1.6181223979775235e-09,1.6181223979775235e-09
1791,1.4291330379429773e-07,1.6181223979775235e-09,1.6181223979775235e-09,1.6181223979775235e-09
1792,1.5993834218923958e-07,0.0,0.0,0.0
1793,2.049905337539063e-07,0.0,0.0,0.0
1794,2.1812913684828216e-07,9.979855672018596e-10,9.979855672018596e-10,9.979855672018596e-10
1795,2.313955097374024e-07,9.979855672018596e-10,9.979855672018596e-10,9.979855672018596e-10
1796,2.651454654564337e-07,9.979855672018596e-10,9.979855672018596e-10,9.979855672018596e-10
1797,2.95962335274323e-07,1.5649092180832928e-09,1.5649092180832928e-09,1.5649092180832928e-09
1798,2.961527383961636e-07,1.5649092180832928e-09,1.5649092180832928e-09,1.5649092180832928e-09
1799,2.8776221532617843e-07,1.5649092180832928e-09,1.5649092180832928e-09,1.5649092180832928e-09
1800,2.4803536697553294e-07,1.5649092180832928e-09,1.5649092180832928e-09,1.5649092180832928e-09
1801,2.4022474219366684e-07,1.4956045925527762e-09,1.4956045925527762e-09,1.4956045925527762e-09
1802,2.472705529856155e-07,1.4956045925527762e-09,1.4956045925527762e-09,1.4956045925527762e-09
1803,2.097588246588852e-07,1.8466045518091993e-09,1.8466045518091993e-09,1.8466045518091993e-09
1804,1.9439391049250583e-07,1.2796809009277661e-09,1.2796809009277661e-09,1.2796809009277661e-09
1805,1.8202113441897643e-07,1.2796809009277661e-09,1.2796809009277661e-09,1.2796809009277661e-09
1806,1.7575417997152597e-07,1.796781104853754e-09,1.796781104853754e-09,1.796781104853754e-09
1807,1.6983002788200402e-07,2.6336660154311987e-09,2.6336660154311987e-09,2.6336660154311987e-09
1808,1.8131995257622942e-07,3.3525273668288946e-09,3.3525273668288946e-09,3.3525273668288946e-09
1809,1.4927055604273066e-07,3.5334521816413454e-09,3.5334521816413454e-09,3.5334521816413454e-09
1810,1.6195201319695635e-07,3.6183275264889403e-09,3.6183275264889403e-09,3.6183275264889403e-09
1811,1.5892313801454554e-07,6.665318757243759e-09,6.665318757243759e-09,6.665318757243759e-09
1812,1.6255204217584052e-07,6.904027016751968e-09,6.904027016751968e-09,6.904027016751968e-09
1813,1.5693358891764676e-07,1.0460494200995437e-08,1.0460494200995437e-08,1.0460494200995437e-08
1814,1.5336183167846684e-07,9.623609290417993e-09,9.623609290417993e-09,9.623609290417993e-09
1815,1.2080441231481537e-07,7.976066997348954e-09,7.976066997348954e-09,7.976066997348954e-09
1816,1.1558818816378594e-07,7.795142182536502e-09,7.795142182536502e-09,7.795142182536502e-09
1817,1.1200695938993834e-07,7.53061444948498e-09,7.53061444948498e-09,7.53061444948498e-09
1818,1.0563562418448263e-07,4.662658085027463e-09,4.662658085027463e-09,4.662658085027463e-09
1819,1.0230250881347405e-07,2.9373324201514047e-08,2.9373324201514047e-08,2.9373324201514047e-08
1820,1.1163235821446246e-07,2.5447153749271123e-08,2.5447153749271123e-08,2.5447153749271123e-08
1821,1.1643379796818668e-07,2.5447153749271123e-08,2.5447153749271123e-08,2.5447153749271123e-08
1822,1.189921405853056e-07,2.6445304961748254e-08,2.6445304961748254e-08,2.6445304961748254e-08
1823,1.219500223978035e-07,2.6445304961748254e-08,2.6445304961748254e-08,2.6445304961748254e-08
1824,1.2263179830337583e-07,2.627395739069576e-08,2.627395739069576e-08,2.627395739069576e-08
1825,1.256861494880468e-07,2.6221539328741272e-08,2.6221539328741272e-08,2.6221539328741272e-08
1826,1.2910733561609179e-07,1.2721649527464812e-09,1.2721649527464812e-09,1.2721649527464812e-09
1827,1.3492708258614323e-07,1.6476210475323073e-09,1.6476210475323073e-09,1.6476210475323073e-09
1828,1.357573893301378e-07,1.8682796658937254e-09,1.8682796658937254e-09,1.8682796658937254e-09
1829,1.3643756854467677e-07,8.701284534165918e-10,8.701284534165918e-10,8.701284534165918e-10
1830,1.33602046251521e-07,9.654329954525816e-10,9.654329954525816e-10,9.654329954525816e-10
1831,1.211855078508961e-07,9.654329954525816e-10,9.654329954525816e-10,9.654329954525816e-10
1832,1.1958722520180993e-07,8.388161911097671e-10,8.388161911097671e-10,8.388161911097671e-10
1833,1.0401014398959368e-07,9.21294453424894e-10,9.21294453424894e-10,9.21294453424894e-10
1834,8.934598737044195e-08,4.815016163561836e-10,4.815016163561836e-10,4.815016163561836e-10
1835,8.051710104999594e-08,2.6084299799476543e-10,2.6084299799476543e-10,2.6084299799476543e-10
1836,7.406582978676721e-08,2.6084299799476543e-10,2.6084299799476543e-10,2.6084299799476543e-10
1837,7.857034083664465e-08,1.6553845595877548e-10,1.6553845595877548e-10,1.6553845595877548e-10
1838,7.392723893368774e-08,2.3789851517313262e-09,2.3789851517313262e-09,2.3789851517313262e-09
1839,6.974957551213784e-08,3.4399252494107404e-09,3.4399252494107404e-09,3.4399252494107404e-09
1840,7.021550020778835e-08,3.3574469870956136e-09,3.3574469870956136e-09,3.3574469870956136e-09
1841,6.266921001188816e-08,3.274386793451965e-09,3.274386793451965e-09,3.274386793451965e-09
1842,6.344294435832256e-08,5.402927185014863e-09,5.402927185014863e-09,5.402927185014863e-09
1843,6.41534480142322e-08,6.648843317183914e-09,6.648843317183914e-09,6.648843317183914e-09
1844,6.015748052082667e-08,7.4502375697298766e-09,7.4502375697298766e-09,7.4502375697298766e-09
1845,8.74491940448609e-08,5.5037459351885735e-09,5.5037459351885735e-09,5.5037459351885735e-09
1846,8.505943073698421e-08,6.1385387883916565e-09,6.1385387883916565e-09,6.1385387883916565e-09
1847,9.228446629094833e-08,6.199144253482558e-09,6.199144253482558e-09,6.199144253482558e-09
1848,9.349220267803762e-08,1.943356200565357e-08,1.943356200565357e-08,1.943356200565357e-08
1849,8.894903201296853e-08,1.8057375095192896e-08,1.8057375095192896e-08,1.8057375095192896e-08
1850,9.180387142545701e-08,2.2840137471811872e-08,2.2840137471811872e-08,2.2840137471811872e-08
1851,9.006083701024181e-08,2.3199458045107335e-08,2.3199458045107335e-08,2.3199458045107335e-08
1852,6.288020364715002e-08,2.293250298387609e-08,2.293250298387609e-08,2.293250298387609e-08
1853,6.458163578518647e-08,2.2443253580980586e-08,2.2443253580980586e-08,2.2443253580980586e-08
1854,5.90358400894989e-08,2.258465555840924e-08,2.258465555840924e-08,2.258465555840924e-08
1855,5.77432461211304e-08,9.50774305317838e-09,9.50774305317838e-09,9.50774305317838e-09
1856,6.144680091730542e-08,8.954184790458238e-09,8.954184790458238e-09,8.954184790458238e-09
1857,6.284377665874022e-08,5.428485946471337e-09,5.428485946471337e-09,5.428485946471337e-09
1858,6.264903922621151e-08,4.2677711206299105e-09,4.2677711206299105e-09,4.2677711206299105e-09
1859,6.386462863312253e-08,5.120782559891219e-09,5.120782559891219e-09,5.120782559891219e-09
1860,5.940540554710034e-08,4.280270265206403e-09,4.280270265206403e-09,4.280270265206403e-09
1861,6.017220093618952e-08,4.304209544336857e-09,4.304209544336857e-09,4.304209544336857e-09
1862,6.224156022329095e-08,4.4810139249967e-09,4.4810139249967e-09,4.4810139249967e-09
1863,6.032500924188103e-08,7.194229402683407e-09,7.194229402683407e-09,7.194229402683407e-09
1864,5.488996482735534e-08,5.303486348497342e-09,5.303486348497342e-09,5.303486348497342e-09
1865,5.944315211487654e-08,5.480392552468873e-09,5.480392552468873e-09,5.480392552468873e-09
1866,6.064152354870852e-08,5.158256552054549e-09,5.158256552054549e-09,5.158256552054549e-09
1867,6.029939569884846e-08,4.835497756174232e-09,4.835497756174232e-09,4.835497756174232e-09
1868,5.905464003522606e-08,4.743986132498585e-09,4.743986132498585e-09,4.743986132498585e-09
1869,5.441201216578e-08,5.676424861901706e-09,5.676424861901706e-09,5.676424861901706e-09
1870,5.532577012396749e-08,5.12965588260274e-09,5.12965588260274e-09,5.12965588260274e-09
1871,5.477030537040914e-08,4.760875638165629e-09,4.760875638165629e-09,4.760875638165629e-09
1872,4.587603490741847e-08,4.829679695855e-09,4.829679695855e-09,4.829679695855e-09
1873,5.527374519991619e-08,1.0423178661448214e-08,1.0423178661448214e-08,1.0423178661448214e-08
1874,5.411055730470642e-08,1.0578669781427915e-08,1.0578669781427915e-08,1.0578669781427915e-08
1875,5.374360918202521e-08,1.1968605788987524e-08,1.1968605788987524e-08,1.1968605788987524e-08
1876,5.922543471521229e-08,1.0970181334763701e-08,1.0970181334763701e-08,1.0970181334763701e-08
1877,5.766222648568535e-08,9.09426302518414e-09,9.09426302518414e-09,9.09426302518414e-09
1878,5.704865608484917e-08,1.0084508942195417e-08,1.0084508942195417e-08,1.0084508942195417e-08
1879,5.4781332739902866e-08,1.0153023009630755e-08,1.0153023009630755e-08,1.0153023009630755e-08
1880,4.476754992107804e-08,4.193082024452264e-09,4.193082024452264e-09,4.193082024452264e-09
1881,4.3733849303911095e-08,4.3100343928768686e-09,4.3100343928768686e-09,4.3100343928768686e-09
1882,4.350726179325193e-08,2.882892020344181e-09,2.882892020344181e-09,2.882892020344181e-09
1883,3.640822069225383e-08,2.775181259398859e-09,2.775181259398859e-09,2.775181259398859e-09
1884,4.69245627751239e-08,2.682499650979204e-09,2.682499650979204e-09,2.682499650979204e-09
1885,4.7105062961350086e-08,3.1901939819992518e-09,3.1901939819992518e-09,3.1901939819992518e-09
1886,5.073373340483808e-08,4.282989042790421e-09,4.282989042790421e-09,4.282989042790421e-09
1887,4.876921520592857e-08,4.3119933972641485e-09,4.3119933972641485e-09,4.3119933972641485e-09
1888,5.257445272783505e-08,4.320371552576521e-09,4.320371552576521e-09,4.320371552576521e-09
1889,5.339300049708332e-08,4.56336444822268e-09,4.56336444822268e-09,4.56336444822268e-09
1890,5.602404229421154e-08,8.272991815415156e-09,8.272991815415156e-09,8.272991815415156e-09
1891,4.557132170037091e-08,8.029980331463499e-09,8.029980331463499e-09,8.029980331463499e-09
1892,4.523564963879575e-08,6.850373252780579e-09,6.850373252780579e-09,6.850373252780579e-09
1893,4.2182449025826175e-08,6.158265738623722e-09,6.158265738623722e-09,6.158265738623722e-09
1894,4.0289174409378706e-08,5.98691973774379e-09,5.98691973774379e-09,5.98691973774379e-09
1895,3.966949232595393e-08,6.234508258857423e-09,6.234508258857423e-09,6.234508258857423e-09
1896,4.036711993243054e-08,6.630742796101938e-09,6.630742796101938e-09,6.630742796101938e-09
1897,4.0709875090020175e-08,3.020576852133924e-09,3.020576852133924e-09,3.020576852133924e-09
1898,4.0246685476371824e-08,3.119480895819038e-09,3.119480895819038e-09,3.119480895819038e-09
1899,4.4447501932966457e-08,3.941948259874753e-09,3.941948259874753e-09,3.941948259874753e-09
1900,4.400827308919426e-08,3.5703778663734707e-09,3.5703778663734707e-09,3.5703778663734707e-09
1901,4.5594985057359083e-08,4.130933420728614e-09,4.130933420728614e-09,4.130933420728614e-09
1902,5.204893811188478e-08,3.903676604188888e-09,3.903676604188888e-09,3.903676604188888e-09
