ngram,Aon,Ao,Aon,Ao
1843,3.539333676932139e-08,1.7682793794295192e-07,3.539333676932139e-08,1.7682793794295192e-07
1844,3.60703276770989e-08,1.8030232748092852e-07,3.60703276770989e-08,1.8030232748092852e-07
1845,3.3863877035855694e-08,1.6449694178228518e-07,3.3863877035855694e-08,1.6449694178228518e-07
1846,3.224320721528784e-08,1.635871161706096e-07,3.224320721528784e-08,1.635871161706096e-07
1847,3.502701367048238e-08,1.6362276917496793e-07,3.502701367048238e-08,1.6362276917496793e-07
1848,3.639121004539447e-08,1.7404610019866595e-07,3.639121004539447e-08,1.7404610019866595e-07
1849,3.736369689834516e-08,1.8470551615174762e-07,3.736369689834516e-08,1.8470551615174762e-07
1850,4.226702442013318e-08,2.0305743118699736e-07,4.226702442013318e-08,2.0305743118699736e-07
1851,4.3552912641432936e-08,2.1417668400707563e-07,4.3552912641432936e-08,2.1417668400707563e-07
1852,4.7163147038580585e-08,2.2367298616440427e-07,4.7163147038580585e-08,2.2367298616440427e-07
1853,4.9063247433066085e-08,2.3614156573005728e-07,4.9063247433066085e-08,2.3614156573005728e-07
1854,4.879012647864199e-08,2.4399809563289766e-07,4.879012647864199e-08,2.4399809563289766e-07
1855,4.914249527944646e-08,2.5307743710202756e-07,4.914249527944646e-08,2.5307743710202756e-07
1856,4.7229674647399274e-08,2.6208249031307265e-07,4.7229674647399274e-08,2.6208249031307265e-07
1857,4.2183306752414344e-08,2.6228727278976294e-07,4.2183306752414344e-08,2.6228727278976294e-07
1858,4.1441124563691897e-08,2.659208949548234e-07,4.1441124563691897e-08,2.659208949548234e-07
1859,3.866903292808794e-08,2.8262782945733177e-07,3.866903292808794e-08,2.8262782945733177e-07
1860,3.849683898644278e-08,2.894121605225207e-07,3.849683898644278e-08,2.894121605225207e-07
1861,3.598740708607043e-08,2.888341928805208e-07,3.598740708607043e-08,2.888341928805208e-07
1862,3.512828884920184e-08,3.035603210069634e-07,3.512828884920184e-08,3.035603210069634e-07
1863,3.593273082255369e-08,2.904313061792761e-07,3.593273082255369e-08,2.904313061792761e-07
1864,3.4017384211080885e-08,2.923499055538871e-07,3.4017384211080885e-08,2.923499055538871e-07
1865,3.424317439128442e-08,2.922768780016278e-07,3.424317439128442e-08,2.922768780016278e-07
1866,3.522011228694412e-08,3.1392442727857475e-07,3.522011228694412e-08,3.1392442727857475e-07
1867,3.5264226840224314e-08,3.1371078534903063e-07,3.5264226840224314e-08,3.1371078534903063e-07
1868,3.689239339418496e-08,3.2655806795186694e-07,3.689239339418496e-08,3.2655806795186694e-07
1869,3.78625385012908e-08,3.0764748057013745e-07,3.78625385012908e-08,3.0764748057013745e-07
1870,3.9007532949751426e-08,3.171506607811482e-07,3.9007532949751426e-08,3.171506607811482e-07
1871,3.9886613377250665e-08,3.234981298711708e-07,3.9886613377250665e-08,3.234981298711708e-07
1872,4.1252902300519574e-08,3.2424949430216135e-07,4.1252902300519574e-08,3.2424949430216135e-07
1873,4.2827773581523484e-08,2.9913534100549963e-07,4.2827773581523484e-08,2.9913534100549963e-07
1874,4.244743325086477e-08,3.2358587986891507e-07,4.244743325086477e-08,3.2358587986891507e-07
1875,4.412850630939959e-08,3.21824627137955e-07,4.412850630939959e-08,3.21824627137955e-07
1876,4.462538123155875e-08,3.2297149589664643e-07,4.462538123155875e-08,3.2297149589664643e-07
1877,4.436708625884681e-08,3.2184974786884724e-07,4.436708625884681e-08,3.2184974786884724e-07
1878,4.55661951345324e-08,3.3217393787968573e-07,4.55661951345324e-08,3.3217393787968573e-07
1879,4.5079476405719884e-08,3.3933661874081214e-07,4.5079476405719884e-08,3.3933661874081214e-07
1880,4.390560854566112e-08,3.557077101439583e-07,4.390560854566112e-08,3.557077101439583e-07
1881,4.445495806391721e-08,3.418508843619098e-07,4.445495806391721e-08,3.418508843619098e-07
1882,4.196787273258451e-08,3.5679253431096315e-07,4.196787273258451e-08,3.5679253431096315e-07
1883,4.298783449842501e-08,3.794309577642707e-07,4.298783449842501e-08,3.794309577642707e-07
1884,4.265389311594195e-08,4.0308181123041973e-07,4.265389311594195e-08,4.0308181123041973e-07
1885,4.342923227389812e-08,3.9583117329909457e-07,4.342923227389812e-08,3.9583117329909457e-07
1886,4.395304437870047e-08,4.013175742199694e-07,4.395304437870047e-08,4.013175742199694e-07
1887,4.467084683109793e-08,3.7646737333878786e-07,4.467084683109793e-08,3.7646737333878786e-07
1888,4.491672456197193e-08,3.622258191171568e-07,4.491672456197193e-08,3.622258191171568e-07
1889,4.635105404255617e-08,3.3393927115607115e-07,4.635105404255617e-08,3.3393927115607115e-07
1890,4.5011322161566825e-08,3.0931367080354123e-07,4.5011322161566825e-08,3.0931367080354123e-07
1891,4.618803320762968e-08,2.971975894589767e-07,4.618803320762968e-08,2.971975894589767e-07
1892,4.7762566473303584e-08,3.049215706596442e-07,4.7762566473303584e-08,3.049215706596442e-07
1893,4.854734163879064e-08,2.985696637227063e-07,4.854734163879064e-08,2.985696637227063e-07
1894,4.773086763926975e-08,3.0938569141523787e-07,4.773086763926975e-08,3.0938569141523787e-07
1895,4.776115706103415e-08,3.1183083949924496e-07,4.776115706103415e-08,3.1183083949924496e-07
1896,4.9001436812951786e-08,3.2093394354758077e-07,4.9001436812951786e-08,3.2093394354758077e-07
1897,4.8598360637340324e-08,3.284915562419753e-07,4.8598360637340324e-08,3.284915562419753e-07
1898,4.918008400522922e-08,3.1899066600869575e-07,4.918008400522922e-08,3.1899066600869575e-07
1899,4.698121358615026e-08,3.1055153369509624e-07,4.698121358615026e-08,3.1055153369509624e-07
1900,4.545584023471097e-08,3.1080872174373197e-07,4.545584023471097e-08,3.1080872174373197e-07
1901,4.407192426875943e-08,3.015924952316189e-07,4.407192426875943e-08,3.015924952316189e-07
1902,4.502708250697651e-08,2.9397743008173295e-07,4.502708250697651e-08,2.9397743008173295e-07
1903,4.107893809240133e-08,2.908253813010171e-07,4.107893809240133e-08,2.908253813010171e-07
1904,4.0028219976712924e-08,3.017725914235468e-07,4.0028219976712924e-08,3.017725914235468e-07
1905,3.604015270346801e-08,2.919437918080803e-07,3.604015270346801e-08,2.919437918080803e-07
1906,3.42307475063665e-08,2.7690539842037e-07,3.42307475063665e-08,2.7690539842037e-07
1907,3.400695750396413e-08,2.701210592346927e-07,3.400695750396413e-08,2.701210592346927e-07
1908,3.384368518766223e-08,2.745618498270882e-07,3.384368518766223e-08,2.745618498270882e-07
1909,3.0549647383233084e-08,2.69354631297704e-07,3.0549647383233084e-08,2.69354631297704e-07
1910,2.999847151638083e-08,2.7718782494697993e-07,2.999847151638083e-08,2.7718782494697993e-07
1911,2.9707784930467695e-08,2.615127568463192e-07,2.9707784930467695e-08,2.615127568463192e-07
1912,2.8933539500794074e-08,2.628478341648588e-07,2.8933539500794074e-08,2.628478341648588e-07
1913,3.131058257110908e-08,2.692473799470463e-07,3.131058257110908e-08,2.692473799470463e-07
1914,3.1517838244050315e-08,2.6160088444677445e-07,3.1517838244050315e-08,2.6160088444677445e-07
1915,3.0847255670453574e-08,2.640837440789515e-07,3.0847255670453574e-08,2.640837440789515e-07
1916,3.129026891558949e-08,2.7094692102634455e-07,3.129026891558949e-08,2.7094692102634455e-07
1917,3.074422621247257e-08,2.6048500347185056e-07,3.074422621247257e-08,2.6048500347185056e-07
1918,2.889010047064338e-08,2.621878698911522e-07,2.889010047064338e-08,2.621878698911522e-07
1919,2.868508072343242e-08,2.714551458536464e-07,2.868508072343242e-08,2.714551458536464e-07
1920,2.552920973032867e-08,2.745510901799467e-07,2.552920973032867e-08,2.745510901799467e-07
1921,2.263653696234412e-08,2.834388063937305e-07,2.263653696234412e-08,2.834388063937305e-07
1922,2.1771208328199724e-08,2.8725502180090447e-07,2.1771208328199724e-08,2.8725502180090447e-07
1923,2.270745217255613e-08,2.937142206909422e-07,2.270745217255613e-08,2.937142206909422e-07
1924,2.2272293723598783e-08,3.018286227935667e-07,2.2272293723598783e-08,3.018286227935667e-07
1925,2.3807516212416757e-08,3.1125532424474453e-07,2.3807516212416757e-08,3.1125532424474453e-07
1926,2.3825926628465562e-08,3.1375306467193044e-07,2.3825926628465562e-08,3.1375306467193044e-07
1927,2.332301615329665e-08,3.263589007929113e-07,2.332301615329665e-08,3.263589007929113e-07
1928,2.4031918550398198e-08,3.365523590608583e-07,2.4031918550398198e-08,3.365523590608583e-07
1929,2.4892270847739643e-08,3.448953001290127e-07,2.4892270847739643e-08,3.448953001290127e-07
1930,2.265570233004967e-08,3.5455611120076877e-07,2.265570233004967e-08,3.5455611120076877e-07
1931,2.2610749843871806e-08,3.5789111052508815e-07,2.2610749843871806e-08,3.5789111052508815e-07
1932,2.0481408569139603e-08,3.621864631700841e-07,2.0481408569139603e-08,3.621864631700841e-07
1933,2.1326202264455267e-08,3.6427073268896493e-07,2.1326202264455267e-08,3.6427073268896493e-07
1934,2.0863065180216315e-08,3.796578888730957e-07,2.0863065180216315e-08,3.796578888730957e-07
1935,2.04685766748623e-08,3.8969190947162655e-07,2.04685766748623e-08,3.8969190947162655e-07
1936,1.9394833675586857e-08,3.9124941508816846e-07,1.9394833675586857e-08,3.9124941508816846e-07
1937,1.9812212822703908e-08,3.9575658255281656e-07,1.9812212822703908e-08,3.9575658255281656e-07
1938,2.5475216856664573e-08,4.241478279709554e-07,2.5475216856664573e-08,4.241478279709554e-07
1939,2.630721215471762e-08,4.4497898394573507e-07,2.630721215471762e-08,4.4497898394573507e-07
1940,2.5139178611815234e-08,4.5713025948706285e-07,2.5139178611815234e-08,4.5713025948706285e-07
1941,2.534080856264609e-08,4.5965075352276994e-07,2.534080856264609e-08,4.5965075352276994e-07
1942,2.598347644980744e-08,4.453437644055417e-07,2.598347644980744e-08,4.453437644055417e-07
1943,2.5980507903763543e-08,4.487032835446111e-07,2.5980507903763543e-08,4.487032835446111e-07
1944,2.5324052188580026e-08,4.5144257602000183e-07,2.5324052188580026e-08,4.5144257602000183e-07
1945,1.9159133454341567e-08,4.385961054660064e-07,1.9159133454341567e-08,4.385961054660064e-07
1946,1.879494046111826e-08,4.3471041116000766e-07,1.879494046111826e-08,4.3471041116000766e-07
1947,1.882935915123848e-08,4.478389671800999e-07,1.882935915123848e-08,4.478389671800999e-07
1948,1.8643123616308392e-08,4.4788788500227383e-07,1.8643123616308392e-08,4.4788788500227383e-07
1949,1.770692138945508e-08,4.7168082671435384e-07,1.770692138945508e-08,4.7168082671435384e-07
1950,1.82131711617168e-08,4.837956372024824e-07,1.82131711617168e-08,4.837956372024824e-07
1951,1.8771352726178392e-08,5.060860084021053e-07,1.8771352726178392e-08,5.060860084021053e-07
1952,2.0857561772962592e-08,5.208987577784033e-07,2.0857561772962592e-08,5.208987577784033e-07
1953,2.0740985563959058e-08,5.401481562980084e-07,2.0740985563959058e-08,5.401481562980084e-07
1954,2.0557998731922974e-08,5.475503225430398e-07,2.0557998731922974e-08,5.475503225430398e-07
1955,2.03793388513824e-08,5.75340201131829e-07,2.03793388513824e-08,5.75340201131829e-07
1956,2.023918759570214e-08,6.288444426770314e-07,2.023918759570214e-08,6.288444426770314e-07
1957,2.211245535883271e-08,6.563755862641431e-07,2.211245535883271e-08,6.563755862641431e-07
1958,2.3516995842750736e-08,6.941909792398551e-07,2.3516995842750736e-08,6.941909792398551e-07
1959,2.176890972244954e-08,7.28006755577683e-07,2.176890972244954e-08,7.28006755577683e-07
1960,2.268284201737255e-08,7.431467078536766e-07,2.268284201737255e-08,7.431467078536766e-07
1961,2.3356284271715466e-08,7.777119240667421e-07,2.3356284271715466e-08,7.777119240667421e-07
1962,2.4414542768421858e-08,8.009895801868489e-07,2.4414542768421858e-08,8.009895801868489e-07
1963,2.4430214549754836e-08,7.762195163455285e-07,2.4430214549754836e-08,7.762195163455285e-07
1964,2.2997555605895415e-08,7.741037230906451e-07,2.2997555605895415e-08,7.741037230906451e-07
1965,2.2216469172268e-08,7.47591530268567e-07,2.2216469172268e-08,7.47591530268567e-07
1966,3.241165228270607e-08,7.328709849779054e-07,3.241165228270607e-08,7.328709849779054e-07
1967,3.211730259522483e-08,7.260710585147276e-07,3.211730259522483e-08,7.260710585147276e-07
1968,3.173174408946774e-08,7.10526080638374e-07,3.173174408946774e-08,7.10526080638374e-07
1969,3.2166867518818824e-08,6.889256545556626e-07,3.2166867518818824e-08,6.889256545556626e-07
1970,3.3493772580836123e-08,6.816162405292354e-07,3.3493772580836123e-08,6.816162405292354e-07
1971,3.342386684883942e-08,6.851379745447568e-07,3.342386684883942e-08,6.851379745447568e-07
1972,3.290789380676935e-08,6.881231310476974e-07,3.290789380676935e-08,6.881231310476974e-07
1973,2.5752231077750106e-08,6.845727154671164e-07,2.5752231077750106e-08,6.845727154671164e-07
1974,2.604129305845098e-08,6.882813993667826e-07,2.604129305845098e-08,6.882813993667826e-07
1975,2.798572040774161e-08,6.902168771765511e-07,2.798572040774161e-08,6.902168771765511e-07
1976,2.776855647011546e-08,6.860680465641573e-07,2.776855647011546e-08,6.860680465641573e-07
1977,2.767525002817755e-08,7.011724392214091e-07,2.767525002817755e-08,7.011724392214091e-07
1978,2.7386004321426427e-08,6.97522312163658e-07,2.7386004321426427e-08,6.97522312163658e-07
1979,2.7570251859287964e-08,6.990850108325373e-07,2.7570251859287964e-08,6.990850108325373e-07
1980,2.5413832815956994e-08,7.045848389809959e-07,2.5413832815956994e-08,7.045848389809959e-07
1981,2.6941168026642766e-08,7.052190004027839e-07,2.6941168026642766e-08,7.052190004027839e-07
1982,2.5655651571452964e-08,6.947694665931132e-07,2.5655651571452964e-08,6.947694665931132e-07
1983,2.909490908515571e-08,6.96304458155542e-07,2.909490908515571e-08,6.96304458155542e-07
1984,3.05141255755156e-08,6.926641893707191e-07,3.05141255755156e-08,6.926641893707191e-07
1985,3.642255411559095e-08,6.92849076650808e-07,3.642255411559095e-08,6.92849076650808e-07
1986,4.16588368880509e-08,6.873178952966035e-07,4.16588368880509e-08,6.873178952966035e-07
1987,5.279307505442635e-08,6.95516941310156e-07,5.279307505442635e-08,6.95516941310156e-07
1988,5.826692677552663e-08,7.287588021297e-07,5.826692677552663e-08,7.287588021297e-07
1989,6.393176832375502e-08,7.756399570878005e-07,6.393176832375502e-08,7.756399570878005e-07
1990,6.707487390908032e-08,7.961573049085149e-07,6.707487390908032e-08,7.961573049085149e-07
1991,7.505531941985413e-08,8.158667372169605e-07,7.505531941985413e-08,8.158667372169605e-07
1992,7.438618406955097e-08,8.260195077777357e-07,7.438618406955097e-08,8.260195077777357e-07
1993,7.97814700652972e-08,8.409248835050676e-07,7.97814700652972e-08,8.409248835050676e-07
1994,8.787478021434123e-08,8.430166807167032e-07,8.787478021434123e-08,8.430166807167032e-07
1995,9.611966841508287e-08,8.210620632910702e-07,9.611966841508287e-08,8.210620632910702e-07
1996,1.2036451226192314e-07,7.800159989658693e-07,1.2036451226192314e-07,7.800159989658693e-07
1997,1.3296893338779876e-07,7.627076407905926e-07,1.3296893338779876e-07,7.627076407905926e-07
1998,1.4402571224536587e-07,7.392241221688372e-07,1.4402571224536587e-07,7.392241221688372e-07
1999,1.6514749542498715e-07,7.235206161177692e-07,1.6514749542498715e-07,7.235206161177692e-07
2000,1.823119707263946e-07,7.189319717326725e-07,1.823119707263946e-07,7.189319717326725e-07
2001,1.842347866646118e-07,7.02140547608516e-07,1.842347866646118e-07,7.02140547608516e-07
2002,1.998405545171928e-07,6.836250544698228e-07,1.998405545171928e-07,6.836250544698228e-07
2003,1.932105411534784e-07,6.806564637632359e-07,1.932105411534784e-07,6.806564637632359e-07
2004,1.959886861056605e-07,6.612243055315048e-07,1.959886861056605e-07,6.612243055315048e-07
2005,1.8991316405195642e-07,6.317271023752775e-07,1.8991316405195642e-07,6.317271023752775e-07
2006,1.7830352102724385e-07,6.151846361847544e-07,1.7830352102724385e-07,6.151846361847544e-07
2007,1.5738576917913504e-07,5.784237982555039e-07,1.5738576917913504e-07,5.784237982555039e-07
2008,1.4261473170660922e-07,5.496256838861362e-07,1.4261473170660922e-07,5.496256838861362e-07
2009,1.1747483037132562e-07,5.954252466316185e-07,1.1747483037132562e-07,5.954252466316185e-07
2010,9.776779411449102e-08,5.994222809541887e-07,9.776779411449102e-08,5.994222809541887e-07
2011,7.999818153945983e-08,5.79960324590242e-07,7.999818153945983e-08,5.79960324590242e-07
2012,7.24607188219904e-08,5.851567631712637e-07,7.24607188219904e-08,5.851567631712637e-07
2013,7.370403665163394e-08,5.788741199402076e-07,7.370403665163394e-08,5.788741199402076e-07
2014,7.50327789741537e-08,5.939404153260901e-07,7.50327789741537e-08,5.939404153260901e-07
2015,7.407971785206818e-08,6.338411375444204e-07,7.407971785206818e-08,6.338411375444204e-07
2016,7.268142811410274e-08,8.367759432660802e-07,7.268142811410274e-08,8.367759432660802e-07
2017,7.635543279131222e-08,8.596799195477919e-07,7.635543279131222e-08,8.596799195477919e-07
2018,8.057761462509916e-08,9.444140459891059e-07,8.057761462509916e-08,9.444140459891059e-07
2019,8.234089410308343e-08,1.0495975999447182e-06,8.234089410308343e-08,1.0495975999447182e-06
