ngram,Aon,Ao,Aon,Ao
1691,1.289027734076496e-07,6.310691458923299e-07,1.289027734076496e-07,6.310691458923299e-07
1692,1.525708179477598e-07,6.449179973547611e-07,1.525708179477598e-07,6.449179973547611e-07
1693,1.2494161134262477e-07,6.523619719343645e-07,1.2494161134262477e-07,6.523619719343645e-07
1694,1.493271619373055e-07,5.607182649620362e-07,1.493271619373055e-07,5.607182649620362e-07
1695,1.6483396539764987e-07,5.451402935412781e-07,1.6483396539764987e-07,5.451402935412781e-07
1696,1.3326279559221022e-07,3.7145921640200997e-07,1.3326279559221022e-07,3.7145921640200997e-07
1697,1.1249250470817579e-07,4.241596777936658e-07,1.1249250470817579e-07,4.241596777936658e-07
1698,8.430293974015513e-08,3.922466049743889e-07,8.430293974015513e-08,3.922466049743889e-07
1699,1.1291305668237328e-07,4.544089112609332e-07,1.1291305668237328e-07,4.544089112609332e-07
1700,1.5190661477910388e-07,4.3070008156779037e-07,1.5190661477910388e-07,4.3070008156779037e-07
1701,1.4685458284345388e-07,5.60545375703571e-07,1.4685458284345388e-07,5.60545375703571e-07
1702,1.4333293916836608e-07,5.774724079239084e-07,1.4333293916836608e-07,5.774724079239084e-07
1703,1.5437414901953161e-07,6.831797674879323e-07,1.5437414901953161e-07,6.831797674879323e-07
1704,1.716976823575221e-07,7.049884516163729e-07,1.716976823575221e-07,7.049884516163729e-07
1705,1.6011294588582003e-07,7.459236144313763e-07,1.6011294588582003e-07,7.459236144313763e-07
1706,1.1891016730000306e-07,7.219937206822838e-07,1.1891016730000306e-07,7.219937206822838e-07
1707,7.991660920327246e-08,8.045246927070236e-07,7.991660920327246e-08,8.045246927070236e-07
1708,6.058309054424171e-08,7.655024977079197e-07,6.058309054424171e-08,7.655024977079197e-07
1709,6.06229469164126e-08,8.257870019536182e-07,6.06229469164126e-08,8.257870019536182e-07
1710,6.679676037687646e-08,8.076238405660011e-07,6.679676037687646e-08,8.076238405660011e-07
1711,5.916555575627821e-08,7.995753646485224e-07,5.916555575627821e-08,7.995753646485224e-07
1712,7.173459083885194e-08,8.475161621390725e-07,7.173459083885194e-08,8.475161621390725e-07
1713,7.147722312441016e-08,7.903376756855453e-07,7.147722312441016e-08,7.903376756855453e-07
1714,9.062044422794965e-08,7.741008646787253e-07,9.062044422794965e-08,7.741008646787253e-07
1715,9.062044422794965e-08,6.893775840970713e-07,9.062044422794965e-08,6.893775840970713e-07
1716,9.630534439760855e-08,6.608470601219909e-07,9.630534439760855e-08,6.608470601219909e-07
1717,8.673172656261028e-08,6.416123759273822e-07,8.673172656261028e-08,6.416123759273822e-07
1718,8.478115428748164e-08,6.085737100290447e-07,8.478115428748164e-08,6.085737100290447e-07
1719,6.963918559271016e-08,5.967403475486728e-07,6.963918559271016e-08,5.967403475486728e-07
1720,8.600455408165025e-08,6.388089112923418e-07,8.600455408165025e-08,6.388089112923418e-07
1721,6.686133297811076e-08,6.036016567837318e-07,6.686133297811076e-08,6.036016567837318e-07
1722,7.458891967563172e-08,5.707107066297925e-07,7.458891967563172e-08,5.707107066297925e-07
1723,7.540453138078971e-08,5.836437294094919e-07,7.540453138078971e-08,5.836437294094919e-07
1724,8.537588464767915e-08,5.75910222875921e-07,8.537588464767915e-08,5.75910222875921e-07
1725,9.234003428559845e-08,5.731886005833076e-07,9.234003428559845e-08,5.731886005833076e-07
1726,1.1130515531476703e-07,5.185359027239298e-07,1.1130515531476703e-07,5.185359027239298e-07
1727,9.096448749801311e-08,4.4864024419309446e-07,9.096448749801311e-08,4.4864024419309446e-07
1728,1.1040316648193636e-07,4.5631449552274717e-07,1.1040316648193636e-07,4.5631449552274717e-07
1729,1.154195332324954e-07,4.545528124059014e-07,1.154195332324954e-07,4.545528124059014e-07
1730,1.378101944940876e-07,4.3557431337961005e-07,1.378101944940876e-07,4.3557431337961005e-07
1731,1.2019743575056703e-07,4.776869307728962e-07,1.2019743575056703e-07,4.776869307728962e-07
1732,1.1800857738616547e-07,5.075770721824873e-07,1.1800857738616547e-07,5.075770721824873e-07
1733,1.2758243426804127e-07,5.279993209634475e-07,1.2758243426804127e-07,5.279993209634475e-07
1734,1.3622491325447429e-07,5.162324328011891e-07,1.3622491325447429e-07,5.162324328011891e-07
1735,1.2325316031284013e-07,5.354816039471189e-07,1.2325316031284013e-07,5.354816039471189e-07
1736,1.2153385700993828e-07,5.294640418794318e-07,1.2153385700993828e-07,5.294640418794318e-07
1737,9.446092416201931e-08,5.181095527210086e-07,9.446092416201931e-08,5.181095527210086e-07
1738,1.1642818924834891e-07,5.918885506162042e-07,1.1642818924834891e-07,5.918885506162042e-07
1739,2.2345505204920561e-07,5.492987327215815e-07,2.2345505204920561e-07,5.492987327215815e-07
1740,1.883312030770412e-07,5.773106823068832e-07,1.883312030770412e-07,5.773106823068832e-07
1741,2.0255276262608796e-07,6.42181520658726e-07,2.0255276262608796e-07,6.42181520658726e-07
1742,2.0884058114591297e-07,5.898192390369721e-07,2.0884058114591297e-07,5.898192390369721e-07
1743,2.0744732458816933e-07,5.512329640363792e-07,2.0744732458816933e-07,5.512329640363792e-07
1744,2.114603095800963e-07,5.246507929054392e-07,2.114603095800963e-07,5.246507929054392e-07
1745,1.894930444937667e-07,4.3973401732598306e-07,1.894930444937667e-07,4.3973401732598306e-07
1746,7.492711111873567e-08,4.7065470149781116e-07,7.492711111873567e-08,4.7065470149781116e-07
1747,7.90862628718969e-08,4.124144936668017e-07,7.90862628718969e-08,4.124144936668017e-07
1748,6.029870393474215e-08,4.133240208505283e-07,6.029870393474215e-08,4.133240208505283e-07
1749,5.2499239749132746e-08,4.0336937802619234e-07,5.2499239749132746e-08,4.0336937802619234e-07
1750,4.616657760842762e-08,4.5285034795077603e-07,4.616657760842762e-08,4.5285034795077603e-07
1751,3.9017752330648495e-08,4.528292509218902e-07,3.9017752330648495e-08,4.528292509218902e-07
1752,5.85107025687291e-08,4.1570707968016253e-07,5.85107025687291e-08,4.1570707968016253e-07
1753,5.8562077853707706e-08,3.7619151425717844e-07,5.8562077853707706e-08,3.7619151425717844e-07
1754,8.787547578492649e-08,3.7651543647955676e-07,8.787547578492649e-08,3.7651543647955676e-07
1755,8.851620363665396e-08,3.285492584024853e-07,8.851620363665396e-08,3.285492584024853e-07
1756,8.659639380173953e-08,3.2421700219791613e-07,8.659639380173953e-08,3.2421700219791613e-07
1757,1.1679401928128235e-07,3.05187264919888e-07,1.1679401928128235e-07,3.05187264919888e-07
1758,1.2162452733832652e-07,3.130020656629183e-07,1.2162452733832652e-07,3.130020656629183e-07
1759,1.0908916690612256e-07,3.0892454917972957e-07,1.0908916690612256e-07,3.0892454917972957e-07
1760,1.2801211671639327e-07,4.0383268640198366e-07,1.2801211671639327e-07,4.0383268640198366e-07
1761,1.084174045778192e-07,3.994000041172642e-07,1.084174045778192e-07,3.994000041172642e-07
1762,1.0490522736209381e-07,3.8032726276274585e-07,1.0490522736209381e-07,3.8032726276274585e-07
1763,1.1038578000872284e-07,3.7552062792656216e-07,1.1038578000872284e-07,3.7552062792656216e-07
1764,1.0499621997236578e-07,3.8160823123689624e-07,1.0499621997236578e-07,3.8160823123689624e-07
1765,1.1009015464326564e-07,3.882079876607999e-07,1.1009015464326564e-07,3.882079876607999e-07
1766,1.0653361697572044e-07,4.0713718720196213e-07,1.0653361697572044e-07,4.0713718720196213e-07
1767,8.258131473886416e-08,3.497764891692766e-07,8.258131473886416e-08,3.497764891692766e-07
1768,7.406790228766827e-08,3.641893775758425e-07,7.406790228766827e-08,3.641893775758425e-07
1769,6.906641582458763e-08,3.7805596418495823e-07,6.906641582458763e-08,3.7805596418495823e-07
1770,7.496500055635482e-08,4.1304924382399933e-07,7.496500055635482e-08,4.1304924382399933e-07
1771,6.265406606230175e-08,4.317959272676879e-07,6.265406606230175e-08,4.317959272676879e-07
1772,6.574694287410563e-08,4.423198650524033e-07,6.574694287410563e-08,4.423198650524033e-07
1773,6.234589073577418e-08,3.9362623332246063e-07,6.234589073577418e-08,3.9362623332246063e-07
1774,7.303574329447266e-08,4.0607657021090357e-07,7.303574329447266e-08,4.0607657021090357e-07
1775,9.655820980875823e-08,3.7636773900625743e-07,9.655820980875823e-08,3.7636773900625743e-07
1776,1.0164905869406279e-07,3.628883900676426e-07,1.0164905869406279e-07,3.628883900676426e-07
1777,1.19333003669096e-07,3.3444559172884123e-07,1.19333003669096e-07,3.3444559172884123e-07
1778,1.1744285950093009e-07,3.6259437966431764e-07,1.1744285950093009e-07,3.6259437966431764e-07
1779,1.1421160956664217e-07,3.5319821124955653e-07,1.1421160956664217e-07,3.5319821124955653e-07
1780,1.3065559148880572e-07,3.6854662458348943e-07,1.3065559148880572e-07,3.6854662458348943e-07
1781,1.276158064302178e-07,3.3618565404529885e-07,1.276158064302178e-07,3.3618565404529885e-07
1782,1.0951958222855345e-07,3.3605151981776415e-07,1.0951958222855345e-07,3.3605151981776415e-07
1783,1.731442448463635e-07,3.2906050202135315e-07,1.731442448463635e-07,3.2906050202135315e-07
1784,1.5769041336203111e-07,3.468961113282733e-07,1.5769041336203111e-07,3.468961113282733e-07
1785,1.5511155230082556e-07,3.039148655911309e-07,1.5511155230082556e-07,3.039148655911309e-07
1786,1.386383614893865e-07,2.9020390814236764e-07,1.386383614893865e-07,2.9020390814236764e-07
1787,1.3250751251803194e-07,2.707513613943645e-07,1.3250751251803194e-07,2.707513613943645e-07
1788,1.405360698925051e-07,2.660546617302576e-07,1.405360698925051e-07,2.660546617302576e-07
1789,1.3439894175348854e-07,2.6875284017283517e-07,1.3439894175348854e-07,2.6875284017283517e-07
1790,9.799231952862491e-08,2.9020123041131486e-07,9.799231952862491e-08,2.9020123041131486e-07
1791,9.872305791905741e-08,2.739320206858663e-07,9.872305791905741e-08,2.739320206858663e-07
1792,1.0698491794057321e-07,2.780977013117081e-07,1.0698491794057321e-07,2.780977013117081e-07
1793,1.1183882163225332e-07,2.8691798498974616e-07,1.1183882163225332e-07,2.8691798498974616e-07
1794,1.1549748636850512e-07,2.976028241619133e-07,1.1549748636850512e-07,2.976028241619133e-07
1795,1.0986485473754978e-07,3.6225271214464426e-07,1.0986485473754978e-07,3.6225271214464426e-07
1796,1.1848557842800541e-07,3.6863983357956644e-07,1.1848557842800541e-07,3.6863983357956644e-07
1797,9.106736038282698e-08,3.5350399839119616e-07,9.106736038282698e-08,3.5350399839119616e-07
1798,8.352906430023463e-08,3.6902486450734226e-07,8.352906430023463e-08,3.6902486450734226e-07
1799,7.415343057053698e-08,3.5925076044155245e-07,7.415343057053698e-08,3.5925076044155245e-07
1800,7.02191990902585e-08,3.367842294567579e-07,7.02191990902585e-08,3.367842294567579e-07
1801,6.135514648722814e-08,3.217312780634529e-07,6.135514648722814e-08,3.217312780634529e-07
1802,6.259645043574632e-08,2.50865947951492e-07,6.259645043574632e-08,2.50865947951492e-07
1803,5.528918681615583e-08,2.4515850733613273e-07,5.528918681615583e-08,2.4515850733613273e-07
1804,5.8640125644160435e-08,3.753180400118643e-07,5.8640125644160435e-08,3.753180400118643e-07
1805,5.7631997460053496e-08,3.991015984995881e-07,5.7631997460053496e-08,3.991015984995881e-07
1806,5.569251726456059e-08,4.273431833163548e-07,5.569251726456059e-08,4.273431833163548e-07
1807,5.995828392510053e-08,4.66023824482623e-07,5.995828392510053e-08,4.66023824482623e-07
1808,6.56772459909202e-08,4.795873199522507e-07,6.56772459909202e-08,4.795873199522507e-07
1809,6.235064071396274e-08,4.902697696707037e-07,6.235064071396274e-08,4.902697696707037e-07
1810,6.70625860875264e-08,4.961672418955589e-07,6.70625860875264e-08,4.961672418955589e-07
1811,6.58532261102859e-08,3.7150502001687915e-07,6.58532261102859e-08,3.7150502001687915e-07
1812,6.203706399381709e-08,3.3887734015739366e-07,6.203706399381709e-08,3.3887734015739366e-07
1813,6.171661632541664e-08,3.025602747389452e-07,6.171661632541664e-08,3.025602747389452e-07
1814,5.8988584937326646e-08,2.677945575767028e-07,5.8988584937326646e-08,2.677945575767028e-07
1815,5.241097333907874e-08,2.507063641132845e-07,5.241097333907874e-08,2.507063641132845e-07
1816,4.9394772208951765e-08,2.263242078827586e-07,4.9394772208951765e-08,2.263242078827586e-07
1817,4.50556876886919e-08,2.0873491938086124e-07,4.50556876886919e-08,2.0873491938086124e-07
1818,4.2675677087394044e-08,1.9730084537578868e-07,4.2675677087394044e-08,1.9730084537578868e-07
1819,4.3975296293297106e-08,2.0114659499930504e-07,4.3975296293297106e-08,2.0114659499930504e-07
1820,4.250760581620787e-08,2.2287102906050548e-07,4.250760581620787e-08,2.2287102906050548e-07
1821,4.2457616089564e-08,2.435445521444178e-07,4.2457616089564e-08,2.435445521444178e-07
1822,4.394788989868305e-08,2.492781285517205e-07,4.394788989868305e-08,2.492781285517205e-07
1823,4.658838851209371e-08,2.5922627092508523e-07,4.658838851209371e-08,2.5922627092508523e-07
1824,4.641804908698889e-08,2.756602575410787e-07,4.641804908698889e-08,2.756602575410787e-07
1825,4.3151138027854227e-08,2.760099257719568e-07,4.3151138027854227e-08,2.760099257719568e-07
1826,4.311905245555993e-08,2.603805557198159e-07,4.311905245555993e-08,2.603805557198159e-07
1827,4.175754700749426e-08,2.446175630309101e-07,4.175754700749426e-08,2.446175630309101e-07
1828,4.1287616880936184e-08,2.2925140033943796e-07,4.1287616880936184e-08,2.2925140033943796e-07
1829,3.828894433256989e-08,2.1731285926307464e-07,3.828894433256989e-08,2.1731285926307464e-07
1830,3.527857320558983e-08,2.0875221602117173e-07,3.527857320558983e-08,2.0875221602117173e-07
1831,3.2267470980887735e-08,2.0948385578581759e-07,3.2267470980887735e-08,2.0948385578581759e-07
1832,3.166760847201593e-08,2.0228686992140865e-07,3.166760847201593e-08,2.0228686992140865e-07
1833,3.050085365227265e-08,1.9377101117307965e-07,3.050085365227265e-08,1.9377101117307965e-07
1834,3.036050572851374e-08,1.843803261181165e-07,3.036050572851374e-08,1.843803261181165e-07
1835,2.7837842507340482e-08,1.708868495597926e-07,2.7837842507340482e-08,1.708868495597926e-07
1836,3.110203980075507e-08,1.714463187291975e-07,3.110203980075507e-08,1.714463187291975e-07
1837,2.985740213797986e-08,1.6722483816725538e-07,2.985740213797986e-08,1.6722483816725538e-07
1838,3.2576066288925176e-08,1.6200590583334167e-07,3.2576066288925176e-08,1.6200590583334167e-07
1839,3.3821696935173607e-08,1.6498817347253082e-07,3.3821696935173607e-08,1.6498817347253082e-07
1840,3.362113254468113e-08,1.7412213740694176e-07,3.362113254468113e-08,1.7412213740694176e-07
1841,3.290615500718884e-08,1.706558642971296e-07,3.290615500718884e-08,1.706558642971296e-07
1842,3.5430948841508325e-08,1.7859994321562616e-07,3.5430948841508325e-08,1.7859994321562616e-07
