ngram,Eaton,Eton,Eton,Eton
1590,0.0,2.599756498966599e-07,2.599756498966599e-07,2.599756498966599e-07
1591,0.0,2.599756498966599e-07,2.599756498966599e-07,2.599756498966599e-07
1592,0.0,8.569474435457128e-07,8.569474435457128e-07,8.569474435457128e-07
1593,6.698301798938441e-07,1.0802241701769942e-06,1.0802241701769942e-06,1.0802241701769942e-06
1594,6.698301798938441e-07,1.2478557534580302e-06,1.2478557534580302e-06,1.2478557534580302e-06
1595,6.698301798938441e-07,1.2478557534580302e-06,1.2478557534580302e-06,1.2478557534580302e-06
1596,6.698301798938441e-07,1.2478557534580302e-06,1.2478557534580302e-06,1.2478557534580302e-06
1597,1.6383269212383311e-06,1.7142526595697355e-06,1.7142526595697355e-06,1.7142526595697355e-06
1598,1.9921982519528162e-06,1.7142526595697355e-06,1.7142526595697355e-06,1.7142526595697355e-06
1599,1.9921982519528162e-06,1.1172808659206827e-06,1.1172808659206827e-06,1.1172808659206827e-06
1600,1.4288741567725083e-06,1.3200284781435454e-06,1.3200284781435454e-06,1.3200284781435454e-06
1601,1.4288741567725083e-06,1.1523968948625094e-06,1.1523968948625094e-06,1.1523968948625094e-06
1602,1.4288741567725083e-06,1.1523968948625094e-06,1.1523968948625094e-06,1.1523968948625094e-06
1603,1.4288741567725083e-06,1.1523968948625094e-06,1.1523968948625094e-06,1.1523968948625094e-06
1604,4.6037741542802125e-07,1.1071056178479921e-06,1.1071056178479921e-06,1.1071056178479921e-06
1605,4.4381675122297436e-07,1.1071056178479921e-06,1.1071056178479921e-06,1.1071056178479921e-06
1606,6.039769654567603e-07,1.187185724964885e-06,1.187185724964885e-06,1.187185724964885e-06
1607,4.974708807432242e-07,7.611613861107409e-07,7.611613861107409e-07,7.611613861107409e-07
1608,4.974708807432242e-07,9.608389827267923e-07,9.608389827267923e-07,9.608389827267923e-07
1609,4.974708807432242e-07,1.7155348928099556e-06,1.7155348928099556e-06,1.7155348928099556e-06
1610,8.798156646402536e-07,1.7155348928099556e-06,1.7155348928099556e-06,1.7155348928099556e-06
1611,9.82227943170853e-07,1.1368658923467073e-06,1.1368658923467073e-06,1.1368658923467073e-06
1612,9.139180048935356e-07,1.1368658923467073e-06,1.1368658923467073e-06,1.1368658923467073e-06
1613,7.537577906597497e-07,1.0567857852298142e-06,1.0567857852298142e-06,1.0567857852298142e-06
1614,7.537577906597497e-07,1.0567857852298142e-06,1.0567857852298142e-06,1.0567857852298142e-06
1615,7.537577906597497e-07,1.999937913816601e-06,1.999937913816601e-06,1.999937913816601e-06
1616,7.537577906597497e-07,1.2452420037334377e-06,1.2452420037334377e-06,1.2452420037334377e-06
1617,4.949543413853721e-07,1.2452420037334377e-06,1.2452420037334377e-06,1.2452420037334377e-06
1618,3.9254206285477267e-07,1.2413068637735186e-06,1.2413068637735186e-06,1.2413068637735186e-06
1619,3.486103342506145e-07,1.2413068637735186e-06,1.2413068637735186e-06,1.2413068637735186e-06
1620,3.486103342506145e-07,1.3420457776192052e-06,1.3420457776192052e-06,1.3420457776192052e-06
1621,5.270283298029556e-07,1.3420457776192052e-06,1.3420457776192052e-06,1.3420457776192052e-06
1622,6.677251462861022e-07,1.9921605241636696e-07,1.9921605241636696e-07,1.9921605241636696e-07
1623,6.677251462861022e-07,1.9921605241636696e-07,1.9921605241636696e-07,1.9921605241636696e-07
1624,5.441838116634504e-07,1.9921605241636696e-07,1.9921605241636696e-07,1.9921605241636696e-07
1625,5.441838116634504e-07,1.0073891384568664e-07,1.0073891384568664e-07,1.0073891384568664e-07
1626,3.1911481203548776e-07,1.0073891384568664e-07,1.0073891384568664e-07,1.0073891384568664e-07
1627,4.788861523203585e-07,0.0,0.0,0.0
1628,3.004681567680174e-07,0.0,0.0,0.0
1629,1.5977134028487073e-07,0.0,0.0,0.0
1630,2.460203388311909e-07,8.624899854632012e-08,8.624899854632012e-08,8.624899854632012e-08
1631,2.460203388311909e-07,8.624899854632012e-08,8.624899854632012e-08,8.624899854632012e-08
1632,3.3764647306660276e-07,8.624899854632012e-08,8.624899854632012e-08,8.624899854632012e-08
1633,8.860176633009229e-07,8.624899854632012e-08,8.624899854632012e-08,8.624899854632012e-08
1634,7.262463230160523e-07,8.624899854632012e-08,8.624899854632012e-08,8.624899854632012e-08
1635,8.908857499331393e-07,8.624899854632012e-08,8.624899854632012e-08,8.624899854632012e-08
1636,1.0645745679279832e-06,8.624899854632012e-08,8.624899854632012e-08,8.624899854632012e-08
1637,9.78325569381663e-07,0.0,0.0,0.0
1638,1.0456606064833198e-06,0.0,0.0,0.0
1639,2.6671794809577217e-06,2.336106977704081e-07,2.336106977704081e-07,2.336106977704081e-07
1640,2.4272324635278764e-06,2.336106977704081e-07,2.336106977704081e-07,2.336106977704081e-07
1641,2.96473126175962e-06,4.724990471264131e-07,4.724990471264131e-07,4.724990471264131e-07
1642,2.908041669310738e-06,6.883987160628229e-07,6.883987160628229e-07,6.883987160628229e-07
1643,3.4569324246344228e-06,6.883987160628229e-07,6.883987160628229e-07,6.883987160628229e-07
1644,8.498313007976321e-06,6.883987160628229e-07,6.883987160628229e-07,6.883987160628229e-07
1645,8.67656213391196e-06,6.883987160628229e-07,6.883987160628229e-07,6.883987160628229e-07
1646,6.9634171252021456e-06,4.547880182924148e-07,4.547880182924148e-07,4.547880182924148e-07
1647,6.967129617610876e-06,4.547880182924148e-07,4.547880182924148e-07,4.547880182924148e-07
1648,6.4754800551522095e-06,2.61748904709488e-07,2.61748904709488e-07,2.61748904709488e-07
1649,6.445757995671946e-06,4.584923577307823e-08,4.584923577307823e-08,4.584923577307823e-08
1650,5.942779101327947e-06,8.976937238003302e-08,8.976937238003302e-08,8.976937238003302e-08
1651,9.013985179860486e-07,1.7576953480004575e-07,1.7576953480004575e-07,1.7576953480004575e-07
1652,6.558143549487536e-07,3.9845512235712833e-07,3.9845512235712833e-07,3.9845512235712833e-07
1653,8.819416978310204e-07,3.9845512235712833e-07,3.9845512235712833e-07,3.9845512235712833e-07
1654,6.11288218773812e-07,3.9845512235712833e-07,3.9845512235712833e-07,3.9845512235712833e-07
1655,6.235420276620321e-07,3.526058865840501e-07,3.526058865840501e-07,3.526058865840501e-07
1656,8.624655793352889e-07,4.432205490242528e-07,4.432205490242528e-07,4.432205490242528e-07
1657,8.374959220093712e-07,4.2710484495143775e-07,4.2710484495143775e-07,4.2710484495143775e-07
1658,1.2664209967689594e-06,3.9472031687637354e-07,3.9472031687637354e-07,3.9472031687637354e-07
1659,1.3629225504376206e-06,2.685362829879523e-07,2.685362829879523e-07,2.685362829879523e-07
1660,1.4574944080842606e-06,2.685362829879523e-07,2.685362829879523e-07,2.685362829879523e-07
1661,1.550382039892741e-06,2.685362829879523e-07,2.685362829879523e-07,2.685362829879523e-07
1662,1.5734787146876833e-06,3.49736002444193e-07,3.49736002444193e-07,3.49736002444193e-07
1663,1.2563273880264854e-06,5.87596233003751e-07,5.87596233003751e-07,5.87596233003751e-07
1664,1.2189082911260942e-06,6.777007399705326e-07,6.777007399705326e-07,6.777007399705326e-07
1665,1.27499101511473e-06,6.240851056255841e-07,6.240851056255841e-07,6.240851056255841e-07
1666,1.5380250277173348e-06,5.675319495627004e-07,5.675319495627004e-07,5.675319495627004e-07
1667,1.2822304589527839e-06,5.675319495627004e-07,5.675319495627004e-07,5.675319495627004e-07
1668,1.1478596409883072e-06,5.675319495627004e-07,5.675319495627004e-07,5.675319495627004e-07
1669,1.4560631313997874e-06,6.960108740778586e-07,6.960108740778586e-07,6.960108740778586e-07
1670,2.3063448557942527e-06,5.607818260549331e-07,5.607818260549331e-07,5.607818260549331e-07
1671,2.5793450382544895e-06,4.428728865540117e-07,4.428728865540117e-07,4.428728865540117e-07
1672,2.1927396452221207e-06,5.166746949011472e-07,5.166746949011472e-07,5.166746949011472e-07
1673,1.932175560373902e-06,4.767262972953696e-07,4.767262972953696e-07,4.767262972953696e-07
1674,1.9323319772216304e-06,4.767262972953696e-07,4.767262972953696e-07,4.767262972953696e-07
1675,1.9666504767558635e-06,4.767262972953696e-07,4.767262972953696e-07,4.767262972953696e-07
1676,1.7490333082800395e-06,2.6704765332397074e-07,2.6704765332397074e-07,2.6704765332397074e-07
1677,1.201027377614342e-06,1.0738800629691728e-07,1.0738800629691728e-07,1.0738800629691728e-07
1678,9.301638418232219e-07,1.0738800629691728e-07,1.0738800629691728e-07,1.0738800629691728e-07
1679,1.1316944364482749e-06,5.665796720677463e-08,5.665796720677463e-08,5.665796720677463e-08
1680,1.2318441682574694e-06,5.665796720677463e-08,5.665796720677463e-08,5.665796720677463e-08
1681,1.7261793345824117e-06,5.936783062614788e-07,5.936783062614788e-07,5.936783062614788e-07
1682,1.933793230689064e-06,6.138393392315525e-07,6.138393392315525e-07,6.138393392315525e-07
1683,1.8944105590890103e-06,6.138393392315525e-07,6.138393392315525e-07,6.138393392315525e-07
1684,1.650577924497806e-06,5.802531412817708e-07,5.802531412817708e-07,5.802531412817708e-07
1685,1.9559634755036574e-06,6.004589729562732e-07,6.004589729562732e-07,6.004589729562732e-07
1686,1.7665473015832894e-06,6.050164103044153e-07,6.050164103044153e-07,6.050164103044153e-07
1687,1.732226447107418e-06,6.050164103044153e-07,6.050164103044153e-07,6.050164103044153e-07
1688,1.312604967194732e-06,6.799607124971122e-08,6.799607124971122e-08,6.799607124971122e-08
1689,1.133814911164726e-06,4.7835038279637436e-08,4.7835038279637436e-08,4.7835038279637436e-08
1690,1.5829796780053584e-06,8.93756200477063e-08,8.93756200477063e-08,8.93756200477063e-08
1691,1.5979346739771115e-06,1.627737751570229e-07,1.627737751570229e-07,1.627737751570229e-07
1692,1.1332005515539225e-06,1.4256794348252049e-07,1.4256794348252049e-07,1.4256794348252049e-07
1693,1.1794397006984321e-06,5.22504263601929e-07,5.22504263601929e-07,5.22504263601929e-07
1694,1.575506989378742e-06,5.712753647912905e-07,5.712753647912905e-07,5.712753647912905e-07
1695,1.590800288957845e-06,6.022889717119792e-07,6.022889717119792e-07,6.022889717119792e-07
1696,3.4959011502775994e-06,6.022889717119792e-07,6.022889717119792e-07,6.022889717119792e-07
1697,3.075968655658861e-06,5.754425395869995e-07,5.754425395869995e-07,5.754425395869995e-07
1698,3.272223531374558e-06,6.057570861425379e-07,6.057570861425379e-07,6.057570861425379e-07
1699,3.938770110575465e-06,6.972438727968568e-07,6.972438727968568e-07,6.972438727968568e-07
1700,4.600878859102002e-06,3.156740514701336e-07,3.156740514701336e-07,3.156740514701336e-07
1701,4.175345842278537e-06,3.635705435759259e-07,3.635705435759259e-07,3.635705435759259e-07
1702,4.212040364239199e-06,3.4454209644049373e-07,3.4454209644049373e-07,3.4454209644049373e-07
1703,2.354209259790098e-06,3.6662451614282485e-07,3.6662451614282485e-07,3.6662451614282485e-07
1704,2.218558916768286e-06,4.0390096448358494e-07,4.0390096448358494e-07,4.0390096448358494e-07
1705,2.4892163545635933e-06,3.82608507923773e-07,3.82608507923773e-07,3.82608507923773e-07
1706,2.088478956758471e-06,4.2402631196734676e-07,4.2402631196734676e-07,4.2402631196734676e-07
1707,1.4762059379336279e-06,4.223355125938204e-07,4.223355125938204e-07,4.223355125938204e-07
1708,1.726705984797913e-06,4.414183274142098e-07,4.414183274142098e-07,4.414183274142098e-07
1709,1.5710184787362129e-06,4.534831999438081e-07,4.534831999438081e-07,4.534831999438081e-07
1710,1.5983265687477148e-06,5.174758947695019e-07,5.174758947695019e-07,5.174758947695019e-07
1711,1.8243418204682321e-06,4.6550529678565257e-07,4.6550529678565257e-07,4.6550529678565257e-07
1712,1.3166216124968092e-06,4.3740215005527716e-07,4.3740215005527716e-07,4.3740215005527716e-07
1713,1.5700771598403662e-06,3.5858763729785484e-07,3.5858763729785484e-07,3.5858763729785484e-07
1714,2.0047833564668897e-06,4.204272272545495e-07,4.204272272545495e-07,4.204272272545495e-07
1715,1.8340733934759816e-06,4.2922270690074325e-07,4.2922270690074325e-07,4.2922270690074325e-07
1716,2.0902119745512337e-06,6.176916705109241e-07,6.176916705109241e-07,6.176916705109241e-07
1717,2.1206027075290227e-06,6.003892078102321e-07,6.003892078102321e-07,6.003892078102321e-07
1718,1.984728502943004e-06,7.165155539366554e-07,7.165155539366554e-07,7.165155539366554e-07
1719,2.189193602524548e-06,6.819530682378172e-07,6.819530682378172e-07,6.819530682378172e-07
1720,2.1048630125213615e-06,8.996968432484209e-07,8.996968432484209e-07,8.996968432484209e-07
1721,1.7176067948249901e-06,8.836328118734725e-07,8.836328118734725e-07,8.836328118734725e-07
1722,2.020230389072302e-06,8.363627910869451e-07,8.363627910869451e-07,8.363627910869451e-07
1723,2.320833654526463e-06,8.893763764815179e-07,8.893763764815179e-07,8.893763764815179e-07
1724,2.2936248050038036e-06,8.851838414005085e-07,8.851838414005085e-07,8.851838414005085e-07
1725,2.626028601428386e-06,8.13175215544756e-07,8.13175215544756e-07,8.13175215544756e-07
1726,2.574210676747108e-06,8.892330762526919e-07,8.892330762526919e-07,8.892330762526919e-07
1727,2.3992997414877337e-06,7.063545288994127e-07,7.063545288994127e-07,7.063545288994127e-07
1728,2.4368382582906634e-06,6.881105442906639e-07,6.881105442906639e-07,6.881105442906639e-07
1729,2.103877282674408e-06,6.618104911077743e-07,6.618104911077743e-07,6.618104911077743e-07
1730,2.026604371556979e-06,6.008588521971043e-07,6.008588521971043e-07,6.008588521971043e-07
1731,2.4848418758795432e-06,6.198796102450745e-07,6.198796102450745e-07,6.198796102450745e-07
1732,2.336720886627778e-06,7.259664666240237e-07,7.259664666240237e-07,7.259664666240237e-07
1733,2.327102687818946e-06,6.933769205781053e-07,6.933769205781053e-07,6.933769205781053e-07
1734,2.258063562164482e-06,7.74758766348376e-07,7.74758766348376e-07,7.74758766348376e-07
1735,2.0958218799803163e-06,7.552569160549995e-07,7.552569160549995e-07,7.552569160549995e-07
1736,2.070891980565648e-06,8.145276057445829e-07,8.145276057445829e-07,8.145276057445829e-07
1737,1.6868589308874756e-06,7.553008560177789e-07,7.553008560177789e-07,7.553008560177789e-07
1738,1.3403429111999036e-06,7.815363107153774e-07,7.815363107153774e-07,7.815363107153774e-07
1739,1.802430079221397e-06,6.830263978534796e-07,6.830263978534796e-07,6.830263978534796e-07
1740,1.7316327460191263e-06,7.021635346810789e-07,7.021635346810789e-07,7.021635346810789e-07
1741,1.7783027033146936e-06,5.734158382405699e-07,5.734158382405699e-07,5.734158382405699e-07
1742,2.006097028177984e-06,6.622512793390862e-07,6.622512793390862e-07,6.622512793390862e-07
1743,2.0099732783559636e-06,7.157384597381419e-07,7.157384597381419e-07,7.157384597381419e-07
1744,2.043632572882156e-06,6.641295320670386e-07,6.641295320670386e-07,6.641295320670386e-07
1745,1.942486838808171e-06,6.047858107649517e-07,6.047858107649517e-07,6.047858107649517e-07
1746,1.4637352267397676e-06,7.62166178804234e-07,7.62166178804234e-07,7.62166178804234e-07
1747,1.5627117591066053e-06,8.378538812589145e-07,8.378538812589145e-07,8.378538812589145e-07
1748,1.6089568199666765e-06,8.54500135411789e-07,8.54500135411789e-07,8.54500135411789e-07
1749,1.4896774343599515e-06,8.522567936454704e-07,8.522567936454704e-07,8.522567936454704e-07
1750,1.731687721725653e-06,9.458241631169326e-07,9.458241631169326e-07,9.458241631169326e-07
1751,1.6593150949769812e-06,1.0091209909595428e-06,1.0091209909595428e-06,1.0091209909595428e-06
1752,1.7144625498336348e-06,1.0989776261080157e-06,1.0989776261080157e-06,1.0989776261080157e-06
1753,1.6771561165894257e-06,1.106164745579008e-06,1.106164745579008e-06,1.106164745579008e-06
1754,1.5988797404783587e-06,1.0569027689858298e-06,1.0569027689858298e-06,1.0569027689858298e-06
1755,1.4768195748209628e-06,1.2067456753227037e-06,1.2067456753227037e-06,1.2067456753227037e-06
1756,1.4332362314105142e-06,1.2578052925554012e-06,1.2578052925554012e-06,1.2578052925554012e-06
1757,1.1888838002960256e-06,1.1893018755212585e-06,1.1893018755212585e-06,1.1893018755212585e-06
1758,1.3229398843707583e-06,1.3150500097123898e-06,1.3150500097123898e-06,1.3150500097123898e-06
1759,1.3598302562708601e-06,1.4216951983923667e-06,1.4216951983923667e-06,1.4216951983923667e-06
1760,1.371544580511649e-06,1.4316492443608046e-06,1.4316492443608046e-06,1.4316492443608046e-06
1761,1.4819457549362726e-06,1.461641821671427e-06,1.461641821671427e-06,1.461641821671427e-06
1762,1.666159911500082e-06,1.3662316535244048e-06,1.3662316535244048e-06,1.3662316535244048e-06
1763,1.7273705127861052e-06,1.3949525217477848e-06,1.3949525217477848e-06,1.3949525217477848e-06
1764,1.734619753993424e-06,1.3438781901900905e-06,1.3438781901900905e-06,1.3438781901900905e-06
1765,1.7936646859847575e-06,1.3145650785060882e-06,1.3145650785060882e-06,1.3145650785060882e-06
1766,1.9956868787370955e-06,1.3260506161064508e-06,1.3260506161064508e-06,1.3260506161064508e-06
1767,1.8994819096665845e-06,1.3618951178224442e-06,1.3618951178224442e-06,1.3618951178224442e-06
1768,2.886647540175805e-06,1.5664399565399175e-06,1.5664399565399175e-06,1.5664399565399175e-06
1769,2.7751564500379444e-06,1.6761484695442569e-06,1.6761484695442569e-06,1.6761484695442569e-06
1770,2.6522901310142643e-06,1.578343512522094e-06,1.578343512522094e-06,1.578343512522094e-06
1771,2.8337909725451027e-06,1.7539048176981202e-06,1.7539048176981202e-06,1.7539048176981202e-06
1772,2.7719593000646066e-06,1.9169286247233686e-06,1.9169286247233686e-06,1.9169286247233686e-06
1773,2.6170828440237007e-06,1.8712543042706135e-06,1.8712543042706135e-06,1.8712543042706135e-06
1774,2.6983293537341524e-06,1.7615240121163618e-06,1.7615240121163618e-06,1.7615240121163618e-06
1775,1.8998777834765081e-06,1.6695167671189535e-06,1.6695167671189535e-06,1.6695167671189535e-06
1776,1.9067166801635591e-06,1.8133096822176803e-06,1.8133096822176803e-06,1.8133096822176803e-06
1777,2.5444675527199123e-06,2.0304749049111185e-06,2.0304749049111185e-06,2.0304749049111185e-06
1778,2.6393089131358593e-06,1.953587505860404e-06,1.953587505860404e-06,1.953587505860404e-06
1779,2.6381086237441716e-06,2.1442061292223765e-06,2.1442061292223765e-06,2.1442061292223765e-06
1780,2.5659172868992234e-06,2.2649784179001083e-06,2.2649784179001083e-06,2.2649784179001083e-06
1781,2.81232746601745e-06,2.95415545029495e-06,2.95415545029495e-06,2.95415545029495e-06
1782,2.7998936665036515e-06,3.0049781766397895e-06,3.0049781766397895e-06,3.0049781766397895e-06
1783,2.734635294083481e-06,3.1585374569788527e-06,3.1585374569788527e-06,3.1585374569788527e-06
1784,2.1007567413887174e-06,3.193338069909909e-06,3.193338069909909e-06,3.193338069909909e-06
1785,1.8806927723094953e-06,3.274092835324284e-06,3.274092835324284e-06,3.274092835324284e-06
1786,2.011612082242209e-06,2.8947900026261256e-06,2.8947900026261256e-06,2.8947900026261256e-06
1787,2.0303441000838314e-06,2.8229078127748963e-06,2.8229078127748963e-06,2.8229078127748963e-06
1788,1.6766211956564803e-06,2.2335649256482223e-06,2.2335649256482223e-06,2.2335649256482223e-06
1789,1.5133820495196102e-06,2.2048216773587877e-06,2.2048216773587877e-06,2.2048216773587877e-06
1790,1.5615237478933913e-06,1.967933712876402e-06,1.967933712876402e-06,1.967933712876402e-06
1791,1.950644705825003e-06,1.90827651230003e-06,1.90827651230003e-06,1.90827651230003e-06
1792,2.256797578021568e-06,1.8675431030195405e-06,1.8675431030195405e-06,1.8675431030195405e-06
1793,2.328973161119003e-06,2.2471159906802185e-06,2.2471159906802185e-06,2.2471159906802185e-06
1794,2.4590297990861084e-06,2.8806132702032172e-06,2.8806132702032172e-06,2.8806132702032172e-06
1795,2.582517660292589e-06,3.345367336545938e-06,3.345367336545938e-06,3.345367336545938e-06
1796,2.5004297542961595e-06,3.6266464706256684e-06,3.6266464706256684e-06,3.6266464706256684e-06
1797,2.522757329513427e-06,3.791108026364652e-06,3.791108026364652e-06,3.791108026364652e-06
1798,2.233241584040765e-06,4.020424122635242e-06,4.020424122635242e-06,4.020424122635242e-06
1799,1.9412760009020402e-06,4.1339050247708135e-06,4.1339050247708135e-06,4.1339050247708135e-06
1800,1.8306489956947708e-06,3.892484625924096e-06,3.892484625924096e-06,3.892484625924096e-06
1801,1.6732721925499e-06,3.4904211848437886e-06,3.4904211848437886e-06,3.4904211848437886e-06
1802,1.6483313791988102e-06,3.258422209130783e-06,3.258422209130783e-06,3.258422209130783e-06
1803,1.8394748946905435e-06,3.2309495899036326e-06,3.2309495899036326e-06,3.2309495899036326e-06
1804,1.8820766334621503e-06,3.4792236484853286e-06,3.4792236484853286e-06,3.4792236484853286e-06
1805,2.0941880783149306e-06,3.4596919899091257e-06,3.4596919899091257e-06,3.4596919899091257e-06
1806,2.141296736876289e-06,3.5980103803012753e-06,3.5980103803012753e-06,3.5980103803012753e-06
1807,2.0573608675736717e-06,3.7799915974444176e-06,3.7799915974444176e-06,3.7799915974444176e-06
1808,2.0536571290514464e-06,3.7512335698660796e-06,3.7512335698660796e-06,3.7512335698660796e-06
1809,2.1436268460612543e-06,4.045918948187526e-06,4.045918948187526e-06,4.045918948187526e-06
