ngram,Eaton,Eton,Eton,Eton
1810,2.34505286503658e-06,4.057894752155075e-06,4.057894752155075e-06,4.057894752155075e-06
1811,2.3802266956149002e-06,4.083048582158101e-06,4.083048582158101e-06,4.083048582158101e-06
1812,2.465536291700638e-06,4.176585174978495e-06,4.176585174978495e-06,4.176585174978495e-06
1813,2.5290661856810663e-06,4.197910974263712e-06,4.197910974263712e-06,4.197910974263712e-06
1814,2.9329002505359573e-06,4.358328624221031e-06,4.358328624221031e-06,4.358328624221031e-06
1815,3.2686749104219156e-06,4.748797826843136e-06,4.748797826843136e-06,4.748797826843136e-06
1816,3.519739363712558e-06,4.408301622658785e-06,4.408301622658785e-06,4.408301622658785e-06
1817,3.5533273278685684e-06,4.354380182901098e-06,4.354380182901098e-06,4.354380182901098e-06
1818,3.6749158230772342e-06,4.182033340579697e-06,4.182033340579697e-06,4.182033340579697e-06
1819,3.508278918421378e-06,3.994761365382666e-06,3.994761365382666e-06,3.994761365382666e-06
1820,3.658209672201857e-06,3.8582239280263564e-06,3.8582239280263564e-06,3.8582239280263564e-06
1821,3.5388651602780944e-06,3.7298926664724215e-06,3.7298926664724215e-06,3.7298926664724215e-06
1822,3.4271155137893013e-06,3.403697746762191e-06,3.403697746762191e-06,3.403697746762191e-06
1823,3.4567664702730587e-06,3.4046587903243823e-06,3.4046587903243823e-06,3.4046587903243823e-06
1824,3.2879541517364226e-06,3.4100135053449776e-06,3.4100135053449776e-06,3.4100135053449776e-06
1825,3.627255702148042e-06,3.4302658085445207e-06,3.4302658085445207e-06,3.4302658085445207e-06
1826,3.919822347597801e-06,3.397474789120939e-06,3.397474789120939e-06,3.397474789120939e-06
1827,3.897720684368064e-06,3.45503628653075e-06,3.45503628653075e-06,3.45503628653075e-06
1828,4.250565422937923e-06,3.3814110013606424e-06,3.3814110013606424e-06,3.3814110013606424e-06
1829,4.479675551140515e-06,3.1762376693222905e-06,3.1762376693222905e-06,3.1762376693222905e-06
1830,4.276175299569981e-06,3.1039480420856435e-06,3.1039480420856435e-06,3.1039480420856435e-06
1831,4.333798285318023e-06,3.193278384320105e-06,3.193278384320105e-06,3.193278384320105e-06
1832,4.003559589753942e-06,3.0266328719465363e-06,3.0266328719465363e-06,3.0266328719465363e-06
1833,3.867111542734035e-06,2.9581377865335005e-06,2.9581377865335005e-06,2.9581377865335005e-06
1834,3.9282659989632e-06,2.8516228992105297e-06,2.8516228992105297e-06,2.8516228992105297e-06
1835,3.7538460933969224e-06,2.6870476566338245e-06,2.6870476566338245e-06,2.6870476566338245e-06
1836,3.819623803532782e-06,2.742634088852875e-06,2.742634088852875e-06,2.742634088852875e-06
1837,3.8914097980783225e-06,2.880856040324683e-06,2.880856040324683e-06,2.880856040324683e-06
1838,3.912857177315995e-06,2.683154012369674e-06,2.683154012369674e-06,2.683154012369674e-06
1839,3.909172684351299e-06,2.7832154501084005e-06,2.7832154501084005e-06,2.7832154501084005e-06
1840,3.850427024839778e-06,2.8542296409536253e-06,2.8542296409536253e-06,2.8542296409536253e-06
1841,3.7382121718110284e-06,3.0300540661950696e-06,3.0300540661950696e-06,3.0300540661950696e-06
1842,3.4677827248482832e-06,3.079930041037317e-06,3.079930041037317e-06,3.079930041037317e-06
1843,3.224533364638254e-06,3.1141217797474904e-06,3.1141217797474904e-06,3.1141217797474904e-06
1844,3.294011873679535e-06,3.1124637384242045e-06,3.1124637384242045e-06,3.1124637384242045e-06
1845,3.397842419872177e-06,3.1227150754732847e-06,3.1227150754732847e-06,3.1227150754732847e-06
1846,3.469752268106926e-06,2.9416131448150348e-06,2.9416131448150348e-06,2.9416131448150348e-06
1847,3.549679734403201e-06,3.1406194531362937e-06,3.1406194531362937e-06,3.1406194531362937e-06
1848,3.901918684537772e-06,3.0231497995763287e-06,3.0231497995763287e-06,3.0231497995763287e-06
1849,4.103240826225374e-06,3.022822576375412e-06,3.022822576375412e-06,3.022822576375412e-06
1850,4.064673183685434e-06,3.031152151119646e-06,3.031152151119646e-06,3.031152151119646e-06
1851,4.022063454353234e-06,2.9416939274337243e-06,2.9416939274337243e-06,2.9416939274337243e-06
1852,4.131347818007011e-06,2.8972691065324137e-06,2.8972691065324137e-06,2.8972691065324137e-06
1853,4.206258284154631e-06,2.9296256473441773e-06,2.9296256473441773e-06,2.9296256473441773e-06
1854,4.229217698334001e-06,2.781200139777086e-06,2.781200139777086e-06,2.781200139777086e-06
1855,4.056755415149382e-06,3.002778969727972e-06,3.002778969727972e-06,3.002778969727972e-06
1856,3.9840512532204486e-06,3.0601741595351735e-06,3.0601741595351735e-06,3.0601741595351735e-06
1857,4.220095596403033e-06,3.141837234060014e-06,3.141837234060014e-06,3.141837234060014e-06
1858,4.33612746876731e-06,3.5179051402727576e-06,3.5179051402727576e-06,3.5179051402727576e-06
1859,4.252472276026051e-06,3.746048475607365e-06,3.746048475607365e-06,3.746048475607365e-06
1860,4.185566012893105e-06,3.9974483700331935e-06,3.9974483700331935e-06,3.9974483700331935e-06
1861,4.235264701232414e-06,5.0849988123705514e-06,5.0849988123705514e-06,5.0849988123705514e-06
1862,4.216077936039905e-06,5.3625368374404e-06,5.3625368374404e-06,5.3625368374404e-06
1863,4.1935622903110925e-06,5.468661746428032e-06,5.468661746428032e-06,5.468661746428032e-06
1864,4.0759003760675635e-06,5.476635968599501e-06,5.476635968599501e-06,5.476635968599501e-06
1865,4.3658466373537e-06,5.332008965654365e-06,5.332008965654365e-06,5.332008965654365e-06
1866,4.3751887720385895e-06,5.252654935767558e-06,5.252654935767558e-06,5.252654935767558e-06
1867,4.388354260039965e-06,5.129119114956536e-06,5.129119114956536e-06,5.129119114956536e-06
1868,4.307512394266918e-06,3.9520309980746656e-06,3.9520309980746656e-06,3.9520309980746656e-06
1869,4.3689841017372344e-06,3.43523262407481e-06,3.43523262407481e-06,3.43523262407481e-06
1870,4.673928515330772e-06,3.2744359097185745e-06,3.2744359097185745e-06,3.2744359097185745e-06
1871,4.8576543706855905e-06,3.2400276787874257e-06,3.2400276787874257e-06,3.2400276787874257e-06
1872,4.801197032325685e-06,3.158302108983792e-06,3.158302108983792e-06,3.158302108983792e-06
1873,4.957378320926052e-06,3.3400041762173975e-06,3.3400041762173975e-06,3.3400041762173975e-06
1874,5.368112657119387e-06,3.444571835383873e-06,3.444571835383873e-06,3.444571835383873e-06
1875,5.778714304532124e-06,3.5795427655622395e-06,3.5795427655622395e-06,3.5795427655622395e-06
1876,6.2395050528201475e-06,3.660367935611118e-06,3.660367935611118e-06,3.660367935611118e-06
1877,6.430371351078585e-06,3.6773960476109224e-06,3.6773960476109224e-06,3.6773960476109224e-06
1878,6.736030757435531e-06,3.6439212505813756e-06,3.6439212505813756e-06,3.6439212505813756e-06
1879,6.639297875413572e-06,3.4734271139313933e-06,3.4734271139313933e-06,3.4734271139313933e-06
1880,6.663485822043315e-06,3.183097175808923e-06,3.183097175808923e-06,3.183097175808923e-06
1881,6.498657122782399e-06,3.012320121342782e-06,3.012320121342782e-06,3.012320121342782e-06
1882,6.444330860436562e-06,3.078720055782469e-06,3.078720055782469e-06,3.078720055782469e-06
1883,6.254796387241056e-06,3.0638616733215585e-06,3.0638616733215585e-06,3.0638616733215585e-06
1884,6.240680379830467e-06,3.230937376689066e-06,3.230937376689066e-06,3.230937376689066e-06
1885,5.971845049706255e-06,3.242978079599977e-06,3.242978079599977e-06,3.242978079599977e-06
1886,6.059993536057716e-06,3.320167284722889e-06,3.320167284722889e-06,3.320167284722889e-06
1887,6.062128055158869e-06,3.3876517591124866e-06,3.3876517591124866e-06,3.3876517591124866e-06
1888,6.183215581196626e-06,3.4098394670374025e-06,3.4098394670374025e-06,3.4098394670374025e-06
1889,6.239119037283152e-06,3.27989625605239e-06,3.27989625605239e-06,3.27989625605239e-06
1890,6.137982641770837e-06,3.1399698140635986e-06,3.1399698140635986e-06,3.1399698140635986e-06
1891,5.909995836970795e-06,2.9337733654496593e-06,2.9337733654496593e-06,2.9337733654496593e-06
1892,6.104741519915738e-06,2.8465051400416996e-06,2.8465051400416996e-06,2.8465051400416996e-06
1893,6.088868173849603e-06,2.714861141482418e-06,2.714861141482418e-06,2.714861141482418e-06
1894,6.093684078223305e-06,2.677545450881423e-06,2.677545450881423e-06,2.677545450881423e-06
1895,5.9633265274377275e-06,2.862702915860739e-06,2.862702915860739e-06,2.862702915860739e-06
1896,5.811167219300322e-06,3.123279741755271e-06,3.123279741755271e-06,3.123279741755271e-06
1897,5.8656540074610215e-06,3.221153357506929e-06,3.221153357506929e-06,3.221153357506929e-06
1898,5.961501236535176e-06,3.2820716374512164e-06,3.2820716374512164e-06,3.2820716374512164e-06
1899,5.7660168490006725e-06,3.3032869006482154e-06,3.3032869006482154e-06,3.3032869006482154e-06
1900,5.809357714627238e-06,3.3878420059149254e-06,3.3878420059149254e-06,3.3878420059149254e-06
1901,5.699342312124957e-06,3.3608992647974186e-06,3.3608992647974186e-06,3.3608992647974186e-06
1902,5.780427142911192e-06,3.119822947285554e-06,3.119822947285554e-06,3.119822947285554e-06
1903,5.822367646552655e-06,2.8069599855890762e-06,2.8069599855890762e-06,2.8069599855890762e-06
1904,5.784408391004295e-06,2.7417669181366885e-06,2.7417669181366885e-06,2.7417669181366885e-06
1905,5.785297357111371e-06,2.668994251767539e-06,2.668994251767539e-06,2.668994251767539e-06
1906,5.752210589499944e-06,2.6053780857182574e-06,2.6053780857182574e-06,2.6053780857182574e-06
1907,5.665638062574934e-06,2.541257280037306e-06,2.541257280037306e-06,2.541257280037306e-06
1908,5.716332842504406e-06,2.5495423869870137e-06,2.5495423869870137e-06,2.5495423869870137e-06
1909,5.615124596910651e-06,2.5117349520899424e-06,2.5117349520899424e-06,2.5117349520899424e-06
1910,5.536278487332831e-06,2.4361804337656523e-06,2.4361804337656523e-06,2.4361804337656523e-06
1911,5.4263008938245804e-06,2.279746630457729e-06,2.279746630457729e-06,2.279746630457729e-06
1912,5.315468895007923e-06,2.1204890734744756e-06,2.1204890734744756e-06,2.1204890734744756e-06
1913,5.290576999479006e-06,1.9886055692300682e-06,1.9886055692300682e-06,1.9886055692300682e-06
1914,5.245674791305126e-06,1.8836205332003634e-06,1.8836205332003634e-06,1.8836205332003634e-06
1915,5.2161108864571105e-06,1.6642446618269396e-06,1.6642446618269396e-06,1.6642446618269396e-06
1916,5.151027575526054e-06,1.514418987166469e-06,1.514418987166469e-06,1.514418987166469e-06
1917,5.13285898965218e-06,1.4199946300712846e-06,1.4199946300712846e-06,1.4199946300712846e-06
1918,5.208061273671254e-06,1.4381472348239704e-06,1.4381472348239704e-06,1.4381472348239704e-06
1919,5.127115205790947e-06,1.5795024605072934e-06,1.5795024605072934e-06,1.5795024605072934e-06
1920,5.127169840436961e-06,1.6094366271447922e-06,1.6094366271447922e-06,1.6094366271447922e-06
1921,5.1182318462191944e-06,1.6259493967092048e-06,1.6259493967092048e-06,1.6259493967092048e-06
1922,5.09096311621501e-06,1.693548175093643e-06,1.693548175093643e-06,1.693548175093643e-06
1923,5.0271552416753754e-06,1.814308867713927e-06,1.814308867713927e-06,1.814308867713927e-06
1924,4.930970005391698e-06,1.9414959849330316e-06,1.9414959849330316e-06,1.9414959849330316e-06
1925,4.990939292578592e-06,1.9407686977501726e-06,1.9407686977501726e-06,1.9407686977501726e-06
1926,5.12102678840165e-06,1.9082447124674218e-06,1.9082447124674218e-06,1.9082447124674218e-06
1927,5.168314211394838e-06,1.9215582856954176e-06,1.9215582856954176e-06,1.9215582856954176e-06
1928,5.2062711932064436e-06,1.8470863259218667e-06,1.8470863259218667e-06,1.8470863259218667e-06
1929,5.2247060661362155e-06,1.8309451661480125e-06,1.8309451661480125e-06,1.8309451661480125e-06
1930,5.4359380945762884e-06,1.9461812306482377e-06,1.9461812306482377e-06,1.9461812306482377e-06
1931,5.512330712268262e-06,1.836804991788605e-06,1.836804991788605e-06,1.836804991788605e-06
1932,5.350099205056072e-06,1.8407129768352855e-06,1.8407129768352855e-06,1.8407129768352855e-06
1933,5.226814664638368e-06,1.7623251389003208e-06,1.7623251389003208e-06,1.7623251389003208e-06
1934,5.285003226163099e-06,1.799834698041585e-06,1.799834698041585e-06,1.799834698041585e-06
1935,5.176501352772382e-06,1.8286267667073325e-06,1.8286267667073325e-06,1.8286267667073325e-06
1936,5.248322070526358e-06,1.7881537652491325e-06,1.7881537652491325e-06,1.7881537652491325e-06
1937,5.082504490668985e-06,1.5571528950074156e-06,1.5571528950074156e-06,1.5571528950074156e-06
1938,5.254245479591191e-06,1.5210556512101903e-06,1.5210556512101903e-06,1.5210556512101903e-06
1939,5.20952861344475e-06,1.3999775286980106e-06,1.3999775286980106e-06,1.3999775286980106e-06
1940,5.138760700771984e-06,1.3012334453118716e-06,1.3012334453118716e-06,1.3012334453118716e-06
1941,4.984974826324365e-06,1.1923731822857268e-06,1.1923731822857268e-06,1.1923731822857268e-06
1942,5.049668483739619e-06,1.1168085945558102e-06,1.1168085945558102e-06,1.1168085945558102e-06
1943,4.858923992807311e-06,1.0828000865460905e-06,1.0828000865460905e-06,1.0828000865460905e-06
1944,4.9466061682323925e-06,1.0389372521655917e-06,1.0389372521655917e-06,1.0389372521655917e-06
1945,4.654622768742099e-06,1.0681306028865428e-06,1.0681306028865428e-06,1.0681306028865428e-06
1946,4.735989737777605e-06,1.1433878301301905e-06,1.1433878301301905e-06,1.1433878301301905e-06
1947,4.68281638989408e-06,1.2956805741331273e-06,1.2956805741331273e-06,1.2956805741331273e-06
1948,4.6316642640574305e-06,1.3156156423324968e-06,1.3156156423324968e-06,1.3156156423324968e-06
1949,4.552888445427275e-06,1.3447458156536283e-06,1.3447458156536283e-06,1.3447458156536283e-06
1950,4.578220146608406e-06,1.4003788594761448e-06,1.4003788594761448e-06,1.4003788594761448e-06
1951,4.379809200015318e-06,1.4036429872378773e-06,1.4036429872378773e-06,1.4036429872378773e-06
1952,4.342822584086596e-06,1.3571821650007872e-06,1.3571821650007872e-06,1.3571821650007872e-06
1953,4.161299719791194e-06,1.3409311187777867e-06,1.3409311187777867e-06,1.3409311187777867e-06
1954,4.1853031689242925e-06,1.21051401233022e-06,1.21051401233022e-06,1.21051401233022e-06
1955,4.221913059154758e-06,1.1794260217357078e-06,1.1794260217357078e-06,1.1794260217357078e-06
1956,4.188987531961175e-06,1.1712928653651034e-06,1.1712928653651034e-06,1.1712928653651034e-06
1957,4.136815537744301e-06,1.142302299480694e-06,1.142302299480694e-06,1.142302299480694e-06
1958,4.080876871220036e-06,1.1608594832068775e-06,1.1608594832068775e-06,1.1608594832068775e-06
1959,4.018309709863388e-06,1.164916787794417e-06,1.164916787794417e-06,1.164916787794417e-06
1960,3.984575544434067e-06,1.202215051827287e-06,1.202215051827287e-06,1.202215051827287e-06
1961,3.899307135465538e-06,1.2361769969564712e-06,1.2361769969564712e-06,1.2361769969564712e-06
1962,3.7239845888897046e-06,1.2515307454512886e-06,1.2515307454512886e-06,1.2515307454512886e-06
1963,3.6300511965237092e-06,1.243587381135772e-06,1.243587381135772e-06,1.243587381135772e-06
1964,3.5411983714896323e-06,1.2378176441935857e-06,1.2378176441935857e-06,1.2378176441935857e-06
1965,3.5245965201673764e-06,1.2595174082110004e-06,1.2595174082110004e-06,1.2595174082110004e-06
1966,3.516371504831893e-06,1.3075340510632877e-06,1.3075340510632877e-06,1.3075340510632877e-06
1967,3.478854913347667e-06,1.2484302292900144e-06,1.2484302292900144e-06,1.2484302292900144e-06
1968,3.4431574087128477e-06,1.2237823706787561e-06,1.2237823706787561e-06,1.2237823706787561e-06
1969,3.417575564006776e-06,1.17495112915224e-06,1.17495112915224e-06,1.17495112915224e-06
1970,3.4317346100059306e-06,1.1472795985615188e-06,1.1472795985615188e-06,1.1472795985615188e-06
1971,3.4154629702243255e-06,1.0891534511106978e-06,1.0891534511106978e-06,1.0891534511106978e-06
1972,3.4023907054298822e-06,9.90291206497724e-07,9.90291206497724e-07,9.90291206497724e-07
1973,3.377414096965887e-06,9.054420339842701e-07,9.054420339842701e-07,9.054420339842701e-07
1974,3.347261976419499e-06,8.700599697216862e-07,8.700599697216862e-07,8.700599697216862e-07
1975,3.3528174948774643e-06,7.92373758226209e-07,7.92373758226209e-07,7.92373758226209e-07
1976,3.3588862282028586e-06,7.722060461544191e-07,7.722060461544191e-07,7.722060461544191e-07
1977,3.2798729015277265e-06,7.46038633029197e-07,7.46038633029197e-07,7.46038633029197e-07
1978,3.262378900866939e-06,7.325383372907319e-07,7.325383372907319e-07,7.325383372907319e-07
1979,3.232468673429269e-06,7.450190732275328e-07,7.450190732275328e-07,7.450190732275328e-07
1980,3.1825490103593827e-06,7.268637968341604e-07,7.268637968341604e-07,7.268637968341604e-07
1981,3.1657517476040605e-06,7.292329818093484e-07,7.292329818093484e-07,7.292329818093484e-07
1982,3.1178241053047325e-06,7.421438843786226e-07,7.421438843786226e-07,7.421438843786226e-07
1983,3.100945020508204e-06,7.577822397511877e-07,7.577822397511877e-07,7.577822397511877e-07
1984,3.0519781505842858e-06,7.486949665950046e-07,7.486949665950046e-07,7.486949665950046e-07
1985,2.975746448490619e-06,7.554679411571539e-07,7.554679411571539e-07,7.554679411571539e-07
1986,2.9531634027080145e-06,7.345010349776462e-07,7.345010349776462e-07,7.345010349776462e-07
1987,2.9463417701793204e-06,7.46595324991566e-07,7.46595324991566e-07,7.46595324991566e-07
1988,2.9236970411667632e-06,7.333642315643374e-07,7.333642315643374e-07,7.333642315643374e-07
1989,2.871953159098796e-06,7.285591030787535e-07,7.285591030787535e-07,7.285591030787535e-07
1990,2.8528820296612267e-06,7.011826060728968e-07,7.011826060728968e-07,7.011826060728968e-07
1991,2.8594317557560444e-06,7.01635242096797e-07,7.01635242096797e-07,7.01635242096797e-07
1992,2.874985576844275e-06,6.741244240921722e-07,6.741244240921722e-07,6.741244240921722e-07
1993,2.843770159545654e-06,6.71609987940818e-07,6.71609987940818e-07,6.71609987940818e-07
1994,2.844733801664136e-06,6.464518784404001e-07,6.464518784404001e-07,6.464518784404001e-07
1995,2.8181896465996814e-06,6.470805016890933e-07,6.470805016890933e-07,6.470805016890933e-07
1996,2.8250714681884607e-06,6.454828280766378e-07,6.454828280766378e-07,6.454828280766378e-07
1997,2.7791756045709396e-06,6.474999898793093e-07,6.474999898793093e-07,6.474999898793093e-07
1998,2.7283414120964674e-06,6.342048582804896e-07,6.342048582804896e-07,6.342048582804896e-07
1999,2.6557436610476415e-06,6.490131292074304e-07,6.490131292074304e-07,6.490131292074304e-07
2000,2.5617858422525127e-06,6.517571234456097e-07,6.517571234456097e-07,6.517571234456097e-07
2001,2.469744036456437e-06,7.021650390015566e-07,7.021650390015566e-07,7.021650390015566e-07
2002,2.4560655609613084e-06,6.990058847934831e-07,6.990058847934831e-07,6.990058847934831e-07
2003,2.3606939651342273e-06,7.217115905535008e-07,7.217115905535008e-07,7.217115905535008e-07
2004,2.275873709679997e-06,7.356760371684296e-07,7.356760371684296e-07,7.356760371684296e-07
2005,2.218034459084655e-06,7.717143587017614e-07,7.717143587017614e-07,7.717143587017614e-07
2006,2.178022279102671e-06,7.998519160017687e-07,7.998519160017687e-07,7.998519160017687e-07
2007,2.1395915317563256e-06,8.405263299339692e-07,8.405263299339692e-07,8.405263299339692e-07
2008,2.076319885548271e-06,8.363106595814835e-07,8.363106595814835e-07,8.363106595814835e-07
2009,1.946590292131337e-06,8.566754883889059e-07,8.566754883889059e-07,8.566754883889059e-07
2010,1.8963976182411507e-06,8.808708977474973e-07,8.808708977474973e-07,8.808708977474973e-07
2011,1.8427676877763588e-06,9.280786912313488e-07,9.280786912313488e-07,9.280786912313488e-07
2012,1.7874231486660262e-06,9.425490199126736e-07,9.425490199126736e-07,9.425490199126736e-07
2013,1.730189264240575e-06,9.343520527441537e-07,9.343520527441537e-07,9.343520527441537e-07
2014,1.6860717551026028e-06,9.210136064601622e-07,9.210136064601622e-07,9.210136064601622e-07
2015,1.676404037555455e-06,9.083379138376455e-07,9.083379138376455e-07,9.083379138376455e-07
2016,1.6550449605087384e-06,9.183120011714761e-07,9.183120011714761e-07,9.183120011714761e-07
2017,1.6488409073645016e-06,9.085954673082597e-07,9.085954673082597e-07,9.085954673082597e-07
2018,1.6348256622222834e-06,8.76992692155909e-07,8.76992692155909e-07,8.76992692155909e-07
2019,1.6139352112531924e-06,8.544547966948812e-07,8.544547966948812e-07,8.544547966948812e-07
