ngram,Boeing,Boing,Boein,Boing
1920,7.72937290045255e-08,5.933947143178995e-09,2.6726286065211925e-10,5.933947143178995e-09
1921,8.265380456253166e-08,5.66528211644522e-09,2.369085106661879e-10,5.66528211644522e-09
1922,1.5419385539822933e-07,5.390002634695991e-09,3.982414338775188e-10,5.390002634695991e-09
1923,1.6065287056221678e-07,5.50712726215303e-09,4.1169431554331584e-10,5.50712726215303e-09
1924,1.8485680440351514e-07,5.0982409088058085e-09,4.430617043883954e-10,5.0982409088058085e-09
1925,2.741469400697432e-07,4.732883386791644e-09,4.660668795342104e-10,4.732883386791644e-09
1926,4.3958649748836773e-07,3.955442640091178e-09,6.66885021411672e-10,3.955442640091178e-09
1927,5.622085786123015e-07,3.757784179064012e-09,7.796503581625203e-10,3.757784179064012e-09
1928,6.366593855286087e-07,4.278202110035474e-09,8.883956725031744e-10,4.278202110035474e-09
1929,6.412070458087069e-07,4.6239349492184695e-09,9.733290661546284e-10,4.6239349492184695e-09
1930,7.607735800060514e-07,5.071967163721476e-09,1.3897618115845033e-09,5.071967163721476e-09
1931,8.866225016390672e-07,5.372338351961048e-09,1.4476622658568923e-09,5.372338351961048e-09
1932,8.771413035901787e-07,5.53397800600359e-09,1.4719435828932807e-09,5.53397800600359e-09
1933,8.156152375704551e-07,5.770533511346392e-09,1.497552700894086e-09,5.770533511346392e-09
1934,8.370512968472862e-07,6.32519725485281e-09,1.4507234302740812e-09,6.32519725485281e-09
1935,8.846722607813717e-07,6.276553055073464e-09,1.4027558400567637e-09,6.276553055073464e-09
1936,9.568937814817348e-07,7.3272950246965655e-09,1.2292992417657039e-09,7.3272950246965655e-09
1937,1.0268493692170263e-06,8.083262503788546e-09,9.636303263274977e-10,8.083262503788546e-09
1938,1.178370942917744e-06,8.509917469114368e-09,1.0934922887807984e-09,8.509917469114368e-09
1939,1.4381797005366285e-06,9.427487171872632e-09,1.419616178578918e-09,9.427487171872632e-09
1940,1.8540464290189057e-06,9.01619829590012e-09,1.9127820042160894e-09,9.01619829590012e-09
1941,2.1637472725290408e-06,9.166529598861724e-09,2.186542605705658e-09,9.166529598861724e-09
1942,2.4818876584374394e-06,8.736723947474649e-09,2.3965498316006315e-09,8.736723947474649e-09
1943,2.5835326401387907e-06,8.050645959402556e-09,2.463489269720144e-09,8.050645959402556e-09
1944,2.6551712965426433e-06,7.276232917772875e-09,2.3339217225526454e-09,7.276232917772875e-09
1945,2.6578228308998016e-06,6.918517409764442e-09,2.204280654830423e-09,6.918517409764442e-09
1946,2.6213968210088623e-06,5.970100889842099e-09,2.0956399393590175e-09,5.970100889842099e-09
1947,2.3905715482084944e-06,6.828806282348816e-09,1.5463190648569635e-09,6.828806282348816e-09
1948,2.2379385882231873e-06,8.080513337814312e-09,1.5193190753112366e-09,8.080513337814312e-09
1949,2.1539822228078265e-06,1.1001793444518983e-08,1.5435396056544854e-09,1.1001793444518983e-08
1950,2.2500806673113923e-06,1.2923962788846666e-08,1.7779924278902926e-09,1.2923962788846666e-08
1951,2.344058624917774e-06,1.5206908811547593e-08,1.997568673964675e-09,1.5206908811547593e-08
1952,2.38112829720194e-06,1.7147856912202997e-08,2.1955456500474415e-09,1.7147856912202997e-08
1953,2.5531399582437838e-06,1.948881855895479e-08,2.1661145258430483e-09,1.948881855895479e-08
1954,2.6575442981473837e-06,2.142376993268564e-08,2.1996861157954785e-09,2.142376993268564e-08
1955,2.7986946276671787e-06,2.1223938923802573e-08,2.27541369873003e-09,2.1223938923802573e-08
1956,2.9530591031548932e-06,1.888599422881855e-08,2.2755287495560393e-09,1.888599422881855e-08
1957,3.032136061977196e-06,1.8044848155389966e-08,2.3409671661462586e-09,1.8044848155389966e-08
1958,3.126159461836713e-06,1.6075285483704453e-08,2.4073921586368183e-09,1.6075285483704453e-08
1959,3.398474096424512e-06,1.469779878756786e-08,2.9589565083857192e-09,1.469779878756786e-08
1960,3.7386930021706836e-06,1.2582257775355693e-08,4.6506085966362724e-09,1.2582257775355693e-08
1961,3.862778709974789e-06,1.0855543384837217e-08,4.924853889777734e-09,1.0855543384837217e-08
1962,3.942061474455321e-06,9.548053585867983e-09,4.887894819053226e-09,9.548053585867983e-09
1963,3.9985212814437025e-06,9.327895915995604e-09,5.00043235389975e-09,9.327895915995604e-09
1964,4.158408760953794e-06,8.379309944319045e-09,4.879653601820775e-09,8.379309944319045e-09
1965,4.284747774363495e-06,8.85604085303677e-09,4.886659331150765e-09,8.85604085303677e-09
1966,4.272107422106533e-06,8.764549720906091e-09,4.445385646891152e-09,8.764549720906091e-09
1967,4.039069218768938e-06,9.20761587609929e-09,2.8810268456628106e-09,9.20761587609929e-09
1968,4.083428848389303e-06,9.610542837736245e-09,2.7022182903989135e-09,9.610542837736245e-09
1969,4.031948167591638e-06,1.0176826302301021e-08,2.600587015574466e-09,1.0176826302301021e-08
1970,3.919839627997135e-06,1.0791566116909377e-08,2.585753769831659e-09,1.0791566116909377e-08
1971,3.839002569553226e-06,1.1036508469024803e-08,2.58409979129023e-09,1.1036508469024803e-08
1972,3.7287438447362675e-06,1.1498569081019078e-08,2.517967675633567e-09,1.1498569081019078e-08
1973,3.6310470282582434e-06,1.1696206162322857e-08,2.4332402442135096e-09,1.1696206162322857e-08
1974,3.553746929745622e-06,1.1552546601884778e-08,2.5105735902895633e-09,1.1552546601884778e-08
1975,3.56118789568427e-06,1.2353443855163602e-08,2.5072615729625015e-09,1.2353443855163602e-08
1976,3.612340508750224e-06,1.3495040767403615e-08,2.556590875510015e-09,1.3495040767403615e-08
1977,3.736489264026334e-06,1.5171684099511496e-08,2.858031398846249e-09,1.5171684099511496e-08
1978,3.7270701795932837e-06,1.572898065761917e-08,2.7455842202936e-09,1.572898065761917e-08
1979,3.852619719119892e-06,1.570101166541755e-08,2.822110085303515e-09,1.570101166541755e-08
1980,3.867277395589294e-06,1.6218163954663722e-08,2.7101255842662144e-09,1.6218163954663722e-08
1981,3.830895593637251e-06,1.713832301472199e-08,2.6363907564988918e-09,1.713832301472199e-08
1982,3.773995980996655e-06,1.673316418759896e-08,2.7196429552844847e-09,1.673316418759896e-08
1983,3.769419663512963e-06,1.6079613830908912e-08,2.588749088110782e-09,1.6079613830908912e-08
1984,3.6923400525016144e-06,1.5449783674625905e-08,2.204499440137754e-09,1.5449783674625905e-08
1985,3.7401944479954963e-06,1.5815217706866795e-08,2.098074856706132e-09,1.5815217706866795e-08
1986,3.6607387495938122e-06,1.661498760796576e-08,1.907074181113038e-09,1.661498760796576e-08
1987,3.616145314871184e-06,1.6953553481714933e-08,1.9450061719946834e-09,1.6953553481714933e-08
1988,3.6596216952083135e-06,1.7354000902969346e-08,1.9392091266112743e-09,1.7354000902969346e-08
1989,3.650254192117635e-06,1.81515084867507e-08,2.0770418559682267e-09,1.81515084867507e-08
1990,3.6098291989869073e-06,2.077674032818777e-08,2.6080050024341564e-09,2.077674032818777e-08
1991,3.6047029620281786e-06,2.1002540912767083e-08,2.58520257582059e-09,2.1002540912767083e-08
1992,3.5380233579676964e-06,2.2459896799529944e-08,3.097586187550405e-09,2.2459896799529944e-08
1993,3.495111676394507e-06,2.2568088350486245e-08,3.4829346073905754e-09,2.2568088350486245e-08
1994,3.5232237678428646e-06,2.3314618045690494e-08,3.377645464906566e-09,2.3314618045690494e-08
1995,3.566314457462535e-06,2.491099644024481e-08,3.234374625270066e-09,2.491099644024481e-08
1996,3.599357374436555e-06,2.570756661514549e-08,2.859064746856583e-09,2.570756661514549e-08
1997,3.6163682060370254e-06,2.537660189919474e-08,2.228479432732554e-09,2.537660189919474e-08
1998,3.6705297848779343e-06,2.7165656898578812e-08,2.0287103029227792e-09,2.7165656898578812e-08
1999,3.699686528437139e-06,2.8113402653470335e-08,1.5921966205796017e-09,2.8113402653470335e-08
2000,3.7026570030970366e-06,2.943964894086548e-08,1.4201783162169436e-09,2.943964894086548e-08
2001,3.609621119591923e-06,3.0905066188730805e-08,1.3662913419690677e-09,3.0905066188730805e-08
2002,3.505639499832926e-06,3.230996803438302e-08,1.2726056161252837e-09,3.230996803438302e-08
2003,3.374045880783732e-06,3.5143181824943374e-08,1.1849807484460533e-09,3.5143181824943374e-08
2004,3.24653358672679e-06,3.777375111115232e-08,1.1254422631929678e-09,3.777375111115232e-08
2005,3.0480750540716272e-06,3.8890133018704935e-08,1.0943526085327449e-09,3.8890133018704935e-08
2006,2.844985114539408e-06,4.50384278443445e-08,9.500281989665333e-10,4.50384278443445e-08
2007,2.6492573397263186e-06,4.792717232606135e-08,5.938473601752037e-10,4.792717232606135e-08
2008,2.4907990986581093e-06,5.1545948208188615e-08,5.250606298951815e-10,5.1545948208188615e-08
2009,2.318091219422058e-06,5.4115301192528675e-08,4.5551672354728265e-10,5.4115301192528675e-08
2010,2.1626751569263954e-06,5.3446167872347617e-08,4.057376954255279e-10,5.3446167872347617e-08
2011,2.030874709037432e-06,5.3181110055382826e-08,3.7343767364131763e-10,5.3181110055382826e-08
2012,1.9411462030153156e-06,5.417334593614344e-08,2.996512958399121e-10,5.417334593614344e-08
2013,1.9162627527943447e-06,5.01178862220643e-08,2.485944733795645e-10,5.01178862220643e-08
2014,1.8399637805747e-06,4.8037361770931445e-08,1.945800405721089e-10,4.8037361770931445e-08
2015,1.7515184578899477e-06,4.6370263057886925e-08,1.4166924577896367e-10,4.6370263057886925e-08
2016,1.644679660525331e-06,4.63902196656818e-08,1.0025338694129106e-10,4.63902196656818e-08
2017,1.620208043580836e-06,4.722984906872322e-08,7.875258778433647e-11,4.722984906872322e-08
2018,1.5956047036524979e-06,4.721925606077093e-08,6.200632507447068e-11,4.721925606077093e-08
2019,1.5105412387583783e-06,4.730575309253027e-08,5.881840500765456e-11,4.730575309253027e-08
