ngram,Sysco,Syco,Sysco,Syco
1728,0.0,0.0,0.0,0.0
1729,0.0,0.0,0.0,0.0
1730,0.0,0.0,0.0,0.0
1731,0.0,0.0,0.0,0.0
1732,0.0,0.0,0.0,0.0
1733,0.0,0.0,0.0,0.0
1734,0.0,1.0323463227125882e-08,0.0,1.0323463227125882e-08
1735,0.0,1.0323463227125882e-08,0.0,1.0323463227125882e-08
1736,0.0,1.0323463227125882e-08,0.0,1.0323463227125882e-08
1737,0.0,1.0323463227125882e-08,0.0,1.0323463227125882e-08
1738,0.0,1.0323463227125882e-08,0.0,1.0323463227125882e-08
1739,0.0,1.0323463227125882e-08,0.0,1.0323463227125882e-08
1740,0.0,1.0323463227125882e-08,0.0,1.0323463227125882e-08
1741,0.0,0.0,0.0,0.0
1742,0.0,0.0,0.0,0.0
1743,0.0,9.631393587434495e-09,0.0,9.631393587434495e-09
1744,0.0,9.631393587434495e-09,0.0,9.631393587434495e-09
1745,0.0,9.631393587434495e-09,0.0,9.631393587434495e-09
1746,0.0,9.631393587434495e-09,0.0,9.631393587434495e-09
1747,0.0,9.631393587434495e-09,0.0,9.631393587434495e-09
1748,0.0,1.691085722248837e-08,0.0,1.691085722248837e-08
1749,0.0,1.691085722248837e-08,0.0,1.691085722248837e-08
1750,0.0,7.279463635053876e-09,0.0,7.279463635053876e-09
1751,0.0,7.279463635053876e-09,0.0,7.279463635053876e-09
1752,0.0,7.279463635053876e-09,0.0,7.279463635053876e-09
1753,0.0,7.279463635053876e-09,0.0,7.279463635053876e-09
1754,0.0,7.279463635053876e-09,0.0,7.279463635053876e-09
1755,0.0,0.0,0.0,0.0
1756,0.0,0.0,0.0,0.0
1757,0.0,0.0,0.0,0.0
1758,0.0,0.0,0.0,0.0
1759,0.0,0.0,0.0,0.0
1760,0.0,0.0,0.0,0.0
1761,0.0,0.0,0.0,0.0
1762,0.0,0.0,0.0,0.0
1763,0.0,0.0,0.0,0.0
1764,0.0,0.0,0.0,0.0
1765,0.0,0.0,0.0,0.0
1766,0.0,0.0,0.0,0.0
1767,0.0,0.0,0.0,0.0
1768,0.0,0.0,0.0,0.0
1769,0.0,0.0,0.0,0.0
1770,0.0,0.0,0.0,0.0
1771,0.0,0.0,0.0,0.0
1772,0.0,0.0,0.0,0.0
1773,0.0,0.0,0.0,0.0
1774,0.0,0.0,0.0,0.0
1775,0.0,0.0,0.0,0.0
1776,0.0,0.0,0.0,0.0
1777,0.0,0.0,0.0,0.0
1778,0.0,0.0,0.0,0.0
1779,0.0,0.0,0.0,0.0
1780,0.0,0.0,0.0,0.0
1781,0.0,0.0,0.0,0.0
1782,0.0,0.0,0.0,0.0
1783,0.0,0.0,0.0,0.0
1784,0.0,0.0,0.0,0.0
1785,0.0,0.0,0.0,0.0
1786,0.0,0.0,0.0,0.0
1787,0.0,0.0,0.0,0.0
1788,0.0,2.6131041457639573e-09,0.0,2.6131041457639573e-09
1789,0.0,2.6131041457639573e-09,0.0,2.6131041457639573e-09
1790,0.0,2.6131041457639573e-09,0.0,2.6131041457639573e-09
1791,0.0,2.6131041457639573e-09,0.0,2.6131041457639573e-09
1792,0.0,2.6131041457639573e-09,0.0,2.6131041457639573e-09
1793,0.0,2.6131041457639573e-09,0.0,2.6131041457639573e-09
1794,0.0,2.6131041457639573e-09,0.0,2.6131041457639573e-09
1795,0.0,9.132721245919129e-10,0.0,9.132721245919129e-10
1796,0.0,9.132721245919129e-10,0.0,9.132721245919129e-10
1797,0.0,9.132721245919129e-10,0.0,9.132721245919129e-10
1798,0.0,9.132721245919129e-10,0.0,9.132721245919129e-10
1799,0.0,1.51404171739549e-09,0.0,1.51404171739549e-09
1800,0.0,1.51404171739549e-09,0.0,1.51404171739549e-09
1801,0.0,1.51404171739549e-09,0.0,1.51404171739549e-09
1802,0.0,6.00769592803577e-10,0.0,6.00769592803577e-10
1803,0.0,9.5176955206e-10,0.0,9.5176955206e-10
1804,0.0,9.5176955206e-10,0.0,9.5176955206e-10
1805,0.0,9.5176955206e-10,0.0,9.5176955206e-10
1806,0.0,8.681001631824106e-10,0.0,8.681001631824106e-10
1807,0.0,1.7049850737598555e-09,0.0,1.7049850737598555e-09
1808,0.0,1.9403482630155266e-09,0.0,1.9403482630155266e-09
1809,0.0,1.9403482630155266e-09,0.0,1.9403482630155266e-09
1810,0.0,2.243161244054802e-09,0.0,2.243161244054802e-09
1811,0.0,2.4775451848820953e-09,0.0,2.4775451848820953e-09
1812,0.0,2.4775451848820953e-09,0.0,2.4775451848820953e-09
1813,0.0,2.154424384924271e-09,0.0,2.154424384924271e-09
1814,0.0,1.3175394743468262e-09,0.0,1.3175394743468262e-09
1815,0.0,1.6615983826946084e-09,0.0,1.6615983826946084e-09
1816,0.0,2.0419438203792393e-09,0.0,2.0419438203792393e-09
1817,0.0,1.3881308800835411e-09,0.0,1.3881308800835411e-09
1818,0.0,1.6908515222878252e-09,0.0,1.6908515222878252e-09
1819,0.0,1.841148963447178e-09,0.0,1.841148963447178e-09
1820,0.0,2.2367573031851454e-09,0.0,2.2367573031851454e-09
1821,0.0,2.4938658122713217e-09,0.0,2.4938658122713217e-09
1822,0.0,2.03921261622751e-09,0.0,2.03921261622751e-09
1823,0.0,7.277377787686033e-09,0.0,7.277377787686033e-09
1824,0.0,1.492221873844457e-08,0.0,1.492221873844457e-08
1825,0.0,1.4511730959755807e-08,0.0,1.4511730959755807e-08
1826,0.0,1.4479931761560546e-08,0.0,1.4479931761560546e-08
1827,0.0,1.4308626442424303e-08,0.0,1.4308626442424303e-08
1828,0.0,1.4161847242518836e-08,0.0,1.4161847242518836e-08
1829,7.027427845989515e-11,1.4037078340959193e-08,7.027427845989515e-11,1.4037078340959193e-08
1830,7.027427845989515e-11,8.41856773181604e-09,7.027427845989515e-11,8.41856773181604e-09
1831,7.027427845989515e-11,7.737267810575027e-10,7.027427845989515e-11,7.737267810575027e-10
1832,7.027427845989515e-11,7.322594356270632e-10,7.027427845989515e-11,7.322594356270632e-10
1833,7.027427845989515e-11,7.78717717293225e-10,7.027427845989515e-11,7.78717717293225e-10
1834,7.027427845989515e-11,4.4349548636698645e-10,7.027427845989515e-11,4.4349548636698645e-10
1835,7.027427845989515e-11,5.007329788903852e-10,7.027427845989515e-11,5.007329788903852e-10
1836,0.0,6.508553378787546e-10,0.0,6.508553378787546e-10
1837,0.0,7.282967483059264e-10,0.0,7.282967483059264e-10
1838,0.0,7.282967483059264e-10,0.0,7.282967483059264e-10
1839,0.0,9.462730361191924e-10,0.0,9.462730361191924e-10
1840,0.0,1.0080744096617268e-09,0.0,1.0080744096617268e-09
1841,0.0,9.949918270254647e-10,0.0,9.949918270254647e-10
1842,1.216308799710321e-10,8.882404653068729e-10,1.216308799710321e-10,8.882404653068729e-10
1843,1.216308799710321e-10,7.381181063185035e-10,1.216308799710321e-10,7.381181063185035e-10
1844,1.216308799710321e-10,7.2745955291355e-10,1.216308799710321e-10,7.2745955291355e-10
1845,1.216308799710321e-10,7.2745955291355e-10,1.216308799710321e-10,7.2745955291355e-10
1846,1.216308799710321e-10,4.895543058238059e-10,1.216308799710321e-10,4.895543058238059e-10
1847,1.216308799710321e-10,4.44612810853887e-10,1.216308799710321e-10,4.44612810853887e-10
1848,1.216308799710321e-10,3.746351998465006e-10,1.216308799710321e-10,3.746351998465006e-10
1849,0.0,3.1381975986098457e-10,0.0,3.1381975986098457e-10
1850,0.0,4.0875957777305617e-10,0.0,4.0875957777305617e-10
1851,0.0,3.8840531584633757e-10,0.0,3.8840531584633757e-10
1852,0.0,4.895284574527433e-10,0.0,4.895284574527433e-10
1853,0.0,4.243079578168464e-10,0.0,4.243079578168464e-10
1854,0.0,2.424915546139772e-10,0.0,2.424915546139772e-10
1855,0.0,2.949933035940282e-10,0.0,2.949933035940282e-10
1856,0.0,3.446921081895482e-10,0.0,3.446921081895482e-10
1857,0.0,2.4975229027747655e-10,0.0,2.4975229027747655e-10
1858,0.0,2.0332369518197676e-10,0.0,2.0332369518197676e-10
1859,0.0,1.0220055357557101e-10,0.0,1.0220055357557101e-10
1860,0.0,1.0220055357557101e-10,0.0,1.0220055357557101e-10
1861,0.0,1.5868723398807357e-10,0.0,1.5868723398807357e-10
1862,0.0,1.6190375627468867e-10,0.0,1.6190375627468867e-10
1863,4.7737881108440257e-11,2.0768071389604918e-10,4.7737881108440257e-11,2.0768071389604918e-10
1864,4.7737881108440257e-11,2.547758353494649e-10,4.7737881108440257e-11,2.547758353494649e-10
1865,4.7737881108440257e-11,2.990023863423476e-10,4.7737881108440257e-11,2.990023863423476e-10
1866,4.7737881108440257e-11,3.8748162615017835e-10,4.7737881108440257e-11,3.8748162615017835e-10
1867,4.7737881108440257e-11,4.306940835720395e-10,4.7737881108440257e-11,4.306940835720395e-10
1868,4.7737881108440257e-11,5.086425011338999e-10,4.7737881108440257e-11,5.086425011338999e-10
1869,4.7737881108440257e-11,6.508536646140531e-10,4.7737881108440257e-11,6.508536646140531e-10
1870,0.0,5.976143627580857e-10,0.0,5.976143627580857e-10
1871,0.0,7.53399557026516e-10,0.0,7.53399557026516e-10
1872,0.0,7.501247163104502e-10,0.0,7.501247163104502e-10
1873,0.0,7.006542290799445e-10,0.0,7.006542290799445e-10
1874,0.0,6.971824863453793e-10,0.0,6.971824863453793e-10
1875,0.0,6.028624187161467e-10,0.0,6.028624187161467e-10
1876,0.0,4.432649683813342e-10,0.0,4.432649683813342e-10
1877,0.0,4.709318530376245e-10,0.0,4.709318530376245e-10
1878,1.451414385503621e-10,2.680515373157785e-10,1.451414385503621e-10,2.680515373157785e-10
1879,1.451414385503621e-10,3.6675508265280957e-10,1.451414385503621e-10,3.6675508265280957e-10
1880,1.7802812200619555e-10,4.264063784604437e-10,1.7802812200619555e-10,4.264063784604437e-10
1881,1.7802812200619555e-10,5.129280452756798e-10,1.7802812200619555e-10,5.129280452756798e-10
1882,1.7802812200619555e-10,5.05222593919338e-10,1.7802812200619555e-10,5.05222593919338e-10
1883,1.7802812200619555e-10,4.990132374776174e-10,1.7802812200619555e-10,4.990132374776174e-10
1884,1.7802812200619555e-10,4.596207997531465e-10,1.7802812200619555e-10,4.596207997531465e-10
1885,3.2886683455833425e-11,5.46690635221709e-10,3.2886683455833425e-11,5.46690635221709e-10
1886,3.2886683455833425e-11,4.0703537960786104e-10,3.2886683455833425e-11,4.0703537960786104e-10
1887,0.0,4.465451718711171e-10,0.0,4.465451718711171e-10
1888,0.0,7.793311135317893e-10,0.0,7.793311135317893e-10
1889,0.0,8.254342229571268e-10,0.0,8.254342229571268e-10
1890,0.0,8.439029752782545e-10,0.0,8.439029752782545e-10
1891,0.0,8.646021716034775e-10,0.0,8.646021716034775e-10
1892,0.0,8.000039182696841e-10,0.0,8.000039182696841e-10
1893,0.0,8.000039182696841e-10,0.0,8.000039182696841e-10
1894,0.0,6.618340776214688e-10,0.0,6.618340776214688e-10
1895,2.1171207644142344e-11,2.8747058503483403e-10,2.1171207644142344e-11,2.8747058503483403e-10
1896,2.1171207644142344e-11,3.252404516342265e-10,2.1171207644142344e-11,3.252404516342265e-10
1897,3.9747962857613774e-11,4.789933747259159e-10,3.9747962857613774e-11,4.789933747259159e-10
1898,3.9747962857613774e-11,5.540504503599917e-10,3.9747962857613774e-11,5.540504503599917e-10
1899,1.1260358915140704e-10,7.501457471066025e-10,1.1260358915140704e-10,7.501457471066025e-10
1900,1.1260358915140704e-10,8.04357560716237e-10,1.1260358915140704e-10,8.04357560716237e-10
1901,1.1260358915140704e-10,9.928611226823441e-10,1.1260358915140704e-10,9.928611226823441e-10
1902,1.0865067179288701e-10,9.77049453248264e-10,1.0865067179288701e-10,9.77049453248264e-10
1903,1.8834639800172478e-10,9.882800569968202e-10,1.8834639800172478e-10,9.882800569968202e-10
1904,1.6976964278825335e-10,1.021741845892115e-09,1.6976964278825335e-10,1.021741845892115e-09
1905,1.6976964278825335e-10,1.108930744849904e-09,1.6976964278825335e-10,1.108930744849904e-09
1906,9.691401649446009e-11,9.679387965747362e-10,9.691401649446009e-11,9.679387965747362e-10
1907,1.115641904255885e-10,1.0162782044480829e-09,1.115641904255885e-10,1.0162782044480829e-09
1908,1.115641904255885e-10,8.552235507077097e-10,1.115641904255885e-10,8.552235507077097e-10
1909,9.434590013996619e-11,8.276934177724777e-10,9.434590013996619e-11,8.276934177724777e-10
1910,1.465017393112841e-11,8.241452639382426e-10,1.465017393112841e-11,8.241452639382426e-10
1911,1.465017393112841e-11,6.702067670679871e-10,1.465017393112841e-11,6.702067670679871e-10
1912,1.465017393112841e-11,5.144071200748255e-10,1.465017393112841e-11,5.144071200748255e-10
1913,1.465017393112841e-11,5.22619701483405e-10,1.465017393112841e-11,5.22619701483405e-10
1914,0.0,5.223839059733035e-10,0.0,5.223839059733035e-10
1915,0.0,6.224447782595835e-10,0.0,6.224447782595835e-10
1916,0.0,9.122427376987271e-10,0.0,9.122427376987271e-10
1917,0.0,1.4167357802780905e-09,0.0,1.4167357802780905e-09
1918,0.0,2.0231196598948944e-09,0.0,2.0231196598948944e-09
1919,0.0,2.164343680467949e-09,0.0,2.164343680467949e-09
1920,2.3201654883056986e-11,2.1713627879853855e-09,2.3201654883056986e-11,2.1713627879853855e-09
1921,2.3201654883056986e-11,2.968618826950019e-09,2.3201654883056986e-11,2.968618826950019e-09
1922,4.735295092547379e-11,3.106773298939507e-09,4.735295092547379e-11,3.106773298939507e-09
1923,4.735295092547379e-11,3.0702736385025885e-09,4.735295092547379e-11,3.0702736385025885e-09
1924,9.619601147394162e-11,2.637187833189257e-09,9.619601147394162e-11,2.637187833189257e-09
1925,9.619601147394162e-11,2.0619622358759263e-09,9.619601147394162e-11,2.0619622358759263e-09
1926,1.191189746047832e-10,2.023542524019563e-09,1.191189746047832e-10,2.023542524019563e-09
1927,1.1865569836201828e-10,2.135381316215046e-09,1.1865569836201828e-10,2.135381316215046e-09
1928,1.8708415967199395e-10,1.2586193377200112e-09,1.8708415967199395e-10,1.2586193377200112e-09
1929,1.6293286362957715e-10,9.929550852185086e-10,1.6293286362957715e-10,9.929550852185086e-10
1930,1.9016025658886397e-10,6.983137580090266e-10,1.9016025658886397e-10,6.983137580090266e-10
1931,2.2001622745904115e-10,7.128055943114323e-10,2.2001622745904115e-10,7.128055943114323e-10
1932,2.6730271964124444e-10,6.450662087820191e-10,2.6730271964124444e-10,6.450662087820191e-10
1933,2.907140738457008e-10,5.077726275163183e-10,2.907140738457008e-10,5.077726275163183e-10
1934,2.679756952054088e-10,3.48062965354374e-10,2.679756952054088e-10,3.48062965354374e-10
1935,3.5510356361750135e-10,4.808098086339641e-10,3.5510356361750135e-10,4.808098086339641e-10
1936,3.7604099596093883e-10,4.808098086339641e-10,3.7604099596093883e-10,4.808098086339641e-10
1937,1.1567405981484568e-09,5.481370635163074e-10,1.1567405981484568e-09,5.481370635163074e-10
1938,1.66535233817441e-09,3.600252358142748e-10,1.66535233817441e-09,3.600252358142748e-10
1939,2.066158298024463e-09,3.3763276896525696e-10,2.066158298024463e-09,3.3763276896525696e-10
1940,2.5098959636839423e-09,1.4235758742455117e-09,2.5098959636839423e-09,1.4235758742455117e-09
1941,5.7917459300727e-09,1.4062186950595086e-09,5.7917459300727e-09,1.4062186950595086e-09
1942,6.209074641343777e-09,1.3502945487932548e-09,6.209074641343777e-09,1.3502945487932548e-09
1943,6.295403833154824e-09,1.479014504122768e-09,6.295403833154824e-09,1.479014504122768e-09
1944,6.625756150085189e-09,1.620371795074682e-09,6.625756150085189e-09,1.620371795074682e-09
1945,6.770452785710899e-09,2.218010432066185e-09,6.770452785710899e-09,2.218010432066185e-09
1946,6.6367743205881476e-09,3.3845798425818127e-09,6.6367743205881476e-09,3.3845798425818127e-09
1947,6.212930241706565e-09,3.202660220358311e-09,6.212930241706565e-09,3.202660220358311e-09
1948,2.9310802753178068e-09,3.824881673291409e-09,2.9310802753178068e-09,3.824881673291409e-09
1949,2.375201396676019e-09,3.8272864639437336e-09,2.375201396676019e-09,3.8272864639437336e-09
1950,2.3356146738873207e-09,4.0031260607951785e-09,2.3356146738873207e-09,4.0031260607951785e-09
1951,1.1973353618101511e-09,3.8440888091731804e-09,1.1973353618101511e-09,3.8440888091731804e-09
1952,4.6532795473984226e-10,3.3188016144793308e-09,4.6532795473984226e-10,3.3188016144793308e-09
1953,1.82292441062794e-10,2.2371628359353834e-09,1.82292441062794e-10,2.2371628359353834e-09
1954,1.3058049284721462e-10,3.3276901234557954e-09,1.3058049284721462e-10,3.3276901234557954e-09
1955,3.624885253072918e-10,2.779349861370406e-09,3.624885253072918e-10,2.779349861370406e-09
1956,3.5895036843663116e-10,2.758120922128983e-09,3.5895036843663116e-10,2.758120922128983e-09
1957,3.040141927883917e-10,2.4790488213831198e-09,3.040141927883917e-10,2.4790488213831198e-09
1958,5.777557618832521e-10,2.4889105677233e-09,5.777557618832521e-10,2.4889105677233e-09
1959,6.794012158417573e-10,2.609391716590359e-09,6.794012158417573e-10,2.609391716590359e-09
1960,6.797863264359652e-10,2.5948578107654844e-09,6.797863264359652e-10,2.5948578107654844e-09
1961,7.778260575313262e-10,6.784400006073657e-10,7.778260575313262e-10,6.784400006073657e-10
1962,6.785408584215296e-10,6.279890199126622e-10,6.785408584215296e-10,6.279890199126622e-10
1963,6.848805659503171e-10,5.867964110649129e-10,6.848805659503171e-10,5.867964110649129e-10
1964,1.2836819405067805e-09,6.692286804087035e-10,1.2836819405067805e-09,6.692286804087035e-10
1965,2.0589351037595247e-09,7.155006190703464e-10,2.0589351037595247e-09,7.155006190703464e-10
1966,2.994872050751266e-09,5.272949914005207e-10,2.994872050751266e-09,5.272949914005207e-10
1967,4.307499731903697e-09,4.5853827679298576e-10,4.307499731903697e-09,4.5853827679298576e-10
1968,5.7094125954781916e-09,4.2809048964428543e-10,5.7094125954781916e-09,4.2809048964428543e-10
